@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L2121","32","0","460","59","1","15","533","false"
"L2122","10","0","142","41","0","10","5350","false"
"L2123","1","0","8","2","0","2","505","false"
"L2124","1","0","77","16","0","8","2319","false"
"L2125","4","0","122","9","0","3","5350","false"
"L2126","5","0","40","12","0","7","5350","false"
"L2127","1","0","19","31","0","9","2319","false"
"L2128","1","0","19","10","0","5","2319","false"
"L2129","2","0","21","20","0","8","1296","false"
"L2130","1","0","16","11","0","6","5350","false"
"L2131","1","0","29","4","0","3","2319","false"
"L2132","1","0","28","30","0","10","3997","false"
"L3468","2","0","28","13","0","7","5350","false"
"L3469","2","0","28","13","0","7","5350","false"
"L3470","2","0","28","13","0","7","5350","false"
"L3471","1","0","11","13","0","7","5350","false"
"L3472","2","0","28","13","0","7","5350","false"
"L3473","2","0","28","13","0","7","5350","false"
"L3474","2","0","28","13","0","7","5350","false"
"L3475","4","0","28","13","0","7","5350","false"
"L3476","2","0","28","13","0","7","5350","false"
"L3477","1","0","18","5","0","3","5350","false"
"L3478","1","0","16","12","0","6","5350","false"
"L3479","4","0","31","12","0","6","5350","false"
"L3480","1","0","16","10","0","6","5350","false"
"L3481","1","0","20","4","0","3","268","false"
"L3482","21","0","162","42","0","12","5350","false"
"L3483","10","0","69","22","0","9","2472","false"
"L3484","29","0","207","17","0","7","1636","false"
"L3485","1","0","16","12","0","6","5350","false"
"L3486","4","0","27","12","0","6","5350","false"
"L3487","27","0","221","7","0","4","2319","false"
"L3488","2","0","28","12","0","6","5350","false"
"L3489","1","0","13","10","0","5","5350","false"
"L3490","1","0","8","9","0","6","2319","false"
"L3491","1","0","16","12","0","6","5350","false"
"L3492","1","0","14","12","0","6","5350","false"
"L3493","1","0","16","12","0","6","5350","false"
"L3494","4","0","40","15","0","6","5350","false"
"L14444","1","0","20","7","0","5","268","false"
"L14445","5","0","128","84","0","16","828","false"
"L14446","1","0","9","6","0","4","2319","false"
"L14447","1","0","35","6","0","2","2319","false"
"L14448","19","0","187","43","0","13","828","false"
"L14449","1","0","31","19","0","10","828","false"
"L14450","1","0","19","6","0","4","2319","false"
"L14858","6","0","82","15","0","8","2319","false"
"L14859","1","0","39","2","0","2","360","false"
"L14860","1","0","18","1","0","1","268","false"
"L14861","7","0","151","76","0","13","2319","false"
"L14862","1","0","18","9","0","5","268","false"
"L14863","1","0","7","12","0","7","5350","false"
"L14864","1","0","19","11","0","7","268","false"
"L14865","2","0","31","2","0","2","2319","false"
"L14866","1","0","29","7","0","4","2319","false"
"L14867","1","0","23","7","0","4","2319","false"
"L15089","9","0","71","21","0","11","828","false"
"L15216","8","0","109","10","0","5","2319","false"
"L15217","1","0","57","7","0","6","533","false"
"L15218","2","0","66","30","0","9","2319","false"
"L15219","2","0","13","12","0","7","7","false"
"L15220","1","0","34","12","0","6","5350","false"
"L15479","2","0","35","29","0","9","5350","false"
"L15480","7","0","61","2","0","2","268","false"
"L15481","4","0","67","37","0","10","2319","false"
"L15482","7","0","110","36","0","10","5350","false"
"L15483","4","0","57","6","0","5","5350","false"
"L15484","1","0","7","19","0","8","268","false"
"L15485","3","0","39","16","0","9","268","false"
"L15486","5","0","55","28","0","10","5350","false"
"L15487","5","0","59","43","0","12","5350","false"
"L15767","7","0","76","1","0","1","2319","false"
"L15768","8","0","91","3","0","3","2472","false"
"L15769","4","0","45","1","0","1","2319","false"
"L15770","6","0","90","12","0","6","5350","false"
"L15771","1","0","10","1","0","1","2319","false"
"L15772","1","0","6","1","0","1","2319","false"
"L15773","5","0","33","1","0","1","2319","false"
"L16121","1","0","5","3","0","2","1296","false"
"L16122","1","0","5","17","0","8","1296","false"
"L16123","1","0","21","8","0","5","268","false"
"L16124","18","0","216","62","0","13","5350","false"
"L16125","3","0","22","19","0","8","2319","false"
"L16126","1","0","5","11","0","6","2319","false"
"L16127","4","0","33","12","0","9","412","false"
"L16128","1","0","8","8","0","6","2319","false"
"L16129","2","0","31","19","0","8","1296","false"
"L16130","1","0","10","8","0","4","2319","false"
"L16131","1","0","4","4","0","3","5350","false"
"L16132","1","0","5","4","0","2","1126","false"
"L16633","1","0","11","2","0","2","2472","false"
"L16634","1","0","8","2","0","2","2472","false"
"L16635","1","0","11","2","0","2","2472","false"
"L16636","2","0","21","2","0","2","2472","false"
"L16637","1","0","39","2","0","2","2472","false"
"L16803","7","0","95","10","1","6","412","false"
"L16804","1","0","20","3","0","3","1126","false"
"L16805","10","0","132","8","0","6","412","false"
"L16806","1","0","13","6","0","4","2319","false"
"L17002","1","0","41","11","0","5","5350","false"
"L17003","11","0","99","14","0","6","1296","false"
"L17004","3","0","53","6","0","5","2319","false"
"L17005","1","0","50","2","0","2","2319","false"
"L17006","3","0","55","4","0","3","2319","false"
"L17146","3","0","28","5","0","4","1636","false"
"L17147","1","0","20","1","0","1","268","false"
"L17148","6","0","87","7","0","5","2319","false"
"L17149","32","0","462","150","0","18","5350","false"
"L17150","1","0","25","6","0","4","2319","false"
"L17151","3","0","41","35","0","13","5350","false"
"L17152","5","0","30","4","0","3","1126","false"
"L17153","1","0","40","66","0","14","5350","false"
"L17154","1","0","19","5","0","4","268","false"
"L5543","12","0","138","26","0","10","2472","false"
"L5544","2","0","37","27","0","8","828","false"
"L5545","10","0","121","9","0","5","1296","false"
"L5546","1","0","21","9","0","4","2319","false"
"L5547","1","0","5","3","0","2","1296","false"
"L5548","6","0","39","27","0","8","2319","false"
"L5549","2","0","81","5","0","4","2319","false"
"L5550","1","0","36","6","0","4","2319","false"
"L5551","1","0","42","5","0","4","2319","false"
"L5552","2","0","37","10","0","6","5350","false"
"L5553","2","0","32","6","0","5","268","false"
"L5554","1","0","33","4","0","3","412","false"
"L5555","6","0","41","6","0","5","412","false"
"L5556","6","0","60","7","0","4","2319","false"
"L5557","1","0","17","7","0","4","5350","false"
"L5558","1","0","18","5","0","4","2319","false"
"L5559","2","0","24","5","0","4","2319","false"
"L5560","2","0","115","8","0","5","5350","false"
"L5561","13","0","119","9","0","7","5350","false"
"L5562","14","0","101","14","0","8","1634","false"
"L5563","7","0","150","42","0","16","828","false"
"L5564","13","0","135","15","0","8","828","false"
"L5565","1","0","59","10","0","7","2319","false"
"L5566","10","0","200","5","0","4","2319","false"
"L5567","1","0","17","7","0","4","5350","false"
"L5568","1","0","18","3","0","2","1296","false"
"L5569","2","0","22","5","0","4","2319","false"
"L5570","1","0","79","5","0","4","2319","false"
"L5571","4","0","27","3","0","3","5350","false"
"L5572","16","0","99","10","0","6","5350","false"
"L5573","1","0","39","3","0","2","5350","false"
"L5574","1","0","64","4","0","3","2319","false"
"L5575","1","0","40","3","0","2","5350","false"
"L5576","5","0","52","5","0","4","2319","false"
"L5577","8","0","44","3","0","3","1126","false"
"L5578","1","0","11","6","0","4","1636","false"
"L5579","1","0","14","8","0","6","2319","false"
"L8667","5","0","38","5","0","4","2319","false"
"L8668","9","0","116","65","0","16","2319","false"
"L8669","6","0","38","2","0","2","2472","false"
"L8670","8","0","80","28","0","12","310","false"
"L8671","73","0","1284","129","1","17","310","false"
"L8672","2","0","43","15","0","9","1636","false"
"L8673","28","0","291","29","0","12","533","false"
"L8674","10","0","220","17","0","9","2319","false"
"L8675","8","0","212","14","0","8","5350","false"
"L8676","1","0","10","3","0","2","1296","false"
"L8677","1","0","9","10","0","5","2319","false"
"L8678","1","0","5","3","0","2","1296","false"
"L8679","1","0","22","3","0","2","1296","false"
"L8680","7","0","90","7","0","4","2319","false"
"L8681","143","0","1353","131","0","20","310","false"
"L8682","4","0","74","9","0","5","2319","false"
"L11108","6","0","60","5","0","4","665","false"
"L11109","20","0","148","14","0","7","224","false"
"L11110","2","0","38","2","0","1","268","false"
"L11111","17","0","115","9","0","5","5350","false"
"L11311","2","0","52","16","0","5","2319","false"
"L11341","1","0","11","4","0","3","268","false"
"L11342","1","0","5","5","0","4","2319","false"
"L11343","1","0","21","5","0","4","2319","false"
"L11344","7","0","128","11","0","6","2472","false"
"L11345","2","0","24","6","0","5","236","false"
"L11346","21","0","168","10","0","7","7","false"
"L11347","1","0","17","5","0","4","2319","false"
"L11348","8","0","77","29","0","12","828","false"
"L11349","1","0","17","5","0","4","2319","false"
"L11350","16","0","145","10","1","7","2472","false"
"L11351","1","0","13","5","0","4","2319","false"
"L11352","11","0","67","7","0","4","2319","false"
"L11353","1","0","5","5","0","4","2319","false"
"L11354","1","0","5","5","0","4","2319","false"
"L11355","28","0","201","14","0","7","505","false"
"L11356","2","0","49","15","0","7","268","false"
"L11357","2","0","18","5","0","4","2319","false"
"L11358","4","0","52","5","0","4","2319","false"
"L11911","1","0","4","1","0","1","1126","false"
"L11912","3","0","57","8","0","5","5350","false"
"L11913","1","0","9","3","0","2","2319","false"
"L11914","7","0","65","9","0","5","5350","false"
"L11915","1","0","19","7","0","4","2472","false"
"L11916","4","0","51","3","0","2","2319","false"
"L12203","1","0","15","4","0","4","7","false"
"L12204","2","0","27","4","0","4","7","false"
"L12205","11","0","109","14","0","8","5350","false"
"L12206","1","0","10","14","0","7","2319","false"
"L12207","1","0","13","6","0","4","505","false"
"L14642","3","0","15","6","0","4","2319","false"
"L14643","1","0","13","6","0","4","2319","false"
"L14644","1","0","6","6","0","4","2319","false"
"L14645","5","0","36","14","0","6","5350","false"
"L14646","5","0","57","16","0","7","5350","false"
"L16325","1","0","22","9","0","5","2319","false"
"L16326","2","0","39","6","0","4","2319","false"
"L16327","1","0","18","9","0","5","2319","false"
"L16328","1","0","18","9","0","5","2319","false"
"L16329","1","0","18","9","0","5","2319","false"
"L16330","1","0","20","2","0","2","2319","false"
"L16331","1","0","20","2","0","2","2319","false"
"L16332","1","0","20","2","0","2","2319","false"
"L16333","1","0","20","5","0","4","5350","false"
"L16334","1","0","20","5","0","4","5350","false"
"L16335","1","0","20","2","0","2","2319","false"
"L16336","1","0","27","2","0","2","2319","false"
"L16646","4","0","62","2","0","2","2472","false"
"L16647","7","0","87","2","0","2","2472","false"
"L16648","1","0","16","2","0","2","2472","false"
"L16649","13","0","77","2","0","2","2472","false"
"L17663","1","0","8","3","0","2","1634","false"
"L17664","1","0","8","2","0","1","1634","false"
"L17665","4","0","39","25","0","8","2472","false"
"L17666","1","0","16","3","0","2","1634","false"
"L17667","1","0","6","4","0","3","1296","false"
"L17668","12","0","86","3","0","2","268","false"
"L17669","1","0","16","3","0","2","1634","false"
"L17796","1","0","6","3","0","2","1126","false"
"L17797","13","0","178","14","0","9","2319","false"
"L17798","4","0","85","9","0","6","1296","false"
"L17799","1","0","25","13","0","7","2319","false"
"L107265","1","0","0","2","0","1","3997","false"
"L107266","1","0","0","2","0","1","3997","false"
"L107267","1","0","0","2","0","1","3997","false"
"L107268","1","0","0","2","0","1","3997","false"
"L107269","1","0","0","2","0","1","3997","false"
"L107270","1","0","0","2","0","1","3997","false"
"L107271","1","0","0","2","0","1","3997","false"
"L107272","1","0","0","2","0","1","3997","false"
"L107273","1","0","0","2","0","1","3997","false"
"L107274","1","0","0","2","0","1","3997","false"
"L107275","1","0","0","2","0","1","3997","false"
"L107276","1","0","0","2","0","1","3997","false"
"L107277","1","0","0","2","0","1","3997","false"
"L107278","1","0","0","2","0","1","3997","false"
"L107279","1","0","0","2","0","1","3997","false"
"L107280","1","0","0","2","0","1","3997","false"
"L107281","1","0","0","2","0","1","3997","false"
"L107282","1","0","0","2","0","1","3997","false"
"L107283","1","0","0","2","0","1","3997","false"
"L107284","1","0","0","2","0","1","3997","false"
"L107285","1","0","0","2","0","1","3997","false"
"L107286","1","0","0","2","0","1","3997","false"
"L107287","1","0","0","2","0","1","3997","false"
"L107289","1","0","0","2","0","1","3997","false"
"L107290","1","0","0","2","0","1","3997","false"
"L107292","1","0","0","2","0","1","3997","false"
"L107293","1","0","0","2","0","1","3997","false"
"L107294","1","0","0","2","0","1","3997","false"
"L107296","1","0","0","2","0","1","3997","false"
"L107297","1","0","0","2","0","1","3997","false"
"L107298","1","0","0","2","0","1","3997","false"
"L107299","1","0","0","2","0","1","3997","false"
"L107301","1","0","0","2","0","1","3997","false"
"L107302","1","0","0","2","0","1","3997","false"
"L107303","1","0","0","2","0","1","3997","false"
"L107304","1","0","0","2","0","1","3997","false"
"L107306","1","0","0","2","0","1","3997","false"
"L107307","1","0","0","2","0","1","3997","false"
"L107308","1","0","0","2","0","1","3997","false"
"L6758","11","0","199","13","0","7","1296","false"
"L6759","15","0","346","11","0","6","2319","false"
"L6760","12","0","115","14","0","8","5350","false"
"L6761","1","0","44","3","0","2","1296","false"
"L6762","1","0","49","3","0","2","1296","false"
"L6763","7","0","95","10","0","7","505","false"
"L6764","23","0","374","17","0","6","1636","false"
"L6765","13","0","52","9","0","5","5350","false"
"L6766","7","0","114","11","0","6","1296","false"
"L17832","5","0","105","2","0","1","1634","false"
"L17833","6","0","75","3","0","2","1634","false"
"L18035","1","0","18","2","0","2","2472","false"
"L18036","3","0","68","9","0","6","2472","false"
"L18037","11","0","160","5","0","4","2472","false"
"L18038","2","0","44","5","0","4","2472","false"
"L18039","1","0","31","3","0","2","1126","false"
"L18040","2","0","68","8","0","5","7","false"
"L18041","1","0","32","3","0","2","1126","false"
"L18042","2","0","47","3","0","2","1126","false"
"L18043","3","0","41","8","0","5","505","false"
"L18044","6","0","54","2","0","1","3997","false"
"L2138","2","0","55","9","0","7","2319","false"
"L2139","1","0","18","6","0","5","505","false"
"L2140","2","0","51","9","0","7","2319","false"
"L2141","2","0","65","11","0","8","2319","false"
"L2142","1","0","20","3","0","3","2472","false"
"L2143","1","0","43","6","0","5","2319","false"
"L2144","6","0","90","11","0","7","2472","false"
"L2145","2","0","40","14","0","9","5350","false"
"L2146","2","0","35","6","0","5","310","false"
"L2147","1","0","46","5","0","5","2319","false"
"L2148","1","0","17","10","0","8","533","false"
"L2149","1","0","123","11","0","8","2319","false"
"L2150","11","0","139","24","0","9","5350","false"
"L2151","6","0","208","14","0","7","5350","false"
"L2152","1","0","43","9","0","7","2319","false"
"L2153","3","0","30","1","0","1","2319","false"
"L2154","8","0","55","9","0","4","1126","false"
"L2155","2","0","138","19","0","11","2472","false"
"L2332","12","0","227","32","0","10","505","false"
"L2333","28","0","373","59","0","14","2319","false"
"L2334","18","0","138","41","0","15","1636","false"
"L2335","1","0","26","5","0","3","2319","false"
"L2336","1","0","5","5","0","3","2319","false"
"L5476","7","0","164","16","0","9","310","false"
"L5477","1","0","324","8","0","6","2472","false"
"L5478","1","0","75","9","0","7","2319","false"
"L5479","2","0","521","13","0","7","5350","false"
"L5480","2","0","81","3","0","3","2472","false"
"L5481","1","0","170","3","0","3","2472","false"
"L5482","1","0","28","8","0","6","5350","false"
"L5483","1","0","110","9","0","5","2472","false"
"L5484","1","0","197","16","0","8","533","false"
"L5485","1","0","34","4","0","3","3997","false"
"L5486","1","0","46","3","0","3","2472","false"
"L5487","1","0","67","6","0","6","1636","false"
"L5488","4","0","84","3","0","2","3997","false"
"L5489","3","0","52","3","0","3","2472","false"
"L5490","1","0","137","11","0","8","1636","false"
"L5491","4","0","94","8","0","6","2472","false"
"L5492","1","0","105","6","0","6","1636","false"
"L5493","1","0","138","3","0","3","2472","false"
"L5494","3","0","675","17","1","10","2472","false"
"L5495","2","0","481","7","0","5","2472","false"
"L5496","4","0","82","18","0","6","2319","false"
"L5497","1","0","33","3","0","3","2472","false"
"L5498","4","0","49","7","0","5","505","false"
"L5499","5","0","242","7","0","7","1636","false"
"L5500","3","0","191","4","0","3","3997","false"
"L5501","1","0","11","9","0","5","3997","false"
"L5502","1","0","24","3","0","3","2472","false"
"L5503","1","0","172","11","0","6","2472","false"
"L5504","1","0","100","3","0","3","2472","false"
"L5505","1","0","46","3","0","3","2472","false"
"L5506","38","0","431","76","0","17","2472","false"
"L5507","13","0","167","9","0","4","5350","false"
"L5508","1","0","132","6","0","6","1636","false"
"L5509","2","0","265","6","0","6","1636","false"
"L5510","1","0","122","6","0","6","2319","false"
"L5511","1","0","110","3","0","3","2472","false"
"L5512","1","0","5","3","0","3","2472","false"
"L5513","3","0","177","4","0","4","5350","false"
"L14452","1","0","82","22","0","8","5350","false"
"L14453","3","0","52","7","0","4","5350","false"
"L14454","4","0","64","16","0","9","5350","false"
"L14455","1","0","65","16","0","8","2472","false"
"L14869","2","0","33","14","0","6","5350","false"
"L14870","6","0","149","24","0","10","5350","false"
"L15222","3","0","78","5","0","4","1126","false"
"L15223","1","0","15","2","0","1","828","false"
"L15489","1","0","28","26","0","9","5350","false"
"L15490","1","0","34","26","0","9","5350","false"
"L15491","1","0","34","29","0","9","5350","false"
"L15492","1","0","39","24","0","8","5350","false"
"L15493","1","0","58","36","0","10","5350","false"
"L15775","3","0","112","5","0","5","533","false"
"L15776","1","0","72","2","0","1","2319","false"
"L15777","3","0","121","2","0","2","5350","false"
"L15778","3","0","101","3","0","3","2472","false"
"L16134","1","0","28","5","0","5","533","false"
"L16135","1","0","22","11","0","5","1296","false"
"L16136","1","0","48","24","0","9","533","false"
"L16137","1","0","74","21","0","8","533","false"
"L16138","1","0","48","23","0","9","533","false"
"L16139","3","0","148","37","0","10","2472","false"
"L16140","1","0","22","7","0","4","2319","false"
"L16141","1","0","78","23","0","7","1296","false"
"L16639","1","0","26","2","0","2","2472","false"
"L16808","1","0","57","6","1","4","412","false"
"L16809","1","0","22","10","0","7","412","false"
"L17156","2","0","75","13","0","6","533","false"
"L17157","1","0","21","3","0","3","2472","false"
"L17158","4","0","75","18","0","10","2319","false"
"L17159","2","0","73","19","0","8","310","false"
"L78589","1","0","38","3","0","3","7","false"
"L78590","1","0","14","6","0","6","2472","false"
"L78591","8","0","59","7","0","6","533","false"
"L78592","4","0","57","16","0","11","2472","false"
"L106971","1","0","34","3","0","3","2472","false"
"L106972","5","0","78","10","0","8","2472","false"
"L5581","1","0","82","10","0","5","2472","false"
"L5582","1","0","21","8","0","4","1636","false"
"L5583","1","0","24","10","0","5","1636","false"
"L5584","1","0","19","5","0","5","828","false"
"L5585","1","0","114","6","0","4","1636","false"
"L5586","1","0","171","5","0","3","828","false"
"L5587","4","0","85","2","0","2","1636","false"
"L5588","1","0","88","5","0","3","1636","false"
"L5589","1","0","94","15","0","8","5350","false"
"L5590","4","0","112","4","0","3","5350","false"
"L5591","1","0","28","6","0","5","1636","false"
"L5592","1","0","33","6","0","5","505","false"
"L8684","19","0","901","76","0","15","5350","false"
"L8685","1","0","36","16","0","9","257","false"
"L8686","1","0","57","12","0","8","1","false"
"L8687","2","0","188","41","0","12","5350","false"
"L8688","2","0","152","30","0","10","5350","false"
"L8689","25","0","1607","106","0","18","5350","false"
"L8690","2","0","49","3","0","3","2472","false"
"L8691","3","0","47","3","0","3","505","false"
"L11113","1","0","39","10","0","8","2319","false"
"L11313","1","0","67","14","0","6","5350","false"
"L11360","9","0","341","37","0","12","1636","false"
"L11361","1","0","129","4","0","3","533","false"
"L11362","1","0","29","3","0","3","505","false"
"L11363","1","0","20","3","0","2","1126","false"
"L11918","1","0","31","4","0","3","533","false"
"L11919","1","0","65","9","0","5","5350","false"
"L11920","1","0","49","9","0","5","5350","false"
"L11921","6","0","345","28","0","11","5350","false"
"L11922","4","0","98","10","0","7","310","false"
"L12209","1","0","26","3","0","2","5350","false"
"L12210","1","0","26","3","0","2","5350","false"
"L12211","1","0","21","3","0","3","2472","false"
"L12212","1","0","21","3","0","3","2472","false"
"L12213","1","0","18","3","0","3","2472","false"
"L12214","1","0","20","3","0","3","2472","false"
"L12215","1","0","67","3","0","2","5350","false"
"L12216","3","0","181","16","0","8","2319","false"
"L12217","1","0","87","3","0","2","1126","false"
"L13837","1","0","527","12","0","7","5350","false"
"L13838","1","0","11","3","0","3","2472","false"
"L13839","1","0","11","3","0","3","2472","false"
"L13840","1","0","11","3","0","3","2472","false"
"L13841","1","0","11","3","0","3","2472","false"
"L13842","1","0","11","3","0","3","2472","false"
"L14648","1","0","14","1","0","1","1126","false"
"L14649","1","0","73","3","0","2","1126","false"
"L14650","1","0","76","10","0","4","1126","false"
"L16651","1","0","17","2","0","2","2472","false"
"L16652","1","0","55","2","0","2","2472","false"
"L16653","1","0","45","6","0","5","505","false"
"L16654","1","0","25","2","0","2","2472","false"
"L16655","2","0","73","6","0","5","505","false"
"L17607","7","0","165","16","0","11","533","false"
"L17672","1","0","31","5","0","5","533","false"
"L17801","1","0","42","14","0","9","2319","false"
"L17802","1","0","56","3","0","3","2472","false"
"L17803","1","0","43","3","0","3","2472","false"
"L17804","2","0","81","7","0","6","533","false"
"L17805","1","0","79","3","0","3","2472","false"
"L17806","1","0","36","3","0","3","2472","false"
"L6768","1","0","54","12","0","7","828","false"
"L6769","1","0","70","3","0","2","1126","false"
"L6770","1","0","130","5","0","4","828","false"
"L6771","1","0","49","7","0","5","5350","false"
"L6772","4","0","79","7","0","6","533","false"
"L6773","1","0","116","9","0","7","310","false"
"L6774","1","0","53","3","0","2","5350","false"
"L18046","1","0","24","8","0","6","505","false"
"L17652","2","0","25","2","0","2","2472","false"
"L17653","7","0","92","13","0","6","2319","false"
"L17654","1","0","77","22","0","6","2472","false"
"L17655","1","0","85","14","0","5","2472","false"
"L17656","1","0","61","12","0","5","2319","false"
"L17657","1","0","41","9","0","4","2472","false"
"L17658","1","0","11","7","0","4","2472","false"
"L17659","1","0","14","7","0","4","2472","false"
"L19023","2","0","28","4","0","2","2319","false"
"L19024","2","0","27","4","0","2","2319","false"
"L19025","4","0","39","5","0","2","5350","false"
"L19026","1","0","8","4","0","2","2319","false"
"L19027","1","0","11","4","0","2","5350","false"
"L19028","6","0","31","1","0","1","2319","false"
"L19029","10","0","111","9","0","5","533","false"
"L19030","6","0","29","1","0","1","2319","false"
"L19031","4","0","37","8","0","4","1634","false"
"L19032","5","0","112","29","0","5","2472","false"
"L19033","7","0","80","2","0","2","5350","false"
"L19034","3","0","22","5","0","2","5350","false"
"L19035","1","0","14","4","0","2","5350","false"
"L19036","4","0","86","15","0","5","533","false"
"L19037","4","0","105","20","0","5","533","false"
"L19038","2","0","25","1","0","1","533","false"
"L2330","46","0","676","9","0","6","2472","false"
"L3434","1","0","8","5","0","4","3997","false"
"L3435","1","0","11","5","0","4","3997","false"
"L3436","1","0","6","3","0","2","3997","false"
"L3437","1","0","11","5","0","4","3997","false"
"L3438","1","0","12","5","0","4","3997","false"
"L3439","1","0","6","5","0","4","3997","false"
"L3440","21","0","383","13","0","8","1636","false"
"L3441","1","0","8","5","0","4","3997","false"
"L3442","1","0","9","6","0","5","1636","false"
"L3443","1","0","8","5","0","4","3997","false"
"L3444","2","0","38","10","0","6","5350","false"
"L3445","1","0","6","5","0","4","3997","false"
"L3446","1","0","11","5","0","4","3997","false"
"L3447","6","0","89","7","0","5","2472","false"
"L3448","7","0","67","7","0","5","2472","false"
"L3449","1","0","10","5","0","4","3997","false"
"L3450","1","0","27","5","0","5","41","false"
"L5517","1","0","16","5","0","4","3997","false"
"L5518","1","0","5","5","0","4","3997","false"
"L5519","1","0","7","5","0","4","3997","false"
"L5520","1","0","11","5","0","4","3997","false"
"L5521","1","0","13","7","0","6","1296","false"
"L5522","4","0","116","8","0","6","1634","false"
"L5523","3","0","43","13","0","8","412","false"
"L5524","2","0","49","5","0","4","3997","false"
"L5525","1","0","33","9","0","7","412","false"
"L5526","3","0","47","9","0","5","3997","false"
"L5527","3","0","57","6","0","5","1634","false"
"L5528","1","0","86","13","0","9","828","false"
"L5529","57","0","433","18","0","8","268","false"
"L5530","12","0","140","23","0","13","412","false"
"L5531","11","0","85","13","0","6","268","false"
"L5532","1","0","228","7","0","5","268","false"
"L8664","1","0","14","9","0","5","2319","false"
"L8665","1","0","5","5","0","4","3997","false"
"L5540","1","0","16","8","0","5","268","false"
"L3459","4","0","161","3","0","1","1636","false"
"L3460","1","0","65","2","0","1","1636","false"
"L3461","4","0","182","3","0","1","1636","false"
"L3462","8","0","109","2","0","1","1636","false"
"L3463","4","0","173","2","0","1","1636","false"
"L3464","3","0","327","3","0","1","1636","false"
"L3465","1","0","137","4","0","2","3997","false"
"L3466","2","0","47","2","0","1","1636","false"
"L8701","1","0","16","2","0","2","2472","false"
"L87480","4","0","43","6","0","3","5350","false"
"L87481","7","0","164","10","0","7","5350","false"
"L87482","1","0","9","1","0","1","1296","false"
"L87483","5","0","360","63","0","16","412","false"
"L87450","1","0","4","2","0","1","268","false"
"L87451","1","0","18","6","0","3","2472","false"
"L87452","1","0","28","20","0","8","505","false"
"L87470","31","0","277","11","0","9","533","false"
"L87471","1","0","4","3","0","2","1634","false"
"L87472","4","0","55","9","0","6","1296","false"
"L87473","1","0","8","7","0","3","2472","false"
"L87474","4","0","57","6","0","4","412","false"
"L87475","4","0","64","4","0","3","412","false"
"L87476","2","0","45","21","0","10","1296","false"
"L87618","1","0","21","2","0","2","1296","false"
"L20177","1","0","35","41","0","15","257","false"
