"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","Number of bugs"
"L132","XaResourceInfo.java","advanced/management/src/main/java/org/neo4j/management/XaResourceInfo.java","L114","1","0","35","10","0","7","1404","0"
"L339","AdvancedManagementSupport.java","advanced/management/src/main/java/org/neo4j/management/impl/AdvancedManagementSupport.java","L338","3","0","31","9","0","6","1404","0"
"L340","BeanProxy.java","advanced/management/src/main/java/org/neo4j/management/impl/BeanProxy.java","L338","8","0","130","9","0","6","1404","0"
"L341","CacheBean.java","advanced/management/src/main/java/org/neo4j/management/impl/CacheBean.java","L338","2","0","70","18","0","9","1404","0"
"L342","DiagnosticsBean.java","advanced/management/src/main/java/org/neo4j/management/impl/DiagnosticsBean.java","L338","2","0","71","13","0","9","310","0"
"L343","HotspotManagementSupport.java","advanced/management/src/main/java/org/neo4j/management/impl/HotspotManagementSupport.java","L338","37","0","246","15","0","10","257","0"
"L344","KernelProxy.java","advanced/management/src/main/java/org/neo4j/management/impl/KernelProxy.java","L338","18","0","183","11","0","6","1404","0"
"L345","LockManagerBean.java","advanced/management/src/main/java/org/neo4j/management/impl/LockManagerBean.java","L338","1","0","55","18","0","11","257","0"
"L346","MemoryMappingBean.java","advanced/management/src/main/java/org/neo4j/management/impl/MemoryMappingBean.java","L338","2","0","65","13","0","7","1404","0"
"L347","StoreFileBean.java","advanced/management/src/main/java/org/neo4j/management/impl/StoreFileBean.java","L338","15","0","150","14","0","7","1404","0"
"L348","TransactionManagerBean.java","advanced/management/src/main/java/org/neo4j/management/impl/TransactionManagerBean.java","L338","2","0","67","14","0","9","1404","0"
"L349","XaManagerBean.java","advanced/management/src/main/java/org/neo4j/management/impl/XaManagerBean.java","L338","5","0","76","14","0","8","1404","0"
"L867","DataBrowser.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/DataBrowser.java","L866","4","0","55","6","0","4","1404","0"
"L868","HaWidget.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/HaWidget.java","L866","1","0","20","8","0","6","1404","0"
"L869","KernelWidget.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/KernelWidget.java","L866","1","0","19","8","0","6","1404","0"
"L870","ManagementAccess.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/ManagementAccess.java","L866","4","0","42","7","0","6","1404","0"
"L871","Neo4jPlugin.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/Neo4jPlugin.java","L866","12","0","107","9","0","6","1404","0"
"L872","UpdateEvent.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/UpdateEvent.java","L866","1","0","5","6","0","4","1404","0"
"L873","Widget.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/Widget.java","L866","2","0","24","6","0","4","1404","0"
"L138","ManagementBeansTest.java","advanced/management/src/test/java/org/neo4j/management/ManagementBeansTest.java","L137","3","0","119","13","0","8","828","0"
"L139","TestCacheBeans.java","advanced/management/src/test/java/org/neo4j/management/TestCacheBeans.java","L137","4","0","106","15","0","9","257","0"
"L140","TestLockManagerBean.java","advanced/management/src/test/java/org/neo4j/management/TestLockManagerBean.java","L137","10","0","239","20","0","10","257","0"
"L141","TestXaManagerBeans.java","advanced/management/src/test/java/org/neo4j/management/TestXaManagerBeans.java","L137","5","0","68","14","0","7","828","0"
"L351","CodeDuplicationValidationTest.java","advanced/management/src/test/java/org/neo4j/management/impl/CodeDuplicationValidationTest.java","L350","1","0","72","9","0","6","1404","0"
"L2165","AdvancedBootstrapper.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/AdvancedBootstrapper.java","L2164","1","0","11","6","0","5","1404","0"
"L2166","AdvancedNeoServer.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/AdvancedNeoServer.java","L2164","1","0","25","8","0","5","1404","0"
"L2227","ServerManagement.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/jmx/ServerManagement.java","L2226","2","0","34","8","0","6","1404","0"
"L2228","ServerManagementMBean.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/jmx/ServerManagementMBean.java","L2226","1","0","4","6","0","4","1404","0"
"L2260","JMXManagementModule.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/modules/JMXManagementModule.java","L2259","4","0","53","12","0","9","257","0"
"L2173","AdvancedBootstrapperTest.java","advanced/server-advanced/src/test/java/org/neo4j/server/advanced/AdvancedBootstrapperTest.java","L2172","1","0","15","9","0","7","505","0"
"L2174","BootstrapperTest.java","advanced/server-advanced/src/test/java/org/neo4j/server/advanced/BootstrapperTest.java","L2172","1","0","38","16","0","11","2319","0"
"L2121","AbstractNeoServer.java","community/server/src/main/java/org/neo4j/server/AbstractNeoServer.java","L2120","32","0","460","59","1","15","533","0"
"L2122","Bootstrapper.java","community/server/src/main/java/org/neo4j/server/Bootstrapper.java","L2120","10","0","142","41","0","10","5350","0"
"L2123","CommunityBootstrapper.java","community/server/src/main/java/org/neo4j/server/CommunityBootstrapper.java","L2120","1","0","8","2","0","2","505","0"
"L2124","CommunityNeoServer.java","community/server/src/main/java/org/neo4j/server/CommunityNeoServer.java","L2120","1","0","77","16","0","8","2319","0"
"L2125","InterruptThreadTimer.java","community/server/src/main/java/org/neo4j/server/InterruptThreadTimer.java","L2120","4","0","122","9","0","3","5350","0"
"L2126","JAXRSHelper.java","community/server/src/main/java/org/neo4j/server/JAXRSHelper.java","L2120","5","0","40","12","0","7","5350","0"
"L2127","NeoServer.java","community/server/src/main/java/org/neo4j/server/NeoServer.java","L2120","1","0","19","31","0","9","2319","0"
"L2128","NeoServerProvider.java","community/server/src/main/java/org/neo4j/server/NeoServerProvider.java","L2120","1","0","19","10","0","5","2319","0"
"L2129","RoundRobinJobScheduler.java","community/server/src/main/java/org/neo4j/server/RoundRobinJobScheduler.java","L2120","2","0","21","20","0","8","1296","0"
"L2130","ServerStartupException.java","community/server/src/main/java/org/neo4j/server/ServerStartupException.java","L2120","1","0","16","11","0","6","5350","0"
"L2131","WrappingNeoServer.java","community/server/src/main/java/org/neo4j/server/WrappingNeoServer.java","L2120","1","0","29","4","0","3","2319","0"
"L2132","WrappingNeoServerBootstrapper.java","community/server/src/main/java/org/neo4j/server/WrappingNeoServerBootstrapper.java","L2120","1","0","28","30","0","10","3997","0"
"L3468","BooleanTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/BooleanTypeCaster.java","L3467","2","0","28","13","0","7","5350","0"
"L3469","ByteTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/ByteTypeCaster.java","L3467","2","0","28","13","0","7","5350","0"
"L3470","CharacterTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/CharacterTypeCaster.java","L3467","2","0","28","13","0","7","5350","0"
"L3471","DataExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/DataExtractor.java","L3467","1","0","11","13","0","7","5350","0"
"L3472","DoubleTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/DoubleTypeCaster.java","L3467","2","0","28","13","0","7","5350","0"
"L3473","FloatTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/FloatTypeCaster.java","L3467","2","0","28","13","0","7","5350","0"
"L3474","IntegerTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/IntegerTypeCaster.java","L3467","2","0","28","13","0","7","5350","0"
"L3475","ListParameterExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/ListParameterExtractor.java","L3467","4","0","28","13","0","7","5350","0"
"L3476","LongTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/LongTypeCaster.java","L3467","2","0","28","13","0","7","5350","0"
"L3477","MapTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/MapTypeCaster.java","L3467","1","0","18","5","0","3","5350","0"
"L3478","NodeTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/NodeTypeCaster.java","L3467","1","0","16","12","0","6","5350","0"
"L3479","ParameterExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/ParameterExtractor.java","L3467","4","0","31","12","0","6","5350","0"
"L3480","PluginInvocator.java","community/server/src/main/java/org/neo4j/server/plugins/PluginInvocator.java","L3467","1","0","16","10","0","6","5350","0"
"L3481","PluginInvocatorProvider.java","community/server/src/main/java/org/neo4j/server/plugins/PluginInvocatorProvider.java","L3467","1","0","20","4","0","3","268","0"
"L3482","PluginManager.java","community/server/src/main/java/org/neo4j/server/plugins/PluginManager.java","L3467","21","0","162","42","0","12","5350","0"
"L3483","PluginMethod.java","community/server/src/main/java/org/neo4j/server/plugins/PluginMethod.java","L3467","10","0","69","22","0","9","2472","0"
"L3484","PluginPointFactoryImpl.java","community/server/src/main/java/org/neo4j/server/plugins/PluginPointFactoryImpl.java","L3467","29","0","207","17","0","7","1636","0"
"L3485","RelationshipTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/RelationshipTypeCaster.java","L3467","1","0","16","12","0","6","5350","0"
"L3486","RelationshipTypeTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/RelationshipTypeTypeCaster.java","L3467","4","0","27","12","0","6","5350","0"
"L3487","ResultConverter.java","community/server/src/main/java/org/neo4j/server/plugins/ResultConverter.java","L3467","27","0","221","7","0","4","2319","0"
"L3488","ShortTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/ShortTypeCaster.java","L3467","2","0","28","12","0","6","5350","0"
"L3489","SourceExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/SourceExtractor.java","L3467","1","0","13","10","0","5","5350","0"
"L3490","SPIPluginLifecycle.java","community/server/src/main/java/org/neo4j/server/plugins/SPIPluginLifecycle.java","L3467","1","0","8","9","0","6","2319","0"
"L3491","StringTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/StringTypeCaster.java","L3467","1","0","16","12","0","6","5350","0"
"L3492","TypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/TypeCaster.java","L3467","1","0","14","12","0","6","5350","0"
"L3493","UriTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/UriTypeCaster.java","L3467","1","0","16","12","0","6","5350","0"
"L3494","URLTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/URLTypeCaster.java","L3467","4","0","40","15","0","6","5350","0"
"L14444","ConfigurationProvider.java","community/server/src/main/java/org/neo4j/server/configuration/ConfigurationProvider.java","L14443","1","0","20","7","0","5","268","0"
"L14445","Configurator.java","community/server/src/main/java/org/neo4j/server/configuration/Configurator.java","L14443","5","0","128","84","0","16","828","0"
"L14446","InvalidServerConfigurationException.java","community/server/src/main/java/org/neo4j/server/configuration/InvalidServerConfigurationException.java","L14443","1","0","9","6","0","4","2319","0"
"L14447","MapBasedConfiguration.java","community/server/src/main/java/org/neo4j/server/configuration/MapBasedConfiguration.java","L14443","1","0","35","6","0","2","2319","0"
"L14448","PropertyFileConfigurator.java","community/server/src/main/java/org/neo4j/server/configuration/PropertyFileConfigurator.java","L14443","19","0","187","43","0","13","828","0"
"L14449","ServerConfigurator.java","community/server/src/main/java/org/neo4j/server/configuration/ServerConfigurator.java","L14443","1","0","31","19","0","10","828","0"
"L14450","ThirdPartyJaxRsPackage.java","community/server/src/main/java/org/neo4j/server/configuration/ThirdPartyJaxRsPackage.java","L14443","1","0","19","6","0","4","2319","0"
"L14858","CommunityDatabase.java","community/server/src/main/java/org/neo4j/server/database/CommunityDatabase.java","L14857","6","0","82","15","0","8","2319","0"
"L14859","CypherExecutor.java","community/server/src/main/java/org/neo4j/server/database/CypherExecutor.java","L14857","1","0","39","2","0","2","360","0"
"L14860","CypherExecutorProvider.java","community/server/src/main/java/org/neo4j/server/database/CypherExecutorProvider.java","L14857","1","0","18","1","0","1","268","0"
"L14861","Database.java","community/server/src/main/java/org/neo4j/server/database/Database.java","L14857","7","0","151","76","0","13","2319","0"
"L14862","DatabaseProvider.java","community/server/src/main/java/org/neo4j/server/database/DatabaseProvider.java","L14857","1","0","18","9","0","5","268","0"
"L14863","GraphDatabaseFactory.java","community/server/src/main/java/org/neo4j/server/database/GraphDatabaseFactory.java","L14857","1","0","7","12","0","7","5350","0"
"L14864","GraphDatabaseServiceProvider.java","community/server/src/main/java/org/neo4j/server/database/GraphDatabaseServiceProvider.java","L14857","1","0","19","11","0","7","268","0"
"L14865","InjectableProvider.java","community/server/src/main/java/org/neo4j/server/database/InjectableProvider.java","L14857","2","0","31","2","0","2","2319","0"
"L14866","WrappedDatabase.java","community/server/src/main/java/org/neo4j/server/database/WrappedDatabase.java","L14857","1","0","29","7","0","4","2319","0"
"L14867","WrappingDatabase.java","community/server/src/main/java/org/neo4j/server/database/WrappingDatabase.java","L14857","1","0","23","7","0","4","2319","0"
"L15089","GuardingRequestFilter.java","community/server/src/main/java/org/neo4j/server/guard/GuardingRequestFilter.java","L15088","9","0","71","21","0","11","828","0"
"L15216","JettyLoggerAdapter.java","community/server/src/main/java/org/neo4j/server/logging/JettyLoggerAdapter.java","L15215","8","0","109","10","0","5","2319","0"
"L15217","JulAdapter.java","community/server/src/main/java/org/neo4j/server/logging/JulAdapter.java","L15215","1","0","57","7","0","6","533","0"
"L15218","Logger.java","community/server/src/main/java/org/neo4j/server/logging/Logger.java","L15215","2","0","66","30","0","9","2319","0"
"L15219","NeoLogFilter.java","community/server/src/main/java/org/neo4j/server/logging/NeoLogFilter.java","L15215","2","0","13","12","0","7","7","0"
"L15220","SimpleConsoleFormatter.java","community/server/src/main/java/org/neo4j/server/logging/SimpleConsoleFormatter.java","L15215","1","0","34","12","0","6","5350","0"
"L15479","DiscoveryModule.java","community/server/src/main/java/org/neo4j/server/modules/DiscoveryModule.java","L15478","2","0","35","29","0","9","5350","0"
"L15480","ExtensionInitializer.java","community/server/src/main/java/org/neo4j/server/modules/ExtensionInitializer.java","L15478","7","0","61","2","0","2","268","0"
"L15481","ManagementApiModule.java","community/server/src/main/java/org/neo4j/server/modules/ManagementApiModule.java","L15478","4","0","67","37","0","10","2319","0"
"L15482","RESTApiModule.java","community/server/src/main/java/org/neo4j/server/modules/RESTApiModule.java","L15478","7","0","110","36","0","10","5350","0"
"L15483","SecurityRulesModule.java","community/server/src/main/java/org/neo4j/server/modules/SecurityRulesModule.java","L15478","4","0","57","6","0","5","5350","0"
"L15484","ServerModule.java","community/server/src/main/java/org/neo4j/server/modules/ServerModule.java","L15478","1","0","7","19","0","8","268","0"
"L15485","StatisticModule.java","community/server/src/main/java/org/neo4j/server/modules/StatisticModule.java","L15478","3","0","39","16","0","9","268","0"
"L15486","ThirdPartyJAXRSModule.java","community/server/src/main/java/org/neo4j/server/modules/ThirdPartyJAXRSModule.java","L15478","5","0","55","28","0","10","5350","0"
"L15487","WebAdminModule.java","community/server/src/main/java/org/neo4j/server/modules/WebAdminModule.java","L15478","5","0","59","43","0","12","5350","0"
"L15767","EnsureNeo4jPropertiesExist.java","community/server/src/main/java/org/neo4j/server/preflight/EnsureNeo4jPropertiesExist.java","L15766","7","0","76","1","0","1","2319","0"
"L15768","EnsurePreparedForHttpLogging.java","community/server/src/main/java/org/neo4j/server/preflight/EnsurePreparedForHttpLogging.java","L15766","8","0","91","3","0","3","2472","0"
"L15769","PerformRecoveryIfNecessary.java","community/server/src/main/java/org/neo4j/server/preflight/PerformRecoveryIfNecessary.java","L15766","4","0","45","1","0","1","2319","0"
"L15770","PerformUpgradeIfNecessary.java","community/server/src/main/java/org/neo4j/server/preflight/PerformUpgradeIfNecessary.java","L15766","6","0","90","12","0","6","5350","0"
"L15771","PreflightFailedException.java","community/server/src/main/java/org/neo4j/server/preflight/PreflightFailedException.java","L15766","1","0","10","1","0","1","2319","0"
"L15772","PreflightTask.java","community/server/src/main/java/org/neo4j/server/preflight/PreflightTask.java","L15766","1","0","6","1","0","1","2319","0"
"L15773","PreFlightTasks.java","community/server/src/main/java/org/neo4j/server/preflight/PreFlightTasks.java","L15766","5","0","33","1","0","1","2319","0"
"L16121","Job.java","community/server/src/main/java/org/neo4j/server/rrd/Job.java","L16120","1","0","5","3","0","2","1296","0"
"L16122","JobScheduler.java","community/server/src/main/java/org/neo4j/server/rrd/JobScheduler.java","L16120","1","0","5","17","0","8","1296","0"
"L16123","RrdDbProvider.java","community/server/src/main/java/org/neo4j/server/rrd/RrdDbProvider.java","L16120","1","0","21","8","0","5","268","0"
"L16124","RrdFactory.java","community/server/src/main/java/org/neo4j/server/rrd/RrdFactory.java","L16120","18","0","216","62","0","13","5350","0"
"L16125","RrdJob.java","community/server/src/main/java/org/neo4j/server/rrd/RrdJob.java","L16120","3","0","22","19","0","8","2319","0"
"L16126","RrdSampler.java","community/server/src/main/java/org/neo4j/server/rrd/RrdSampler.java","L16120","1","0","5","11","0","6","2319","0"
"L16127","RrdSamplerImpl.java","community/server/src/main/java/org/neo4j/server/rrd/RrdSamplerImpl.java","L16120","4","0","33","12","0","9","412","0"
"L16128","Sampleable.java","community/server/src/main/java/org/neo4j/server/rrd/Sampleable.java","L16120","1","0","8","8","0","6","2319","0"
"L16129","ScheduledJob.java","community/server/src/main/java/org/neo4j/server/rrd/ScheduledJob.java","L16120","2","0","31","19","0","8","1296","0"
"L16130","SystemBackedTimeSource.java","community/server/src/main/java/org/neo4j/server/rrd/SystemBackedTimeSource.java","L16120","1","0","10","8","0","4","2319","0"
"L16131","TimeSource.java","community/server/src/main/java/org/neo4j/server/rrd/TimeSource.java","L16120","1","0","4","4","0","3","5350","0"
"L16132","UnableToSampleException.java","community/server/src/main/java/org/neo4j/server/rrd/UnableToSampleException.java","L16120","1","0","5","4","0","2","1126","0"
"L16633","GroovyScriptExecutor.java","community/server/src/main/java/org/neo4j/server/scripting/GroovyScriptExecutor.java","L16632","1","0","11","2","0","2","2472","0"
"L16634","NoSuchScriptLanguageException.java","community/server/src/main/java/org/neo4j/server/scripting/NoSuchScriptLanguageException.java","L16632","1","0","8","2","0","2","2472","0"
"L16635","ScriptExecutor.java","community/server/src/main/java/org/neo4j/server/scripting/ScriptExecutor.java","L16632","1","0","11","2","0","2","2472","0"
"L16636","ScriptExecutorFactoryRepository.java","community/server/src/main/java/org/neo4j/server/scripting/ScriptExecutorFactoryRepository.java","L16632","2","0","21","2","0","2","2472","0"
"L16637","UserScriptClassWhiteList.java","community/server/src/main/java/org/neo4j/server/scripting/UserScriptClassWhiteList.java","L16632","1","0","39","2","0","2","2472","0"
"L16803","KeyStoreFactory.java","community/server/src/main/java/org/neo4j/server/security/KeyStoreFactory.java","L16802","7","0","95","10","1","6","412","0"
"L16804","KeyStoreInformation.java","community/server/src/main/java/org/neo4j/server/security/KeyStoreInformation.java","L16802","1","0","20","3","0","3","1126","0"
"L16805","SslCertificateFactory.java","community/server/src/main/java/org/neo4j/server/security/SslCertificateFactory.java","L16802","10","0","132","8","0","6","412","0"
"L16806","SslSocketConnectorFactory.java","community/server/src/main/java/org/neo4j/server/security/SslSocketConnectorFactory.java","L16802","1","0","13","6","0","4","2319","0"
"L17002","StatisticCollector.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticCollector.java","L17001","1","0","41","11","0","5","5350","0"
"L17003","StatisticData.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticData.java","L17001","11","0","99","14","0","6","1296","0"
"L17004","StatisticFilter.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticFilter.java","L17001","3","0","53","6","0","5","2319","0"
"L17005","StatisticRecord.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticRecord.java","L17001","1","0","50","2","0","2","2319","0"
"L17006","StatisticStartupListener.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticStartupListener.java","L17001","3","0","55","4","0","3","2319","0"
"L17146","HttpHeaderUtils.java","community/server/src/main/java/org/neo4j/server/web/HttpHeaderUtils.java","L17145","3","0","28","5","0","4","1636","0"
"L17147","InjectableWrapper.java","community/server/src/main/java/org/neo4j/server/web/InjectableWrapper.java","L17145","1","0","20","1","0","1","268","0"
"L17148","JaxRsServletHolderFactory.java","community/server/src/main/java/org/neo4j/server/web/JaxRsServletHolderFactory.java","L17145","6","0","87","7","0","5","2319","0"
"L17149","Jetty6WebServer.java","community/server/src/main/java/org/neo4j/server/web/Jetty6WebServer.java","L17145","32","0","462","150","0","18","5350","0"
"L17150","JettyLifeCycleListenerAdapter.java","community/server/src/main/java/org/neo4j/server/web/JettyLifeCycleListenerAdapter.java","L17145","1","0","25","6","0","4","2319","0"
"L17151","NeoServletContainer.java","community/server/src/main/java/org/neo4j/server/web/NeoServletContainer.java","L17145","3","0","41","35","0","13","5350","0"
"L17152","SimpleUriBuilder.java","community/server/src/main/java/org/neo4j/server/web/SimpleUriBuilder.java","L17145","5","0","30","4","0","3","1126","0"
"L17153","WebServer.java","community/server/src/main/java/org/neo4j/server/web/WebServer.java","L17145","1","0","40","66","0","14","5350","0"
"L17154","WebServerProvider.java","community/server/src/main/java/org/neo4j/server/web/WebServerProvider.java","L17145","1","0","19","5","0","4","268","0"
"L5543","CypherResultRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/CypherResultRepresentation.java","L5542","12","0","138","26","0","10","2472","0"
"L5544","DatabaseRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/DatabaseRepresentation.java","L5542","2","0","37","27","0","8","828","0"
"L5545","DefaultFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/DefaultFormat.java","L5542","10","0","121","9","0","5","1296","0"
"L5546","DiscoveryRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/DiscoveryRepresentation.java","L5542","1","0","21","9","0","4","2319","0"
"L5547","EntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/EntityRepresentation.java","L5542","1","0","5","3","0","2","1296","0"
"L5548","ExceptionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ExceptionRepresentation.java","L5542","6","0","39","27","0","8","2319","0"
"L5549","ExtensionPointRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ExtensionPointRepresentation.java","L5542","2","0","81","5","0","4","2319","0"
"L5550","FullPathRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/FullPathRepresentation.java","L5542","1","0","36","6","0","4","2319","0"
"L5551","IndexedEntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/IndexedEntityRepresentation.java","L5542","1","0","42","5","0","4","2319","0"
"L5552","IndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/IndexRepresentation.java","L5542","2","0","37","10","0","6","5350","0"
"L5553","InputFormatProvider.java","community/server/src/main/java/org/neo4j/server/rest/repr/InputFormatProvider.java","L5542","2","0","32","6","0","5","268","0"
"L5554","ListEntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ListEntityRepresentation.java","L5542","1","0","33","4","0","3","412","0"
"L5555","MapRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/MapRepresentation.java","L5542","6","0","41","6","0","5","412","0"
"L5556","MediaTypeNotSupportedException.java","community/server/src/main/java/org/neo4j/server/rest/repr/MediaTypeNotSupportedException.java","L5542","6","0","60","7","0","4","2319","0"
"L5557","NodeAutoIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeAutoIndexRepresentation.java","L5542","1","0","17","7","0","4","5350","0"
"L5558","NodeIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeIndexRepresentation.java","L5542","1","0","18","5","0","4","2319","0"
"L5559","NodeIndexRootRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeIndexRootRepresentation.java","L5542","2","0","24","5","0","4","2319","0"
"L5560","NodeRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeRepresentation.java","L5542","2","0","115","8","0","5","5350","0"
"L5561","ObjectRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ObjectRepresentation.java","L5542","13","0","119","9","0","7","5350","0"
"L5562","ObjectToRepresentationConverter.java","community/server/src/main/java/org/neo4j/server/rest/repr/ObjectToRepresentationConverter.java","L5542","14","0","101","14","0","8","1634","0"
"L5563","OutputFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/OutputFormat.java","L5542","7","0","150","42","0","16","828","0"
"L5564","OutputFormatProvider.java","community/server/src/main/java/org/neo4j/server/rest/repr/OutputFormatProvider.java","L5542","13","0","135","15","0","8","828","0"
"L5565","PathRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/PathRepresentation.java","L5542","1","0","59","10","0","7","2319","0"
"L5566","PropertiesRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/PropertiesRepresentation.java","L5542","10","0","200","5","0","4","2319","0"
"L5567","RelationshipAutoIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipAutoIndexRepresentation.java","L5542","1","0","17","7","0","4","5350","0"
"L5568","RelationshipIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipIndexRepresentation.java","L5542","1","0","18","3","0","2","1296","0"
"L5569","RelationshipIndexRootRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipIndexRootRepresentation.java","L5542","2","0","22","5","0","4","2319","0"
"L5570","RelationshipRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipRepresentation.java","L5542","1","0","79","5","0","4","2319","0"
"L5571","RepresentationExceptionHandlingIterable.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationExceptionHandlingIterable.java","L5542","4","0","27","3","0","3","5350","0"
