"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of bugs"
"L1225","UsingFreqLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/UsingFreqLimitedMemoryCache.java","L1218","8","0","79","1","932","9","0","0"
"L1226","WeakMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/WeakMemoryCache.java","L1218","1","0","11","1","932","8","0","0"
"L1627","BlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/BlockingDeque.java","L1626","1","0","42","1","932","1","0","0"
"L1628","Deque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/Deque.java","L1626","1","0","36","1","932","1","0","0"
"L1629","LIFOLinkedBlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/LIFOLinkedBlockingDeque.java","L1626","1","0","13","1","932","2","0","0"
"L1630","LinkedBlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/LinkedBlockingDeque.java","L1626","74","0","632","1","932","1","0","0"
"L311","DiskLruCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/DiskLruCache.java","L310","104","0","656","1","932","9","0","0"
"L312","LruDiskCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/LruDiskCache.java","L310","21","0","167","1","932","1","0","0"
"L313","StrictLineReader.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/StrictLineReader.java","L310","20","0","93","1","932","7","0","0"
"L314","Util.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/Util.java","L310","9","0","50","1","932","7","0","0"
"L1586","ImageSizeTest.java","library/test/com/nostra13/universalimageloader/core/assist/ImageSizeTest.java","L1585","1","0","140","2","932","11","1","0"
"L3420","BaseImageDownloaderTest.java","library/test/com/nostra13/universalimageloader/core/download/BaseImageDownloaderTest.java","L3419","1","0","58","2","932","4","0","0"
"L5065","Constants.java","sample/src/com/nostra13/universalimageloader/sample/Constants.java","L5064","1","0","149","1","932","4","0","0"
"L5066","UILApplication.java","sample/src/com/nostra13/universalimageloader/sample/UILApplication.java","L5064","3","0","33","1","932","2","0","0"
"L5069","ComplexImageActivity.java","sample/src/com/nostra13/universalimageloader/sample/activity/ComplexImageActivity.java","L5068","6","0","62","1","932","1","0","0"
"L5070","HomeActivity.java","sample/src/com/nostra13/universalimageloader/sample/activity/HomeActivity.java","L5068","6","0","102","1","932","1","0","0"
"L5071","SimpleImageActivity.java","sample/src/com/nostra13/universalimageloader/sample/activity/SimpleImageActivity.java","L5068","9","0","58","1","932","1","0","0"
"L5279","BrokenJpegImageDecoder.java","sample/src/com/nostra13/universalimageloader/sample/ext/BrokenJpegImageDecoder.java","L5278","4","0","39","1","932","1","0","0"
"L5280","HttpClientImageDownloader.java","sample/src/com/nostra13/universalimageloader/sample/ext/HttpClientImageDownloader.java","L5278","1","0","25","1","932","1","0","0"
"L5281","OkHttpImageDownloader.java","sample/src/com/nostra13/universalimageloader/sample/ext/OkHttpImageDownloader.java","L5278","1","0","19","1","932","1","0","0"
"L5282","OldRoundedBitmapDisplayer.java","sample/src/com/nostra13/universalimageloader/sample/ext/OldRoundedBitmapDisplayer.java","L5278","18","0","144","1","932","1","0","0"
"L5381","AbsListViewBaseFragment.java","sample/src/com/nostra13/universalimageloader/sample/fragment/AbsListViewBaseFragment.java","L5380","3","0","57","1","932","1","0","0"
"L5382","BaseFragment.java","sample/src/com/nostra13/universalimageloader/sample/fragment/BaseFragment.java","L5380","3","0","31","1","932","1","0","0"
"L5383","ImageGalleryFragment.java","sample/src/com/nostra13/universalimageloader/sample/fragment/ImageGalleryFragment.java","L5380","2","0","79","1","932","2","0","0"
"L5384","ImageGridFragment.java","sample/src/com/nostra13/universalimageloader/sample/fragment/ImageGridFragment.java","L5380","2","0","106","1","932","2","0","0"
"L5385","ImageListFragment.java","sample/src/com/nostra13/universalimageloader/sample/fragment/ImageListFragment.java","L5380","4","0","109","1","932","2","0","0"
"L5386","ImagePagerFragment.java","sample/src/com/nostra13/universalimageloader/sample/fragment/ImagePagerFragment.java","L5380","6","0","111","1","932","2","0","0"
"L5823","UILWidgetProvider.java","sample/src/com/nostra13/universalimageloader/sample/widget/UILWidgetProvider.java","L5822","2","0","49","1","932","1","0","0"
