"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of committers","Number of previous modifications","Number of developer commits","Number of bugs"
"L12260","BerkeleyOperationCountingTest.java","titan-berkeleyje/src/test/java/com/thinkaurelius/titan/graphdb/berkeleyje/BerkeleyOperationCountingTest.java","L12255","1","0","11","0","3","3","53","0"
"L12261","BerkeleyPartitionGraphTest.java","titan-berkeleyje/src/test/java/com/thinkaurelius/titan/graphdb/berkeleyje/BerkeleyPartitionGraphTest.java","L12255","1","0","13","0","3","4","53","0"
"L195","BerkeleyJEKeyValueStore.java","titan-berkeleyje/src/main/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyJEKeyValueStore.java","L194","21","0","192","0","4","35","142","0"
"L196","BerkeleyJEStoreManager.java","titan-berkeleyje/src/main/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyJEStoreManager.java","L194","23","0","223","0","5","60","142","0"
"L197","BerkeleyJETx.java","titan-berkeleyje/src/main/java/com/thinkaurelius/titan/diskstorage/berkeleyje/BerkeleyJETx.java","L194","9","0","81","0","4","27","142","0"
"L122","CassandraStorageSetup.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/CassandraStorageSetup.java","L121","8","0","134","1","4","65","1615","0"
"L12043","AbstractCassandraBlueprintsTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/blueprints/AbstractCassandraBlueprintsTest.java","L12042","1","0","18","0","4","11","142","0"
"L12044","EmbeddedBlueprintsTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/blueprints/EmbeddedBlueprintsTest.java","L12042","1","0","23","0","4","6","142","0"
"L12045","ThriftBlueprintsTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/blueprints/ThriftBlueprintsTest.java","L12042","1","0","27","0","4","13","142","0"
"L12236","CassandraGraphTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/CassandraGraphTest.java","L12235","1","0","76","0","4","7","1615","0"
"L26079","CassandraSSLTests.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/testcategory/CassandraSSLTests.java","L26078","1","0","2","0","2","3","1077","0"
"L26080","StandaloneTests.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/testcategory/StandaloneTests.java","L26078","1","0","2","0","1","2","1615","0"
"L807","AbstractCassandraStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/AbstractCassandraStoreTest.java","L806","3","0","102","0","4","16","142","0"
"L808","CassandraTransactionTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/CassandraTransactionTest.java","L806","3","0","59","0","2","2","1077","0"
"L809","UUIDTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/UUIDTest.java","L806","1","0","25","0","1","2","1615","0"
"L12311","AstyanaxGraphConcurrentTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/astyanax/AstyanaxGraphConcurrentTest.java","L12310","1","0","18","0","4","6","142","0"
"L12312","AstyanaxGraphPerformanceMemoryTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/astyanax/AstyanaxGraphPerformanceMemoryTest.java","L12310","1","0","15","0","4","6","142","0"
"L12313","AstyanaxGraphTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/astyanax/AstyanaxGraphTest.java","L12310","1","0","10","0","3","10","1077","0"
"L12314","AstyanaxPartitionGraphTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/astyanax/AstyanaxPartitionGraphTest.java","L12310","1","0","16","0","4","6","142","0"
"L12343","EmbeddedEventualGraphTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/embedded/EmbeddedEventualGraphTest.java","L12342","1","0","15","0","4","6","142","0"
"L12344","EmbeddedGraphConcurrentTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/embedded/EmbeddedGraphConcurrentTest.java","L12342","1","0","18","0","4","6","142","0"
"L12345","EmbeddedGraphMemoryPerformanceTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/embedded/EmbeddedGraphMemoryPerformanceTest.java","L12342","1","0","15","0","4","6","142","0"
"L12346","EmbeddedGraphTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/embedded/EmbeddedGraphTest.java","L12342","1","0","10","0","3","10","1077","0"
"L12347","EmbeddedPartitionGraphTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/embedded/EmbeddedPartitionGraphTest.java","L12342","1","0","16","0","4","6","142","0"
"L12372","ThriftEventualGraphTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftEventualGraphTest.java","L12371","1","0","17","0","4","6","142","0"
"L12373","ThriftGraphCacheTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftGraphCacheTest.java","L12371","1","0","20","0","4","18","142","0"
"L12374","ThriftGraphConcurrentTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftGraphConcurrentTest.java","L12371","1","0","18","0","4","6","142","0"
"L12375","ThriftGraphIterativeTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftGraphIterativeTest.java","L12371","1","0","24","0","4","14","142","0"
"L12376","ThriftGraphPerformanceMemoryTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftGraphPerformanceMemoryTest.java","L12371","1","0","16","0","4","6","142","0"
"L12377","ThriftGraphSerialSpeedTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftGraphSerialSpeedTest.java","L12371","3","0","45","0","4","14","142","0"
"L12378","ThriftGraphTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftGraphTest.java","L12371","1","0","10","0","3","10","1077","0"
"L12379","ThriftOLAPTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftOLAPTest.java","L12371","1","0","15","0","4","6","142","0"
"L12380","ThriftOperationCountingTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftOperationCountingTest.java","L12371","1","0","15","0","4","6","142","0"
"L12381","ThriftPartitionGraphTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftPartitionGraphTest.java","L12371","1","0","16","0","4","6","142","0"
"L12382","ThriftWritePerformanceTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/graphdb/thrift/ThriftWritePerformanceTest.java","L12371","1","0","15","0","4","7","142","0"
"L898","AstyanaxIDAuthorityTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxIDAuthorityTest.java","L897","1","0","20","0","4","13","142","0"
"L899","AstyanaxLockStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxLockStoreTest.java","L897","1","0","16","0","4","11","142","0"
"L900","AstyanaxLogTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxLogTest.java","L897","1","0","19","0","4","15","142","0"
"L901","AstyanaxMultiWriteStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxMultiWriteStoreTest.java","L897","1","0","16","0","4","11","142","0"
"L902","AstyanaxSSLStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxSSLStoreTest.java","L897","1","0","17","0","2","3","1077","0"
"L903","AstyanaxStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxStoreTest.java","L897","1","0","22","0","4","11","142","0"
"L1254","EmbeddedIDAuthorityTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/EmbeddedIDAuthorityTest.java","L1253","1","0","15","0","4","10","53","0"
"L1255","EmbeddedLockStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/EmbeddedLockStoreTest.java","L1253","1","0","11","0","3","8","53","0"
"L1256","EmbeddedLogTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/EmbeddedLogTest.java","L1253","1","0","19","0","4","15","142","0"
"L1257","EmbeddedMultiWriteStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/EmbeddedMultiWriteStoreTest.java","L1253","1","0","11","0","3","8","53","0"
"L1258","EmbeddedStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/EmbeddedStoreTest.java","L1253","1","0","34","0","4","11","142","0"
"L1467","ThriftDistributedStoreManagerTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ThriftDistributedStoreManagerTest.java","L1466","2","0","24","0","4","11","142","0"
"L1468","ThriftIDAuthorityTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ThriftIDAuthorityTest.java","L1466","1","0","20","0","4","13","142","0"
"L1469","ThriftLockStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ThriftLockStoreTest.java","L1466","1","0","16","0","4","11","142","0"
"L1470","ThriftLogTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ThriftLogTest.java","L1466","1","0","19","0","4","15","142","0"
"L1471","ThriftMultiWriteStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ThriftMultiWriteStoreTest.java","L1466","1","0","16","0","4","11","142","0"
"L1472","ThriftSSLStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ThriftSSLStoreTest.java","L1466","1","0","17","0","2","3","1077","0"
"L1473","ThriftStoreTest.java","titan-cassandra/src/test/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/ThriftStoreTest.java","L1466","1","0","22","0","4","11","142","0"
"L801","AbstractCassandraStoreManager.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/AbstractCassandraStoreManager.java","L800","17","0","199","0","4","108","1615","0"
"L802","CassandraTransaction.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/CassandraTransaction.java","L800","1","0","42","0","4","29","1077","0"
"L803","CLevel.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/CLevel.java","L800","8","0","46","0","3","4","53","0"
"L804","CLevelInterface.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/CLevelInterface.java","L800","1","0","6","0","3","4","53","0"
"L895","AstyanaxKeyColumnValueStore.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxKeyColumnValueStore.java","L894","15","0","268","0","4","25","142","0"
"L896","AstyanaxStoreManager.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/astyanax/AstyanaxStoreManager.java","L894","47","0","420","0","5","141","1615","0"
"L1251","CassandraEmbeddedKeyColumnValueStore.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/CassandraEmbeddedKeyColumnValueStore.java","L1250","41","0","363","0","4","87","142","0"
"L1252","CassandraEmbeddedStoreManager.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/embedded/CassandraEmbeddedStoreManager.java","L1250","38","0","274","0","4","113","142","0"
"L1464","CassandraThriftKeyColumnValueStore.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/CassandraThriftKeyColumnValueStore.java","L1463","39","0","389","0","4","90","142","0"
"L1465","CassandraThriftStoreManager.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/CassandraThriftStoreManager.java","L1463","55","0","458","0","4","129","1077","0"
"L1878","CassandraDaemonWrapper.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/utils/CassandraDaemonWrapper.java","L1877","4","0","38","0","3","8","1077","0"
"L1879","CassandraHelper.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/utils/CassandraHelper.java","L1877","9","0","99","0","4","9","53","0"
"L1723","CTConnection.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/thriftpool/CTConnection.java","L1722","3","0","36","0","4","16","53","0"
"L1724","CTConnectionFactory.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/thriftpool/CTConnectionFactory.java","L1722","12","0","156","0","4","38","1077","1"
"L1725","CTConnectionPool.java","titan-cassandra/src/main/java/com/thinkaurelius/titan/diskstorage/cassandra/thrift/thriftpool/CTConnectionPool.java","L1722","4","0","24","0","4","15","53","0"
"L35806","TBinaryProtocol.java","titan-cassandra/src/main/java/org/apache/cassandra/thrift/TBinaryProtocol.java","L35805","1","0","8","0","4","6","53","0"
"L131","HBaseStatus.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/HBaseStatus.java","L130","7","0","82","0","2","6","1077","0"
"L132","HBaseStorageSetup.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/HBaseStorageSetup.java","L130","14","0","169","0","2","8","1077","0"
"L12047","HBaseBlueprintsTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/blueprints/HBaseBlueprintsTest.java","L12046","3","0","40","0","3","8","1077","0"
"L10511","HBaseDistributedStoreManagerTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseDistributedStoreManagerTest.java","L10510","2","0","32","0","3","8","1077","0"
"L10512","HBaseIDAuthorityTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseIDAuthorityTest.java","L10510","2","0","28","0","4","10","1077","0"
"L10513","HBaseLockStoreTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseLockStoreTest.java","L10510","2","0","23","0","3","8","1077","0"
"L10514","HBaseLogTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseLogTest.java","L10510","2","0","24","0","3","8","1077","0"
"L10515","HBaseMultiWriteStoreTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseMultiWriteStoreTest.java","L10510","2","0","23","0","3","8","1077","0"
"L10516","HBaseStoreTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseStoreTest.java","L10510","2","0","32","0","3","9","1077","0"
"L24556","HBaseGraphConcurrentTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBaseGraphConcurrentTest.java","L24555","2","0","23","0","2","4","1077","0"
"L24557","HBaseGraphPerformanceMemoryTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBaseGraphPerformanceMemoryTest.java","L24555","2","0","23","0","2","4","1077","0"
"L24558","HBaseGraphTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBaseGraphTest.java","L24555","2","0","27","0","2","7","1077","0"
"L24559","HBaseOLAPTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBaseOLAPTest.java","L24555","2","0","23","0","2","4","1077","0"
"L24560","HBaseOperationCountingTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBaseOperationCountingTest.java","L24555","2","0","23","0","2","4","1077","0"
"L24561","HBasePartitionGraphTest.java","titan-hbase-parent/titan-hbase-core/src/test/java/com/thinkaurelius/titan/graphdb/hbase/HBasePartitionGraphTest.java","L24555","2","0","24","0","2","4","1077","0"
"L10504","HBaseCompat.java","titan-hbase-parent/titan-hbase-core/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseCompat.java","L10503","1","0","7","0","3","6","53","0"
"L10505","HBaseCompatLoader.java","titan-hbase-parent/titan-hbase-core/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseCompatLoader.java","L10503","9","0","47","0","2","9","1077","0"
"L10506","HBaseKeyColumnValueStore.java","titan-hbase-parent/titan-hbase-core/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseKeyColumnValueStore.java","L10503","20","0","265","0","4","18","53","0"
"L10507","HBaseStoreManager.java","titan-hbase-parent/titan-hbase-core/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseStoreManager.java","L10503","82","0","642","1","4","54","1615","0"
"L10508","HBaseTransaction.java","titan-hbase-parent/titan-hbase-core/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseTransaction.java","L10503","1","0","8","0","3","8","142","0"
"L10476","HBaseCompat0_94.java","titan-hbase-parent/titan-hbase-094/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseCompat0_94.java","L10475","1","0","14","0","3","8","53","0"
"L10486","HBaseCompat0_96.java","titan-hbase-parent/titan-hbase-096/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseCompat0_96.java","L10485","1","0","16","0","3","7","53","0"
"L10496","HBaseCompat0_98.java","titan-hbase-parent/titan-hbase-098/src/main/java/com/thinkaurelius/titan/diskstorage/hbase/HBaseCompat0_98.java","L10495","1","0","16","0","3","4","53","0"
"L140","DaemonRunner.java","titan-test/src/main/java/com/thinkaurelius/titan/DaemonRunner.java","L139","15","0","121","0","2","5","1615","0"
"L141","StorageSetup.java","titan-test/src/main/java/com/thinkaurelius/titan/StorageSetup.java","L139","7","0","56","0","2","14","1077","0"
"L142","TestBed.java","titan-test/src/main/java/com/thinkaurelius/titan/TestBed.java","L139","8","0","100","1","3","26","1615","0"
"L143","TestByteBuffer.java","titan-test/src/main/java/com/thinkaurelius/titan/TestByteBuffer.java","L139","22","0","193","0","1","3","1077","0"
"L176","AbstractKCVSTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/AbstractKCVSTest.java","L175","1","0","14","0","3","9","142","0"
"L177","DistributedStoreManagerTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/DistributedStoreManagerTest.java","L175","1","0","29","0","3","8","53","0"
"L178","ExpectedValueCheckingTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/ExpectedValueCheckingTest.java","L175","1","0","160","0","2","2","1077","0"
"L179","IDAuthorityTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/IDAuthorityTest.java","L175","45","0","390","0","4","14","1077","0"
"L181","KeyColumnValueStoreTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/KeyColumnValueStoreTest.java","L175","86","0","884","0","5","95","1077","0"
"L182","KeyColumnValueStoreUtil.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/KeyColumnValueStoreUtil.java","L175","4","0","56","0","3","15","53","0"
"L183","KeyValueStoreTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/KeyValueStoreTest.java","L175","20","0","218","0","5","31","1077","0"
"L184","KeyValueStoreUtil.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/KeyValueStoreUtil.java","L175","7","0","67","0","3","12","53","0"
"L185","LockKeyColumnValueStoreTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/LockKeyColumnValueStoreTest.java","L175","34","0","352","0","4","70","1615","0"
"L186","MultiWriteKeyColumnValueStoreTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/MultiWriteKeyColumnValueStoreTest.java","L175","44","0","295","0","3","39","1077","0"
"L12049","TitanBlueprintsTest.java","titan-test/src/main/java/com/thinkaurelius/titan/blueprints/TitanBlueprintsTest.java","L12048","10","0","160","0","5","25","1077","0"
"L12050","TitanEdgeTestSuite.java","titan-test/src/main/java/com/thinkaurelius/titan/blueprints/TitanEdgeTestSuite.java","L12048","1","0","9","0","2","2","1077","0"
"L12051","TitanGraphQueryTestSuite.java","titan-test/src/main/java/com/thinkaurelius/titan/blueprints/TitanGraphQueryTestSuite.java","L12048","3","0","34","0","3","12","1077","0"
"L12052","TitanSpecificBlueprintsTestSuite.java","titan-test/src/main/java/com/thinkaurelius/titan/blueprints/TitanSpecificBlueprintsTestSuite.java","L12048","1","0","20","0","3","7","142","0"
"L12053","TransactionalTitanGraphTestSuite.java","titan-test/src/main/java/com/thinkaurelius/titan/blueprints/TransactionalTitanGraphTestSuite.java","L12048","1","0","22","0","2","16","1077","0"
"L12238","FakeVertex.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/FakeVertex.java","L12237","1","0","12","0","2","3","1077","0"
"L12239","TestMockIndexProvider.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TestMockIndexProvider.java","L12237","3","0","77","0","2","6","1615","0"
"L12240","TestMockLog.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TestMockLog.java","L12237","6","0","126","0","2","3","1615","0"
"L12241","TitanEventualGraphTest.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanEventualGraphTest.java","L12237","12","0","263","1","4","60","1615","0"
"L12242","TitanGraphBaseTest.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanGraphBaseTest.java","L12237","40","0","257","0","3","51","1615","0"
"L12243","TitanGraphConcurrentTest.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanGraphConcurrentTest.java","L12237","34","0","288","0","2","36","1615","0"
"L12244","TitanGraphIterativeBenchmark.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanGraphIterativeBenchmark.java","L12237","7","0","89","0","3","7","1077","0"
"L12245","TitanGraphPerformanceMemoryTest.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanGraphPerformanceMemoryTest.java","L12237","16","0","122","0","3","23","1077","0"
"L12246","TitanGraphTest.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanGraphTest.java","L12237","265","0","3751","14","5","209","1615","0"
"L12247","TitanIndexTest.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanIndexTest.java","L12237","59","0","1026","3","4","97","1615","0"
"L12248","TitanOperationCountingTest.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanOperationCountingTest.java","L12237","34","0","505","1","3","15","1615","0"
"L12249","TitanPartitionGraphTest.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanPartitionGraphTest.java","L12237","38","0","293","1","2","12","1615","0"
"L12250","TitanWritePerformanceTest.java","titan-test/src/main/java/com/thinkaurelius/titan/graphdb/TitanWritePerformanceTest.java","L12237","7","0","95","0","3","3","1077","0"
"L26082","KeyOrderAgnosticTests.java","titan-test/src/main/java/com/thinkaurelius/titan/testcategory/KeyOrderAgnosticTests.java","L26081","1","0","2","0","2","2","1077","0"
"L26083","MemoryTests.java","titan-test/src/main/java/com/thinkaurelius/titan/testcategory/MemoryTests.java","L26081","1","0","2","0","2","5","1077","0"
"L26084","OrderedKeyStoreTests.java","titan-test/src/main/java/com/thinkaurelius/titan/testcategory/OrderedKeyStoreTests.java","L26081","1","0","2","0","2","2","1077","0"
"L26085","PerformanceTests.java","titan-test/src/main/java/com/thinkaurelius/titan/testcategory/PerformanceTests.java","L26081","1","0","2","0","2","4","1077","0"
"L26086","SerialTests.java","titan-test/src/main/java/com/thinkaurelius/titan/testcategory/SerialTests.java","L26081","1","0","2","0","2","2","1077","0"
"L26087","UnorderedKeyStoreTests.java","titan-test/src/main/java/com/thinkaurelius/titan/testcategory/UnorderedKeyStoreTests.java","L26081","1","0","2","0","2","2","1077","0"
"L34828","FulgoraOLAPTest.java","titan-test/src/main/java/com/thinkaurelius/titan/olap/FulgoraOLAPTest.java","L34827","1","0","9","0","3","6","142","0"
"L34829","OLAPTest.java","titan-test/src/main/java/com/thinkaurelius/titan/olap/OLAPTest.java","L34827","39","0","384","0","3","23","1615","0"
"L35128","CsvConsumer.java","titan-test/src/main/java/com/thinkaurelius/titan/testutil/CsvConsumer.java","L35127","4","0","137","0","3","3","1077","0"
"L35129","JUnitBenchmarkProvider.java","titan-test/src/main/java/com/thinkaurelius/titan/testutil/JUnitBenchmarkProvider.java","L35127","25","0","294","0","3","15","1077","0"
"L35130","MemoryAssess.java","titan-test/src/main/java/com/thinkaurelius/titan/testutil/MemoryAssess.java","L35127","2","0","35","0","2","2","1615","0"
"L35131","RandomGenerator.java","titan-test/src/main/java/com/thinkaurelius/titan/testutil/RandomGenerator.java","L35127","9","0","78","0","1","2","1077","0"
"L35132","TestGraphConfigs.java","titan-test/src/main/java/com/thinkaurelius/titan/testutil/TestGraphConfigs.java","L35127","5","0","57","0","2","5","1077","0"
"L35133","TestUtil.java","titan-test/src/main/java/com/thinkaurelius/titan/testutil/TestUtil.java","L35127","4","0","27","0","2","4","1077","0"
"L3142","WritableConfigurationTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/configuration/WritableConfigurationTest.java","L3141","1","0","49","0","1","3","1615","0"
"L4357","IndexProviderTest.java","titan-test/src/main/java/com/thinkaurelius/titan/diskstorage/indexing/IndexProviderTest.java","L4356","30","0","623","1","6","71","1615","0"
