@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L1131","2","0","53","17","0","10","505","false"
"L1249","14","0","250","3","0","3","1296","false"
"L2138","5","0","155","9","0","5","5350","false"
"L2139","2","0","38","4","0","3","1126","false"
"L2140","4","0","67","4","0","3","1126","false"
"L2240","1","0","50","1","0","1","3997","false"
"L2241","1","0","27","7","0","3","5350","false"
"L2242","4","0","45","7","0","3","5350","false"
"L2370","1","0","27","6","0","3","5350","false"
"L63465","15","0","240","7","0","4","54","false"
"L63466","6","0","59","4","0","2","54","false"
"L63467","1","0","7","4","0","2","54","false"
"L63468","7","0","90","4","0","2","54","false"
"L63469","13","0","144","15","0","7","54","false"
"L63470","19","0","197","4","0","2","54","false"
"L63471","1","0","86","4","0","2","54","false"
"L2392","1","0","25","7","0","4","54","false"
"L2393","1","0","5","4","0","2","54","false"
"L2394","1","0","7","4","0","2","54","false"
"L2395","1","0","6","4","0","2","54","false"
"L2396","1","0","50","5","0","3","54","false"
"L2397","1","0","5","4","0","2","54","false"
"L2398","1","0","1","4","0","2","54","false"
"L2399","1","0","8","4","0","2","54","false"
"L2400","1","0","6","4","0","2","54","false"
"L2548","7","0","76","4","0","2","54","false"
"L2549","6","0","60","4","0","2","54","false"
"L2550","1","0","7","4","0","2","54","false"
"L2551","7","0","54","4","0","2","54","false"
"L2552","1","0","8","4","0","2","54","false"
"L2553","52","0","303","4","0","2","54","false"
"L2554","27","0","182","4","0","2","54","false"
"L2555","4","0","45","4","0","2","54","false"
"L2556","4","0","45","4","0","2","54","false"
"L2557","1","0","1","4","0","2","54","false"
"L2558","5","0","50","4","0","2","54","false"
"L2559","5","0","72","4","0","2","54","false"
"L2560","7","0","74","4","0","2","54","false"
"L3055","2","0","40","4","0","2","54","false"
"L3056","1","0","15","4","0","2","54","false"
"L3057","19","0","191","4","0","2","54","false"
"L3058","4","0","84","4","0","2","54","false"
"L3059","12","0","155","4","0","2","54","false"
"L3060","3","0","106","4","0","2","54","false"
"L3061","50","0","451","12","0","4","54","false"
"L3800","91","0","552","4","0","2","54","false"
"L3801","1","0","10","4","0","2","54","false"
"L3802","9","0","92","4","0","2","54","false"
"L3803","9","0","85","4","0","2","54","false"
"L3804","17","0","138","4","0","2","54","false"
"L3805","1","0","1","4","0","2","54","false"
"L3806","1","0","24","4","0","2","54","false"
"L3807","27","0","223","4","0","2","54","false"
"L3808","22","0","225","4","0","2","54","false"
"L3809","1","0","22","4","0","2","54","false"
"L3810","40","0","282","4","0","2","54","false"
"L4578","5","0","71","6","0","4","54","false"
"L4579","1","0","8","4","0","2","54","false"
"L4580","3","0","9","4","0","2","54","false"
"L4581","3","0","27","6","0","4","54","false"
"L4582","1","0","19","6","0","4","54","false"
"L4583","26","0","245","8","0","5","54","false"
"L4584","3","0","52","4","0","2","54","false"
"L4585","1","0","8","4","0","2","54","false"
"L4586","1","0","8","4","0","2","54","false"
"L4587","1","0","17","4","0","2","54","false"
"L4588","8","0","52","6","0","4","54","false"
"L4589","26","0","199","4","0","2","54","false"
"L4590","21","0","256","8","0","5","54","false"
"L4591","9","0","194","4","0","2","54","false"
"L4592","4","0","33","4","0","2","54","false"
"L4593","2","0","66","4","0","2","54","false"
"L2406","1","0","59","4","0","2","54","false"
"L5301","1","0","141","4","0","2","54","false"
"L5302","1","0","85","4","0","2","54","false"
"L5303","1","0","72","4","0","2","54","false"
"L5304","1","0","30","9","0","5","54","false"
"L5305","1","0","19","4","0","2","54","false"
"L5306","4","0","131","4","0","2","54","false"
"L5307","1","0","56","4","0","2","54","false"
"L5308","1","0","56","4","0","2","54","false"
"L5309","1","0","85","8","0","5","54","false"
"L5310","1","0","105","4","0","2","54","false"
"L5650","8","0","116","4","0","2","3997","false"
"L5651","1","0","42","3","0","1","3997","false"
"L5652","1","0","39","3","0","1","3997","false"
"L5653","9","0","137","4","0","2","3997","false"
"L5654","8","0","89","6","0","3","3997","false"
"L5655","1","0","50","3","0","1","3997","false"
"L5656","3","0","255","20","0","4","3997","false"
"L5800","2","0","131","3","0","1","3997","false"
"L5801","2","0","94","3","0","1","3997","false"
"L5802","20","0","329","3","0","1","3997","false"
"L5803","1","0","48","3","0","1","3997","false"
"L5804","1","0","88","3","0","1","3997","false"
"L5805","1","0","99","3","0","1","3997","false"
"L5806","1","0","22","3","0","1","3997","false"
"L5807","1","0","42","3","0","1","3997","false"
"L5808","1","0","96","3","0","1","3997","false"
"L4596","1","0","44","6","0","4","54","false"
"L63816","11","0","219","10","0","5","5350","false"
"L64044","15","0","240","7","0","5","5350","false"
"L64045","58","0","703","16","0","6","5350","false"
"L6058","3","0","50","9","0","5","1634","false"
"L6059","3","0","27","5","0","4","3997","false"
"L6060","11","0","100","5","0","4","3997","false"
"L6061","13","0","101","5","0","4","3997","false"
"L6062","1","0","2","6","0","4","3997","false"
"L6063","2","0","52","9","0","6","505","false"
"L6064","48","0","393","10","0","6","505","false"
"L6065","1","0","19","5","0","4","3997","false"
"L6066","8","0","69","5","0","4","3997","false"
"L6067","17","0","187","5","0","4","3997","false"
"L6068","10","0","144","9","0","5","1634","false"
"L6069","8","0","120","5","0","4","3997","false"
"L6070","6","0","101","5","0","4","3997","false"
"L6071","3","0","30","5","0","4","3997","false"
"L6072","1","0","8","5","0","4","3997","false"
"L6204","1","0","22","5","0","4","3997","false"
"L6205","9","0","58","5","0","4","3997","false"
"L6206","4","0","29","5","0","4","3997","false"
"L6207","1","0","6","6","0","4","3997","false"
"L6208","1","0","7","5","0","4","3997","false"
"L6209","1","0","2","3","0","2","3997","false"
"L6210","5","0","33","5","0","4","3997","false"
"L6978","1","0","11","6","0","5","3997","false"
"L6979","1","0","6","6","0","5","3997","false"
"L6980","4","0","115","6","0","5","3997","false"
"L6981","16","0","83","6","0","5","3997","false"
"L6982","11","0","83","10","0","6","3997","false"
"L6983","4","0","50","6","0","5","3997","false"
"L8891","1","0","10","5","0","4","1636","false"
"L8892","7","0","59","6","0","5","5350","false"
"L6986","5","0","109","48","0","9","5350","false"
"L7084","3","0","134","2","0","2","505","false"
"L7085","1","0","37","13","0","9","5350","false"
"L7086","28","0","259","5","0","4","1636","false"
"L7087","2","0","32","11","0","8","5350","false"
"L7088","7","0","45","8","0","5","1296","false"
"L7089","11","0","215","12","0","8","5350","false"
"L7090","12","0","159","10","0","6","1296","false"
"L7091","1","0","63","5","0","4","1636","false"
"L7092","2","0","45","5","0","4","1636","false"
"L7093","1","0","7","5","0","4","1636","false"
"L7094","1","0","6","5","0","4","1636","false"
"L7095","1","0","8","5","0","4","1636","false"
"L7096","1","0","5","5","0","4","1636","false"
"L7097","1","0","6","5","0","4","1636","false"
"L7098","1","0","8","5","0","4","1636","false"
"L7099","15","0","141","8","0","6","5350","false"
"L7100","1","0","23","3","0","3","5350","false"
"L7101","1","0","23","5","0","4","1636","false"
"L7102","11","0","440","11","0","8","5350","false"
"L7103","1","0","6","5","0","4","1636","false"
"L7245","8","0","134","3","0","3","5350","false"
"L7246","3","0","30","2","0","2","505","false"
"L7247","1","0","19","6","0","3","505","false"
"L7248","1","0","7","2","0","2","505","false"
"L7249","6","0","51","2","0","2","505","false"
"L7250","1","0","25","3","0","3","5350","false"
"L7251","1","0","23","3","0","3","5350","false"
"L7110","1","0","19","7","0","4","1634","false"
"L7111","1","0","73","11","0","7","5350","false"
"L8942","1","0","13","3","0","3","3997","false"
"L8943","9","0","48","13","0","6","5350","false"
"L8944","1","0","26","5","0","4","5350","false"
"L8945","1","0","11","3","0","3","3997","false"
"L8946","1","0","1","3","0","3","3997","false"
"L8947","1","0","15","3","0","3","3997","false"
"L8977","13","0","193","9","0","5","5350","false"
"L8978","15","0","126","26","0","8","1634","false"
"L8979","2","0","86","17","0","8","5350","false"
"L8980","6","0","65","14","0","8","1296","false"
"L8981","3","0","36","6","0","5","5350","false"
"L8982","7","0","96","6","0","5","5350","false"
"L8983","17","0","129","8","0","6","5350","false"
"L8984","1","0","48","9","0","7","5350","false"
"L8953","4","0","61","8","0","5","5350","false"
"L8986","1","0","9","5","0","5","2472","false"
"L63818","1","0","95","2","0","2","1634","false"
"L9692","1","0","6","4","0","3","1634","false"
"L9693","4","0","22","2","0","1","3997","false"
"L9694","2","0","37","2","0","1","3997","false"
"L9695","1","0","12","5","0","4","2319","false"
"L9696","1","0","26","10","0","3","3997","false"
"L9697","1","0","5","2","0","2","3997","false"
"L9698","1","0","34","11","0","5","2319","false"
"L9699","1","0","20","2","0","1","3997","false"
"L9700","1","0","20","2","0","1","3997","false"
"L9701","1","0","1","2","0","1","3997","false"
"L9702","1","0","14","2","0","1","3997","false"
"L9703","1","0","13","2","0","1","3997","false"
"L9704","1","0","12","6","0","4","2319","false"
"L9705","1","0","6","2","0","1","3997","false"
"L9706","1","0","5","2","0","1","3997","false"
"L9707","1","0","19","2","0","1","3997","false"
"L9708","1","0","19","2","0","1","3997","false"
"L9709","1","0","9","8","0","5","3997","false"
"L9710","1","0","12","2","0","1","3997","false"
"L9711","1","0","11","2","0","1","3997","false"
"L9712","1","0","14","2","0","1","3997","false"
"L11229","20","0","147","16","0","7","5350","false"
"L11230","1","0","16","7","0","5","1634","false"
"L11231","4","0","35","4","0","3","1634","false"
"L11232","6","0","57","16","0","6","1296","false"
"L11233","3","0","94","13","0","7","1634","false"
"L11234","1","0","5","4","0","3","1634","false"
"L11235","1","0","1","2","0","1","3997","false"
"L11236","7","0","54","3","0","2","1636","false"
"L11237","1","0","5","2","0","1","3997","false"
"L11238","12","0","137","6","0","4","1634","false"
"L11239","30","0","284","2","0","1","3997","false"
"L11240","1","0","5","4","0","3","1634","false"
"L11241","7","0","142","4","0","3","1634","false"
"L11242","3","0","46","7","0","6","7","false"
"L11243","1","0","7","2","0","2","3997","false"
"L11244","7","0","48","8","0","3","5350","false"
"L11245","9","0","68","3","0","2","1636","false"
"L11246","3","0","30","3","0","2","3997","false"
"L13629","7","0","217","27","0","8","5350","false"
"L13630","70","0","1188","75","0","12","5350","false"
"L13631","2","0","15","4","0","3","2319","false"
"L13632","12","0","146","13","0","6","5350","false"
"L13633","17","0","169","4","0","3","1634","false"
"L13634","1","0","35","3","0","2","3997","false"
"L13635","1","0","35","40","0","11","5350","false"
"L13636","1","0","8","2","0","1","3997","false"
"L13637","1","0","52","9","0","6","1296","false"
"L13638","1","0","26","2","0","2","5350","false"
"L13639","1","0","12","8","0","4","5350","false"
"L13640","1","0","21","10","0","6","5350","false"
"L13641","1","0","25","42","0","13","2472","false"
"L13642","1","0","61","35","0","12","2472","false"
"L13643","1","0","22","2","0","1","3997","false"
"L13644","1","0","16","4","0","3","2319","false"
"L13645","1","0","51","3","0","2","5350","false"
"L13646","1","0","9","10","0","6","505","false"
"L13647","2","0","37","18","0","8","7","false"
"L13648","24","0","327","36","0","10","5350","false"
"L13649","14","0","172","19","0","7","5350","false"
"L13650","8","0","108","3","0","2","1636","false"
"L13651","8","0","75","6","0","4","5350","false"
"L13652","1","0","60","19","0","6","5350","false"
"L13653","1","0","11","3","0","2","5350","false"
"L13654","2","0","21","4","0","2","5350","false"
"L13655","2","0","22","2","0","2","3997","false"
"L13656","2","0","68","19","0","8","5350","false"
"L13657","1","0","13","4","0","3","2319","false"
"L13658","4","0","61","8","0","5","2319","false"
"L13659","1","0","1","1","0","1","3997","false"
"L13660","3","0","21","4","0","3","2319","false"
"L13661","2","0","49","4","0","2","3997","false"
"L13662","10","0","65","4","0","3","2472","false"
"L13663","4","0","33","4","0","3","2472","false"
"L13664","4","0","36","4","0","3","2472","false"
"L13665","5","0","37","4","0","3","2472","false"
"L13666","2","0","35","2","0","1","3997","false"
"L13667","1","0","9","1","0","1","1296","false"
"L13668","3","0","26","8","0","5","505","false"
"L13669","2","0","115","19","0","8","5350","false"
"L13670","41","0","881","13","0","7","2319","false"
"L13671","10","0","121","10","0","5","1634","false"
"L13672","1","0","7","2","0","2","3997","false"
"L13673","1","0","23","6","0","4","1634","false"
"L13674","10","0","128","6","0","4","5350","false"
"L13675","15","0","255","4","0","2","3997","false"
"L13676","6","0","85","2","0","1","3997","false"
"L13677","11","0","77","18","0","5","5350","false"
"L38688","7","0","50","3","0","2","5350","false"
"L38689","13","0","64","2","0","2","5350","false"
"L38690","1","0","46","7","0","4","5350","false"
"L38736","1","0","1","2","0","2","1634","false"
"L9756","1","0","6","10","0","6","5350","false"
"L9757","1","0","15","2","0","1","3997","false"
"L9758","1","0","1","2","0","1","3997","false"
"L9759","1","0","11","2","0","1","3997","false"
"L9760","1","0","16","2","0","1","3997","false"
"L9761","1","0","10","4","0","3","533","false"
"L9908","1","0","11","5","0","3","5350","false"
"L9909","1","0","11","2","0","2","5350","false"
"L9910","7","0","99","5","0","3","5350","false"
"L9911","4","0","68","14","0","6","2472","false"
"L9912","19","0","275","11","0","3","5350","false"
"L9913","3","0","165","22","0","5","2472","false"
"L9914","36","0","214","7","0","2","5350","false"
"L9915","1","0","11","2","0","2","5350","false"
"L10468","1","0","12","13","0","5","2319","false"
"L10469","1","0","7","4","0","2","1634","false"
"L10470","1","0","12","4","0","2","1634","false"
"L10471","1","0","13","14","0","6","5350","false"
"L10472","1","0","13","6","0","3","3997","false"
"L10473","1","0","13","7","0","5","1634","false"
"L10474","1","0","4","6","0","3","5350","false"
"L10475","1","0","24","14","0","7","2319","false"
"L10476","1","0","17","12","0","7","5350","false"
"L10477","1","0","1","2","0","1","3997","false"
"L10478","1","0","13","4","0","3","5350","false"
"L10479","1","0","13","2","0","2","2319","false"
"L10480","1","0","6","2","0","2","2319","false"
"L10481","1","0","6","4","0","3","2319","false"
"L10482","3","0","95","6","0","3","1636","false"
"L10988","1","0","5","2","0","1","3997","false"
"L10989","1","0","5","2","0","1","3997","false"
"L10990","6","0","36","6","0","4","5350","false"
"L10991","1","0","7","2","0","1","3997","false"
"L10992","12","0","140","11","0","6","2319","false"
"L10993","1","0","1","2","0","1","3997","false"
"L10994","1","0","14","2","0","1","3997","false"
"L10995","1","0","17","2","0","1","3997","false"
"L10996","1","0","25","3","0","2","3997","false"
"L10997","1","0","11","2","0","1","3997","false"
"L10998","1","0","5","2","0","1","3997","false"
"L10999","1","0","6","4","0","3","2319","false"
"L11322","2","0","25","2","0","1","3997","false"
"L11323","11","0","116","2","0","1","3997","false"
"L11324","7","0","56","2","0","1","3997","false"
"L11325","1","0","5","2","0","1","3997","false"
"L11326","1","0","6","7","0","5","1296","false"
"L11327","4","0","100","2","0","1","3997","false"
"L11328","2","0","20","2","0","1","3997","false"
"L11329","7","0","39","2","0","1","3997","false"
"L11330","1","0","51","2","0","1","3997","false"
"L11331","3","0","34","2","0","1","3997","false"
"L11332","47","0","686","4","0","3","1634","false"
"L11333","1","0","27","2","0","1","3997","false"
"L11334","18","0","218","16","0","9","54","false"
"L11335","1","0","23","2","0","1","3997","false"
"L11336","7","0","54","7","0","5","1296","false"
"L11337","11","0","181","10","0","5","5350","false"
"L11338","1","0","22","3","0","2","3997","false"
"L11339","8","0","43","3","0","2","3997","false"
"L11340","1","0","1","2","0","1","3997","false"
"L11341","3","0","38","2","0","1","3997","false"
"L11342","2","0","26","2","0","1","3997","false"
"L11343","4","0","46","2","0","1","3997","false"
"L11344","2","0","33","2","0","1","3997","false"
"L11345","1","0","5","2","0","2","2319","false"
"L15026","22","0","268","13","0","3","5350","false"
"L15027","4","0","20","4","0","2","5350","false"
"L15028","1","0","30","2","0","2","5350","false"
"L15029","1","0","5","2","0","2","5350","false"
"L15030","13","0","87","9","0","3","5350","false"
"L15031","13","0","101","5","0","2","5350","false"
"L15032","1","0","11","2","0","2","5350","false"
"L15033","5","0","72","6","0","2","5350","false"
"L15034","6","0","43","3","0","3","5350","false"
"L15588","5","0","93","10","0","4","2472","false"
"L15589","1","0","8","4","0","3","505","false"
"L15590","1","0","14","4","0","3","505","false"
"L15591","1","0","14","4","0","3","505","false"
"L36259","1","0","10","2","0","2","2319","false"
"L36260","23","0","282","13","0","5","5350","false"
"L36261","1","0","46","2","0","2","2319","false"
"L36262","1","0","8","2","0","2","2319","false"
"L36263","3","0","79","5","0","4","505","false"
"L36264","1","0","34","3","0","2","2319","false"
"L36265","1","0","29","2","0","2","2319","false"
"L36266","38","0","310","2","0","2","2319","false"
"L36267","2","0","54","3","0","2","2319","false"
"L37090","1","0","12","2","0","2","5350","false"
"L37091","1","0","25","2","0","2","5350","false"
"L37092","1","0","13","2","0","2","5350","false"
"L37093","1","0","5","2","0","2","5350","false"
"L37094","1","0","5","2","0","2","5350","false"
"L37095","43","0","350","2","0","2","5350","false"
"L37289","1","0","33","3","0","3","5350","false"
"L37290","1","0","13","5","0","3","2472","false"
"L37291","4","0","134","3","0","3","5350","false"
"L37292","1","0","13","3","0","3","5350","false"
"L37293","1","0","6","3","0","3","5350","false"
"L38739","30","0","656","2","0","2","1634","false"
"L38740","1","0","31","2","0","2","1634","false"
"L38741","82","0","824","2","0","2","1634","false"
"L38742","1","0","17","2","0","2","1634","false"
"L38743","1","0","12","2","0","2","1634","false"
"L38744","1","0","23","2","0","2","1634","false"
"L38745","1","0","33","2","0","2","1634","false"
"L38746","1","0","1","2","0","2","1634","false"
"L38747","4","0","42","2","0","2","1634","false"
"L38748","4","0","43","2","0","2","1634","false"
"L15718","14","0","152","15","0","5","7","false"
"L15719","25","0","180","9","0","5","7","false"
"L15720","6","0","56","20","0","9","505","false"
"L15721","1","0","12","12","0","5","7","false"
"L15722","2","0","30","13","0","5","7","false"
"L16033","1","0","33","7","0","3","1634","false"
"L16034","1","0","152","81","0","13","1634","false"
"L16035","4","0","42","6","0","4","505","false"
"L16036","4","0","43","6","0","4","505","false"
"L16037","1","0","34","5","0","3","1634","false"
"L16468","1","0","16","19","0","9","2472","false"
"L16469","1","0","29","7","0","4","2472","false"
"L16470","1","0","7","7","0","3","505","false"
"L16471","2","0","24","7","0","5","1634","false"
"L16472","14","0","161","18","0","10","505","false"
"L16473","7","0","72","8","0","3","5350","false"
"L16474","1","0","42","8","0","3","5350","false"
"L16475","1","0","57","19","0","9","2472","false"
"L16476","1","0","25","7","0","4","2472","false"
"L16477","1","0","13","16","0","7","2472","false"
"L16478","1","0","5","7","0","3","505","false"
"L16479","19","0","71","8","0","3","505","false"
"L16480","1","0","25","7","0","4","2472","false"
"L16481","6","0","95","17","0","7","505","false"
"L16482","1","0","13","2","0","1","3997","false"
"L16483","1","0","17","2","0","1","3997","false"
"L16484","1","0","25","7","0","4","2472","false"
"L16485","3","0","75","23","0","10","2472","false"
"L16486","1","0","25","7","0","4","2472","false"
"L16487","6","0","95","17","0","7","505","false"
"L16488","1","0","13","6","0","4","505","false"
"L16489","1","0","17","2","0","1","3997","false"
"L17191","22","0","154","18","0","7","505","false"
"L17192","1","0","11","9","0","4","2472","false"
"L17193","1","0","35","7","0","4","2472","false"
"L17194","6","0","93","10","0","8","5350","false"
"L17195","10","0","159","15","0","5","505","false"
"L17196","16","0","112","32","0","8","1634","false"
"L17197","1","0","26","6","0","4","1634","false"
"L17198","1","0","6","4","0","3","7","false"
"L17199","110","0","713","63","0","13","505","false"
"L17200","55","0","528","70","0","14","505","false"
"L17201","74","0","1026","94","0","14","2472","false"
"L17202","4","0","184","25","0","9","1634","false"
"L17203","114","0","548","47","0","12","505","false"
"L17204","3","0","60","2","0","1","3997","false"
"L17205","1","0","19","2","0","1","3997","false"
"L17206","2","0","33","2","0","1","3997","false"
"L17207","19","0","236","12","0","6","5350","false"
"L17208","1","0","8","2","0","1","3997","false"
"L17209","1","0","86","31","0","9","2472","false"
"L17210","12","0","96","2","0","1","3997","false"
"L17211","17","0","194","40","0","11","505","false"
"L17212","6","0","138","19","0","9","1634","false"
"L17213","1","0","9","2","0","1","3997","false"
"L17214","9","0","149","13","0","6","505","false"
"L17215","1","0","105","6","0","4","1634","false"
"L17216","3","0","47","6","0","4","1634","false"
"L17217","1","0","6","2","0","1","3997","false"
"L20710","53","0","354","8","0","3","1126","false"
"L20711","13","0","125","8","0","5","505","false"
"L20712","13","0","160","9","0","4","1126","false"
"L20713","17","0","177","18","0","6","505","false"
"L20714","30","0","269","3","0","2","5350","false"
"L20715","1","0","13","6","0","4","5350","false"
"L20716","1","0","26","2","0","1","3997","false"
"L27974","1","0","7","6","0","5","1634","false"
"L27975","1","0","16","1","0","1","3997","false"
"L27976","1","0","56","29","0","9","1634","false"
"L27977","18","0","335","43","0","12","505","false"
"L27978","1","0","11","6","0","2","5350","false"
"L27979","2","0","31","1","0","1","3997","false"
"L27980","1","0","12","1","0","1","3997","false"
"L28286","2","0","19","12","0","7","5350","false"
"L28287","7","0","78","2","0","2","7","false"
"L28288","3","0","34","5","0","3","7","false"
"L28289","4","0","36","8","0","6","7","false"
"L28290","6","0","52","12","0","6","7","false"
"L28291","3","0","41","14","0","6","5350","false"
"L28292","3","0","54","40","0","9","5350","false"
"L28293","15","0","215","35","0","9","5350","false"
"L28294","5","0","103","42","0","9","5350","false"
"L28295","9","0","95","13","0","7","505","false"
"L28296","1","0","5","4","0","3","7","false"
"L28297","1","0","17","10","0","7","5350","false"
"L29139","1","0","20","13","0","7","5350","false"
"L29140","1","0","20","1","0","1","3997","false"
"L29141","1","0","20","1","0","1","3997","false"
"L29142","29","0","234","16","0","6","1634","false"
"L29143","1","0","20","1","0","1","3997","false"
"L29144","1","0","44","3","0","2","3997","false"
"L29145","25","0","213","9","0","7","505","false"
"L29146","69","0","497","5","0","4","2319","false"
"L29147","35","0","283","13","0","7","5350","false"
"L29148","55","0","417","18","0","11","505","false"
"L29149","1","0","70","12","0","6","5350","false"
"L29150","1","0","4","1","0","1","3997","false"
"L29151","74","0","559","21","0","7","3997","false"
"L29152","1","0","14","8","0","5","1634","false"
"L29153","1","0","9","2","0","1","5350","false"
"L29154","36","0","352","26","0","8","505","false"
"L29155","78","0","729","66","0","13","505","false"
"L29156","3","0","69","9","0","5","1634","false"
"L29157","44","0","431","13","0","8","5350","false"
"L29158","20","0","154","1","0","1","3997","false"
"L33249","1","0","51","1","0","1","3997","false"
"L33250","6","0","41","1","0","1","3997","false"
"L33251","13","0","222","1","0","1","3997","false"
"L33252","3","0","30","6","0","4","1296","false"
"L33253","6","0","144","8","0","6","1296","false"
"L33254","16","0","190","1","0","1","3997","false"
"L33255","15","0","152","1","0","1","3997","false"
"L33256","6","0","104","3","0","3","2319","false"
"L34181","20","0","136","1","0","1","3997","false"
"L34182","50","0","368","18","0","11","505","false"
"L34183","19","0","260","25","0","7","5350","false"
"L34184","9","0","154","2","0","1","5350","false"
"L34185","1","0","96","1","0","1","3997","false"
"L34186","10","0","84","3","0","1","5350","false"
"L34187","11","0","61","6","0","3","3997","false"
"L34188","8","0","61","3","0","2","5350","false"
"L34189","1","0","32","6","0","4","2319","false"
"L34190","12","0","150","41","0","12","505","false"
"L34191","37","0","246","30","0","8","5350","false"
"L34192","30","0","239","7","0","4","5350","false"
"L34193","71","0","705","39","0","7","505","false"
"L34194","9","0","76","12","0","5","505","false"
"L34195","1","0","10","2","0","1","5350","false"
"L34196","16","0","306","33","0","11","5350","false"
"L21622","1","0","24","12","0","9","5350","false"
"L21623","1","0","27","3","0","3","5350","false"
"L21624","36","0","431","86","0","12","5350","false"
"L21625","4","0","57","4","0","3","54","false"
"L21626","22","0","327","14","0","6","5350","false"
"L21627","5","0","109","4","0","2","5350","false"
"L21628","1","0","24","5","0","4","5350","false"
"L21629","20","0","169","47","0","12","5350","false"
"L21630","3","0","107","3","0","2","3997","false"
"L21631","63","0","531","89","0","13","5350","false"
"L21632","1","0","8","1","0","1","1636","false"
"L21633","1","0","12","2","0","1","3997","false"
"L21634","12","0","132","36","0","11","5350","false"
"L21635","9","0","113","27","0","8","1636","false"
"L21636","1","0","39","30","0","12","5350","false"
"L21637","12","0","138","10","0","7","5350","false"
"L21638","1","0","14","7","0","3","1296","false"
"L21639","1","0","13","11","0","5","5350","false"
"L21640","47","0","413","51","0","13","2472","false"
"L21641","1","0","31","2","0","1","3997","false"
"L21642","1","0","16","2","0","1","3997","false"
"L21643","1","0","16","2","0","1","3997","false"
"L21644","9","0","104","7","0","6","5350","false"
"L21645","164","0","606","33","0","6","7","false"
"L21646","1","0","12","2","0","1","3997","false"
"L21647","5","0","101","6","0","4","5350","false"
"L21648","1","0","19","1","0","1","5350","false"
"L21649","49","0","524","79","0","11","5350","false"
"L21650","1","0","22","4","0","3","1636","false"
"L21651","2","0","34","17","0","9","1636","false"
"L21652","12","0","194","51","0","12","5350","false"
"L21653","2","0","15","6","0","5","7","false"
"L21654","1","0","5","2","0","1","3997","false"
"L21655","6","0","105","4","0","2","5350","false"
"L21656","1","0","11","3","0","2","3997","false"
"L21657","70","0","531","27","0","12","5350","false"
"L21658","1","0","12","2","0","1","3997","false"
"L21659","2","0","25","12","0","8","1636","false"
"L21660","18","0","144","21","0","8","54","false"
"L21661","1","0","9","9","0","5","505","false"
"L21662","7","0","282","19","0","9","505","false"
"L21663","1","0","22","6","0","4","54","false"
"L21664","1","0","51","51","0","11","5350","false"
"L21665","12","0","146","40","0","11","54","false"
"L21666","53","0","582","107","0","13","5350","false"
"L21667","20","0","298","24","0","9","5350","false"
"L21668","1","0","53","10","0","5","5350","false"
"L21669","1","0","36","3","0","3","2319","false"
"L21670","1","0","5","2","0","2","2319","false"
"L21671","10","0","139","20","0","5","3997","false"
"L21672","1","0","76","14","0","9","1636","false"
