@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L41917","20","0","215","0","1466","2","2","true"
"L41918","1","0","12","1","479","2","4","false"
"L41919","2","0","40","1","230","1","4","false"
"L41920","1","0","24","0","230","2","3","false"
"L41921","48","0","304","0","479","3","10","false"
"L41922","1","0","6","0","1466","1","2","false"
"L41923","1","0","7","2","479","1","3","false"
"L41924","1","0","4","1","479","2","3","false"
"L41926","1","0","5","1","479","2","6","false"
"L52584","112","0","812","1","1466","4","7","false"
"L52585","52","0","73","0","1466","3","4","true"
"L52586","14","0","80","0","319","2","2","false"
"L52587","12","0","57","0","89","1","1","false"
"L52588","1","0","15","0","34","2","2","false"
"L52589","12","0","59","0","231","1","1","false"
"L52590","4","0","32","2","1466","3","7","false"
"L52592","1","0","72","0","4735","1","2","false"
"L52593","12","0","70","0","46","4","5","false"
"L52594","9","0","65","0","1466","1","1","false"
"L52595","14","0","89","0","1466","1","2","false"
"L52596","19","0","77","0","89","3","5","false"
"L52597","2","0","26","0","231","1","1","false"
"L52598","1","0","5","0","231","1","1","false"
"L52599","11","0","136","0","1466","1","2","true"
"L52600","130","0","592","0","1","13","23","false"
"L52601","19","0","139","1","1466","4","14","false"
"L52602","4","0","44","0","231","1","1","false"
"L52603","1","0","4","0","231","1","1","false"
"L82030","2","0","33","0","479","3","3","false"
"L82031","2","0","34","0","479","3","3","false"
"L82032","1","0","20","1","479","3","8","false"
"L82033","2","0","31","0","1466","2","2","false"
"L82034","7","0","95","2","479","5","8","false"
"L82035","7","0","64","1","479","4","10","true"
"L82037","1","0","15","0","1466","2","3","false"
"L84721","16","0","131","1","1466","2","7","false"
"L84724","67","0","452","3","230","7","24","true"
"L84725","2","0","20","0","4735","1","1","false"
"L84726","2","0","34","0","1466","1","1","false"
"L85111","1","0","10","0","1466","1","1","false"
"L85112","31","0","144","0","230","3","3","false"
"L85113","78","0","360","0","479","3","3","false"
"L85115","67","0","451","0","230","3","9","true"
"L85116","1","0","14","0","1466","2","2","false"
"L85117","36","0","211","2","1466","5","22","false"
"L85118","36","0","219","0","230","2","4","false"
"L85119","12","0","184","0","1466","1","1","false"
"L85120","23","0","230","0","230","2","5","true"
"L85121","8","0","30","0","479","2","2","false"
"L85122","9","0","178","0","1466","1","1","false"
"L85123","8","0","194","0","479","3","5","true"
"L86492","1","0","8","0","4735","1","1","false"
"L86494","1","0","64","0","474","2","3","false"
"L86495","1","0","4","0","4735","1","1","false"
"L86496","19","0","186","1","1466","4","14","false"
"L86498","2","0","37","0","244","1","1","false"
"L86499","1","0","9","0","4735","1","1","false"
"L86500","1","0","52","0","811","2","2","false"
"L87500","1","0","30","0","4735","1","1","false"
"L87502","3","0","48","0","1466","2","3","false"
"L87505","1","0","13","0","1466","2","3","false"
"L87507","29","0","362","0","230","4","14","false"
"L87509","1","0","13","0","4735","1","1","false"
"L87512","44","0","216","1","479","2","5","false"
"L124748","1","0","16","0","4735","1","1","false"
"L124749","1","0","13","1","762","1","1","false"
"L124750","1","0","9","0","762","1","1","false"
"L124752","1","0","13","1","5","2","2","false"
"L124753","1","0","17","0","1466","1","1","false"
"L124754","1","0","17","0","1466","1","1","false"
"L124755","1","0","48","0","230","6","9","false"
"L124756","1","0","50","1","1466","5","15","false"
"L124757","46","0","430","0","230","6","20","true"
"L124758","14","0","135","0","1466","1","1","false"
"L124759","31","0","177","0","230","6","12","false"
"L124762","1","0","17","0","1466","1","1","false"
"L124764","23","0","205","1","1466","6","12","false"
"L124765","1","0","17","0","31","2","2","false"
"L130649","4","0","66","0","4735","1","3","false"
"L130650","1","0","58","0","4735","1","1","false"
"L132770","1","0","12","0","1466","1","2","true"
"L133092","10","0","79","0","230","6","6","false"
"L133093","5","0","551","5","185","12","41","true"
"L133094","1","0","18","0","319","2","3","false"
"L133095","1","0","5","0","762","2","2","false"
"L133096","1","0","8","0","1466","2","2","false"
"L133097","104","0","700","12","185","9","64","false"
"L133098","29","0","293","3","185","8","34","true"
"L133099","7","0","53","0","230","6","6","false"
"L134156","1","0","53","0","1466","2","3","false"
"L134157","2","0","35","0","4735","1","1","false"
"L134158","1","0","21","0","1466","2","4","false"
"L134159","104","0","550","15","66","14","38","true"
"L134160","2","0","36","0","4735","1","1","false"
"L134161","86","0","460","5","811","6","24","true"
"L134162","2","0","35","0","4735","1","1","false"
"L134896","1","0","31","0","319","1","2","false"
"L134897","45","0","374","1","1466","3","7","true"
"L134898","1","0","20","1","319","2","5","false"
"L134899","2","0","15","0","319","1","1","false"
"L134900","1","0","11","0","319","1","1","false"
"L134901","2","0","39","0","319","1","1","false"
"L134902","10","0","36","0","319","1","1","false"
"L134903","1","0","12","0","319","1","1","false"
"L134904","1","0","16","0","319","1","1","false"
"L134905","1","0","12","0","319","1","1","false"
"L134906","1","0","14","0","319","1","1","false"
"L134907","1","0","40","0","319","1","1","false"
"L134908","8","0","123","0","1466","2","2","false"
"L135609","3","0","101","0","474","2","6","false"
"L135610","13","0","111","0","89","3","4","false"
"L135611","1","0","6","0","89","1","1","false"
"L135612","9","0","56","0","4735","1","1","false"
"L135613","27","0","193","1","1466","5","11","false"
"L135614","1","0","12","0","1466","2","3","false"
"L135615","1","0","4","0","4735","1","1","false"
"L135616","1","0","4","0","474","2","2","false"
"L135618","9","0","108","0","89","6","10","true"
"L135619","6","0","44","0","89","4","4","false"
"L135620","1","0","65","0","4735","2","2","false"
"L139998","1","0","5","0","474","1","1","false"
"L140002","6","0","59","0","1466","1","1","false"
"L140009","22","0","233","1","1466","5","8","false"
"L140690","1","0","66","2","234","5","9","false"
"L140692","1","0","6","0","4735","1","1","false"
"L140693","1","0","6","2","246","3","4","true"
"L140694","2","0","63","0","230","1","2","false"
"L140696","2","0","37","2","234","2","3","false"
"L140697","1","0","16","0","230","1","2","true"
"L140699","8","0","69","0","230","4","6","false"
"L140700","36","0","194","0","185","1","1","true"
"L140701","70","0","497","3","230","7","28","true"
"L140702","1","0","38","1","246","8","10","false"
"L142138","66","0","470","0","374","3","4","true"
"L142141","1","0","17","1","244","1","1","false"
"L142143","1","0","49","1","762","2","7","false"
"L142144","1","0","12","0","762","2","2","false"
"L142146","1","0","47","1","762","10","16","false"
"L142151","112","0","894","16","511","14","73","false"
"L142152","16","0","103","0","1466","2","2","false"
"L142153","1","0","15","0","511","3","3","false"
"L167660","1","0","15","0","319","1","1","false"
"L167661","1","0","13","0","319","1","1","false"
"L167662","4","0","97","0","319","1","1","false"
"L167663","97","0","676","6","319","6","20","true"
"L167664","30","0","208","0","319","1","2","false"
"L167665","1","0","11","0","319","1","1","false"
"L167666","2","0","16","0","319","1","1","false"
"L167667","17","0","187","1","31","2","4","false"
"L167668","1","0","15","0","319","1","1","false"
"L167669","1","0","10","0","319","1","1","false"
"L167670","11","0","116","0","319","1","2","false"
"L167671","185","0","1076","9","319","7","24","true"
"L167672","5","0","39","0","319","1","3","false"
"L167673","25","0","84","0","762","2","2","false"
"L169389","85","0","641","9","319","9","65","true"
"L169390","4","0","57","0","4735","1","2","false"
"L169392","10","0","148","0","4735","1","7","false"
"L169801","1","0","7","1","4735","1","2","false"
"L169802","1","0","3","0","4735","1","1","false"
"L169804","1","0","37","0","4735","1","1","false"
"L169805","3","0","21","1","511","1","1","false"
"L169806","1","0","23","0","4735","1","1","false"
"L169808","1","0","14","0","4735","1","1","false"
"L169811","1","0","7","0","4735","1","1","false"
"L169813","9","0","74","1","479","4","6","false"
"L169819","1","0","23","0","244","2","3","false"
"L169820","1","0","8","0","4735","1","1","false"
"L169824","10","0","92","0","244","2","2","false"
"L169825","8","0","61","0","89","1","4","true"
"L169826","5","0","60","0","1466","3","7","false"
"L169827","1","0","17","0","89","2","2","false"
"L169828","1","0","7","1","4735","1","2","false"
"L169829","6","0","58","0","4735","1","3","false"
"L169830","1","0","17","0","89","2","2","false"
"L169831","1","0","7","0","4735","1","1","false"
"L169833","3","0","29","0","511","1","1","true"
"L169835","24","0","336","4","244","7","25","true"
"L169836","1","0","10","0","474","2","3","true"
"L169837","1","0","97","0","474","2","3","false"
"L171994","1","0","8","0","4735","1","1","false"
"L171995","45","0","257","5","474","6","15","true"
"L172520","2","0","31","1","1466","2","2","false"
"L172521","1","0","18","1","1466","2","2","false"
"L172522","43","0","239","2","230","3","4","false"
"L172523","1","0","6","1","1466","2","2","false"
"L172524","1","0","8","0","319","1","1","false"
"L172525","11","0","122","2","1466","3","5","false"
"L172526","1","0","21","0","89","1","1","false"
"L519","5","0","68","1","374","3","3","false"
"L654","6","0","114","3","231","7","22","true"
"L776","45","0","228","1","374","2","3","false"
"L777","4","0","56","2","12","6","10","false"
"L1502","10","0","59","0","374","1","1","false"
"L2802","7","0","68","2","231","7","18","false"
"L2803","6","0","57","2","231","4","10","false"
"L2804","6","0","32","1","231","4","7","false"
"L4238","1","0","1","0","4735","1","2","false"
"L19210","1","0","18","0","12","4","6","false"
"L19211","3","0","40","0","29","1","2","false"
"L19212","1","0","17","0","1466","2","3","false"
"L19213","1","0","23","1","29","1","3","false"
"L19214","1","0","19","0","12","4","6","false"
"L19215","7","0","55","0","29","1","1","false"
"L19216","1","0","61","0","29","1","1","false"
"L19217","1","0","22","1","29","1","1","false"
"L19218","32","0","334","1","29","2","6","false"
"L19219","1","0","12","1","29","1","1","false"
"L19220","2","0","19","0","29","1","2","false"
"L19221","1","0","12","1","29","1","2","false"
"L19222","31","0","171","1","12","3","4","false"
"L19223","1","0","77","0","1466","2","2","false"
"L19224","12","0","148","1","1466","2","4","false"
"L19225","58","0","601","3","479","5","12","false"
"L19226","20","0","236","1","29","1","2","false"
"L19227","1","0","18","0","12","4","4","false"
"L19228","5","0","75","0","29","1","2","false"
"L19229","1","0","20","0","29","1","1","false"
"L19230","1","0","13","0","1466","2","2","false"
"L19231","5","0","61","1","29","1","3","false"
"L19232","24","0","107","0","29","1","2","false"
"L19233","8","0","165","0","29","1","2","false"
"L19234","4","0","40","0","29","1","1","false"
"L19235","3","0","86","1","29","1","2","false"
"L19236","6","0","102","1","29","1","2","false"
"L19237","20","0","200","1","29","1","3","false"
"L19238","3","0","51","0","29","1","1","false"
"L19239","1","0","42","1","4735","4","6","false"
"L19240","1","0","42","1","4735","4","5","false"
"L19241","1","0","44","1","4735","4","5","false"
"L21676","1","0","27","0","12","5","9","false"
"L21677","8","0","83","2","1466","5","9","false"
"L21678","27","0","194","1","1466","5","10","false"
"L21679","24","0","247","4","1466","5","16","false"
"L21680","64","0","368","5","762","8","29","true"
"L21681","1","0","78","0","1466","4","6","false"
"L21682","7","0","70","0","811","2","4","false"
"L21683","11","0","83","2","4735","4","9","false"
"L21684","3","0","40","0","762","3","5","false"
"L21685","60","0","344","12","762","13","42","true"
"L21686","97","0","523","8","1466","12","61","true"
"L23346","1","0","18","0","12","5","7","false"
"L23347","5","0","160","1","474","10","25","false"
"L23348","3","0","74","0","1","9","14","false"
"L23349","8","0","57","1","1466","6","9","false"
"L23350","1","0","1","0","11","2","2","false"
"L23351","8","0","91","1","1466","8","20","false"
"L23352","1","0","36","0","1466","6","9","false"
"L23353","11","0","164","3","1466","10","38","false"
"L23703","1","0","18","0","12","5","7","false"
"L23704","7","0","136","3","1466","8","21","false"
"L23705","1","0","56","0","1466","4","8","false"
"L23706","1","0","54","0","1466","5","9","false"
"L23707","1","0","33","0","474","1","3","false"
"L23708","1","0","27","0","762","2","2","false"
"L23709","1","0","1","0","4735","1","2","false"
"L23710","3","0","85","1","1466","2","6","false"
"L23711","1","0","33","0","762","2","2","false"
"L23712","14","0","163","2","1466","9","32","true"
"L23713","1","0","32","0","762","2","2","false"
"L23714","7","0","91","0","1466","3","6","false"
"L24147","1","0","18","0","12","5","7","false"
"L24148","5","0","128","0","474","7","17","false"
"L24149","3","0","86","0","1466","5","8","false"
"L24150","5","0","51","0","762","3","7","false"
"L24151","1","0","38","0","474","7","16","false"
"L24152","1","0","27","0","762","3","6","false"
"L24153","1","0","1","0","4735","1","2","false"
"L24154","11","0","134","2","474","7","18","false"
"L24155","1","0","4","0","762","2","4","false"
"L24156","3","0","69","0","762","8","15","false"
"L24157","1","0","41","0","762","6","17","false"
"L24158","3","0","113","2","762","9","33","false"
"L24600","1","0","18","0","12","3","3","false"
"L24601","4","0","145","0","474","3","3","false"
"L24602","3","0","62","0","12","2","2","false"
"L24603","1","0","29","0","12","2","2","false"
"L24604","1","0","1","0","12","2","2","false"
"L24605","8","0","82","0","474","3","3","false"
"L24606","1","0","28","0","474","3","3","false"
"L24607","13","0","182","0","1466","5","9","false"
"L24903","1","0","16","0","12","4","6","false"
"L24904","8","0","157","1","1466","6","11","false"
"L24905","7","0","94","0","474","6","10","false"
"L24906","6","0","90","0","1466","5","8","false"
"L24907","1","0","1","0","762","1","1","false"
"L24908","9","0","118","3","1466","11","39","false"
"L25310","1","0","18","0","12","5","7","false"
"L25311","15","0","214","1","1466","10","25","false"
"L25312","6","0","100","1","12","9","13","false"
"L25313","1","0","87","0","38","4","9","false"
"L25314","1","0","18","0","12","5","6","false"
"L25315","6","0","66","0","811","2","3","false"
"L25316","86","0","427","3","1466","12","33","false"
"L25317","3","0","50","1","12","6","8","false"
"L25318","5","0","116","0","4735","2","5","false"
"L25319","9","0","116","1","1466","8","17","false"
"L25320","7","0","71","0","1466","3","5","false"
"L25321","1","0","1","0","4735","1","2","false"
"L25322","10","0","79","2","230","11","29","false"
"L25323","12","0","92","3","474","11","26","false"
"L25324","7","0","85","1","1466","9","29","false"
"L26205","1","0","18","0","12","5","6","false"
"L26206","50","0","450","8","1466","13","47","false"
"L26207","1","0","144","0","38","7","13","false"
"L26208","1","0","54","0","1466","5","10","false"
"L26209","1","0","1","0","4735","1","2","false"
"L26210","16","0","184","3","1466","7","46","true"
"L27274","1","0","19","0","12","5","6","false"
"L27275","28","0","433","4","1466","9","28","false"
"L27276","1","0","122","1","46","7","13","false"
"L27277","1","0","1","0","4735","1","2","false"
"L27278","34","0","271","7","374","13","39","false"
"L27883","1","0","18","0","12","4","6","false"
"L27884","93","0","325","1","762","3","14","true"
"L27885","1","0","26","0","762","2","5","false"
"L27886","7","0","120","0","762","3","6","false"
"L27887","1","0","18","0","12","5","6","false"
"L27888","12","0","198","0","474","6","27","false"
"L27889","4","0","141","0","762","6","24","false"
"L27890","19","0","205","1","762","5","20","true"
"L27891","1","0","84","1","1466","3","10","false"
"L27892","11","0","131","0","511","4","16","false"
"L27893","16","0","166","0","762","3","16","false"
"L27894","33","0","265","0","762","5","23","false"
"L27895","12","0","152","2","511","7","37","true"
"L27896","11","0","225","0","474","5","17","false"
"L29123","1","0","18","0","12","4","5","false"
"L29124","5","0","53","0","89","3","4","false"
"L29125","1","0","22","0","1466","2","2","false"
"L29126","2","0","47","1","1466","2","4","false"
"L29127","1","0","18","0","12","4","5","false"
"L29128","55","0","219","1","4735","5","25","false"
"L29129","5","0","32","1","762","5","9","false"
"L29130","8","0","122","1","1466","4","6","false"
"L29131","1","0","1","0","4735","1","2","false"
"L29132","1","0","9","0","4735","1","2","false"
"L29133","1","0","18","0","12","5","6","false"
"L29134","9","0","53","1","1466","2","4","false"
"L29135","19","0","353","2","474","11","36","true"
"L29136","4","0","498","0","762","16","41","true"
"L29137","17","0","188","1","89","8","14","false"
"L29138","1","0","18","0","12","5","6","false"
"L29139","4","0","66","0","474","4","10","true"
"L29140","1","0","38","0","1466","4","8","false"
"L29141","14","0","55","0","511","3","4","false"
"L29142","11","0","97","2","234","3","9","false"
"L29143","13","0","124","1","38","4","9","false"
"L29144","4","0","58","0","474","5","10","false"
"L29145","13","0","79","1","762","7","17","false"
"L29146","5","0","54","0","38","6","13","false"
"L31610","1","0","1","0","22","1","1","false"
"L31611","1","0","29","0","474","2","2","false"
"L31612","1","0","30","0","474","2","2","false"
"L31613","1","0","19","0","12","4","5","false"
"L31614","3","0","99","0","474","4","5","false"
"L31615","2","0","49","0","1466","3","5","false"
"L31616","2","0","46","1","474","2","2","false"
"L31617","10","0","133","2","1466","8","18","false"
"L31889","12","0","93","0","4735","2","5","true"
"L31890","3","0","30","0","89","2","2","false"
"L31891","1","0","8","0","89","2","2","false"
"L31892","1","0","21","0","474","1","1","false"
"L31893","8","0","74","1","479","4","7","true"
"L31894","15","0","68","0","4735","1","1","false"
"L31895","5","0","79","0","1466","3","6","false"
"L31896","1","0","18","0","474","2","2","false"
"L31897","10","0","44","0","762","1","1","false"
"L31898","3","0","51","0","474","2","3","false"
"L31899","20","0","153","4","762","4","12","false"
"L31900","1","0","10","0","1466","2","3","false"
"L31901","1","0","11","0","4735","1","2","false"
"L31902","5","0","46","0","762","1","1","false"
"L31903","16","0","178","0","4735","7","16","false"
"L31904","6","0","30","1","4735","1","1","false"
"L35181","1","0","18","0","46","1","1","false"
"L35182","9","0","67","0","46","1","1","false"
"L35183","23","0","132","0","46","1","2","false"
"L35184","3","0","30","0","46","1","1","false"
"L35185","5","0","116","0","46","1","1","false"
"L35186","4","0","66","0","46","1","1","false"
"L35187","7","0","71","0","46","1","1","false"
"L35188","1","0","1","0","46","1","1","false"
"L35189","1","0","18","0","46","1","1","false"
"L35190","34","0","305","0","46","1","1","false"
"L35191","61","0","366","0","185","3","5","false"
"L35192","1","0","91","0","46","1","2","false"
"L35193","36","0","316","0","185","2","4","false"
"L35194","25","0","205","0","46","1","1","true"
"L35195","12","0","99","0","185","2","3","false"
"L35196","4","0","75","0","185","3","4","false"
"L35197","3","0","67","0","185","3","4","false"
"L37006","24","0","241","6","762","13","47","false"
"L37007","1","0","18","0","12","5","6","false"
"L37008","46","0","261","2","1466","12","20","true"
"L37009","42","0","467","4","1466","16","52","false"
"L37010","1","0","177","2","762","14","28","false"
"L37011","3","0","75","0","1466","7","13","false"
"L38144","1","0","13","0","511","1","1","false"
"L38145","11","0","157","0","511","4","9","false"
"L38146","1","0","21","0","511","1","1","false"
"L39451","3","0","63","0","89","6","13","false"
"L39452","1","0","17","0","89","1","1","false"
"L39453","3","0","47","0","89","5","9","false"
"L39454","3","0","47","0","89","6","11","false"
"L39828","1","0","423","1","46","13","24","false"
"L39829","1","0","353","1","319","6","13","false"
"L39830","1","0","502","0","185","11","26","false"
"L39831","4","0","34","0","89","2","4","false"
"L40533","1","0","18","0","89","1","1","false"
"L40534","1","0","15","0","244","4","4","false"
"L40535","4","0","326","2","1466","14","37","true"
"L40536","48","0","390","4","1466","11","38","false"
"L41942","1","0","6","0","474","1","1","false"
"L41943","1","0","22","0","474","1","2","false"
"L41944","1","0","10","0","474","1","1","false"
"L41945","1","0","12","0","1466","2","2","false"
"L42805","12","0","123","0","1466","2","4","true"
"L42806","7","0","41","0","1466","2","3","false"
"L42807","4","0","27","0","1466","1","2","true"
"L42808","43","0","270","1","479","4","9","false"
"L43892","8","0","170","0","31","3","4","false"
"L43893","46","0","257","0","1466","4","10","false"
"L43894","10","0","87","0","762","3","3","false"
"L43895","19","0","158","0","319","3","3","false"
"L43896","56","0","611","8","230","11","46","true"
"L43897","3","0","20","0","474","1","1","false"
"L43898","47","0","354","6","1466","9","16","true"
"L43899","119","0","542","6","811","9","24","true"
"L43900","242","0","1126","12","474","15","63","true"
"L43901","79","0","466","9","230","14","68","true"
"L43902","11","0","181","0","1466","3","13","false"
"L43903","19","0","120","5","1466","5","25","false"
"L43904","19","0","131","1","474","3","13","false"
"L43905","28","0","272","0","1","6","18","true"
"L43906","92","0","472","8","1466","11","51","true"
"L43907","2","0","21","0","1466","3","4","false"
"L43908","50","0","249","1","474","9","24","true"
"L43909","1","0","13","0","1466","2","2","false"
"L43910","17","0","118","0","319","2","4","false"
"L43911","1","0","36","0","319","1","1","false"
"L43912","40","0","268","0","319","2","3","false"
"L43913","5","0","60","0","319","1","1","false"
"L43914","51","0","359","2","319","3","7","false"
"L46677","24","0","234","1","479","4","11","false"
"L46678","40","0","149","1","1466","4","7","false"
"L46679","71","0","438","2","1466","4","12","false"
"L46680","10","0","53","0","1466","1","1","false"
"L46994","5","0","34","0","1466","1","1","false"
"L46995","4","0","36","0","1466","1","2","false"
"L46996","1","0","6","0","1466","1","1","false"
"L46997","1","0","14","0","1466","1","1","false"
"L46998","35","0","282","3","479","5","11","false"
"L46999","55","0","329","3","1466","5","16","false"
"L47000","54","0","396","7","1466","5","18","false"
"L47001","2","0","21","0","1466","1","1","false"
"L47002","8","0","85","0","1466","3","5","false"
"L47003","41","0","229","0","1466","1","1","false"
"L47004","2","0","28","1","1466","3","4","false"
"L47005","9","0","64","2","4735","3","6","false"
"L47006","11","0","47","0","1466","1","1","false"
"L47007","6","0","69","0","319","1","1","false"
"L47008","1","0","18","1","511","1","1","false"
"L47009","1","0","10","0","1466","1","2","false"
"L47010","17","0","108","1","1466","3","7","false"
"L47011","86","0","577","5","762","4","20","false"
"L47012","13","0","118","1","479","5","13","false"
"L47013","70","0","344","2","1466","4","13","true"
"L47014","22","0","133","0","1466","1","2","false"
"L47015","1","0","11","0","1466","1","1","false"
"L47016","1","0","6","0","1466","2","3","false"
"L47017","1","0","32","1","479","5","6","false"
"L47018","5","0","29","0","1466","2","3","false"
"L47019","1","0","9","1","511","1","1","false"
"L47020","1","0","14","0","4735","2","4","false"
"L47021","1","0","11","0","1466","1","1","false"
"L51189","80","0","591","6","185","8","52","true"
"L51190","1","0","60","2","185","7","7","false"
"L51582","1","0","14","1","319","1","1","false"
"L51583","1","0","91","4","230","9","35","true"
"L51584","7","0","42","3","319","3","5","false"
"L51585","26","0","187","0","474","5","7","true"
"L52992","1","0","20","0","319","2","3","false"
"L52995","1","0","7","0","1466","1","3","false"
"L52996","1","0","10","0","1466","1","1","false"
"L53355","12","0","119","0","230","4","8","false"
"L53356","4","0","33","0","230","2","6","false"
"L53357","1","0","22","0","230","2","4","false"
"L53358","11","0","93","0","230","3","9","false"
"L53359","1","0","38","0","230","2","3","false"
"L53633","7","0","131","1","374","5","12","false"
"L53634","8","0","66","1","511","4","12","false"
"L53635","3","0","100","1","479","3","9","false"
"L53636","42","0","308","4","4735","5","9","false"
"L53637","1","0","15","0","1466","3","3","false"
"L54167","17","0","77","0","244","1","2","false"
"L54168","16","0","166","0","244","3","3","false"
"L54169","9","0","199","1","811","3","3","false"
"L54170","2","0","28","0","12","2","2","false"
"L54171","6","0","135","0","244","3","4","false"
"L55159","31","0","353","0","511","1","1","false"
"L55160","4","0","60","0","511","1","1","false"
"L55161","7","0","83","0","1466","3","4","false"
"L55162","4","0","66","0","42","2","2","false"
"L55163","6","0","190","0","1466","2","2","false"
"L55164","6","0","190","0","1466","2","2","false"
"L55165","6","0","201","0","89","4","12","false"
"L55166","5","0","34","0","511","1","1","false"
"L55167","1","0","50","0","1466","4","6","false"
"L55168","10","0","37","0","1466","2","3","false"
"L56320","11","0","91","0","1466","1","2","false"
"L56321","22","0","109","0","1466","2","2","false"
"L56322","1","0","11","0","1466","1","2","false"
"L56323","1","0","15","0","4735","1","1","false"
"L56466","19","0","153","2","511","4","11","false"
"L56467","16","0","118","0","4735","1","3","false"
"L56468","10","0","94","0","4735","1","3","false"
"L56469","9","0","83","0","1466","3","7","true"
"L56470","1","0","21","0","4735","1","5","false"
"L56471","1","0","3","0","4735","1","1","false"
"L56472","15","0","127","0","4735","1","7","false"
"L57071","22","0","289","2","511","6","12","false"
"L57072","72","0","314","3","1","7","12","false"
"L57073","9","0","86","3","38","5","11","false"
"L57074","45","0","229","2","38","6","11","false"
"L57075","3","0","23","0","9","2","3","false"
"L57076","1","0","26","0","4735","1","3","false"
"L57077","1","0","12","0","1466","2","3","false"
"L57078","4","0","38","1","38","1","2","false"
"L58746","18","0","103","1","511","2","3","false"
"L58970","16","0","191","0","1","2","2","false"
"L58976","1","0","66","0","1466","1","1","false"
"L58978","2","0","41","0","1466","1","1","false"
"L58982","1","0","28","0","1466","1","1","false"
"L58989","9","0","107","0","1466","2","2","false"
"L58992","13","0","85","0","1466","1","1","false"
"L58997","60","0","588","0","1466","2","3","false"
"L58998","25","0","136","0","1466","1","1","false"
