"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of bugs"
"L1606","ViewScaleType.java","library/src/com/nostra13/universalimageloader/core/assist/ViewScaleType.java","L1598","9","0","22","1","932","8","0","0"
"L2502","BaseImageDecoder.java","library/src/com/nostra13/universalimageloader/core/decode/BaseImageDecoder.java","L2501","28","0","177","1","932","18","3","1"
"L2503","ImageDecoder.java","library/src/com/nostra13/universalimageloader/core/decode/ImageDecoder.java","L2501","1","0","6","1","932","3","0","0"
"L2504","ImageDecodingInfo.java","library/src/com/nostra13/universalimageloader/core/decode/ImageDecodingInfo.java","L2501","3","0","89","2","932","12","0","0"
"L2939","BitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/BitmapDisplayer.java","L2938","1","0","7","1","932","12","1","0"
"L2940","FadeInBitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/FadeInBitmapDisplayer.java","L2938","8","0","41","2","932","15","1","0"
"L2941","RoundedBitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/RoundedBitmapDisplayer.java","L2938","2","0","65","1","932","21","5","0"
"L2942","RoundedVignetteBitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/RoundedVignetteBitmapDisplayer.java","L2938","2","0","34","1","932","3","0","0"
"L2943","SimpleBitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/SimpleBitmapDisplayer.java","L2938","1","0","10","1","932","10","1","0"
"L3420","BaseImageDownloader.java","library/src/com/nostra13/universalimageloader/core/download/BaseImageDownloader.java","L3419","12","0","108","1","932","25","2","0"
"L3421","ImageDownloader.java","library/src/com/nostra13/universalimageloader/core/download/ImageDownloader.java","L3419","5","0","39","2","932","18","2","0"
"L3617","ImageAware.java","library/src/com/nostra13/universalimageloader/core/imageaware/ImageAware.java","L3616","1","0","15","1","932","11","1","0"
"L3618","ImageViewAware.java","library/src/com/nostra13/universalimageloader/core/imageaware/ImageViewAware.java","L3616","9","0","72","2","932","15","1","0"
"L3619","NonViewAware.java","library/src/com/nostra13/universalimageloader/core/imageaware/NonViewAware.java","L3616","4","0","54","1","932","1","0","0"
"L3620","ViewAware.java","library/src/com/nostra13/universalimageloader/core/imageaware/ViewAware.java","L3616","19","0","97","1","932","2","0","0"
"L4413","ImageLoadingListener.java","library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingListener.java","L4412","1","0","10","1","932","2","0","0"
"L4414","ImageLoadingProgressListener.java","library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingProgressListener.java","L4412","1","0","5","1","932","2","0","0"
"L4415","PauseOnScrollListener.java","library/src/com/nostra13/universalimageloader/core/listener/PauseOnScrollListener.java","L4412","8","0","49","1","932","2","0","0"
"L4416","SimpleImageLoadingListener.java","library/src/com/nostra13/universalimageloader/core/listener/SimpleImageLoadingListener.java","L4412","1","0","18","1","932","2","0","0"
"L4723","BitmapProcessor.java","library/src/com/nostra13/universalimageloader/core/process/BitmapProcessor.java","L4722","1","0","6","1","932","7","0","0"
"L182","BaseDiscCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/BaseDiscCache.java","L181","16","0","128","1","932","7","1","0"
"L183","LimitedAgeDiscCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/LimitedAgeDiscCache.java","L181","6","0","74","2","932","14","2","0"
"L184","UnlimitedDiscCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/UnlimitedDiscCache.java","L181","1","0","14","1","932","16","0","0"
"L1120","FileNameGenerator.java","library/src/com/nostra13/universalimageloader/cache/disc/naming/FileNameGenerator.java","L1119","1","0","4","1","932","8","0","0"
"L1121","HashCodeFileNameGenerator.java","library/src/com/nostra13/universalimageloader/cache/disc/naming/HashCodeFileNameGenerator.java","L1119","1","0","7","1","932","5","0","0"
"L1122","Md5FileNameGenerator.java","library/src/com/nostra13/universalimageloader/cache/disc/naming/Md5FileNameGenerator.java","L1119","2","0","26","1","932","5","0","0"
"L1230","FIFOLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/FIFOLimitedMemoryCache.java","L1229","3","0","48","1","932","7","0","0"
"L1231","FuzzyKeyMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/FuzzyKeyMemoryCache.java","L1229","4","0","45","1","932","8","0","0"
"L1232","LargestLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LargestLimitedMemoryCache.java","L1229","6","0","68","2","932","10","0","0"
"L1233","LimitedAgeMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LimitedAgeMemoryCache.java","L1229","4","0","47","1","932","6","0","0"
"L1234","LRULimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LRULimitedMemoryCache.java","L1229","3","0","63","1","932","7","0","0"
"L1235","LruMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LruMemoryCache.java","L1229","15","0","94","1","932","6","1","0"
"L1236","UsingFreqLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/UsingFreqLimitedMemoryCache.java","L1229","8","0","79","1","932","7","0","0"
"L1237","WeakMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/WeakMemoryCache.java","L1229","1","0","11","1","932","7","0","0"
"L1654","BlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/BlockingDeque.java","L1653","1","0","42","1","932","1","0","0"
"L1655","Deque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/Deque.java","L1653","1","0","36","1","932","1","0","0"
"L1656","LIFOLinkedBlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/LIFOLinkedBlockingDeque.java","L1653","1","0","13","1","932","2","0","0"
"L1657","LinkedBlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/LinkedBlockingDeque.java","L1653","74","0","632","1","932","1","0","0"
"L319","DiskLruCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/DiskLruCache.java","L318","104","0","656","1","932","9","0","0"
"L320","LruDiscCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/LruDiscCache.java","L318","19","0","161","1","932","8","0","1"
"L321","StrictLineReader.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/StrictLineReader.java","L318","20","0","93","1","932","7","0","0"
"L322","Util.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/Util.java","L318","9","0","50","1","932","7","0","0"
"L1613","ImageSizeTest.java","library/test/com/nostra13/universalimageloader/core/assist/ImageSizeTest.java","L1612","1","0","70","1","932","6","0","1"
"L3423","BaseImageDownloaderTest.java","library/test/com/nostra13/universalimageloader/core/download/BaseImageDownloaderTest.java","L3422","1","0","58","1","932","1","0","0"
"L4983","AbsListViewBaseActivity.java","sample/src/com/nostra13/example/universalimageloader/AbsListViewBaseActivity.java","L4982","3","0","58","1","932","3","0","0"
"L4984","BaseActivity.java","sample/src/com/nostra13/example/universalimageloader/BaseActivity.java","L4982","3","0","26","1","932","4","0","0"
"L4985","Constants.java","sample/src/com/nostra13/example/universalimageloader/Constants.java","L4982","1","0","150","1","932","14","0","0"
"L4986","HomeActivity.java","sample/src/com/nostra13/example/universalimageloader/HomeActivity.java","L4982","4","0","72","1","932","6","0","0"
"L4987","ImageGalleryActivity.java","sample/src/com/nostra13/example/universalimageloader/ImageGalleryActivity.java","L4982","2","0","71","1","932","12","0","0"
"L4988","ImageGridActivity.java","sample/src/com/nostra13/example/universalimageloader/ImageGridActivity.java","L4982","2","0","108","1","932","20","1","0"
"L4989","ImageListActivity.java","sample/src/com/nostra13/example/universalimageloader/ImageListActivity.java","L4982","4","0","106","1","932","23","1","0"
"L4990","ImagePagerActivity.java","sample/src/com/nostra13/example/universalimageloader/ImagePagerActivity.java","L4982","7","0","121","1","932","19","0","0"
"L4991","UILApplication.java","sample/src/com/nostra13/example/universalimageloader/UILApplication.java","L4982","3","0","34","1","932","13","0","0"
"L5529","UILWidgetProvider.java","sample/src/com/nostra13/example/universalimageloader/widget/UILWidgetProvider.java","L5528","2","0","49","1","932","11","0","0"
