@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L7674","2","0","34","0","3","14","1840","false"
"L7765","3","0","28","0","4","12","258","false"
"L7766","19","0","90","1","2","4","1840","true"
"L7841","7","0","46","0","2","3","1840","false"
"L7842","5","0","37","0","1","2","258","false"
"L7887","10","0","38","0","4","20","258","true"
"L7888","6","0","37","0","2","5","258","false"
"L7919","23","0","108","0","4","26","1840","false"
"L7920","79","0","357","3","5","45","648","true"
"L8097","11","0","66","0","4","55","1840","false"
"L8098","1","0","60","0","2","5","258","false"
"L8099","53","0","246","0","3","13","1840","true"
"L8228","3","0","89","0","3","14","258","false"
"L8229","43","0","107","1","4","41","232","false"
"L8230","39","0","192","1","7","58","1840","false"
"L8448","1","0","34","0","2","2","648","false"
"L8449","40","0","123","0","7","84","1840","true"
"L8450","1","0","13","0","1","4","258","false"
"L8451","1","0","9","0","1","6","258","false"
"L8452","1","0","10","0","1","1","1840","false"
"L8453","1","0","9","0","1","1","1840","false"
"L8454","4","0","20","0","3","7","258","false"
"L8455","47","0","236","3","5","27","648","true"
"L8456","9","0","35","0","3","7","258","false"
"L8457","1","0","61","0","1","5","258","false"
"L8458","2","0","36","0","1","1","1840","false"
"L8883","2","0","46","0","2","5","258","false"
"L8884","14","0","81","2","4","18","1840","false"
"L8973","1","0","13","0","4","16","258","false"
"L8974","11","0","64","3","6","40","1840","false"
"L9005","5","0","61","0","5","22","1840","false"
"L9006","20","0","137","3","5","53","648","true"
"L9081","9","0","62","1","4","27","648","false"
"L9082","16","0","86","2","5","48","1840","true"
"L9134","42","0","171","1","6","42","648","false"
"L9135","27","0","138","0","2","2","258","true"
"L9244","1","0","23","0","3","7","258","false"
"L9245","2","0","11","0","3","7","232","false"
"L9246","1","0","9","0","3","5","232","false"
"L9247","1","0","6","0","2","4","232","false"
"L9248","53","0","325","1","5","43","1840","false"
"L9249","1","0","77","0","3","6","232","false"
"L9250","8","0","40","0","4","18","258","false"
"L9251","19","0","107","0","3","10","258","false"
"L10448","15","0","393","0","3","9","55","false"
"L10449","26","0","156","1","4","7","648","true"
"L11190","4","0","48","0","3","6","1840","true"
"L11218","32","0","255","1","3","9","648","true"
"L11317","120","0","421","6","5","34","1840","true"
"L11318","11","0","91","0","3","4","208","true"
"L11319","14","0","60","0","4","4","208","false"
"L11320","81","0","327","0","5","23","1840","false"
"L11603","55","0","370","0","2","9","1840","false"
"L1959","3","0","28","0","1","2","1840","false"
"L1960","10","0","53","0","2","3","1840","true"
"L1961","23","0","155","0","2","10","1840","true"
"L1962","3","0","28","0","1","2","1840","false"
"L5553","1","0","18","0","1","1","258","false"
"L5570","1","0","10","0","1","1","258","false"
"L5571","6","0","75","0","2","2","1840","false"
"L5626","1","0","67","0","1","1","258","false"
"L5627","22","0","221","0","1","1","258","false"
"L6120","1","0","24","0","1","2","208","false"
"L6121","1","0","15","0","2","2","648","false"
"L6149","1","0","34","0","2","2","648","false"
"L6150","1","0","15","0","2","2","648","false"
"L6151","1","0","26","0","2","2","648","false"
"L6217","1","0","36","0","1","1","258","false"
"L6244","1","0","24","0","1","1","258","false"
"L8524","12","0","77","0","1","2","1840","true"
"L8525","7","0","39","0","1","1","1840","false"
"L9387","1","0","35","0","3","12","258","false"
"L9388","2","0","11","0","3","7","258","false"
"L9389","1","0","14","0","3","8","258","false"
"L9390","1","0","7","0","2","4","258","false"
"L9391","59","0","375","0","4","66","1840","false"
"L9392","1","0","16","0","1","1","258","false"
"L9393","39","0","230","0","1","1","258","false"
"L9394","1","0","72","0","4","12","258","false"
"L9395","14","0","123","0","4","22","258","false"
"L10023","11","0","73","0","3","3","1840","false"
"L10024","9","0","64","0","3","3","1840","false"
"L10025","25","0","157","0","3","6","1840","false"
"L11856","15","0","108","0","7","28","1840","false"
"L9259","5","0","29","0","3","6","258","false"
