@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L123232","1","0","13","1","762","1","1","false"
"L123233","1","0","9","0","762","1","1","false"
"L123235","1","0","13","1","36","1","1","false"
"L123236","1","0","17","0","1466","1","1","false"
"L123237","1","0","17","0","1466","1","1","false"
"L123238","1","0","38","0","474","3","4","false"
"L123239","1","0","54","1","4735","3","11","false"
"L123240","1","0","19","0","762","2","4","false"
"L123241","25","0","133","0","1466","4","6","false"
"L123242","24","0","291","1","762","6","29","true"
"L123245","1","0","17","0","1466","1","1","false"
"L123247","23","0","207","1","4735","5","11","false"
"L123248","1","0","17","0","31","2","2","false"
"L128614","4","0","66","0","4735","1","3","false"
"L128615","1","0","58","0","4735","1","1","false"
"L130670","1","0","12","0","1466","1","1","true"
"L131001","10","0","91","0","374","4","4","false"
"L131002","5","0","569","3","4735","10","28","true"
"L131003","1","0","18","0","319","2","3","false"
"L131004","1","0","5","0","762","2","2","false"
"L131005","1","0","8","0","1466","2","2","false"
"L131006","116","0","751","12","21","7","53","false"
"L131007","39","0","319","3","21","5","24","false"
"L131008","7","0","65","0","374","4","4","false"
"L132152","1","0","53","0","4735","1","2","false"
"L132153","2","0","35","0","4735","1","1","false"
"L132154","1","0","21","0","4735","1","3","false"
"L132155","104","0","530","13","811","13","29","true"
"L132156","2","0","36","0","4735","1","1","false"
"L132157","87","0","438","3","811","5","19","true"
"L132158","2","0","35","0","4735","1","1","false"
"L132800","1","0","31","0","319","1","2","false"
"L132801","39","0","275","1","474","2","5","false"
"L132802","1","0","17","0","319","1","2","true"
"L132803","2","0","15","0","319","1","1","false"
"L132804","1","0","11","0","319","1","1","false"
"L132805","2","0","39","0","319","1","1","false"
"L132806","10","0","36","0","319","1","1","false"
"L132807","1","0","12","0","319","1","1","false"
"L132808","1","0","16","0","319","1","1","false"
"L132809","1","0","12","0","319","1","1","false"
"L133523","4","0","101","0","474","1","1","false"
"L133524","12","0","108","0","4735","2","3","false"
"L133525","9","0","56","0","4735","1","1","false"
"L133526","27","0","185","1","474","4","9","false"
"L133527","1","0","12","0","4735","1","2","false"
"L133528","1","0","4","0","4735","1","1","false"
"L133529","1","0","4","0","474","2","2","false"
"L133531","9","0","107","0","474","5","9","false"
"L133532","3","0","29","0","4735","3","3","false"
"L133533","1","0","65","0","4735","2","2","false"
"L137602","1","0","5","0","474","1","1","false"
"L137606","6","0","59","0","1466","1","1","false"
"L137613","22","0","234","1","474","4","7","false"
"L138294","1","0","66","0","234","4","6","true"
"L138296","1","0","6","0","4735","1","1","false"
"L138297","1","0","5","0","18","2","2","true"
"L138298","2","0","60","0","230","1","1","false"
"L138300","2","0","32","0","234","1","1","true"
"L138301","1","0","15","0","230","1","1","false"
"L138303","8","0","69","0","234","4","5","false"
"L138304","70","0","499","0","38","5","15","true"
"L138305","1","0","38","0","234","7","9","true"
"L139572","66","0","469","0","511","2","3","true"
"L139575","1","0","17","1","244","1","1","false"
"L139577","1","0","41","0","762","2","5","true"
"L139578","1","0","12","0","762","2","2","false"
"L139580","1","0","49","0","246","8","12","true"
"L139585","107","0","853","10","4735","11","52","true"
"L139586","16","0","103","0","4735","1","1","false"
"L139587","1","0","16","0","1466","2","2","false"
"L168663","1","0","15","0","319","1","1","false"
"L168664","1","0","13","0","319","1","1","false"
"L168665","4","0","97","0","319","1","1","false"
"L168666","66","0","510","4","12","6","15","true"
"L168667","1","0","15","0","319","1","1","false"
"L168668","1","0","11","0","319","1","1","false"
"L168669","2","0","16","0","319","1","1","false"
"L168670","17","0","187","1","31","2","4","false"
"L168671","1","0","15","0","319","1","1","false"
"L168672","1","0","10","0","319","1","1","false"
"L168673","11","0","116","0","319","1","2","false"
"L168674","181","0","1064","5","12","5","17","true"
"L168675","5","0","39","0","319","1","3","false"
"L168676","25","0","84","0","762","2","2","false"
"L170061","71","0","574","7","244","8","53","true"
"L170062","4","0","57","0","4735","1","2","false"
"L170064","10","0","148","0","4735","1","7","false"
"L170438","5","0","268","0","474","2","4","false"
"L170441","1","0","7","1","4735","1","2","false"
"L170442","1","0","3","0","4735","1","1","false"
"L170444","1","0","37","0","4735","1","1","false"
"L170445","3","0","21","1","511","1","1","false"
"L170446","1","0","23","0","4735","1","1","false"
"L170448","1","0","14","0","4735","1","1","false"
"L170451","1","0","7","0","4735","1","1","false"
"L170453","9","0","75","0","31","3","5","true"
"L170459","1","0","21","0","4735","1","2","false"
"L170460","1","0","8","0","4735","1","1","false"
"L170464","1","0","50","0","4735","1","1","false"
"L170465","8","0","66","0","89","1","2","false"
"L170466","3","0","37","0","4735","2","5","false"
"L170467","1","0","17","0","89","2","2","false"
"L170468","1","0","7","1","4735","1","2","false"
"L170469","6","0","58","0","4735","1","3","false"
"L170470","1","0","17","0","89","2","2","false"
"L170471","1","0","7","0","4735","1","1","false"
"L170474","24","0","327","3","12","6","18","true"
"L170475","1","0","12","0","12","2","2","false"
"L170476","1","0","97","0","474","2","3","false"
"L172544","1","0","8","0","4735","1","1","false"
"L172545","44","0","260","2","4735","3","10","true"
"L173007","2","0","30","0","319","1","1","true"
"L173008","1","0","18","0","319","1","1","true"
"L173009","38","0","206","0","319","1","1","true"
"L173010","1","0","5","0","319","1","1","true"
"L173011","1","0","8","0","319","1","1","false"
"L173012","7","0","98","0","89","2","2","true"
"L173013","1","0","21","0","89","1","1","false"
"L4879","5","0","69","1","244","2","2","false"
"L4880","1","0","32","0","12","2","3","false"
"L5045","12","0","61","0","12","2","2","false"
"L6207","7","0","91","3","12","6","16","false"
"L6208","19","0","200","0","12","2","2","false"
"L6425","45","0","228","1","1466","1","2","false"
"L6426","4","0","56","2","12","6","10","false"
"L8303","7","0","68","2","12","5","15","false"
"L8304","6","0","57","2","1466","2","7","false"
"L8305","5","0","24","1","12","3","4","false"
"L9465","1","0","1","0","4735","1","2","false"
"L23678","1","0","18","0","12","4","6","false"
"L23679","3","0","40","0","29","1","2","false"
"L23680","1","0","17","0","1466","2","3","false"
"L23681","1","0","23","1","29","1","3","false"
"L23682","1","0","19","0","12","4","6","false"
"L23683","7","0","55","0","29","1","1","false"
"L23684","1","0","61","0","29","1","1","false"
"L23685","1","0","22","1","29","1","1","false"
"L23686","32","0","334","1","29","2","6","false"
"L23687","1","0","12","1","29","1","1","false"
"L23688","2","0","19","0","29","1","2","false"
"L23689","1","0","12","1","29","1","2","false"
"L23690","31","0","171","1","12","3","4","false"
"L23691","1","0","77","0","1466","2","2","false"
"L23692","12","0","148","1","1466","2","4","false"
"L23693","58","0","598","2","12","4","10","true"
"L23694","20","0","236","1","29","1","2","false"
"L23695","1","0","18","0","12","4","4","false"
"L23696","5","0","75","0","29","1","2","false"
"L23697","1","0","20","0","29","1","1","false"
"L23698","1","0","13","0","1466","2","2","false"
"L23699","5","0","61","1","29","1","3","false"
"L23700","24","0","107","0","29","1","2","false"
"L23701","8","0","165","0","29","1","2","false"
"L23702","4","0","40","0","29","1","1","false"
"L23703","3","0","86","1","29","1","2","false"
"L23704","6","0","102","1","29","1","2","false"
"L23705","20","0","200","1","29","1","3","false"
"L23706","3","0","51","0","29","1","1","false"
"L23707","1","0","36","0","12","3","5","true"
"L23708","1","0","36","0","12","3","4","true"
"L23709","1","0","37","0","12","3","4","true"
"L26131","1","0","27","0","12","5","9","false"
"L26132","7","0","55","0","762","3","5","true"
"L26133","27","0","194","1","244","5","8","false"
"L26134","24","0","246","4","12","5","15","false"
"L26135","64","0","370","5","12","8","28","false"
"L26136","1","0","78","0","1466","4","6","false"
"L26137","7","0","70","0","811","2","4","false"
"L26138","7","0","65","0","762","3","6","true"
"L26139","3","0","40","0","811","2","4","false"
"L26140","56","0","304","7","474","10","32","true"
"L26141","86","0","500","6","474","12","55","true"
"L27717","1","0","18","0","12","5","7","false"
"L27718","7","0","165","1","12","10","21","false"
"L27719","3","0","70","0","12","8","13","false"
"L27720","10","0","61","1","12","5","6","false"
"L27721","1","0","1","0","11","2","2","false"
"L27722","10","0","97","1","474","8","17","false"
"L27723","3","0","39","0","12","4","5","false"
"L27724","11","0","169","3","474","10","32","false"
"L28076","1","0","18","0","12","5","7","false"
"L28077","7","0","128","1","479","5","14","true"
"L28078","1","0","56","0","1466","4","8","false"
"L28079","1","0","54","0","230","3","7","false"
"L28080","1","0","27","0","474","1","2","false"
"L28081","1","0","40","0","474","1","1","false"
"L28082","1","0","1","0","4735","1","2","false"
"L28083","3","0","76","0","474","1","1","true"
"L28084","1","0","33","0","474","1","1","false"
"L28085","14","0","160","2","474","8","27","false"
"L28086","1","0","34","0","474","1","1","false"
"L28087","7","0","91","0","474","1","2","false"
"L28514","1","0","18","0","12","5","7","false"
"L28515","5","0","123","0","1466","6","15","false"
"L28516","3","0","86","0","1466","5","8","false"
"L28517","9","0","61","0","762","3","6","false"
"L28518","1","0","38","0","474","7","15","false"
"L28519","5","0","64","0","762","3","5","false"
"L28520","1","0","1","0","4735","1","2","false"
"L28521","13","0","127","0","1466","6","14","true"
"L28522","1","0","15","0","4735","1","3","false"
"L28523","3","0","69","0","12","8","14","false"
"L28524","1","0","45","0","474","6","16","false"
"L28525","3","0","117","2","474","9","26","false"
"L28967","1","0","18","0","12","3","3","false"
"L28968","4","0","145","0","12","2","2","false"
"L28969","3","0","62","0","12","2","2","false"
"L28970","1","0","29","0","12","2","2","false"
"L28971","1","0","1","0","12","2","2","false"
"L28972","8","0","82","0","474","3","3","false"
"L28973","1","0","27","0","12","2","2","false"
"L28974","13","0","187","0","474","3","3","false"
"L29274","1","0","16","0","12","4","6","false"
"L29275","8","0","157","1","1466","6","11","false"
"L29276","7","0","94","0","474","6","10","false"
"L29277","8","0","94","0","474","4","5","false"
"L29278","1","0","1","0","762","1","1","false"
"L29279","9","0","124","3","474","11","33","false"
"L29684","1","0","18","0","12","5","7","false"
"L29685","17","0","200","1","474","9","19","false"
"L29686","6","0","100","1","12","9","13","false"
"L29687","1","0","87","0","38","4","9","false"
"L29688","1","0","18","0","12","5","6","false"
"L29689","6","0","66","0","811","2","3","false"
"L29690","88","0","428","3","12","12","28","false"
"L29691","3","0","50","1","12","6","8","false"
"L29692","5","0","116","0","4735","2","5","false"
"L29693","16","0","165","1","12","7","13","false"
"L29694","7","0","71","0","1466","3","5","false"
"L29695","1","0","1","0","4735","1","2","false"
"L29696","6","0","72","2","474","10","25","false"
"L29697","12","0","95","3","474","11","25","false"
"L29698","8","0","92","1","474","9","24","false"
"L30584","1","0","18","0","12","5","6","false"
"L30585","51","0","430","5","474","12","37","true"
"L30586","1","0","144","0","38","7","13","false"
"L30587","1","0","54","0","4735","4","8","false"
"L30588","1","0","1","0","4735","1","2","false"
"L30589","16","0","182","3","474","7","40","true"
"L31660","1","0","19","0","12","5","6","false"
"L31661","31","0","438","3","474","9","21","true"
"L31662","1","0","119","1","1466","7","11","false"
"L31663","1","0","1","0","4735","1","2","false"
"L31664","34","0","271","7","474","12","35","false"
"L32226","1","0","18","0","12","4","6","false"
"L32227","93","0","325","1","474","3","13","false"
"L32228","1","0","26","0","1466","2","4","false"
"L32229","7","0","115","0","4735","3","5","false"
"L32230","1","0","18","0","12","5","6","false"
"L32231","11","0","185","0","474","6","24","false"
"L32232","4","0","146","0","1466","5","22","false"
"L32233","20","0","217","1","4735","4","18","false"
"L32234","3","0","84","1","474","3","8","false"
"L32235","12","0","140","0","1466","2","14","false"
"L32236","21","0","208","0","1466","2","14","false"
"L32237","33","0","262","0","474","4","19","false"
"L32238","12","0","152","2","474","6","34","false"
"L32239","10","0","213","0","474","5","14","false"
"L33466","1","0","18","0","12","4","5","false"
"L33467","5","0","47","0","1","2","3","false"
"L33468","1","0","22","0","1466","2","2","false"
"L33469","4","0","53","1","762","1","3","false"
"L33470","1","0","18","0","12","4","5","false"
"L33471","55","0","219","1","4735","5","25","false"
"L33472","5","0","32","1","762","5","9","false"
"L33473","8","0","122","1","1466","4","6","false"
"L33474","1","0","1","0","4735","1","2","false"
"L33475","1","0","9","0","4735","1","2","false"
"L33476","1","0","18","0","12","5","6","false"
"L33477","9","0","53","1","1466","2","4","false"
"L33478","27","0","348","2","4735","8","26","false"
"L33479","4","0","531","0","4735","15","37","true"
"L33480","17","0","186","1","21","7","12","false"
"L33481","1","0","18","0","12","5","6","false"
"L33482","6","0","73","0","4735","3","9","false"
"L33483","1","0","38","0","1466","4","8","false"
"L33484","14","0","55","0","1466","2","3","false"
"L33485","11","0","97","2","234","3","9","false"
"L33486","13","0","124","1","38","4","9","false"
"L33487","4","0","60","0","38","5","9","false"
"L33488","13","0","81","0","38","7","16","true"
"L33489","5","0","54","0","38","6","13","false"
"L35949","1","0","1","0","22","1","1","false"
"L35950","1","0","29","0","474","2","2","false"
"L35951","1","0","29","0","22","1","1","false"
"L35952","1","0","19","0","12","4","5","false"
"L35953","3","0","93","0","21","3","3","false"
"L35954","2","0","49","0","1466","3","5","false"
"L35955","2","0","46","1","474","2","2","false"
"L35956","10","0","133","2","474","8","16","false"
"L36217","13","0","101","0","1466","2","4","false"
"L36218","1","0","7","0","474","1","1","false"
"L36219","1","0","6","0","474","1","1","false"
"L36220","1","0","21","0","474","1","1","false"
"L36221","8","0","76","0","31","3","6","true"
"L36222","15","0","68","0","4735","1","1","false"
"L36223","5","0","79","0","1466","3","6","false"
"L36224","1","0","22","0","38","1","1","false"
"L36225","10","0","44","0","762","1","1","false"
"L36226","3","0","51","0","474","2","3","false"
"L36227","20","0","151","2","474","3","9","true"
"L36228","1","0","10","0","1466","2","3","false"
"L36229","1","0","11","0","4735","1","2","false"
"L36230","5","0","46","0","762","1","1","false"
"L36231","13","0","123","0","474","6","14","false"
"L36232","6","0","30","1","4735","1","1","false"
"L39253","1","0","18","0","12","4","5","false"
"L39254","9","0","67","0","479","1","1","false"
"L39255","22","0","121","0","46","6","9","false"
"L39256","3","0","30","0","1466","4","4","false"
"L39257","5","0","116","0","4735","2","2","false"
"L39258","3","0","58","0","1466","3","3","false"
"L39259","7","0","71","0","1466","3","3","false"
"L39260","1","0","1","0","246","1","1","false"
"L39261","1","0","18","0","12","4","4","false"
"L39262","33","0","297","1","1466","5","9","false"
"L39263","38","0","240","0","474","6","9","false"
"L39264","1","0","52","0","1466","2","3","false"
"L39265","35","0","284","2","4735","5","9","true"
"L39266","22","0","172","1","46","5","7","false"
"L39267","12","0","98","2","474","7","13","false"
"L39268","4","0","70","0","474","5","8","false"
"L39269","3","0","59","1","474","5","11","false"
"L40650","23","0","238","5","474","12","41","true"
"L40651","1","0","18","0","12","5","6","false"
"L40652","42","0","245","2","474","11","18","false"
"L40653","49","0","478","2","474","15","43","true"
"L40654","1","0","181","2","34","14","27","false"
"L40655","3","0","71","0","4735","6","11","false"
"L41482","1","0","8","0","4735","1","1","false"
"L41483","13","0","164","0","1466","3","5","false"
"L41609","6","0","260","0","4735","4","9","false"
"L41610","1","0","13","0","4735","1","2","false"
"L41611","1","0","13","0","511","1","1","false"
"L41612","15","0","201","0","511","4","8","false"
"L41613","1","0","21","0","511","1","1","false"
"L43241","3","0","63","0","89","6","13","false"
"L43242","1","0","17","0","89","1","1","false"
"L43243","3","0","47","0","89","5","9","false"
"L43244","3","0","47","0","89","6","11","false"
"L43614","1","0","400","1","12","12","22","false"
"L43615","1","0","337","1","1466","6","12","false"
"L43616","1","0","486","0","1466","10","25","false"
"L43617","3","0","27","0","89","1","1","false"
"L44278","1","0","18","0","89","1","1","false"
"L44279","1","0","15","0","244","4","4","false"
"L44280","5","0","336","2","230","11","31","true"
"L44281","48","0","385","4","12","10","34","false"
"L45654","1","0","6","0","474","1","1","false"
"L45655","1","0","22","0","474","1","2","false"
"L45656","1","0","10","0","474","1","1","false"
"L45657","1","0","12","0","1466","2","2","false"
"L46480","12","0","123","0","1466","2","4","true"
"L46481","7","0","41","0","1466","2","3","false"
"L46482","4","0","27","0","1466","1","2","true"
"L46483","41","0","259","0","474","3","5","true"
"L47460","8","0","170","0","31","3","4","false"
"L47461","46","0","257","0","1466","4","10","false"
"L47462","10","0","82","0","1","2","2","false"
"L47463","19","0","161","0","1466","2","2","false"
"L47464","53","0","560","7","185","9","37","true"
"L47465","49","0","358","6","511","8","14","false"
"L47466","118","0","532","5","12","9","19","true"
"L47467","231","0","1078","10","474","14","57","true"
"L47468","77","0","426","8","230","12","53","true"
"L47469","13","0","184","0","4735","3","12","false"
"L47470","19","0","120","5","474","5","24","false"
"L47471","19","0","131","1","474","3","13","false"
"L47472","28","0","272","0","1","6","18","false"
"L47473","93","0","473","8","762","10","48","false"
"L47474","2","0","21","0","511","2","3","false"
"L47475","50","0","249","1","474","9","24","true"
"L47476","1","0","13","0","1466","2","2","false"
"L47477","17","0","117","0","1466","2","3","false"
"L47478","1","0","36","0","319","1","1","false"
"L47479","40","0","272","0","1466","2","2","false"
"L47480","5","0","60","0","319","1","1","false"
"L47481","49","0","329","2","319","3","5","false"
"L50068","25","0","221","1","246","3","8","false"
"L50069","40","0","149","1","1466","4","7","false"
"L50070","71","0","438","2","1466","4","12","false"
"L50071","10","0","53","0","1466","1","1","false"
"L50352","4","0","38","0","1466","1","1","false"
"L50353","1","0","14","0","1466","1","1","false"
"L50354","35","0","282","3","479","5","11","false"
"L50355","55","0","329","2","319","5","15","true"
"L50356","55","0","413","6","479","5","16","true"
"L50357","8","0","85","0","1466","3","4","false"
"L50358","2","0","24","1","511","3","3","false"
"L50359","9","0","64","2","4735","3","6","false"
"L50360","6","0","69","0","319","1","1","false"
"L50361","1","0","18","1","511","1","1","false"
"L50362","1","0","10","0","1466","1","2","false"
"L50363","17","0","108","1","1466","3","7","false"
"L50364","86","0","578","5","4735","4","19","false"
"L50365","14","0","111","0","762","4","8","true"
"L50366","70","0","344","1","319","4","12","true"
"L50367","22","0","133","0","1466","1","2","false"
"L50368","1","0","11","0","1466","1","1","false"
"L50369","1","0","6","0","4735","2","2","false"
"L50370","1","0","32","1","479","5","6","false"
"L50371","5","0","29","0","1466","2","3","false"
"L50372","1","0","9","1","511","1","1","false"
"L50373","1","0","14","0","4735","2","4","false"
"L54331","79","0","580","2","4735","7","38","true"
"L54332","3","0","63","0","4735","3","3","true"
"L54712","1","0","14","1","319","1","1","false"
"L54713","1","0","79","2","230","7","16","true"
"L54714","6","0","39","1","4735","2","3","true"
"L54715","26","0","187","0","474","5","7","true"
"L56016","1","0","6","0","1466","1","1","false"
"L56017","1","0","10","0","1466","1","1","false"
"L56435","12","0","117","0","12","2","4","false"
"L56436","4","0","43","0","230","1","1","false"
"L56437","1","0","22","0","230","2","4","false"
"L56438","11","0","91","0","230","2","6","false"
"L56687","7","0","133","1","479","4","11","false"
"L56688","8","0","66","1","511","4","12","false"
"L56689","3","0","100","1","479","3","9","false"
"L56690","5","0","104","1","479","3","12","false"
"L56691","42","0","309","4","479","4","7","false"
"L56692","1","0","4","0","4735","1","1","false"
"L56693","1","0","17","0","511","2","2","false"
"L57251","16","0","166","0","244","3","3","false"
"L57252","8","0","193","0","12","2","2","true"
"L57253","2","0","28","0","12","2","2","false"
"L57254","6","0","132","0","244","3","3","false"
"L57995","7","0","83","0","1466","3","4","false"
"L57996","4","0","66","0","42","2","2","false"
"L57997","6","0","190","0","1466","2","2","false"
"L57998","6","0","190","0","1466","2","2","false"
"L57999","6","0","196","0","1466","3","11","false"
"L58000","5","0","34","0","511","1","1","false"
"L58001","1","0","50","0","1466","4","6","false"
"L58002","10","0","37","0","1466","2","3","false"
"L58003","18","0","115","0","4735","1","1","false"
"L58764","11","0","91","0","1466","1","2","false"
"L58765","1","0","5","0","1466","1","1","false"
"L58766","22","0","109","0","1466","2","2","false"
"L58767","1","0","9","0","1466","1","1","false"
"L58768","1","0","15","0","4735","1","1","false"
"L58912","19","0","153","2","511","4","11","false"
"L58913","16","0","118","0","4735","1","3","false"
"L58914","10","0","94","0","4735","1","3","false"
"L58915","9","0","83","0","1466","3","7","false"
"L58916","1","0","21","0","4735","1","5","false"
"L58917","1","0","3","0","4735","1","1","false"
"L58918","15","0","127","0","4735","1","7","false"
"L59469","22","0","286","2","12","6","11","false"
"L59470","1","0","24","0","22","1","1","false"
"L59471","74","0","330","2","185","6","10","true"
"L59472","9","0","90","2","22","4","8","true"
"L59473","45","0","227","1","244","4","8","true"
"L59474","3","0","23","0","9","2","3","false"
"L59475","1","0","26","0","4735","1","3","false"
"L59476","2","0","23","0","1466","2","2","false"
"L60991","18","0","103","1","511","2","3","false"
"L61209","16","0","191","0","1466","1","1","false"
"L61215","1","0","66","0","1466","1","1","false"
"L61217","2","0","41","0","1466","1","1","false"
"L61221","1","0","28","0","1466","1","1","false"
"L61228","9","0","107","0","1466","2","2","false"
"L61231","13","0","85","0","1466","1","1","false"
"L61236","60","0","588","0","1466","2","3","false"
"L61238","8","0","160","0","1466","1","1","false"
"L61240","8","0","277","0","1466","2","2","false"
"L61245","9","0","78","0","1466","1","1","false"
"L61248","8","0","41","0","1466","1","1","false"
"L61249","4","0","41","0","4735","1","1","false"
"L61259","1","0","11","0","91","1","1","false"
"L61265","6","0","67","0","1466","1","2","false"
"L61273","1","0","79","0","4735","1","1","false"
"L61276","23","0","180","0","1466","1","1","false"
"L69148","1","0","5","0","4735","1","1","false"
"L69149","1","0","7","0","4735","1","1","false"
"L69150","15","0","111","1","479","1","1","false"
"L69153","17","0","97","0","4735","1","1","false"
"L69154","7","0","88","0","4735","1","1","false"
"L69155","26","0","112","1","374","4","9","true"
"L69156","1","0","5","0","4735","1","1","false"
"L69157","17","0","179","1","12","5","8","true"
"L69158","10","0","66","0","4735","1","1","false"
"L69160","43","0","202","0","4735","1","1","false"
"L70295","1","0","23","1","10","1","1","false"
"L70296","7","0","31","0","374","3","3","false"
"L70327","63","0","254","1","12","7","8","true"
"L70328","3","0","30","1","319","3","3","false"
"L70329","85","0","148","1","185","4","4","true"
"L70446","1","0","5","0","511","2","2","false"
"L70447","10","0","70","0","511","1","3","false"
"L70512","1","0","22","0","5","2","2","false"
