@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L5349","16","0","112","0","20","0","0","false"
"L5350","10","0","91","0","16","0","0","false"
"L5351","1","0","6","0","5","0","0","false"
"L5352","12","0","41","0","2","0","0","false"
"L5353","4","0","32","0","7","0","0","false"
"L5354","12","0","297","0","76","4","420","false"
"L5355","1","0","5","0","5","0","0","false"
"L5356","1","0","5","0","2","0","0","false"
"L5357","3","0","247","0","59","2","6","false"
"L5358","1","0","5","0","2","0","0","false"
"L5359","3","0","13","0","4","0","0","false"
"L5360","1","0","11","0","11","0","0","false"
"L10940","4","0","45","0","11","0","0","false"
"L10978","1","0","10","0","5","0","0","false"
"L10979","3","0","17","0","3","0","0","false"
"L11051","29","0","86","0","6","0","0","false"
"L11052","13","0","88","0","17","0","0","false"
"L11053","5","0","50","0","3","0","0","false"
"L11054","1","0","4","0","3","0","0","false"
"L11179","1","0","11","0","2","0","0","false"
"L11180","2","0","72","0","12","0","0","false"
"L11181","1","0","11","0","2","0","0","false"
"L11182","1","0","11","0","2","0","0","false"
"L11183","1","0","20","0","2","0","0","false"
"L11184","1","0","11","0","1","0","0","false"
"L11185","1","0","11","0","2","0","0","false"
"L11186","1","0","7","0","3","0","0","false"
"L11187","4","0","45","0","5","0","0","false"
"L11188","1","0","11","0","2","0","0","false"
"L11189","1","0","11","0","2","0","0","false"
"L11190","1","0","19","0","5","0","0","false"
"L11191","1","0","11","0","4","0","0","false"
"L11192","1","0","11","0","2","0","0","false"
"L11193","1","0","11","0","2","0","0","false"
"L11194","1","0","10","0","1","0","0","false"
"L11195","1","0","10","0","1","0","0","false"
"L11196","1","0","11","0","2","0","0","false"
"L11197","1","0","10","0","2","0","0","false"
"L11382","1","0","28","0","3","0","0","false"
"L11383","115","0","421","0","35","0","0","false"
"L11384","1","0","18","0","5","0","0","false"
"L12056","31","0","142","0","12","0","0","false"
"L12057","2","0","21","0","3","0","0","false"
"L12058","1","0","14","0","8","0","0","false"
"L12059","17","0","89","0","8","0","0","false"
"L12252","1","0","12","0","9","4","6","false"
"L12253","5","0","109","0","6","0","0","false"
"L12254","7","0","90","0","8","4","6","false"
"L12255","4","0","81","0","9","4","6","false"
"L12256","1","0","37","0","4","0","0","false"
"L12257","65","0","365","0","14","4","6","false"
"L12258","25","0","211","0","49","0","0","false"
"L12259","1","0","24","0","15","0","0","false"
"L12810","9","0","46","0","2","0","0","false"
"L12811","93","0","406","0","30","0","0","false"
"L12812","51","0","353","0","9","0","0","false"
"L12813","14","0","96","0","4","0","0","false"
"L12814","9","0","44","0","1","0","0","false"
"L12815","1","0","67","0","42","0","0","true"
"L12816","7","0","200","0","25","0","0","true"
"L12817","1","0","5","0","2","0","0","false"
"L12818","1","0","19","0","6","0","0","false"
"L12819","27","0","108","0","2","0","0","false"
"L12820","1","0","8","0","5","0","0","false"
"L12821","3","0","32","0","14","0","0","true"
"L12822","6","0","50","0","6","0","0","false"
"L12823","1","0","11","0","3","0","0","false"
"L12824","1","0","8","0","16","0","0","false"
"L12825","18","0","157","0","35","0","0","true"
"L12826","1","0","26","0","19","0","0","true"
"L12827","1","0","30","0","26","0","0","false"
"L12828","29","0","288","0","22","2","3122","true"
"L12829","2","0","80","0","11","0","0","false"
"L12830","8","0","99","0","15","0","0","false"
"L12831","18","0","134","0","16","0","0","false"
"L12832","80","0","446","0","22","0","0","true"
"L12833","77","0","683","0","107","0","0","false"
"L12834","1","0","11","0","21","0","0","false"
"L12835","60","0","346","0","21","0","0","true"
"L12836","37","0","377","0","30","0","0","true"
"L12837","5","0","62","0","10","0","0","false"
"L12838","5","0","53","0","10","0","0","false"
"L12839","9","0","69","0","6","0","0","true"
"L12840","1","0","11","0","2","0","0","false"
"L12841","35","0","144","0","9","0","0","true"
"L12842","36","0","138","0","11","0","0","true"
"L12843","4","0","39","0","32","2","6","true"
"L12844","5","0","32","0","3","0","0","false"
"L12845","10","0","124","0","11","0","0","false"
"L12846","8","0","69","0","7","0","0","false"
"L12847","22","0","152","0","6","0","0","false"
"L12848","6","0","95","0","9","0","0","false"
"L12849","18","0","109","0","8","0","0","false"
"L15769","1","0","6","0","4","0","0","false"
"L15770","7","0","39","0","19","0","0","false"
"L15771","1","0","8","0","3","0","0","false"
"L15803","1","0","14","0","3","0","0","false"
"L15804","44","0","223","0","19","5","6","false"
"L15805","1","0","11","0","2","0","0","false"
"L15806","8","0","59","0","29","3","6","true"
"L15807","29","0","156","0","47","4","420","true"
"L15808","54","0","226","0","20","4","6","true"
"L16126","1","0","10","0","2","0","0","false"
"L16127","8","0","87","0","17","0","0","false"
"L16201","20","0","149","0","42","0","0","false"
"L18629","10","0","97","0","3","0","0","false"
"L18630","1","0","16","0","1","0","0","false"
"L18631","1","0","6","0","4","0","0","false"
"L18632","2","0","17","0","3","0","0","false"
"L19123","3","0","121","0","9","0","0","false"
"L19211","1","0","8","0","11","0","0","false"
"L19212","3","0","32","0","24","0","0","false"
"L19213","1","0","12","0","3","0","0","false"
"L19214","15","0","32","0","13","0","0","false"
"L19215","4","0","28","0","3","0","0","false"
"L19465","1","0","38","0","29","0","0","false"
"L19466","38","0","302","0","87","0","0","false"
"L19467","6","0","67","0","4","0","0","false"
"L19468","1","0","17","0","18","0","0","false"
"L19469","1","0","7","0","4","0","0","false"
"L19470","1","0","8","0","2","0","0","false"
"L19471","1","0","20","0","18","0","0","false"
"L19472","157","0","339","0","74","0","0","true"
"L19473","1","0","5","0","3","0","0","false"
"L20820","13","0","110","0","8","0","0","false"
"L20919","130","0","914","0","8","0","0","false"
"L20920","20","0","220","0","14","0","0","false"
"L20921","11","0","128","0","11","0","0","false"
"L20922","29","0","293","0","10","0","0","false"
"L20923","1","0","7","0","6","0","0","false"
"L23213","1","0","30","0","26","0","0","false"
"L23214","18","0","87","0","16","0","0","false"
"L23215","17","0","95","0","15","0","0","false"
"L23216","10","0","63","0","14","0","0","false"
"L23217","15","0","80","0","15","0","0","false"
"L23218","23","0","107","0","27","0","0","false"
"L23219","10","0","64","0","1","0","0","false"
"L23220","22","0","104","0","6","0","0","false"
"L23221","7","0","58","0","2","0","0","false"
"L23222","36","0","173","0","32","0","0","false"
"L23223","58","0","229","0","24","0","0","false"
"L23224","15","0","84","0","19","0","0","false"
"L23225","12","0","65","0","5","0","0","false"
"L23226","3","0","47","0","26","0","0","false"
"L23227","27","0","146","0","35","0","0","true"
"L23228","41","0","129","0","7","0","0","false"
"L23229","19","0","83","0","1","0","0","false"
"L23230","19","0","93","0","21","0","0","false"
"L23231","14","0","63","0","5","0","0","false"
"L23232","7","0","43","0","14","0","0","false"
"L23233","19","0","105","0","14","0","0","false"
"L23234","3","0","25","0","1","0","0","false"
"L23235","4","0","33","0","3","0","0","false"
"L23236","1","0","7","0","3","0","0","false"
"L23237","11","0","66","0","16","0","0","false"
"L23238","12","0","56","0","12","0","0","false"
"L23239","33","0","170","0","50","0","0","false"
"L23240","7","0","25","0","4","0","0","false"
"L23241","12","0","60","0","12","0","0","false"
"L23242","91","0","359","0","31","3","6","false"
"L23243","1","0","9","0","2","0","0","false"
"L23244","12","0","58","0","13","0","0","false"
"L23245","315","0","990","0","214","4","3122","false"
"L23246","8","0","28","0","7","0","0","false"
"L23247","24","0","130","0","20","0","0","false"
"L23248","9","0","55","0","12","0","0","false"
"L23249","9","0","56","0","13","0","0","false"
"L23250","11","0","64","0","15","0","0","false"
"L23251","82","0","298","0","56","0","0","false"
"L23252","3","0","39","0","2","0","0","false"
"L23253","1","0","13","0","9","0","0","false"
"L23254","3","0","36","0","5","0","0","false"
"L23255","1","0","9","0","2","0","0","false"
"L23256","3","0","77","0","10","0","0","false"
"L23257","6","0","57","0","3","0","0","false"
"L23258","26","0","132","0","5","0","0","false"
"L23259","25","0","346","0","17","0","0","false"
"L23260","8","0","58","0","2","0","0","false"
"L23261","17","0","91","0","7","0","0","false"
"L23262","35","0","233","0","41","0","0","false"
"L23263","64","0","201","0","66","0","0","false"
"L23264","3","0","76","0","4","3","6","false"
"L23265","2","0","65","0","1","0","0","false"
"L27898","1","0","4","0","1","0","0","false"
"L27899","1","0","46","0","37","4","6","false"
"L27900","7","0","49","0","7","4","6","false"
"L27901","1","0","8","0","3","0","0","false"
"L27902","1","0","8","0","3","0","0","false"
"L27903","11","0","55","0","6","0","0","false"
"L27904","6","0","113","0","17","0","0","false"
"L27905","6","0","50","0","9","0","0","false"
"L27906","1","0","8","0","3","0","0","false"
"L27907","1","0","17","0","4","2","6","false"
"L27908","1","0","13","0","3","0","0","false"
"L27909","1","0","94","0","75","4","6","false"
"L27910","23","0","144","0","64","4","6","false"
"L27911","29","0","197","0","54","4","6","false"
"L27912","1","0","18","0","1","0","0","false"
"L27913","1","0","3","0","2","0","0","false"
"L32386","1","0","49","0","34","2","6","false"
"L32387","10","0","53","0","27","0","0","true"
"L32388","3","0","36","0","8","0","0","true"
"L32389","4","0","39","0","4","0","0","false"
"L32390","13","0","128","0","40","2","6","true"
"L32391","62","0","257","0","78","2","6","true"
"L32392","62","0","270","0","45","0","0","true"
"L32393","1","0","8","0","5","0","0","false"
"L32776","9","0","95","0","16","2","6","false"
"L32777","1","0","53","0","9","0","0","false"
"L34414","5","0","21","0","1","0","0","false"
"L34444","14","0","303","0","8","2","3122","false"
"L34445","1","0","46","0","8","4","6","false"
"L34446","10","0","215","0","3","0","0","false"
"L34447","6","0","55","0","2","0","0","false"
"L3131","12","0","78","0","14","3","420","false"
"L3132","7","0","66","0","15","3","6","false"
"L3133","1","0","13","0","1","0","0","false"
"L3134","1","0","47","0","9","3","6","false"
"L3135","5","0","39","0","7","2","420","false"
"L3136","10","0","334","0","12","3","6","false"
"L3137","1","0","172","0","6","0","0","false"
"L3138","1","0","6","0","1","0","0","false"
"L3139","31","0","169","0","16","3","420","false"
"L4267","17","0","126","0","7","0","0","false"
"L4268","1","0","14","0","3","0","0","false"
"L4269","11","0","78","0","10","0","0","false"
"L4270","9","0","38","0","5","0","0","false"
"L4271","5","0","36","0","3","0","0","false"
"L4272","17","0","70","0","7","0","0","false"
"L4273","11","0","53","0","4","0","0","false"
"L5363","1","0","14","0","14","0","0","false"
"L5364","1","0","20","0","18","0","0","false"
"L5365","39","0","259","0","67","4","420","false"
"L5366","6","0","69","0","19","0","0","false"
"L5655","143","0","720","0","70","3","6","false"
"L5656","10","0","54","0","2","0","0","false"
"L5657","1","0","20","0","13","0","0","false"
"L5658","7","0","74","0","15","0","0","false"
"L6036","1","0","21","0","15","0","0","false"
"L6037","1","0","6","0","1","0","0","false"
"L6038","1","0","6","0","1","0","0","false"
"L6039","1","0","7","0","4","0","0","false"
"L6040","1","0","6","0","1","0","0","false"
"L7429","91","0","522","0","121","4","6","false"
"L7752","1","0","7","0","4","0","0","false"
"L7753","1","0","40","0","14","4","420","false"
"L7754","1","0","25","0","29","4","420","false"
"L7755","122","0","716","0","179","4","420","false"
"L7756","27","0","220","0","67","4","6","false"
"L7757","1","0","4","0","2","0","0","false"
"L7758","1","0","8","0","5","0","0","false"
"L7759","9","0","52","0","13","0","0","false"
"L7760","13","0","62","0","5","0","0","false"
"L7761","12","0","69","0","3","0","0","false"
"L7762","1","0","4","0","2","0","0","false"
"L7763","1","0","13","0","2","0","0","false"
"L7764","1","0","13","0","4","0","0","false"
"L7765","1","0","13","0","8","0","0","false"
"L7766","73","0","354","0","41","0","0","false"
"L7767","1","0","4","0","2","0","0","false"
"L7768","31","0","161","0","23","0","0","false"
"L7769","1","0","9","0","5","0","0","false"
"L7770","57","0","303","0","46","0","0","false"
"L7771","9","0","34","0","3","0","0","false"
"L7772","12","0","91","0","11","0","0","false"
"L7773","2","0","22","0","3","0","0","false"
"L7774","1","0","18","0","12","0","0","false"
"L7775","18","0","101","0","9","0","0","false"
"L7776","20","0","153","0","16","0","0","false"
"L7777","20","0","135","0","14","0","0","false"
"L7778","1","0","8","0","3","0","0","false"
"L7779","17","0","117","0","13","0","0","false"
"L10117","82","0","472","0","33","4","6","false"
"L10118","75","0","364","0","53","3","6","false"
"L10119","1","0","16","0","1","0","0","false"
"L10120","3","0","91","0","13","0","0","false"
"L10121","125","0","635","0","86","3","6","false"
"L10122","1","0","16","0","1","0","0","false"
"L10982","9","0","58","0","6","0","0","false"
"L11019","2","0","26","0","5","0","0","false"
"L11387","42","0","198","0","8","0","0","false"
"L11388","6","0","61","0","4","0","0","false"
"L11948","1","0","40","0","3","0","0","false"
"L11949","9","0","45","0","3","0","0","false"
"L15813","1","0","4","0","1","0","0","false"
"L15814","1","0","4","0","1","0","0","false"
"L16204","3","0","68","0","5","0","0","false"
"L16205","1","0","25","0","1","0","0","false"
"L16206","6","0","110","0","14","0","0","false"
"L16207","1","0","10","0","3","0","0","false"
"L16208","4","0","63","0","3","0","0","false"
"L16209","1","0","33","0","1","0","0","false"
"L16210","1","0","26","0","1","0","0","false"
"L16211","12","0","24","0","4","3","6","false"
"L16487","1","0","79","0","70","0","0","false"
"L16488","165","0","895","0","74","0","0","false"
"L16489","1","0","46","0","61","0","0","false"
"L16490","99","0","545","0","41","0","0","false"
"L16491","1","0","33","0","43","0","0","false"
"L16492","1","0","134","0","10","0","0","false"
"L16493","66","0","460","0","53","0","0","true"
"L16494","151","0","362","0","55","0","0","false"
"L17896","1","0","15","0","8","0","0","false"
"L17897","18","0","83","0","5","0","0","false"
"L17898","22","0","156","0","31","0","0","true"
"L17899","1","0","28","0","26","0","0","false"
"L17900","1","0","76","0","9","0","0","false"
"L17901","2","0","83","0","13","0","0","false"
"L17902","58","0","325","0","31","0","0","false"
"L17903","15","0","124","0","43","0","0","false"
"L17904","4","0","30","0","8","0","0","false"
"L18635","35","0","204","0","9","0","0","false"
"L18636","22","0","101","0","4","0","0","false"
"L18637","13","0","69","0","5","1","3122","false"
"L18638","4","0","28","0","1","0","0","false"
"L18639","6","0","66","0","1","0","0","false"
"L18640","17","0","71","0","5","1","3122","false"
"L18641","7","0","38","0","1","0","0","false"
"L18642","1","0","9","0","4","0","0","false"
"L18643","17","0","118","0","7","0","0","false"
"L18644","4","0","30","0","3","0","0","false"
"L18645","5","0","25","0","5","0","0","false"
"L19218","12","0","83","0","26","3","6","false"
"L19219","1","0","27","0","10","0","0","false"
"L19220","3","0","30","0","11","0","0","false"
"L19221","46","0","172","0","7","0","0","false"
"L19222","1","0","5","0","5","0","0","false"
"L19476","241","0","931","0","179","2","6","true"
"L19477","11","0","45","0","9","0","0","false"
"L19478","305","0","939","0","52","0","0","false"
"L19479","5","0","102","0","28","0","0","false"
"L19480","2","0","27","0","9","0","0","false"
"L19481","8","0","102","0","15","0","0","false"
"L21576","45","0","201","0","15","0","0","false"
"L21577","45","0","310","0","42","0","0","false"
"L21578","208","0","637","0","93","0","0","false"
"L23271","6","0","43","0","97","0","0","false"
"L23272","91","0","234","0","54","0","0","false"
"L23273","3","0","43","0","15","0","0","false"
"L23274","1","0","6","0","5","0","0","false"
"L23275","104","0","236","0","58","4","6","false"
"L23276","14","0","77","0","22","0","0","false"
"L23277","1","0","17","0","8","0","0","false"
"L23278","1","0","17","0","8","0","0","false"
"L23279","4","0","24","0","12","0","0","false"
"L23280","4","0","27","0","4","0","0","false"
"L23281","2","0","25","0","5","0","0","false"
"L23282","69","0","291","0","20","0","0","false"
"L23283","28","0","140","0","2","0","0","false"
"L23845","4","0","81","0","14","0","0","false"
"L23846","1","0","19","0","15","0","0","false"
"L23847","1","0","52","0","10","0","0","false"
"L23848","1","0","11","0","1","0","0","false"
"L23849","1","0","8","0","3","0","0","false"
"L23850","14","0","97","0","30","3","420","false"
"L26557","1","0","45","0","1","0","0","false"
"L26558","1","0","7","0","5","0","0","false"
"L26559","11","0","116","0","27","0","0","false"
"L26560","19","0","66","0","15","0","0","false"
"L26561","22","0","128","0","17","0","0","false"
"L26562","31","0","128","0","29","0","0","false"
"L26563","24","0","88","0","13","0","0","false"
"L26564","14","0","85","0","16","0","0","false"
"L26565","11","0","94","0","21","0","0","false"
"L26566","26","0","125","0","19","0","0","false"
"L26567","19","0","58","0","19","0","0","false"
"L26568","3","0","25","0","14","0","0","false"
"L26569","40","0","138","0","29","0","0","false"
"L26570","1","0","5","0","1","0","0","false"
"L26571","43","0","160","0","26","0","0","false"
"L26572","6","0","46","0","5","0","0","false"
"L26573","6","0","44","0","14","0","0","false"
"L26574","3","0","31","0","11","0","0","false"
"L26575","19","0","92","0","20","0","0","false"
"L26576","19","0","91","0","20","0","0","false"
"L26577","1","0","27","0","10","0","0","false"
"L26578","19","0","90","0","20","0","0","false"
"L26579","19","0","90","0","23","3","6","false"
"L26580","13","0","65","0","15","0","0","false"
"L26581","1","0","27","0","12","0","0","false"
"L26582","15","0","58","0","15","0","0","false"
"L26583","37","0","150","0","23","0","0","false"
"L26584","1","0","20","0","17","0","0","false"
"L27739","2","0","47","0","16","0","0","false"
"L27740","21","0","128","0","33","0","0","false"
"L27741","8","0","97","0","19","0","0","false"
"L27918","51","0","317","0","14","0","0","false"
"L27919","1","0","53","0","46","0","0","false"
"L27920","9","0","180","0","23","0","0","false"
"L27921","3","0","28","0","4","0","0","false"
"L27922","43","0","481","0","48","0","0","false"
"L27923","10","0","119","0","24","0","0","false"
"L27924","1","0","16","0","66","0","0","false"
"L27925","3","0","11","0","2","0","0","false"
"L27926","4","0","28","0","5","0","0","false"
"L27927","38","0","273","0","7","0","0","false"
"L27928","80","0","464","0","7","0","0","false"
"L32875","4","0","32","0","37","0","0","false"
"L32876","11","0","62","0","38","0","0","false"
"L32877","127","0","436","0","41","0","0","false"
"L32878","131","0","667","0","74","0","0","true"
"L32879","65","0","407","0","34","0","0","false"
"L32880","6","0","148","0","17","0","0","false"
"L32881","1","0","20","0","21","0","0","false"
"L3142","7","0","37","0","3","0","0","false"
"L3143","8","0","47","0","2","0","0","false"
"L3144","1","0","6","0","2","0","0","false"
"L3145","1","0","11","0","1","0","0","false"
"L21581","5","0","76","0","9","0","0","false"
"L21851","1","0","5","0","4","0","0","false"
"L21852","12","0","57","0","2","0","0","false"
"L21853","1","0","14","0","1","0","0","false"
"L21854","1","0","30","0","1","0","0","false"
"L22365","1","0","6","0","8","0","0","false"
"L22366","5","0","47","0","6","0","0","false"
"L22367","2","0","26","0","9","0","0","false"
"L22368","1","0","6","0","2","0","0","false"
"L22369","1","0","10","0","5","4","6","false"
"L22370","1","0","10","0","6","0","0","false"
"L22915","1","0","7","0","7","0","0","false"
"L22916","12","0","51","0","10","0","0","false"
"L22917","5","0","38","0","9","0","0","false"
"L22918","5","0","32","0","5","0","0","false"
"L22919","12","0","67","0","12","0","0","false"
"L22920","11","0","30","0","14","0","0","false"
"L22921","4","0","35","0","2","0","0","false"
"L22922","1","0","16","0","3","0","0","false"
"L22923","3","0","27","0","19","0","0","false"
"L22924","2","0","22","0","6","0","0","false"
"L22925","1","0","16","0","6","0","0","false"
"L22926","5","0","30","0","8","0","0","false"
"L22927","3","0","55","0","10","0","0","false"
"L22928","1","0","16","0","5","0","0","false"
"L23155","1","0","6","0","3","0","0","false"
"L23156","1","0","6","0","6","0","0","false"
"L23157","6","0","34","0","6","0","0","false"
"L23158","9","0","46","0","15","0","0","false"
"L23159","5","0","31","0","1","0","0","false"
"L23853","13","0","91","0","9","0","0","false"
"L23854","3","0","29","0","7","0","0","false"
"L23855","4","0","39","0","4","0","0","false"
"L23856","12","0","61","0","10","0","0","false"
"L23857","3","0","38","0","1","0","0","false"
"L23858","8","0","64","0","4","0","0","false"
"L23859","7","0","62","0","4","0","0","false"
"L23860","1","0","20","0","3","0","0","false"
"L23861","8","0","65","0","4","0","0","false"
"L23862","12","0","59","0","10","0","0","false"
"L24127","4","0","35","0","11","0","0","false"
"L24153","11","0","65","0","3","0","0","false"
"L24154","20","0","111","0","4","0","0","false"
"L24155","6","0","51","0","4","0","0","false"
"L24310","21","0","95","0","18","0","0","false"
"L24311","4","0","37","0","3","0","0","false"
"L24312","19","0","42","0","9","0","0","false"
"L24313","13","0","56","0","15","0","0","false"
"L24314","13","0","56","0","15","0","0","false"
"L24315","11","0","63","0","16","0","0","false"
"L24430","3","0","24","0","1","0","0","false"
"L24431","3","0","41","0","12","0","0","false"
"L24432","7","0","50","0","8","0","0","false"
"L24433","2","0","20","0","9","0","0","false"
"L24434","6","0","34","0","1","0","0","false"
"L24435","3","0","26","0","2","0","0","false"
"L24436","4","0","37","0","16","0","0","false"
"L26587","19","0","67","0","9","0","0","false"
"L26588","18","0","67","0","10","0","0","false"
"L26589","19","0","66","0","10","0","0","false"
"L26590","19","0","67","0","10","0","0","false"
"L26591","21","0","72","0","10","0","0","false"
"L29097","71","0","645","0","70","4","6","false"
"L29098","12","0","82","0","18","0","0","false"
"L29099","12","0","161","0","9","0","0","false"
"L29100","1","0","51","0","4","0","0","false"
"L29101","137","0","1092","0","23","4","6","false"
"L29102","3","0","28","0","1","0","0","false"
"L29103","7","0","46","0","3","0","0","false"
"L29104","38","0","461","0","72","1","3122","false"
"L29105","39","0","206","0","31","0","0","false"
"L29106","57","0","294","0","33","1","3122","false"
"L29107","1","0","12","0","7","0","0","false"
"L29108","4","0","74","0","23","0","0","false"
"L29109","7","0","68","0","24","2","6","false"
"L29110","232","0","1376","0","228","4","6","false"
"L29111","34","0","224","0","83","2","6","false"
"L29112","3","0","27","0","3","0","0","false"
"L29113","23","0","233","0","44","0","0","false"
"L29114","2","0","15","0","1","0","0","false"
"L30960","5","0","101","0","38","0","0","false"
"L30961","26","0","192","0","7","4","6","false"
"L30962","3","0","87","0","8","0","0","false"
"L30963","89","0","644","0","114","4","6","false"
"L33775","1","0","5","0","2","0","0","false"
"L33776","1","0","29","0","3","0","0","false"
"L33777","26","0","214","0","18","2","6","false"
"L33778","65","0","496","0","17","0","0","false"
"L33779","14","0","148","0","18","0","0","false"
"L33780","1","0","21","0","7","0","0","false"
"L33781","19","0","170","0","19","2","6","false"
"L33782","27","0","162","0","10","0","0","false"
"L33783","49","0","243","0","29","0","0","false"
"L21584","1","0","54","0","9","0","0","false"
"L22477","169","0","592","0","151","1","3122","false"
"L22478","59","0","223","0","15","0","0","false"
"L22479","156","0","455","0","111","0","0","false"
"L22480","153","0","389","0","88","0","0","false"
"L22481","170","0","496","0","57","0","0","false"
"L21592","7","0","134","0","8","0","0","false"
"L21593","3","0","78","0","6","0","0","false"
"L30966","14","0","213","0","10","5","6","false"
"L30967","1","0","7","0","6","4","6","false"
"L30968","15","0","100","0","8","5","6","false"
"L30969","107","0","717","0","7","5","6","false"
"L31718","36","0","193","0","4","4","6","false"
"L31719","5","0","31","0","4","4","6","false"
"L31720","13","0","84","0","6","5","6","false"
"L31721","1","0","5","0","4","4","6","false"
"L31722","4","0","39","0","4","4","6","false"
"L52202","79","0","430","0","5","0","0","false"
"L52203","10","0","161","0","2","0","0","false"
"L57577","1","0","219","0","1","0","0","false"
"L2130","5","0","65","0","6","0","0","false"
"L2131","3","0","118","0","6","0","0","false"
"L12261","5","0","383","0","6","0","0","false"
"L12851","7","0","450","0","6","0","0","false"
"L12852","1","0","96","0","3","0","0","false"
"L12853","1","0","270","0","3","0","0","false"
"L12854","1","0","320","0","4","0","0","false"
"L12855","1","0","120","0","5","0","0","false"
"L15810","8","0","84","0","4","4","6","false"
"L23267","1","0","64","0","1","0","0","false"
"L23268","4","0","56","0","4","3","420","false"
"L27915","7","0","70","0","5","2","6","false"
"L7782","4","0","532","0","4","0","0","false"
"L7783","3","0","301","0","4","0","0","false"
"L7784","2","0","267","0","4","0","0","false"
"L19484","7","0","75","0","5","2","6","false"
"L32884","3","0","49","0","8","0","0","false"
"L32885","2","0","44","0","9","0","0","false"
"L23865","6","0","58","0","2","0","0","false"
"L29117","37","0","187","0","5","0","0","false"
"L29118","5","0","87","0","6","0","0","false"
"L21589","1","0","31","0","6","0","0","false"
