"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of developer commits","Number of committers","Number of bugs"
"L150","LittleEndianCompositeChannelBufferTest.java","buffer/src/test/java/io/netty/buffer/LittleEndianCompositeChannelBufferTest.java","L140","1","0","6","0","6","72","2","0"
"L151","LittleEndianDirectChannelBufferTest.java","buffer/src/test/java/io/netty/buffer/LittleEndianDirectChannelBufferTest.java","L140","1","0","17","0","8","72","2","0"
"L152","LittleEndianHeapChannelBufferTest.java","buffer/src/test/java/io/netty/buffer/LittleEndianHeapChannelBufferTest.java","L140","1","0","16","0","8","72","2","0"
"L153","ReadOnlyChannelBufferTest.java","buffer/src/test/java/io/netty/buffer/ReadOnlyChannelBufferTest.java","L140","1","0","129","0","13","72","2","0"
"L154","SlicedChannelBufferTest.java","buffer/src/test/java/io/netty/buffer/SlicedChannelBufferTest.java","L140","1","0","23","0","7","72","2","0"
"L3774","ByteToByteCodec.java","codec/src/main/java/io/netty/handler/codec/ByteToByteCodec.java","L3773","1","0","50","0","4","72","2","1"
"L3775","ByteToByteDecoder.java","codec/src/main/java/io/netty/handler/codec/ByteToByteDecoder.java","L3773","10","0","58","1","7","72","3","2"
"L3776","ByteToByteEncoder.java","codec/src/main/java/io/netty/handler/codec/ByteToByteEncoder.java","L3773","5","0","31","0","6","72","2","3"
"L3777","ByteToMessageCodec.java","codec/src/main/java/io/netty/handler/codec/ByteToMessageCodec.java","L3773","1","0","53","0","4","72","2","0"
"L3778","ByteToMessageDecoder.java","codec/src/main/java/io/netty/handler/codec/ByteToMessageDecoder.java","L3773","16","0","104","0","10","72","2","5"
"L3779","CodecException.java","codec/src/main/java/io/netty/handler/codec/CodecException.java","L3773","1","0","15","0","3","72","2","0"
"L3780","CodecUtil.java","codec/src/main/java/io/netty/handler/codec/CodecUtil.java","L3773","14","0","54","0","7","72","2","0"
"L3781","CorruptedFrameException.java","codec/src/main/java/io/netty/handler/codec/CorruptedFrameException.java","L3773","1","0","15","0","4","72","2","0"
"L3782","DecoderException.java","codec/src/main/java/io/netty/handler/codec/DecoderException.java","L3773","1","0","15","0","3","72","2","0"
"L3783","DelimiterBasedFrameDecoder.java","codec/src/main/java/io/netty/handler/codec/DelimiterBasedFrameDecoder.java","L3773","25","0","159","0","8","72","2","0"
"L3784","Delimiters.java","codec/src/main/java/io/netty/handler/codec/Delimiters.java","L3773","1","0","17","0","6","72","2","0"
"L3785","EncoderException.java","codec/src/main/java/io/netty/handler/codec/EncoderException.java","L3773","1","0","15","0","3","72","2","0"
"L3786","FixedLengthFrameDecoder.java","codec/src/main/java/io/netty/handler/codec/FixedLengthFrameDecoder.java","L3773","4","0","35","0","14","72","2","1"
"L3787","LengthFieldBasedFrameDecoder.java","codec/src/main/java/io/netty/handler/codec/LengthFieldBasedFrameDecoder.java","L3773","29","0","176","0","10","72","2","1"
"L3788","LengthFieldPrepender.java","codec/src/main/java/io/netty/handler/codec/LengthFieldPrepender.java","L3773","15","0","68","0","10","72","2","0"
"L3789","MessageToByteEncoder.java","codec/src/main/java/io/netty/handler/codec/MessageToByteEncoder.java","L3773","6","0","39","0","5","72","2","2"
"L3790","MessageToMessageCodec.java","codec/src/main/java/io/netty/handler/codec/MessageToMessageCodec.java","L3773","1","0","59","0","7","72","2","2"
"L3791","MessageToMessageDecoder.java","codec/src/main/java/io/netty/handler/codec/MessageToMessageDecoder.java","L3773","9","0","54","0","16","72","2","3"
"L3792","MessageToMessageEncoder.java","codec/src/main/java/io/netty/handler/codec/MessageToMessageEncoder.java","L3773","7","0","41","0","13","72","2","3"
"L3793","package-info.java","codec/src/main/java/io/netty/handler/codec/package-info.java","L3773","1","0","1","0","4","72","3","0"
"L3794","PrematureChannelClosureException.java","codec/src/main/java/io/netty/handler/codec/PrematureChannelClosureException.java","L3773","1","0","15","0","5","72","3","0"
"L3795","ReplayingDecoder.java","codec/src/main/java/io/netty/handler/codec/ReplayingDecoder.java","L3773","20","0","131","0","21","72","2","4"
"L3796","ReplayingDecoderBuffer.java","codec/src/main/java/io/netty/handler/codec/ReplayingDecoderBuffer.java","L3773","16","0","680","1","18","1649","4","2"
"L3797","TooLongFrameException.java","codec/src/main/java/io/netty/handler/codec/TooLongFrameException.java","L3773","1","0","15","0","4","72","2","0"
"L3798","UnreplayableOperationException.java","codec/src/main/java/io/netty/handler/codec/UnreplayableOperationException.java","L3773","1","0","16","0","5","72","2","0"
"L3799","UnsupportedMessageTypeException.java","codec/src/main/java/io/netty/handler/codec/UnsupportedMessageTypeException.java","L3773","6","0","35","0","5","72","2","0"
"L9853","Base64.java","codec/src/main/java/io/netty/handler/codec/base64/Base64.java","L9852","30","0","207","0","11","72","2","1"
"L9854","Base64Decoder.java","codec/src/main/java/io/netty/handler/codec/base64/Base64Decoder.java","L9852","2","0","30","0","9","72","2","0"
"L9855","Base64Dialect.java","codec/src/main/java/io/netty/handler/codec/base64/Base64Dialect.java","L9852","1","0","133","0","5","72","2","0"
"L9856","Base64Encoder.java","codec/src/main/java/io/netty/handler/codec/base64/Base64Encoder.java","L9852","2","0","35","0","8","72","2","0"
"L9857","package-info.java","codec/src/main/java/io/netty/handler/codec/base64/package-info.java","L9852","1","0","1","0","5","72","2","0"
"L10017","ByteArrayDecoder.java","codec/src/main/java/io/netty/handler/codec/bytes/ByteArrayDecoder.java","L10016","4","0","29","0","10","72","2","0"
"L10018","ByteArrayEncoder.java","codec/src/main/java/io/netty/handler/codec/bytes/ByteArrayEncoder.java","L10016","2","0","26","0","12","72","2","0"
"L10019","package-info.java","codec/src/main/java/io/netty/handler/codec/bytes/package-info.java","L10016","1","0","1","0","5","72","2","0"
"L10334","CompressionException.java","codec/src/main/java/io/netty/handler/codec/compression/CompressionException.java","L10333","1","0","16","0","4","72","2","1"
"L10335","JdkZlibEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/JdkZlibEncoder.java","L10333","17","0","158","1","8","72","2","0"
"L10336","JZlibDecoder.java","codec/src/main/java/io/netty/handler/codec/compression/JZlibDecoder.java","L10333","20","0","119","0","3","72","2","0"
"L10337","JZlibEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/JZlibEncoder.java","L10333","32","0","229","0","5","72","2","0"
"L10338","package-info.java","codec/src/main/java/io/netty/handler/codec/compression/package-info.java","L10333","1","0","1","0","5","72","2","0"
"L10339","ZlibCodecFactory.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibCodecFactory.java","L10333","8","0","64","0","3","72","2","0"
"L10340","ZlibDecoder.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibDecoder.java","L10333","1","0","6","0","17","72","3","0"
"L10341","ZlibEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibEncoder.java","L10333","1","0","9","0","19","72","2","0"
"L10342","ZlibUtil.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibUtil.java","L10333","6","0","34","0","7","72","2","0"
"L10343","ZlibWrapper.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibWrapper.java","L10333","1","0","7","0","4","72","2","0"
"L10891","ChannelBufferByteInput.java","codec/src/main/java/io/netty/handler/codec/marshalling/ChannelBufferByteInput.java","L10890","4","0","47","0","7","72","3","0"
"L10892","ChannelBufferByteOutput.java","codec/src/main/java/io/netty/handler/codec/marshalling/ChannelBufferByteOutput.java","L10890","1","0","31","0","12","72","3","0"
"L10893","CompatibleMarshallingDecoder.java","codec/src/main/java/io/netty/handler/codec/marshalling/CompatibleMarshallingDecoder.java","L10890","7","0","56","0","10","72","2","1"
"L10894","CompatibleMarshallingEncoder.java","codec/src/main/java/io/netty/handler/codec/marshalling/CompatibleMarshallingEncoder.java","L10890","1","0","22","0","6","72","2","0"
"L10895","ContextBoundUnmarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/ContextBoundUnmarshallerProvider.java","L10890","2","0","26","0","4","72","2","0"
"L10896","DefaultMarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/DefaultMarshallerProvider.java","L10890","1","0","17","0","3","72","2","0"
"L10897","DefaultUnmarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/DefaultUnmarshallerProvider.java","L10890","1","0","17","0","3","72","2","0"
"L10898","LimitingByteInput.java","codec/src/main/java/io/netty/handler/codec/marshalling/LimitingByteInput.java","L10890","5","0","66","0","8","72","3","0"
"L10899","MarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/MarshallerProvider.java","L10890","1","0","6","0","3","72","2","0"
"L10900","MarshallingDecoder.java","codec/src/main/java/io/netty/handler/codec/marshalling/MarshallingDecoder.java","L10890","2","0","39","0","9","72","3","0"
"L10901","MarshallingEncoder.java","codec/src/main/java/io/netty/handler/codec/marshalling/MarshallingEncoder.java","L10890","1","0","26","0","9","72","3","0"
"L10902","package-info.java","codec/src/main/java/io/netty/handler/codec/marshalling/package-info.java","L10890","1","0","1","0","6","72","3","0"
"L10903","ThreadLocalMarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/ThreadLocalMarshallerProvider.java","L10890","2","0","23","0","3","72","2","0"
"L10904","ThreadLocalUnmarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/ThreadLocalUnmarshallerProvider.java","L10890","2","0","23","0","3","72","2","0"
"L10905","UnmarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/UnmarshallerProvider.java","L10890","1","0","6","0","4","72","2","0"
"L11521","package-info.java","codec/src/main/java/io/netty/handler/codec/protobuf/package-info.java","L11520","1","0","1","0","5","72","2","0"
"L11522","ProtobufDecoder.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufDecoder.java","L11520","5","0","52","0","9","72","2","0"
"L11523","ProtobufEncoder.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufEncoder.java","L11520","4","0","28","0","10","72","2","0"
"L11524","ProtobufVarint32FrameDecoder.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32FrameDecoder.java","L11520","6","0","35","0","11","72","2","0"
"L11525","ProtobufVarint32LengthFieldPrepender.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32LengthFieldPrepender.java","L11520","1","0","28","0","10","72","2","0"
"L11977","CachingClassResolver.java","codec/src/main/java/io/netty/handler/codec/serialization/CachingClassResolver.java","L11976","2","0","21","0","3","4057","1","0"
"L11978","ClassLoaderClassResolver.java","codec/src/main/java/io/netty/handler/codec/serialization/ClassLoaderClassResolver.java","L11976","2","0","15","0","3","4057","1","0"
"L11979","ClassResolver.java","codec/src/main/java/io/netty/handler/codec/serialization/ClassResolver.java","L11976","1","0","4","0","3","4057","1","0"
"L11980","ClassResolvers.java","codec/src/main/java/io/netty/handler/codec/serialization/ClassResolvers.java","L11976","3","0","41","0","6","4057","1","0"
"L11981","CompactObjectInputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java","L11976","6","0","51","0","7","72","2","0"
"L11982","CompactObjectOutputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectOutputStream.java","L11976","5","0","28","1","6","72","2","0"
"L11983","CompatibleObjectEncoder.java","codec/src/main/java/io/netty/handler/codec/serialization/CompatibleObjectEncoder.java","L11976","6","0","57","0","12","72","2","1"
"L11984","ObjectDecoder.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoder.java","L11976","2","0","30","0","8","4057","1","0"
"L11985","ObjectDecoderInputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoderInputStream.java","L11976","6","0","146","0","6","4057","1","0"
"L11986","ObjectEncoder.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoder.java","L11976","1","0","29","0","9","4057","1","0"
"L11987","ObjectEncoderOutputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoderOutputStream.java","L11976","4","0","110","0","10","72","2","0"
"L11988","package-info.java","codec/src/main/java/io/netty/handler/codec/serialization/package-info.java","L11976","1","0","1","0","3","4057","1","0"
"L11989","ReferenceMap.java","codec/src/main/java/io/netty/handler/codec/serialization/ReferenceMap.java","L11976","3","0","68","0","4","4057","1","0"
"L11990","SoftReferenceMap.java","codec/src/main/java/io/netty/handler/codec/serialization/SoftReferenceMap.java","L11976","1","0","13","0","3","4057","1","0"
"L11991","SwitchableInputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/SwitchableInputStream.java","L11976","1","0","11","0","3","4057","1","0"
"L11992","WeakReferenceMap.java","codec/src/main/java/io/netty/handler/codec/serialization/WeakReferenceMap.java","L11976","1","0","13","0","3","4057","1","0"
"L12611","package-info.java","codec/src/main/java/io/netty/handler/codec/string/package-info.java","L12610","1","0","1","0","4","4057","1","0"
"L12612","StringDecoder.java","codec/src/main/java/io/netty/handler/codec/string/StringDecoder.java","L12610","2","0","30","0","8","4057","1","0"
"L12613","StringEncoder.java","codec/src/main/java/io/netty/handler/codec/string/StringEncoder.java","L12610","2","0","31","0","10","4057","1","0"
"L3806","ReplayingDecoderBufferTest.java","codec/src/test/java/io/netty/handler/codec/ReplayingDecoderBufferTest.java","L3805","8","0","62","1","2","72","2","0"
"L3807","ReplayingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/ReplayingDecoderTest.java","L3805","1","0","36","0","12","72","2","0"
"L10021","ByteArrayDecoderTest.java","codec/src/test/java/io/netty/handler/codec/bytes/ByteArrayDecoderTest.java","L10020","1","0","34","0","10","4057","1","0"
"L10022","ByteArrayEncoderTest.java","codec/src/test/java/io/netty/handler/codec/bytes/ByteArrayEncoderTest.java","L10020","1","0","36","0","11","4057","1","0"
"L10907","AbstractCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/AbstractCompatibleMarshallingDecoderTest.java","L10906","2","0","89","0","8","4057","1","0"
"L10908","AbstractCompatibleMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/AbstractCompatibleMarshallingEncoderTest.java","L10906","1","0","42","0","6","4057","1","0"
"L10909","RiverCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverCompatibleMarshallingDecoderTest.java","L10906","1","0","16","0","2","4057","1","0"
"L10910","RiverCompatibleMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverCompatibleMarshallingEncoderTest.java","L10906","1","0","16","0","2","4057","1","0"
"L10911","RiverContextBoundCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverContextBoundCompatibleMarshallingDecoderTest.java","L10906","1","0","9","0","2","4057","1","0"
"L10912","RiverContextBoundMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverContextBoundMarshallingDecoderTest.java","L10906","1","0","9","0","2","4057","1","0"
"L10913","RiverMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverMarshallingDecoderTest.java","L10906","1","0","16","0","8","4057","2","0"
"L10914","RiverMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverMarshallingEncoderTest.java","L10906","1","0","14","0","6","4057","2","0"
"L10915","RiverThreadLocalCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverThreadLocalCompatibleMarshallingDecoderTest.java","L10906","1","0","9","0","2","4057","1","0"
"L10916","RiverThreadLocalCompatibleMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverThreadLocalCompatibleMarshallingEncoderTest.java","L10906","1","0","7","0","3","4057","1","0"
"L10917","RiverThreadLocalMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverThreadLocalMarshallingDecoderTest.java","L10906","1","0","9","0","5","4057","2","0"
"L10918","RiverThreadLocalMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverThreadLocalMarshallingEncoderTest.java","L10906","1","0","7","0","3","4057","1","0"
"L10919","SerialCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialCompatibleMarshallingDecoderTest.java","L10906","1","0","16","0","2","4057","1","0"
"L10920","SerialCompatibleMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialCompatibleMarshallingEncoderTest.java","L10906","1","0","16","0","2","4057","1","0"
"L10921","SerialContextBoundCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialContextBoundCompatibleMarshallingDecoderTest.java","L10906","1","0","9","0","2","4057","1","0"
"L10922","SerialContextBoundMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialContextBoundMarshallingDecoderTest.java","L10906","1","0","9","0","2","4057","1","0"
"L10923","SerialMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialMarshallingDecoderTest.java","L10906","1","0","16","0","8","4057","2","0"
"L10924","SerialMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialMarshallingEncoderTest.java","L10906","1","0","14","0","6","4057","2","0"
"L10925","SerialThreadLocalCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialThreadLocalCompatibleMarshallingDecoderTest.java","L10906","1","0","9","0","2","4057","1","0"
"L10926","SerialThreadLocalCompatibleMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialThreadLocalCompatibleMarshallingEncoderTest.java","L10906","1","0","7","0","2","4057","1","0"
"L10927","SerialThreadLocalMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialThreadLocalMarshallingDecoderTest.java","L10906","1","0","9","0","5","4057","2","0"
"L10928","SerialThreadLocalMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/SerialThreadLocalMarshallingEncoderTest.java","L10906","1","0","7","0","3","4057","1","0"
"L11527","ProtobufVarint32FrameDecoderTest.java","codec/src/test/java/io/netty/handler/codec/protobuf/ProtobufVarint32FrameDecoderTest.java","L11526","2","0","43","0","10","4057","1","0"
"L11528","ProtobufVarint32LengthFieldPrependerTest.java","codec/src/test/java/io/netty/handler/codec/protobuf/ProtobufVarint32LengthFieldPrependerTest.java","L11526","2","0","31","0","9","4057","1","0"
"L11994","CompactObjectSerializationTest.java","codec/src/test/java/io/netty/handler/codec/serialization/CompactObjectSerializationTest.java","L11993","1","0","17","0","4","4057","1","0"
"L11995","SwitchableInputStreamTest.java","codec/src/test/java/io/netty/handler/codec/serialization/SwitchableInputStreamTest.java","L11993","1","0","24","0","4","4057","1","0"
"L12691","DelimiterBasedFrameDecoderTest.java","codec/src/test/java/io/netty/handler/codec/frame/DelimiterBasedFrameDecoderTest.java","L12690","5","0","45","0","12","4057","1","0"
"L12692","LengthFieldBasedFrameDecoderTest.java","codec/src/test/java/io/netty/handler/codec/frame/LengthFieldBasedFrameDecoderTest.java","L12690","5","0","44","0","12","4057","1","0"
"L3818","ClientCookieEncoder.java","codec-http/src/main/java/io/netty/handler/codec/http/ClientCookieEncoder.java","L3817","14","0","70","2","9","72","3","0"
"L3819","Cookie.java","codec-http/src/main/java/io/netty/handler/codec/http/Cookie.java","L3817","1","0","28","1","13","72","4","0"
"L3820","CookieDecoder.java","codec-http/src/main/java/io/netty/handler/codec/http/CookieDecoder.java","L3817","57","0","218","7","17","72","2","1"
"L3821","CookieEncoderUtil.java","codec-http/src/main/java/io/netty/handler/codec/http/CookieEncoderUtil.java","L3817","24","0","55","2","5","72","3","0"
"L3822","CookieHeaderNames.java","codec-http/src/main/java/io/netty/handler/codec/http/CookieHeaderNames.java","L3817","1","0","16","0","5","72","2","0"
"L3823","DefaultCookie.java","codec-http/src/main/java/io/netty/handler/codec/http/DefaultCookie.java","L3817","58","0","296","6","15","72","4","1"
"L3824","DefaultHttpChunk.java","codec-http/src/main/java/io/netty/handler/codec/http/DefaultHttpChunk.java","L3817","2","0","25","0","5","72","2","0"
"L3825","DefaultHttpChunkTrailer.java","codec-http/src/main/java/io/netty/handler/codec/http/DefaultHttpChunkTrailer.java","L3817","4","0","72","0","8","72","2","0"
"L3826","DefaultHttpMessage.java","codec-http/src/main/java/io/netty/handler/codec/http/DefaultHttpMessage.java","L3817","8","0","121","0","9","72","2","0"
"L3827","DefaultHttpRequest.java","codec-http/src/main/java/io/netty/handler/codec/http/DefaultHttpRequest.java","L3817","3","0","51","0","4","72","2","0"
"L3828","DefaultHttpResponse.java","codec-http/src/main/java/io/netty/handler/codec/http/DefaultHttpResponse.java","L3817","2","0","36","0","4","72","2","0"
"L3829","HttpChunk.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpChunk.java","L3817","1","0","65","0","8","72","2","0"
"L3830","HttpChunkAggregator.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpChunkAggregator.java","L3817","15","0","116","0","18","72","3","0"
"L3831","HttpChunkTrailer.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpChunkTrailer.java","L3817","1","0","18","0","5","72","2","0"
"L3832","HttpClientCodec.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpClientCodec.java","L3817","24","0","116","2","16","72","3","0"
"L3833","HttpCodecUtil.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpCodecUtil.java","L3817","30","0","89","0","11","72","4","1"
"L3834","HttpConstants.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpConstants.java","L3817","1","0","17","0","3","72","2","0"
"L3835","HttpContentCompressor.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpContentCompressor.java","L3817","26","0","99","1","13","72","2","0"
"L3836","HttpContentDecoder.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpContentDecoder.java","L3817","19","0","92","0","15","72","2","4"
"L3837","HttpContentDecompressor.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpContentDecompressor.java","L3817","5","0","15","0","9","72","2","0"
"L3838","HttpContentEncoder.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpContentEncoder.java","L3817","22","0","132","0","18","72","2","5"
"L3839","HttpHeaderDateFormat.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpHeaderDateFormat.java","L3817","3","0","40","0","4","72","2","0"
"L3840","HttpHeaders.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpHeaders.java","L3817","78","0","580","0","10","72","2","0"
"L3841","HttpMessage.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpMessage.java","L3817","1","0","26","0","15","72","4","0"
"L3842","HttpMessageDecoder.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpMessageDecoder.java","L3817","115","0","531","2","29","72","4","2"
"L3843","HttpMessageEncoder.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpMessageEncoder.java","L3817","16","0","115","0","14","72","3","1"
"L3844","HttpMethod.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpMethod.java","L3817","10","0","82","0","5","72","2","0"
"L3845","HttpRequest.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpRequest.java","L3817","1","0","7","0","12","72","4","0"
"L3846","HttpRequestDecoder.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpRequestDecoder.java","L3817","1","0","21","0","7","72","2","0"
"L3847","HttpRequestEncoder.java","codec-http/src/main/java/io/netty/handler/codec/http/HttpRequestEncoder.java","L3817","1","0","18","0","6","72","2","1"
