"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of developer commits","Number of committers","Number of previous modifications","Number of bugs"
"L36919","NodeEnvironment.java","modules/elasticsearch/src/main/java/org/elasticsearch/env/NodeEnvironment.java","L36915","13","0","81","1","4735","1","8","1"
"L36920","NodeEnvironmentModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/env/NodeEnvironmentModule.java","L36915","1","0","9","0","4735","1","1","0"
"L37010","Gateway.java","modules/elasticsearch/src/main/java/org/elasticsearch/gateway/Gateway.java","L37009","1","0","14","0","4735","1","7","0"
"L37012","GatewayModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/gateway/GatewayModule.java","L37009","1","0","20","0","4735","1","4","0"
"L37013","GatewayService.java","modules/elasticsearch/src/main/java/org/elasticsearch/gateway/GatewayService.java","L37009","44","0","235","0","4735","1","47","1"
"L37990","HttpChannel.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpChannel.java","L37988","1","0","4","0","4735","1","1","0"
"L37992","HttpRequest.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpRequest.java","L37988","1","0","4","0","4735","1","3","0"
"L37993","HttpResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpResponse.java","L37988","1","0","4","0","4735","1","2","0"
"L37994","HttpServer.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpServer.java","L37988","22","0","130","1","4735","1","15","0"
"L37997","HttpServerModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpServerModule.java","L37988","1","0","20","0","4735","1","5","0"
"L38475","AbstractIndexComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/AbstractIndexComponent.java","L38474","1","0","35","0","4735","1","4","0"
"L38476","CloseableIndexComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/CloseableIndexComponent.java","L38474","1","0","5","0","4735","1","1","0"
"L38477","Index.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/Index.java","L38474","7","0","46","0","4735","1","5","0"
"L38478","IndexComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexComponent.java","L38474","1","0","4","0","4735","1","1","0"
"L38479","IndexException.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexException.java","L38474","3","0","18","0","4735","1","2","0"
"L38480","IndexModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexModule.java","L38474","1","0","10","0","4735","1","4","0"
"L38481","IndexNameModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexNameModule.java","L38474","1","0","11","0","4735","1","2","0"
"L38482","IndexServiceManagement.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexServiceManagement.java","L38474","1","0","29","0","4735","1","5","0"
"L38485","LocalNodeId.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/LocalNodeId.java","L38474","1","0","13","0","4735","1","2","0"
"L38486","LocalNodeIdModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/LocalNodeIdModule.java","L38474","1","0","11","0","4735","1","2","0"
"L57778","IndexAlreadyExistsException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndexAlreadyExistsException.java","L57777","1","0","12","0","4735","1","2","0"
"L57779","IndexMissingException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndexMissingException.java","L57777","1","0","12","0","4735","1","1","0"
"L57780","IndexTemplateAlreadyExistsException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndexTemplateAlreadyExistsException.java","L57777","1","0","16","0","4735","1","2","0"
"L57781","IndexTemplateMissingException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndexTemplateMissingException.java","L57777","1","0","16","0","4735","1","2","0"
"L57782","IndicesLifecycle.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndicesLifecycle.java","L57777","1","0","30","0","4735","1","4","0"
"L57783","IndicesModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndicesModule.java","L57777","1","0","25","0","4735","1","10","0"
"L57784","IndicesService.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndicesService.java","L57777","1","0","20","0","4735","1","8","0"
"L57785","InternalIndicesLifecycle.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InternalIndicesLifecycle.java","L57777","10","0","67","0","4735","1","6","0"
"L57786","InternalIndicesService.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InternalIndicesService.java","L57777","17","0","244","0","4735","1","38","0"
"L57787","InvalidAliasNameException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InvalidAliasNameException.java","L57777","1","0","12","0","4735","1","2","0"
"L57788","InvalidIndexNameException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InvalidIndexNameException.java","L57777","1","0","12","0","4735","1","1","0"
"L57789","InvalidIndexTemplateException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InvalidIndexTemplateException.java","L57777","1","0","16","0","4735","1","2","0"
"L57790","InvalidTypeNameException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InvalidTypeNameException.java","L57777","1","0","11","0","4735","1","2","0"
"L57791","NodeIndicesStats.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/NodeIndicesStats.java","L57777","1","0","86","0","4735","1","1","0"
"L57792","TypeMissingException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/TypeMissingException.java","L57777","1","0","12","0","4735","1","2","0"
"L58495","JmxClusterService.java","modules/elasticsearch/src/main/java/org/elasticsearch/jmx/JmxClusterService.java","L58494","7","0","68","0","4735","1","3","0"
"L58498","JmxModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/jmx/JmxModule.java","L58494","2","0","43","0","4735","1","3","0"
"L58500","JmxService.java","modules/elasticsearch/src/main/java/org/elasticsearch/jmx/JmxService.java","L58494","28","0","182","0","4735","1","8","0"
"L58505","ResourceDMBean.java","modules/elasticsearch/src/main/java/org/elasticsearch/jmx/ResourceDMBean.java","L58494","91","0","454","0","4735","1","4","0"
"L59059","MonitorModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/monitor/MonitorModule.java","L59058","10","0","91","0","4735","1","6","0"
"L59060","MonitorService.java","modules/elasticsearch/src/main/java/org/elasticsearch/monitor/MonitorService.java","L59058","1","0","47","0","4735","1","5","0"
"L60733","Node.java","modules/elasticsearch/src/main/java/org/elasticsearch/node/Node.java","L60732","1","0","10","0","4735","1","2","0"
"L60734","NodeBuilder.java","modules/elasticsearch/src/main/java/org/elasticsearch/node/NodeBuilder.java","L60732","1","0","50","0","4735","1","4","0"
"L60735","NodeClosedException.java","modules/elasticsearch/src/main/java/org/elasticsearch/node/NodeClosedException.java","L60732","1","0","13","0","4735","1","1","0"
"L60736","package-info.java","modules/elasticsearch/src/main/java/org/elasticsearch/node/package-info.java","L60732","1","0","1","0","4735","1","2","0"
"L60903","AbstractPlugin.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/AbstractPlugin.java","L60902","1","0","28","0","4735","1","9","0"
"L60904","IndexPluginsModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/IndexPluginsModule.java","L60902","2","0","31","0","4735","1","1","0"
"L60905","Plugin.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/Plugin.java","L60902","1","0","16","0","4735","1","9","0"
"L60906","PluginManager.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/PluginManager.java","L60902","23","0","121","0","4735","1","6","1"
"L60907","PluginsModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/PluginsModule.java","L60902","2","0","32","0","4735","1","5","0"
"L60908","PluginsService.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/PluginsService.java","L60902","27","0","174","0","4735","1","15","0"
"L60909","ShardsPluginsModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/ShardsPluginsModule.java","L60902","2","0","31","0","4735","1","5","0"
"L61085","AbstractRestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/AbstractRestResponse.java","L61084","1","0","15","0","4735","1","1","0"
"L61086","BaseRestHandler.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/BaseRestHandler.java","L61084","1","0","11","0","4735","1","1","0"
"L61087","RestChannel.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestChannel.java","L61084","1","0","4","0","4735","1","1","0"
"L61088","RestController.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestController.java","L61084","16","0","88","1","4735","1","12","0"
"L61089","RestHandler.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestHandler.java","L61084","1","0","4","0","4735","1","1","0"
"L61090","RestModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestModule.java","L61084","1","0","20","0","4735","1","5","0"
"L61091","RestRequest.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestRequest.java","L61084","1","0","32","2","4735","1","18","0"
"L61092","RestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestResponse.java","L61084","1","0","13","0","4735","1","3","0"
"L61093","RestStatus.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestStatus.java","L61084","1","0","55","0","4735","1","1","0"
"L61094","StringRestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/StringRestResponse.java","L61084","1","0","21","0","4735","1","5","0"
"L61095","Utf8RestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/Utf8RestResponse.java","L61084","5","0","55","0","4735","1","3","0"
"L61096","XContentRestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/XContentRestResponse.java","L61084","6","0","82","0","4735","1","6","0"
"L61097","XContentThrowableRestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/XContentThrowableRestResponse.java","L61084","10","0","52","0","4735","1","3","0"
"L62633","AbstractRiverComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/AbstractRiverComponent.java","L62632","1","0","19","0","4735","1","1","0"
"L62634","River.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/River.java","L62632","1","0","5","0","4735","1","1","0"
"L62635","RiverComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverComponent.java","L62632","1","0","4","0","4735","1","1","0"
"L62636","RiverException.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverException.java","L62632","2","0","18","0","4735","1","1","0"
"L62637","RiverIndexName.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverIndexName.java","L62632","1","0","20","0","2","2","2","0"
"L62638","RiverModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverModule.java","L62632","5","0","50","0","4735","1","1","0"
"L62639","RiverName.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverName.java","L62632","10","0","35","0","4735","1","1","0"
"L62640","RiverNameModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverNameModule.java","L62632","1","0","11","0","4735","1","1","0"
"L62641","RiverSettings.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverSettings.java","L62632","1","0","17","0","4735","1","1","0"
"L62642","RiversManager.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiversManager.java","L62632","1","0","33","0","4735","1","1","0"
"L62643","RiversModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiversModule.java","L62632","1","0","18","0","4735","1","1","0"
"L62644","RiversService.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiversService.java","L62632","17","0","162","0","4735","1","2","2"
"L63849","CompiledScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/CompiledScript.java","L63848","1","0","15","0","4735","1","2","0"
"L63850","ExecutableScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ExecutableScript.java","L63848","1","0","8","0","4735","1","5","0"
"L63851","ScriptEngineService.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ScriptEngineService.java","L63848","1","0","14","0","4735","1","8","0"
"L63852","ScriptException.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ScriptException.java","L63848","1","0","10","0","4735","1","1","0"
"L63853","ScriptModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ScriptModule.java","L63848","3","0","23","0","4735","1","2","0"
"L63854","ScriptService.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ScriptService.java","L63848","19","0","138","0","4735","1","9","1"
"L63855","SearchScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/SearchScript.java","L63848","1","0","14","0","4735","1","2","0"
"L64944","Scroll.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/Scroll.java","L64943","3","0","36","0","4735","1","4","0"
"L64945","SearchContextException.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchContextException.java","L64943","3","0","22","0","4735","1","4","0"
"L64946","SearchContextMissingException.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchContextMissingException.java","L64943","1","0","12","0","4735","1","2","0"
"L64947","SearchException.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchException.java","L64943","1","0","16","0","4735","1","1","0"
"L64948","SearchHit.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchHit.java","L64943","1","0","37","0","4735","1","15","0"
"L64949","SearchHitField.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchHitField.java","L64943","1","0","11","0","4735","1","4","0"
"L64950","SearchHits.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchHits.java","L64943","1","0","12","0","4735","1","6","0"
"L64951","SearchModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchModule.java","L64943","1","0","34","0","4735","1","6","0"
"L64952","SearchParseElement.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchParseElement.java","L64943","1","0","6","0","4735","1","3","0"
"L64953","SearchParseException.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchParseException.java","L64943","1","0","10","0","4735","1","2","0"
"L64954","SearchPhase.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchPhase.java","L64943","1","0","9","1","4735","1","1","0"
"L64955","SearchPhaseResult.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchPhaseResult.java","L64943","1","0","7","0","4735","1","2","0"
"L64956","SearchService.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchService.java","L64943","44","0","388","1","4735","1","39","0"
"L64957","SearchShardTarget.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchShardTarget.java","L64943","14","0","80","0","4735","1","6","0"
"L64958","TransportSearchModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/TransportSearchModule.java","L64943","1","0","13","0","4735","1","1","0"
"L72920","ThreadPool.java","modules/elasticsearch/src/main/java/org/elasticsearch/threadpool/ThreadPool.java","L72919","16","0","175","0","4735","1","14","1"
"L72921","ThreadPoolModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/threadpool/ThreadPoolModule.java","L72919","1","0","12","0","4735","1","7","0"
"L73003","ActionNotFoundTransportException.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/ActionNotFoundTransportException.java","L73002","1","0","11","0","4735","1","1","0"
"L73004","ActionTransportException.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/ActionTransportException.java","L73002","5","0","41","0","4735","1","2","0"
"L73005","ActionTransportRequestHandler.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/ActionTransportRequestHandler.java","L73002","1","0","5","0","4735","1","1","0"
"L73006","BaseTransportRequestHandler.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/BaseTransportRequestHandler.java","L73002","1","0","4","0","4735","1","2","0"
"L73007","BaseTransportResponseHandler.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/BaseTransportResponseHandler.java","L73002","1","0","4","0","4735","1","2","0"
"L73009","ConnectTransportException.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/ConnectTransportException.java","L73002","1","0","21","0","4735","1","5","0"
"L73011","FutureTransportResponseHandler.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/FutureTransportResponseHandler.java","L73002","1","0","12","0","4735","1","3","0"
"L73012","NodeDisconnectedException.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/NodeDisconnectedException.java","L73002","1","0","10","0","4735","1","2","0"
"L73013","NodeNotConnectedException.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/NodeNotConnectedException.java","L73002","1","0","10","0","4735","1","1","0"
"L73015","PlainTransportFuture.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/PlainTransportFuture.java","L73002","8","0","57","0","4735","1","5","0"
"L73016","ReceiveTimeoutTransportException.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/ReceiveTimeoutTransportException.java","L73002","1","0","7","0","4735","1","4","0"
"L73017","RemoteTransportException.java","modules/elasticsearch/src/main/java/org/elasticsearch/transport/RemoteTransportException.java","L73002","1","0","14","0","4735","1","3","0"
