"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of bugs"
"L323","CanvasLayoutManager.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/layout/CanvasLayoutManager.java","L322","33","0","236","0","0","1","0","0"
"L590","CanvasViewStrategy.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/panel/CanvasViewStrategy.java","L589","6","0","52","1","70","2","0","0"
"L591","FlatScrollBarUI.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/panel/FlatScrollBarUI.java","L589","5","0","76","0","0","1","0","0"
"L592","Panel.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/panel/Panel.java","L589","52","0","610","1","70","3","0","0"
"L593","PanelBorder.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/panel/PanelBorder.java","L589","28","0","201","0","0","1","0","0"
"L594","TransferableIcon.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/panel/TransferableIcon.java","L589","6","0","96","2","590","5","0","0"
"L1674","CanvasPersistentState.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/persistence/CanvasPersistentState.java","L1673","1","0","33","0","0","1","0","0"
"L1675","MCTViewManifestationInfo.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/persistence/MCTViewManifestationInfo.java","L1673","11","0","190","0","0","1","0","0"
"L1944","CanvasFilterViewPolicy.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/policy/CanvasFilterViewPolicy.java","L1943","3","0","24","0","0","1","0","0"
"L1945","EmbeddedCanvasViewsAreNotWriteable.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/policy/EmbeddedCanvasViewsAreNotWriteable.java","L1943","1","0","14","1","70","2","0","0"
"L2017","CanvasComponentProvider.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/provider/CanvasComponentProvider.java","L2016","3","0","174","3","590","11","0","0"
"L2228","Augmentation.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/Augmentation.java","L2227","147","0","683","3","590","12","0","0"
"L2229","CanvasFormattingController.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/CanvasFormattingController.java","L2227","50","0","269","0","0","1","0","0"
"L2230","CanvasFormattingControlsPanel.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/CanvasFormattingControlsPanel.java","L2227","111","0","1495","1","70","3","0","0"
"L2231","CanvasIcons.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/CanvasIcons.java","L2227","41","0","134","0","0","1","0","0"
"L2232","CanvasManifestation.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/CanvasManifestation.java","L2227","120","0","903","2","70","11","0","0"
"L2233","ChangeGridSizeAction.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/ChangeGridSizeAction.java","L2227","8","0","92","0","0","1","0","0"
"L2234","ChangeSnapAction.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/ChangeSnapAction.java","L2227","10","0","67","0","0","1","0","0"
"L2235","MarqueSelectionListener.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/MarqueSelectionListener.java","L2227","20","0","105","0","0","1","0","0"
"L2236","PanelFocusSelectionProvider.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/PanelFocusSelectionProvider.java","L2227","1","0","12","0","0","1","0","0"
"L2237","PanelFocusTraversalPolicy.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/PanelFocusTraversalPolicy.java","L2227","16","0","122","0","0","1","0","0"
"L2238","PanelInspector.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/PanelInspector.java","L2227","12","0","239","2","590","10","0","2"
"L2239","ReTileAction.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/ReTileAction.java","L2227","6","0","51","0","0","1","0","0"
"L2240","WindowChangeGridSizeAction.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/WindowChangeGridSizeAction.java","L2227","1","0","11","0","0","1","0","0"
"L2241","WindowChangeSnapAction.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/WindowChangeSnapAction.java","L2227","1","0","11","0","0","1","0","0"
"L2242","WindowReTileAction.java","canvas/src/main/java/gov/nasa/arc/mct/canvas/view/WindowReTileAction.java","L2227","1","0","14","0","0","1","0","0"
"L5514","ConstraintBuilder.java","canvas/src/main/java/gov/nasa/arc/mct/gui/util/ConstraintBuilder.java","L5513","2","0","141","0","0","1","0","0"
"L5515","MCTSplitPaneFactory.java","canvas/src/main/java/gov/nasa/arc/mct/gui/util/MCTSplitPaneFactory.java","L5513","4","0","37","0","0","1","0","0"
"L129","CanvasActivatorTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/CanvasActivatorTest.java","L128","1","0","50","0","0","1","0","0"
"L130","ComponentRegistryAccessTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/ComponentRegistryAccessTest.java","L128","1","0","22","0","0","1","0","0"
"L131","PolicyManagerAccessTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/PolicyManagerAccessTest.java","L128","1","0","22","0","0","1","0","0"
"L15200","GridMenuTest.java","canvas/src/test/java/gov/nasa/arc/mct/menu/GridMenuTest.java","L15199","1","0","56","0","0","1","0","0"
"L325","CanvasLayoutManagerTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/layout/CanvasLayoutManagerTest.java","L324","1","0","113","0","0","1","0","0"
"L596","PanelBorderTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/panel/PanelBorderTest.java","L595","1","0","29","0","0","1","0","0"
"L1677","AbstractMCTViewManifestationInfoTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/persistence/AbstractMCTViewManifestationInfoTest.java","L1676","1","0","45","0","0","1","0","0"
"L1678","RootCanvasClassTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/persistence/RootCanvasClassTest.java","L1676","2","0","25","0","0","1","0","0"
"L1947","TestEmbeddedViewsNotWriteable.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/policy/TestEmbeddedViewsNotWriteable.java","L1946","1","0","28","1","70","2","0","0"
"L2244","CanvasFormattingControllerTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/view/CanvasFormattingControllerTest.java","L2243","32","0","882","0","0","1","0","0"
"L2245","CanvasFormattingControlPanelTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/view/CanvasFormattingControlPanelTest.java","L2243","3","0","229","1","70","2","0","0"
"L2246","CanvasRemoveComponentUpdateTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/view/CanvasRemoveComponentUpdateTest.java","L2243","1","0","63","0","0","1","0","0"
"L2247","MarqueSelectionListenerTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/view/MarqueSelectionListenerTest.java","L2243","2","0","139","2","590","4","0","0"
"L2248","PanelBorderSelectionTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/view/PanelBorderSelectionTest.java","L2243","6","0","245","0","0","1","0","0"
"L2249","PanelFocusTraversalPolicyTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/view/PanelFocusTraversalPolicyTest.java","L2243","1","0","60","0","0","1","0","0"
"L2250","PanelInspectorTest.java","canvas/src/test/java/gov/nasa/arc/mct/canvas/view/PanelInspectorTest.java","L2243","12","0","110","2","590","4","0","0"
"L5454","ContextAwareAction.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/ContextAwareAction.java","L5449","1","0","25","1","70","1","0","0"
"L5455","ContextAwareButton.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/ContextAwareButton.java","L5449","7","0","46","2","590","7","0","0"
"L5457","ExportAsImageAction.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/ExportAsImageAction.java","L5449","7","0","47","1","70","1","0","0"
"L5460","FeedRenderingPool.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/FeedRenderingPool.java","L5449","33","0","276","2","590","4","0","0"
"L5462","FileChooser.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/FileChooser.java","L5449","3","0","89","0","0","1","0","0"
"L5465","MCTMutableTreeNode.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/MCTMutableTreeNode.java","L5449","15","0","154","1","70","1","0","0"
"L5471","OptionBox.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/OptionBox.java","L5449","7","0","72","1","70","3","0","0"
"L5476","SettingsButton.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/SettingsButton.java","L5449","3","0","54","2","590","8","0","0"
"L5479","Twistie.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/Twistie.java","L5449","3","0","41","1","590","3","0","0"
"L5480","View.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/View.java","L5449","23","0","340","3","590","5","0","0"
"L5482","ViewProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/gui/ViewProvider.java","L5449","1","0","6","2","590","5","0","0"
"L34065","AbstractComponent.java","mctcore/src/main/java/gov/nasa/arc/mct/components/AbstractComponent.java","L34064","75","0","668","4","590","44","0","0"
"L34070","FeedProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/components/FeedProvider.java","L34064","1","0","123","3","70","5","0","0"
"L34075","PropertyDescriptor.java","mctcore/src/main/java/gov/nasa/arc/mct/components/PropertyDescriptor.java","L34064","1","0","35","2","590","3","0","0"
"L34989","GlobalContext.java","mctcore/src/main/java/gov/nasa/arc/mct/context/GlobalContext.java","L34988","3","0","40","1","70","1","0","0"
"L35419","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/identitymgr/package-info.java","L35417","1","0","1","1","590","3","0","0"
"L36897","PolicyInfo.java","mctcore/src/main/java/gov/nasa/arc/mct/policy/PolicyInfo.java","L36892","1","0","37","2","590","4","0","0"
"L37021","ExternalComponentRegistryImpl.java","mctcore/src/main/java/gov/nasa/arc/mct/registry/ExternalComponentRegistryImpl.java","L37020","27","0","266","4","45","20","0","0"
"L34039","OptimisticLockException.java","mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/OptimisticLockException.java","L34038","1","0","7","1","70","1","0","0"
"L34040","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/package-info.java","L34038","1","0","1","1","70","1","0","0"
"L34041","PersistenceService.java","mctcore/src/main/java/gov/nasa/arc/mct/api/persistence/PersistenceService.java","L34038","1","0","9","2","590","4","0","0"
"L34431","CollectionComponent.java","mctcore/src/main/java/gov/nasa/arc/mct/components/collection/CollectionComponent.java","L34430","1","0","4","1","70","1","0","0"
"L34432","Group.java","mctcore/src/main/java/gov/nasa/arc/mct/components/collection/Group.java","L34430","1","0","5","2","590","4","0","0"
"L35072","BatchLoader.java","mctcore/src/main/java/gov/nasa/arc/mct/db/util/BatchLoader.java","L35071","1","0","16","1","590","4","0","0"
"L35073","BatchLoaderImpl.java","mctcore/src/main/java/gov/nasa/arc/mct/db/util/BatchLoaderImpl.java","L35071","74","0","549","1","590","4","0","0"
"L35074","ComponentUtil.java","mctcore/src/main/java/gov/nasa/arc/mct/db/util/ComponentUtil.java","L35071","5","0","21","1","590","4","0","0"
"L35075","IdGenerator.java","mctcore/src/main/java/gov/nasa/arc/mct/db/util/IdGenerator.java","L35071","1","0","23","1","590","4","0","0"
"L35076","ParameterInfo.java","mctcore/src/main/java/gov/nasa/arc/mct/db/util/ParameterInfo.java","L35071","5","0","30","1","590","4","0","0"
"L35077","PersistedTaxonomyInfo.java","mctcore/src/main/java/gov/nasa/arc/mct/db/util/PersistedTaxonomyInfo.java","L35071","1","0","46","1","590","4","0","0"
"L36157","package-info.java","mctcore/src/main/java/gov/nasa/arc/mct/lock/manager/package-info.java","L36155","1","0","1","1","70","1","0","0"
"L36178","DefaultComponentProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/platform/spi/DefaultComponentProvider.java","L36177","1","0","8","2","70","4","0","0"
"L36180","PersistenceProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/platform/spi/PersistenceProvider.java","L36177","1","0","26","2","70","9","0","0"
"L36181","Platform.java","mctcore/src/main/java/gov/nasa/arc/mct/platform/spi/Platform.java","L36177","1","0","28","4","590","9","0","0"
"L36183","RoleAccess.java","mctcore/src/main/java/gov/nasa/arc/mct/platform/spi/RoleAccess.java","L36177","18","0","79","4","590","13","0","0"
"L36186","WindowManager.java","mctcore/src/main/java/gov/nasa/arc/mct/platform/spi/WindowManager.java","L36177","1","0","15","2","590","6","0","0"
"L37479","TimeService.java","mctcore/src/main/java/gov/nasa/arc/mct/services/activity/TimeService.java","L37477","1","0","16","3","70","5","0","0"
"L37509","AbstractComponentProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/services/component/AbstractComponentProvider.java","L37508","1","0","39","2","590","5","0","0"
"L37511","ComponentProvider.java","mctcore/src/main/java/gov/nasa/arc/mct/services/component/ComponentProvider.java","L37508","1","0","14","2","590","6","0","0"
"L37512","ComponentRegistry.java","mctcore/src/main/java/gov/nasa/arc/mct/services/component/ComponentRegistry.java","L37508","1","0","10","3","45","6","0","0"
"L37514","ComponentTypeInfo.java","mctcore/src/main/java/gov/nasa/arc/mct/services/component/ComponentTypeInfo.java","L37508","5","0","79","2","590","15","0","0"
"L37524","StatusAreaWidgetInfo.java","mctcore/src/main/java/gov/nasa/arc/mct/services/component/StatusAreaWidgetInfo.java","L37508","3","0","19","1","70","1","0","0"
"L37526","TypeInfo.java","mctcore/src/main/java/gov/nasa/arc/mct/services/component/TypeInfo.java","L37508","3","0","23","2","590","5","0","0"
"L37527","ViewInfo.java","mctcore/src/main/java/gov/nasa/arc/mct/services/component/ViewInfo.java","L37508","15","0","137","2","45","16","1","0"
"L37528","ViewType.java","mctcore/src/main/java/gov/nasa/arc/mct/services/component/ViewType.java","L37508","1","0","14","2","590","4","0","0"
"L37986","ComponentInitializer.java","mctcore/src/main/java/gov/nasa/arc/mct/services/internal/component/ComponentInitializer.java","L37985","1","0","20","2","70","8","0","0"
"L37987","CoreComponentRegistry.java","mctcore/src/main/java/gov/nasa/arc/mct/services/internal/component/CoreComponentRegistry.java","L37985","1","0","13","4","590","9","0","0"
"L37990","Updatable.java","mctcore/src/main/java/gov/nasa/arc/mct/services/internal/component/Updatable.java","L37985","1","0","14","3","590","12","0","0"
"L37991","User.java","mctcore/src/main/java/gov/nasa/arc/mct/services/internal/component/User.java","L37985","2","0","20","1","70","1","0","0"
"L5492","ExtendedPropertiesTest.java","mctcore/src/test/java/gov/nasa/arc/mct/gui/ExtendedPropertiesTest.java","L5490","1","0","38","1","70","1","0","0"
"L5493","FeedCycleRendererTest.java","mctcore/src/test/java/gov/nasa/arc/mct/gui/FeedCycleRendererTest.java","L5490","2","0","148","1","70","1","0","0"
"L5495","FeedViewManifestationTest.java","mctcore/src/test/java/gov/nasa/arc/mct/gui/FeedViewManifestationTest.java","L5490","15","0","367","3","70","5","0","0"
"L5496","TestContextAwareButton.java","mctcore/src/test/java/gov/nasa/arc/mct/gui/TestContextAwareButton.java","L5490","6","0","90","2","590","6","0","0"
"L5497","TestControlWrapper.java","mctcore/src/test/java/gov/nasa/arc/mct/gui/TestControlWrapper.java","L5490","1","0","118","1","70","1","0","0"
"L5498","TestMCTMutableTreeNode.java","mctcore/src/test/java/gov/nasa/arc/mct/gui/TestMCTMutableTreeNode.java","L5490","4","0","175","1","70","1","0","0"
"L5499","TestSettingsButton.java","mctcore/src/test/java/gov/nasa/arc/mct/gui/TestSettingsButton.java","L5490","12","0","74","2","590","4","0","0"
"L34080","AbstractComponentTest.java","mctcore/src/test/java/gov/nasa/arc/mct/components/AbstractComponentTest.java","L34079","2","0","154","3","590","11","0","0"
"L34992","GlobalContextTest.java","mctcore/src/test/java/gov/nasa/arc/mct/context/GlobalContextTest.java","L34991","5","0","67","1","70","1","0","0"
"L37024","MockComponent.java","mctcore/src/test/java/gov/nasa/arc/mct/registry/MockComponent.java","L37023","1","0","13","1","590","3","0","0"
"L37025","MockComponentRegistry.java","mctcore/src/test/java/gov/nasa/arc/mct/registry/MockComponentRegistry.java","L37023","3","0","46","1","70","1","0","0"
"L37026","TestExternalComponentRegistryImpl.java","mctcore/src/test/java/gov/nasa/arc/mct/registry/TestExternalComponentRegistryImpl.java","L37023","12","0","264","3","590","7","0","0"
"L38806","IdGeneratorTest.java","mctcore/src/test/java/gov/nasa/arc/mct/util/IdGeneratorTest.java","L38805","1","0","32","1","590","3","0","0"
"L36190","RoleAccessTest.java","mctcore/src/test/java/gov/nasa/arc/mct/platform/spi/RoleAccessTest.java","L36188","1","0","57","3","590","6","0","0"
"L37531","AbstractComponentProviderTest.java","mctcore/src/test/java/gov/nasa/arc/mct/services/component/AbstractComponentProviderTest.java","L37530","1","0","17","2","590","3","0","0"
"L37532","ComponentTypeInfoTest.java","mctcore/src/test/java/gov/nasa/arc/mct/services/component/ComponentTypeInfoTest.java","L37530","1","0","40","2","590","3","0","0"
"L37533","TypeInfoTest.java","mctcore/src/test/java/gov/nasa/arc/mct/services/component/TypeInfoTest.java","L37530","1","0","32","2","590","3","0","0"
"L37534","ViewInfoTest.java","mctcore/src/test/java/gov/nasa/arc/mct/services/component/ViewInfoTest.java","L37530","7","0","96","2","45","5","0","0"
"L5509","TestDropBoxCanvas.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/gui/TestDropBoxCanvas.java","L5508","6","0","93","2","70","4","0","0"
"L40522","BrokenComponentTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/components/BrokenComponentTest.java","L40521","3","0","51","1","70","1","0","0"
"L40523","TelemetryDisciplineComponentTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/components/TelemetryDisciplineComponentTest.java","L40521","1","0","37","2","590","3","0","0"
"L40640","CanDeleteComponentPolicyTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/CanDeleteComponentPolicyTest.java","L40639","1","0","56","1","70","1","0","0"
"L40641","CannotDragMySandboxTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/CannotDragMySandboxTest.java","L40639","1","0","42","0","0","3","0","0"
"L40642","OwnershipTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/policy/OwnershipTest.java","L40639","3","0","86","2","590","3","0","0"
"L40907","CoreComponentProviderTest.java","mctCoreTaxonomyProvider/src/test/java/gov/nasa/arc/mct/core/provider/CoreComponentProviderTest.java","L40906","5","0","102","2","590","3","0","0"
"L40514","BrokenComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/BrokenComponent.java","L40513","1","0","8","1","70","1","0","0"
"L40517","TelemetryDataTaxonomyComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryDataTaxonomyComponent.java","L40513","1","0","9","1","70","1","0","0"
"L40518","TelemetryDisciplineComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryDisciplineComponent.java","L40513","2","0","61","3","590","5","0","0"
"L40519","TelemetryUserDropBoxComponent.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/components/TelemetryUserDropBoxComponent.java","L40513","1","0","10","1","70","1","0","0"
"L40623","AllCannotBeInspectedPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/AllCannotBeInspectedPolicy.java","L40622","4","0","21","1","70","1","0","0"
"L40624","CanDeleteComponentPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CanDeleteComponentPolicy.java","L40622","3","0","25","1","70","1","0","0"
"L40625","CannotDragOrDropMySandbox.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CannotDragOrDropMySandbox.java","L40622","4","0","21","0","0","3","0","0"
"L40627","CantDuplicateDropBoxesPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CantDuplicateDropBoxesPolicy.java","L40622","2","0","16","1","70","1","0","0"
"L40630","CheckComponentOwnerIsUserPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/CheckComponentOwnerIsUserPolicy.java","L40622","6","0","22","3","590","5","0","1"
"L40632","DisciplineUsersViewControlPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/DisciplineUsersViewControlPolicy.java","L40622","5","0","29","1","590","3","0","0"
"L40633","DropboxFilterViewPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/DropboxFilterViewPolicy.java","L40622","9","0","37","2","590","3","0","0"
"L40634","LeafCannotAddChildDetectionPolicy.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/policy/LeafCannotAddChildDetectionPolicy.java","L40622","1","0","13","1","70","1","0","0"
"L40904","CoreComponentProvider.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/provider/CoreComponentProvider.java","L40903","7","0","171","3","590","19","0","0"
"L40905","CoreComponentProviderDelegate.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/provider/CoreComponentProviderDelegate.java","L40903","6","0","85","1","70","1","0","0"
"L41045","DropboxCanvasView.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/DropboxCanvasView.java","L41043","11","0","120","1","70","3","0","0"
"L41046","UsersManifestation.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/UsersManifestation.java","L41043","5","0","144","2","590","4","0","0"
"L41047","UsersPage.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/core/roles/UsersPage.java","L41043","4","0","69","1","70","1","0","0"
"L36546","PlatformAccess.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/platform/core/access/PlatformAccess.java","L36545","1","0","16","1","590","3","0","0"
"L36547","PolicyManagerAccess.java","mctCoreTaxonomyProvider/src/main/java/gov/nasa/arc/mct/platform/core/access/PolicyManagerAccess.java","L36545","1","0","15","1","590","3","0","0"
"L36167","Activator.java","platform/src/main/java/gov/nasa/arc/mct/platform/Activator.java","L36166","9","0","86","2","590","8","0","0"
"L36169","LaunchMCTService.java","platform/src/main/java/gov/nasa/arc/mct/platform/LaunchMCTService.java","L36166","15","0","174","2","45","17","0","0"
"L36170","PlatformImpl.java","platform/src/main/java/gov/nasa/arc/mct/platform/PlatformImpl.java","L36166","10","0","142","3","590","14","0","0"
"L36174","UserEnvironment.java","platform/src/main/java/gov/nasa/arc/mct/platform/UserEnvironment.java","L36166","4","0","125","5","590","19","0","0"
"L44609","DefaultExceptionHandler.java","platform/src/main/java/gov/nasa/arc/mct/exception/DefaultExceptionHandler.java","L44608","6","0","54","1","70","1","0","0"
"L5527","GUIUtil.java","platform/src/main/java/gov/nasa/arc/mct/gui/util/GUIUtil.java","L5525","2","0","19","1","590","3","0","0"
