"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L76805","ThreadCountersHashTableMTTst.java","core/src/test/java/com/orientechnologies/common/concur/lock/ThreadCountersHashTableMTTst.java","L76802","11","0","82","0","8","4","3122","0"
"L76806","ThreadCountersHashTableTest.java","core/src/test/java/com/orientechnologies/common/concur/lock/ThreadCountersHashTableTest.java","L76802","6","0","85","0","8","4","3122","0"
"L79947","BinarySerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/BinarySerializerTest.java","L79946","1","0","39","0","8","4","3122","0"
"L79948","BooleanSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/BooleanSerializerTest.java","L79946","1","0","48","0","8","4","3122","0"
"L79949","ByteSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/ByteSerializerTest.java","L79946","1","0","36","0","8","4","3122","0"
"L79950","CharSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/CharSerializerTest.java","L79946","1","0","37","0","8","4","3122","0"
"L79951","DateSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/DateSerializerTest.java","L79946","1","0","56","0","8","4","3122","0"
"L79952","DateTimeSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/DateTimeSerializerTest.java","L79946","1","0","37","0","8","4","3122","0"
"L79953","DecimalSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/DecimalSerializerTest.java","L79946","1","0","38","0","3","3","561","0"
"L79954","DoubleSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/DoubleSerializerTest.java","L79946","1","0","36","0","8","4","3122","0"
"L79955","FloatSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/FloatSerializerTest.java","L79946","1","0","36","0","7","4","3122","0"
"L79956","IntegerSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/IntegerSerializerTest.java","L79946","1","0","36","0","7","4","3122","0"
"L79957","LongSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/LongSerializerTest.java","L79946","1","0","36","0","7","4","3122","0"
"L79958","ShortSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/ShortSerializerTest.java","L79946","1","0","36","0","7","4","3122","0"
"L79959","StringSerializerTest.java","core/src/test/java/com/orientechnologies/common/serialization/types/StringSerializerTest.java","L79946","2","0","45","0","7","4","3122","0"
"L4773","OTraverseTest.java","core/src/test/java/com/orientechnologies/orient/core/command/traverse/OTraverseTest.java","L4772","4","0","116","2","10","4","3122","0"
"L5264","AbstractCompressionTest.java","core/src/test/java/com/orientechnologies/orient/core/compression/impl/AbstractCompressionTest.java","L5263","2","0","25","0","6","3","420","0"
"L5265","CompressionTest.java","core/src/test/java/com/orientechnologies/orient/core/compression/impl/CompressionTest.java","L5263","4","0","33","0","7","4","113","0"
"L5266","GZIPCompressionTest.java","core/src/test/java/com/orientechnologies/orient/core/compression/impl/GZIPCompressionTest.java","L5263","1","0","8","0","4","3","420","0"
"L5267","NothingCompressionTest.java","core/src/test/java/com/orientechnologies/orient/core/compression/impl/NothingCompressionTest.java","L5263","1","0","8","0","4","3","420","0"
"L5268","SnappyCompressionTest.java","core/src/test/java/com/orientechnologies/orient/core/compression/impl/SnappyCompressionTest.java","L5263","1","0","8","0","4","3","420","0"
"L6569","ODatabaseDocumentPoolOpenCloseTest.java","core/src/test/java/com/orientechnologies/orient/core/db/document/ODatabaseDocumentPoolOpenCloseTest.java","L6568","1","0","17","0","5","5","3122","0"
"L10219","DocumentTest.java","core/src/test/java/com/orientechnologies/orient/core/db/record/DocumentTest.java","L10218","1","0","52","0","1","1","3122","0"
"L10220","ORecordLazySetPeristentTest.java","core/src/test/java/com/orientechnologies/orient/core/db/record/ORecordLazySetPeristentTest.java","L10218","2","0","92","0","4","3","3122","0"
"L10221","ORecordLazySetTest.java","core/src/test/java/com/orientechnologies/orient/core/db/record/ORecordLazySetTest.java","L10218","7","0","122","0","17","6","3122","0"
"L10222","TestLinkedDocumentInMap.java","core/src/test/java/com/orientechnologies/orient/core/db/record/TestLinkedDocumentInMap.java","L10218","1","0","44","3","8","3","561","0"
"L10223","TrackedListTest.java","core/src/test/java/com/orientechnologies/orient/core/db/record/TrackedListTest.java","L10218","4","0","533","0","6","2","561","0"
"L10224","TrackedMapTest.java","core/src/test/java/com/orientechnologies/orient/core/db/record/TrackedMapTest.java","L10218","3","0","302","0","6","2","561","0"
"L10225","TrackedSetTest.java","core/src/test/java/com/orientechnologies/orient/core/db/record/TrackedSetTest.java","L10218","2","0","268","0","6","2","561","0"
"L14641","OConflictManagementTest.java","core/src/test/java/com/orientechnologies/orient/core/db/conflict/OConflictManagementTest.java","L14640","3","0","87","0","3","2","561","0"
"L28118","OClassImplTest.java","core/src/test/java/com/orientechnologies/orient/core/metadata/schema/OClassImplTest.java","L28117","2","0","343","1","12","5","17","0"
"L28119","OSchemaSharedGlobalPropertyTest.java","core/src/test/java/com/orientechnologies/orient/core/metadata/schema/OSchemaSharedGlobalPropertyTest.java","L28117","2","0","49","0","3","2","17","0"
"L28120","TestOTypeDetection.java","core/src/test/java/com/orientechnologies/orient/core/metadata/schema/TestOTypeDetection.java","L28117","1","0","161","0","9","3","561","0"
"L30634","ORestricetedUserCleanUpTest.java","core/src/test/java/com/orientechnologies/orient/core/metadata/security/ORestricetedUserCleanUpTest.java","L30633","1","0","52","0","4","3","3122","0"
"L32884","BytesContainerTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/BytesContainerTest.java","L32883","1","0","36","0","4","2","3122","0"
"L32885","DirtyFinderTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/DirtyFinderTest.java","L32883","1","0","91","0","3","3","327","0"
"L32886","ODocumentFieldConversionTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/ODocumentFieldConversionTest.java","L32883","38","0","718","0","12","5","1345","0"
"L32887","ODocumentSchemafullSerializationTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/ODocumentSchemafullSerializationTest.java","L32883","1","0","288","1","16","3","561","0"
"L32888","ODocumentSchemalessBinarySerializationTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/ODocumentSchemalessBinarySerializationTest.java","L32883","8","0","692","1","35","6","3122","0"
"L32889","ODocumentSchemalessSerializationTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/ODocumentSchemalessSerializationTest.java","L32883","1","0","258","1","19","3","3122","0"
"L32890","ODocumentSerializationPersistentTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/ODocumentSerializationPersistentTest.java","L32883","2","0","50","1","11","4","3122","0"
"L32891","ODocumentTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/ODocumentTest.java","L32883","1","0","227","2","19","6","3122","0"
"L32892","ORecordBytesTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/ORecordBytesTest.java","L32883","11","0","147","0","9","5","33","0"
"L32893","OVarIntSerializerTest.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/OVarIntSerializerTest.java","L32883","1","0","53","0","4","2","3122","0"
"L32894","SimpleSerializableClass.java","core/src/test/java/com/orientechnologies/orient/core/record/impl/SimpleSerializableClass.java","L32883","1","0","6","0","1","1","561","0"
"L35786","OStringSerializerHelperTest.java","core/src/test/java/com/orientechnologies/orient/core/serialization/serializer/OStringSerializerHelperTest.java","L35785","2","0","115","2","13","6","3122","0"
"L38326","OFilterOptimizerTest.java","core/src/test/java/com/orientechnologies/orient/core/sql/filter/OFilterOptimizerTest.java","L38325","1","0","56","1","6","3","113","0"
"L44625","TestQueryRecordLockUnlock.java","core/src/test/java/com/orientechnologies/orient/core/sql/lock/TestQueryRecordLockUnlock.java","L44624","19","0","171","0","7","3","3122","0"
"L44710","TestSqlEmbeddedResult.java","core/src/test/java/com/orientechnologies/orient/core/sql/select/TestSqlEmbeddedResult.java","L44709","1","0","52","0","8","3","3122","0"
"L44734","SQLUpdateMapTest.java","core/src/test/java/com/orientechnologies/orient/core/sql/update/SQLUpdateMapTest.java","L44733","1","0","31","0","3","2","561","0"
"L44763","FileClassicTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/fs/FileClassicTest.java","L44762","3","0","51","0","8","4","1345","0"
"L16798","LocalHashTableIterationTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/LocalHashTableIterationTest.java","L16797","16","0","131","1","45","8","3122","0"
"L16799","OHashTableDirectoryTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/OHashTableDirectoryTest.java","L16797","53","0","265","0","12","5","3122","0"
"L16800","OLocalHashTableTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/OLocalHashTableTest.java","L16797","38","0","184","1","11","4","3122","0"
"L16801","OLocalHashTableWAL.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/OLocalHashTableWAL.java","L16797","21","0","256","2","19","5","3122","0"
"L24981","ONullBucketTest.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtree/local/ONullBucketTest.java","L24980","1","0","56","0","17","4","3122","0"
"L24982","SBTreeCompositeKeyTest.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtree/local/SBTreeCompositeKeyTest.java","L24980","77","0","354","2","37","7","3122","0"
"L24983","SBTreeLeafBucketTest.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtree/local/SBTreeLeafBucketTest.java","L24980","31","0","238","2","33","6","3122","0"
"L24984","SBTreeNonLeafBucketTest.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtree/local/SBTreeNonLeafBucketTest.java","L24980","20","0","140","2","30","5","3122","0"
"L24985","SBTreeTest.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtree/local/SBTreeTest.java","L24980","87","0","493","4","34","6","561","0"
"L24986","SBTreeTestBigValues.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtree/local/SBTreeTestBigValues.java","L24980","45","0","227","2","18","5","3122","0"
"L24987","SBTreeTestBigValuesWAL.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtree/local/SBTreeTestBigValuesWAL.java","L24980","13","0","298","3","31","5","3122","0"
"L24988","SBTreeValuePageTest.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtree/local/SBTreeValuePageTest.java","L24980","1","0","51","2","23","4","3122","0"
"L24989","SBTreeWAL.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtree/local/SBTreeWAL.java","L24980","13","0","268","5","49","7","3122","0"
"L26187","OSBTreeBonsaiLeafBucketTest.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtreebonsai/local/OSBTreeBonsaiLeafBucketTest.java","L26186","31","0","241","2","23","6","561","0"
"L26188","OSBTreeBonsaiLocalTest.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtreebonsai/local/OSBTreeBonsaiLocalTest.java","L26186","81","0","413","0","5","4","561","0"
"L26189","OSBTreeBonsaiNonLeafBucketTest.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtreebonsai/local/OSBTreeBonsaiNonLeafBucketTest.java","L26186","20","0","139","2","21","5","3122","0"
"L26190","OSBTreeBonsaiWAL.java","core/src/test/java/com/orientechnologies/orient/core/index/sbtreebonsai/local/OSBTreeBonsaiWAL.java","L26186","13","0","268","2","34","5","3122","0"
"L38987","SQLFunctionDifferenceTest.java","core/src/test/java/com/orientechnologies/orient/core/sql/functions/coll/SQLFunctionDifferenceTest.java","L38986","6","0","64","0","10","5","3122","0"
"L40014","OSQLFunctionModeTest.java","core/src/test/java/com/orientechnologies/orient/core/sql/functions/stat/OSQLFunctionModeTest.java","L40013","4","0","56","0","3","3","1345","0"
"L40015","OSQLFunctionPercentileTest.java","core/src/test/java/com/orientechnologies/orient/core/sql/functions/stat/OSQLFunctionPercentileTest.java","L40013","7","0","88","0","5","3","1345","0"
"L40016","OSQLFunctionUUIDTest.java","core/src/test/java/com/orientechnologies/orient/core/sql/functions/stat/OSQLFunctionUUIDTest.java","L40013","1","0","42","0","2","2","561","0"
"L40017","OSQLFunctionVarianceTest.java","core/src/test/java/com/orientechnologies/orient/core/sql/functions/stat/OSQLFunctionVarianceTest.java","L40013","4","0","69","0","3","3","1345","0"
"L45275","OStorageLocalTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/OStorageLocalTest.java","L45274","5","0","95","0","23","7","3122","0"
"L11885","ORidBagAtomicUpdateTest.java","core/src/test/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/ORidBagAtomicUpdateTest.java","L11884","58","0","922","0","13","5","3122","0"
"L11886","OSBTreeCollectionManagerSharedTest.java","core/src/test/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OSBTreeCollectionManagerSharedTest.java","L11884","16","0","142","0","12","4","1345","0"
"L11887","OSBTreeRidBagConcurrencyMultiRidBag.java","core/src/test/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OSBTreeRidBagConcurrencyMultiRidBag.java","L11884","26","0","242","0","14","5","3122","0"
"L11888","OSBTreeRidBagConcurrencySingleRidBag.java","core/src/test/java/com/orientechnologies/orient/core/db/record/ridbag/sbtree/OSBTreeRidBagConcurrencySingleRidBag.java","L11884","18","0","177","0","14","5","3122","0"
"L16818","ConcurrentLRUListConcurrentTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/cache/ConcurrentLRUListConcurrentTest.java","L16817","14","0","175","0","7","5","3122","0"
"L16819","ConcurrentLRUListTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/cache/ConcurrentLRUListTest.java","L16817","1","0","8","0","2","2","561","0"
"L16820","HashLRUListTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/cache/HashLRUListTest.java","L16817","1","0","10","0","6","5","3122","0"
"L16821","LRUListConcurrentTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/cache/LRUListConcurrentTest.java","L16817","1","0","7","0","2","2","561","0"
"L16822","LRUListTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/cache/LRUListTest.java","L16817","30","0","289","0","30","8","561","0"
"L16823","ReadWriteDiskCacheTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/cache/ReadWriteDiskCacheTest.java","L16817","62","0","629","4","44","7","3122","0"
"L16824","WOWCacheTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/cache/WOWCacheTest.java","L16817","18","0","203","1","18","5","3122","0"
"L19607","ReadWriteCacheConcurrentTest.java","core/src/test/java/com/orientechnologies/orient/core/index/hashindex/local/arc/ReadWriteCacheConcurrentTest.java","L19606","25","0","218","1","16","4","3122","0"
"L35795","LinkSerializerTest.java","core/src/test/java/com/orientechnologies/orient/core/serialization/serializer/binary/impl/LinkSerializerTest.java","L35794","1","0","29","0","12","4","3122","0"
"L46153","ClusterPageTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/ClusterPageTest.java","L46152","34","0","725","2","18","5","3122","0"
"L46154","LocalPaginatedClusterTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/LocalPaginatedClusterTest.java","L46152","75","0","914","1","94","9","327","0"
"L46155","LocalPaginatedClusterWithWAL.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/LocalPaginatedClusterWithWAL.java","L46152","13","0","341","1","66","8","3122","0"
"L46156","LocalPaginatedStorageRestoreFromWAL.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/LocalPaginatedStorageRestoreFromWAL.java","L46152","16","0","202","0","18","2","3122","0"
"L46157","LocalPaginatedStorageRestoreFromWALAndAddAdditionalRecords.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/LocalPaginatedStorageRestoreFromWALAndAddAdditionalRecords.java","L46152","21","0","239","0","9","2","3122","0"
"L46158","LocalPaginatedStorageRestoreTx.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/LocalPaginatedStorageRestoreTx.java","L46152","23","0","227","0","13","3","3122","0"
"L47247","DirtyPagesRecordTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/DirtyPagesRecordTest.java","L47246","4","0","29","0","3","3","16","0"
"L47248","PageChangesTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/PageChangesTest.java","L47246","7","0","224","1","8","3","3122","0"
"L47249","UpdatePageRecordTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/UpdatePageRecordTest.java","L47246","1","0","34","0","16","4","3122","0"
"L47250","WALSegmentCreation.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/WALSegmentCreation.java","L47246","21","0","203","0","4","3","3122","0"
"L47251","WriteAheadLogConcurrencyTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/WriteAheadLogConcurrencyTest.java","L47246","16","0","116","0","5","3","3122","0"
"L47252","WriteAheadLogTest.java","core/src/test/java/com/orientechnologies/orient/core/storage/impl/local/paginated/wal/WriteAheadLogTest.java","L47246","42","0","1227","1","58","6","3122","0"
"L82186","AIXCLibrary.java","core/src/main/java/com/orientechnologies/nio/AIXCLibrary.java","L82185","6","0","44","0","12","5","3122","0"
"L82187","CLibrary.java","core/src/main/java/com/orientechnologies/nio/CLibrary.java","L82185","1","0","4","0","6","4","17","0"
"L82188","GeneralCLibrary.java","core/src/main/java/com/orientechnologies/nio/GeneralCLibrary.java","L82185","1","0","15","0","11","5","3122","0"
"L82189","MemoryLocker.java","core/src/main/java/com/orientechnologies/nio/MemoryLocker.java","L82185","11","0","48","0","13","5","3122","0"
"L82190","MemoryLockerLinux.java","core/src/main/java/com/orientechnologies/nio/MemoryLockerLinux.java","L82185","1","0","14","0","11","5","3122","0"
"L82191","OCLibraryFactory.java","core/src/main/java/com/orientechnologies/nio/OCLibraryFactory.java","L82185","1","0","15","0","11","5","3122","0"
"L82192","OJNADirectMemory.java","core/src/main/java/com/orientechnologies/nio/OJNADirectMemory.java","L82185","14","0","154","2","9","4","17","0"
"L2595","OConstants.java","core/src/main/java/com/orientechnologies/orient/core/OConstants.java","L2594","3","0","22","0","179","11","3122","0"
"L2596","OOrientListener.java","core/src/main/java/com/orientechnologies/orient/core/OOrientListener.java","L2594","1","0","7","0","12","4","3122","0"
"L2597","OOrientListenerAbstract.java","core/src/main/java/com/orientechnologies/orient/core/OOrientListenerAbstract.java","L2594","1","0","16","0","8","4","3122","0"
"L2598","OOrientShutdownListener.java","core/src/main/java/com/orientechnologies/orient/core/OOrientShutdownListener.java","L2594","1","0","4","0","2","2","3122","0"
"L2599","OOrientStartupListener.java","core/src/main/java/com/orientechnologies/orient/core/OOrientStartupListener.java","L2594","1","0","4","0","6","4","3122","0"
"L2600","Orient.java","core/src/main/java/com/orientechnologies/orient/core/Orient.java","L2594","73","0","572","3","184","15","3122","1"
"L2601","OrientShutdownHook.java","core/src/main/java/com/orientechnologies/orient/core/OrientShutdownHook.java","L2594","2","0","16","0","5","2","17","0"
"L2602","OSignalHandler.java","core/src/main/java/com/orientechnologies/orient/core/OSignalHandler.java","L2594","12","0","56","0","19","6","3122","0"
"L76280","OCollection.java","core/src/main/java/com/orientechnologies/common/collection/OCollection.java","L76279","1","0","6","0","8","5","17","0"
"L76281","OIterableObject.java","core/src/main/java/com/orientechnologies/common/collection/OIterableObject.java","L76279","2","0","34","0","8","5","17","0"
"L76282","OIterableObjectArray.java","core/src/main/java/com/orientechnologies/common/collection/OIterableObjectArray.java","L76279","2","0","32","0","8","5","17","0"
"L76283","OLazyIterator.java","core/src/main/java/com/orientechnologies/common/collection/OLazyIterator.java","L76279","1","0","5","0","8","5","17","0"
"L76284","OLazyIteratorListWrapper.java","core/src/main/java/com/orientechnologies/common/collection/OLazyIteratorListWrapper.java","L76279","1","0","21","0","8","5","17","0"
"L76285","OLimitedMap.java","core/src/main/java/com/orientechnologies/common/collection/OLimitedMap.java","L76279","2","0","15","0","8","5","17","0"
"L76286","OMultiCollectionIterator.java","core/src/main/java/com/orientechnologies/common/collection/OMultiCollectionIterator.java","L76279","33","0","154","0","10","5","17","0"
"L76287","OMultiValue.java","core/src/main/java/com/orientechnologies/common/collection/OMultiValue.java","L76279","152","0","472","0","12","5","17","0"
"L76288","ONavigableMap.java","core/src/main/java/com/orientechnologies/common/collection/ONavigableMap.java","L76279","1","0","28","0","8","5","17","0"
"L76289","ONavigableSet.java","core/src/main/java/com/orientechnologies/common/collection/ONavigableSet.java","L76279","1","0","22","0","8","5","17","0"
"L76290","OSimpleImmutableEntry.java","core/src/main/java/com/orientechnologies/common/collection/OSimpleImmutableEntry.java","L76279","6","0","43","0","8","5","17","0"
"L76673","OByteArrayComparator.java","core/src/main/java/com/orientechnologies/common/comparator/OByteArrayComparator.java","L76672","4","0","18","0","8","5","17","0"
"L76674","OCaseInsentiveComparator.java","core/src/main/java/com/orientechnologies/common/comparator/OCaseInsentiveComparator.java","L76672","1","0","7","0","8","5","17","0"
"L76675","OComparatorFactory.java","core/src/main/java/com/orientechnologies/common/comparator/OComparatorFactory.java","L76672","4","0","26","0","8","5","17","0"
