@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L5264","2","0","25","0","6","3","420","false"
"L5265","4","0","33","0","7","4","113","false"
"L5266","1","0","8","0","4","3","420","false"
"L5267","1","0","8","0","4","3","420","false"
"L5268","1","0","8","0","4","3","420","false"
"L6569","1","0","17","0","5","5","3122","false"
"L10219","1","0","52","0","1","1","3122","false"
"L10220","2","0","92","0","4","3","3122","false"
"L10221","7","0","122","0","17","6","3122","false"
"L10222","1","0","44","3","8","3","561","false"
"L10223","4","0","533","0","6","2","561","false"
"L10224","3","0","302","0","6","2","561","false"
"L10225","2","0","268","0","6","2","561","false"
"L14641","3","0","87","0","3","2","561","false"
"L28118","2","0","343","1","12","5","17","false"
"L28119","2","0","49","0","3","2","17","false"
"L28120","1","0","161","0","9","3","561","false"
"L30634","1","0","52","0","4","3","3122","false"
"L32884","1","0","36","0","4","2","3122","false"
"L32885","1","0","91","0","3","3","327","false"
"L32886","38","0","718","0","12","5","1345","false"
"L32887","1","0","288","1","16","3","561","false"
"L32888","8","0","692","1","35","6","3122","false"
"L32889","1","0","258","1","19","3","3122","false"
"L32890","2","0","50","1","11","4","3122","false"
"L32891","1","0","227","2","19","6","3122","false"
"L32892","11","0","147","0","9","5","33","false"
"L32893","1","0","53","0","4","2","3122","false"
"L32894","1","0","6","0","1","1","561","false"
"L35786","2","0","115","2","13","6","3122","false"
"L38326","1","0","56","1","6","3","113","false"
"L44625","19","0","171","0","7","3","3122","false"
"L44710","1","0","52","0","8","3","3122","false"
"L44734","1","0","31","0","3","2","561","false"
"L44763","3","0","51","0","8","4","1345","false"
"L16798","16","0","131","1","45","8","3122","false"
"L16799","53","0","265","0","12","5","3122","false"
"L16800","38","0","184","1","11","4","3122","false"
"L16801","21","0","256","2","19","5","3122","false"
"L24981","1","0","56","0","17","4","3122","false"
"L24982","77","0","354","2","37","7","3122","false"
"L24983","31","0","238","2","33","6","3122","false"
"L24984","20","0","140","2","30","5","3122","false"
"L24985","87","0","493","4","34","6","561","false"
"L24986","45","0","227","2","18","5","3122","false"
"L24987","13","0","298","3","31","5","3122","false"
"L24988","1","0","51","2","23","4","3122","false"
"L24989","13","0","268","5","49","7","3122","false"
"L26187","31","0","241","2","23","6","561","false"
"L26188","81","0","413","0","5","4","561","false"
"L26189","20","0","139","2","21","5","3122","false"
"L26190","13","0","268","2","34","5","3122","false"
"L38987","6","0","64","0","10","5","3122","false"
"L40014","4","0","56","0","3","3","1345","false"
"L40015","7","0","88","0","5","3","1345","false"
"L40016","1","0","42","0","2","2","561","false"
"L40017","4","0","69","0","3","3","1345","false"
"L45275","5","0","95","0","23","7","3122","false"
"L11885","58","0","922","0","13","5","3122","false"
"L11886","16","0","142","0","12","4","1345","false"
"L11887","26","0","242","0","14","5","3122","false"
"L11888","18","0","177","0","14","5","3122","false"
"L16818","14","0","175","0","7","5","3122","false"
"L16819","1","0","8","0","2","2","561","false"
"L16820","1","0","10","0","6","5","3122","false"
"L16821","1","0","7","0","2","2","561","false"
"L16822","30","0","289","0","30","8","561","false"
"L16823","62","0","629","4","44","7","3122","false"
"L16824","18","0","203","1","18","5","3122","false"
"L19607","25","0","218","1","16","4","3122","false"
"L35795","1","0","29","0","12","4","3122","false"
"L46153","34","0","725","2","18","5","3122","false"
"L46154","75","0","914","1","94","9","327","false"
"L46155","13","0","341","1","66","8","3122","false"
"L46156","16","0","202","0","18","2","3122","false"
"L46157","21","0","239","0","9","2","3122","false"
"L46158","23","0","227","0","13","3","3122","false"
"L47247","4","0","29","0","3","3","16","false"
"L47248","7","0","224","1","8","3","3122","false"
"L47249","1","0","34","0","16","4","3122","false"
"L47250","21","0","203","0","4","3","3122","false"
"L47251","16","0","116","0","5","3","3122","false"
"L47252","42","0","1227","1","58","6","3122","false"
"L82186","6","0","44","0","12","5","3122","false"
"L82187","1","0","4","0","6","4","17","false"
"L82188","1","0","15","0","11","5","3122","false"
"L82189","11","0","48","0","13","5","3122","false"
"L82190","1","0","14","0","11","5","3122","false"
"L82191","1","0","15","0","11","5","3122","false"
"L82192","14","0","154","2","9","4","17","false"
"L2595","3","0","22","0","179","11","3122","false"
"L2596","1","0","7","0","12","4","3122","false"
"L2597","1","0","16","0","8","4","3122","false"
"L2598","1","0","4","0","2","2","3122","false"
"L2599","1","0","4","0","6","4","3122","false"
"L2600","73","0","572","3","184","15","3122","true"
"L2601","2","0","16","0","5","2","17","false"
"L2602","12","0","56","0","19","6","3122","false"
"L76280","1","0","6","0","8","5","17","false"
"L76281","2","0","34","0","8","5","17","false"
"L76282","2","0","32","0","8","5","17","false"
"L76283","1","0","5","0","8","5","17","false"
"L76284","1","0","21","0","8","5","17","false"
"L76285","2","0","15","0","8","5","17","false"
"L76286","33","0","154","0","10","5","17","false"
"L76287","152","0","472","0","12","5","17","false"
"L76288","1","0","28","0","8","5","17","false"
"L76289","1","0","22","0","8","5","17","false"
"L76290","6","0","43","0","8","5","17","false"
"L76673","4","0","18","0","8","5","17","false"
"L76674","1","0","7","0","8","5","17","false"
"L76675","4","0","26","0","8","5","17","false"
"L76676","6","0","21","0","8","5","17","false"
"L76677","10","0","65","0","8","5","17","false"
"L76783","1","0","17","0","8","5","17","false"
"L76784","1","0","16","0","8","5","17","false"
"L77962","2","0","19","0","8","5","17","false"
"L77963","1","0","6","0","13","5","3122","false"
"L77964","95","0","410","0","9","5","17","true"
"L77965","1","0","8","0","6","5","113","false"
"L77966","1","0","7","0","8","5","17","false"
"L77967","57","0","202","0","13","5","3122","false"
"L77968","1","0","30","0","13","5","3122","false"
"L77969","99","0","413","0","8","5","17","false"
"L78370","1","0","20","0","8","5","17","false"
"L78371","1","0","24","0","10","5","17","true"
"L78372","26","0","136","0","13","5","3122","false"
"L78373","1","0","7","0","13","5","3122","false"
"L78374","22","0","206","2","11","5","17","false"
"L78375","1","0","18","0","13","5","3122","false"
"L78657","1","0","15","0","8","5","17","false"
"L78665","7","0","59","0","6","5","113","false"
"L78666","1","0","18","0","8","5","17","false"
"L78667","2","0","22","0","8","5","17","false"
"L78741","17","0","98","0","8","5","17","false"
"L78776","33","0","151","0","13","5","17","false"
"L78777","3","0","18","0","13","5","3122","false"
"L78778","1","0","11","0","8","5","17","false"
"L78779","60","0","210","0","15","6","17","false"
"L78780","3","0","13","0","8","5","17","false"
"L78920","4","0","34","0","8","5","17","false"
"L78921","1","0","6","0","8","5","17","false"
"L78945","6","0","61","0","16","6","17","false"
"L78946","74","0","257","0","13","5","3122","false"
"L79125","108","0","347","0","19","7","3122","false"
"L79126","16","0","98","0","8","5","17","false"
"L79127","92","0","272","0","18","6","3122","false"
"L79128","4","0","25","0","12","5","17","false"
"L79129","9","0","34","0","14","6","17","false"
"L79130","1","0","4","0","8","5","17","false"
"L79347","23","0","280","0","29","7","3122","false"
"L79348","15","0","120","0","15","5","3122","false"
"L79349","2","0","46","0","8","5","17","false"
"L79350","1","0","43","0","15","5","3122","false"
"L79642","45","0","161","0","8","5","17","false"
"L79703","1","0","13","0","8","5","17","false"
"L79704","3","0","20","0","8","5","17","false"
"L79705","9","0","122","0","8","5","17","false"
"L79706","25","0","186","1","10","5","17","false"
"L81334","6","0","42","0","8","5","17","false"
"L81366","1","0","23","0","8","5","17","false"
"L81367","6","0","58","0","8","5","17","false"
"L81412","4","0","20","0","8","5","17","false"
"L81413","1","0","16","0","3","3","3122","false"
"L81414","4","0","76","0","8","5","17","false"
"L81415","2","0","17","0","8","5","17","false"
"L81470","52","0","256","0","10","5","3122","false"
"L81471","115","0","734","0","10","5","17","false"
"L81472","17","0","69","0","8","5","17","false"
"L81473","9","0","68","0","17","5","3122","false"
"L81474","1","0","4","0","8","5","17","false"
"L81475","2","0","23","0","13","5","3122","false"
"L81476","5","0","31","0","8","5","17","false"
"L81477","8","0","39","0","8","5","17","false"
"L81478","10","0","69","0","8","5","17","false"
"L81479","1","0","4","0","8","5","17","false"
"L81480","1","0","6","0","8","5","17","false"
"L81481","1","0","4","0","7","4","17","false"
"L81482","8","0","65","0","7","4","17","false"
"L2608","1","0","15","0","4","2","17","false"
"L2609","1","0","11","0","4","2","17","false"
"L2610","1","0","11","0","4","2","17","false"
"L2611","1","0","11","0","4","2","17","false"
"L2612","1","0","11","0","4","2","17","false"
"L2613","1","0","11","0","5","2","17","false"
"L2614","1","0","11","0","4","2","17","false"
"L2615","1","0","11","0","4","2","17","false"
"L2666","1","0","31","1","37","10","3122","false"
"L2667","5","0","55","0","51","8","17","false"
"L2668","1","0","14","0","20","8","17","false"
"L2669","1","0","4","0","6","3","17","false"
"L2670","1","0","7","0","13","5","17","false"
"L2671","1","0","4","0","6","3","17","false"
"L2672","6","0","56","0","18","8","17","false"
"L2673","2","0","34","1","42","10","3122","false"
"L2871","4","0","29","3","23","11","17","false"
"L2872","1","0","6","1","13","7","17","false"
"L2873","1","0","6","0","10","6","17","false"
"L2874","3","0","26","2","16","9","17","false"
"L2875","1","0","22","0","15","7","3122","false"
"L2953","50","0","196","1","49","10","3122","false"
"L2954","1","0","5","0","5","2","17","false"
"L2955","1","0","21","0","30","9","17","false"
"L2956","1","0","7","1","10","5","17","true"
"L2957","1","0","17","1","27","7","17","false"
"L2958","4","0","80","1","51","10","3122","false"
"L2959","1","0","11","0","4","2","17","false"
"L2960","8","0","45","0","4","2","17","false"
"L2961","6","0","79","0","22","7","17","false"
"L2962","1","0","4","0","4","2","17","false"
"L2963","1","0","6","0","7","3","17","false"
"L2964","1","0","17","0","6","4","17","false"
"L2965","1","0","16","0","26","9","17","false"
"L2966","9","0","118","0","40","10","17","true"
"L2967","1","0","6","0","7","3","17","false"
"L2968","1","0","12","0","18","4","17","false"
"L2969","1","0","6","1","22","8","17","false"
"L2970","25","0","137","2","48","10","17","false"
"L2971","1","0","5","0","6","2","17","false"
"L2972","1","0","5","0","13","6","3122","false"
"L5250","1","0","8","0","14","8","17","false"
"L5251","3","0","34","0","21","8","17","false"
"L5599","1","0","4","0","4","2","17","false"
"L5600","11","0","65","1","24","7","17","false"
"L5601","40","0","516","14","500","17","3122","false"
"L5602","1","0","12","0","8","3","17","false"
"L5603","1","0","12","0","6","2","17","false"
"L5604","51","0","439","1","156","13","3122","true"
"L5605","1","0","11","0","6","2","17","false"
"L5606","1","0","13","0","12","6","17","false"
"L5607","1","0","24","0","6","2","17","false"
"L5608","1","0","52","0","15","6","17","false"
"L5609","4","0","47","0","24","8","17","false"
"L6428","2","0","24","0","6","3","17","true"
"L6429","3","0","35","0","11","4","17","true"
"L6430","1","0","7","0","3","2","17","false"
"L6431","1","0","16","0","3","2","17","false"
"L6432","2","0","25","0","6","3","3122","false"
"L6539","1","0","137","1","122","14","3122","true"
"L6540","1","0","13","0","6","4","17","false"
"L6541","14","0","76","3","35","9","17","false"
"L6542","1","0","15","0","13","4","3122","false"
"L6543","1","0","13","0","22","6","17","false"
"L6544","1","0","13","0","8","2","17","false"
"L6545","30","0","270","2","84","13","3122","false"
"L6546","13","0","113","2","53","11","17","false"
"L6547","1","0","6","0","7","2","17","false"
"L6548","12","0","41","0","4","2","17","false"
"L6549","4","0","55","0","28","5","3122","false"
"L6550","14","0","397","0","166","13","3122","true"
"L6551","1","0","6","1","14","5","17","false"
"L6552","1","0","4","0","6","4","17","false"
"L6553","3","0","248","0","122","15","3122","false"
"L6554","1","0","28","0","14","4","3122","false"
"L6555","29","0","208","0","28","6","3122","false"
"L6556","15","0","115","0","17","6","3122","false"
"L6557","2","0","39","0","18","5","3122","false"
"L6558","1","0","11","0","15","3","17","false"
"L14657","4","0","42","0","18","5","3122","false"
"L14693","1","0","10","0","6","1","3122","false"
"L14694","3","0","17","0","4","1","3122","false"
"L14745","23","0","71","0","22","6","3122","false"
"L14746","21","0","142","0","44","9","3122","false"
"L14747","5","0","54","0","11","4","3122","false"
"L14748","1","0","4","0","4","1","3122","false"
"L14927","1","0","9","0","5","3","3122","false"
"L14928","1","0","11","0","3","1","3122","false"
"L14929","2","0","68","0","24","4","3122","false"
"L14930","1","0","11","0","3","1","3122","false"
"L14931","1","0","11","0","3","1","3122","false"
"L14932","1","0","20","0","3","1","3122","false"
"L14933","1","0","11","0","1","0","0","false"
"L14934","1","0","11","0","3","1","3122","false"
"L14935","1","0","9","0","8","4","3122","false"
"L14936","1","0","7","0","11","3","3122","false"
"L14937","4","0","45","0","6","1","3122","false"
"L14938","1","0","11","0","3","1","3122","false"
"L14939","1","0","11","0","3","1","3122","false"
"L14940","1","0","19","0","6","1","3122","false"
"L14941","1","0","11","0","5","1","3122","false"
"L14942","1","0","11","0","3","1","3122","false"
"L14943","1","0","11","0","3","1","3122","false"
"L14944","1","0","10","0","2","1","3122","false"
"L14945","1","0","10","0","2","1","3122","false"
"L14946","1","0","11","0","3","1","3122","false"
"L14947","1","0","10","0","3","1","3122","false"
"L15136","1","0","27","0","11","6","561","false"
"L15137","140","0","449","8","123","13","3122","false"
"L15138","1","0","20","0","14","4","3122","false"
"L15139","18","0","61","0","10","5","3122","false"
"L15833","34","0","157","0","37","7","3122","false"
"L15834","2","0","38","0","16","3","3122","false"
"L15835","1","0","21","0","26","6","3122","false"
"L15836","19","0","123","0","20","5","3122","false"
"L16072","1","0","15","0","2","2","1345","false"
"L16073","1","0","37","0","9","3","3122","false"
"L16074","29","0","232","0","74","8","3122","true"
"L16075","1","0","24","0","19","2","3122","false"
"L16200","9","0","53","1","13","6","3122","true"
"L16201","9","0","50","0","6","2","3122","true"
"L16202","1","0","6","0","8","6","3122","false"
"L16203","1","0","6","0","8","6","3122","false"
"L16204","117","0","478","1","103","11","3122","false"
"L16205","9","0","64","0","2","2","3122","false"
"L16206","54","0","369","2","36","9","3122","true"
"L16207","20","0","106","0","10","7","8","false"
"L16208","15","0","89","2","39","7","3122","true"
"L16209","1","0","50","7","102","11","3122","false"
"L16210","89","0","809","13","125","12","3122","true"
"L16211","6","0","67","1","15","6","3122","false"
"L16212","7","0","168","7","89","12","3122","false"
"L16213","1","0","5","0","2","0","0","false"
"L16214","1","0","12","2","15","6","3122","false"
"L16215","5","0","50","0","10","5","3122","false"
"L16216","3","0","44","0","10","5","3122","false"
"L16217","1","0","25","0","25","6","8","true"
"L16218","33","0","119","1","17","8","3122","true"
"L16219","1","0","8","0","10","3","3122","false"
"L16220","5","0","69","2","48","9","3122","false"
"L16221","1","0","40","7","44","10","3122","false"
"L16222","1","0","10","0","2","2","1345","false"
"L16223","11","0","81","0","30","8","3122","true"
"L16224","1","0","11","0","3","0","0","false"
"L16225","1","0","11","0","33","7","3122","true"
"L16226","49","0","278","4","96","12","3122","false"
"L16227","13","0","103","1","58","8","3122","true"
"L16228","1","0","6","0","12","5","3122","false"
"L16229","1","0","43","4","69","9","3122","false"
"L16230","51","0","385","7","115","13","3122","false"
"L16231","2","0","125","4","57","9","3122","false"
"L16232","10","0","112","2","69","10","3122","false"
"L16233","71","0","406","9","136","12","3122","true"
"L16234","38","0","351","8","141","13","3122","false"
"L16235","1","0","16","0","36","6","3122","false"
"L16236","13","0","195","5","91","12","3122","false"
"L16237","7","0","49","0","15","5","8","false"
"L16238","22","0","353","8","107","12","3122","false"
"L16239","5","0","68","0","24","7","561","false"
"L16240","5","0","53","0","22","7","561","false"
"L16241","44","0","189","2","37","8","3122","false"
"L16242","1","0","13","0","6","3","3122","false"
"L16243","78","0","380","1","36","8","3122","false"
"L16244","58","0","298","2","46","9","3122","true"
"L16245","19","0","126","3","75","10","3122","false"
"L16246","1","0","15","0","7","5","8","false"
"L16247","14","0","139","2","30","7","561","true"
"L16248","8","0","69","0","7","0","0","true"
"L16249","22","0","152","0","6","0","0","true"
"L16250","7","0","65","0","16","7","3122","true"
"L16251","7","0","104","0","29","7","8","true"
"L16252","26","0","148","0","37","9","3122","true"
"L27238","1","0","7","0","9","2","3122","false"
"L27239","20","0","109","0","52","7","3122","false"
"L27240","1","0","13","0","9","2","3122","false"
"L27241","7","0","41","0","13","4","3122","false"
"L27313","1","0","15","0","6","2","8","false"
"L27314","1","0","14","0","3","2","8","false"
"L27315","50","0","248","0","48","10","3122","true"
"L27316","1","0","11","0","2","0","0","false"
"L27317","9","0","61","0","16","7","1","false"
"L27318","11","0","86","1","64","11","3122","true"
"L27319","1","0","23","0","7","4","3122","true"
"L27320","30","0","159","1","71","9","3122","true"
"L27321","68","0","250","2","51","10","3122","true"
"L27737","1","0","10","0","2","0","0","false"
"L27746","1","0","19","0","87","8","3122","false"
"L27747","27","0","214","0","39","10","3122","false"
"L27748","1","0","7","0","3","3","3122","false"
"L32227","10","0","90","0","9","4","3122","false"
"L32228","1","0","16","0","2","1","3122","false"
"L32229","1","0","8","0","8","4","16","false"
"L32230","2","0","17","0","7","4","16","false"
"L32780","1","0","8","0","11","0","0","false"
"L32781","3","0","30","0","31","4","16","false"
"L32782","1","0","12","0","3","0","0","false"
"L32783","15","0","32","0","13","0","0","false"
"L32784","4","0","39","0","12","4","3122","false"
"L32862","1","0","5","0","12","5","3122","false"
"L32863","1","0","33","0","71","8","3122","true"
"L32864","48","0","362","0","180","10","3122","true"
"L32865","7","0","73","0","9","3","3122","false"
"L32866","1","0","62","0","37","6","3122","true"
"L32867","1","0","7","0","11","5","561","false"
"L32868","1","0","9","0","2","2","3122","false"
"L32869","1","0","20","0","26","5","561","false"
"L32870","1","0","5","0","3","0","0","false"
"L34884","19","0","155","1","36","9","3122","false"
"L34885","1","0","14","1","15","6","3122","false"
"L34886","6","0","61","0","11","5","3122","false"
"L34887","1","0","37","0","12","6","3122","false"
"L34888","11","0","74","1","21","7","3122","false"
"L35028","14","0","117","0","10","1","3122","false"
"L35127","130","0","915","1","19","5","561","false"
"L35128","15","0","191","1","16","2","561","false"
"L35129","1","0","7","0","11","5","3122","false"
"L35130","15","0","155","1","16","3","3122","false"
"L35131","30","0","306","1","16","3","3122","false"
"L35132","1","0","7","0","6","0","0","false"
"L38241","44","0","424","14","70","9","3122","false"
"L38242","24","0","136","2","91","12","3122","false"
"L38243","12","0","69","2","51","7","3122","true"
"L38244","18","0","99","0","33","6","3122","true"
"L38245","10","0","61","1","33","6","113","true"
"L38246","15","0","77","1","30","6","3122","true"
"L38247","22","0","99","2","48","5","3122","true"
"L38248","9","0","52","0","37","9","3122","true"
"L38249","13","0","70","0","21","7","3122","false"
"L38250","47","0","214","2","69","7","3122","true"
"L38251","60","0","226","0","48","6","3122","false"
"L38252","18","0","91","1","36","5","3122","true"
"L38253","4","0","54","0","38","6","3122","true"
"L38254","51","0","235","4","88","10","3122","true"
"L38255","19","0","81","3","51","8","3122","true"
"L38256","14","0","61","0","16","5","3122","true"
"L38257","9","0","49","0","26","4","3122","true"
"L38258","19","0","101","1","32","6","3122","true"
"L38259","3","0","21","0","4","3","2","false"
"L38260","4","0","34","0","10","3","3122","false"
"L38261","1","0","7","0","3","0","0","false"
"L38262","11","0","63","0","22","4","3122","true"
"L38263","12","0","54","0","18","4","3122","false"
"L38264","2","0","31","0","16","4","3122","false"
"L38265","65","0","296","2","112","11","3122","true"
"L38266","7","0","25","0","4","0","0","false"
"L38267","12","0","57","0","22","5","3122","true"
"L38268","108","0","426","6","141","13","3122","true"
"L38269","1","0","21","0","8","4","3122","false"
"L38270","2","0","16","0","2","1","3122","false"
"L38271","12","0","56","0","21","4","3122","false"
"L38272","438","0","1565","34","498","17","3122","true"
"L38273","36","0","124","0","19","6","3122","false"
"L38274","6","0","32","0","5","2","3122","false"
"L38275","28","0","150","2","53","9","327","true"
"L38276","9","0","52","0","20","4","3122","true"
"L38277","9","0","52","1","23","4","3122","true"
"L38278","11","0","61","0","28","5","3122","true"
"L38279","165","0","550","10","178","12","3122","true"
"L38280","3","0","38","0","6","3","3122","false"
"L38281","1","0","17","0","14","3","3122","false"
"L38282","3","0","36","0","5","0","0","false"
"L38283","1","0","9","0","2","0","0","false"
"L38284","3","0","75","0","24","5","3122","false"
"L38285","6","0","57","0","9","4","1","false"
"L38286","38","0","167","1","16","6","3122","false"
"L38287","25","0","122","0","18","6","3122","false"
"L38288","26","0","105","2","23","6","3122","false"
"L38289","1","0","7","0","9","5","3122","false"
"L38290","7","0","42","2","15","5","3122","false"
"L38291","6","0","27","1","12","4","3122","false"
"L38292","1","0","19","1","10","4","3122","false"
"L38293","1","0","20","1","10","4","3122","false"
"L38294","3","0","41","2","14","5","3122","false"
"L38295","1","0","8","1","10","4","3122","false"
"L38296","52","0","175","0","41","8","3122","false"
"L38297","69","0","361","2","79","9","3122","false"
"L38298","78","0","238","5","125","10","3122","false"
"L38299","3","0","76","0","7","5","113","false"
"L38300","2","0","65","0","1","0","0","false"
"L38301","1","0","19","1","10","4","3122","false"
"L38302","1","0","6","0","4","2","3122","false"
"L44742","1","0","5","0","9","3","3122","false"
"L44743","1","0","51","0","74","8","3122","true"
"L44744","8","0","53","0","15","7","3122","false"
"L44745","8","0","102","0","33","5","3122","false"
"L44746","1","0","36","0","14","3","561","false"
"L44747","1","0","8","0","3","0","0","false"
"L44748","3","0","27","2","24","7","3122","false"
"L44749","1","0","17","0","1","1","1345","false"
"L44750","1","0","97","1","162","13","3122","true"
"L44751","22","0","168","2","122","6","3122","false"
"L44752","3","0","54","1","10","5","3122","false"
"L44753","1","0","4","0","5","2","3122","false"
"L49829","1","0","15","1","9","4","3122","false"
"L49830","1","0","65","6","79","7","3122","true"
"L49831","19","0","100","2","65","6","3122","true"
"L49832","3","0","47","2","21","3","3122","false"
"L49833","4","0","39","0","5","1","3122","false"
"L49834","13","0","149","6","94","7","3122","true"
"L49835","94","0","403","6","240","11","3122","true"
"L49836","71","0","308","5","98","7","3122","false"
"L49837","1","0","8","0","5","0","0","false"
"L50350","9","0","50","1","5","4","561","false"
"L50351","9","0","95","0","16","2","6","false"
"L50352","1","0","53","0","9","0","0","false"
"L51865","1","0","15","0","13","3","3122","false"
"L51866","11","0","53","0","12","5","3122","false"
"L51867","5","0","21","0","6","3","3122","false"
"L51916","1","0","48","0","19","5","3122","false"
"L51917","10","0","226","0","13","4","3122","false"
"L51918","2","0","27","0","11","4","3122","false"
"L76787","1","0","13","0","8","5","17","false"
"L76788","22","0","132","0","10","5","17","false"
"L76789","3","0","25","0","8","5","17","false"
"L76790","1","0","7","0","13","5","3122","false"
"L76791","1","0","8","0","8","5","17","false"
"L76792","1","0","11","0","8","5","17","false"
"L76793","32","0","189","0","12","5","3122","true"
"L76794","8","0","55","0","17","5","3122","false"
"L76795","1","0","16","0","8","5","17","false"
"L76796","37","0","316","0","21","5","3122","false"
"L76797","20","0","147","0","27","6","3122","false"
"L76798","3","0","25","0","8","5","17","false"
"L76799","1","0","13","0","8","5","17","false"
"L76800","109","0","469","0","18","5","3122","false"
"L77557","1","0","4","0","8","5","17","false"
"L77558","1","0","11","0","8","5","17","false"
"L77559","26","0","173","0","5","3","3122","true"
"L77560","9","0","88","0","5","3","3122","true"
"L77561","14","0","83","0","8","5","17","false"
"L77562","16","0","104","0","23","6","3122","false"
"L77563","1","0","5","0","8","5","17","false"
"L77564","1","0","7","0","8","5","17","false"
"L77565","5","0","32","0","8","5","17","false"
"L77566","1","0","7","0","8","5","17","false"
"L77567","1","0","18","0","8","5","17","false"
"L77568","28","0","162","0","8","5","17","false"
"L77569","1","0","28","0","8","5","17","false"
"L77570","1","0","19","0","8","5","17","false"
"L77571","1","0","23","0","8","5","17","false"
"L77572","2","0","50","0","8","5","17","false"
"L77573","15","0","83","0","10","5","17","false"
"L77974","1","0","12","0","8","5","17","true"
"L77975","1","0","12","0","8","5","17","false"
"L79929","1","0","18","0","13","5","3122","false"
"L79930","1","0","74","0","13","5","3122","false"
"L79931","6","0","78","0","13","5","3122","false"
"L79932","1","0","73","0","13","5","3122","false"
"L79933","1","0","80","0","13","5","3122","false"
"L79934","1","0","85","0","13","5","3122","false"
"L79935","1","0","68","0","13","5","3122","false"
"L79936","1","0","77","0","8","5","17","false"
"L79937","1","0","73","0","13","5","3122","false"
"L79938","1","0","72","0","13","5","3122","false"
"L79939","1","0","83","0","13","5","3122","false"
"L79940","1","0","88","0","13","5","3122","false"
"L79941","1","0","49","0","13","5","3122","false"
"L79942","2","0","31","0","13","5","3122","false"
"L79943","1","0","78","0","13","5","3122","false"
"L79944","7","0","106","0","13","5","3122","false"
"L79945","1","0","76","0","13","5","3122","false"
"L3669","8","0","76","0","44","9","3122","false"
"L3670","49","0","235","2","74","11","3122","true"
"L3671","7","0","34","1","17","9","17","false"
