CLOC,LLOC,McCC,Number of bugs,Number of committers,Number of developer commits,Number of previous fixes,Number of previous modifications
0,17,1,0,1,932,0,6
0,22,9,0,1,932,0,6
0,158,25,2,1,932,0,4
0,6,1,0,1,932,0,3
0,79,3,0,1,932,0,2
0,7,1,1,1,932,0,8
0,24,1,1,1,932,0,7
0,12,1,1,1,932,0,7
0,123,15,2,1,932,3,11
0,11,1,1,1,932,0,6
0,94,10,0,1,932,2,15
0,24,1,0,1,932,1,6
0,38,5,1,1,932,1,13
0,19,3,0,1,932,1,6
0,21,3,0,1,932,1,4
0,6,1,0,1,932,0,7
0,46,5,0,2,932,2,8
0,23,2,0,1,932,0,6
0,17,1,0,1,932,0,7
0,7,1,0,1,932,0,5
0,26,2,0,1,932,0,5
0,48,3,0,1,932,0,6
0,44,4,0,1,932,0,7
0,68,6,0,1,932,0,6
0,46,4,0,1,932,0,5
0,63,3,0,1,932,0,6
0,94,15,0,1,932,1,5
0,79,8,0,1,932,0,6
0,11,1,0,1,932,0,6
0,13,1,0,1,932,0,2
0,72,1,0,1,932,0,1
0,58,1,0,1,932,0,1
0,58,3,0,1,932,0,1
0,26,3,0,1,932,0,4
0,89,1,0,1,932,0,9
0,72,4,0,1,932,0,6
0,69,2,0,1,932,0,7
0,71,2,0,1,932,1,9
0,109,4,0,1,932,1,16
0,123,7,0,1,932,0,13
0,34,3,0,1,932,0,12
0,48,2,0,1,932,0,6
0,95,9,0,1,932,2,19
0,53,6,0,1,932,3,18
0,285,13,0,3,932,2,30
0,251,25,0,3,932,6,52
0,309,42,0,2,932,2,30
0,120,9,0,1,932,3,19
0,29,1,0,1,932,1,15
0,399,70,0,2,932,9,62
0,34,3,0,1,932,2,12
0,96,22,1,2,932,1,9
0,48,8,0,1,932,0,14
0,72,16,0,2,932,5,16
0,36,5,0,2,932,0,12
0,7,1,0,1,932,0,9
0,104,12,0,2,932,2,16
0,49,1,0,1,932,0,3
0,15,2,0,1,932,0,9
0,5,1,0,1,932,0,3
0,22,9,0,1,932,0,8
0,176,28,0,1,932,3,17
0,85,3,0,1,932,0,4
0,7,1,0,1,932,1,12
0,41,8,0,2,932,1,14
0,60,2,0,1,932,5,16
0,34,2,0,1,932,0,3
0,10,1,0,1,932,1,10
0,97,10,0,1,932,2,19
0,39,5,0,2,932,2,18
0,15,1,0,1,932,1,6
0,52,2,0,1,932,1,4
0,104,22,0,2,932,1,11
0,46,5,0,2,932,2,11
0,17,1,0,1,932,0,11
0,68,6,0,2,932,0,9
0,70,1,1,1,932,0,4
0,150,1,0,1,932,0,11
0,70,2,0,1,932,0,11
0,108,2,0,1,932,1,17
0,106,4,0,1,932,1,20
0,120,7,0,1,932,0,16
0,49,2,0,1,932,0,8
0,103,9,1,1,932,2,26
0,50,3,0,1,932,3,27
0,278,10,0,3,932,2,35
0,280,25,0,3,932,6,63
0,344,44,0,2,932,2,39
0,124,10,0,1,932,3,29
0,28,1,0,1,932,1,17
0,369,67,2,4,932,9,78
0,30,1,0,1,932,2,20
0,15,5,0,1,932,0,1
0,59,10,0,1,932,0,20
0,59,6,0,1,932,0,7
0,56,8,0,1,932,0,3
0,72,16,1,2,932,5,16
0,16,1,0,1,932,0,14
0,3,1,0,1,932,0,1
0,36,2,0,1,932,2,8
0,62,7,0,1,932,1,9
0,10,1,0,1,932,0,6
0,47,1,0,1,932,0,5
0,22,1,0,1,932,0,8
0,177,28,1,1,932,3,18
0,89,3,0,2,932,0,12
0,41,8,0,2,932,1,15
0,65,2,0,1,932,5,21
0,108,12,0,1,932,2,25
0,15,1,0,1,932,1,11
0,72,9,0,2,932,1,15
0,54,4,0,1,932,0,1
0,97,19,0,1,932,0,2
0,10,1,0,1,932,0,2
0,5,1,0,1,932,0,2
0,49,8,0,1,932,0,2
0,18,1,0,1,932,0,2
0,128,16,0,1,932,1,7
0,74,6,0,2,932,2,14
0,14,1,0,1,932,0,16
0,4,1,0,1,932,0,8
0,48,3,0,1,932,0,7
0,45,4,0,1,932,0,8
0,68,6,0,2,932,0,10
0,47,4,0,1,932,0,6
0,63,3,0,1,932,0,7
0,94,15,0,1,932,1,6
0,79,8,0,1,932,0,7
0,11,1,0,1,932,0,7
0,656,104,0,1,932,0,9
0,161,19,1,1,932,0,8
0,93,20,0,1,932,0,7
0,50,9,0,1,932,0,7
0,70,1,1,1,932,0,6
0,58,3,0,1,932,0,3
0,150,1,0,1,932,0,14
0,71,2,0,1,932,0,12
0,108,2,0,1,932,1,20
0,106,4,0,1,932,1,23
0,121,7,0,1,932,0,19
0,34,3,0,1,932,0,13
0,49,2,0,1,932,0,11
0,105,9,0,1,932,3,28
0,369,67,1,4,932,10,79
0,107,25,0,2,932,2,11
0,63,11,0,1,932,0,21
0,77,17,0,2,932,6,17
0,37,3,0,1,932,2,9
0,62,7,0,1,932,1,10
0,10,1,0,1,932,0,7
0,9,1,0,1,932,0,7
0,177,28,1,1,932,3,20
0,7,1,0,1,932,1,13
0,65,2,0,1,932,5,22
0,127,15,0,2,932,2,30
0,76,10,0,2,932,1,16
0,48,3,0,1,932,0,8
0,45,4,0,1,932,0,9
0,68,6,0,2,932,0,11
0,47,4,0,1,932,0,7
0,63,3,0,1,932,0,8
0,95,15,0,1,932,1,7
0,79,8,0,1,932,0,8
0,167,21,0,1,932,1,10
0,140,1,0,1,932,1,8
0,148,1,0,1,932,0,16
0,35,3,0,1,932,0,14
0,62,6,0,1,932,0,1
0,82,4,0,1,932,0,1
0,58,9,0,1,932,0,1
0,57,3,0,1,932,0,1
0,33,3,0,1,932,0,1
0,82,2,0,1,932,0,1
0,109,2,0,1,932,0,1
0,113,4,0,1,932,0,1
0,114,6,0,1,932,0,1
0,125,11,0,1,932,3,31
0,50,3,0,1,932,3,28
0,278,10,0,3,932,2,36
0,283,26,0,3,932,6,65
0,344,44,0,2,932,2,42
0,124,10,0,1,932,3,30
0,379,69,0,4,932,11,83
0,30,1,0,1,932,2,21
0,15,5,0,1,932,0,2
0,107,25,0,2,932,2,12
0,64,12,0,1,932,0,24
0,59,6,0,1,932,0,8
0,56,8,0,1,932,0,4
0,92,24,0,2,932,6,20
0,15,1,0,1,932,0,2
0,37,3,0,1,932,2,10
0,62,7,0,1,932,1,11
0,47,1,0,1,932,0,6
0,22,1,0,1,932,0,9
0,182,29,0,1,932,4,22
0,89,3,0,2,932,0,13
0,7,1,0,1,932,1,14
0,41,8,0,2,932,1,16
0,65,2,0,1,932,5,23
0,164,21,0,4,932,2,39
0,39,5,0,3,932,2,21
0,15,1,0,1,932,1,12
0,76,10,0,2,932,1,17
0,54,4,0,1,932,0,2
0,127,16,0,1,932,0,1
0,74,6,0,1,932,0,1
0,14,1,0,1,932,0,1
0,48,3,0,1,932,0,9
0,45,4,0,1,932,0,10
0,68,6,0,2,932,0,12
0,47,4,0,1,932,0,8
0,63,3,0,1,932,0,9
0,79,8,0,1,932,0,9
0,11,1,0,1,932,0,8
0,167,21,0,1,932,0,1
0,140,1,0,2,932,1,11
0,58,1,0,2,932,0,4
0,149,1,0,1,932,0,4
0,33,3,0,1,932,0,2
0,102,6,0,1,932,0,1
0,39,4,0,1,932,0,1
0,144,18,0,1,932,0,1
0,31,3,0,1,932,0,1
0,79,2,0,1,932,0,2
0,106,2,0,1,932,0,2
0,109,4,0,1,932,0,2
0,111,6,0,1,932,0,2
0,49,2,0,1,932,0,1
0,9,5,0,2,1300,0,4
0,34,6,0,2,1300,0,5
0,14,14,0,2,1300,0,5
0,46,7,0,2,1843,0,6
0,22,3,0,2,1300,0,18
0,25,3,0,2,1300,0,4
0,10,2,0,1,1843,0,5
0,108,22,0,2,1300,0,26
0,185,37,0,2,1300,0,39
0,12,2,0,1,1843,0,5
0,13,1,0,2,1300,0,9
0,26,3,0,2,1300,0,51
0,10,1,0,2,1300,0,17
0,12,1,0,1,1843,0,3
0,25,3,0,1,1843,0,1
0,23,1,0,2,1843,0,9
0,268,39,0,2,1843,1,45
0,625,106,0,2,1300,1,155
0,73,12,0,2,1300,0,46
0,82,14,0,2,1843,0,20
0,25,1,0,2,1843,0,8
0,301,53,0,2,1300,0,19
0,155,17,0,2,1300,1,32
0,49,1,0,2,1300,0,18
0,110,22,0,2,1843,0,11
0,99,25,0,2,1843,0,16
0,295,59,1,2,1300,0,54
0,22,3,0,2,1843,0,7
0,223,23,1,2,1300,1,38
0,501,56,0,2,1300,0,72
0,40,12,0,2,1300,0,7
0,268,30,0,2,1300,0,46
0,67,1,0,2,1843,0,22
0,228,16,0,2,1300,0,72
0,37,1,0,1,1843,0,23
0,61,10,0,2,1300,0,40
0,69,4,0,2,1300,0,30
0,4,1,0,1,1843,0,19
0,360,40,1,2,1843,0,66
0,58,1,0,2,1843,0,47
0,97,18,0,2,1300,0,24
0,288,40,0,2,1300,0,64
0,279,55,1,2,1300,0,57
0,8,1,0,1,1843,0,4
0,90,23,0,1,1843,0,10
0,19,3,0,2,1843,0,9
0,56,10,0,2,1843,0,8
0,14,1,0,2,1843,0,11
0,23,1,0,1,1843,0,4
0,117,22,0,2,1843,0,36
0,11,1,0,1,1843,0,13
0,43,4,0,2,1843,0,22
0,3,1,0,1,1843,0,5
0,204,59,0,2,1300,0,19
0,81,8,0,2,1300,0,21
0,16,1,0,1,1843,0,2
0,43,4,0,2,1300,0,15
0,9,1,0,1,1843,0,3
0,11,1,0,2,1843,0,10
0,70,3,0,2,1843,0,12
0,200,35,0,2,1300,0,48
0,406,74,0,2,1300,0,88
0,36,1,0,2,1843,0,11
0,84,8,0,2,1300,0,13
0,144,32,0,2,1843,0,67
0,203,42,1,2,1300,0,48
0,130,5,0,2,1300,0,23
0,77,7,0,1,1843,0,19
0,92,25,0,2,1300,0,32
0,53,2,0,2,1300,0,5
0,6,1,0,1,1843,0,5
0,23,2,0,2,1300,0,14
0,52,4,0,2,1300,0,20
0,10,1,0,1,1843,0,15
0,148,21,0,3,1843,0,8
0,32,4,0,2,1843,0,7
0,278,64,0,2,1300,0,48
0,247,28,0,2,1300,0,56
0,13,1,0,1,1843,0,9
0,104,1,1,2,1300,2,111
0,573,88,0,2,1300,0,143
0,19,2,0,1,1843,0,7
0,26,2,0,2,1843,0,6
0,270,42,0,2,1300,0,55
0,36,8,0,2,1843,0,12
0,13,1,0,1,1843,0,6
0,10,1,0,2,1300,0,7
0,68,16,0,2,1843,0,16
0,28,2,0,1,1843,0,15
0,246,48,0,2,1300,0,81
0,12,1,0,1,1843,0,5
0,44,3,0,2,1300,0,20
0,12,1,0,1,1843,0,7
0,14,1,0,1,1843,0,9
0,10,1,0,2,1843,0,6
0,7,1,0,2,1843,0,8
0,9,1,0,1,1843,0,4
0,49,3,0,2,1843,0,19
0,8,1,0,2,1843,0,7
0,12,2,0,2,1843,0,7
0,3,1,0,1,1843,0,3
0,15,1,0,2,1843,0,4
0,61,6,0,2,1300,0,26
0,6,1,0,2,1843,0,7
0,33,5,0,2,1843,0,11
0,67,7,0,2,1843,0,23
0,21,2,0,2,1843,0,13
0,9,1,0,2,1843,0,9
0,37,5,0,2,1843,0,25
0,16,1,0,1,1843,0,12
0,13,1,0,1,1843,0,8
0,30,3,0,2,1843,0,14
0,9,1,0,1,1843,0,7
0,25,1,0,1,1843,0,11
0,35,2,0,2,1843,0,19
0,19,1,0,1,1843,0,12
0,28,1,0,1,1843,0,12
0,18,1,0,1,1843,0,11
0,24,4,0,2,1843,0,13
0,9,1,0,2,1843,0,6
0,18,1,0,1,1843,0,4
0,26,1,0,2,1843,0,16
0,6,1,0,1,1843,0,3
0,20,1,0,2,1843,0,5
0,13,1,0,2,1843,0,11
0,68,7,0,2,1843,0,35
0,21,2,0,2,1843,0,16
0,22,1,0,2,1843,0,15
0,17,1,0,1,1843,0,3
0,10,3,0,2,1843,0,8
0,314,43,0,2,1843,0,53
0,8,1,0,1,1843,0,2
0,36,5,0,2,1843,0,20
0,19,3,1,2,1843,0,15
0,34,7,0,2,1843,0,12
0,18,1,0,2,1843,0,15
0,16,1,0,1,1843,0,8
0,39,9,0,2,1843,0,9
0,11,1,0,1,1843,0,7
0,7,1,0,2,1843,0,12
0,37,5,0,2,1843,0,11
0,20,1,0,2,1300,0,5
0,23,1,0,2,1300,0,16
0,21,1,0,2,1300,0,9
0,162,28,0,2,1300,0,19
0,20,1,0,2,1843,0,3
0,17,1,0,2,1300,0,11
0,52,9,0,2,1300,0,12
0,66,8,0,2,1300,0,15
0,14,1,0,2,1300,0,7
0,14,1,0,2,1300,0,6
0,4,1,0,1,1300,0,3
0,37,5,0,2,1300,0,9
0,3,1,0,2,1300,0,5
0,20,1,0,2,1300,0,8
0,14,1,0,2,1300,0,5
0,78,1,0,2,1843,0,24
0,90,4,0,2,1300,0,20
0,9,1,0,2,1843,0,5
0,10,1,0,2,1843,0,8
0,7,1,0,2,1843,0,5
0,4,1,0,2,1843,0,5
0,5,1,0,2,1843,0,5
0,13,1,0,2,1843,0,5
0,15,1,0,2,1843,0,5
0,40,5,0,2,1843,0,23
0,7,1,0,1,1843,0,5
0,43,6,0,1,1843,0,5
0,20,4,0,2,1843,0,10
0,11,1,0,2,1843,0,8
0,7,1,0,2,1843,0,9
0,28,4,0,2,1843,0,14
0,7,1,0,1,1843,0,4
0,10,1,0,1,1843,0,6
0,8,1,0,1,1843,0,6
0,65,8,0,2,1843,0,35
0,8,1,0,1,1843,0,7
0,7,1,0,1,1843,0,6
0,930,91,0,2,1300,0,129
0,47,2,0,2,1843,0,8
0,46,3,0,2,1300,0,10
0,325,1,1,2,1843,0,31
0,284,2,0,2,1300,0,21
0,413,3,0,2,1300,0,23
0,135,1,0,2,1300,0,12
0,333,7,0,2,1300,0,28
0,243,1,0,2,1300,0,22
0,453,9,0,2,1300,0,39
0,680,1,0,2,1300,0,31
0,212,2,0,2,1300,0,30
0,73,1,0,2,1300,0,31
0,127,3,0,2,1300,0,5
0,231,1,0,2,1300,0,22
0,548,1,2,2,1300,0,34
0,94,6,0,2,1843,0,3
0,270,1,1,2,1300,0,32
0,803,16,0,2,1300,0,26
0,331,1,0,2,1843,0,8
0,360,2,2,2,1300,1,36
0,154,1,1,2,1300,0,18
0,628,3,1,2,1300,0,37
0,187,1,1,2,1300,0,24
0,299,1,1,2,1300,0,32
0,198,1,2,2,1300,0,46
0,112,1,1,2,1300,0,12
0,665,109,0,2,1300,0,59
0,30,2,0,2,1300,0,11
0,143,1,1,2,1300,0,21
0,419,1,1,2,1300,1,40
0,220,1,1,2,1300,1,16
0,113,1,0,2,1300,0,37
0,775,6,0,2,1300,0,12
0,140,8,0,2,1300,0,19
0,117,1,1,2,1300,0,15
0,74,1,0,2,1300,0,7
0,263,3,0,2,1300,0,11
0,164,3,0,2,1300,0,7
0,26,1,0,2,1843,0,21
0,17,1,0,2,1843,1,31
0,43,3,0,2,1843,0,6
0,143,17,0,2,1300,0,23
0,23,3,0,2,1843,0,16
0,40,1,0,2,1843,0,14
0,271,55,0,2,1300,0,46
0,9,1,0,2,1300,0,17
0,149,9,0,2,1843,0,25
0,29,4,0,2,1843,0,9
0,52,12,0,2,1300,0,31
0,14,1,0,2,1843,0,13
0,264,39,0,2,1300,1,51
0,38,1,0,2,1843,0,16
0,45,2,1,2,1300,0,30
0,7,1,0,2,1843,0,14
0,15,1,0,2,1843,0,20
0,264,23,0,2,1300,0,92
0,39,3,1,2,1843,0,25
0,38,1,0,2,1843,0,45
0,417,67,0,2,1300,0,107
0,160,34,0,2,1843,0,83
0,57,5,0,2,1843,0,14
0,54,5,0,2,1843,0,40
0,81,5,0,2,1300,0,57
0,149,18,0,2,1300,0,73
0,19,1,0,2,1843,0,20
0,8,1,0,1,1843,0,3
0,19,1,0,2,1300,0,23
0,325,58,0,2,1843,0,15
0,179,30,0,2,1300,0,30
0,198,28,0,2,1300,0,21
0,9,1,0,1,1843,0,2
0,32,1,0,2,1843,0,19
0,109,16,0,2,1300,0,28
0,65,4,0,2,1300,0,26
0,119,15,0,2,1300,0,41
0,234,33,0,2,1300,0,69
0,300,73,1,2,1300,0,63
0,88,4,1,2,1300,0,28
0,26,1,0,2,1843,0,20
0,7,1,0,1,1300,0,1
0,8,1,0,2,1300,0,11
0,4,1,0,2,1300,0,5
0,5,1,0,2,1300,0,15
0,28,1,0,2,1300,0,15
0,20,1,0,2,1843,0,16
0,68,7,0,2,1300,0,12
0,455,78,1,2,1300,0,146
0,97,21,0,2,1300,0,37
0,8,1,0,2,1300,0,8
0,23,3,0,2,1843,0,19
0,12,1,0,2,1300,0,8
0,3,1,0,2,1843,0,16
0,929,217,0,2,1300,1,234
0,8,1,0,2,1300,0,6
0,7,1,0,2,1300,0,7
0,31,1,0,2,1300,0,21
0,459,106,0,2,1843,0,57
0,22,3,0,2,1300,0,13
0,161,31,0,2,1300,0,15
0,28,2,0,2,1843,0,17
0,8,1,0,2,1300,0,5
0,7,1,0,2,1300,0,5
0,25,1,0,2,1300,0,20
0,139,29,0,2,1300,0,26
0,30,2,0,2,1300,0,19
0,72,12,0,2,1843,0,23
0,7,1,0,2,1300,0,8
0,58,2,0,2,1300,0,30
0,18,2,0,2,1843,0,15
0,64,6,0,2,1300,0,27
0,60,13,0,2,1300,0,18
0,88,10,0,2,1300,0,47
0,12,1,0,2,1843,0,5
0,3,1,0,2,1843,0,2
0,378,71,0,2,1300,0,31
0,40,5,0,2,1843,0,6
0,5,1,0,2,1843,0,2
0,220,33,0,2,1843,0,9
0,74,8,0,2,1843,0,8
0,183,35,0,2,1843,0,11
0,77,16,0,2,1843,0,18
0,458,97,0,2,1843,0,29
0,20,1,0,2,1843,0,8
0,81,4,0,2,1843,0,7
0,23,4,0,1,1843,0,5
0,6,1,0,2,1843,0,2
0,18,3,0,2,1843,0,2
0,73,4,0,2,1843,0,16
0,18,1,0,2,1843,0,5
0,203,38,0,2,1300,0,48
0,78,16,1,2,1300,0,12
0,39,3,0,1,1300,0,1
0,3,1,0,2,1843,0,6
0,11,1,0,2,1843,0,6
0,13,1,0,2,1300,0,35
0,8,1,0,2,1843,0,17
0,9,1,0,2,1300,0,6
0,8,1,0,2,1300,0,31
0,33,4,0,2,1300,0,21
0,8,1,0,2,1300,0,15
0,5,1,0,2,1843,0,6
0,44,3,0,2,1843,0,9
0,107,16,0,2,1300,0,38
0,20,4,0,2,1300,0,4
0,141,7,1,2,1300,0,14
0,26,2,0,1,1300,0,1
0,93,3,0,2,1300,0,4
0,114,6,0,2,1300,0,23
0,5,1,0,2,1843,0,3
0,386,20,0,3,1300,0,44
0,23,1,1,2,1843,0,9
0,268,39,1,2,1843,1,45
0,626,108,1,2,1843,1,158
0,73,12,0,2,1843,0,49
0,301,53,0,2,1843,0,22
0,155,17,0,2,1300,1,34
0,376,76,0,2,1300,1,61
0,239,29,0,2,1300,2,44
0,527,63,0,2,1300,0,79
0,262,30,0,2,1300,0,51
0,209,17,0,2,1843,0,78
0,61,10,0,2,1843,0,43
0,114,28,0,2,1300,1,10
0,362,42,0,2,1300,1,71
0,292,40,0,2,1300,0,69
0,226,25,0,2,1300,1,71
0,102,20,0,2,1300,0,37
0,10,1,0,2,1300,0,15
0,22,1,0,2,1300,0,3
0,65,3,0,2,1300,0,14
0,195,35,0,2,1300,0,50
0,33,1,0,2,1300,0,13
0,206,43,0,2,1300,1,50
0,75,7,0,2,1300,0,21
0,144,21,0,3,1843,0,12
0,32,4,0,2,1300,0,8
0,278,64,0,2,1300,0,49
0,110,1,0,2,1300,3,120
0,571,89,0,2,1300,0,149
0,270,43,1,2,1300,0,57
0,48,3,0,2,1843,0,24
0,12,2,0,2,1843,0,9
0,61,6,0,2,1843,0,29
0,33,5,0,2,1843,0,14
0,67,7,0,2,1843,0,26
0,25,1,0,2,1843,0,13
0,34,1,0,2,1843,0,24
0,19,1,0,2,1843,0,14
0,27,1,0,2,1843,0,17
0,26,1,0,2,1843,0,19
0,68,7,0,2,1843,0,38
0,314,43,0,2,1843,0,56
0,36,5,0,2,1843,0,23
0,28,4,0,2,1300,1,20
0,18,1,0,2,1843,0,18
0,39,9,0,2,1843,0,12
0,36,5,0,2,1843,0,11
0,82,2,0,2,1300,0,25
0,87,5,0,2,1843,0,24
0,40,5,0,2,1843,0,26
0,25,4,0,2,1843,0,12
0,65,8,0,2,1843,0,38
0,920,86,0,2,1843,0,136
0,62,4,0,2,1843,0,10
0,191,44,0,2,1300,1,5
0,46,3,0,2,1300,0,12
0,334,1,0,2,1300,1,34
0,135,1,0,2,1300,0,13
0,334,7,0,2,1300,0,29
0,243,1,0,2,1300,0,23
0,425,8,0,2,1843,0,43
0,680,1,0,2,1300,0,34
0,214,2,0,2,1300,0,33
0,73,1,0,2,1300,0,33
0,587,1,1,2,1300,1,42
0,270,1,1,2,1300,0,40
0,341,1,0,2,1300,0,9
0,444,2,1,2,1300,2,43
0,662,4,1,2,1300,1,45
0,299,1,1,2,1300,0,37
0,226,1,1,2,1300,1,50
0,1430,228,0,2,1300,0,99
0,143,1,1,2,1843,0,25
0,453,1,1,2,1300,1,48
0,221,1,1,2,1300,1,20
0,113,1,0,2,1300,0,39
0,240,1,1,2,1300,1,28
0,35,1,0,2,1300,0,27
0,17,1,0,2,1300,1,36
0,47,4,0,2,1300,0,10
0,143,17,0,2,1300,0,25
0,43,1,0,2,1843,0,16
0,271,55,0,2,1300,0,48
0,7,1,0,2,1300,0,19
0,152,9,0,2,1300,0,27
0,263,38,0,2,1300,1,61
0,88,9,0,2,1300,0,22
0,46,2,0,2,1300,1,31
0,40,3,0,2,1300,1,26
0,409,61,0,2,1300,0,125
0,158,34,0,2,1300,0,85
0,63,6,0,2,1300,0,18
0,66,4,0,2,1300,0,42
0,83,5,0,2,1300,0,59
0,11,1,0,2,1300,0,4
0,12,1,0,2,1300,0,9
0,179,30,0,2,1843,0,33
0,70,12,0,2,1300,0,34
0,97,11,0,2,1300,0,32
0,121,14,0,2,1843,0,43
0,246,35,0,2,1300,0,76
0,355,79,0,2,1300,1,72
0,92,4,0,2,1300,1,31
0,5,1,0,1,1300,0,1
0,74,7,0,2,1843,0,14
0,444,72,0,2,1300,1,159
0,132,27,0,2,1300,0,45
0,811,178,0,2,1300,1,269
0,474,108,0,2,1300,0,68
0,162,30,0,2,1843,0,17
0,141,29,0,2,1843,0,28
0,57,12,0,2,1300,0,27
0,50,3,0,2,1300,0,33
0,58,13,0,2,1843,0,22
0,85,8,0,2,1300,0,53
0,379,71,0,2,1843,0,33
0,221,33,0,2,1843,0,11
0,463,96,0,2,1843,0,32
0,23,3,0,1,1300,0,1
0,48,3,0,2,1843,0,3
0,9,1,0,2,1300,0,4
0,205,39,0,2,1843,0,50
0,88,18,0,2,1300,1,14
0,39,3,1,1,1300,0,3
0,9,1,0,2,1300,0,19
0,142,7,0,2,1300,1,15
0,541,27,0,4,1300,0,55
0,52,6,0,2,1300,1,12
0,277,40,0,2,1300,2,51
0,637,109,3,2,1300,3,167
0,73,12,0,2,1300,0,50
0,279,47,0,2,1843,0,30
0,162,17,0,2,1843,1,37
0,74,1,0,2,1300,0,22
0,98,24,0,2,1300,0,19
0,372,58,0,2,1843,2,47
0,565,65,0,2,1300,0,86
0,40,12,0,2,1300,0,8
0,262,30,0,2,1300,0,52
0,202,17,0,2,1300,0,81
0,61,10,0,2,1300,0,44
0,69,4,0,2,1300,0,31
0,114,28,0,2,1300,1,11
0,362,42,0,2,1300,1,72
0,97,18,0,2,1300,0,25
0,292,40,0,2,1300,0,70
0,226,25,0,2,1300,1,72
0,58,11,0,2,1300,0,11
0,20,2,0,2,1300,0,14
0,30,2,0,2,1843,0,6
0,94,18,0,2,1843,0,40
0,10,1,0,2,1300,0,16
0,204,59,0,2,1300,0,20
0,98,10,1,2,1300,0,24
0,22,1,0,2,1300,0,4
0,43,4,0,2,1300,0,16
0,65,3,0,2,1300,0,15
0,195,35,0,2,1300,0,51
0,414,74,3,2,1843,0,95
0,33,1,0,2,1300,0,14
0,84,8,1,2,1300,0,16
0,207,43,1,2,1843,1,53
0,130,5,1,2,1300,0,26
0,75,7,0,2,1300,0,22
0,92,25,1,2,1300,0,33
0,75,6,0,2,1300,0,8
0,23,2,0,2,1300,0,15
0,52,4,0,2,1300,0,21
0,144,21,1,3,1300,0,13
0,32,4,0,2,1300,0,9
0,278,64,0,2,1843,0,52
0,230,24,0,2,1300,0,59
0,113,1,4,2,1300,3,125
0,625,96,2,2,1843,0,166
0,269,42,0,2,1300,1,62
0,10,1,0,2,1300,0,8
0,72,18,0,2,1843,0,18
0,246,48,1,2,1300,0,82
0,44,3,0,2,1300,0,21
0,48,3,0,2,1300,0,25
0,12,2,0,2,1300,0,10
0,61,6,0,2,1843,0,32
0,33,5,0,2,1300,0,15
0,67,7,0,2,1300,0,27
0,37,5,1,2,1843,0,25
0,25,1,0,2,1300,0,14
0,34,1,0,2,1300,0,25
0,19,1,0,2,1300,0,15
0,27,1,0,2,1300,0,18
0,26,1,0,2,1300,0,20
0,20,1,0,2,1300,0,6
