"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous fixes","Number of previous modifications","Number of bugs"
"L1662","FailureDetailView.java","junit/runner/FailureDetailView.java","L1659","1","0","8","0","0","0","2","0"
"L1663","LoadingTestCollector.java","junit/runner/LoadingTestCollector.java","L1659","12","0","54","0","0","0","4","0"
"L1664","ReloadingTestSuiteLoader.java","junit/runner/ReloadingTestSuiteLoader.java","L1659","1","0","12","0","0","0","3","0"
"L1665","SimpleTestCollector.java","junit/runner/SimpleTestCollector.java","L1659","3","0","11","0","0","0","1","0"
"L1666","Sorter.java","junit/runner/Sorter.java","L1659","7","0","27","0","0","0","4","0"
"L1667","StandardTestSuiteLoader.java","junit/runner/StandardTestSuiteLoader.java","L1659","1","0","9","0","0","0","1","0"
"L1668","TestCaseClassLoader.java","junit/runner/TestCaseClassLoader.java","L1659","34","0","188","0","0","0","6","0"
"L1669","TestCollector.java","junit/runner/TestCollector.java","L1659","1","0","6","0","0","0","4","0"
"L1670","TestRunListener.java","junit/runner/TestRunListener.java","L1659","1","0","11","0","0","0","2","0"
"L1671","TestSuiteLoader.java","junit/runner/TestSuiteLoader.java","L1659","1","0","5","0","0","0","1","0"
"L1672","Version.java","junit/runner/Version.java","L1659","1","0","11","0","0","0","12","0"
"L2146","AllTests.java","junit/samples/AllTests.java","L2145","1","0","15","0","0","0","2","0"
"L2147","SimpleTest.java","junit/samples/SimpleTest.java","L2145","1","0","34","0","0","0","5","0"
"L2148","VectorTest.java","junit/samples/VectorTest.java","L2145","3","0","57","0","0","0","5","0"
"L2395","AboutDialog.java","junit/swingui/AboutDialog.java","L2394","2","0","76","0","0","0","5","0"
"L2396","CounterPanel.java","junit/swingui/CounterPanel.java","L2394","1","0","97","0","0","0","10","0"
"L2397","DefaultFailureDetailView.java","junit/swingui/DefaultFailureDetailView.java","L2394","3","0","68","0","0","0","8","0"
"L2398","FailureRunView.java","junit/swingui/FailureRunView.java","L2394","6","0","94","0","0","0","7","0"
"L2399","MacProgressBar.java","junit/swingui/MacProgressBar.java","L2394","1","0","12","0","0","0","1","0"
"L2400","ProgressBar.java","junit/swingui/ProgressBar.java","L2394","4","0","34","0","0","0","4","0"
"L2401","StatusLine.java","junit/swingui/StatusLine.java","L2394","1","0","35","0","0","0","4","0"
"L2402","TestHierarchyRunView.java","junit/swingui/TestHierarchyRunView.java","L2394","2","0","60","0","0","0","4","0"
"L2403","TestRunContext.java","junit/swingui/TestRunContext.java","L2394","1","0","7","0","0","0","1","0"
"L2404","TestRunner.java","junit/swingui/TestRunner.java","L2394","55","0","715","0","0","0","20","0"
"L2405","TestRunView.java","junit/swingui/TestRunView.java","L2394","1","0","12","0","0","0","3","0"
"L2406","TestSelector.java","junit/swingui/TestSelector.java","L2394","11","0","242","0","0","0","5","0"
"L2407","TestSuitePanel.java","junit/swingui/TestSuitePanel.java","L2394","14","0","135","0","0","0","3","0"
"L2408","TestTreeModel.java","junit/swingui/TestTreeModel.java","L2394","16","0","119","0","0","0","7","0"
"L3774","AllTests.java","junit/tests/AllTests.java","L3773","1","0","15","0","0","0","7","0"
"L3775","WasRun.java","junit/tests/WasRun.java","L3773","1","0","8","0","0","0","4","0"
"L4568","ResultPrinter.java","junit/textui/ResultPrinter.java","L4567","7","0","92","0","0","0","6","0"
"L4569","TestRunner.java","junit/textui/TestRunner.java","L4567","13","0","124","0","0","0","22","0"
"L2167","IMoney.java","junit/samples/money/IMoney.java","L2166","1","0","11","0","0","0","4","0"
"L2168","Money.java","junit/samples/money/Money.java","L2166","6","0","60","0","0","0","3","0"
"L2169","MoneyBag.java","junit/samples/money/MoneyBag.java","L2166","20","0","116","0","0","0","5","0"
"L2170","MoneyTest.java","junit/samples/money/MoneyTest.java","L2166","1","0","122","0","0","0","7","0"
"L3789","ActiveTestTest.java","junit/tests/extensions/ActiveTestTest.java","L3788","2","0","50","0","0","0","3","0"
"L3790","AllTests.java","junit/tests/extensions/AllTests.java","L3788","1","0","16","0","0","0","2","0"
"L3791","ExceptionTestCaseTest.java","junit/tests/extensions/ExceptionTestCaseTest.java","L3788","1","0","58","0","0","0","3","0"
"L3792","ExtensionTest.java","junit/tests/extensions/ExtensionTest.java","L3788","1","0","72","0","0","0","3","0"
"L3793","RepeatedTestTest.java","junit/tests/extensions/RepeatedTestTest.java","L3788","2","0","48","0","0","0","4","0"
"L3945","AllTests.java","junit/tests/framework/AllTests.java","L3944","1","0","21","0","0","0","7","0"
"L3946","AssertTest.java","junit/tests/framework/AssertTest.java","L3944","13","0","120","0","0","0","9","0"
"L3947","ComparisonCompactorTest.java","junit/tests/framework/ComparisonCompactorTest.java","L3944","1","0","81","0","0","0","1","0"
"L3948","ComparisonFailureTest.java","junit/tests/framework/ComparisonFailureTest.java","L3944","2","0","17","0","0","0","2","0"
"L3949","DoublePrecisionAssertTest.java","junit/tests/framework/DoublePrecisionAssertTest.java","L3944","5","0","46","0","0","0","3","0"
"L3950","Failure.java","junit/tests/framework/Failure.java","L3944","1","0","7","0","0","0","4","0"
"L3951","InheritedTestCase.java","junit/tests/framework/InheritedTestCase.java","L3944","1","0","5","0","0","0","2","0"
"L3952","NoArgTestCaseTest.java","junit/tests/framework/NoArgTestCaseTest.java","L3944","1","0","6","0","0","0","1","0"
"L3953","NoTestCaseClass.java","junit/tests/framework/NoTestCaseClass.java","L3944","1","0","5","0","0","0","3","0"
"L3954","NoTestCases.java","junit/tests/framework/NoTestCases.java","L3944","1","0","6","0","0","0","2","0"
"L3955","NotPublicTestCase.java","junit/tests/framework/NotPublicTestCase.java","L3944","1","0","8","0","0","0","2","0"
"L3956","NotVoidTestCase.java","junit/tests/framework/NotVoidTestCase.java","L3944","1","0","9","0","0","0","2","0"
"L3957","OneTestCase.java","junit/tests/framework/OneTestCase.java","L3944","1","0","10","0","0","0","2","0"
"L3958","OverrideTestCase.java","junit/tests/framework/OverrideTestCase.java","L3944","1","0","5","0","0","0","2","0"
"L3959","Success.java","junit/tests/framework/Success.java","L3944","1","0","8","0","0","0","4","0"
"L3960","SuiteTest.java","junit/tests/framework/SuiteTest.java","L3944","1","0","88","0","0","0","6","0"
"L3961","TestCaseTest.java","junit/tests/framework/TestCaseTest.java","L3944","3","0","158","0","0","0","7","0"
"L3962","TestImplementorTest.java","junit/tests/framework/TestImplementorTest.java","L3944","1","0","42","0","0","0","3","0"
"L3963","TestListenerTest.java","junit/tests/framework/TestListenerTest.java","L3944","1","0","61","0","0","0","3","0"
"L4283","AllTests.java","junit/tests/runner/AllTests.java","L4282","3","0","27","0","0","0","6","0"
"L4284","BaseTestRunnerTest.java","junit/tests/runner/BaseTestRunnerTest.java","L4282","1","0","25","0","0","0","5","0"
"L4285","ClassLoaderTest.java","junit/tests/runner/ClassLoaderTest.java","L4282","2","0","21","0","0","0","3","0"
"L4286","LoadedFromJar.java","junit/tests/runner/LoadedFromJar.java","L4282","2","0","13","0","0","0","3","0"
"L4287","SimpleTestCollectorTest.java","junit/tests/runner/SimpleTestCollectorTest.java","L4282","1","0","9","0","0","0","2","0"
"L4288","SorterTest.java","junit/tests/runner/SorterTest.java","L4282","1","0","23","0","0","0","3","0"
"L4289","StackFilterTest.java","junit/tests/runner/StackFilterTest.java","L4282","1","0","39","0","0","0","4","0"
"L4290","TestCaseClassLoaderTest.java","junit/tests/runner/TestCaseClassLoaderTest.java","L4282","2","0","25","0","0","0","9","0"
"L4291","TextFeedbackTest.java","junit/tests/runner/TextFeedbackTest.java","L4282","2","0","82","0","0","0","10","0"
"L4292","TextRunnerSingleMethodTest.java","junit/tests/runner/TextRunnerSingleMethodTest.java","L4282","1","0","64","0","0","0","3","0"
"L4293","TextRunnerTest.java","junit/tests/runner/TextRunnerTest.java","L4282","3","0","49","0","0","0","6","0"
