@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L14488","2","0","78","3","104","0","5","false"
"L14489","1","0","210","6","134","0","12","false"
"L14490","1","0","83","5","134","0","9","false"
"L14491","3","0","129","6","122","0","19","false"
"L14492","1","0","25","3","104","0","7","false"
"L14493","1","0","10","3","104","0","5","false"
"L14494","1","0","110","6","134","0","14","false"
"L14835","1","0","33","3","104","0","5","false"
"L14836","1","0","62","3","104","0","5","false"
"L14837","1","0","54","9","104","2","15","false"
"L14838","1","0","60","4","104","0","13","false"
"L14839","1","0","27","3","104","0","5","false"
"L14964","1","0","51","1","104","0","7","false"
"L14965","1","0","41","3","104","1","7","false"
"L14966","1","0","156","0","0","0","7","false"
"L14967","1","0","166","0","0","0","3","false"
"L16595","1","0","54","3","107","0","8","false"
"L16596","1","0","24","0","0","0","2","false"
"L16597","1","0","33","0","0","0","3","false"
"L10799","1","0","102","5","104","2","10","false"
"L10800","1","0","448","11","104","0","33","false"
"L10801","1","0","70","2","122","0","5","false"
"L10802","1","0","60","2","104","0","3","false"
"L10803","1","0","137","2","104","0","3","false"
"L11306","1","0","99","11","104","0","20","false"
"L11307","2","0","50","4","104","0","12","false"
"L11308","2","0","248","8","104","0","49","false"
"L11461","1","0","69","6","104","0","25","false"
"L11462","1","0","51","6","104","0","23","false"
"L11513","1","0","42","6","104","0","14","false"
"L11514","1","0","19","7","104","0","16","false"
"L11537","1","0","78","6","107","1","10","false"
"L11538","1","0","198","9","120","0","22","false"
"L11539","5","0","157","12","134","2","23","false"
"L11540","1","0","306","13","122","3","36","false"
"L11541","1","0","36","4","104","0","7","false"
"L11542","1","0","30","6","134","2","12","false"
"L11543","1","0","311","8","107","0","21","false"
"L11544","1","0","41","5","104","0","9","false"
"L11545","1","0","49","6","104","0","9","false"
"L11546","1","0","278","3","107","0","5","false"
"L11547","6","0","194","15","104","4","36","false"
"L11548","1","0","171","10","107","0","22","false"
"L11549","1","0","597","10","120","2","35","false"
"L11550","1","0","163","10","134","2","25","false"
"L11551","1","0","60","6","104","4","12","false"
"L11552","3","0","137","7","107","0","31","false"
"L11553","1","0","129","9","1","2","21","false"
"L13239","1","0","31","4","25","1","7","false"
"L13240","1","0","74","8","25","0","18","false"
"L13241","1","0","44","3","25","0","4","false"
"L13242","1","0","24","11","25","2","15","false"
"L13243","1","0","26","3","25","3","9","false"
"L14414","1","0","9","2","107","2","2","false"
"L15164","2","0","28","2","14","2","5","false"
"L15165","3","0","133","1","122","0","3","false"
"L15166","1","0","46","3","104","0","8","false"
"L15167","1","0","26","0","0","0","5","false"
"L15168","1","0","410","11","1","2","35","false"
"L15169","6","0","146","1","107","1","4","false"
"L15170","1","0","225","11","107","3","34","false"
"L15171","1","0","69","0","0","0","2","false"
"L15172","1","0","156","1","4","0","7","false"
"L15173","1","0","37","0","0","0","4","false"
"L15774","1","0","65","6","8","0","9","false"
"L15775","1","0","38","6","8","0","9","false"
"L15776","35","0","236","8","134","0","11","false"
"L15777","2","0","23","0","0","0","2","false"
"L16025","1","0","537","3","9","0","15","false"
"L16026","1","0","59","0","0","0","2","false"
"L16027","1","0","32","0","0","0","2","false"
"L16028","2","0","149","0","0","0","7","false"
"L16029","2","0","205","0","0","0","13","false"
"L16030","13","0","284","6","120","0","25","false"
"L16600","1","0","3","0","0","0","1","false"
"L16601","1","0","7","0","0","0","1","false"
"L13260","1","0","4","4","104","0","6","false"
"L13261","8","0","103","5","104","0","11","false"
"L13262","3","0","47","4","104","0","8","false"
"L13263","4","0","45","4","104","0","6","false"
"L13264","1","0","11","4","104","0","7","false"
"L13265","3","0","23","4","104","0","6","false"
"L13266","1","0","6","0","0","0","1","false"
"L13267","4","0","52","10","134","3","26","false"
"L13268","1","0","14","4","104","0","6","false"
"L13487","2","0","167","3","122","3","13","false"
"L13488","1","0","79","6","134","0","7","false"
"L13489","2","0","115","3","25","3","7","false"
"L13692","1","0","109","3","25","2","4","false"
"L13693","1","0","165","4","104","0","9","false"
"L13694","1","0","26","4","104","0","8","false"
"L13695","1","0","46","5","104","2","9","false"
"L13696","1","0","204","9","25","2","35","false"
"L13697","1","0","41","6","104","0","21","false"
"L13698","1","0","51","3","25","2","5","false"
"L13699","1","0","94","8","25","3","31","false"
"L13700","1","0","149","7","25","3","10","false"
"L13701","2","0","55","3","25","3","7","false"
"L13702","3","0","69","6","104","0","16","false"
"L13703","2","0","120","3","25","3","8","false"
"L13704","1","0","151","6","104","0","11","false"
"L14420","12","0","164","8","134","0","28","false"
