"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of developer commits","Number of committers","Number of previous modifications","Number of bugs"
"L8645","ElasticsearchNullPointerException.java","src/main/java/org/elasticsearch/ElasticsearchNullPointerException.java","L8639","1","0","12","1","1466","1","2","0"
"L8646","ElasticsearchParseException.java","src/main/java/org/elasticsearch/ElasticsearchParseException.java","L8639","1","0","14","1","1466","1","2","0"
"L8647","ElasticsearchTimeoutException.java","src/main/java/org/elasticsearch/ElasticsearchTimeoutException.java","L8639","1","0","9","1","1466","1","2","0"
"L8648","ElasticsearchWrapperException.java","src/main/java/org/elasticsearch/ElasticsearchWrapperException.java","L8639","1","0","4","1","1466","1","2","0"
"L8649","ExceptionsHelper.java","src/main/java/org/elasticsearch/ExceptionsHelper.java","L8639","28","0","135","4","12","5","11","1"
"L8650","Version.java","src/main/java/org/elasticsearch/Version.java","L8639","93","0","450","4","12","12","103","0"
"L8656","Action.java","src/main/java/org/elasticsearch/action/Action.java","L8655","1","0","9","1","12","5","11","0"
"L8657","ActionFuture.java","src/main/java/org/elasticsearch/action/ActionFuture.java","L8655","1","0","15","1","31","3","6","2"
"L8658","ActionListener.java","src/main/java/org/elasticsearch/action/ActionListener.java","L8655","1","0","5","1","1466","2","3","0"
"L8659","ActionModule.java","src/main/java/org/elasticsearch/action/ActionModule.java","L8655","6","0","285","1","474","14","41","0"
"L8660","ActionRequest.java","src/main/java/org/elasticsearch/action/ActionRequest.java","L8655","1","0","31","1","1466","3","6","0"
"L8661","ActionRequestBuilder.java","src/main/java/org/elasticsearch/action/ActionRequestBuilder.java","L8655","1","0","50","1","12","5","11","0"
"L8662","ActionRequestValidationException.java","src/main/java/org/elasticsearch/action/ActionRequestValidationException.java","L8655","3","0","31","1","1466","2","5","0"
"L8663","ActionResponse.java","src/main/java/org/elasticsearch/action/ActionResponse.java","L8655","1","0","15","1","12","4","6","0"
"L8664","ActionRunnable.java","src/main/java/org/elasticsearch/action/ActionRunnable.java","L8655","2","0","15","1","12","2","2","0"
"L8665","ClientAction.java","src/main/java/org/elasticsearch/action/ClientAction.java","L8655","1","0","8","0","12","3","4","0"
"L8666","CompositeIndicesRequest.java","src/main/java/org/elasticsearch/action/CompositeIndicesRequest.java","L8655","1","0","5","0","12","2","2","0"
"L8667","FailedNodeException.java","src/main/java/org/elasticsearch/action/FailedNodeException.java","L8655","1","0","12","1","1466","2","4","0"
"L8668","GenericAction.java","src/main/java/org/elasticsearch/action/GenericAction.java","L8655","1","0","24","1","1466","3","4","0"
"L8669","IndicesRequest.java","src/main/java/org/elasticsearch/action/IndicesRequest.java","L8655","1","0","6","0","12","2","2","0"
"L8670","ListenableActionFuture.java","src/main/java/org/elasticsearch/action/ListenableActionFuture.java","L8655","1","0","5","1","1466","2","3","0"
"L8671","NoShardAvailableActionException.java","src/main/java/org/elasticsearch/action/NoShardAvailableActionException.java","L8655","1","0","19","2","1466","2","4","0"
"L8672","NoSuchNodeException.java","src/main/java/org/elasticsearch/action/NoSuchNodeException.java","L8655","1","0","6","1","1466","2","3","0"
"L8673","PrimaryMissingActionException.java","src/main/java/org/elasticsearch/action/PrimaryMissingActionException.java","L8655","1","0","7","1","1466","2","4","0"
"L8674","RoutingMissingException.java","src/main/java/org/elasticsearch/action/RoutingMissingException.java","L8655","1","0","27","1","1466","3","5","0"
"L8675","ShardOperationFailedException.java","src/main/java/org/elasticsearch/action/ShardOperationFailedException.java","L8655","1","0","10","1","1466","3","4","0"
"L8676","ThreadingModel.java","src/main/java/org/elasticsearch/action/ThreadingModel.java","L8655","15","0","70","1","1466","2","4","0"
"L8677","TimestampParsingException.java","src/main/java/org/elasticsearch/action/TimestampParsingException.java","L8655","1","0","12","1","1466","2","4","1"
"L8678","TransportActionNodeProxy.java","src/main/java/org/elasticsearch/action/TransportActionNodeProxy.java","L8655","3","0","50","2","12","6","11","0"
"L8679","UnavailableShardsException.java","src/main/java/org/elasticsearch/action/UnavailableShardsException.java","L8655","2","0","20","1","1466","3","6","0"
"L8680","ValidateActions.java","src/main/java/org/elasticsearch/action/ValidateActions.java","L8655","2","0","10","1","1466","3","3","0"
"L8681","WriteConsistencyLevel.java","src/main/java/org/elasticsearch/action/WriteConsistencyLevel.java","L8655","9","0","39","1","1466","2","4","0"
"L41290","Bootstrap.java","src/main/java/org/elasticsearch/bootstrap/Bootstrap.java","L41289","26","0","206","2","1466","6","14","1"
"L41291","Elasticsearch.java","src/main/java/org/elasticsearch/bootstrap/Elasticsearch.java","L41289","1","0","9","0","1466","1","1","0"
"L41292","ElasticsearchF.java","src/main/java/org/elasticsearch/bootstrap/ElasticsearchF.java","L41289","1","0","10","0","1466","1","2","0"
"L42198","Client.java","src/main/java/org/elasticsearch/client/Client.java","L42196","1","0","136","1","12","14","24","0"
"L42199","ClusterAdminClient.java","src/main/java/org/elasticsearch/client/ClusterAdminClient.java","L42196","1","0","128","1","1466","6","12","0"
"L42200","ElasticsearchClient.java","src/main/java/org/elasticsearch/client/ElasticsearchClient.java","L42196","1","0","9","0","1466","1","1","0"
"L42201","FilterClient.java","src/main/java/org/elasticsearch/client/FilterClient.java","L42196","1","0","92","0","1466","1","1","0"
"L42202","IndicesAdminClient.java","src/main/java/org/elasticsearch/client/IndicesAdminClient.java","L42196","1","0","180","0","1466","10","27","0"
"L42204","Requests.java","src/main/java/org/elasticsearch/client/Requests.java","L42196","1","0","193","0","21","9","15","0"
"L45621","AckedClusterStateUpdateTask.java","src/main/java/org/elasticsearch/cluster/AckedClusterStateUpdateTask.java","L45620","1","0","38","0","474","2","3","1"
"L45622","ClusterChangedEvent.java","src/main/java/org/elasticsearch/cluster/ClusterChangedEvent.java","L45620","20","0","112","1","762","3","6","0"
"L45623","ClusterInfo.java","src/main/java/org/elasticsearch/cluster/ClusterInfo.java","L45620","1","0","17","0","230","1","1","0"
"L45624","ClusterInfoService.java","src/main/java/org/elasticsearch/cluster/ClusterInfoService.java","L45620","1","0","5","0","230","1","1","0"
"L45625","ClusterModule.java","src/main/java/org/elasticsearch/cluster/ClusterModule.java","L45620","1","0","48","1","474","3","8","0"
"L45626","ClusterName.java","src/main/java/org/elasticsearch/cluster/ClusterName.java","L45620","7","0","51","0","1466","1","1","0"
"L45628","ClusterService.java","src/main/java/org/elasticsearch/cluster/ClusterService.java","L45620","1","0","27","0","4735","4","7","2"
"L45629","ClusterState.java","src/main/java/org/elasticsearch/cluster/ClusterState.java","L45620","55","0","473","2","1466","8","22","4"
"L45631","ClusterStateObserver.java","src/main/java/org/elasticsearch/cluster/ClusterStateObserver.java","L45620","20","0","215","0","479","1","1","0"
"L45632","ClusterStateUpdateTask.java","src/main/java/org/elasticsearch/cluster/ClusterStateUpdateTask.java","L45620","1","0","5","0","4735","1","1","1"
"L45633","DiskUsage.java","src/main/java/org/elasticsearch/cluster/DiskUsage.java","L45620","3","0","31","0","230","1","1","2"
"L45634","EmptyClusterInfoService.java","src/main/java/org/elasticsearch/cluster/EmptyClusterInfoService.java","L45620","1","0","21","0","1466","2","2","0"
"L45635","InternalClusterInfoService.java","src/main/java/org/elasticsearch/cluster/InternalClusterInfoService.java","L45620","42","0","250","0","230","2","6","0"
"L45636","LocalNodeMasterListener.java","src/main/java/org/elasticsearch/cluster/LocalNodeMasterListener.java","L45620","1","0","6","0","1466","1","2","0"
"L45637","ProcessedClusterStateUpdateTask.java","src/main/java/org/elasticsearch/cluster/ProcessedClusterStateUpdateTask.java","L45620","1","0","4","0","4735","1","1","1"
"L45639","TimeoutClusterStateUpdateTask.java","src/main/java/org/elasticsearch/cluster/TimeoutClusterStateUpdateTask.java","L45620","1","0","5","0","4735","1","4","1"
"L55560","Base64.java","src/main/java/org/elasticsearch/common/Base64.java","L55559","128","0","950","0","244","3","5","1"
"L55561","Booleans.java","src/main/java/org/elasticsearch/common/Booleans.java","L55559","51","0","61","0","479","2","2","0"
"L55562","Classes.java","src/main/java/org/elasticsearch/common/Classes.java","L55559","14","0","80","0","319","2","2","0"
"L55563","Explicit.java","src/main/java/org/elasticsearch/common/Explicit.java","L55559","1","0","15","0","34","2","2","0"
"L55564","Names.java","src/main/java/org/elasticsearch/common/Names.java","L55559","6","0","37","1","4735","3","5","1"
"L55566","Numbers.java","src/main/java/org/elasticsearch/common/Numbers.java","L55559","1","0","72","0","4735","1","2","0"
"L55567","ParseField.java","src/main/java/org/elasticsearch/common/ParseField.java","L55559","10","0","59","0","246","3","4","0"
"L55568","Preconditions.java","src/main/java/org/elasticsearch/common/Preconditions.java","L55559","27","0","167","0","1466","1","1","0"
"L55569","Priority.java","src/main/java/org/elasticsearch/common/Priority.java","L55559","19","0","77","0","89","3","5","0"
"L55570","StopWatch.java","src/main/java/org/elasticsearch/common/StopWatch.java","L55559","11","0","136","0","1466","1","2","0"
"L55571","Strings.java","src/main/java/org/elasticsearch/common/Strings.java","L55559","196","0","879","0","38","10","19","0"
"L55572","Table.java","src/main/java/org/elasticsearch/common/Table.java","L55559","19","0","139","1","1466","4","14","0"
"L84045","AckClusterStatePublishResponseHandler.java","src/main/java/org/elasticsearch/discovery/AckClusterStatePublishResponseHandler.java","L84044","2","0","32","0","1466","2","2","0"
"L84046","BlockingClusterStatePublishResponseHandler.java","src/main/java/org/elasticsearch/discovery/BlockingClusterStatePublishResponseHandler.java","L84044","1","0","23","0","1466","2","2","0"
"L84047","ClusterStatePublishResponseHandler.java","src/main/java/org/elasticsearch/discovery/ClusterStatePublishResponseHandler.java","L84044","1","0","8","0","1466","2","2","0"
"L84048","Discovery.java","src/main/java/org/elasticsearch/discovery/Discovery.java","L84044","1","0","24","0","474","2","6","1"
"L84049","DiscoveryException.java","src/main/java/org/elasticsearch/discovery/DiscoveryException.java","L84044","1","0","10","0","1466","1","1","0"
"L84050","DiscoveryModule.java","src/main/java/org/elasticsearch/discovery/DiscoveryModule.java","L84044","2","0","31","0","1466","2","2","0"
"L84051","DiscoveryService.java","src/main/java/org/elasticsearch/discovery/DiscoveryService.java","L84044","7","0","88","0","4735","3","4","3"
"L84052","DiscoverySettings.java","src/main/java/org/elasticsearch/discovery/DiscoverySettings.java","L84044","3","0","31","0","474","1","2","5"
"L84054","MasterNotDiscoveredException.java","src/main/java/org/elasticsearch/discovery/MasterNotDiscoveredException.java","L84044","1","0","15","0","1466","2","3","0"
"L86024","Environment.java","src/main/java/org/elasticsearch/env/Environment.java","L86023","16","0","130","0","4735","2","5","1"
"L86027","NodeEnvironment.java","src/main/java/org/elasticsearch/env/NodeEnvironment.java","L86023","45","0","212","2","374","4","11","1"
"L86028","NodeEnvironmentModule.java","src/main/java/org/elasticsearch/env/NodeEnvironmentModule.java","L86023","2","0","20","0","4735","1","1","0"
"L86178","Gateway.java","src/main/java/org/elasticsearch/gateway/Gateway.java","L86177","1","0","14","0","4735","1","1","0"
"L86181","GatewayService.java","src/main/java/org/elasticsearch/gateway/GatewayService.java","L86177","37","0","219","0","479","4","17","2"
"L87287","HttpChannel.java","src/main/java/org/elasticsearch/http/HttpChannel.java","L87285","1","0","8","0","4735","1","1","0"
"L87289","HttpInfo.java","src/main/java/org/elasticsearch/http/HttpInfo.java","L87285","1","0","64","0","474","2","3","0"
"L87290","HttpRequest.java","src/main/java/org/elasticsearch/http/HttpRequest.java","L87285","1","0","4","0","4735","1","1","0"
"L87291","HttpServer.java","src/main/java/org/elasticsearch/http/HttpServer.java","L87285","19","0","183","0","244","4","13","1"
"L87294","HttpServerTransport.java","src/main/java/org/elasticsearch/http/HttpServerTransport.java","L87285","1","0","9","0","4735","1","1","0"
"L87295","HttpStats.java","src/main/java/org/elasticsearch/http/HttpStats.java","L87285","1","0","52","0","811","2","2","0"
"L87904","AbstractIndexComponent.java","src/main/java/org/elasticsearch/index/AbstractIndexComponent.java","L87903","1","0","30","0","4735","1","1","0"
"L87906","CloseableIndexComponent.java","src/main/java/org/elasticsearch/index/CloseableIndexComponent.java","L87903","1","0","5","0","4735","1","1","0"
"L87907","Index.java","src/main/java/org/elasticsearch/index/Index.java","L87903","3","0","48","0","1466","2","3","0"
"L87910","IndexModule.java","src/main/java/org/elasticsearch/index/IndexModule.java","L87903","1","0","15","0","4735","1","2","0"
"L87913","IndexShardMissingException.java","src/main/java/org/elasticsearch/index/IndexShardMissingException.java","L87903","1","0","13","0","4735","1","1","0"
"L87916","VersionType.java","src/main/java/org/elasticsearch/index/VersionType.java","L87903","44","0","216","1","479","2","5","0"
"L123231","IndexAlreadyExistsException.java","src/main/java/org/elasticsearch/indices/IndexAlreadyExistsException.java","L123229","1","0","16","0","4735","1","1","0"
"L123232","IndexClosedException.java","src/main/java/org/elasticsearch/indices/IndexClosedException.java","L123229","1","0","13","1","762","1","1","0"
"L123233","IndexCreationException.java","src/main/java/org/elasticsearch/indices/IndexCreationException.java","L123229","1","0","9","0","762","1","1","0"
"L123235","IndexPrimaryShardNotAllocatedException.java","src/main/java/org/elasticsearch/indices/IndexPrimaryShardNotAllocatedException.java","L123229","1","0","13","1","36","1","1","0"
"L123236","IndexTemplateAlreadyExistsException.java","src/main/java/org/elasticsearch/indices/IndexTemplateAlreadyExistsException.java","L123229","1","0","17","0","1466","1","1","0"
"L123237","IndexTemplateMissingException.java","src/main/java/org/elasticsearch/indices/IndexTemplateMissingException.java","L123229","1","0","17","0","1466","1","1","0"
"L123238","IndicesLifecycle.java","src/main/java/org/elasticsearch/indices/IndicesLifecycle.java","L123229","1","0","38","0","474","3","4","0"
"L123239","IndicesModule.java","src/main/java/org/elasticsearch/indices/IndicesModule.java","L123229","1","0","54","1","4735","3","11","0"
"L123240","IndicesService.java","src/main/java/org/elasticsearch/indices/IndicesService.java","L123229","1","0","19","0","762","2","4","0"
"L123241","InternalIndicesLifecycle.java","src/main/java/org/elasticsearch/indices/InternalIndicesLifecycle.java","L123229","25","0","133","0","1466","4","6","0"
"L123242","InternalIndicesService.java","src/main/java/org/elasticsearch/indices/InternalIndicesService.java","L123229","24","0","291","1","762","6","29","2"
"L123245","InvalidIndexTemplateException.java","src/main/java/org/elasticsearch/indices/InvalidIndexTemplateException.java","L123229","1","0","17","0","1466","1","1","0"
"L123247","NodeIndicesStats.java","src/main/java/org/elasticsearch/indices/NodeIndicesStats.java","L123229","23","0","207","1","4735","5","11","0"
"L123248","TypeMissingException.java","src/main/java/org/elasticsearch/indices/TypeMissingException.java","L123229","1","0","17","0","31","2","2","0"
"L128614","MonitorModule.java","src/main/java/org/elasticsearch/monitor/MonitorModule.java","L128613","4","0","66","0","4735","1","3","0"
"L128615","MonitorService.java","src/main/java/org/elasticsearch/monitor/MonitorService.java","L128613","1","0","58","0","4735","1","1","0"
"L130670","Node.java","src/main/java/org/elasticsearch/node/Node.java","L130669","1","0","12","0","1466","1","1","1"
"L131001","MultiDocumentPercolatorIndex.java","src/main/java/org/elasticsearch/percolator/MultiDocumentPercolatorIndex.java","L131000","10","0","91","0","374","4","4","0"
"L131002","PercolateContext.java","src/main/java/org/elasticsearch/percolator/PercolateContext.java","L131000","5","0","569","3","4735","10","28","2"
"L131003","PercolateException.java","src/main/java/org/elasticsearch/percolator/PercolateException.java","L131000","1","0","18","0","319","2","3","0"
"L131004","PercolatorIndex.java","src/main/java/org/elasticsearch/percolator/PercolatorIndex.java","L131000","1","0","5","0","762","2","2","0"
"L131005","PercolatorModule.java","src/main/java/org/elasticsearch/percolator/PercolatorModule.java","L131000","1","0","8","0","1466","2","2","0"
"L131006","PercolatorService.java","src/main/java/org/elasticsearch/percolator/PercolatorService.java","L131000","116","0","751","12","21","7","53","0"
"L131007","QueryCollector.java","src/main/java/org/elasticsearch/percolator/QueryCollector.java","L131000","39","0","319","3","21","5","24","0"
"L131008","SingleDocumentPercolatorIndex.java","src/main/java/org/elasticsearch/percolator/SingleDocumentPercolatorIndex.java","L131000","7","0","65","0","374","4","4","0"
"L132152","AbstractPlugin.java","src/main/java/org/elasticsearch/plugins/AbstractPlugin.java","L132151","1","0","53","0","4735","1","2","0"
"L132153","IndexPluginsModule.java","src/main/java/org/elasticsearch/plugins/IndexPluginsModule.java","L132151","2","0","35","0","4735","1","1","0"
"L132154","Plugin.java","src/main/java/org/elasticsearch/plugins/Plugin.java","L132151","1","0","21","0","4735","1","3","0"
"L132155","PluginManager.java","src/main/java/org/elasticsearch/plugins/PluginManager.java","L132151","104","0","530","13","811","13","29","2"
"L132156","PluginsModule.java","src/main/java/org/elasticsearch/plugins/PluginsModule.java","L132151","2","0","36","0","4735","1","1","0"
"L132157","PluginsService.java","src/main/java/org/elasticsearch/plugins/PluginsService.java","L132151","87","0","438","3","811","5","19","2"
"L132158","ShardsPluginsModule.java","src/main/java/org/elasticsearch/plugins/ShardsPluginsModule.java","L132151","2","0","35","0","4735","1","1","0"
"L132800","RepositoriesModule.java","src/main/java/org/elasticsearch/repositories/RepositoriesModule.java","L132799","1","0","31","0","319","1","2","0"
"L132801","RepositoriesService.java","src/main/java/org/elasticsearch/repositories/RepositoriesService.java","L132799","39","0","275","1","474","2","5","0"
"L132802","Repository.java","src/main/java/org/elasticsearch/repositories/Repository.java","L132799","1","0","17","0","319","1","2","1"
"L132803","RepositoryException.java","src/main/java/org/elasticsearch/repositories/RepositoryException.java","L132799","2","0","15","0","319","1","1","0"
"L132804","RepositoryMissingException.java","src/main/java/org/elasticsearch/repositories/RepositoryMissingException.java","L132799","1","0","11","0","319","1","1","0"
"L132805","RepositoryModule.java","src/main/java/org/elasticsearch/repositories/RepositoryModule.java","L132799","2","0","39","0","319","1","1","0"
"L132806","RepositoryName.java","src/main/java/org/elasticsearch/repositories/RepositoryName.java","L132799","10","0","36","0","319","1","1","0"
"L132807","RepositoryNameModule.java","src/main/java/org/elasticsearch/repositories/RepositoryNameModule.java","L132799","1","0","12","0","319","1","1","0"
"L132808","RepositorySettings.java","src/main/java/org/elasticsearch/repositories/RepositorySettings.java","L132799","1","0","16","0","319","1","1","0"
"L132809","RepositoryTypesRegistry.java","src/main/java/org/elasticsearch/repositories/RepositoryTypesRegistry.java","L132799","1","0","12","0","319","1","1","0"
"L133523","BaseRestHandler.java","src/main/java/org/elasticsearch/rest/BaseRestHandler.java","L133522","4","0","101","0","474","1","1","0"
"L133524","BytesRestResponse.java","src/main/java/org/elasticsearch/rest/BytesRestResponse.java","L133522","12","0","108","0","4735","2","3","0"
"L133525","RestChannel.java","src/main/java/org/elasticsearch/rest/RestChannel.java","L133522","9","0","56","0","4735","1","1","0"
"L133526","RestController.java","src/main/java/org/elasticsearch/rest/RestController.java","L133522","27","0","185","1","474","4","9","0"
"L133527","RestFilter.java","src/main/java/org/elasticsearch/rest/RestFilter.java","L133522","1","0","12","0","4735","1","2","0"
"L133528","RestFilterChain.java","src/main/java/org/elasticsearch/rest/RestFilterChain.java","L133522","1","0","4","0","4735","1","1","0"
"L133529","RestHandler.java","src/main/java/org/elasticsearch/rest/RestHandler.java","L133522","1","0","4","0","474","2","2","0"
"L133531","RestRequest.java","src/main/java/org/elasticsearch/rest/RestRequest.java","L133522","9","0","107","0","474","5","9","0"
"L133532","RestResponse.java","src/main/java/org/elasticsearch/rest/RestResponse.java","L133522","3","0","29","0","4735","3","3","0"
"L133533","RestStatus.java","src/main/java/org/elasticsearch/rest/RestStatus.java","L133522","1","0","65","0","4735","2","2","0"
"L137602","River.java","src/main/java/org/elasticsearch/river/River.java","L137600","1","0","5","0","474","1","1","0"
"L137606","RiverModule.java","src/main/java/org/elasticsearch/river/RiverModule.java","L137600","6","0","59","0","1466","1","1","0"
"L137613","RiversService.java","src/main/java/org/elasticsearch/river/RiversService.java","L137600","22","0","234","1","474","4","7","0"
"L138294","AbstractSearchScript.java","src/main/java/org/elasticsearch/script/AbstractSearchScript.java","L138289","1","0","66","0","234","4","6","5"
"L138296","ExecutableScript.java","src/main/java/org/elasticsearch/script/ExecutableScript.java","L138289","1","0","6","0","4735","1","1","0"
"L138297","ExplainableSearchScript.java","src/main/java/org/elasticsearch/script/ExplainableSearchScript.java","L138289","1","0","5","0","18","2","2","1"
"L138298","NativeScriptEngineService.java","src/main/java/org/elasticsearch/script/NativeScriptEngineService.java","L138289","2","0","60","0","230","1","1","0"
"L138300","ScoreAccessor.java","src/main/java/org/elasticsearch/script/ScoreAccessor.java","L138289","2","0","32","0","234","1","1","4"
"L138301","ScriptEngineService.java","src/main/java/org/elasticsearch/script/ScriptEngineService.java","L138289","1","0","15","0","230","1","1","0"
"L138303","ScriptModule.java","src/main/java/org/elasticsearch/script/ScriptModule.java","L138289","8","0","69","0","234","4","5","0"
"L138304","ScriptService.java","src/main/java/org/elasticsearch/script/ScriptService.java","L138289","70","0","499","0","38","5","15","4"
"L138305","SearchScript.java","src/main/java/org/elasticsearch/script/SearchScript.java","L138289","1","0","38","0","234","7","9","1"
"L139572","MultiValueMode.java","src/main/java/org/elasticsearch/search/MultiValueMode.java","L139571","66","0","469","0","511","2","3","1"
"L139575","SearchContextMissingException.java","src/main/java/org/elasticsearch/search/SearchContextMissingException.java","L139571","1","0","17","1","244","1","1","0"
"L139577","SearchHit.java","src/main/java/org/elasticsearch/search/SearchHit.java","L139571","1","0","41","0","762","2","5","1"
"L139578","SearchHitField.java","src/main/java/org/elasticsearch/search/SearchHitField.java","L139571","1","0","12","0","762","2","2","0"
"L139580","SearchModule.java","src/main/java/org/elasticsearch/search/SearchModule.java","L139571","1","0","49","0","246","8","12","1"
"L139585","SearchService.java","src/main/java/org/elasticsearch/search/SearchService.java","L139571","107","0","853","10","4735","11","52","7"
"L139586","SearchShardTarget.java","src/main/java/org/elasticsearch/search/SearchShardTarget.java","L139571","16","0","103","0","4735","1","1","0"
"L139587","TransportSearchModule.java","src/main/java/org/elasticsearch/search/TransportSearchModule.java","L139571","1","0","16","0","1466","2","2","0"
"L168663","ConcurrentSnapshotExecutionException.java","src/main/java/org/elasticsearch/snapshots/ConcurrentSnapshotExecutionException.java","L168662","1","0","15","0","319","1","1","0"
"L168664","InvalidSnapshotNameException.java","src/main/java/org/elasticsearch/snapshots/InvalidSnapshotNameException.java","L168662","1","0","13","0","319","1","1","0"
"L168665","RestoreInfo.java","src/main/java/org/elasticsearch/snapshots/RestoreInfo.java","L168662","4","0","97","0","319","1","1","0"
"L168666","RestoreService.java","src/main/java/org/elasticsearch/snapshots/RestoreService.java","L168662","66","0","510","4","12","6","15","2"
"L168667","Snapshot.java","src/main/java/org/elasticsearch/snapshots/Snapshot.java","L168662","1","0","15","0","319","1","1","0"
"L168668","SnapshotCreationException.java","src/main/java/org/elasticsearch/snapshots/SnapshotCreationException.java","L168662","1","0","11","0","319","1","1","0"
"L168669","SnapshotException.java","src/main/java/org/elasticsearch/snapshots/SnapshotException.java","L168662","2","0","16","0","319","1","1","0"
"L168670","SnapshotInfo.java","src/main/java/org/elasticsearch/snapshots/SnapshotInfo.java","L168662","17","0","187","1","31","2","4","0"
"L168671","SnapshotMissingException.java","src/main/java/org/elasticsearch/snapshots/SnapshotMissingException.java","L168662","1","0","15","0","319","1","1","0"
"L168672","SnapshotRestoreException.java","src/main/java/org/elasticsearch/snapshots/SnapshotRestoreException.java","L168662","1","0","10","0","319","1","1","0"
"L168673","SnapshotShardFailure.java","src/main/java/org/elasticsearch/snapshots/SnapshotShardFailure.java","L168662","11","0","116","0","319","1","2","0"
"L168674","SnapshotsService.java","src/main/java/org/elasticsearch/snapshots/SnapshotsService.java","L168662","181","0","1064","5","12","5","17","6"
"L168675","SnapshotState.java","src/main/java/org/elasticsearch/snapshots/SnapshotState.java","L168662","5","0","39","0","319","1","3","0"
"L168676","SnapshotUtils.java","src/main/java/org/elasticsearch/snapshots/SnapshotUtils.java","L168662","25","0","84","0","762","2","2","0"
"L170061","ThreadPool.java","src/main/java/org/elasticsearch/threadpool/ThreadPool.java","L170060","71","0","574","7","244","8","53","3"
"L170062","ThreadPoolInfo.java","src/main/java/org/elasticsearch/threadpool/ThreadPoolInfo.java","L170060","4","0","57","0","4735","1","2","0"
"L170064","ThreadPoolStats.java","src/main/java/org/elasticsearch/threadpool/ThreadPoolStats.java","L170060","10","0","148","0","4735","1","7","0"
"L170438","ActionNames.java","src/main/java/org/elasticsearch/transport/ActionNames.java","L170437","5","0","268","0","474","2","4","0"
"L170441","BaseTransportRequestHandler.java","src/main/java/org/elasticsearch/transport/BaseTransportRequestHandler.java","L170437","1","0","7","1","4735","1","2","0"
"L170442","BaseTransportResponseHandler.java","src/main/java/org/elasticsearch/transport/BaseTransportResponseHandler.java","L170437","1","0","3","0","4735","1","1","0"
"L170444","BytesTransportRequest.java","src/main/java/org/elasticsearch/transport/BytesTransportRequest.java","L170437","1","0","37","0","4735","1","1","0"
"L170445","ConnectTransportException.java","src/main/java/org/elasticsearch/transport/ConnectTransportException.java","L170437","3","0","21","1","511","1","1","0"
"L170446","EmptyTransportResponseHandler.java","src/main/java/org/elasticsearch/transport/EmptyTransportResponseHandler.java","L170437","1","0","23","0","4735","1","1","0"
"L170448","FutureTransportResponseHandler.java","src/main/java/org/elasticsearch/transport/FutureTransportResponseHandler.java","L170437","1","0","14","0","4735","1","1","0"
"L170451","NodeShouldNotConnectException.java","src/main/java/org/elasticsearch/transport/NodeShouldNotConnectException.java","L170437","1","0","7","0","4735","1","1","0"
"L170453","PlainTransportFuture.java","src/main/java/org/elasticsearch/transport/PlainTransportFuture.java","L170437","9","0","75","0","31","3","5","1"
"L170459","Transport.java","src/main/java/org/elasticsearch/transport/Transport.java","L170437","1","0","21","0","4735","1","2","0"
"L170460","TransportChannel.java","src/main/java/org/elasticsearch/transport/TransportChannel.java","L170437","1","0","8","0","4735","1","1","0"
