"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of bugs"
"L1600","ImageScaleType.java","library/src/com/nostra13/universalimageloader/core/assist/ImageScaleType.java","L1596","1","0","9","1","932","7","0","0"
"L1601","ImageSize.java","library/src/com/nostra13/universalimageloader/core/assist/ImageSize.java","L1596","2","0","36","1","932","8","0","0"
"L1602","LoadedFrom.java","library/src/com/nostra13/universalimageloader/core/assist/LoadedFrom.java","L1596","1","0","4","1","932","2","0","0"
"L1603","QueueProcessingType.java","library/src/com/nostra13/universalimageloader/core/assist/QueueProcessingType.java","L1596","1","0","4","1","932","5","0","0"
"L1604","ViewScaleType.java","library/src/com/nostra13/universalimageloader/core/assist/ViewScaleType.java","L1596","9","0","22","1","932","8","0","0"
"L2506","BaseImageDecoder.java","library/src/com/nostra13/universalimageloader/core/decode/BaseImageDecoder.java","L2505","28","0","177","1","932","20","3","1"
"L2507","ImageDecoder.java","library/src/com/nostra13/universalimageloader/core/decode/ImageDecoder.java","L2505","1","0","6","1","932","3","0","0"
"L2508","ImageDecodingInfo.java","library/src/com/nostra13/universalimageloader/core/decode/ImageDecodingInfo.java","L2505","3","0","89","2","932","12","0","0"
"L2932","BitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/BitmapDisplayer.java","L2931","1","0","7","1","932","13","1","0"
"L2933","FadeInBitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/FadeInBitmapDisplayer.java","L2931","8","0","41","2","932","15","1","0"
"L2934","RoundedBitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/RoundedBitmapDisplayer.java","L2931","2","0","65","1","932","22","5","0"
"L2935","RoundedVignetteBitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/RoundedVignetteBitmapDisplayer.java","L2931","2","0","34","1","932","3","0","0"
"L2936","SimpleBitmapDisplayer.java","library/src/com/nostra13/universalimageloader/core/display/SimpleBitmapDisplayer.java","L2931","1","0","10","1","932","10","1","0"
"L3413","BaseImageDownloader.java","library/src/com/nostra13/universalimageloader/core/download/BaseImageDownloader.java","L3412","15","0","127","2","932","30","2","0"
"L3414","ImageDownloader.java","library/src/com/nostra13/universalimageloader/core/download/ImageDownloader.java","L3412","5","0","39","2","932","18","2","0"
"L3632","ImageAware.java","library/src/com/nostra13/universalimageloader/core/imageaware/ImageAware.java","L3631","1","0","15","1","932","11","1","0"
"L3633","ImageViewAware.java","library/src/com/nostra13/universalimageloader/core/imageaware/ImageViewAware.java","L3631","10","0","76","2","932","16","1","0"
"L3634","NonViewAware.java","library/src/com/nostra13/universalimageloader/core/imageaware/NonViewAware.java","L3631","4","0","54","1","932","1","0","0"
"L3635","ViewAware.java","library/src/com/nostra13/universalimageloader/core/imageaware/ViewAware.java","L3631","19","0","97","1","932","2","0","0"
"L4433","ImageLoadingListener.java","library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingListener.java","L4432","1","0","10","1","932","2","0","0"
"L4434","ImageLoadingProgressListener.java","library/src/com/nostra13/universalimageloader/core/listener/ImageLoadingProgressListener.java","L4432","1","0","5","1","932","2","0","0"
"L4435","PauseOnScrollListener.java","library/src/com/nostra13/universalimageloader/core/listener/PauseOnScrollListener.java","L4432","8","0","49","1","932","2","0","0"
"L4436","SimpleImageLoadingListener.java","library/src/com/nostra13/universalimageloader/core/listener/SimpleImageLoadingListener.java","L4432","1","0","18","1","932","2","0","0"
"L4743","BitmapProcessor.java","library/src/com/nostra13/universalimageloader/core/process/BitmapProcessor.java","L4742","1","0","6","1","932","7","0","0"
"L182","BaseDiscCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/BaseDiscCache.java","L181","16","0","128","1","932","7","1","0"
"L183","LimitedAgeDiscCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/LimitedAgeDiscCache.java","L181","6","0","74","2","932","14","2","0"
"L184","UnlimitedDiscCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/UnlimitedDiscCache.java","L181","1","0","14","1","932","16","0","0"
"L1118","FileNameGenerator.java","library/src/com/nostra13/universalimageloader/cache/disc/naming/FileNameGenerator.java","L1117","1","0","4","1","932","8","0","0"
"L1119","HashCodeFileNameGenerator.java","library/src/com/nostra13/universalimageloader/cache/disc/naming/HashCodeFileNameGenerator.java","L1117","1","0","7","1","932","5","0","0"
"L1120","Md5FileNameGenerator.java","library/src/com/nostra13/universalimageloader/cache/disc/naming/Md5FileNameGenerator.java","L1117","2","0","26","1","932","5","0","0"
"L1228","FIFOLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/FIFOLimitedMemoryCache.java","L1227","3","0","48","1","932","8","0","0"
"L1229","FuzzyKeyMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/FuzzyKeyMemoryCache.java","L1227","4","0","45","1","932","9","0","0"
"L1230","LargestLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LargestLimitedMemoryCache.java","L1227","6","0","68","2","932","11","0","0"
"L1231","LimitedAgeMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LimitedAgeMemoryCache.java","L1227","4","0","47","1","932","7","0","0"
"L1232","LRULimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LRULimitedMemoryCache.java","L1227","3","0","63","1","932","8","0","0"
"L1233","LruMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/LruMemoryCache.java","L1227","15","0","95","1","932","7","1","0"
"L1234","UsingFreqLimitedMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/UsingFreqLimitedMemoryCache.java","L1227","8","0","79","1","932","8","0","0"
"L1235","WeakMemoryCache.java","library/src/com/nostra13/universalimageloader/cache/memory/impl/WeakMemoryCache.java","L1227","1","0","11","1","932","7","0","0"
"L1652","BlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/BlockingDeque.java","L1651","1","0","42","1","932","1","0","0"
"L1653","Deque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/Deque.java","L1651","1","0","36","1","932","1","0","0"
"L1654","LIFOLinkedBlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/LIFOLinkedBlockingDeque.java","L1651","1","0","13","1","932","2","0","0"
"L1655","LinkedBlockingDeque.java","library/src/com/nostra13/universalimageloader/core/assist/deque/LinkedBlockingDeque.java","L1651","74","0","632","1","932","1","0","0"
"L319","DiskLruCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/DiskLruCache.java","L318","104","0","656","1","932","9","0","0"
"L320","LruDiscCache.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/LruDiscCache.java","L318","21","0","167","1","932","10","1","0"
"L321","StrictLineReader.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/StrictLineReader.java","L318","20","0","93","1","932","7","0","0"
"L322","Util.java","library/src/com/nostra13/universalimageloader/cache/disc/impl/ext/Util.java","L318","9","0","50","1","932","7","0","0"
"L1611","ImageSizeTest.java","library/test/com/nostra13/universalimageloader/core/assist/ImageSizeTest.java","L1610","1","0","140","1","932","8","1","0"
"L3416","BaseImageDownloaderTest.java","library/test/com/nostra13/universalimageloader/core/download/BaseImageDownloaderTest.java","L3415","1","0","58","1","932","1","0","0"
"L5011","Constants.java","sample/src/com/nostra13/example/universalimageloader/Constants.java","L5010","1","0","148","1","932","16","0","0"
"L5012","UILApplication.java","sample/src/com/nostra13/example/universalimageloader/UILApplication.java","L5010","3","0","35","1","932","14","0","0"
"L5015","ComplexImageActivity.java","sample/src/com/nostra13/example/universalimageloader/activity/ComplexImageActivity.java","L5014","6","0","62","1","932","1","0","0"
"L5016","HomeActivity.java","sample/src/com/nostra13/example/universalimageloader/activity/HomeActivity.java","L5014","4","0","82","1","932","1","0","0"
"L5017","SimpleImageActivity.java","sample/src/com/nostra13/example/universalimageloader/activity/SimpleImageActivity.java","L5014","9","0","58","1","932","1","0","0"
"L5208","AbsListViewBaseFragment.java","sample/src/com/nostra13/example/universalimageloader/fragment/AbsListViewBaseFragment.java","L5207","3","0","57","1","932","1","0","0"
"L5209","BaseFragment.java","sample/src/com/nostra13/example/universalimageloader/fragment/BaseFragment.java","L5207","3","0","33","1","932","1","0","0"
"L5210","ImageGalleryFragment.java","sample/src/com/nostra13/example/universalimageloader/fragment/ImageGalleryFragment.java","L5207","2","0","82","1","932","1","0","0"
"L5211","ImageGridFragment.java","sample/src/com/nostra13/example/universalimageloader/fragment/ImageGridFragment.java","L5207","2","0","109","1","932","1","0","0"
"L5212","ImageListFragment.java","sample/src/com/nostra13/example/universalimageloader/fragment/ImageListFragment.java","L5207","4","0","113","1","932","1","0","0"
"L5213","ImagePagerFragment.java","sample/src/com/nostra13/example/universalimageloader/fragment/ImagePagerFragment.java","L5207","6","0","114","1","932","1","0","0"
"L5668","UILWidgetProvider.java","sample/src/com/nostra13/example/universalimageloader/widget/UILWidgetProvider.java","L5667","2","0","49","1","932","11","0","0"
