"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous fixes","Number of previous modifications","Number of bugs"
"L6212","RunnerScheduler.java","src/main/java/org/junit/runners/model/RunnerScheduler.java","L6205","1","0","5","0","0","0","2","0"
"L6213","Statement.java","src/main/java/org/junit/runners/model/Statement.java","L6205","1","0","4","0","0","0","2","0"
"L6214","TestClass.java","src/main/java/org/junit/runners/model/TestClass.java","L6205","17","0","104","2","134","2","21","1"
"L3599","AllMembersSupplier.java","src/main/java/org/junit/experimental/theories/internal/AllMembersSupplier.java","L3598","17","0","99","0","0","0","14","3"
"L3600","Assignments.java","src/main/java/org/junit/experimental/theories/internal/Assignments.java","L3598","7","0","101","0","0","0","9","1"
"L3601","ParameterizedAssertionError.java","src/main/java/org/junit/experimental/theories/internal/ParameterizedAssertionError.java","L3598","4","0","38","0","0","0","2","0"
"L3912","TestedOn.java","src/main/java/org/junit/experimental/theories/suppliers/TestedOn.java","L3911","1","0","9","0","0","0","1","0"
"L3913","TestedOnSupplier.java","src/main/java/org/junit/experimental/theories/suppliers/TestedOnSupplier.java","L3911","2","0","18","0","0","0","2","1"
"L4900","EachTestNotifier.java","src/main/java/org/junit/internal/runners/model/EachTestNotifier.java","L4899","3","0","38","2","107","0","12","0"
"L4901","MultipleFailureException.java","src/main/java/org/junit/internal/runners/model/MultipleFailureException.java","L4899","1","0","9","1","107","0","6","0"
"L4902","ReflectiveCallable.java","src/main/java/org/junit/internal/runners/model/ReflectiveCallable.java","L4899","2","0","12","0","0","0","1","0"
"L4943","RuleFieldValidator.java","src/main/java/org/junit/internal/runners/rules/RuleFieldValidator.java","L4942","7","0","57","1","134","0","1","1"
"L5029","ExpectException.java","src/main/java/org/junit/internal/runners/statements/ExpectException.java","L5028","5","0","31","1","20","0","6","0"
"L5030","Fail.java","src/main/java/org/junit/internal/runners/statements/Fail.java","L5028","1","0","12","0","0","0","2","0"
"L5031","FailOnTimeout.java","src/main/java/org/junit/internal/runners/statements/FailOnTimeout.java","L5028","4","0","36","1","134","0","6","0"
"L5032","InvokeMethod.java","src/main/java/org/junit/internal/runners/statements/InvokeMethod.java","L5028","1","0","15","0","0","0","3","0"
"L5033","RunAfters.java","src/main/java/org/junit/internal/runners/statements/RunAfters.java","L5028","4","0","34","1","107","0","8","1"
"L5034","RunBefores.java","src/main/java/org/junit/internal/runners/statements/RunBefores.java","L5028","2","0","20","0","0","0","4","0"
"L1641","AllTests.java","src/test/java/junit/samples/AllTests.java","L1640","1","0","15","0","0","0","1","0"
"L1642","ListTest.java","src/test/java/junit/samples/ListTest.java","L1640","3","0","54","0","0","0","1","0"
"L1643","package-info.java","src/test/java/junit/samples/package-info.java","L1640","1","0","1","0","0","0","1","0"
"L1644","SimpleTest.java","src/test/java/junit/samples/SimpleTest.java","L1640","1","0","35","0","0","0","1","1"
"L1904","AllTests.java","src/test/java/junit/tests/AllTests.java","L1903","1","0","15","0","0","0","1","0"
"L1905","package-info.java","src/test/java/junit/tests/package-info.java","L1903","1","0","1","0","0","0","1","0"
"L1906","WasRun.java","src/test/java/junit/tests/WasRun.java","L1903","1","0","9","0","0","0","1","0"
"L1695","IMoney.java","src/test/java/junit/samples/money/IMoney.java","L1694","1","0","11","0","0","0","1","0"
"L1696","Money.java","src/test/java/junit/samples/money/Money.java","L1694","7","0","65","0","0","0","1","0"
"L1697","MoneyBag.java","src/test/java/junit/samples/money/MoneyBag.java","L1694","20","0","108","0","0","0","1","0"
"L1698","MoneyTest.java","src/test/java/junit/samples/money/MoneyTest.java","L1694","1","0","123","0","0","0","1","0"
"L1699","package-info.java","src/test/java/junit/samples/money/package-info.java","L1694","1","0","1","0","0","0","1","0"
"L1920","ActiveTestTest.java","src/test/java/junit/tests/extensions/ActiveTestTest.java","L1919","2","0","51","0","0","0","1","0"
"L1921","AllTests.java","src/test/java/junit/tests/extensions/AllTests.java","L1919","1","0","15","0","0","0","1","0"
"L1922","ExtensionTest.java","src/test/java/junit/tests/extensions/ExtensionTest.java","L1919","1","0","78","0","0","0","1","0"
"L1923","package-info.java","src/test/java/junit/tests/extensions/package-info.java","L1919","1","0","1","0","0","0","1","0"
"L1924","RepeatedTestTest.java","src/test/java/junit/tests/extensions/RepeatedTestTest.java","L1919","2","0","50","0","0","0","1","0"
"L2036","AllTests.java","src/test/java/junit/tests/framework/AllTests.java","L2035","1","0","22","0","0","0","1","0"
"L2037","AssertTest.java","src/test/java/junit/tests/framework/AssertTest.java","L2035","15","0","138","1","107","1","6","0"
"L2038","ComparisonCompactorTest.java","src/test/java/junit/tests/framework/ComparisonCompactorTest.java","L2035","1","0","81","0","0","0","1","0"
"L2039","ComparisonFailureTest.java","src/test/java/junit/tests/framework/ComparisonFailureTest.java","L2035","6","0","39","1","107","0","5","0"
"L2040","DoublePrecisionAssertTest.java","src/test/java/junit/tests/framework/DoublePrecisionAssertTest.java","L2035","5","0","42","0","0","0","1","0"
"L2041","Failure.java","src/test/java/junit/tests/framework/Failure.java","L2035","1","0","8","0","0","0","1","0"
"L2042","FloatAssertTest.java","src/test/java/junit/tests/framework/FloatAssertTest.java","L2035","6","0","49","0","0","0","1","0"
"L2043","InheritedTestCase.java","src/test/java/junit/tests/framework/InheritedTestCase.java","L2035","1","0","5","0","0","0","1","0"
"L2044","NoArgTestCaseTest.java","src/test/java/junit/tests/framework/NoArgTestCaseTest.java","L2035","1","0","6","0","0","0","1","0"
"L2045","NoTestCaseClass.java","src/test/java/junit/tests/framework/NoTestCaseClass.java","L2035","1","0","5","0","0","0","1","0"
"L2046","NoTestCases.java","src/test/java/junit/tests/framework/NoTestCases.java","L2035","1","0","6","0","0","0","1","0"
"L2047","NotPublicTestCase.java","src/test/java/junit/tests/framework/NotPublicTestCase.java","L2035","1","0","8","0","0","0","1","0"
"L2048","NotVoidTestCase.java","src/test/java/junit/tests/framework/NotVoidTestCase.java","L2035","1","0","9","0","0","0","1","0"
"L2049","OneTestCase.java","src/test/java/junit/tests/framework/OneTestCase.java","L2035","1","0","10","0","0","0","1","0"
"L2050","OverrideTestCase.java","src/test/java/junit/tests/framework/OverrideTestCase.java","L2035","1","0","6","0","0","0","1","0"
"L2051","package-info.java","src/test/java/junit/tests/framework/package-info.java","L2035","1","0","1","0","0","0","1","0"
"L2052","Success.java","src/test/java/junit/tests/framework/Success.java","L2035","1","0","9","0","0","0","1","0"
"L2053","SuiteTest.java","src/test/java/junit/tests/framework/SuiteTest.java","L2035","1","0","94","1","20","1","6","0"
"L2054","TestCaseTest.java","src/test/java/junit/tests/framework/TestCaseTest.java","L2035","2","0","169","0","0","0","1","0"
"L2055","TestImplementorTest.java","src/test/java/junit/tests/framework/TestImplementorTest.java","L2035","1","0","43","0","0","0","1","0"
"L2056","TestListenerTest.java","src/test/java/junit/tests/framework/TestListenerTest.java","L2035","1","0","65","0","0","0","1","1"
"L2057","ThreeTestCases.java","src/test/java/junit/tests/framework/ThreeTestCases.java","L2035","1","0","10","1","20","1","4","0"
"L2414","AllTests.java","src/test/java/junit/tests/runner/AllTests.java","L2413","1","0","21","1","3","0","3","0"
"L2415","BaseTestRunnerTest.java","src/test/java/junit/tests/runner/BaseTestRunnerTest.java","L2413","1","0","42","0","0","0","2","0"
"L2416","package-info.java","src/test/java/junit/tests/runner/package-info.java","L2413","1","0","1","0","0","0","1","0"
"L2417","StackFilterTest.java","src/test/java/junit/tests/runner/StackFilterTest.java","L2413","1","0","40","0","0","0","1","0"
"L2418","TextFeedbackTest.java","src/test/java/junit/tests/runner/TextFeedbackTest.java","L2413","2","0","91","0","0","0","1","0"
"L2419","TextRunnerSingleMethodTest.java","src/test/java/junit/tests/runner/TextRunnerSingleMethodTest.java","L2413","1","0","27","0","0","0","1","0"
"L2420","TextRunnerTest.java","src/test/java/junit/tests/runner/TextRunnerTest.java","L2413","3","0","50","0","0","0","1","0"
"L6685","ListTest.java","src/test/java/org/junit/samples/ListTest.java","L6684","3","0","63","0","0","0","1","0"
"L6686","package-info.java","src/test/java/org/junit/samples/package-info.java","L6684","1","0","1","0","0","0","1","0"
"L6687","SimpleTest.java","src/test/java/org/junit/samples/SimpleTest.java","L6684","1","0","28","0","0","0","1","1"
"L6772","AllTests.java","src/test/java/org/junit/tests/AllTests.java","L6771","1","0","154","3","107","2","55","3"
"L6773","ObjectContractTest.java","src/test/java/org/junit/tests/ObjectContractTest.java","L6771","3","0","39","0","0","0","3","0"
"L6774","package-info.java","src/test/java/org/junit/tests/package-info.java","L6771","1","0","1","0","0","0","1","0"
"L6775","TestSystem.java","src/test/java/org/junit/tests/TestSystem.java","L6771","1","0","23","0","0","0","1","0"
"L6714","MoneyTest.java","src/test/java/org/junit/samples/money/MoneyTest.java","L6713","1","0","136","0","0","0","1","0"
"L6715","package-info.java","src/test/java/org/junit/samples/money/package-info.java","L6713","1","0","1","0","0","0","1","0"
"L6995","AssertionTest.java","src/test/java/org/junit/tests/assertion/AssertionTest.java","L6994","27","0","400","3","14","1","26","1"
"L6996","BothTest.java","src/test/java/org/junit/tests/assertion/BothTest.java","L6994","6","0","60","0","0","0","14","0"
"L6997","EachTest.java","src/test/java/org/junit/tests/assertion/EachTest.java","L6994","1","0","11","0","0","0","5","0"
"L6998","MultipleFailureExceptionTest.java","src/test/java/org/junit/tests/assertion/MultipleFailureExceptionTest.java","L6994","2","0","42","1","107","0","2","0"
"L7144","JUnit4ClassRunnerTest.java","src/test/java/org/junit/tests/deprecated/JUnit4ClassRunnerTest.java","L7143","1","0","43","0","0","0","3","0"
"L7171","AnnotatedDescriptionTest.java","src/test/java/org/junit/tests/description/AnnotatedDescriptionTest.java","L7170","1","0","78","0","0","0","2","0"
"L7172","SuiteDescriptionTest.java","src/test/java/org/junit/tests/description/SuiteDescriptionTest.java","L7170","1","0","29","0","0","0","2","0"
"L7173","TestDescriptionTest.java","src/test/java/org/junit/tests/description/TestDescriptionTest.java","L7170","1","0","9","0","0","0","2","0"
"L7237","AssumptionTest.java","src/test/java/org/junit/tests/experimental/AssumptionTest.java","L7236","4","0","152","1","20","0","13","0"
"L7238","AssumptionViolatedExceptionTest.java","src/test/java/org/junit/tests/experimental/AssumptionViolatedExceptionTest.java","L7236","1","0","44","0","0","0","8","0"
"L7239","ExperimentalTests.java","src/test/java/org/junit/tests/experimental/ExperimentalTests.java","L7236","1","0","25","0","0","0","2","0"
"L7240","MatcherTest.java","src/test/java/org/junit/tests/experimental/MatcherTest.java","L7236","1","0","35","0","0","0","2","0"
"L9088","AllTestsTest.java","src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java","L9087","1","0","68","0","0","0","5","0"
"L9089","ClassRequestTest.java","src/test/java/org/junit/tests/junit3compatibility/ClassRequestTest.java","L9087","1","0","16","0","0","0","3","0"
"L9090","ForwardCompatibilityPrintingTest.java","src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityPrintingTest.java","L9087","2","0","76","0","0","0","1","0"
"L9091","ForwardCompatibilityTest.java","src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityTest.java","L9087","1","0","191","0","0","0","4","0"
