"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous fixes","Number of previous modifications","Number of bugs"
"L3537","ParameterizedAssertionError.java","src/main/java/org/junit/experimental/theories/internal/ParameterizedAssertionError.java","L3534","4","0","38","0","0","0","2","0"
"L3851","TestedOn.java","src/main/java/org/junit/experimental/theories/suppliers/TestedOn.java","L3850","1","0","9","0","0","0","1","0"
"L3852","TestedOnSupplier.java","src/main/java/org/junit/experimental/theories/suppliers/TestedOnSupplier.java","L3850","2","0","18","0","0","0","2","1"
"L4838","EachTestNotifier.java","src/main/java/org/junit/internal/runners/model/EachTestNotifier.java","L4837","3","0","34","0","0","0","8","0"
"L4839","MultipleFailureException.java","src/main/java/org/junit/internal/runners/model/MultipleFailureException.java","L4837","3","0","19","0","0","0","4","0"
"L4840","ReflectiveCallable.java","src/main/java/org/junit/internal/runners/model/ReflectiveCallable.java","L4837","2","0","12","0","0","0","1","0"
"L4880","ExpectException.java","src/main/java/org/junit/internal/runners/statements/ExpectException.java","L4879","4","0","28","0","0","0","4","0"
"L4881","Fail.java","src/main/java/org/junit/internal/runners/statements/Fail.java","L4879","1","0","12","0","0","0","2","0"
"L4882","FailOnTimeout.java","src/main/java/org/junit/internal/runners/statements/FailOnTimeout.java","L4879","4","0","36","0","0","0","4","0"
"L4883","InvokeMethod.java","src/main/java/org/junit/internal/runners/statements/InvokeMethod.java","L4879","1","0","15","0","0","0","3","0"
"L4884","RunAfters.java","src/main/java/org/junit/internal/runners/statements/RunAfters.java","L4879","4","0","34","0","0","0","6","0"
"L4885","RunBefores.java","src/main/java/org/junit/internal/runners/statements/RunBefores.java","L4879","2","0","20","0","0","0","4","0"
"L1634","AllTests.java","src/test/java/junit/samples/AllTests.java","L1633","1","0","15","0","0","0","1","0"
"L1635","ListTest.java","src/test/java/junit/samples/ListTest.java","L1633","3","0","54","0","0","0","1","0"
"L1636","package-info.java","src/test/java/junit/samples/package-info.java","L1633","1","0","1","0","0","0","1","0"
"L1637","SimpleTest.java","src/test/java/junit/samples/SimpleTest.java","L1633","1","0","35","0","0","0","1","0"
"L1897","AllTests.java","src/test/java/junit/tests/AllTests.java","L1896","1","0","15","0","0","0","1","0"
"L1898","package-info.java","src/test/java/junit/tests/package-info.java","L1896","1","0","1","0","0","0","1","0"
"L1899","WasRun.java","src/test/java/junit/tests/WasRun.java","L1896","1","0","9","0","0","0","1","0"
"L1688","IMoney.java","src/test/java/junit/samples/money/IMoney.java","L1687","1","0","11","0","0","0","1","0"
"L1689","Money.java","src/test/java/junit/samples/money/Money.java","L1687","7","0","65","0","0","0","1","0"
"L1690","MoneyBag.java","src/test/java/junit/samples/money/MoneyBag.java","L1687","20","0","108","0","0","0","1","0"
"L1691","MoneyTest.java","src/test/java/junit/samples/money/MoneyTest.java","L1687","1","0","123","0","0","0","1","0"
"L1692","package-info.java","src/test/java/junit/samples/money/package-info.java","L1687","1","0","1","0","0","0","1","0"
"L1913","ActiveTestTest.java","src/test/java/junit/tests/extensions/ActiveTestTest.java","L1912","2","0","51","0","0","0","1","0"
"L1914","AllTests.java","src/test/java/junit/tests/extensions/AllTests.java","L1912","1","0","15","0","0","0","1","0"
"L1915","ExtensionTest.java","src/test/java/junit/tests/extensions/ExtensionTest.java","L1912","1","0","78","0","0","0","1","0"
"L1916","package-info.java","src/test/java/junit/tests/extensions/package-info.java","L1912","1","0","1","0","0","0","1","0"
"L1917","RepeatedTestTest.java","src/test/java/junit/tests/extensions/RepeatedTestTest.java","L1912","2","0","50","0","0","0","1","0"
"L2029","AllTests.java","src/test/java/junit/tests/framework/AllTests.java","L2028","1","0","22","0","0","0","1","0"
"L2030","AssertTest.java","src/test/java/junit/tests/framework/AssertTest.java","L2028","13","0","120","0","0","0","1","1"
"L2031","ComparisonCompactorTest.java","src/test/java/junit/tests/framework/ComparisonCompactorTest.java","L2028","1","0","81","0","0","0","1","0"
"L2032","ComparisonFailureTest.java","src/test/java/junit/tests/framework/ComparisonFailureTest.java","L2028","2","0","17","0","0","0","1","0"
"L2033","DoublePrecisionAssertTest.java","src/test/java/junit/tests/framework/DoublePrecisionAssertTest.java","L2028","5","0","42","0","0","0","1","0"
"L2034","Failure.java","src/test/java/junit/tests/framework/Failure.java","L2028","1","0","8","0","0","0","1","0"
"L2035","FloatAssertTest.java","src/test/java/junit/tests/framework/FloatAssertTest.java","L2028","6","0","49","0","0","0","1","0"
"L2036","InheritedTestCase.java","src/test/java/junit/tests/framework/InheritedTestCase.java","L2028","1","0","5","0","0","0","1","0"
"L2037","NoArgTestCaseTest.java","src/test/java/junit/tests/framework/NoArgTestCaseTest.java","L2028","1","0","6","0","0","0","1","0"
"L2038","NoTestCaseClass.java","src/test/java/junit/tests/framework/NoTestCaseClass.java","L2028","1","0","5","0","0","0","1","0"
"L2039","NoTestCases.java","src/test/java/junit/tests/framework/NoTestCases.java","L2028","1","0","6","0","0","0","1","0"
"L2040","NotPublicTestCase.java","src/test/java/junit/tests/framework/NotPublicTestCase.java","L2028","1","0","8","0","0","0","1","0"
"L2041","NotVoidTestCase.java","src/test/java/junit/tests/framework/NotVoidTestCase.java","L2028","1","0","9","0","0","0","1","0"
"L2042","OneTestCase.java","src/test/java/junit/tests/framework/OneTestCase.java","L2028","1","0","10","0","0","0","1","0"
"L2043","OverrideTestCase.java","src/test/java/junit/tests/framework/OverrideTestCase.java","L2028","1","0","6","0","0","0","1","0"
"L2044","package-info.java","src/test/java/junit/tests/framework/package-info.java","L2028","1","0","1","0","0","0","1","0"
"L2045","Success.java","src/test/java/junit/tests/framework/Success.java","L2028","1","0","9","0","0","0","1","0"
"L2046","SuiteTest.java","src/test/java/junit/tests/framework/SuiteTest.java","L2028","1","0","81","0","0","0","1","1"
"L2047","TestCaseTest.java","src/test/java/junit/tests/framework/TestCaseTest.java","L2028","2","0","169","0","0","0","1","0"
"L2048","TestImplementorTest.java","src/test/java/junit/tests/framework/TestImplementorTest.java","L2028","1","0","43","0","0","0","1","0"
"L2049","TestListenerTest.java","src/test/java/junit/tests/framework/TestListenerTest.java","L2028","1","0","65","0","0","0","1","0"
"L2394","AllTests.java","src/test/java/junit/tests/runner/AllTests.java","L2393","1","0","21","0","0","0","1","0"
"L2395","BaseTestRunnerTest.java","src/test/java/junit/tests/runner/BaseTestRunnerTest.java","L2393","1","0","42","0","0","0","2","0"
"L2396","package-info.java","src/test/java/junit/tests/runner/package-info.java","L2393","1","0","1","0","0","0","1","0"
"L2397","StackFilterTest.java","src/test/java/junit/tests/runner/StackFilterTest.java","L2393","1","0","40","0","0","0","1","0"
"L2398","TextFeedbackTest.java","src/test/java/junit/tests/runner/TextFeedbackTest.java","L2393","2","0","91","0","0","0","1","0"
"L2399","TextRunnerSingleMethodTest.java","src/test/java/junit/tests/runner/TextRunnerSingleMethodTest.java","L2393","1","0","27","0","0","0","1","0"
"L2400","TextRunnerTest.java","src/test/java/junit/tests/runner/TextRunnerTest.java","L2393","3","0","50","0","0","0","1","0"
"L6439","ListTest.java","src/test/java/org/junit/samples/ListTest.java","L6438","3","0","63","0","0","0","1","0"
"L6440","package-info.java","src/test/java/org/junit/samples/package-info.java","L6438","1","0","1","0","0","0","1","0"
"L6441","SimpleTest.java","src/test/java/org/junit/samples/SimpleTest.java","L6438","1","0","28","0","0","0","1","0"
"L6526","AllTests.java","src/test/java/org/junit/tests/AllTests.java","L6525","1","0","139","2","20","0","45","3"
"L6527","ObjectContractTest.java","src/test/java/org/junit/tests/ObjectContractTest.java","L6525","3","0","39","0","0","0","3","0"
"L6528","package-info.java","src/test/java/org/junit/tests/package-info.java","L6525","1","0","1","0","0","0","1","0"
"L6529","ParentRunnerTest.java","src/test/java/org/junit/tests/ParentRunnerTest.java","L6525","1","0","38","0","0","0","4","1"
"L6530","TestSystem.java","src/test/java/org/junit/tests/TestSystem.java","L6525","1","0","23","0","0","0","1","0"
"L6468","MoneyTest.java","src/test/java/org/junit/samples/money/MoneyTest.java","L6467","1","0","136","0","0","0","1","0"
"L6469","package-info.java","src/test/java/org/junit/samples/money/package-info.java","L6467","1","0","1","0","0","0","1","0"
"L6729","AssertionTest.java","src/test/java/org/junit/tests/assertion/AssertionTest.java","L6728","25","0","385","0","0","0","20","0"
"L6730","BothTest.java","src/test/java/org/junit/tests/assertion/BothTest.java","L6728","6","0","60","0","0","0","14","0"
"L6731","EachTest.java","src/test/java/org/junit/tests/assertion/EachTest.java","L6728","1","0","11","0","0","0","5","0"
"L6858","JUnit4ClassRunnerTest.java","src/test/java/org/junit/tests/deprecated/JUnit4ClassRunnerTest.java","L6857","1","0","43","0","0","0","3","0"
"L6884","AnnotatedDescriptionTest.java","src/test/java/org/junit/tests/description/AnnotatedDescriptionTest.java","L6883","1","0","78","0","0","0","2","0"
"L6885","SuiteDescriptionTest.java","src/test/java/org/junit/tests/description/SuiteDescriptionTest.java","L6883","1","0","29","0","0","0","1","0"
"L6886","TestDescriptionTest.java","src/test/java/org/junit/tests/description/TestDescriptionTest.java","L6883","1","0","9","0","0","0","2","0"
"L6950","AssumptionTest.java","src/test/java/org/junit/tests/experimental/AssumptionTest.java","L6949","4","0","148","0","0","0","11","0"
"L6951","AssumptionViolatedExceptionTest.java","src/test/java/org/junit/tests/experimental/AssumptionViolatedExceptionTest.java","L6949","1","0","44","0","0","0","8","0"
"L6952","ExperimentalTests.java","src/test/java/org/junit/tests/experimental/ExperimentalTests.java","L6949","1","0","25","0","0","0","2","0"
"L6953","MatcherTest.java","src/test/java/org/junit/tests/experimental/MatcherTest.java","L6949","1","0","35","0","0","0","2","0"
"L8397","AllTestsTest.java","src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java","L8396","1","0","68","0","0","0","5","0"
"L8398","ClassRequestTest.java","src/test/java/org/junit/tests/junit3compatibility/ClassRequestTest.java","L8396","1","0","16","0","0","0","3","0"
"L8399","ForwardCompatibilityPrintingTest.java","src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityPrintingTest.java","L8396","2","0","76","0","0","0","1","0"
"L8400","ForwardCompatibilityTest.java","src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityTest.java","L8396","1","0","191","0","0","0","1","0"
"L8401","InitializationErrorForwardCompatibilityTest.java","src/test/java/org/junit/tests/junit3compatibility/InitializationErrorForwardCompatibilityTest.java","L8396","1","0","82","0","0","0","3","0"
"L8402","JUnit38ClassRunnerTest.java","src/test/java/org/junit/tests/junit3compatibility/JUnit38ClassRunnerTest.java","L8396","1","0","66","1","4","0","4","0"
"L8403","OldTestClassAdaptingListenerTest.java","src/test/java/org/junit/tests/junit3compatibility/OldTestClassAdaptingListenerTest.java","L8396","1","0","25","0","0","0","3","0"
"L8404","OldTests.java","src/test/java/org/junit/tests/junit3compatibility/OldTests.java","L8396","1","0","10","0","0","0","1","0"
"L8405","SuiteMethodTest.java","src/test/java/org/junit/tests/junit3compatibility/SuiteMethodTest.java","L8396","1","0","99","0","0","0","1","0"
"L8713","ListenerTest.java","src/test/java/org/junit/tests/listening/ListenerTest.java","L8712","1","0","31","0","0","0","1","0"
