"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of developer commits","Number of committers","Number of bugs"
"L21378","UnmarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/UnmarshallerProvider.java","L21363","1","0","6","0","4","72","2","0"
"L22014","package-info.java","codec/src/main/java/io/netty/handler/codec/protobuf/package-info.java","L22013","1","0","1","0","6","4057","2","0"
"L22015","ProtobufDecoder.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufDecoder.java","L22013","6","0","65","1","21","4057","3","0"
"L22016","ProtobufEncoder.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufEncoder.java","L22013","3","0","27","3","23","4057","3","0"
"L22017","ProtobufVarint32FrameDecoder.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32FrameDecoder.java","L22013","6","0","35","1","18","4057","3","0"
"L22018","ProtobufVarint32LengthFieldPrepender.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32LengthFieldPrepender.java","L22013","1","0","22","0","15","4057","3","0"
"L22472","CachingClassResolver.java","codec/src/main/java/io/netty/handler/codec/serialization/CachingClassResolver.java","L22471","2","0","21","0","3","4057","1","0"
"L22473","ClassLoaderClassResolver.java","codec/src/main/java/io/netty/handler/codec/serialization/ClassLoaderClassResolver.java","L22471","2","0","15","0","3","4057","1","0"
"L22474","ClassResolver.java","codec/src/main/java/io/netty/handler/codec/serialization/ClassResolver.java","L22471","1","0","4","0","3","4057","1","0"
"L22475","ClassResolvers.java","codec/src/main/java/io/netty/handler/codec/serialization/ClassResolvers.java","L22471","3","0","43","0","10","4057","2","0"
"L22476","CompactObjectInputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java","L22471","6","0","51","0","7","72","2","0"
"L22477","CompactObjectOutputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectOutputStream.java","L22471","5","0","28","1","6","72","2","0"
"L22478","CompatibleObjectEncoder.java","codec/src/main/java/io/netty/handler/codec/serialization/CompatibleObjectEncoder.java","L22471","6","0","52","2","22","4057","3","0"
"L22479","ObjectDecoder.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoder.java","L22471","2","0","30","0","11","1649","2","0"
"L22480","ObjectDecoderInputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoderInputStream.java","L22471","6","0","146","0","6","4057","1","0"
"L22481","ObjectEncoder.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoder.java","L22471","1","0","25","0","14","4057","3","0"
"L22482","ObjectEncoderOutputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoderOutputStream.java","L22471","4","0","110","0","10","72","2","0"
"L22483","package-info.java","codec/src/main/java/io/netty/handler/codec/serialization/package-info.java","L22471","1","0","1","0","4","4057","1","0"
"L22484","ReferenceMap.java","codec/src/main/java/io/netty/handler/codec/serialization/ReferenceMap.java","L22471","3","0","68","0","4","4057","1","0"
"L22485","SoftReferenceMap.java","codec/src/main/java/io/netty/handler/codec/serialization/SoftReferenceMap.java","L22471","1","0","13","0","5","1649","2","0"
"L22486","WeakReferenceMap.java","codec/src/main/java/io/netty/handler/codec/serialization/WeakReferenceMap.java","L22471","1","0","13","0","5","1649","2","0"
"L23069","package-info.java","codec/src/main/java/io/netty/handler/codec/string/package-info.java","L23068","1","0","1","0","5","4057","1","0"
"L23070","StringDecoder.java","codec/src/main/java/io/netty/handler/codec/string/StringDecoder.java","L23068","2","0","28","1","19","4057","3","0"
"L23071","StringEncoder.java","codec/src/main/java/io/netty/handler/codec/string/StringEncoder.java","L23068","3","0","31","0","25","1649","3","0"
"L23140","package-info.java","codec/src/main/java/io/netty/handler/codec/xml/package-info.java","L23139","1","0","1","0","1","2","1","0"
"L23141","XmlFrameDecoder.java","codec/src/main/java/io/netty/handler/codec/xml/XmlFrameDecoder.java","L23139","51","0","128","0","3","2","2","1"
"L7671","ByteToMessageDecoderTest.java","codec/src/test/java/io/netty/handler/codec/ByteToMessageDecoderTest.java","L7670","1","0","84","0","4","2","3","0"
"L7672","DelimiterBasedFrameDecoderTest.java","codec/src/test/java/io/netty/handler/codec/DelimiterBasedFrameDecoderTest.java","L7670","1","0","67","0","6","1649","4","0"
"L7673","LengthFieldBasedFrameDecoderTest.java","codec/src/test/java/io/netty/handler/codec/LengthFieldBasedFrameDecoderTest.java","L7670","5","0","58","1","3","4057","2","0"
"L7674","LineBasedFrameDecoderTest.java","codec/src/test/java/io/netty/handler/codec/LineBasedFrameDecoderTest.java","L7670","4","0","74","0","5","1649","3","0"
"L7675","MessageToMessageEncoderTest.java","codec/src/test/java/io/netty/handler/codec/MessageToMessageEncoderTest.java","L7670","1","0","17","0","1","1649","1","0"
"L7676","ReplayingDecoderBufferTest.java","codec/src/test/java/io/netty/handler/codec/ReplayingDecoderBufferTest.java","L7670","8","0","64","2","9","1649","4","0"
"L7677","ReplayingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/ReplayingDecoderTest.java","L7670","1","0","127","4","27","4057","3","0"
"L19887","ByteArrayDecoderTest.java","codec/src/test/java/io/netty/handler/codec/bytes/ByteArrayDecoderTest.java","L19886","1","0","35","0","14","4057","1","0"
"L19888","ByteArrayEncoderTest.java","codec/src/test/java/io/netty/handler/codec/bytes/ByteArrayEncoderTest.java","L19886","1","0","42","0","18","4057","2","0"
"L20129","JdkZlibTest.java","codec/src/test/java/io/netty/handler/codec/compression/JdkZlibTest.java","L20128","1","0","27","0","3","1649","1","0"
"L20130","JZlibTest.java","codec/src/test/java/io/netty/handler/codec/compression/JZlibTest.java","L20128","1","0","11","0","8","1649","4","0"
"L20131","SnappyFramedDecoderTest.java","codec/src/test/java/io/netty/handler/codec/compression/SnappyFramedDecoderTest.java","L20128","1","0","108","0","7","1649","3","0"
"L20132","SnappyFramedEncoderTest.java","codec/src/test/java/io/netty/handler/codec/compression/SnappyFramedEncoderTest.java","L20128","3","0","113","0","11","4057","4","0"
"L20133","SnappyIntegrationTest.java","codec/src/test/java/io/netty/handler/codec/compression/SnappyIntegrationTest.java","L20128","10","0","125","2","14","4057","4","0"
"L20134","SnappyTest.java","codec/src/test/java/io/netty/handler/codec/compression/SnappyTest.java","L20128","1","0","149","0","6","17","2","0"
"L20135","ZlibCrossTest1.java","codec/src/test/java/io/netty/handler/codec/compression/ZlibCrossTest1.java","L20128","1","0","11","1","1","4057","1","0"
"L20136","ZlibCrossTest2.java","codec/src/test/java/io/netty/handler/codec/compression/ZlibCrossTest2.java","L20128","1","0","27","1","1","4057","1","0"
"L20137","ZlibTest.java","codec/src/test/java/io/netty/handler/codec/compression/ZlibTest.java","L20128","12","0","151","1","7","1649","2","0"
"L21380","AbstractCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/AbstractCompatibleMarshallingDecoderTest.java","L21379","1","0","87","1","15","4057","3","0"
"L21381","AbstractCompatibleMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/AbstractCompatibleMarshallingEncoderTest.java","L21379","1","0","43","0","12","4057","1","0"
"L21382","RiverCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverCompatibleMarshallingDecoderTest.java","L21379","1","0","16","0","2","4057","1","0"
"L21383","RiverCompatibleMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverCompatibleMarshallingEncoderTest.java","L21379","1","0","16","0","3","4","2","0"
"L21384","RiverContextBoundCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverContextBoundCompatibleMarshallingDecoderTest.java","L21379","1","0","9","0","3","4","2","0"
"L21385","RiverContextBoundMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverContextBoundMarshallingDecoderTest.java","L21379","1","0","9","0","3","4","2","0"
"L21386","RiverMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverMarshallingDecoderTest.java","L21379","2","0","30","1","11","4057","3","0"
"L21387","RiverMarshallingEncoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverMarshallingEncoderTest.java","L21379","1","0","14","0","6","4057","2","0"
"L21388","RiverThreadLocalCompatibleMarshallingDecoderTest.java","codec/src/test/java/io/netty/handler/codec/marshalling/RiverThreadLocalCompatibleMarshallingDecoderTest.java","L21379","1","0","9","0","3","4","2","0"
