@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L22016","3","0","27","3","23","4057","3","false"
"L22017","6","0","35","1","18","4057","3","false"
"L22018","1","0","22","0","15","4057","3","false"
"L22472","2","0","21","0","3","4057","1","false"
"L22473","2","0","15","0","3","4057","1","false"
"L22474","1","0","4","0","3","4057","1","false"
"L22475","3","0","43","0","10","4057","2","false"
"L22476","6","0","51","0","7","72","2","false"
"L22477","5","0","28","1","6","72","2","false"
"L22478","6","0","52","2","22","4057","3","false"
"L22479","2","0","30","0","11","1649","2","false"
"L22480","6","0","146","0","6","4057","1","false"
"L22481","1","0","25","0","14","4057","3","false"
"L22482","4","0","110","0","10","72","2","false"
"L22483","1","0","1","0","4","4057","1","false"
"L22484","3","0","68","0","4","4057","1","false"
"L22485","1","0","13","0","5","1649","2","false"
"L22486","1","0","13","0","5","1649","2","false"
"L23069","1","0","1","0","5","4057","1","false"
"L23070","2","0","28","1","19","4057","3","false"
"L23071","3","0","31","0","25","1649","3","false"
"L23140","1","0","1","0","1","2","1","false"
"L23141","51","0","128","0","3","2","2","true"
"L7671","1","0","84","0","4","2","3","false"
"L7672","1","0","67","0","6","1649","4","false"
"L7673","5","0","58","1","3","4057","2","false"
"L7674","4","0","74","0","5","1649","3","false"
"L7675","1","0","17","0","1","1649","1","false"
"L7676","8","0","64","2","9","1649","4","false"
"L7677","1","0","127","4","27","4057","3","false"
"L19887","1","0","35","0","14","4057","1","false"
"L19888","1","0","42","0","18","4057","2","false"
"L20129","1","0","27","0","3","1649","1","false"
"L20130","1","0","11","0","8","1649","4","false"
"L20131","1","0","108","0","7","1649","3","false"
"L20132","3","0","113","0","11","4057","4","false"
"L20133","10","0","125","2","14","4057","4","false"
"L20134","1","0","149","0","6","17","2","false"
"L20135","1","0","11","1","1","4057","1","false"
"L20136","1","0","27","1","1","4057","1","false"
"L20137","12","0","151","1","7","1649","2","false"
"L21380","1","0","87","1","15","4057","3","false"
"L21381","1","0","43","0","12","4057","1","false"
"L21382","1","0","16","0","2","4057","1","false"
"L21383","1","0","16","0","3","4","2","false"
"L21384","1","0","9","0","3","4","2","false"
"L21385","1","0","9","0","3","4","2","false"
"L21386","2","0","30","1","11","4057","3","false"
"L21387","1","0","14","0","6","4057","2","false"
"L21388","1","0","9","0","3","4","2","false"
"L21389","1","0","7","0","3","4057","1","false"
"L21390","1","0","9","0","6","4","3","false"
"L21391","1","0","7","0","3","4057","1","false"
"L21392","1","0","16","0","2","4057","1","false"
"L21393","1","0","16","0","3","4","2","false"
"L21394","1","0","9","0","3","4","2","false"
"L21395","1","0","9","0","3","4","2","false"
"L21396","2","0","30","1","11","4057","3","false"
"L21397","1","0","14","0","7","4","3","false"
"L21398","1","0","9","0","3","4","2","false"
"L21399","1","0","7","0","2","4057","1","false"
"L21400","1","0","9","0","6","4","3","false"
"L21401","1","0","7","0","3","4057","1","false"
"L22020","2","0","44","0","12","1649","2","false"
"L22021","2","0","33","0","11","1649","2","false"
"L22488","1","0","17","0","4","4057","1","false"
"L23073","1","0","21","0","3","4057","2","false"
"L23143","7","0","143","0","7","4057","2","false"
"L23275","5","0","45","0","16","1649","2","false"
"L23276","5","0","46","0","18","1649","2","false"
"L23277","2","0","62","0","7","4057","3","false"
"L23278","1","0","1","0","1","4","1","false"
"L7688","14","0","70","2","14","4057","3","false"
"L7689","1","0","65","2","4","4057","2","false"
"L7690","1","0","28","1","14","1649","4","false"
"L7691","56","0","215","8","27","1649","3","false"
"L7692","24","0","67","2","7","4057","3","false"
"L7693","1","0","16","0","5","72","2","false"
"L7694","57","0","291","7","18","4057","4","false"
"L7695","2","0","95","0","10","4057","2","false"
"L7696","2","0","90","0","10","4057","2","false"
"L7697","2","0","61","0","11","4057","2","false"
"L7698","51","0","377","1","14","4057","3","false"
"L7699","4","0","55","0","21","4057","3","false"
"L7700","2","0","18","0","6","1649","3","false"
"L7701","5","0","67","0","18","1649","3","false"
"L7702","3","0","48","0","17","4057","3","false"
"L7703","5","0","87","0","11","4057","2","false"
"L7704","1","0","15","1","7","4057","3","false"
"L7705","1","0","21","1","6","4057","2","false"
"L7706","1","0","19","1","6","4057","2","false"
"L7707","4","0","43","0","2","1649","2","true"
"L7708","19","0","128","4","35","4057","3","false"
"L7709","1","0","17","0","3","72","2","false"
"L7710","1","0","17","0","7","4057","2","false"
"L7711","26","0","100","2","19","1649","3","false"
"L7712","28","0","156","10","53","4057","4","false"
"L7713","6","0","29","0","14","1649","3","false"
"L7714","32","0","205","17","70","4057","3","false"
"L7715","3","0","50","0","8","4057","4","false"
"L7716","1","0","35","0","1","1649","1","false"
"L7717","95","0","628","1","35","4057","3","false"
"L7718","1","0","6","0","25","4057","4","false"
"L7719","12","0","100","0","12","1649","3","false"
"L7720","1","0","6","0","6","1649","3","false"
"L7721","20","0","149","4","26","1649","2","true"
"L7722","101","0","530","5","30","1649","3","false"
"L7723","31","0","135","1","22","1649","4","false"
"L7724","1","0","9","0","16","1649","4","false"
"L7725","1","0","30","0","14","1649","3","false"
"L7726","6","0","33","1","20","1649","3","true"
"L7727","1","0","7","0","15","1649","4","false"
"L7728","1","0","31","2","16","1649","3","false"
"L7729","2","0","17","0","19","1649","4","false"
"L7730","69","0","276","0","11","1649","4","false"
"L7731","1","0","14","0","14","4057","3","false"
"L7732","23","0","152","1","12","1649","3","false"
"L7733","1","0","77","2","11","4057","2","false"
"L7734","1","0","1","0","6","4057","2","false"
"L7735","50","0","228","4","27","4057","4","false"
"L7736","9","0","72","0","14","4057","3","false"
"L7737","25","0","120","3","15","4057","3","false"
"L14947","1","0","1","0","5","4057","2","false"
"L14948","1","0","98","0","8","1649","3","false"
"L14949","4","0","48","0","9","4057","3","false"
"L14950","3","0","28","0","6","1649","2","false"
"L14951","1","0","15","0","4","4057","2","false"
"L14952","1","0","30","0","13","1649","3","false"
"L14953","1","0","24","0","13","1649","3","false"
"L14954","1","0","34","0","13","1649","3","false"
"L14955","1","0","24","0","13","1649","3","false"
"L14956","18","0","90","0","8","4057","3","false"
"L14957","3","0","17","0","6","4057","2","false"
"L15363","5","0","105","0","32","4057","3","false"
"L15364","2","0","50","0","17","4057","3","false"
"L15365","42","0","308","0","4","18","2","false"
"L15366","2","0","70","0","19","4057","4","false"
"L15367","1","0","26","0","14","4057","3","false"
"L15368","1","0","44","0","15","4057","3","false"
"L15369","11","0","153","0","18","4057","3","false"
"L15370","2","0","30","0","2","1649","1","false"
"L15371","1","0","40","0","14","4057","3","false"
"L15372","5","0","92","0","16","4057","3","false"
"L15373","3","0","49","0","9","4057","3","false"
"L15374","1","0","1","0","10","4057","3","false"
"L15375","10","0","270","0","29","4057","4","false"
"L15376","1","0","24","0","27","4057","3","false"
"L15377","1","0","3","0","1","0","0","false"
"L15378","1","0","14","0","26","4057","3","false"
"L15379","82","0","419","1","59","18","5","false"
"L15380","20","0","163","2","66","4057","5","false"
"L15381","1","0","7","0","18","1649","3","false"
"L15382","1","0","10","0","2","2","1","false"
"L15383","2","0","17","1","4","4057","3","false"
"L15384","15","0","91","1","8","4057","3","false"
"L15385","24","0","126","0","5","4057","2","true"
"L15386","13","0","78","1","5","4057","3","false"
"L15387","10","0","80","1","8","4057","2","false"
"L15388","9","0","69","1","9","4057","3","false"
"L15389","7","0","188","1","29","18","5","false"
"L15390","1","0","12","0","18","4057","3","false"
"L15391","1","0","7","0","21","4057","3","false"
"L15392","30","0","222","1","50","18","4","false"
"L15393","20","0","150","2","44","18","5","false"
"L15394","1","0","60","0","20","4057","4","false"
"L15395","8","0","39","2","20","4057","3","false"
"L15396","10","0","94","3","32","34","5","false"
"L15397","1","0","5","0","15","1649","3","false"
"L15398","1","0","14","0","13","4057","3","false"
"L15399","1","0","9","0","16","1649","3","false"
"L15400","38","0","269","0","25","4057","3","true"
"L15401","121","0","529","7","78","4057","6","true"
"L15402","6","0","54","0","9","4057","3","false"
"L15403","1","0","25","0","19","1649","3","false"
"L15404","1","0","7","0","2","1649","1","false"
"L15405","16","0","94","0","14","4057","3","false"
"L15406","1","0","9","0","15","1649","3","false"
"L15407","1","0","15","0","17","1649","3","false"
"L15408","1","0","22","0","5","18","1","false"
"L15409","1","0","7","0","12","1649","3","false"
"L8066","1","0","110","0","1","34","1","false"
"L8067","15","0","98","0","1","34","1","false"
"L8068","1","0","1","0","1","34","1","false"
"L10843","55","0","332","2","22","4057","4","false"
"L10844","8","0","97","1","16","4057","4","false"
"L10845","37","0","227","4","21","4057","5","false"
"L10846","1","0","18","0","9","4057","3","false"
"L10847","5","0","35","0","6","1649","3","false"
"L10848","17","0","175","0","15","4057","5","false"
"L10849","12","0","156","0","16","4057","4","false"
"L10850","12","0","172","0","14","4057","3","false"
"L10851","1","0","21","0","9","4057","3","false"
"L10852","1","0","41","0","13","4057","4","false"
"L10853","1","0","14","0","8","23","5","false"
"L10854","8","0","102","0","7","4057","2","false"
"L10855","242","0","1183","0","5","23","4","true"
"L10856","16","0","184","5","42","85","7","false"
"L10857","103","0","762","5","37","4057","9","true"
"L10858","81","0","453","0","4","23","3","false"
"L10859","1","0","17","0","6","4057","3","false"
"L10860","1","0","18","0","1","85","1","false"
"L10861","12","0","119","1","13","4057","3","false"
"L10862","11","0","127","0","14","4057","4","false"
"L10863","11","0","141","0","13","4057","3","false"
"L10864","16","0","235","0","13","4057","4","false"
"L10865","13","0","254","1","14","4057","4","false"
"L10866","1","0","1","0","1","71","1","false"
"L13042","1","0","42","1","15","4057","3","false"
"L13043","7","0","83","1","21","4057","4","false"
"L13044","3","0","65","1","17","4057","3","false"
"L13045","1","0","1","0","9","4057","3","false"
"L13046","1","0","42","1","15","4057","3","false"
"L13047","1","0","42","1","15","4057","3","false"
"L13048","3","0","59","1","15","4057","3","false"
"L13049","1","0","7","0","7","72","2","false"
"L13050","7","0","57","0","11","1649","3","false"
"L13051","12","0","78","1","30","1649","4","false"
"L13052","7","0","65","0","20","1649","3","false"
"L13053","1","0","6","0","1","71","1","false"
"L13054","1","0","6","0","1","71","1","false"
"L13055","75","0","295","5","47","34","5","false"
"L13056","26","0","119","3","35","1649","4","false"
"L13057","1","0","6","0","10","72","4","false"
"L13058","1","0","6","0","6","72","2","false"
"L13059","13","0","137","3","38","4057","5","false"
"L13060","21","0","139","15","54","1649","5","false"
"L13061","16","0","97","3","17","4057","3","false"
"L13062","16","0","98","16","54","4057","5","false"
"L13063","18","0","104","14","57","4057","6","false"
"L13064","5","0","34","0","17","4057","4","false"
"L13065","4","0","50","1","6","4057","2","false"
"L13066","4","0","42","0","9","4057","2","false"
"L13067","1","0","50","1","13","4057","3","false"
"L13068","13","0","83","2","8","1649","2","false"
"L13069","1","0","4","0","2","4057","2","false"
"L13070","1","0","5","0","2","4057","2","false"
"L13071","1","0","10","0","5","72","2","false"
"L13072","3","0","22","0","5","1649","2","false"
"L13073","17","0","144","5","51","4057","6","false"
"L13074","11","0","86","3","48","4057","6","false"
"L13075","7","0","61","1","17","4057","3","false"
"L13076","7","0","60","3","43","4057","6","false"
"L13077","7","0","60","3","43","4057","6","false"
"L13078","5","0","61","0","19","1649","4","false"
"L13079","6","0","87","2","29","4057","5","false"
"L13080","7","0","74","0","20","4057","5","false"
"L13081","4","0","44","1","13","1649","4","false"
"L13082","5","0","23","0","7","71","3","false"
"L7745","4","0","407","5","23","1649","4","false"
"L7746","4","0","104","2","15","1649","4","false"
"L7747","4","0","20","0","3","4057","2","false"
"L7748","7","0","91","0","1","71","1","false"
"L7749","11","0","98","1","16","1649","4","false"
"L7750","5","0","67","2","14","4057","3","false"
"L7751","1","0","189","4","10","1649","2","false"
"L7752","1","0","37","0","7","1649","4","false"
"L7753","1","0","33","2","3","4057","2","false"
"L7754","2","0","88","0","16","4057","3","false"
"L7755","4","0","145","0","11","4057","2","false"
"L7756","7","0","135","0","6","4057","3","false"
"L7757","1","0","53","0","5","4","3","false"
"L7758","13","0","389","3","11","1649","2","false"
"L7759","4","0","76","4","15","4057","3","false"
"L7760","4","0","221","3","12","1649","4","false"
"L15411","9","0","340","1","11","4057","3","false"
"L15412","20","0","285","2","47","4057","6","false"
"L8070","1","0","51","0","1","34","1","false"
"L8071","3","0","143","0","1","34","1","false"
"L10868","2","0","56","0","4","4057","3","false"
"L10869","4","0","126","1","9","1649","5","false"
"L10870","4","0","161","0","4","4057","2","false"
"L13084","1","0","12","0","1","34","1","false"
"L13085","5","0","114","1","7","4057","2","false"
"L13086","7","0","102","0","9","1649","5","false"
"L13087","3","0","61","0","25","1649","4","false"
"L13088","3","0","59","0","19","1649","4","false"
"L13089","3","0","59","0","19","1649","4","false"
"L13090","2","0","126","0","29","1649","5","false"
"L17805","2","0","18","0","1","4057","1","false"
"L17806","6","0","59","0","1","23","1","false"
"L17807","1","0","4","0","1","23","1","false"
"L17808","15","0","60","0","1","23","1","false"
"L17809","1","0","39","0","3","4057","2","false"
"L17810","2","0","61","0","5","4057","2","false"
"L17811","1","0","15","0","3","4057","2","false"
"L17812","1","0","68","0","3","4057","2","false"
"L17813","1","0","17","0","5","4057","2","false"
"L17814","1","0","12","0","3","4057","2","false"
"L17815","1","0","6","0","1","23","1","false"
"L17816","1","0","1","0","1","23","1","false"
"L17901","18","0","120","0","1","23","1","true"
"L17902","5","0","32","0","1","23","1","false"
"L17903","7","0","73","0","3","4057","1","false"
"L17904","1","0","83","0","1","23","1","false"
"L17905","8","0","63","0","4","23","2","false"
"L17906","1","0","16","0","4","4057","2","false"
"L17907","1","0","19","0","2","4057","2","false"
"L17908","12","0","79","0","2","23","1","true"
"L17909","1","0","40","0","1","4057","1","false"
"L17910","1","0","13","0","4","4057","2","false"
"L17911","1","0","29","0","2","23","1","true"
"L17912","1","0","17","0","2","23","1","false"
"L17913","1","0","5","0","2","4057","2","false"
"L17914","1","0","13","0","4","4057","2","false"
"L17915","1","0","29","0","2","23","1","true"
"L17916","1","0","17","0","2","23","1","false"
"L17917","1","0","5","0","2","4057","2","false"
"L17918","1","0","16","0","1","4057","1","false"
"L17919","1","0","10","0","4","23","2","false"
"L17920","1","0","37","0","5","4057","2","false"
"L17921","1","0","18","0","2","23","1","false"
"L17922","1","0","37","0","5","4057","2","false"
"L17923","1","0","18","0","2","23","1","false"
"L17924","2","0","62","0","3","4057","2","false"
"L17925","2","0","62","0","3","4057","2","false"
"L17926","1","0","16","0","3","4057","2","false"
"L17927","1","0","16","0","3","4057","2","false"
"L17928","1","0","1","0","1","23","1","false"
"L17937","4","0","167","0","8","4057","2","false"
"L17938","1","0","121","0","5","4057","2","false"
"L17939","1","0","46","0","5","4057","2","false"
"L18815","1","0","1","0","4","4057","2","false"
"L18816","3","0","22","0","2","1649","2","false"
"L18817","7","0","45","0","4","1649","2","false"
"L18818","5","0","49","1","8","4057","2","false"
"L18819","2","0","21","0","5","1649","2","false"
"L18820","4","0","40","1","8","4057","2","false"
"L18821","3","0","22","0","2","1649","2","false"
"L18822","3","0","20","0","2","1649","2","false"
"L18823","16","0","86","0","8","1649","2","true"
"L18824","9","0","73","1","8","4057","2","false"
"L18825","20","0","106","0","5","2","3","true"
"L18826","9","0","73","1","9","2","3","false"
"L18827","3","0","28","0","2","1649","2","false"
"L18828","3","0","22","0","2","1649","2","false"
"L18829","9","0","65","0","2","4057","2","false"
"L18830","3","0","25","0","4","1649","2","false"
"L18831","5","0","46","1","8","4057","2","false"
"L18832","2","0","20","0","4","1649","2","false"
"L18833","4","0","40","1","8","4057","2","false"
"L18834","2","0","19","0","5","1649","2","false"
"L18835","1","0","16","0","2","4057","2","false"
"L18836","1","0","6","0","2","1649","2","false"
"L18837","3","0","21","0","2","1649","2","false"
"L18838","2","0","14","0","4","1649","2","false"
"L18839","1","0","7","0","2","1649","2","false"
"L18840","2","0","14","0","4","1649","2","false"
"L18841","1","0","7","0","2","1649","2","false"
"L18842","3","0","20","0","2","1649","2","false"
"L18843","1","0","10","0","1","1649","1","false"
"L18844","1","0","10","0","1","1649","1","false"
"L18852","1","0","19","0","4","4057","2","false"
"L18853","7","0","61","0","1","1649","1","false"
"L18854","2","0","25","0","10","4057","3","false"
"L18855","2","0","13","0","1","1649","1","false"
"L18856","12","0","86","0","10","4057","3","false"
"L18857","9","0","66","0","4","4","3","false"
"L18858","6","0","53","0","13","4057","4","false"
"L18859","3","0","90","0","4","2","3","false"
"L18860","1","0","13","0","2","4057","2","false"
"L18861","2","0","13","0","2","4","2","false"
"L18862","2","0","13","0","1","1649","1","false"
"L42386","19","0","179","4","20","4057","3","false"
"L42387","14","0","164","4","14","4057","3","false"
"L42388","1","0","1","0","6","4057","3","false"
"L42389","1","0","25","0","11","72","4","false"
"L42390","1","0","35","3","15","4057","3","false"
"L42391","1","0","17","1","6","4057","2","false"
"L42392","11","0","112","0","10","4057","3","false"
"L42393","2","0","42","0","15","17","4","false"
"L42394","1","0","18","0","7","72","3","false"
"L42395","1","0","35","3","11","4057","3","false"
"L23401","1","0","1","0","1","1649","1","false"
"L23402","4","0","33","0","10","4057","3","false"
"L23403","8","0","41","0","10","4057","3","false"
"L23404","3","0","19","0","4","4057","3","false"
"L23405","1","0","18","0","6","4057","3","false"
"L42549","34","0","308","0","17","4057","5","true"
"L42550","12","0","172","0","9","18","4","true"
"L42551","1","0","1","0","1","72","1","false"
"L42806","41","0","361","0","14","18","5","true"
"L42807","25","0","232","0","12","18","5","true"
"L42808","1","0","1","0","1","72","1","false"
"L52277","1","0","22","0","2","1649","2","false"
"L52278","1","0","6","0","2","1649","2","false"
"L52279","1","0","6","0","2","1649","2","false"
"L52280","1","0","4","0","2","1649","2","false"
"L52281","1","0","18","0","5","1649","3","false"
"L52282","1","0","4","0","2","1649","2","false"
"L52283","1","0","3","0","2","1649","2","false"
"L52284","1","0","1","0","4","1649","2","false"
"L52285","1","0","6","0","2","1649","2","false"
"L52286","1","0","33","0","7","1649","3","false"
"L52287","1","0","27","0","5","1649","3","false"
"L52288","1","0","5","0","2","1649","2","false"
"L52289","1","0","29","0","5","1649","3","false"
"L52290","1","0","6","0","2","1649","2","false"
"L52291","1","0","6","0","2","1649","2","false"
"L52292","1","0","18","0","3","1649","2","false"
"L23483","32","0","310","0","39","4057","4","false"
"L23484","1","0","16","0","9","23","5","true"
"L23485","1","0","1","0","4","4057","2","false"
"L23794","1","0","17","0","4","72","3","false"
"L23795","1","0","1","0","1","4057","1","false"
"L23796","132","0","748","43","150","4057","5","true"
"L23797","2","0","20","0","3","4057","2","false"
"L24240","8","0","87","0","9","1649","2","true"
"L24241","1","0","7","0","6","4057","2","true"
"L24242","12","0","100","0","10","4057","2","true"
"L24243","11","0","81","0","9","4057","2","true"
"L24244","8","0","71","0","7","4057","2","true"
"L24245","43","0","270","18","73","4057","3","true"
"L24246","1","0","1","0","1","4057","1","false"
"L24577","1","0","22","0","5","4057","2","false"
"L24578","28","0","251","4","35","1649","4","false"
"L24579","1","0","1","0","1","4057","1","false"
"L24580","1","0","6","0","2","4057","1","false"
"L24581","14","0","113","1","22","4057","3","false"
"L24582","1","0","10","0","2","4057","1","false"
"L24583","1","0","6","0","2","4057","1","false"
"L24584","7","0","62","4","25","1649","3","false"
"L24858","19","0","173","8","40","4057","4","true"
"L24859","2","0","28","2","15","1649","4","true"
"L24860","3","0","38","0","12","1649","4","true"
"L24861","1","0","1","0","8","4057","4","false"
"L24862","11","0","167","0","14","4057","4","true"
"L23492","4","0","250","0","5","4057","2","false"
"L23799","2","0","39","2","2","4057","1","false"
"L24248","8","0","155","1","23","4057","3","false"
"L25185","3","0","40","1","1","4057","1","true"
"L25186","19","0","98","1","5","1649","2","false"
"L25187","1","0","11","0","4","4057","2","false"
"L25188","1","0","21","1","8","4057","2","false"
"L25189","1","0","4","0","7","4057","2","false"
"L25190","5","0","67","0","3","4057","1","false"
"L25191","1","0","5","1","1","4057","1","false"
"L25192","6","0","34","1","2","4057","1","false"
"L25193","6","0","79","0","7","1649","2","true"
"L25194","47","0","344","4","43","4057","6","true"
"L25195","2","0","20","0","1","4057","1","false"
"L25196","102","0","405","0","11","4057","2","true"
"L25197","1","0","1","0","4","4057","2","false"
"L25198","7","0","82","0","3","4057","1","false"
"L25199","1","0","10","0","3","4057","1","false"
"L25200","16","0","122","0","4","4057","2","true"
"L25201","1","0","6","0","3","4057","1","false"
"L25202","37","0","276","0","27","4057","2","false"
"L25203","1","0","4","0","1","4057","1","false"
"L25204","4","0","66","1","7","4057","2","true"
"L25205","1","0","8","0","7","4057","4","false"
"L25206","1","0","7","0","3","4057","1","false"
"L25207","1","0","5","0","2","4057","1","false"
"L25208","17","0","133","0","1","4057","1","false"
"L25423","1","0","102","1","10","4057","2","false"
"L25424","1","0","75","1","4","4057","2","false"
"L25425","4","0","26","0","2","4057","2","false"
"L25426","1","0","14","0","1","1649","1","false"
"L25427","8","0","97","0","5","1649","2","false"
"L25428","4","0","36","1","5","4057","3","false"
"L25429","1","0","15","0","4","1","3","false"
"L25430","9","0","60","0","2","1649","2","false"
"L25431","12","0","87","0","5","4057","1","false"
"L25432","109","0","700","6","28","4057","3","true"
