"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of committers","Number of previous fixes","Number of previous modifications","Number of bugs"
"L2285","PreviousOrEmptyFeaturesAggregator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/initialy/PreviousOrEmptyFeaturesAggregator.java","L2280","5","0","21","327","1","1","2","0"
"L2393","IterationState.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/IterationState.java","L2392","2","0","24","0","0","0","1","0"
"L2394","IterationStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/IterationStep.java","L2392","3","0","32","327","1","0","2","0"
"L2616","CollectKnownItemsFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/known/CollectKnownItemsFn.java","L2615","2","0","22","327","1","0","3","0"
"L2617","CollectKnownItemsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/known/CollectKnownItemsStep.java","L2615","2","0","28","327","1","1","3","0"
"L2643","ALSLocalGenerationRunner.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ALSLocalGenerationRunner.java","L2642","10","0","88","327","1","1","7","0"
"L2644","ByLastModifiedComparator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ByLastModifiedComparator.java","L2642","3","0","21","0","0","0","1","0"
"L2645","ComputeMAP.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ComputeMAP.java","L2642","14","0","89","327","1","0","5","0"
"L2646","FactorMatrix.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/FactorMatrix.java","L2642","3","0","49","0","0","0","1","0"
"L2647","MakeItemSimilarity.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/MakeItemSimilarity.java","L2642","5","0","82","327","1","1","5","0"
"L2648","MakeRecommendations.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/MakeRecommendations.java","L2642","6","0","93","327","1","1","5","0"
"L2649","ReadInputs.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ReadInputs.java","L2642","23","0","123","327","2","0","9","0"
"L2650","ReadMapping.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ReadMapping.java","L2642","5","0","36","327","2","0","5","0"
"L2651","SplitTestTrain.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/SplitTestTrain.java","L2642","8","0","59","327","1","0","5","0"
"L2652","WriteOutputs.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/WriteOutputs.java","L2642","11","0","141","327","1","1","7","0"
"L2951","AbstractToVectorsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/AbstractToVectorsStep.java","L2950","2","0","30","327","1","1","3","0"
"L2952","CombineMappingsFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/CombineMappingsFn.java","L2950","1","0","11","327","1","0","2","0"
"L2953","DelimitedInputParseFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/DelimitedInputParseFn.java","L2950","3","0","24","0","0","0","1","0"
"L2954","ExistingMappingsMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ExistingMappingsMapFn.java","L2950","1","0","14","327","1","0","2","0"
"L2955","InboundJoinFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/InboundJoinFn.java","L2950","1","0","11","327","1","0","3","0"
"L2956","JoinBeforeMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/JoinBeforeMapFn.java","L2950","1","0","11","327","1","0","3","0"
"L2957","MappingParseFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MappingParseFn.java","L2950","3","0","24","327","1","0","2","0"
"L2958","MergeIDMappingStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MergeIDMappingStep.java","L2950","3","0","46","327","1","1","4","0"
"L2959","MergeNewOldStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MergeNewOldStep.java","L2950","5","0","69","327","1","1","7","0"
"L2960","MergeNewOldValuesFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MergeNewOldValuesFn.java","L2950","28","0","132","327","1","0","8","0"
"L2961","SplitTestFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/SplitTestFn.java","L2950","3","0","28","327","1","0","3","0"
"L2962","SplitTestStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/SplitTestStep.java","L2950","2","0","39","327","1","0","2","0"
"L2963","ToItemVectorsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ToItemVectorsStep.java","L2950","1","0","21","0","0","0","1","0"
"L2964","ToUserVectorsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ToUserVectorsStep.java","L2950","1","0","19","0","0","0","1","0"
"L2965","ToVectorReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ToVectorReduceFn.java","L2950","3","0","18","0","0","0","1","0"
"L2966","TransposeUserItemFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/TransposeUserItemFn.java","L2950","1","0","10","0","0","0","1","0"
"L3155","AbstractPopularStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/AbstractPopularStep.java","L3154","2","0","28","0","0","0","1","0"
"L3156","PopularItemStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularItemStep.java","L3154","1","0","14","0","0","0","1","0"
"L3157","PopularMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularMapFn.java","L3154","4","0","42","327","1","0","3","0"
"L3158","PopularReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularReduceFn.java","L3154","3","0","24","327","1","0","2","0"
"L3159","PopularUserStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularUserStep.java","L3154","1","0","14","0","0","0","1","0"
"L3223","PublishMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishMapFn.java","L3222","2","0","17","327","1","0","3","0"
"L3224","PublishStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishStep.java","L3222","3","0","33","0","0","0","1","0"
"L3225","PublishXStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishXStep.java","L3222","1","0","10","0","0","0","1","0"
"L3226","PublishYStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishYStep.java","L3222","1","0","10","0","0","0","1","0"
"L3263","CollectRecommendFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/CollectRecommendFn.java","L3262","3","0","40","327","1","0","2","0"
"L3264","CollectRecommendStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/CollectRecommendStep.java","L3262","2","0","34","327","1","1","3","0"
"L3265","DistributeRecommendWorkFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/DistributeRecommendWorkFn.java","L3262","2","0","25","0","0","0","1","0"
"L3266","DistributeRecommendWorkStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/DistributeRecommendWorkStep.java","L3262","2","0","49","327","1","1","4","0"
"L3267","KnownItemsFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/KnownItemsFn.java","L3262","2","0","26","327","1","0","2","0"
"L3268","RecommendIterator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/RecommendIterator.java","L3262","2","0","40","0","0","0","1","0"
"L3269","RecommendReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/RecommendReduceFn.java","L3262","4","0","50","0","0","0","1","0"
"L3270","RecommendStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/RecommendStep.java","L3262","2","0","45","327","1","1","3","0"
"L3381","DistributeSimilarWorkMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/DistributeSimilarWorkMapFn.java","L3380","2","0","23","0","0","0","1","0"
"L3382","DistributeSimilarWorkReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/DistributeSimilarWorkReduceFn.java","L3380","4","0","46","0","0","0","1","0"
"L3383","DistributeSimilarWorkStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/DistributeSimilarWorkStep.java","L3380","2","0","48","327","1","1","3","0"
"L3384","MostSimilarItemIterator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/MostSimilarItemIterator.java","L3380","4","0","46","327","1","0","2","0"
"L3385","SimilarReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/SimilarReduceFn.java","L3380","3","0","40","327","1","0","2","0"
"L3386","SimilarStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/SimilarStep.java","L3380","2","0","34","327","1","1","3","0"
"L3463","ALSTypes.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/types/ALSTypes.java","L3462","5","0","101","327","2","0","4","0"
"L3464","MatrixRow.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/types/MatrixRow.java","L3462","3","0","44","0","0","0","1","0"
"L2442","ComputeUserAPFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/ComputeUserAPFn.java","L2441","13","0","89","327","1","0","4","0"
"L2443","ConvergenceSampleFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/ConvergenceSampleFn.java","L2441","4","0","42","327","1","1","3","0"
"L2444","RowReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/RowReduceFn.java","L2441","12","0","98","327","1","0","2","0"
"L2445","RowStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/RowStep.java","L2441","14","0","117","327","1","2","8","0"
"L2446","YState.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/YState.java","L2441","10","0","84","327","1","0","2","0"
"L3546","MostPopularItemsIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/MostPopularItemsIterator.java","L3545","5","0","47","327","1","0","3","0"
"L3547","MostSimilarItemIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/MostSimilarItemIterator.java","L3545","13","0","78","327","1","0","3","0"
"L3548","MostSurprisingIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/MostSurprisingIterator.java","L3545","2","0","40","327","1","0","2","0"
"L3549","RecommendedBecauseIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/RecommendedBecauseIterator.java","L3545","3","0","39","327","1","0","2","0"
"L3550","RecommendIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/RecommendIterator.java","L3545","10","0","73","327","1","0","3","0"
"L3551","ServerRecommender.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/ServerRecommender.java","L3545","104","0","961","327","1","2","18","0"
"L3554","RegexRescorer.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/example/RegexRescorer.java","L3553","1","0","26","327","1","0","3","0"
"L3555","RegexRescorerProvider.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/example/RegexRescorerProvider.java","L3553","3","0","40","327","1","0","3","0"
"L3606","ALSGenerationManager.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/generation/ALSGenerationManager.java","L3605","10","0","94","327","1","2","8","0"
"L3607","Generation.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/generation/Generation.java","L3605","5","0","101","327","1","0","3","0"
"L3608","GenerationLoader.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/generation/GenerationLoader.java","L3605","17","0","216","327","1","2","6","0"
"L4143","AbstractALSServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/AbstractALSServlet.java","L4142","11","0","107","327","2","1","12","0"
"L4144","AllItemIDsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/AllItemIDsServlet.java","L4142","2","0","17","327","1","0","1","0"
"L4145","AllUserIDsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/AllUserIDsServlet.java","L4142","2","0","17","327","1","0","3","0"
"L4146","ALSServingInitListener.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/ALSServingInitListener.java","L4142","7","0","84","327","1","1","12","0"
"L4147","BecauseServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/BecauseServlet.java","L4142","7","0","48","327","1","1","8","0"
"L4148","EstimateForAnonymousServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/EstimateForAnonymousServlet.java","L4142","6","0","46","327","2","1","6","0"
"L4149","EstimateServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/EstimateServlet.java","L4142","5","0","42","327","1","1","5","0"
"L4150","IngestServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/IngestServlet.java","L4142","15","0","68","327","1","1","4","0"
"L4151","KnownItemsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/KnownItemsServlet.java","L4142","4","0","32","327","1","0","2","0"
"L4152","MostActiveUsersServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/MostActiveUsersServlet.java","L4142","3","0","19","327","1","0","5","0"
"L4153","MostPopularItemsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/MostPopularItemsServlet.java","L4142","4","0","24","327","1","0","8","0"
"L4154","MostSurprisingServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/MostSurprisingServlet.java","L4142","7","0","44","327","1","0","2","0"
"L4155","PopularRepresentativeItemsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/PopularRepresentativeItemsServlet.java","L4142","3","0","19","327","1","0","1","0"
"L4156","PreferenceServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/PreferenceServlet.java","L4142","9","0","71","327","1","1","5","0"
"L4157","ReadyServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/ReadyServlet.java","L4142","2","0","19","0","0","0","1","0"
"L4158","RecommendServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RecommendServlet.java","L4142","8","0","50","327","1","1","9","0"
"L4159","RecommendToAnonymousServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RecommendToAnonymousServlet.java","L4142","12","0","77","327","1","0","11","0"
"L4160","RecommendToManyServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RecommendToManyServlet.java","L4142","8","0","51","327","1","1","10","0"
"L4161","RefreshServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RefreshServlet.java","L4142","1","0","11","0","0","0","1","0"
"L4162","SimilarityServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/SimilarityServlet.java","L4142","9","0","61","327","1","1","11","0"
"L4163","SimilarityToItemServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/SimilarityToItemServlet.java","L4142","7","0","49","327","1","1","5","0"
"L4581","ClassUtils.java","common/src/main/java/com/cloudera/oryx/common/ClassUtils.java","L4580","6","0","71","327","1","0","3","0"
"L4582","LangUtils.java","common/src/main/java/com/cloudera/oryx/common/LangUtils.java","L4580","3","0","20","327","1","0","4","0"
"L4583","ReloadingReference.java","common/src/main/java/com/cloudera/oryx/common/ReloadingReference.java","L4580","12","0","88","327","1","0","2","0"
"L4913","AbstractRealVectorPreservingVisitor.java","common/src/main/java/com/cloudera/oryx/common/math/AbstractRealVectorPreservingVisitor.java","L4912","1","0","11","0","0","0","1","0"
"L4914","CommonsMathLinearSystemSolver.java","common/src/main/java/com/cloudera/oryx/common/math/CommonsMathLinearSystemSolver.java","L4912","4","0","41","327","1","2","3","0"
"L4915","CommonsMathSolver.java","common/src/main/java/com/cloudera/oryx/common/math/CommonsMathSolver.java","L4912","4","0","31","0","0","0","1","0"
"L4916","IllConditionedSolverException.java","common/src/main/java/com/cloudera/oryx/common/math/IllConditionedSolverException.java","L4912","1","0","8","0","0","0","1","0"
"L4917","InverseBasedSolver.java","common/src/main/java/com/cloudera/oryx/common/math/InverseBasedSolver.java","L4912","3","0","25","0","0","0","1","0"
"L4918","LinearSystemSolver.java","common/src/main/java/com/cloudera/oryx/common/math/LinearSystemSolver.java","L4912","1","0","7","0","0","0","1","0"
"L4919","MatrixUtils.java","common/src/main/java/com/cloudera/oryx/common/math/MatrixUtils.java","L4912","11","0","83","327","1","0","2","0"
"L4920","NamedRealVector.java","common/src/main/java/com/cloudera/oryx/common/math/NamedRealVector.java","L4912","7","0","87","327","1","0","2","0"
"L4921","OpenMapRealVector.java","common/src/main/java/com/cloudera/oryx/common/math/OpenMapRealVector.java","L4912","69","0","564","327","1","0","4","0"
"L4922","QRDecomposition.java","common/src/main/java/com/cloudera/oryx/common/math/QRDecomposition.java","L4912","44","0","255","327","1","1","4","0"
"L4923","RRQRDecomposition.java","common/src/main/java/com/cloudera/oryx/common/math/RRQRDecomposition.java","L4912","11","0","102","327","1","1","6","0"
"L4924","SimpleVectorMath.java","common/src/main/java/com/cloudera/oryx/common/math/SimpleVectorMath.java","L4912","4","0","25","327","1","0","2","0"
"L4925","SingularMatrixSolverException.java","common/src/main/java/com/cloudera/oryx/common/math/SingularMatrixSolverException.java","L4912","1","0","15","0","0","0","1","0"
"L4926","Solver.java","common/src/main/java/com/cloudera/oryx/common/math/Solver.java","L4912","1","0","5","0","0","0","1","0"
"L4927","SolverException.java","common/src/main/java/com/cloudera/oryx/common/math/SolverException.java","L4912","1","0","11","0","0","0","1","0"
"L4928","SparseRealVector.java","common/src/main/java/com/cloudera/oryx/common/math/SparseRealVector.java","L4912","3","0","61","0","0","0","1","0"
"L4929","Vectors.java","common/src/main/java/com/cloudera/oryx/common/math/Vectors.java","L4912","2","0","22","327","1","0","2","0"
"L5674","DoubleWeightedMean.java","common/src/main/java/com/cloudera/oryx/common/stats/DoubleWeightedMean.java","L5673","5","0","72","327","1","0","2","0"
"L5675","IntegerWeightedMean.java","common/src/main/java/com/cloudera/oryx/common/stats/IntegerWeightedMean.java","L5673","5","0","79","0","0","0","1","0"
"L5676","JVMEnvironment.java","common/src/main/java/com/cloudera/oryx/common/stats/JVMEnvironment.java","L5673","4","0","40","0","0","0","1","0"
"L5677","RunningStatistics.java","common/src/main/java/com/cloudera/oryx/common/stats/RunningStatistics.java","L5673","1","0","32","327","1","0","2","0"
"L5678","RunningStatisticsPerTime.java","common/src/main/java/com/cloudera/oryx/common/stats/RunningStatisticsPerTime.java","L5673","16","0","84","327","1","0","2","0"
"L5679","UpdatableVariance.java","common/src/main/java/com/cloudera/oryx/common/stats/UpdatableVariance.java","L5673","4","0","42","0","0","0","1","0"
"L6058","BitSet.java","common/src/main/java/com/cloudera/oryx/common/collection/BitSet.java","L6057","13","0","91","327","1","1","3","0"
"L6059","LongFloatMap.java","common/src/main/java/com/cloudera/oryx/common/collection/LongFloatMap.java","L6057","58","0","385","327","1","0","2","0"
"L6060","LongObjectMap.java","common/src/main/java/com/cloudera/oryx/common/collection/LongObjectMap.java","L6057","63","0","474","327","1","0","2","0"
"L6061","LongSet.java","common/src/main/java/com/cloudera/oryx/common/collection/LongSet.java","L6057","66","0","292","327","1","0","2","0"
