@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L13448","137","0","1080","10","0","3","4843","false"
"L13449","4","0","70","4","0","3","1328","false"
"L13450","69","0","465","3","0","3","1328","false"
"L13451","7","0","150","7","0","3","4843","false"
"L13452","7","0","93","3","0","2","152","false"
"L13453","3","0","34","2","0","1","4843","false"
"L13454","18","0","152","21","0","5","4843","false"
"L13455","2","0","71","2","0","1","4843","false"
"L13456","12","0","121","4","0","1","4843","false"
"L13457","74","0","677","2","0","1","4843","false"
"L13458","5","0","68","3","0","2","20","false"
"L13459","3","0","56","3","0","2","20","false"
"L13460","102","0","575","5","0","3","1328","false"
"L15302","302","0","1812","96","0","8","4843","false"
"L15303","8","0","90","23","0","6","4843","false"
"L15304","35","0","208","9","0","3","4843","false"
"L15305","12","0","73","5","0","2","4843","false"
"L15306","14","0","71","2","0","2","20","false"
"L15307","4","0","27","1","0","1","4843","false"
"L15308","1","0","115","2","0","2","20","false"
"L15309","1","0","33","9","0","2","4843","false"
"L15310","51","0","188","4","0","3","75","false"
"L15311","1","0","22","4","0","3","75","false"
"L15312","9","0","81","3","0","2","4843","false"
"L15313","6","0","53","1","0","1","4843","false"
"L15314","4","0","48","7","0","2","4843","false"
"L15315","11","0","54","1","0","1","4843","false"
"L15316","19","0","113","2","0","2","20","false"
"L15317","17","0","110","5","0","2","4843","false"
"L15318","30","0","150","11","0","5","1328","false"
"L15319","4","0","37","4","0","1","4843","false"
"L16461","5","0","41","1","0","1","4843","false"
"L16462","38","0","347","36","0","6","4843","false"
"L16463","2","0","20","2","0","1","4843","false"
"L16464","33","0","149","9","0","4","4843","false"
"L16465","3","0","24","1","0","1","4843","false"
"L16630","74","0","493","18","0","5","1328","false"
"L16631","25","0","185","27","0","7","4843","false"
"L16632","18","0","170","2","0","1","4843","false"
"L16633","10","0","95","4","0","2","4843","false"
"L16634","8","0","38","1","0","1","152","false"
"L16635","1","0","11","6","0","2","4843","false"
"L16636","13","0","98","14","0","2","66","false"
"L16637","10","0","73","5","0","2","4843","false"
"L16638","1","0","19","1","0","1","4843","false"
"L16639","24","0","221","6","0","2","66","false"
"L16997","5","0","44","5","0","1","1328","false"
"L16998","2","0","25","3","0","2","4843","false"
"L16999","5","0","34","3","0","1","1328","false"
"L17000","2","0","31","2","0","1","1328","false"
"L17001","1","0","11","3","0","2","4843","false"
"L17002","1","0","4","3","0","1","1328","false"
"L17003","1","0","5","1","0","1","1328","false"
"L17004","1","0","9","2","0","1","1328","false"
"L17005","1","0","13","3","0","1","1328","false"
"L17006","1","0","13","3","0","1","1328","false"
"L17007","7","0","41","5","0","1","1328","false"
"L17008","1","0","26","5","0","2","4843","false"
"L17009","1","0","9","1","0","1","1328","false"
"L17797","6","0","50","3","0","1","1328","false"
"L17798","5","0","53","5","0","2","4843","false"
"L17799","1","0","29","3","0","2","1328","false"
"L17800","2","0","30","5","0","1","1328","false"
"L17801","27","0","114","2","0","1","1328","false"
"L17802","2","0","51","3","0","1","1328","false"
"L17940","2","0","42","2","0","2","1328","false"
"L17941","3","0","46","1","0","1","4843","false"
"L17942","4","0","59","1","0","1","4843","false"
"L17943","2","0","58","2","0","1","4843","false"
"L17944","1","0","34","1","0","1","4843","false"
"L17107","9","0","61","2","0","2","224","false"
"L17108","29","0","239","9","0","3","1328","false"
"L17109","4","0","63","2","0","2","224","false"
"L17110","21","0","172","2","0","2","224","false"
"L17111","125","0","703","86","0","5","1328","false"
"L17112","17","0","96","16","0","5","4843","false"
"L17113","45","0","328","25","0","5","4843","false"
"L17114","3","0","17","1","0","1","4843","false"
"L17115","35","0","153","5","0","2","4843","false"
"L17116","4","0","38","2","0","2","224","false"
"L17117","12","0","58","2","0","2","224","false"
"L17118","9","0","79","2","0","2","224","false"
"L17119","9","0","151","4","0","3","224","false"
"L17120","6","0","46","1","0","1","1328","false"
"L18693","11","0","120","1","0","1","152","false"
"L18694","2","0","100","7","0","1","152","false"
"L18695","1","0","99","12","0","1","152","false"
"L18696","1","0","59","5","0","1","152","false"
"L18697","3","0","17","1","0","1","152","false"
"L18698","1","0","14","1","0","1","152","false"
"L19004","15","0","99","2","0","1","152","false"
"L19005","55","0","242","2","0","1","152","false"
"L19006","29","0","270","1","0","1","152","false"
"L19007","1","0","21","1","0","1","152","false"
"L19008","35","0","215","6","0","3","4843","false"
"L19009","8","0","68","1","0","1","152","false"
"L19010","42","0","232","2","0","1","152","false"
"L19011","12","0","63","4","0","2","4843","false"
"L19012","16","0","246","2","0","1","152","false"
"L19551","9","0","107","6","0","1","152","false"
"L19552","7","0","22","2","0","1","152","false"
"L19553","32","0","229","7","0","1","152","false"
"L19554","10","0","66","3","0","1","152","false"
"L19555","1","0","10","3","0","1","152","false"
"L19556","1","0","24","1","0","1","152","false"
"L19863","3","0","49","1","0","1","152","false"
"L19864","10","0","65","1","0","1","152","false"
"L19865","11","0","123","10","0","3","224","false"
"L19866","14","0","87","1","0","1","152","false"
"L19867","6","0","62","5","0","2","224","false"
"L20089","60","0","616","3","0","1","152","false"
"L20090","10","0","228","1","0","1","152","false"
"L20091","2","0","76","1","0","1","152","false"
"L20092","20","0","339","2","0","1","152","false"
"L20093","9","0","122","1","0","1","152","false"
"L20094","28","0","244","1","0","1","152","false"
"L20095","29","0","320","3","0","1","152","false"
"L20096","68","0","592","3","0","1","152","false"
"L21111","7","0","76","1","0","1","152","false"
"L21112","48","0","209","4","0","2","4843","false"
"L18147","2","0","62","8","0","5","4843","false"
"L18148","1","0","19","1","0","1","16","false"
"L18149","8","0","128","1","0","1","1328","false"
"L18150","2","0","57","1","0","1","1328","false"
"L18151","28","0","342","4","0","1","1328","false"
"L18152","14","0","117","6","0","2","4843","false"
"L18153","3","0","61","4","0","2","1328","false"
"L21182","1","0","8","1","0","1","1328","false"
"L21183","1","0","14","1","0","1","1328","false"
"L21184","1","0","11","1","0","1","1328","false"
"L21185","1","0","3","1","0","1","1328","false"
"L21204","1","0","7","1","0","1","1328","false"
"L21205","1","0","14","1","0","1","1328","false"
"L21206","1","0","11","1","0","1","1328","false"
"L21207","1","0","3","1","0","1","1328","false"
