"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of developer commits","Number of committers","Number of previous modifications","Number of bugs"
"L11577","ElasticSearchIllegalArgumentException.java","src/main/java/org/elasticsearch/ElasticSearchIllegalArgumentException.java","L11573","1","0","17","0","4735","1","2","0"
"L11578","ElasticSearchIllegalStateException.java","src/main/java/org/elasticsearch/ElasticSearchIllegalStateException.java","L11573","1","0","12","0","4735","1","2","0"
"L11579","ElasticSearchInterruptedException.java","src/main/java/org/elasticsearch/ElasticSearchInterruptedException.java","L11573","1","0","9","0","4735","1","2","0"
"L11580","ElasticSearchNullPointerException.java","src/main/java/org/elasticsearch/ElasticSearchNullPointerException.java","L11573","1","0","12","0","4735","1","2","0"
"L11581","ElasticSearchParseException.java","src/main/java/org/elasticsearch/ElasticSearchParseException.java","L11573","1","0","14","0","4735","1","3","0"
"L11582","ElasticSearchTimeoutException.java","src/main/java/org/elasticsearch/ElasticSearchTimeoutException.java","L11573","1","0","9","0","4735","1","2","0"
"L11583","ElasticSearchWrapperException.java","src/main/java/org/elasticsearch/ElasticSearchWrapperException.java","L11573","1","0","4","0","4735","1","2","0"
"L11584","ExceptionsHelper.java","src/main/java/org/elasticsearch/ExceptionsHelper.java","L11573","14","0","69","1","4735","2","4","2"
"L11585","Version.java","src/main/java/org/elasticsearch/Version.java","L11573","53","0","278","0","4735","4","60","1"
"L11588","Action.java","src/main/java/org/elasticsearch/action/Action.java","L11587","1","0","9","0","4735","2","6","1"
"L11589","ActionFuture.java","src/main/java/org/elasticsearch/action/ActionFuture.java","L11587","1","0","15","0","4735","1","2","1"
"L11590","ActionListener.java","src/main/java/org/elasticsearch/action/ActionListener.java","L11587","1","0","5","0","4735","1","2","1"
"L11591","ActionModule.java","src/main/java/org/elasticsearch/action/ActionModule.java","L11587","5","0","222","0","762","6","17","1"
"L11592","ActionRequest.java","src/main/java/org/elasticsearch/action/ActionRequest.java","L11587","1","0","31","0","811","2","5","1"
"L11593","ActionRequestBuilder.java","src/main/java/org/elasticsearch/action/ActionRequestBuilder.java","L11587","1","0","44","0","4735","3","6","1"
"L11594","ActionRequestValidationException.java","src/main/java/org/elasticsearch/action/ActionRequestValidationException.java","L11587","3","0","31","0","4735","1","2","1"
"L11595","ActionResponse.java","src/main/java/org/elasticsearch/action/ActionResponse.java","L11587","1","0","15","0","4735","1","3","1"
"L11596","FailedNodeException.java","src/main/java/org/elasticsearch/action/FailedNodeException.java","L11587","1","0","12","0","4735","1","2","1"
"L11597","GenericAction.java","src/main/java/org/elasticsearch/action/GenericAction.java","L11587","1","0","24","0","4735","2","3","1"
"L11598","ListenableActionFuture.java","src/main/java/org/elasticsearch/action/ListenableActionFuture.java","L11587","1","0","5","0","4735","1","2","1"
"L11599","NoShardAvailableActionException.java","src/main/java/org/elasticsearch/action/NoShardAvailableActionException.java","L11587","1","0","19","1","4735","1","3","1"
"L11600","NoSuchNodeException.java","src/main/java/org/elasticsearch/action/NoSuchNodeException.java","L11587","1","0","6","0","4735","1","2","1"
"L11601","PrimaryMissingActionException.java","src/main/java/org/elasticsearch/action/PrimaryMissingActionException.java","L11587","1","0","7","0","4735","1","2","1"
"L11602","RoutingMissingException.java","src/main/java/org/elasticsearch/action/RoutingMissingException.java","L11587","1","0","22","0","4735","1","2","1"
"L11603","ShardOperationFailedException.java","src/main/java/org/elasticsearch/action/ShardOperationFailedException.java","L11587","1","0","10","0","762","2","3","1"
"L11604","ThreadingModel.java","src/main/java/org/elasticsearch/action/ThreadingModel.java","L11587","15","0","70","0","4735","1","2","1"
"L11605","TimestampParsingException.java","src/main/java/org/elasticsearch/action/TimestampParsingException.java","L11587","1","0","12","0","4735","1","2","1"
"L11606","TransportActionNodeProxy.java","src/main/java/org/elasticsearch/action/TransportActionNodeProxy.java","L11587","2","0","54","0","811","3","6","1"
"L11607","UnavailableShardsException.java","src/main/java/org/elasticsearch/action/UnavailableShardsException.java","L11587","2","0","20","0","11","2","4","1"
"L11608","ValidateActions.java","src/main/java/org/elasticsearch/action/ValidateActions.java","L11587","2","0","10","0","11","2","2","1"
"L11609","WriteConsistencyLevel.java","src/main/java/org/elasticsearch/action/WriteConsistencyLevel.java","L11587","9","0","39","0","4735","1","2","1"
"L34009","Bootstrap.java","src/main/java/org/elasticsearch/bootstrap/Bootstrap.java","L34008","25","0","202","1","244","4","9","1"
"L34011","ElasticSearchF.java","src/main/java/org/elasticsearch/bootstrap/ElasticSearchF.java","L34008","1","0","10","0","11","2","3","0"
"L34935","Client.java","src/main/java/org/elasticsearch/client/Client.java","L34933","1","0","97","0","762","6","12","0"
"L34936","ClusterAdminClient.java","src/main/java/org/elasticsearch/client/ClusterAdminClient.java","L34933","1","0","75","0","762","4","7","0"
"L34937","IndicesAdminClient.java","src/main/java/org/elasticsearch/client/IndicesAdminClient.java","L34933","1","0","177","0","762","4","16","0"
"L34939","Requests.java","src/main/java/org/elasticsearch/client/Requests.java","L34933","1","0","157","0","319","5","6","0"
"L37249","ClusterChangedEvent.java","src/main/java/org/elasticsearch/cluster/ClusterChangedEvent.java","L37248","24","0","124","1","762","3","4","0"
"L37250","ClusterModule.java","src/main/java/org/elasticsearch/cluster/ClusterModule.java","L37248","1","0","51","1","474","2","3","0"
"L37251","ClusterName.java","src/main/java/org/elasticsearch/cluster/ClusterName.java","L37248","7","0","51","0","1466","1","1","0"
"L37253","ClusterService.java","src/main/java/org/elasticsearch/cluster/ClusterService.java","L37248","1","0","26","0","762","3","4","1"
"L37254","ClusterState.java","src/main/java/org/elasticsearch/cluster/ClusterState.java","L37248","43","0","441","1","4735","1","6","2"
"L37256","ClusterStateUpdateTask.java","src/main/java/org/elasticsearch/cluster/ClusterStateUpdateTask.java","L37248","1","0","5","0","4735","1","1","1"
"L37257","LocalNodeMasterListener.java","src/main/java/org/elasticsearch/cluster/LocalNodeMasterListener.java","L37248","1","0","6","0","0","0","1","0"
"L37258","ProcessedClusterStateUpdateTask.java","src/main/java/org/elasticsearch/cluster/ProcessedClusterStateUpdateTask.java","L37248","1","0","4","0","4735","1","1","1"
"L37260","TimeoutClusterStateUpdateTask.java","src/main/java/org/elasticsearch/cluster/TimeoutClusterStateUpdateTask.java","L37248","1","0","5","0","4735","1","3","1"
"L44269","Base64.java","src/main/java/org/elasticsearch/common/Base64.java","L44268","124","0","940","0","4735","2","2","0"
"L44270","Booleans.java","src/main/java/org/elasticsearch/common/Booleans.java","L44268","28","0","39","0","4735","1","1","0"
"L44272","Explicit.java","src/main/java/org/elasticsearch/common/Explicit.java","L44268","1","0","15","0","4735","1","1","0"
"L44273","Names.java","src/main/java/org/elasticsearch/common/Names.java","L44268","10","0","61","0","1466","1","2","0"
"L44275","Numbers.java","src/main/java/org/elasticsearch/common/Numbers.java","L44268","1","0","72","0","4735","1","2","0"
"L44277","Priority.java","src/main/java/org/elasticsearch/common/Priority.java","L44268","14","0","62","0","4735","2","2","0"
"L44279","StopWatch.java","src/main/java/org/elasticsearch/common/StopWatch.java","L44268","11","0","136","0","1466","1","1","0"
"L44280","Strings.java","src/main/java/org/elasticsearch/common/Strings.java","L44268","187","0","832","0","1466","3","5","0"
"L44281","Table.java","src/main/java/org/elasticsearch/common/Table.java","L44268","10","0","86","0","91","2","2","1"
"L65230","Discovery.java","src/main/java/org/elasticsearch/discovery/Discovery.java","L65229","1","0","20","0","4735","1","3","1"
"L65235","MasterNotDiscoveredException.java","src/main/java/org/elasticsearch/discovery/MasterNotDiscoveredException.java","L65229","1","0","15","0","4735","1","2","0"
"L67034","Environment.java","src/main/java/org/elasticsearch/env/Environment.java","L67033","16","0","130","0","1466","2","4","0"
"L67037","NodeEnvironment.java","src/main/java/org/elasticsearch/env/NodeEnvironment.java","L67033","43","0","198","0","319","2","7","0"
"L67038","NodeEnvironmentModule.java","src/main/java/org/elasticsearch/env/NodeEnvironmentModule.java","L67033","2","0","20","0","4735","1","1","0"
"L67151","Gateway.java","src/main/java/org/elasticsearch/gateway/Gateway.java","L67150","1","0","14","0","4735","1","1","0"
"L67154","GatewayService.java","src/main/java/org/elasticsearch/gateway/GatewayService.java","L67150","49","0","229","0","4735","2","11","1"
"L68249","HttpInfo.java","src/main/java/org/elasticsearch/http/HttpInfo.java","L68245","1","0","65","0","4735","1","2","0"
"L68252","HttpServer.java","src/main/java/org/elasticsearch/http/HttpServer.java","L68245","15","0","174","0","1466","3","9","0"
"L68255","HttpServerTransport.java","src/main/java/org/elasticsearch/http/HttpServerTransport.java","L68245","1","0","9","0","4735","1","1","0"
"L68256","HttpStats.java","src/main/java/org/elasticsearch/http/HttpStats.java","L68245","1","0","52","0","811","2","2","0"
"L68831","AbstractIndexComponent.java","src/main/java/org/elasticsearch/index/AbstractIndexComponent.java","L68830","1","0","30","0","4735","1","1","0"
"L68833","CloseableIndexComponent.java","src/main/java/org/elasticsearch/index/CloseableIndexComponent.java","L68830","1","0","5","0","4735","1","1","0"
"L68834","Index.java","src/main/java/org/elasticsearch/index/Index.java","L68830","3","0","48","0","1466","2","3","0"
"L68837","IndexModule.java","src/main/java/org/elasticsearch/index/IndexModule.java","L68830","1","0","15","0","4735","1","2","0"
"L68840","IndexShardMissingException.java","src/main/java/org/elasticsearch/index/IndexShardMissingException.java","L68830","1","0","13","0","4735","1","1","0"
"L68843","VersionType.java","src/main/java/org/elasticsearch/index/VersionType.java","L68830","16","0","63","1","479","1","1","0"
"L96262","IndexCreationException.java","src/main/java/org/elasticsearch/indices/IndexCreationException.java","L96259","1","0","9","0","762","1","1","0"
"L96264","IndexPrimaryShardNotAllocatedException.java","src/main/java/org/elasticsearch/indices/IndexPrimaryShardNotAllocatedException.java","L96259","1","0","13","1","36","1","1","0"
"L96267","IndicesLifecycle.java","src/main/java/org/elasticsearch/indices/IndicesLifecycle.java","L96259","1","0","33","0","4735","1","2","0"
"L96268","IndicesModule.java","src/main/java/org/elasticsearch/indices/IndicesModule.java","L96259","1","0","50","0","762","2","7","0"
"L96269","IndicesService.java","src/main/java/org/elasticsearch/indices/IndicesService.java","L96259","1","0","19","0","4735","1","3","0"
"L96270","InternalIndicesLifecycle.java","src/main/java/org/elasticsearch/indices/InternalIndicesLifecycle.java","L96259","11","0","74","0","4735","1","2","0"
"L96271","InternalIndicesService.java","src/main/java/org/elasticsearch/indices/InternalIndicesService.java","L96259","48","0","381","0","762","4","20","1"
"L96276","NodeIndicesStats.java","src/main/java/org/elasticsearch/indices/NodeIndicesStats.java","L96259","1","0","102","1","762","3","7","0"
"L98878","MonitorModule.java","src/main/java/org/elasticsearch/monitor/MonitorModule.java","L98877","10","0","101","0","4735","1","2","0"
"L98879","MonitorService.java","src/main/java/org/elasticsearch/monitor/MonitorService.java","L98877","1","0","58","0","4735","1","1","0"
"L101602","PercolateException.java","src/main/java/org/elasticsearch/percolator/PercolateException.java","L101601","1","0","17","0","762","1","1","0"
"L101603","PercolatorModule.java","src/main/java/org/elasticsearch/percolator/PercolatorModule.java","L101601","1","0","8","0","762","1","1","0"
"L101604","PercolatorService.java","src/main/java/org/elasticsearch/percolator/PercolatorService.java","L101601","47","0","308","0","474","2","3","5"
"L101605","QueryCollector.java","src/main/java/org/elasticsearch/percolator/QueryCollector.java","L101601","9","0","111","0","762","1","2","1"
"L101785","AbstractPlugin.java","src/main/java/org/elasticsearch/plugins/AbstractPlugin.java","L101784","1","0","53","0","4735","1","2","0"
"L101786","IndexPluginsModule.java","src/main/java/org/elasticsearch/plugins/IndexPluginsModule.java","L101784","2","0","35","0","4735","1","1","0"
"L101787","Plugin.java","src/main/java/org/elasticsearch/plugins/Plugin.java","L101784","1","0","21","0","4735","1","3","0"
"L101788","PluginManager.java","src/main/java/org/elasticsearch/plugins/PluginManager.java","L101784","78","0","337","2","244","5","9","4"
"L101789","PluginsHelper.java","src/main/java/org/elasticsearch/plugins/PluginsHelper.java","L101784","5","0","20","0","811","1","1","0"
"L101790","PluginsModule.java","src/main/java/org/elasticsearch/plugins/PluginsModule.java","L101784","2","0","36","0","4735","1","1","0"
"L101791","PluginsService.java","src/main/java/org/elasticsearch/plugins/PluginsService.java","L101784","75","0","352","0","811","3","9","1"
"L101792","ShardsPluginsModule.java","src/main/java/org/elasticsearch/plugins/ShardsPluginsModule.java","L101784","2","0","35","0","4735","1","1","0"
"L102105","AbstractRestResponse.java","src/main/java/org/elasticsearch/rest/AbstractRestResponse.java","L102104","3","0","48","0","244","2","2","0"
"L102107","BytesRestResponse.java","src/main/java/org/elasticsearch/rest/BytesRestResponse.java","L102104","1","0","34","0","319","1","1","0"
"L102108","HttpRedirectRestResponse.java","src/main/java/org/elasticsearch/rest/HttpRedirectRestResponse.java","L102104","1","0","10","0","811","1","1","0"
"L102110","RestController.java","src/main/java/org/elasticsearch/rest/RestController.java","L102104","24","0","172","0","9","2","3","0"
"L102111","RestFilter.java","src/main/java/org/elasticsearch/rest/RestFilter.java","L102104","1","0","12","0","4735","1","1","0"
"L102112","RestFilterChain.java","src/main/java/org/elasticsearch/rest/RestFilterChain.java","L102104","1","0","4","0","4735","1","1","0"
"L102115","RestRequest.java","src/main/java/org/elasticsearch/rest/RestRequest.java","L102104","1","0","30","0","4735","1","3","0"
"L102116","RestResponse.java","src/main/java/org/elasticsearch/rest/RestResponse.java","L102104","1","0","20","0","244","2","2","0"
"L102117","RestStatus.java","src/main/java/org/elasticsearch/rest/RestStatus.java","L102104","1","0","64","0","1466","1","1","0"
"L102118","StringRestResponse.java","src/main/java/org/elasticsearch/rest/StringRestResponse.java","L102104","1","0","16","0","4735","2","4","0"
"L102119","Utf8RestResponse.java","src/main/java/org/elasticsearch/rest/Utf8RestResponse.java","L102104","7","0","70","0","4735","2","2","0"
"L102120","XContentRestResponse.java","src/main/java/org/elasticsearch/rest/XContentRestResponse.java","L102104","8","0","103","0","1466","4","7","0"
"L105092","RiverModule.java","src/main/java/org/elasticsearch/river/RiverModule.java","L105086","6","0","59","0","1466","1","1","0"
"L105099","RiversService.java","src/main/java/org/elasticsearch/river/RiversService.java","L105086","23","0","221","0","4735","1","2","1"
"L105724","AbstractSearchScript.java","src/main/java/org/elasticsearch/script/AbstractSearchScript.java","L105719","1","0","59","0","762","1","2","0"
"L105726","ExecutableScript.java","src/main/java/org/elasticsearch/script/ExecutableScript.java","L105719","1","0","6","0","4735","1","1","0"
"L105727","ExplainableSearchScript.java","src/main/java/org/elasticsearch/script/ExplainableSearchScript.java","L105719","1","0","5","0","18","2","2","0"
"L105733","ScriptService.java","src/main/java/org/elasticsearch/script/ScriptService.java","L105719","24","0","195","0","1466","3","8","0"
"L105734","SearchScript.java","src/main/java/org/elasticsearch/script/SearchScript.java","L105719","1","0","16","0","762","3","4","0"
"L106141","SearchHit.java","src/main/java/org/elasticsearch/search/SearchHit.java","L106136","1","0","41","0","4735","1","3","0"
"L106142","SearchHitField.java","src/main/java/org/elasticsearch/search/SearchHitField.java","L106136","1","0","11","0","4735","1","1","0"
"L106144","SearchModule.java","src/main/java/org/elasticsearch/search/SearchModule.java","L106136","1","0","42","0","479","3","4","0"
"L106149","SearchService.java","src/main/java/org/elasticsearch/search/SearchService.java","L106136","67","0","591","1","4735","4","16","3"
"L106150","SearchShardTarget.java","src/main/java/org/elasticsearch/search/SearchShardTarget.java","L106136","16","0","103","0","4735","1","1","0"
"L118484","ThreadPool.java","src/main/java/org/elasticsearch/threadpool/ThreadPool.java","L118483","102","0","700","2","762","4","35","2"
"L118485","ThreadPoolInfo.java","src/main/java/org/elasticsearch/threadpool/ThreadPoolInfo.java","L118483","4","0","57","0","4735","1","2","0"
"L118487","ThreadPoolStats.java","src/main/java/org/elasticsearch/threadpool/ThreadPoolStats.java","L118483","10","0","148","0","4735","1","7","0"
"L118895","BaseTransportRequestHandler.java","src/main/java/org/elasticsearch/transport/BaseTransportRequestHandler.java","L118892","1","0","3","0","4735","1","1","2"
"L118896","BaseTransportResponseHandler.java","src/main/java/org/elasticsearch/transport/BaseTransportResponseHandler.java","L118892","1","0","3","0","4735","1","1","0"
"L118899","EmptyTransportResponseHandler.java","src/main/java/org/elasticsearch/transport/EmptyTransportResponseHandler.java","L118892","1","0","23","0","4735","1","1","0"
"L118901","FutureTransportResponseHandler.java","src/main/java/org/elasticsearch/transport/FutureTransportResponseHandler.java","L118892","1","0","14","0","4735","1","1","0"
"L118905","PlainTransportFuture.java","src/main/java/org/elasticsearch/transport/PlainTransportFuture.java","L118892","9","0","73","0","4735","1","3","0"
"L118911","Transport.java","src/main/java/org/elasticsearch/transport/Transport.java","L118892","1","0","18","0","4735","1","1","0"
"L118912","TransportChannel.java","src/main/java/org/elasticsearch/transport/TransportChannel.java","L118892","1","0","8","0","4735","1","1","0"
"L118916","TransportInfo.java","src/main/java/org/elasticsearch/transport/TransportInfo.java","L118892","1","0","50","0","4735","1","1","0"
"L118917","TransportModule.java","src/main/java/org/elasticsearch/transport/TransportModule.java","L118892","2","0","29","0","4735","1","2","0"
"L118918","TransportRequest.java","src/main/java/org/elasticsearch/transport/TransportRequest.java","L118892","6","0","60","0","4735","1","1","0"
"L118919","TransportRequestHandler.java","src/main/java/org/elasticsearch/transport/TransportRequestHandler.java","L118892","1","0","6","0","4735","1","1","2"
"L118920","TransportRequestOptions.java","src/main/java/org/elasticsearch/transport/TransportRequestOptions.java","L118892","5","0","71","0","4735","1","2","0"
"L118921","TransportResponse.java","src/main/java/org/elasticsearch/transport/TransportResponse.java","L118892","6","0","60","0","4735","1","1","0"
"L118922","TransportResponseHandler.java","src/main/java/org/elasticsearch/transport/TransportResponseHandler.java","L118892","1","0","7","0","4735","1","1","0"
"L118925","TransportService.java","src/main/java/org/elasticsearch/transport/TransportService.java","L118892","21","0","309","0","4735","1","7","1"
"L118927","TransportStats.java","src/main/java/org/elasticsearch/transport/TransportStats.java","L118892","1","0","99","0","4735","1","1","0"
"L8927","CustomAnalyzerWrapper.java","src/main/java/org/apache/lucene/analysis/CustomAnalyzerWrapper.java","L8926","1","0","25","0","4735","2","3","1"
"L9032","TrackingConcurrentMergeScheduler.java","src/main/java/org/apache/lucene/index/TrackingConcurrentMergeScheduler.java","L9031","7","0","73","2","1466","4","12","1"
"L9033","TrackingSerialMergeScheduler.java","src/main/java/org/apache/lucene/index/TrackingSerialMergeScheduler.java","L9031","9","0","81","2","1466","4","13","1"
"L9143","ExtendedCommonTermsQuery.java","src/main/java/org/apache/lucene/queries/ExtendedCommonTermsQuery.java","L9142","16","0","91","0","3","2","3","1"
"L11003","RateLimitedFSDirectory.java","src/main/java/org/apache/lucene/store/RateLimitedFSDirectory.java","L11002","9","0","168","0","319","3","4","1"
"L11004","StoreRateLimiting.java","src/main/java/org/apache/lucene/store/StoreRateLimiting.java","L11002","6","0","57","1","1466","2","5","1"
"L11005","StoreUtils.java","src/main/java/org/apache/lucene/store/StoreUtils.java","L11002","4","0","20","0","319","1","1","1"
"L12229","package-info.java","src/main/java/org/elasticsearch/action/admin/package-info.java","L12228","1","0","1","0","4735","1","2","0"
"L22297","BulkAction.java","src/main/java/org/elasticsearch/action/bulk/BulkAction.java","L22296","1","0","27","0","4735","2","3","0"
"L22298","BulkItemRequest.java","src/main/java/org/elasticsearch/action/bulk/BulkItemRequest.java","L22296","7","0","55","0","762","3","5","0"
"L22299","BulkItemResponse.java","src/main/java/org/elasticsearch/action/bulk/BulkItemResponse.java","L22296","27","0","174","0","4735","4","6","1"
"L22300","BulkProcessor.java","src/main/java/org/elasticsearch/action/bulk/BulkProcessor.java","L22296","17","0","204","0","4735","1","4","2"
"L22301","BulkRequest.java","src/main/java/org/elasticsearch/action/bulk/BulkRequest.java","L22296","64","0","352","3","474","6","17","1"
"L22302","BulkRequestBuilder.java","src/main/java/org/elasticsearch/action/bulk/BulkRequestBuilder.java","L22296","1","0","70","0","762","3","4","0"
"L22303","BulkResponse.java","src/main/java/org/elasticsearch/action/bulk/BulkResponse.java","L22296","7","0","70","0","811","2","4","0"
"L22304","BulkShardRequest.java","src/main/java/org/elasticsearch/action/bulk/BulkShardRequest.java","L22296","7","0","65","0","762","3","6","0"
"L22305","BulkShardResponse.java","src/main/java/org/elasticsearch/action/bulk/BulkShardResponse.java","L22296","3","0","40","0","811","2","4","0"
"L22306","TransportBulkAction.java","src/main/java/org/elasticsearch/action/bulk/TransportBulkAction.java","L22296","47","0","266","2","479","6","16","2"
"L22307","TransportShardBulkAction.java","src/main/java/org/elasticsearch/action/bulk/TransportShardBulkAction.java","L22296","80","0","494","3","479","5","25","1"
"L23685","CountAction.java","src/main/java/org/elasticsearch/action/count/CountAction.java","L23684","1","0","18","0","11","2","2","0"
"L23686","CountRequest.java","src/main/java/org/elasticsearch/action/count/CountRequest.java","L23684","4","0","154","0","91","4","13","1"
"L23687","CountRequestBuilder.java","src/main/java/org/elasticsearch/action/count/CountRequestBuilder.java","L23684","1","0","52","0","91","5","9","0"
"L23688","CountResponse.java","src/main/java/org/elasticsearch/action/count/CountResponse.java","L23684","1","0","29","0","811","2","3","1"
"L23689","package-info.java","src/main/java/org/elasticsearch/action/count/package-info.java","L23684","1","0","1","0","11","2","2","0"
"L23690","ShardCountRequest.java","src/main/java/org/elasticsearch/action/count/ShardCountRequest.java","L23684","8","0","74","0","811","4","11","1"
"L23691","ShardCountResponse.java","src/main/java/org/elasticsearch/action/count/ShardCountResponse.java","L23684","1","0","27","0","811","2","3","0"
"L23692","TransportCountAction.java","src/main/java/org/elasticsearch/action/count/TransportCountAction.java","L23684","9","0","141","0","4735","5","17","2"
"L23976","DeleteAction.java","src/main/java/org/elasticsearch/action/delete/DeleteAction.java","L23975","1","0","18","0","11","2","2","0"
"L23977","DeleteRequest.java","src/main/java/org/elasticsearch/action/delete/DeleteRequest.java","L23975","6","0","127","1","4735","3","9","0"
"L23978","DeleteRequestBuilder.java","src/main/java/org/elasticsearch/action/delete/DeleteRequestBuilder.java","L23975","1","0","57","0","811","3","7","0"
"L23979","DeleteResponse.java","src/main/java/org/elasticsearch/action/delete/DeleteResponse.java","L23975","1","0","54","0","4735","2","5","0"
"L23980","package-info.java","src/main/java/org/elasticsearch/action/delete/package-info.java","L23975","1","0","1","0","4735","1","2","0"
"L23981","TransportDeleteAction.java","src/main/java/org/elasticsearch/action/delete/TransportDeleteAction.java","L23975","13","0","169","2","479","4","11","0"
"L24443","DeleteByQueryAction.java","src/main/java/org/elasticsearch/action/deletebyquery/DeleteByQueryAction.java","L24442","1","0","18","0","11","2","2","0"
"L24444","DeleteByQueryRequest.java","src/main/java/org/elasticsearch/action/deletebyquery/DeleteByQueryRequest.java","L24442","5","0","132","0","811","3","11","0"
"L24445","DeleteByQueryRequestBuilder.java","src/main/java/org/elasticsearch/action/deletebyquery/DeleteByQueryRequestBuilder.java","L24442","1","0","76","0","811","3","6","0"
"L24446","DeleteByQueryResponse.java","src/main/java/org/elasticsearch/action/deletebyquery/DeleteByQueryResponse.java","L24442","9","0","61","0","762","3","6","0"
"L24447","IndexDeleteByQueryRequest.java","src/main/java/org/elasticsearch/action/deletebyquery/IndexDeleteByQueryRequest.java","L24442","13","0","106","0","811","3","10","0"
"L24448","IndexDeleteByQueryResponse.java","src/main/java/org/elasticsearch/action/deletebyquery/IndexDeleteByQueryResponse.java","L24442","5","0","64","0","762","3","5","0"
"L24449","package-info.java","src/main/java/org/elasticsearch/action/deletebyquery/package-info.java","L24442","1","0","1","0","4735","1","2","0"
