"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of developer commits","Number of committers","Number of bugs"
"L8273","DefaultTextHeaders.java","codec/src/main/java/io/netty/handler/codec/DefaultTextHeaders.java","L8263","83","0","673","0","4","4057","1","1"
"L8274","DelimiterBasedFrameDecoder.java","codec/src/main/java/io/netty/handler/codec/DelimiterBasedFrameDecoder.java","L8263","35","0","184","2","23","1649","3","0"
"L8275","Delimiters.java","codec/src/main/java/io/netty/handler/codec/Delimiters.java","L8263","1","0","17","0","6","72","2","0"
"L8276","EmptyTextHeaders.java","codec/src/main/java/io/netty/handler/codec/EmptyTextHeaders.java","L8263","1","0","142","0","1","4057","1","0"
"L8277","EncoderException.java","codec/src/main/java/io/netty/handler/codec/EncoderException.java","L8263","1","0","15","0","6","4057","3","0"
"L8278","FixedLengthFrameDecoder.java","codec/src/main/java/io/netty/handler/codec/FixedLengthFrameDecoder.java","L8263","4","0","29","2","25","1649","3","0"
"L8279","LengthFieldBasedFrameDecoder.java","codec/src/main/java/io/netty/handler/codec/LengthFieldBasedFrameDecoder.java","L8263","27","0","196","4","25","1649","3","0"
"L8280","LengthFieldPrepender.java","codec/src/main/java/io/netty/handler/codec/LengthFieldPrepender.java","L8263","16","0","75","0","19","1649","4","0"
"L8281","LineBasedFrameDecoder.java","codec/src/main/java/io/netty/handler/codec/LineBasedFrameDecoder.java","L8263","17","0","94","1","9","1649","2","0"
"L8282","MessageAggregationException.java","codec/src/main/java/io/netty/handler/codec/MessageAggregationException.java","L8263","1","0","14","0","1","4057","1","0"
"L8283","MessageAggregator.java","codec/src/main/java/io/netty/handler/codec/MessageAggregator.java","L8263","32","0","217","0","1","4057","1","1"
"L8284","MessageToByteEncoder.java","codec/src/main/java/io/netty/handler/codec/MessageToByteEncoder.java","L8263","7","0","73","3","33","1649","3","0"
"L8285","MessageToMessageCodec.java","codec/src/main/java/io/netty/handler/codec/MessageToMessageCodec.java","L8263","1","0","60","3","45","4057","4","0"
"L8286","MessageToMessageDecoder.java","codec/src/main/java/io/netty/handler/codec/MessageToMessageDecoder.java","L8263","5","0","50","7","55","4057","3","0"
"L8287","MessageToMessageEncoder.java","codec/src/main/java/io/netty/handler/codec/MessageToMessageEncoder.java","L8263","10","0","74","8","53","1649","3","0"
"L8288","package-info.java","codec/src/main/java/io/netty/handler/codec/package-info.java","L8263","1","0","1","0","5","4057","3","0"
"L8289","PrematureChannelClosureException.java","codec/src/main/java/io/netty/handler/codec/PrematureChannelClosureException.java","L8263","1","0","15","0","5","72","3","0"
"L8290","ReplayingDecoder.java","codec/src/main/java/io/netty/handler/codec/ReplayingDecoder.java","L8263","20","0","118","13","68","1649","5","0"
"L8291","ReplayingDecoderBuffer.java","codec/src/main/java/io/netty/handler/codec/ReplayingDecoderBuffer.java","L8263","22","0","831","4","59","4057","4","0"
"L8292","TextHeaderProcessor.java","codec/src/main/java/io/netty/handler/codec/TextHeaderProcessor.java","L8263","1","0","4","0","1","4057","1","0"
"L8293","TextHeaders.java","codec/src/main/java/io/netty/handler/codec/TextHeaders.java","L8263","1","0","42","0","1","4057","1","0"
"L8294","TooLongFrameException.java","codec/src/main/java/io/netty/handler/codec/TooLongFrameException.java","L8263","1","0","15","0","7","4057","3","0"
"L8295","UnsupportedMessageTypeException.java","codec/src/main/java/io/netty/handler/codec/UnsupportedMessageTypeException.java","L8263","6","0","35","0","6","1649","3","0"
"L28868","Base64.java","codec/src/main/java/io/netty/handler/codec/base64/Base64.java","L28867","30","0","208","1","16","4057","3","0"
"L28869","Base64Decoder.java","codec/src/main/java/io/netty/handler/codec/base64/Base64Decoder.java","L28867","2","0","27","1","18","4057","3","0"
"L28870","Base64Dialect.java","codec/src/main/java/io/netty/handler/codec/base64/Base64Dialect.java","L28867","1","0","133","0","5","72","2","0"
"L28871","Base64Encoder.java","codec/src/main/java/io/netty/handler/codec/base64/Base64Encoder.java","L28867","2","0","31","0","17","4057","3","0"
"L28872","package-info.java","codec/src/main/java/io/netty/handler/codec/base64/package-info.java","L28867","1","0","1","0","6","4057","2","0"
"L29025","ByteArrayDecoder.java","codec/src/main/java/io/netty/handler/codec/bytes/ByteArrayDecoder.java","L29024","1","0","16","2","21","1649","3","0"
"L29026","ByteArrayEncoder.java","codec/src/main/java/io/netty/handler/codec/bytes/ByteArrayEncoder.java","L29024","1","0","17","0","25","4057","3","0"
"L29027","package-info.java","codec/src/main/java/io/netty/handler/codec/bytes/package-info.java","L29024","1","0","1","0","6","4057","2","0"
"L29250","Bzip2BitReader.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2BitReader.java","L29249","13","0","76","0","2","27","1","0"
"L29251","Bzip2BitWriter.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2BitWriter.java","L29249","12","0","60","0","2","27","1","0"
"L29252","Bzip2BlockCompressor.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2BlockCompressor.java","L29249","20","0","148","0","2","27","1","0"
"L29253","Bzip2BlockDecompressor.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2BlockDecompressor.java","L29249","21","0","160","0","3","27","1","0"
"L29254","Bzip2Constants.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2Constants.java","L29249","1","0","23","0","3","27","1","0"
"L29255","Bzip2Decoder.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2Decoder.java","L29249","56","0","237","0","7","27","2","0"
"L29256","Bzip2DivSufSort.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2DivSufSort.java","L29249","460","0","1880","0","1","27","1","0"
"L29257","Bzip2Encoder.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2Encoder.java","L29249","19","0","168","0","2","27","1","0"
"L29258","Bzip2HuffmanAllocator.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2HuffmanAllocator.java","L29249","26","0","104","0","2","27","1","0"
"L29259","Bzip2HuffmanStageDecoder.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2HuffmanStageDecoder.java","L29249","13","0","94","0","3","27","1","0"
"L29260","Bzip2HuffmanStageEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2HuffmanStageEncoder.java","L29249","41","0","207","0","1","27","1","0"
"L29261","Bzip2MoveToFrontTable.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2MoveToFrontTable.java","L29249","3","0","49","0","2","27","1","0"
"L29262","Bzip2MTFAndRLE2StageEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2MTFAndRLE2StageEncoder.java","L29249","13","0","97","0","1","27","1","0"
"L29263","Bzip2Rand.java","codec/src/main/java/io/netty/handler/codec/compression/Bzip2Rand.java","L29249","1","0","41","0","2","27","1","0"
"L29264","CompressionException.java","codec/src/main/java/io/netty/handler/codec/compression/CompressionException.java","L29249","1","0","16","1","6","4057","3","0"
"L29265","Crc32.java","codec/src/main/java/io/netty/handler/codec/compression/Crc32.java","L29249","2","0","82","0","1","27","1","0"
"L29266","Crc32c.java","codec/src/main/java/io/netty/handler/codec/compression/Crc32c.java","L29249","2","0","94","0","2","4057","2","0"
"L29267","DecompressionException.java","codec/src/main/java/io/netty/handler/codec/compression/DecompressionException.java","L29249","1","0","16","0","1","4057","1","0"
"L29268","JdkZlibDecoder.java","codec/src/main/java/io/netty/handler/codec/compression/JdkZlibDecoder.java","L29249","60","0","303","2","9","27","4","0"
"L29269","JdkZlibEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/JdkZlibEncoder.java","L29249","27","0","206","3","25","27","4","0"
"L29270","JZlibDecoder.java","codec/src/main/java/io/netty/handler/codec/compression/JZlibDecoder.java","L29249","18","0","113","1","10","27","5","0"
"L29271","JZlibEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/JZlibEncoder.java","L29249","30","0","227","3","21","27","5","0"
"L29272","LzfDecoder.java","codec/src/main/java/io/netty/handler/codec/compression/LzfDecoder.java","L29249","14","0","102","0","2","27","1","0"
"L29273","LzfEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/LzfEncoder.java","L29249","6","0","60","0","1","27","1","0"
"L29274","package-info.java","codec/src/main/java/io/netty/handler/codec/compression/package-info.java","L29249","1","0","1","0","8","27","3","0"
"L29275","Snappy.java","codec/src/main/java/io/netty/handler/codec/compression/Snappy.java","L29249","73","0","412","2","13","27","3","0"
"L29276","SnappyFramedDecoder.java","codec/src/main/java/io/netty/handler/codec/compression/SnappyFramedDecoder.java","L29249","25","0","135","1","15","27","5","0"
"L29277","SnappyFramedEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/SnappyFramedEncoder.java","L29249","8","0","70","1","14","1","4","0"
"L29278","ZlibCodecFactory.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibCodecFactory.java","L29249","18","0","89","0","10","1","6","0"
"L29279","ZlibDecoder.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibDecoder.java","L29249","1","0","6","0","19","4057","3","0"
"L29280","ZlibEncoder.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibEncoder.java","L29249","1","0","13","0","24","4057","3","0"
"L29281","ZlibUtil.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibUtil.java","L29249","11","0","58","1","12","27","4","0"
"L29282","ZlibWrapper.java","codec/src/main/java/io/netty/handler/codec/compression/ZlibWrapper.java","L29249","1","0","7","0","5","3","3","0"
"L31984","JsonObjectDecoder.java","codec/src/main/java/io/netty/handler/codec/json/JsonObjectDecoder.java","L31983","35","0","132","1","5","1649","3","0"
"L31985","package-info.java","codec/src/main/java/io/netty/handler/codec/json/package-info.java","L31983","1","0","1","0","1","28","1","0"
"L32213","ChannelBufferByteInput.java","codec/src/main/java/io/netty/handler/codec/marshalling/ChannelBufferByteInput.java","L32212","4","0","47","0","9","4057","3","0"
"L32214","ChannelBufferByteOutput.java","codec/src/main/java/io/netty/handler/codec/marshalling/ChannelBufferByteOutput.java","L32212","1","0","31","0","16","4057","3","0"
"L32215","CompatibleMarshallingDecoder.java","codec/src/main/java/io/netty/handler/codec/marshalling/CompatibleMarshallingDecoder.java","L32212","8","0","64","2","19","4057","3","0"
"L32216","CompatibleMarshallingEncoder.java","codec/src/main/java/io/netty/handler/codec/marshalling/CompatibleMarshallingEncoder.java","L32212","1","0","22","0","8","1649","3","0"
"L32217","ContextBoundUnmarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/ContextBoundUnmarshallerProvider.java","L32212","2","0","26","1","6","4057","2","0"
"L32218","DefaultMarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/DefaultMarshallerProvider.java","L32212","1","0","17","0","3","72","2","0"
"L32219","DefaultUnmarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/DefaultUnmarshallerProvider.java","L32212","1","0","17","0","3","72","2","0"
"L32220","LimitingByteInput.java","codec/src/main/java/io/netty/handler/codec/marshalling/LimitingByteInput.java","L32212","5","0","66","0","10","4057","3","0"
"L32221","MarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/MarshallerProvider.java","L32212","1","0","6","0","3","72","2","0"
"L32222","MarshallingDecoder.java","codec/src/main/java/io/netty/handler/codec/marshalling/MarshallingDecoder.java","L32212","2","0","39","0","12","1649","3","0"
"L32223","MarshallingEncoder.java","codec/src/main/java/io/netty/handler/codec/marshalling/MarshallingEncoder.java","L32212","1","0","26","0","10","1649","3","0"
"L32224","package-info.java","codec/src/main/java/io/netty/handler/codec/marshalling/package-info.java","L32212","1","0","1","0","6","72","3","0"
"L32225","ThreadLocalMarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/ThreadLocalMarshallerProvider.java","L32212","2","0","24","0","5","4057","3","0"
"L32226","ThreadLocalUnmarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/ThreadLocalUnmarshallerProvider.java","L32212","2","0","24","0","5","4057","3","0"
"L32227","UnmarshallerProvider.java","codec/src/main/java/io/netty/handler/codec/marshalling/UnmarshallerProvider.java","L32212","1","0","6","0","4","72","2","0"
"L33001","package-info.java","codec/src/main/java/io/netty/handler/codec/protobuf/package-info.java","L33000","1","0","1","0","6","4057","2","0"
"L33002","ProtobufDecoder.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufDecoder.java","L33000","6","0","65","1","21","4057","3","0"
"L33003","ProtobufEncoder.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufEncoder.java","L33000","3","0","27","3","23","4057","3","0"
"L33004","ProtobufVarint32FrameDecoder.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32FrameDecoder.java","L33000","6","0","35","1","18","4057","3","0"
"L33005","ProtobufVarint32LengthFieldPrepender.java","codec/src/main/java/io/netty/handler/codec/protobuf/ProtobufVarint32LengthFieldPrepender.java","L33000","1","0","22","0","16","1","4","0"
"L33460","CachingClassResolver.java","codec/src/main/java/io/netty/handler/codec/serialization/CachingClassResolver.java","L33459","2","0","21","0","3","4057","1","0"
"L33461","ClassLoaderClassResolver.java","codec/src/main/java/io/netty/handler/codec/serialization/ClassLoaderClassResolver.java","L33459","2","0","15","0","4","4057","1","0"
"L33462","ClassResolver.java","codec/src/main/java/io/netty/handler/codec/serialization/ClassResolver.java","L33459","1","0","4","0","3","4057","1","0"
"L33463","ClassResolvers.java","codec/src/main/java/io/netty/handler/codec/serialization/ClassResolvers.java","L33459","3","0","43","0","11","1649","2","0"
"L33464","CompactObjectInputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectInputStream.java","L33459","6","0","51","0","8","4057","2","0"
"L33465","CompactObjectOutputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/CompactObjectOutputStream.java","L33459","5","0","28","1","6","72","2","0"
"L33466","CompatibleObjectEncoder.java","codec/src/main/java/io/netty/handler/codec/serialization/CompatibleObjectEncoder.java","L33459","6","0","52","2","22","4057","3","0"
"L33467","ObjectDecoder.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoder.java","L33459","2","0","33","0","12","27","3","0"
"L33468","ObjectDecoderInputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectDecoderInputStream.java","L33459","6","0","146","0","6","4057","1","0"
"L33469","ObjectEncoder.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoder.java","L33459","1","0","25","0","14","4057","3","0"
"L33470","ObjectEncoderOutputStream.java","codec/src/main/java/io/netty/handler/codec/serialization/ObjectEncoderOutputStream.java","L33459","4","0","110","0","10","72","2","0"
"L33471","package-info.java","codec/src/main/java/io/netty/handler/codec/serialization/package-info.java","L33459","1","0","1","0","4","4057","1","0"
"L33472","ReferenceMap.java","codec/src/main/java/io/netty/handler/codec/serialization/ReferenceMap.java","L33459","3","0","68","0","4","4057","1","0"
"L33473","SoftReferenceMap.java","codec/src/main/java/io/netty/handler/codec/serialization/SoftReferenceMap.java","L33459","1","0","13","0","6","4057","2","0"
"L33474","WeakReferenceMap.java","codec/src/main/java/io/netty/handler/codec/serialization/WeakReferenceMap.java","L33459","1","0","13","0","6","4057","2","0"
"L34057","package-info.java","codec/src/main/java/io/netty/handler/codec/string/package-info.java","L34056","1","0","1","0","5","4057","1","0"
"L34058","StringDecoder.java","codec/src/main/java/io/netty/handler/codec/string/StringDecoder.java","L34056","2","0","28","1","19","4057","3","0"
"L34059","StringEncoder.java","codec/src/main/java/io/netty/handler/codec/string/StringEncoder.java","L34056","3","0","31","0","25","1649","3","0"
"L34202","package-info.java","codec/src/main/java/io/netty/handler/codec/xml/package-info.java","L34201","1","0","1","0","1","2","1","0"
"L34203","XmlFrameDecoder.java","codec/src/main/java/io/netty/handler/codec/xml/XmlFrameDecoder.java","L34201","51","0","126","1","4","1649","3","0"
"L8302","ByteToMessageDecoderTest.java","codec/src/test/java/io/netty/handler/codec/ByteToMessageDecoderTest.java","L8301","3","0","122","1","5","1649","3","0"
