@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L4481","6","0","50","0","0","0","15","true"
"L4482","1","0","6","0","0","0","2","false"
"L4483","1","0","20","0","0","0","3","false"
"L4484","15","0","134","1","4","0","16","false"
"L4485","8","0","117","0","0","0","13","false"
"L4486","21","0","138","0","0","0","2","false"
"L4487","11","0","72","0","0","0","2","false"
"L4488","1","0","1","0","0","0","1","false"
"L4489","3","0","24","0","0","0","2","false"
"L4490","14","0","81","0","0","0","2","false"
"L4491","4","0","51","0","0","0","2","false"
"L5555","5","0","40","0","0","0","14","true"
"L5556","1","0","4","0","0","0","1","false"
"L5557","1","0","4","0","0","0","1","false"
"L5558","1","0","1","0","0","0","1","false"
"L5559","1","0","4","0","0","0","1","false"
"L5560","2","0","22","0","0","0","6","false"
"L5612","1","0","37","0","0","0","3","false"
"L5613","1","0","1","0","0","0","1","false"
"L5614","1","0","20","0","0","0","10","false"
"L5615","4","0","97","1","4","0","14","true"
"L5616","1","0","4","0","0","0","1","false"
"L6031","1","0","24","1","20","0","10","false"
"L6032","3","0","13","0","0","0","4","false"
"L6033","13","0","80","0","0","0","11","false"
"L6034","1","0","19","1","20","0","5","false"
"L6035","5","0","44","0","0","0","2","false"
"L6036","1","0","5","0","0","0","2","false"
"L6037","1","0","4","0","0","0","2","false"
"L6038","16","0","102","0","0","0","14","true"
"L3570","17","0","99","0","0","0","14","true"
"L3571","7","0","101","0","0","0","9","false"
"L3572","4","0","38","0","0","0","2","false"
"L3883","1","0","9","0","0","0","1","false"
"L3884","2","0","18","0","0","0","2","true"
"L4873","3","0","37","0","0","0","9","false"
"L4874","3","0","19","0","0","0","4","false"
"L4875","2","0","12","0","0","0","1","false"
"L4918","4","0","28","0","0","0","4","false"
"L4919","1","0","12","0","0","0","2","false"
"L4920","4","0","36","0","0","0","4","false"
"L4921","1","0","15","0","0","0","3","false"
"L4922","4","0","34","0","0","0","6","true"
"L4923","2","0","20","0","0","0","4","false"
"L1640","1","0","15","0","0","0","1","false"
"L1641","3","0","54","0","0","0","1","false"
"L1642","1","0","1","0","0","0","1","false"
"L1643","1","0","35","0","0","0","1","false"
"L1903","1","0","15","0","0","0","1","false"
"L1904","1","0","1","0","0","0","1","false"
"L1905","1","0","9","0","0","0","1","false"
"L1694","1","0","11","0","0","0","1","false"
"L1695","7","0","65","0","0","0","1","false"
"L1696","20","0","108","0","0","0","1","false"
"L1697","1","0","123","0","0","0","1","false"
"L1698","1","0","1","0","0","0","1","false"
"L1919","2","0","51","0","0","0","1","false"
"L1920","1","0","15","0","0","0","1","false"
"L1921","1","0","78","0","0","0","1","false"
"L1922","1","0","1","0","0","0","1","false"
"L1923","2","0","50","0","0","0","1","false"
"L2035","1","0","22","0","0","0","1","false"
"L2036","13","0","120","0","0","0","1","true"
"L2037","1","0","81","0","0","0","1","false"
"L2038","2","0","17","0","0","0","1","false"
"L2039","5","0","42","0","0","0","1","false"
"L2040","1","0","8","0","0","0","1","false"
"L2041","6","0","49","0","0","0","1","false"
"L2042","1","0","5","0","0","0","1","false"
"L2043","1","0","6","0","0","0","1","false"
"L2044","1","0","5","0","0","0","1","false"
"L2045","1","0","6","0","0","0","1","false"
"L2046","1","0","8","0","0","0","1","false"
"L2047","1","0","9","0","0","0","1","false"
"L2048","1","0","10","0","0","0","1","false"
"L2049","1","0","6","0","0","0","1","false"
"L2050","1","0","1","0","0","0","1","false"
"L2051","1","0","9","0","0","0","1","false"
"L2052","1","0","94","0","0","1","5","false"
"L2053","2","0","169","0","0","0","1","false"
"L2054","1","0","43","0","0","0","1","false"
"L2055","1","0","65","0","0","0","1","true"
"L2056","1","0","10","0","0","1","3","false"
"L2410","1","0","21","0","0","0","1","false"
"L2411","1","0","42","0","0","0","2","false"
"L2412","1","0","1","0","0","0","1","false"
"L2413","1","0","40","0","0","0","1","false"
"L2414","2","0","91","0","0","0","1","false"
"L2415","1","0","27","0","0","0","1","false"
"L2416","3","0","50","0","0","0","1","false"
"L6470","3","0","63","0","0","0","1","false"
"L6471","1","0","1","0","0","0","1","false"
"L6472","1","0","28","0","0","0","1","false"
"L6557","1","0","139","2","20","0","45","true"
"L6558","3","0","39","0","0","0","3","false"
"L6559","1","0","1","0","0","0","1","false"
"L6560","1","0","38","0","0","0","7","true"
"L6561","1","0","23","0","0","0","1","false"
"L6499","1","0","136","0","0","0","1","false"
"L6500","1","0","1","0","0","0","1","false"
"L6760","25","0","385","0","0","0","20","true"
"L6761","6","0","60","0","0","0","14","false"
"L6762","1","0","11","0","0","0","5","false"
"L6890","1","0","43","0","0","0","3","false"
"L6916","1","0","78","0","0","0","2","false"
"L6917","1","0","29","0","0","0","1","false"
"L6918","1","0","9","0","0","0","2","false"
"L6982","4","0","148","0","0","0","11","false"
"L6983","1","0","44","0","0","0","8","false"
"L6984","1","0","25","0","0","0","2","false"
"L6985","1","0","35","0","0","0","2","false"
"L8444","1","0","68","0","0","0","5","false"
"L8445","1","0","16","0","0","0","3","false"
"L8446","2","0","76","0","0","0","1","false"
"L8447","1","0","191","0","0","0","4","false"
"L8448","1","0","82","0","0","0","3","false"
"L8449","1","0","66","1","4","0","4","false"
"L8450","1","0","25","0","0","0","3","false"
"L8451","1","0","10","0","0","0","1","false"
"L8452","1","0","100","0","0","0","7","false"
"L8761","1","0","31","0","0","0","1","false"
"L8762","1","0","57","0","0","0","1","false"
"L8763","1","0","52","0","0","0","4","true"
"L8764","1","0","53","0","0","0","7","false"
"L8765","1","0","22","0","0","0","1","false"
"L8897","1","0","51","0","0","0","5","false"
"L8898","1","0","135","0","0","0","6","false"
"L8899","1","0","119","0","0","0","2","false"
"L9941","1","0","52","0","0","0","3","false"
"L9942","1","0","24","0","0","0","1","false"
"L9943","1","0","11","0","0","0","4","false"
"L9944","1","0","29","0","0","0","3","false"
"L7063","1","0","206","1","20","0","15","false"
"L7241","1","0","18","0","0","0","1","false"
"L7242","2","0","43","0","0","0","7","false"
"L7243","2","0","265","1","4","0","39","false"
"L7364","1","0","46","0","0","0","12","false"
"L7365","2","0","39","0","0","0","10","false"
"L7417","1","0","43","0","0","0","6","false"
"L7418","1","0","19","0","0","0","5","false"
"L7445","1","0","191","0","0","0","5","true"
"L7446","1","0","31","0","0","0","2","false"
"L7447","1","0","41","0","0","0","3","false"
"L7448","1","0","201","1","4","0","7","false"
"L7449","1","0","59","0","0","0","3","false"
"L7450","3","0","33","0","0","0","3","false"
"L7451","1","0","103","0","0","0","3","false"
"L7830","1","0","28","0","0","0","3","false"
"L7831","1","0","63","0","0","0","8","false"
"L7832","1","0","48","0","0","0","4","false"
"L9098","1","0","35","0","0","0","2","false"
"L9099","1","0","22","0","0","0","4","false"
"L9100","1","0","178","0","0","0","12","true"
"L9101","1","0","67","0","0","0","1","false"
"L9102","1","0","133","1","4","0","6","false"
"L9103","1","0","69","0","0","0","15","true"
"L9104","1","0","37","0","0","0","3","false"
"L9373","1","0","54","0","0","0","1","false"
"L9374","1","0","31","0","0","0","1","false"
"L9375","2","0","22","0","0","0","1","false"
"L9434","1","0","455","0","0","0","8","false"
"L9435","1","0","51","0","0","0","1","false"
"L9436","1","0","26","0","0","0","1","false"
"L9437","2","0","89","0","0","0","6","false"
"L9438","2","0","124","0","0","0","12","false"
"L9439","6","0","142","0","0","0","8","false"
"L9947","1","0","3","0","0","0","1","false"
"L9948","1","0","5","0","0","0","1","false"
"L7844","1","0","4","0","0","0","1","false"
"L7845","8","0","99","0","0","0","5","false"
"L7846","3","0","46","0","0","0","3","false"
"L7847","4","0","44","0","0","0","1","false"
"L7848","1","0","11","0","0","0","2","false"
"L7849","3","0","21","0","0","0","1","false"
"L7850","1","0","6","0","0","0","1","false"
"L7851","4","0","52","0","0","0","10","false"
"L7852","1","0","14","0","0","0","1","false"
"L8131","1","0","158","0","0","0","4","false"
"L8132","1","0","26","0","0","0","3","false"
"L8133","1","0","104","0","0","0","13","true"
"L8134","1","0","41","0","0","0","13","false"
"L8135","1","0","122","0","0","0","10","false"
"L8136","1","0","121","0","0","0","1","false"
"L8137","3","0","68","0","0","0","8","false"
