"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of developer commits","Number of committers","Number of bugs"
"L4050","ChannelUpstreamHandler.java","src/main/java/org/jboss/netty/channel/ChannelUpstreamHandler.java","L4024","1","0","6","0","23","4057","1","0"
"L4051","ChildChannelStateEvent.java","src/main/java/org/jboss/netty/channel/ChildChannelStateEvent.java","L4024","1","0","6","0","10","4057","1","0"
"L4052","CompleteChannelFuture.java","src/main/java/org/jboss/netty/channel/CompleteChannelFuture.java","L4024","6","0","89","0","13","4057","1","0"
"L4053","DefaultChannelConfig.java","src/main/java/org/jboss/netty/channel/DefaultChannelConfig.java","L4024","7","0","62","0","9","4057","1","0"
"L4054","DefaultChannelFuture.java","src/main/java/org/jboss/netty/channel/DefaultChannelFuture.java","L4024","55","0","334","0","26","4057","1","0"
"L4055","DefaultChannelPipeline.java","src/main/java/org/jboss/netty/channel/DefaultChannelPipeline.java","L4024","88","0","680","0","32","4057","1","0"
"L4056","DefaultChildChannelStateEvent.java","src/main/java/org/jboss/netty/channel/DefaultChildChannelStateEvent.java","L4024","4","0","37","0","12","4057","1","0"
"L4057","DefaultExceptionEvent.java","src/main/java/org/jboss/netty/channel/DefaultExceptionEvent.java","L4024","3","0","34","0","14","4057","1","0"
"L4058","DefaultFileRegion.java","src/main/java/org/jboss/netty/channel/DefaultFileRegion.java","L4024","5","0","46","0","4","4057","1","1"
"L4059","DefaultServerChannelConfig.java","src/main/java/org/jboss/netty/channel/DefaultServerChannelConfig.java","L4024","6","0","59","0","8","4057","1","0"
"L4060","DefaultWriteCompletionEvent.java","src/main/java/org/jboss/netty/channel/DefaultWriteCompletionEvent.java","L4024","3","0","38","0","13","4057","1","0"
"L4061","DownstreamChannelStateEvent.java","src/main/java/org/jboss/netty/channel/DownstreamChannelStateEvent.java","L4024","11","0","81","0","10","4057","1","0"
"L4062","DownstreamMessageEvent.java","src/main/java/org/jboss/netty/channel/DownstreamMessageEvent.java","L4024","6","0","57","0","17","4057","1","0"
"L4063","ExceptionEvent.java","src/main/java/org/jboss/netty/channel/ExceptionEvent.java","L4024","1","0","4","0","7","4057","1","0"
"L4064","FailedChannelFuture.java","src/main/java/org/jboss/netty/channel/FailedChannelFuture.java","L4024","2","0","19","0","6","4057","1","0"
"L4065","FileRegion.java","src/main/java/org/jboss/netty/channel/FileRegion.java","L4024","1","0","10","0","8","4057","1","1"
"L4066","FixedReceiveBufferSizePredictor.java","src/main/java/org/jboss/netty/channel/FixedReceiveBufferSizePredictor.java","L4024","2","0","19","0","6","4057","1","0"
"L4067","FixedReceiveBufferSizePredictorFactory.java","src/main/java/org/jboss/netty/channel/FixedReceiveBufferSizePredictorFactory.java","L4024","1","0","12","0","3","4057","1","0"
"L4068","LifeCycleAwareChannelHandler.java","src/main/java/org/jboss/netty/channel/LifeCycleAwareChannelHandler.java","L4024","1","0","7","0","12","4057","1","0"
"L4069","MessageEvent.java","src/main/java/org/jboss/netty/channel/MessageEvent.java","L4024","1","0","6","0","8","4057","1","0"
"L4070","package-info.java","src/main/java/org/jboss/netty/channel/package-info.java","L4024","1","0","1","0","7","4057","1","0"
"L4071","ReceiveBufferSizePredictor.java","src/main/java/org/jboss/netty/channel/ReceiveBufferSizePredictor.java","L4024","1","0","6","0","5","4057","1","0"
"L4072","ReceiveBufferSizePredictorFactory.java","src/main/java/org/jboss/netty/channel/ReceiveBufferSizePredictorFactory.java","L4024","1","0","4","0","3","4057","1","0"
"L4073","ServerChannel.java","src/main/java/org/jboss/netty/channel/ServerChannel.java","L4024","1","0","4","0","5","4057","1","0"
"L4074","ServerChannelFactory.java","src/main/java/org/jboss/netty/channel/ServerChannelFactory.java","L4024","1","0","5","0","7","4057","1","0"
"L4075","SimpleChannelDownstreamHandler.java","src/main/java/org/jboss/netty/channel/SimpleChannelDownstreamHandler.java","L4024","10","0","65","0","6","4057","1","0"
"L4076","SimpleChannelHandler.java","src/main/java/org/jboss/netty/channel/SimpleChannelHandler.java","L4024","24","0","174","0","20","4057","1","0"
"L4077","SimpleChannelUpstreamHandler.java","src/main/java/org/jboss/netty/channel/SimpleChannelUpstreamHandler.java","L4024","15","0","115","0","9","4057","1","0"
"L4078","StaticChannelPipeline.java","src/main/java/org/jboss/netty/channel/StaticChannelPipeline.java","L4024","55","0","453","0","10","4057","1","0"
"L4079","SucceededChannelFuture.java","src/main/java/org/jboss/netty/channel/SucceededChannelFuture.java","L4024","1","0","14","0","6","4057","1","0"
"L4080","UpstreamChannelStateEvent.java","src/main/java/org/jboss/netty/channel/UpstreamChannelStateEvent.java","L4024","10","0","74","0","10","4057","1","0"
"L4081","UpstreamMessageEvent.java","src/main/java/org/jboss/netty/channel/UpstreamMessageEvent.java","L4024","5","0","52","0","17","4057","1","0"
"L4082","WriteCompletionEvent.java","src/main/java/org/jboss/netty/channel/WriteCompletionEvent.java","L4024","1","0","4","0","5","4057","1","0"
"L23282","AbstractInternalLogger.java","src/main/java/org/jboss/netty/logging/AbstractInternalLogger.java","L23281","13","0","59","0","2","4057","1","0"
"L23283","CommonsLogger.java","src/main/java/org/jboss/netty/logging/CommonsLogger.java","L23281","1","0","62","0","5","4057","1","0"
"L23284","CommonsLoggerFactory.java","src/main/java/org/jboss/netty/logging/CommonsLoggerFactory.java","L23281","1","0","9","0","6","4057","1","0"
"L23285","InternalLogger.java","src/main/java/org/jboss/netty/logging/InternalLogger.java","L23281","1","0","18","0","5","4057","1","0"
"L23286","InternalLoggerFactory.java","src/main/java/org/jboss/netty/logging/InternalLoggerFactory.java","L23281","2","0","91","0","13","4057","1","0"
"L23287","InternalLogLevel.java","src/main/java/org/jboss/netty/logging/InternalLogLevel.java","L23281","1","0","7","0","2","4057","1","0"
"L23288","JBossLogger.java","src/main/java/org/jboss/netty/logging/JBossLogger.java","L23281","1","0","62","0","4","4057","1","0"
"L23289","JBossLoggerFactory.java","src/main/java/org/jboss/netty/logging/JBossLoggerFactory.java","L23281","1","0","9","0","5","4057","1","0"
"L23290","JdkLogger.java","src/main/java/org/jboss/netty/logging/JdkLogger.java","L23281","1","0","63","0","6","4057","1","0"
"L23291","JdkLoggerFactory.java","src/main/java/org/jboss/netty/logging/JdkLoggerFactory.java","L23281","1","0","9","0","6","4057","1","0"
"L23292","Log4JLogger.java","src/main/java/org/jboss/netty/logging/Log4JLogger.java","L23281","1","0","60","0","4","4057","1","0"
"L23293","Log4JLoggerFactory.java","src/main/java/org/jboss/netty/logging/Log4JLoggerFactory.java","L23281","1","0","9","0","5","4057","1","0"
"L23294","OsgiLogger.java","src/main/java/org/jboss/netty/logging/OsgiLogger.java","L23281","9","0","106","0","4","4057","1","0"
"L23295","OsgiLoggerFactory.java","src/main/java/org/jboss/netty/logging/OsgiLoggerFactory.java","L23281","4","0","54","0","2","4057","1","0"
"L23296","package-info.java","src/main/java/org/jboss/netty/logging/package-info.java","L23281","1","0","1","0","4","4057","1","0"
"L23297","Slf4JLogger.java","src/main/java/org/jboss/netty/logging/Slf4JLogger.java","L23281","1","0","60","0","4","4057","1","0"
"L23298","Slf4JLoggerFactory.java","src/main/java/org/jboss/netty/logging/Slf4JLoggerFactory.java","L23281","1","0","9","0","5","4057","1","0"
"L23839","CharsetUtil.java","src/main/java/org/jboss/netty/util/CharsetUtil.java","L23838","5","0","67","0","2","4057","1","0"
"L23840","DebugUtil.java","src/main/java/org/jboss/netty/util/DebugUtil.java","L23838","5","0","23","0","5","4057","1","0"
"L23841","DefaultObjectSizeEstimator.java","src/main/java/org/jboss/netty/util/DefaultObjectSizeEstimator.java","L23838","17","0","85","0","5","4057","1","0"
"L23842","EstimatableObjectWrapper.java","src/main/java/org/jboss/netty/util/EstimatableObjectWrapper.java","L23838","1","0","4","0","2","4057","1","0"
"L23843","ExternalResourceReleasable.java","src/main/java/org/jboss/netty/util/ExternalResourceReleasable.java","L23838","1","0","4","0","3","4057","1","0"
"L23844","ExternalResourceUtil.java","src/main/java/org/jboss/netty/util/ExternalResourceUtil.java","L23838","4","0","19","0","2","4057","1","0"
"L23845","HashedWheelTimer.java","src/main/java/org/jboss/netty/util/HashedWheelTimer.java","L23838","46","0","344","0","18","4057","1","0"
"L23846","MapBackedSet.java","src/main/java/org/jboss/netty/util/MapBackedSet.java","L23838","1","0","37","0","4","4057","1","0"
"L23847","NamedThreadFactory.java","src/main/java/org/jboss/netty/util/NamedThreadFactory.java","L23838","5","0","42","0","5","4057","1","0"
"L23848","ObjectSizeEstimator.java","src/main/java/org/jboss/netty/util/ObjectSizeEstimator.java","L23838","1","0","4","0","3","4057","1","0"
"L23849","package-info.java","src/main/java/org/jboss/netty/util/package-info.java","L23838","1","0","1","0","4","4057","1","0"
"L23850","Timeout.java","src/main/java/org/jboss/netty/util/Timeout.java","L23838","1","0","8","0","4","4057","1","0"
"L23851","Timer.java","src/main/java/org/jboss/netty/util/Timer.java","L23838","1","0","7","0","5","4057","1","0"
"L23852","TimerTask.java","src/main/java/org/jboss/netty/util/TimerTask.java","L23838","1","0","5","0","3","4057","1","0"
"L23853","VirtualExecutorService.java","src/main/java/org/jboss/netty/util/VirtualExecutorService.java","L23838","12","0","112","0","6","4057","1","0"
"L5718","ChannelGroup.java","src/main/java/org/jboss/netty/channel/group/ChannelGroup.java","L5717","1","0","23","0","12","4057","1","0"
"L5719","ChannelGroupFuture.java","src/main/java/org/jboss/netty/channel/group/ChannelGroupFuture.java","L5717","1","0","30","0","14","4057","1","0"
"L5720","ChannelGroupFutureListener.java","src/main/java/org/jboss/netty/channel/group/ChannelGroupFutureListener.java","L5717","1","0","5","0","5","4057","1","0"
"L5721","CombinedIterator.java","src/main/java/org/jboss/netty/channel/group/CombinedIterator.java","L5717","7","0","50","0","3","4057","1","0"
"L5722","DefaultChannelGroup.java","src/main/java/org/jboss/netty/channel/group/DefaultChannelGroup.java","L5717","32","0","243","0","18","4057","1","0"
"L5723","DefaultChannelGroupFuture.java","src/main/java/org/jboss/netty/channel/group/DefaultChannelGroupFuture.java","L5717","49","0","309","0","15","4057","1","0"
"L5724","package-info.java","src/main/java/org/jboss/netty/channel/group/package-info.java","L5717","1","0","1","0","4","4057","1","0"
"L6053","DefaultLocalChannel.java","src/main/java/org/jboss/netty/channel/local/DefaultLocalChannel.java","L6052","19","0","155","0","15","4057","1","2"
"L6054","DefaultLocalClientChannelFactory.java","src/main/java/org/jboss/netty/channel/local/DefaultLocalClientChannelFactory.java","L6052","1","0","16","0","8","4057","1","2"
"L6055","DefaultLocalServerChannel.java","src/main/java/org/jboss/netty/channel/local/DefaultLocalServerChannel.java","L6052","3","0","40","0","6","4057","1","2"
"L6056","DefaultLocalServerChannelFactory.java","src/main/java/org/jboss/netty/channel/local/DefaultLocalServerChannelFactory.java","L6052","1","0","16","0","8","4057","1","2"
"L6057","LocalAddress.java","src/main/java/org/jboss/netty/channel/local/LocalAddress.java","L6052","12","0","80","0","21","4057","1","1"
"L6058","LocalChannel.java","src/main/java/org/jboss/netty/channel/local/LocalChannel.java","L6052","1","0","8","0","21","4057","1","0"
"L6059","LocalChannelRegistry.java","src/main/java/org/jboss/netty/channel/local/LocalChannelRegistry.java","L6052","1","0","22","0","6","4057","1","0"
"L6060","LocalClientChannelFactory.java","src/main/java/org/jboss/netty/channel/local/LocalClientChannelFactory.java","L6052","1","0","7","0","14","4057","1","0"
"L6061","LocalClientChannelSink.java","src/main/java/org/jboss/netty/channel/local/LocalClientChannelSink.java","L6052","15","0","116","0","19","4057","1","2"
"L6062","LocalServerChannel.java","src/main/java/org/jboss/netty/channel/local/LocalServerChannel.java","L6052","1","0","8","0","15","4057","1","0"
"L6063","LocalServerChannelFactory.java","src/main/java/org/jboss/netty/channel/local/LocalServerChannelFactory.java","L6052","1","0","7","0","12","4057","1","0"
"L6064","LocalServerChannelSink.java","src/main/java/org/jboss/netty/channel/local/LocalServerChannelSink.java","L6052","22","0","118","0","15","4057","1","0"
"L6065","package-info.java","src/main/java/org/jboss/netty/channel/local/package-info.java","L6052","1","0","1","0","4","4057","1","0"
"L6389","RXTXChannel.java","src/main/java/org/jboss/netty/channel/rxtx/RXTXChannel.java","L6388","1","0","46","0","1","4057","1","0"
"L6390","RXTXChannelConfig.java","src/main/java/org/jboss/netty/channel/rxtx/RXTXChannelConfig.java","L6388","11","0","140","0","1","4057","1","0"
"L6391","RXTXChannelFactory.java","src/main/java/org/jboss/netty/channel/rxtx/RXTXChannelFactory.java","L6388","1","0","30","0","1","4057","1","0"
"L6392","RXTXChannelSink.java","src/main/java/org/jboss/netty/channel/rxtx/RXTXChannelSink.java","L6388","29","0","246","0","1","4057","1","0"
"L6393","RXTXDeviceAddress.java","src/main/java/org/jboss/netty/channel/rxtx/RXTXDeviceAddress.java","L6388","1","0","12","0","1","4057","1","0"
"L6903","ClientSocketChannelFactory.java","src/main/java/org/jboss/netty/channel/socket/ClientSocketChannelFactory.java","L6902","1","0","7","0","6","4057","1","0"
"L6904","DatagramChannel.java","src/main/java/org/jboss/netty/channel/socket/DatagramChannel.java","L6902","1","0","17","0","8","4057","1","0"
"L6905","DatagramChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/DatagramChannelConfig.java","L6902","1","0","33","0","8","4057","1","0"
"L6906","DatagramChannelFactory.java","src/main/java/org/jboss/netty/channel/socket/DatagramChannelFactory.java","L6902","1","0","7","0","5","4057","1","0"
"L6907","DefaultDatagramChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/DefaultDatagramChannelConfig.java","L6902","44","0","269","0","11","4057","1","0"
"L6908","DefaultServerSocketChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/DefaultServerSocketChannelConfig.java","L6902","11","0","80","0","13","4057","1","0"
"L6909","DefaultSocketChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/DefaultSocketChannelConfig.java","L6902","25","0","161","0","12","4057","1","0"
"L6910","package-info.java","src/main/java/org/jboss/netty/channel/socket/package-info.java","L6902","1","0","1","0","4","4057","1","0"
"L6911","ServerSocketChannel.java","src/main/java/org/jboss/netty/channel/socket/ServerSocketChannel.java","L6902","1","0","11","0","9","4057","1","0"
"L6912","ServerSocketChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/ServerSocketChannelConfig.java","L6902","1","0","12","0","9","4057","1","0"
"L6913","ServerSocketChannelFactory.java","src/main/java/org/jboss/netty/channel/socket/ServerSocketChannelFactory.java","L6902","1","0","8","0","7","4057","1","0"
"L6914","SocketChannel.java","src/main/java/org/jboss/netty/channel/socket/SocketChannel.java","L6902","1","0","11","0","7","4057","1","0"
"L6915","SocketChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/SocketChannelConfig.java","L6902","1","0","21","0","9","4057","1","0"
"L12025","NettyLoggerConfigurator.java","src/main/java/org/jboss/netty/container/microcontainer/NettyLoggerConfigurator.java","L12024","1","0","8","0","1","4057","1","0"
"L12026","package-info.java","src/main/java/org/jboss/netty/container/microcontainer/package-info.java","L12024","1","0","1","0","3","4057","1","0"
"L12039","NettyBundleActivator.java","src/main/java/org/jboss/netty/container/osgi/NettyBundleActivator.java","L12038","2","0","21","0","18","4057","1","0"
"L12040","package-info.java","src/main/java/org/jboss/netty/container/osgi/package-info.java","L12038","1","0","1","0","3","4057","1","0"
"L12061","NettyLoggerConfigurator.java","src/main/java/org/jboss/netty/container/spring/NettyLoggerConfigurator.java","L12060","1","0","8","0","1","4057","1","0"
"L12062","package-info.java","src/main/java/org/jboss/netty/container/spring/package-info.java","L12060","1","0","1","0","3","4057","1","0"
"L12074","DiscardClient.java","src/main/java/org/jboss/netty/example/discard/DiscardClient.java","L12073","4","0","41","0","14","4057","1","0"
"L12075","DiscardClientHandler.java","src/main/java/org/jboss/netty/example/discard/DiscardClientHandler.java","L12073","6","0","76","0","10","4057","1","0"
"L12076","DiscardServer.java","src/main/java/org/jboss/netty/example/discard/DiscardServer.java","L12073","1","0","23","0","11","4057","1","0"
"L12077","DiscardServerHandler.java","src/main/java/org/jboss/netty/example/discard/DiscardServerHandler.java","L12073","2","0","38","0","7","4057","1","0"
"L12162","EchoClient.java","src/main/java/org/jboss/netty/example/echo/EchoClient.java","L12161","4","0","41","0","11","4057","1","0"
"L12163","EchoClientHandler.java","src/main/java/org/jboss/netty/example/echo/EchoClientHandler.java","L12161","3","0","50","0","4","4057","1","0"
"L12164","EchoServer.java","src/main/java/org/jboss/netty/example/echo/EchoServer.java","L12161","1","0","23","0","10","4057","1","0"
"L12165","EchoServerHandler.java","src/main/java/org/jboss/netty/example/echo/EchoServerHandler.java","L12161","1","0","32","0","5","4057","1","0"
"L12229","BigIntegerDecoder.java","src/main/java/org/jboss/netty/example/factorial/BigIntegerDecoder.java","L12228","4","0","31","0","7","4057","1","0"
"L12230","FactorialClient.java","src/main/java/org/jboss/netty/example/factorial/FactorialClient.java","L12228","3","0","36","0","9","4057","1","0"
"L12231","FactorialClientHandler.java","src/main/java/org/jboss/netty/example/factorial/FactorialClientHandler.java","L12228","8","0","90","0","11","4057","1","0"
"L12232","FactorialClientPipelineFactory.java","src/main/java/org/jboss/netty/example/factorial/FactorialClientPipelineFactory.java","L12228","1","0","24","0","10","4057","1","0"
"L12233","FactorialServer.java","src/main/java/org/jboss/netty/example/factorial/FactorialServer.java","L12228","1","0","15","0","6","4057","1","0"
"L12234","FactorialServerHandler.java","src/main/java/org/jboss/netty/example/factorial/FactorialServerHandler.java","L12228","3","0","53","0","8","4057","1","0"
"L12235","FactorialServerPipelineFactory.java","src/main/java/org/jboss/netty/example/factorial/FactorialServerPipelineFactory.java","L12228","1","0","20","0","10","4057","1","0"
"L12236","NumberEncoder.java","src/main/java/org/jboss/netty/example/factorial/NumberEncoder.java","L12228","3","0","29","0","10","4057","1","0"
"L13192","LocalExample.java","src/main/java/org/jboss/netty/example/local/LocalExample.java","L13191","5","0","57","0","15","4057","1","0"
"L13193","LocalExampleMultthreaded.java","src/main/java/org/jboss/netty/example/local/LocalExampleMultthreaded.java","L13191","5","0","64","0","5","4057","1","0"
"L13194","LocalServerPipelineFactory.java","src/main/java/org/jboss/netty/example/local/LocalServerPipelineFactory.java","L13191","5","0","57","0","7","4057","1","0"
"L13277","LocalTimeClient.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeClient.java","L13276","6","0","63","0","5","4057","1","0"
"L13278","LocalTimeClientHandler.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeClientHandler.java","L13276","7","0","93","0","10","4057","1","0"
"L13279","LocalTimeClientPipelineFactory.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeClientPipelineFactory.java","L13276","1","0","20","0","6","4057","1","0"
"L13280","LocalTimeProtocol.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeProtocol.java","L13276","149","0","1647","0","7","4057","1","0"
"L13281","LocalTimeServer.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeServer.java","L13276","1","0","15","0","5","4057","1","0"
"L13282","LocalTimeServerHandler.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeServerHandler.java","L13276","3","0","64","0","7","4057","1","0"
"L13283","LocalTimeServerPipelineFactory.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeServerPipelineFactory.java","L13276","1","0","20","0","6","4057","1","0"
"L14150","ObjectEchoClient.java","src/main/java/org/jboss/netty/example/objectecho/ObjectEchoClient.java","L14149","4","0","43","0","8","4057","1","0"
"L14151","ObjectEchoClientHandler.java","src/main/java/org/jboss/netty/example/objectecho/ObjectEchoClientHandler.java","L14149","5","0","61","0","3","4057","1","0"
"L14152","ObjectEchoServer.java","src/main/java/org/jboss/netty/example/objectecho/ObjectEchoServer.java","L14149","1","0","29","0","8","4057","1","0"
"L14153","ObjectEchoServerHandler.java","src/main/java/org/jboss/netty/example/objectecho/ObjectEchoServerHandler.java","L14149","3","0","43","0","3","4057","1","0"
"L14234","PortUnificationServer.java","src/main/java/org/jboss/netty/example/portunification/PortUnificationServer.java","L14233","1","0","23","0","2","4057","1","0"
"L14235","PortUnificationServerHandler.java","src/main/java/org/jboss/netty/example/portunification/PortUnificationServerHandler.java","L14233","31","0","115","0","4","4057","1","0"
"L14294","HexDumpProxy.java","src/main/java/org/jboss/netty/example/proxy/HexDumpProxy.java","L14293","2","0","32","0","5","4057","1","0"
