"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","Number of bugs"
"L22560","FindBodyContainerVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/FindBodyContainerVisitor.java","L22553","3","0","65","1","0","1","4843","0"
"L22561","FindContainerVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/FindContainerVisitor.java","L22553","3","0","65","5","0","2","4843","0"
"L22562","FindDeclarationNodeVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/FindDeclarationNodeVisitor.java","L22553","5","0","37","1","0","1","4843","0"
"L22563","FindDeclarationVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/FindDeclarationVisitor.java","L22553","3","0","37","5","0","1","4843","0"
"L22564","FindDocumentableVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/FindDocumentableVisitor.java","L22553","12","0","55","2","0","1","4843","0"
"L22565","FindReferenceVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/FindReferenceVisitor.java","L22553","39","0","182","26","0","2","4843","0"
"L22566","FindRefinementsVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/FindRefinementsVisitor.java","L22553","5","0","30","3","0","1","4843","0"
"L22567","FindStatementVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/FindStatementVisitor.java","L22553","9","0","56","7","0","1","4843","0"
"L22568","FindSubtypesVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/FindSubtypesVisitor.java","L22553","4","0","33","2","0","1","4843","0"
"L22569","MarkerUtils.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/MarkerUtils.java","L22553","11","0","42","2","0","2","20","0"
"L22570","SearchVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/util/SearchVisitor.java","L22553","10","0","43","2","0","1","4843","0"
"L119","AdditionalAnnotationCreator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/AdditionalAnnotationCreator.java","L118","31","0","181","10","0","3","4843","0"
"L120","AnnotationCreator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/AnnotationCreator.java","L118","18","0","129","23","0","3","4843","0"
"L121","AutoEdit.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/AutoEdit.java","L118","300","0","870","11","0","1","4843","0"
"L122","AutoEditTest.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/AutoEditTest.java","L118","12","0","405","3","0","1","4843","0"
"L123","CeylonAnnotation.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonAnnotation.java","L118","1","0","58","7","0","2","4843","0"
"L124","CeylonAutoEditStrategy.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonAutoEditStrategy.java","L118","8","0","64","61","0","6","4843","0"
"L125","CeylonBreakIterator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonBreakIterator.java","L118","32","0","251","1","0","1","4843","0"
"L126","CeylonEditor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonEditor.java","L118","115","0","1019","98","0","3","4843","0"
"L127","CeylonInitializerAnnotation.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonInitializerAnnotation.java","L118","6","0","81","10","0","2","4843","0"
"L128","CeylonOccurrenceMarker.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonOccurrenceMarker.java","L118","5","0","42","7","0","2","4843","0"
"L129","CeylonProjectionAnnotation.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonProjectionAnnotation.java","L118","1","0","11","1","0","1","4843","0"
"L130","CeylonRangeIndicator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonRangeIndicator.java","L118","6","0","66","6","0","2","4843","0"
"L131","CeylonSelectAnnotationRulerAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonSelectAnnotationRulerAction.java","L118","5","0","55","5","0","1","4843","0"
"L132","CeylonSourceViewer.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonSourceViewer.java","L118","119","0","569","37","0","2","4843","0"
"L133","CeylonSourceViewerConfiguration.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonSourceViewerConfiguration.java","L118","15","0","319","55","0","3","4843","0"
"L134","CeylonTaskUtil.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonTaskUtil.java","L118","15","0","104","3","0","2","4843","0"
"L135","CeylonWordIterator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CeylonWordIterator.java","L118","23","0","122","1","0","1","4843","0"
"L136","CodePopup.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/CodePopup.java","L118","11","0","208","14","0","1","4843","0"
"L137","DocumentCharacterIterator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/DocumentCharacterIterator.java","L118","20","0","113","1","0","1","4843","0"
"L138","DoubleClickStrategy.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/DoubleClickStrategy.java","L118","42","0","200","4","0","2","4843","0"
"L139","DynamicMenuItem.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/DynamicMenuItem.java","L118","4","0","41","1","0","1","4843","0"
"L140","EditorActionIds.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/EditorActionIds.java","L118","1","0","19","8","0","2","4843","0"
"L141","EditorActionMessages.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/EditorActionMessages.java","L118","1","0","6","1","0","1","4843","0"
"L142","EditorInputUtils.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/EditorInputUtils.java","L118","16","0","67","2","0","2","20","0"
"L143","EditorUtility.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/EditorUtility.java","L118","31","0","159","7","0","2","4843","0"
"L144","FoldingActionGroup.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/FoldingActionGroup.java","L118","16","0","180","10","0","2","4843","0"
"L145","FoldingMessages.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/FoldingMessages.java","L118","2","0","26","2","0","2","20","0"
"L146","GotoMatchingFenceAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/GotoMatchingFenceAction.java","L118","18","0","87","4","0","2","4843","0"
"L147","GotoNextTargetAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/GotoNextTargetAction.java","L118","1","0","14","5","0","2","20","0"
"L148","GotoPreviousTargetAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/GotoPreviousTargetAction.java","L118","1","0","14","5","0","2","20","0"
"L149","ImportsTransfer.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/ImportsTransfer.java","L118","3","0","37","8","0","1","4843","0"
"L150","IProblemChangedListener.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/IProblemChangedListener.java","L118","1","0","5","1","0","1","4843","0"
"L151","MarkerAnnotationUpdater.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/MarkerAnnotationUpdater.java","L118","16","0","69","3","0","1","4843","0"
"L152","MarkOccurrencesAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/MarkOccurrencesAction.java","L118","39","0","290","16","0","2","4843","0"
"L153","PresentationDamageRepairer.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/PresentationDamageRepairer.java","L118","86","0","259","24","0","3","4843","0"
"L154","ProblemMarkerManager.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/ProblemMarkerManager.java","L118","25","0","115","5","0","2","4843","0"
"L155","ProjectionAnnotationManager.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/ProjectionAnnotationManager.java","L118","42","0","231","2","0","1","4843","0"
"L156","QuickMenuAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/QuickMenuAction.java","L118","3","0","39","2","0","1","4843","0"
"L157","RefinementAnnotation.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/RefinementAnnotation.java","L118","1","0","19","2","0","1","4843","0"
"L158","RefinementAnnotationImageProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/RefinementAnnotationImageProvider.java","L118","2","0","25","2","0","1","4843","0"
"L159","RestorePreviousSelectionAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/RestorePreviousSelectionAction.java","L118","8","0","65","2","0","1","4843","0"
"L160","RulerEnableDisableBreakpointAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/RulerEnableDisableBreakpointAction.java","L118","8","0","53","2","0","2","20","0"
"L161","SelectEnclosingAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/SelectEnclosingAction.java","L118","19","0","178","9","0","2","4843","0"
"L162","SelectRulerAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/SelectRulerAction.java","L118","1","0","12","1","0","1","4843","0"
"L163","SequenceCharacterIterator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/SequenceCharacterIterator.java","L118","12","0","82","1","0","1","4843","0"
"L164","SourceArchiveDocumentProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/SourceArchiveDocumentProvider.java","L118","9","0","78","4","0","2","4843","0"
"L165","SourceTransfer.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/SourceTransfer.java","L118","1","0","27","6","0","1","4843","0"
"L166","StreamUtils.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/StreamUtils.java","L118","10","0","62","2","0","2","20","0"
"L167","TargetNavigationAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/TargetNavigationAction.java","L118","5","0","42","5","0","2","4843","0"
"L168","TerminateStatementAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/TerminateStatementAction.java","L118","106","0","526","23","0","1","4843","0"
"L169","ToggleBreakpointAdapter.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/ToggleBreakpointAdapter.java","L118","20","0","146","6","0","2","4843","0"
"L170","ToggleFoldingRunner.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/ToggleFoldingRunner.java","L118","10","0","63","1","0","1","4843","0"
"L171","Util.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/editor/Util.java","L118","9","0","92","6","0","2","20","0"
"L3792","AppearanceAwareLabelProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/AppearanceAwareLabelProvider.java","L3791","14","0","77","2","0","2","20","0"
"L3793","DecoratingJavaLabelProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/DecoratingJavaLabelProvider.java","L3791","3","0","28","2","0","2","20","0"
"L3794","GotoPackageAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/GotoPackageAction.java","L3791","4","0","62","2","0","2","20","0"
"L3795","GotoRequiredProjectAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/GotoRequiredProjectAction.java","L3791","2","0","23","2","0","2","20","0"
"L3796","GotoResourceAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/GotoResourceAction.java","L3791","11","0","82","2","0","2","20","0"
"L3797","GotoTypeAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/GotoTypeAction.java","L3791","9","0","83","2","0","2","20","0"
"L3798","JavaElementImageProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/JavaElementImageProvider.java","L3791","134","0","433","5","0","2","4843","0"
"L3799","JavaUILabelProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/JavaUILabelProvider.java","L3791","26","0","168","2","0","2","20","0"
"L3800","LayoutAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/LayoutAction.java","L3791","3","0","30","2","0","2","20","0"
"L3801","LayoutActionGroup.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/LayoutActionGroup.java","L3791","1","0","32","2","0","2","20","0"
"L3802","PackageExplorerActionGroup.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/PackageExplorerActionGroup.java","L3791","52","0","368","3","0","3","152","0"
"L3803","PackageExplorerContentProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/PackageExplorerContentProvider.java","L3791","216","0","822","2","0","2","20","0"
"L3804","PackageExplorerLabelProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/PackageExplorerLabelProvider.java","L3791","18","0","111","5","0","2","4843","0"
"L3805","PackageExplorerPart.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/PackageExplorerPart.java","L3791","221","0","1145","6","0","3","4843","0"
"L3806","PackageExplorerProblemsLabelDecorator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/PackageExplorerProblemsLabelDecorator.java","L3791","12","0","50","2","0","1","4843","0"
"L3807","PackagesFrameSource.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/PackagesFrameSource.java","L3791","1","0","17","2","0","2","20","0"
"L3808","ShowLibrariesNodeAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/ShowLibrariesNodeAction.java","L3791","1","0","15","2","0","2","20","0"
"L3809","WorkingSetAwareContentProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/WorkingSetAwareContentProvider.java","L3791","38","0","205","2","0","2","20","0"
"L3810","WorkingSetDropAdapter.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/explorer/WorkingSetDropAdapter.java","L3791","45","0","247","3","0","2","4843","0"
"L5213","AbstractAnnotationHover.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/AbstractAnnotationHover.java","L5212","48","0","490","17","0","2","4843","0"
"L5214","AnnotationIterator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/AnnotationIterator.java","L5212","8","0","53","3","0","2","4843","0"
"L5215","BestMatchHover.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/BestMatchHover.java","L5212","12","0","72","8","0","2","4843","0"
"L5216","BrowserInformationControl.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/BrowserInformationControl.java","L5212","41","0","331","10","0","1","4843","0"
"L5217","BrowserInformationControlInput.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/BrowserInformationControlInput.java","L5212","1","0","14","2","0","1","4843","0"
"L5218","BrowserInput.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/BrowserInput.java","L5212","2","0","18","1","0","1","4843","0"
"L5219","CeylonAnnotationHover.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/CeylonAnnotationHover.java","L5212","5","0","23","8","0","3","4843","0"
"L5220","CeylonBrowserInformationControlInput.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/CeylonBrowserInformationControlInput.java","L5212","4","0","41","1","0","1","4843","0"
"L5221","CeylonHover.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/CeylonHover.java","L5212","286","0","1398","14","0","2","4843","0"
"L5222","CeylonWordFinder.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/CeylonWordFinder.java","L5212","11","0","43","1","0","1","4843","0"
"L5223","HoverControlCreator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/HoverControlCreator.java","L5212","4","0","39","1","0","1","4843","0"
"L5224","PresenterControlCreator.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/PresenterControlCreator.java","L5212","4","0","60","1","0","1","4843","0"
"L5225","ProblemHover.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/ProblemHover.java","L5212","7","0","73","4","0","2","4843","0"
"L5226","SimpleSelectionProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/hover/SimpleSelectionProvider.java","L5212","2","0","30","1","0","1","4843","0"
"L6261","HTML2TextReader.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/html/HTML2TextReader.java","L6260","81","0","297","2","0","1","4843","0"
"L6262","HTMLPrinter.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/html/HTMLPrinter.java","L6260","22","0","235","1","0","1","4843","0"
"L6263","HTMLTextPresenter.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/html/HTMLTextPresenter.java","L6260","26","0","128","3","0","1","4843","0"
"L6264","LineBreakingReader.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/html/LineBreakingReader.java","L6260","14","0","88","1","0","1","4843","0"
"L6265","SingleCharReader.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/html/SingleCharReader.java","L6260","5","0","30","1","0","1","4843","0"
"L6266","SubstitutionTextReader.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/html/SubstitutionTextReader.java","L6260","17","0","87","1","0","1","4843","0"
"L6663","AddModuleImportUtil.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/imports/AddModuleImportUtil.java","L6662","8","0","77","7","0","2","4843","0"
"L6664","CleanImportsHandler.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/imports/CleanImportsHandler.java","L6662","76","0","319","20","0","4","4843","0"
"L6665","DetectUnusedImportsVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/imports/DetectUnusedImportsVisitor.java","L6662","10","0","48","2","0","1","4843","0"
"L6666","ImportProposalsVisitor.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/imports/ImportProposalsVisitor.java","L6662","13","0","62","4","0","2","4843","0"
"L6667","ImportSelectionDialog.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/imports/ImportSelectionDialog.java","L6662","7","0","168","3","0","1","4843","0"
"L6910","ModuleNode.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/modulesearch/ModuleNode.java","L6909","1","0","19","1","0","1","152","0"
"L6911","ModuleSearchJobTemplate.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/modulesearch/ModuleSearchJobTemplate.java","L6909","2","0","31","1","0","1","152","0"
"L6912","ModuleSearchManager.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/modulesearch/ModuleSearchManager.java","L6909","17","0","157","11","0","3","4843","0"
"L6913","ModuleSearchViewContentProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/modulesearch/ModuleSearchViewContentProvider.java","L6909","5","0","40","1","0","1","152","0"
"L6914","ModuleSearchViewLabelProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/modulesearch/ModuleSearchViewLabelProvider.java","L6909","5","0","39","1","0","1","152","0"
"L6915","ModuleSearchViewPart.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/modulesearch/ModuleSearchViewPart.java","L6909","70","0","686","18","0","3","4843","0"
"L6916","ModuleVersionNode.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/modulesearch/ModuleVersionNode.java","L6909","4","0","59","1","0","1","152","0"
"L7363","DeclarationWithProject.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/open/DeclarationWithProject.java","L7362","6","0","40","2","0","1","4843","0"
"L7364","OpenCeylonDeclarationDialog.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/open/OpenCeylonDeclarationDialog.java","L7362","46","0","336","8","0","1","4843","1"
"L7365","OpenCeylonDeclarationHandler.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/open/OpenCeylonDeclarationHandler.java","L7362","1","0","12","1","0","1","4843","0"
"L7366","OpenDeclarationAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/open/OpenDeclarationAction.java","L7362","4","0","46","11","0","4","152","0"
"L7367","OpenSelectedDeclarationHandler.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/open/OpenSelectedDeclarationHandler.java","L7362","9","0","64","8","0","2","4843","0"
"L7368","OpenSelectedDeclarationMenuItem.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/open/OpenSelectedDeclarationMenuItem.java","L7362","1","0","25","5","0","1","4843","0"
"L7369","OpenTypeAction.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/open/OpenTypeAction.java","L7362","11","0","81","5","0","2","4843","0"
"L7370","OpenTypeDialog.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/open/OpenTypeDialog.java","L7362","2","0","28","2","0","1","4843","0"
"L7371","OpenTypeHandler.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/open/OpenTypeHandler.java","L7362","1","0","12","1","0","1","4843","0"
"L7630","CeylonDocumentRangeNode.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/outline/CeylonDocumentRangeNode.java","L7629","3","0","52","6","0","1","4843","0"
"L7631","CeylonHierarchyBuilder.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/outline/CeylonHierarchyBuilder.java","L7629","34","0","186","6","0","1","4843","0"
"L7632","CeylonHierarchyContentProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/outline/CeylonHierarchyContentProvider.java","L7629","10","0","86","21","0","3","4843","0"
"L7633","CeylonHierarchyLabelProvider.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/outline/CeylonHierarchyLabelProvider.java","L7629","6","0","69","9","0","2","4843","0"
"L7634","CeylonHierarchyNode.java","plugins/com.redhat.ceylon.eclipse.ui/src/com/redhat/ceylon/eclipse/code/outline/CeylonHierarchyNode.java","L7629","12","0","72","4","0","1","4843","0"
