@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L42218","1","0","43","575","5","0","4","false"
"L42219","1","0","5","2899","2","0","1","false"
"L42220","1","0","3","2899","2","0","1","false"
"L42221","1","0","11","575","6","0","4","false"
"L42222","1","0","3","575","6","0","4","false"
"L42223","1","0","12","575","9","0","4","false"
"L42224","1","0","6","575","6","0","4","false"
"L42225","1","0","4","575","7","0","4","false"
"L42226","1","0","7","575","5","0","4","false"
"L42227","1","0","3","575","5","0","4","false"
"L42228","1","0","12","575","10","0","5","false"
"L42229","1","0","18","575","21","0","6","false"
"L42230","1","0","7","575","8","0","5","false"
"L42231","1","0","8","753","11","0","5","false"
"L42232","1","0","12","575","6","0","4","false"
"L42233","1","0","3","575","6","0","4","false"
"L42234","1","0","5","575","10","0","5","false"
"L42235","1","0","3","575","13","0","5","false"
"L42236","1","0","9","831","3","0","2","false"
"L42237","1","0","20","575","28","0","6","true"
"L42238","13","0","131","575","11","0","5","false"
"L42535","4","0","39","1118","4","0","3","false"
"L42536","11","0","68","753","27","0","5","false"
"L42537","24","0","129","575","22","0","4","false"
"L42538","18","0","143","831","35","0","7","false"
"L42539","20","0","204","575","17","0","7","false"
"L42540","17","0","171","575","58","1","7","false"
"L42541","1","0","5","575","9","0","5","false"
"L42542","59","0","437","575","107","4","8","true"
"L42543","4","0","58","1118","15","1","4","false"
"L42544","1","0","7","1118","7","0","4","false"
"L42545","1","0","22","1118","6","0","3","false"
"L42546","15","0","82","831","28","0","4","false"
"L42547","4","0","44","831","5","0","3","false"
"L42548","1","0","9","831","5","0","3","false"
"L42549","18","0","335","1118","10","0","3","false"
"L42550","1","0","66","1118","2","0","1","false"
"L42551","1","0","4","1118","4","0","3","false"
"L42552","55","0","251","1118","11","0","3","false"
"L42553","26","0","173","1118","9","0","2","false"
"L42554","1","0","10","831","11","0","4","false"
"L42555","21","0","136","575","32","1","6","false"
"L42556","1","0","50","575","37","0","6","false"
"L42557","23","0","192","575","59","2","9","false"
"L42558","1","0","8","1118","2","0","1","true"
"L42559","16","0","185","753","91","0","6","false"
"L42560","87","0","386","753","103","0","7","false"
"L42561","1","0","147","753","6","0","2","false"
"L42562","12","0","74","1118","52","1","7","false"
"L42563","1","0","4","1118","3","0","1","false"
"L42564","25","0","109","1118","24","0","3","false"
"L42565","11","0","86","2899","51","0","5","false"
"L42566","21","0","118","1118","14","0","3","false"
"L42567","1","0","23","1118","2","0","1","false"
"L42568","20","0","140","831","36","5","4","false"
"L42569","1","0","6","1118","2","0","1","true"
"L42570","29","0","177","753","21","0","5","false"
"L42571","40","0","204","575","11","0","3","false"
"L42572","1","0","7","2899","5","0","2","false"
"L42573","1","0","4","753","7","0","4","false"
"L42574","1","0","7","575","6","0","3","false"
"L42575","1","0","8","1118","2","0","2","false"
"L42576","25","0","168","753","57","1","7","false"
"L45172","1","0","31","2899","7","0","4","false"
"L45173","1","0","7","2899","7","0","3","false"
"L45174","1","0","6","2899","2","0","2","false"
"L45175","1","0","8","753","51","0","6","false"
"L45197","7","0","62","831","3","1","2","true"
"L45198","1","0","9","575","3","0","2","false"
"L45199","1","0","56","575","16","0","3","true"
"L45200","1","0","5","1733","7","0","3","false"
"L45201","59","0","253","2899","39","7","5","false"
"L45202","1","0","11","1733","16","0","3","false"
"L45203","1","0","14","575","6","1","4","false"
"L45204","57","0","245","2899","28","2","4","false"
"L45205","9","0","62","1118","2","0","1","false"
"L45206","28","0","123","1733","18","0","4","true"
"L45207","1","0","6","1733","9","0","4","false"
"L45208","9","0","75","575","26","0","4","true"
"L45209","144","0","910","575","86","5","8","true"
"L45210","1","0","8","575","3","1","2","false"
"L45211","1","0","30","1118","6","0","1","false"
"L45212","4","0","29","1118","1","0","1","false"
"L45213","19","0","98","575","6","1","4","false"
"L45214","34","0","209","1733","31","1","6","false"
"L45215","29","0","126","1118","8","2","4","false"
"L46604","8","0","64","2899","4","0","1","false"
"L46605","1","0","7","2899","2","0","1","false"
"L46606","1","0","8","2899","2","0","1","false"
"L46607","1","0","11","2899","2","0","1","false"
"L46608","1","0","8","2899","2","0","1","false"
"L46609","1","0","17","2899","3","0","1","false"
"L46610","5","0","47","575","4","0","2","false"
"L46727","6","0","46","831","5","0","3","false"
"L46728","101","0","429","575","22","3","5","false"
"L46729","49","0","232","2053","3","0","2","false"
"L46730","7","0","47","575","11","0","6","false"
"L46731","1","0","51","2899","2","1","1","false"
"L46732","1","0","8","2899","3","0","2","false"
"L46733","1","0","21","1118","7","0","3","false"
"L46734","1","0","11","2899","2","0","2","false"
"L46735","5","0","75","2899","4","1","3","false"
"L46736","1","0","27","831","7","0","5","false"
"L46737","1","0","21","831","5","0","4","false"
"L46738","3","0","36","1118","5","0","1","false"
"L46739","1","0","3","1118","1","0","1","false"
"L46740","9","0","119","2899","16","1","3","false"
"L46741","2","0","54","831","4","0","3","false"
"L46742","15","0","123","2899","4","1","3","false"
"L46743","8","0","77","2899","9","0","2","false"
"L46744","66","0","447","2899","7","1","2","false"
"L46745","1","0","42","831","6","1","3","false"
"L46746","5","0","39","831","6","0","2","false"
"L1401","1","0","40","1118","1","0","1","false"
"L1402","1","0","7","1118","1","0","1","false"
"L1403","1","0","5","1118","2","0","1","false"
"L1404","3","0","22","1118","2","0","1","false"
"L1405","1","0","12","1118","2","0","1","false"
"L1406","1","0","15","1118","1","0","1","false"
"L1407","1","0","47","1118","2","0","1","false"
"L1408","1","0","5","1118","1","0","1","false"
"L1409","1","0","23","1118","5","0","1","false"
"L1410","17","0","218","575","25","1","4","false"
"L1411","1","0","7","1118","1","0","1","false"
"L2952","1","0","19","2899","3","0","2","false"
"L2953","1","0","12","1118","10","0","2","false"
"L2954","6","0","38","1118","2","0","1","false"
"L2955","3","0","106","1118","10","0","2","false"
"L2956","1","0","4","1118","1","0","1","false"
"L2957","1","0","17","831","8","1","3","false"
"L2958","21","0","229","831","22","1","7","false"
"L2959","7","0","80","2899","14","0","2","false"
"L2960","8","0","61","831","5","0","3","false"
"L2961","18","0","108","753","11","0","5","false"
"L2962","11","0","90","2899","7","0","5","false"
"L2963","1","0","38","753","10","0","4","false"
"L2964","3","0","23","575","11","0","4","false"
"L2965","18","0","92","831","13","0","4","false"
"L2966","1","0","17","1118","5","0","2","false"
"L2967","11","0","73","1118","6","0","2","false"
"L2968","1","0","5","1118","4","0","2","false"
"L2969","9","0","57","2899","5","0","2","false"
"L2970","3","0","36","2899","2","0","2","false"
"L2971","1","0","5","1118","4","0","2","false"
"L2972","9","0","68","2899","11","1","2","false"
"L2973","4","0","47","1118","1","0","1","false"
"L2974","1","0","23","1118","8","1","2","false"
"L2975","3","0","69","831","1","0","1","false"
"L2976","48","0","233","831","19","0","3","false"
"L2977","2","0","11","1118","1","0","1","false"
"L2978","21","0","140","831","3","0","3","false"
"L2979","10","0","90","1118","3","0","1","false"
"L9437","2","0","70","2899","12","1","2","false"
"L9438","1","0","26","2899","2","0","2","false"
"L9439","2","0","20","2899","4","0","2","false"
"L9440","22","0","111","2899","8","0","2","false"
"L9441","1","0","6","2899","2","0","2","false"
"L9442","8","0","51","2899","9","0","3","false"
"L9443","3","0","10","86","2","0","2","false"
"L9444","5","0","40","2899","4","0","3","false"
"L9445","3","0","10","1118","3","0","2","false"
"L9446","6","0","62","2899","6","0","2","false"
"L9447","2","0","38","2899","6","0","2","false"
"L9448","3","0","35","2899","6","0","2","false"
"L9449","16","0","124","1118","16","0","4","false"
"L9450","15","0","126","753","25","0","6","false"
"L9451","5","0","52","831","4","0","3","false"
"L9452","5","0","60","2899","6","0","2","true"
"L9453","2","0","16","2899","2","1","2","false"
"L9454","1","0","9","2899","4","0","2","false"
"L9455","6","0","35","831","6","0","4","false"
"L12593","1","0","8","2053","4","0","2","false"
"L12594","21","0","162","831","19","0","6","false"
"L14973","4","0","48","753","2","0","1","false"
"L14974","16","0","152","2899","10","0","4","false"
"L14975","1","0","26","1118","8","0","3","false"
"L14976","1","0","43","1118","3","0","2","false"
"L14977","4","0","55","1118","4","0","2","false"
"L14978","2","0","36","1118","4","0","2","false"
"L14979","1","0","10","1118","3","0","2","false"
"L14980","1","0","27","2899","12","0","4","false"
"L14981","16","0","157","575","1","0","1","false"
"L14982","1","0","35","1118","6","0","2","false"
"L14983","22","0","151","575","11","0","4","false"
"L14984","1","0","22","753","2","0","1","false"
"L14985","3","0","41","753","2","0","1","false"
"L14986","1","0","38","1118","5","0","3","false"
"L14987","10","0","75","753","2","0","1","false"
"L14988","4","0","36","753","2","0","1","false"
"L14989","1","0","22","753","2","0","1","false"
"L14990","1","0","51","1118","2","0","2","false"
"L14991","4","0","77","1118","4","0","3","false"
"L14992","4","0","36","1118","7","0","3","false"
"L14993","101","0","631","1733","71","2","8","false"
"L14994","7","0","85","831","3","0","3","false"
"L14995","1","0","27","753","2","0","1","false"
"L14996","1","0","22","2899","2","0","2","false"
"L14997","1","0","22","753","2","0","1","false"
"L14998","5","0","66","2899","11","0","3","false"
"L14999","10","0","115","1118","11","0","3","false"
"L15000","1","0","28","753","2","0","1","false"
"L15001","1","0","22","2899","4","0","2","false"
"L15002","2","0","28","1118","5","0","2","false"
"L15003","9","0","86","2899","6","0","2","false"
"L15004","6","0","34","1118","5","0","3","false"
"L15005","25","0","135","1118","7","0","4","false"
"L15006","3","0","45","1118","6","0","2","false"
"L15007","1","0","35","1118","5","0","3","false"
"L15008","1","0","38","2899","3","0","2","false"
"L16814","2","0","52","1118","2","0","2","false"
"L16815","3","0","73","1118","2","0","2","false"
"L16816","6","0","87","831","3","0","2","false"
"L16817","1","0","39","1118","2","0","2","false"
"L16818","1","0","10","1118","2","0","2","false"
"L16819","1","0","57","1118","2","0","2","false"
"L16820","1","0","10","1118","2","0","2","false"
"L16821","3","0","74","831","1","0","1","false"
"L16822","1","0","31","1118","2","0","2","false"
"L16823","1","0","33","1118","2","0","2","false"
"L16824","1","0","10","1118","2","0","2","false"
"L16825","1","0","66","1118","2","0","2","false"
"L16826","1","0","182","753","5","0","4","false"
"L16827","2","0","56","1118","2","0","2","false"
"L16828","1","0","62","1118","2","0","2","false"
"L16829","1","0","68","1118","2","0","2","false"
"L16830","1","0","82","1118","2","0","2","false"
"L16831","1","0","10","1118","2","0","2","false"
"L16832","1","0","24","1118","2","0","2","false"
"L16833","1","0","10","1118","2","0","2","false"
"L16834","2","0","61","1118","2","0","2","false"
"L16835","2","0","98","1118","2","0","2","false"
"L16836","1","0","77","831","3","0","3","false"
"L16837","33","0","245","2899","8","0","2","false"
"L16838","8","0","88","2899","6","1","3","false"
"L16839","2","0","84","1118","2","0","2","false"
"L16840","6","0","111","1118","2","0","2","false"
"L16841","2","0","53","1118","2","0","2","false"
"L19285","7","0","34","575","3","0","2","false"
"L19286","7","0","37","575","13","0","4","false"
"L19287","8","0","68","1118","6","0","2","false"
"L19288","4","0","21","575","13","0","3","false"
"L19289","1","0","12","1118","5","0","2","false"
"L19290","1","0","6","1118","5","0","2","false"
"L19291","11","0","86","2899","5","1","2","false"
"L19292","1","0","35","1118","16","0","3","false"
"L19293","9","0","116","2899","25","1","2","false"
"L19294","4","0","24","2899","3","0","2","false"
"L19295","7","0","110","1118","13","0","2","false"
"L19296","28","0","132","753","18","0","3","false"
"L19297","1","0","4","1118","1","0","1","false"
"L19298","1","0","35","1118","1","0","1","false"
"L19299","16","0","146","2899","10","0","4","false"
"L19300","1","0","13","1118","10","0","2","false"
"L19301","7","0","40","2899","4","0","2","false"
"L19302","143","0","643","2899","31","0","2","false"
"L19303","1","0","35","1118","3","0","2","false"
"L19304","15","0","86","1118","6","0","2","false"
"L19305","3","0","16","1118","6","0","2","false"
"L22378","1","0","11","1118","1","0","1","false"
"L22379","17","0","124","2899","22","0","3","false"
"L22380","2","0","22","1118","1","0","1","false"
"L22381","1","0","7","1118","2","0","1","false"
"L22382","11","0","69","2899","12","2","4","false"
"L42829","20","0","147","575","13","0","6","false"
"L42830","4","0","40","1118","4","0","3","false"
"L44909","6","0","50","1118","1","0","1","false"
"L44910","1","0","7","1118","1","0","1","false"
"L44911","21","0","138","1118","1","0","1","false"
"L47049","1","0","21","831","8","0","5","false"
"L47050","400","0","1734","831","10","0","5","false"
"L47051","10","0","126","831","8","0","5","false"
"L1474","4","0","47","1118","2","0","1","false"
"L1475","4","0","24","1118","1","0","1","false"
"L1476","4","0","34","2053","4","0","3","false"
"L1477","1","0","11","1118","1","0","1","false"
"L1478","6","0","48","1118","2","0","1","false"
"L1479","1","0","14","1118","2","0","1","false"
"L1480","8","0","43","575","5","0","2","false"
"L1481","3","0","22","1118","2","0","1","false"
"L1482","9","0","58","1118","10","0","3","false"
"L1483","1","0","62","1118","1","0","1","false"
"L1484","1","0","12","1118","2","0","1","false"
"L1485","9","0","83","1118","3","0","1","false"
"L1486","6","0","45","1118","2","0","1","false"
"L1487","12","0","65","575","5","0","2","false"
"L1488","3","0","26","1118","1","0","1","false"
"L1489","3","0","20","1118","2","0","1","false"
"L1490","4","0","29","575","3","0","2","false"
"L1491","1","0","25","1118","2","0","1","false"
"L1492","2","0","65","1118","2","0","1","false"
"L1493","1","0","16","1118","2","0","1","false"
"L2059","5","0","85","831","7","0","3","false"
"L2060","1","0","13","831","5","0","3","false"
"L2061","5","0","22","1118","2","0","1","false"
"L2062","2","0","20","1118","1","0","1","false"
"L2063","9","0","44","1118","2","0","1","false"
"L2064","5","0","22","1118","6","0","1","false"
"L2065","2","0","20","1118","2","0","1","false"
"L2066","10","0","64","2899","13","0","3","false"
"L2067","37","0","108","2899","3","0","2","false"
"L2068","2","0","20","1118","2","0","1","false"
"L2069","11","0","79","2899","11","0","3","false"
"L2070","4","0","52","1118","6","0","2","false"
"L242","70","0","772","2899","34","3","4","false"
"L243","10","0","124","1118","9","2","3","false"
"L244","49","0","816","2899","41","8","5","false"
"L245","38","0","462","2899","20","1","2","false"
"L246","114","0","2422","2899","214","1","4","false"
"L247","13","0","374","575","47","2","4","false"
"L248","1","0","53","831","12","0","5","false"
"L249","19","0","397","575","9","0","3","false"
"L250","4","0","131","1118","8","0","2","false"
