"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of developer commits","Number of committers","Number of previous modifications","Number of bugs"
"L47317","DiscoveryService.java","modules/elasticsearch/src/main/java/org/elasticsearch/discovery/DiscoveryService.java","L47313","4","0","67","0","4735","1","11","0"
"L47319","MasterNotDiscoveredException.java","modules/elasticsearch/src/main/java/org/elasticsearch/discovery/MasterNotDiscoveredException.java","L47313","1","0","7","0","4735","1","1","0"
"L48956","Environment.java","modules/elasticsearch/src/main/java/org/elasticsearch/env/Environment.java","L48955","15","0","118","0","4735","1","8","0"
"L48957","EnvironmentModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/env/EnvironmentModule.java","L48955","1","0","11","0","4735","1","3","0"
"L48959","NodeEnvironment.java","modules/elasticsearch/src/main/java/org/elasticsearch/env/NodeEnvironment.java","L48955","13","0","91","2","4735","1","12","0"
"L48960","NodeEnvironmentModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/env/NodeEnvironmentModule.java","L48955","1","0","9","0","4735","1","1","0"
"L49052","Gateway.java","modules/elasticsearch/src/main/java/org/elasticsearch/gateway/Gateway.java","L49051","1","0","14","0","4735","1","7","0"
"L49054","GatewayModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/gateway/GatewayModule.java","L49051","1","0","20","0","4735","1","4","0"
"L49055","GatewayService.java","modules/elasticsearch/src/main/java/org/elasticsearch/gateway/GatewayService.java","L49051","50","0","227","1","4735","1","55","0"
"L50056","HttpChannel.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpChannel.java","L50054","1","0","4","0","4735","1","1","0"
"L50058","HttpInfo.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpInfo.java","L50054","1","0","41","0","4735","1","1","0"
"L50059","HttpRequest.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpRequest.java","L50054","1","0","4","0","4735","1","3","0"
"L50060","HttpResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpResponse.java","L50054","1","0","4","0","4735","1","2","0"
"L50061","HttpServer.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpServer.java","L50054","16","0","166","1","4735","1","19","0"
"L50063","HttpServerModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpServerModule.java","L50054","1","0","20","0","4735","1","5","0"
"L50064","HttpServerTransport.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpServerTransport.java","L50054","1","0","8","0","4735","1","1","0"
"L50065","HttpStats.java","modules/elasticsearch/src/main/java/org/elasticsearch/http/HttpStats.java","L50054","1","0","38","0","4735","1","1","0"
"L50601","AbstractIndexComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/AbstractIndexComponent.java","L50600","1","0","35","0","4735","1","4","0"
"L50602","CloseableIndexComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/CloseableIndexComponent.java","L50600","1","0","5","0","4735","1","1","0"
"L50603","Index.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/Index.java","L50600","3","0","45","0","4735","1","6","0"
"L50604","IndexComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexComponent.java","L50600","1","0","4","0","4735","1","1","0"
"L50605","IndexException.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexException.java","L50600","3","0","18","0","4735","1","2","0"
"L50606","IndexModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexModule.java","L50600","1","0","10","0","4735","1","4","0"
"L50607","IndexNameModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexNameModule.java","L50600","1","0","11","0","4735","1","2","0"
"L50608","IndexServiceManagement.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/IndexServiceManagement.java","L50600","1","0","29","0","4735","1","5","0"
"L50611","LocalNodeId.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/LocalNodeId.java","L50600","1","0","13","0","4735","1","2","0"
"L50612","LocalNodeIdModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/LocalNodeIdModule.java","L50600","1","0","11","0","4735","1","2","0"
"L50613","VersionType.java","modules/elasticsearch/src/main/java/org/elasticsearch/index/VersionType.java","L50600","8","0","40","0","4735","1","1","0"
"L73384","AliasFilterParsingException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/AliasFilterParsingException.java","L73383","1","0","11","0","319","1","1","0"
"L73385","IndexAlreadyExistsException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndexAlreadyExistsException.java","L73383","1","0","12","0","4735","1","2","0"
"L73386","IndexMissingException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndexMissingException.java","L73383","1","0","12","0","4735","1","1","0"
"L73387","IndexTemplateAlreadyExistsException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndexTemplateAlreadyExistsException.java","L73383","1","0","16","0","4735","1","2","0"
"L73388","IndexTemplateMissingException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndexTemplateMissingException.java","L73383","1","0","16","0","4735","1","2","0"
"L73389","IndicesLifecycle.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndicesLifecycle.java","L73383","1","0","30","0","4735","1","4","0"
"L73390","IndicesModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndicesModule.java","L73383","1","0","33","0","4735","1","13","0"
"L73391","IndicesService.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/IndicesService.java","L73383","1","0","20","0","4735","1","8","0"
"L73392","InternalIndicesLifecycle.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InternalIndicesLifecycle.java","L73383","10","0","67","0","4735","1","6","0"
"L73393","InternalIndicesService.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InternalIndicesService.java","L73383","16","0","255","0","4735","2","48","0"
"L73394","InvalidAliasNameException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InvalidAliasNameException.java","L73383","1","0","12","0","4735","1","2","0"
"L73395","InvalidIndexNameException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InvalidIndexNameException.java","L73383","1","0","12","0","4735","1","1","0"
"L73396","InvalidIndexTemplateException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InvalidIndexTemplateException.java","L73383","1","0","16","0","4735","1","2","0"
"L73397","InvalidTypeNameException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/InvalidTypeNameException.java","L73383","1","0","11","0","4735","1","2","0"
"L73398","NodeIndicesStats.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/NodeIndicesStats.java","L73383","1","0","86","0","4735","1","5","0"
"L73399","TypeMissingException.java","modules/elasticsearch/src/main/java/org/elasticsearch/indices/TypeMissingException.java","L73383","1","0","15","0","4735","1","3","0"
"L74687","JmxClusterService.java","modules/elasticsearch/src/main/java/org/elasticsearch/jmx/JmxClusterService.java","L74686","7","0","68","0","4735","1","3","0"
"L74690","JmxModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/jmx/JmxModule.java","L74686","2","0","43","0","4735","1","3","0"
"L74692","JmxService.java","modules/elasticsearch/src/main/java/org/elasticsearch/jmx/JmxService.java","L74686","27","0","175","0","4735","1","10","0"
"L74697","ResourceDMBean.java","modules/elasticsearch/src/main/java/org/elasticsearch/jmx/ResourceDMBean.java","L74686","91","0","454","0","4735","1","4","0"
"L75223","MonitorModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/monitor/MonitorModule.java","L75222","10","0","93","0","4735","1","8","0"
"L75224","MonitorService.java","modules/elasticsearch/src/main/java/org/elasticsearch/monitor/MonitorService.java","L75222","1","0","47","0","4735","1","5","0"
"L76903","Node.java","modules/elasticsearch/src/main/java/org/elasticsearch/node/Node.java","L76902","1","0","11","0","4735","1","3","0"
"L76904","NodeBuilder.java","modules/elasticsearch/src/main/java/org/elasticsearch/node/NodeBuilder.java","L76902","1","0","50","0","4735","1","4","0"
"L76905","NodeClosedException.java","modules/elasticsearch/src/main/java/org/elasticsearch/node/NodeClosedException.java","L76902","1","0","13","0","4735","1","1","0"
"L76906","package-info.java","modules/elasticsearch/src/main/java/org/elasticsearch/node/package-info.java","L76902","1","0","1","0","4735","1","2","0"
"L77082","AbstractPlugin.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/AbstractPlugin.java","L77081","1","0","33","0","4735","2","11","0"
"L77083","IndexPluginsModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/IndexPluginsModule.java","L77081","2","0","31","0","4735","1","1","0"
"L77084","Plugin.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/Plugin.java","L77081","1","0","18","0","4735","2","11","0"
"L77085","PluginManager.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/PluginManager.java","L77081","42","0","240","1","4735","1","13","0"
"L77086","PluginsModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/PluginsModule.java","L77081","2","0","32","0","4735","1","5","0"
"L77087","PluginsService.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/PluginsService.java","L77081","32","0","203","0","4735","2","17","0"
"L77088","ShardsPluginsModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/plugins/ShardsPluginsModule.java","L77081","2","0","31","0","4735","1","5","0"
"L77303","AbstractRestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/AbstractRestResponse.java","L77302","1","0","15","0","4735","1","1","0"
"L77304","BaseRestHandler.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/BaseRestHandler.java","L77302","1","0","11","0","4735","1","1","0"
"L77305","BytesRestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/BytesRestResponse.java","L77302","1","0","25","0","4735","1","1","0"
"L77306","RestChannel.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestChannel.java","L77302","1","0","4","0","4735","1","1","0"
"L77307","RestController.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestController.java","L77302","16","0","88","1","4735","1","12","0"
"L77308","RestHandler.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestHandler.java","L77302","1","0","4","0","4735","1","1","0"
"L77309","RestModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestModule.java","L77302","1","0","20","0","4735","1","5","0"
"L77310","RestRequest.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestRequest.java","L77302","1","0","32","2","4735","1","18","0"
"L77311","RestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestResponse.java","L77302","1","0","13","0","4735","1","3","0"
"L77312","RestStatus.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/RestStatus.java","L77302","1","0","64","0","4735","1","2","0"
"L77313","StringRestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/StringRestResponse.java","L77302","1","0","21","0","4735","1","5","0"
"L77314","Utf8RestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/Utf8RestResponse.java","L77302","5","0","55","0","4735","1","4","0"
"L77315","XContentRestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/XContentRestResponse.java","L77302","6","0","85","0","4735","1","7","0"
"L77316","XContentThrowableRestResponse.java","modules/elasticsearch/src/main/java/org/elasticsearch/rest/XContentThrowableRestResponse.java","L77302","10","0","52","0","4735","1","3","0"
"L78954","AbstractRiverComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/AbstractRiverComponent.java","L78953","1","0","19","0","4735","1","1","0"
"L78955","River.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/River.java","L78953","1","0","5","0","4735","1","1","0"
"L78956","RiverComponent.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverComponent.java","L78953","1","0","4","0","4735","1","1","0"
"L78957","RiverException.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverException.java","L78953","2","0","18","0","4735","1","1","0"
"L78958","RiverIndexName.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverIndexName.java","L78953","1","0","20","0","2","2","2","0"
"L78959","RiverModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverModule.java","L78953","6","0","56","0","4735","1","2","0"
"L78960","RiverName.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverName.java","L78953","10","0","35","0","4735","1","1","0"
"L78961","RiverNameModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverNameModule.java","L78953","1","0","11","0","4735","1","1","0"
"L78962","RiverSettings.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiverSettings.java","L78953","1","0","17","0","4735","1","1","0"
"L78963","RiversManager.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiversManager.java","L78953","1","0","33","0","4735","1","1","0"
"L78964","RiversModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiversModule.java","L78953","1","0","27","0","4735","1","2","0"
"L78965","RiversPluginsModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiversPluginsModule.java","L78953","1","0","19","0","4735","1","1","0"
"L78966","RiversService.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiversService.java","L78953","20","0","181","2","4735","1","5","0"
"L78967","RiversTypesRegistry.java","modules/elasticsearch/src/main/java/org/elasticsearch/river/RiversTypesRegistry.java","L78953","1","0","12","0","4735","1","1","0"
"L80255","AbstractDoubleSearchScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/AbstractDoubleSearchScript.java","L80254","1","0","13","0","4735","1","2","0"
"L80256","AbstractExecutableScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/AbstractExecutableScript.java","L80254","1","0","8","0","4735","1","1","0"
"L80257","AbstractFloatSearchScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/AbstractFloatSearchScript.java","L80254","1","0","13","0","4735","1","2","0"
"L80258","AbstractLongSearchScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/AbstractLongSearchScript.java","L80254","1","0","13","0","4735","1","2","0"
"L80259","AbstractSearchScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/AbstractSearchScript.java","L80254","1","0","51","0","4735","1","3","0"
"L80260","CompiledScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/CompiledScript.java","L80254","1","0","15","0","4735","1","2","0"
"L80261","ExecutableScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ExecutableScript.java","L80254","1","0","8","0","4735","1","5","0"
"L80262","NativeScriptEngineService.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/NativeScriptEngineService.java","L80254","2","0","47","0","4735","1","1","0"
"L80263","NativeScriptFactory.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/NativeScriptFactory.java","L80254","1","0","6","0","4735","1","2","0"
"L80264","ScriptEngineService.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ScriptEngineService.java","L80254","1","0","14","0","4735","1","8","0"
"L80265","ScriptException.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ScriptException.java","L80254","1","0","10","0","4735","1","1","0"
"L80266","ScriptModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ScriptModule.java","L80254","6","0","51","0","4735","1","3","0"
"L80267","ScriptService.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/ScriptService.java","L80254","20","0","164","1","4735","1","11","0"
"L80268","SearchScript.java","modules/elasticsearch/src/main/java/org/elasticsearch/script/SearchScript.java","L80254","1","0","14","0","4735","1","4","0"
"L81563","Scroll.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/Scroll.java","L81562","3","0","36","0","4735","1","4","0"
"L81564","SearchContextException.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchContextException.java","L81562","3","0","22","0","4735","1","4","1"
"L81565","SearchContextMissingException.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchContextMissingException.java","L81562","1","0","12","0","4735","1","2","0"
"L81566","SearchException.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchException.java","L81562","1","0","16","0","4735","1","1","0"
"L81567","SearchHit.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchHit.java","L81562","1","0","37","0","4735","1","15","0"
"L81568","SearchHitField.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchHitField.java","L81562","1","0","11","0","4735","1","4","0"
"L81569","SearchHits.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchHits.java","L81562","1","0","12","0","4735","1","6","0"
"L81570","SearchModule.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchModule.java","L81562","1","0","34","0","4735","1","6","0"
"L81571","SearchParseElement.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchParseElement.java","L81562","1","0","6","0","4735","1","3","0"
"L81572","SearchParseException.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchParseException.java","L81562","1","0","14","0","4735","1","3","0"
"L81573","SearchPhase.java","modules/elasticsearch/src/main/java/org/elasticsearch/search/SearchPhase.java","L81562","1","0","9","1","4735","1","1","0"
