"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L5537","ODatabasePoolEntry.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolEntry.java","L5528","12","0","41","0","2","0","0","0"
"L5538","ODatabaseRecordThreadLocal.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseRecordThreadLocal.java","L5528","4","0","36","0","8","1","3122","0"
"L5539","ODatabaseRecordWrapperAbstract.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseRecordWrapperAbstract.java","L5528","12","0","304","0","83","6","3122","0"
"L5540","ODatabaseSchemaAware.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseSchemaAware.java","L5528","1","0","5","0","5","0","0","0"
"L5541","ODatabaseThreadLocalFactory.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseThreadLocalFactory.java","L5528","1","0","5","0","2","0","0","0"
"L5542","ODatabaseWrapperAbstract.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseWrapperAbstract.java","L5528","3","0","273","0","68","7","3122","0"
"L5543","ODataSegmentStrategy.java","core/src/main/java/com/orientechnologies/orient/core/db/ODataSegmentStrategy.java","L5528","1","0","5","0","2","0","0","0"
"L5544","ODefaultDataSegmentStrategy.java","core/src/main/java/com/orientechnologies/orient/core/db/ODefaultDataSegmentStrategy.java","L5528","3","0","13","0","4","0","0","0"
"L5545","OUserObject2RecordHandler.java","core/src/main/java/com/orientechnologies/orient/core/db/OUserObject2RecordHandler.java","L5528","1","0","11","0","11","0","0","0"
"L11502","ODictionary.java","core/src/main/java/com/orientechnologies/orient/core/dictionary/ODictionary.java","L11501","4","0","45","0","11","0","0","0"
"L11540","OEngine.java","core/src/main/java/com/orientechnologies/orient/core/engine/OEngine.java","L11539","1","0","10","0","5","0","0","0"
"L11541","OEngineAbstract.java","core/src/main/java/com/orientechnologies/orient/core/engine/OEngineAbstract.java","L11539","3","0","17","0","3","0","0","0"
"L11621","OClassDictionary.java","core/src/main/java/com/orientechnologies/orient/core/entity/OClassDictionary.java","L11620","29","0","86","0","11","5","16","0"
"L11622","OEntityManager.java","core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManager.java","L11620","13","0","91","0","22","4","16","0"
"L11623","OEntityManagerClassHandler.java","core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManagerClassHandler.java","L11620","5","0","50","0","3","0","0","0"
"L11624","OEntityManagerInternal.java","core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManagerInternal.java","L11620","1","0","4","0","3","0","0","0"
"L11753","OAllLRUListEntriesAreUsedException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OAllLRUListEntriesAreUsedException.java","L11752","1","0","9","0","3","3","33","0"
"L11754","OCommandExecutionException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OCommandExecutionException.java","L11752","1","0","11","0","2","0","0","0"
"L11755","OConcurrentModificationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OConcurrentModificationException.java","L11752","2","0","72","0","12","0","0","0"
"L11756","OConfigurationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OConfigurationException.java","L11752","1","0","11","0","2","0","0","0"
"L11757","ODatabaseException.java","core/src/main/java/com/orientechnologies/orient/core/exception/ODatabaseException.java","L11752","1","0","11","0","2","0","0","0"
"L11758","OFastConcurrentModificationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OFastConcurrentModificationException.java","L11752","1","0","20","0","2","0","0","0"
"L11759","OFetchException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OFetchException.java","L11752","1","0","11","0","1","0","0","0"
"L11760","OGraphException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OGraphException.java","L11752","1","0","11","0","2","0","0","0"
"L11761","OMemoryLockException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OMemoryLockException.java","L11752","1","0","7","0","3","0","0","0"
"L11762","OQueryParsingException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OQueryParsingException.java","L11752","4","0","45","0","5","0","0","0"
"L11763","ORecordNotFoundException.java","core/src/main/java/com/orientechnologies/orient/core/exception/ORecordNotFoundException.java","L11752","1","0","11","0","2","0","0","0"
"L11764","OSchemaException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSchemaException.java","L11752","1","0","11","0","2","0","0","0"
"L11765","OSecurityAccessException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSecurityAccessException.java","L11752","1","0","19","0","5","0","0","0"
"L11766","OSecurityException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSecurityException.java","L11752","1","0","11","0","4","0","0","0"
"L11767","OSerializationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSerializationException.java","L11752","1","0","11","0","2","0","0","0"
"L11768","OStorageException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OStorageException.java","L11752","1","0","11","0","2","0","0","0"
"L11769","OTransactionAbortedException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionAbortedException.java","L11752","1","0","10","0","1","0","0","0"
"L11770","OTransactionBlockedException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionBlockedException.java","L11752","1","0","10","0","1","0","0","0"
"L11771","OTransactionException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionException.java","L11752","1","0","11","0","2","0","0","0"
"L11772","OValidationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OValidationException.java","L11752","1","0","10","0","2","0","0","0"
"L11963","OFetchContext.java","core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchContext.java","L11962","1","0","28","0","3","0","0","0"
"L11964","OFetchHelper.java","core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchHelper.java","L11962","129","0","458","0","56","6","3122","3"
"L11965","OFetchListener.java","core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchListener.java","L11962","1","0","18","0","5","0","0","0"
"L12650","ODocumentHookAbstract.java","core/src/main/java/com/orientechnologies/orient/core/hook/ODocumentHookAbstract.java","L12649","41","0","187","0","18","5","16","0"
"L12651","OHookThreadLocal.java","core/src/main/java/com/orientechnologies/orient/core/hook/OHookThreadLocal.java","L12649","2","0","21","0","3","0","0","0"
"L12652","ORecordHook.java","core/src/main/java/com/orientechnologies/orient/core/hook/ORecordHook.java","L12649","1","0","17","0","9","1","1345","0"
"L12653","ORecordHookAbstract.java","core/src/main/java/com/orientechnologies/orient/core/hook/ORecordHookAbstract.java","L12649","26","0","134","0","9","1","1345","0"
"L12893","OClusterPosition.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPosition.java","L12892","1","0","13","0","12","6","16","0"
"L12894","OClusterPositionFactory.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionFactory.java","L12892","5","0","109","0","10","4","16","0"
"L12895","OClusterPositionLong.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionLong.java","L12892","7","0","90","0","8","4","6","0"
"L12896","OClusterPositionNodeId.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionNodeId.java","L12892","4","0","81","0","9","4","6","0"
"L12897","OImmutableRecordId.java","core/src/main/java/com/orientechnologies/orient/core/id/OImmutableRecordId.java","L12892","1","0","37","0","5","1","1345","0"
"L12898","ONodeId.java","core/src/main/java/com/orientechnologies/orient/core/id/ONodeId.java","L12892","65","0","365","0","14","4","6","0"
"L12899","ORecordId.java","core/src/main/java/com/orientechnologies/orient/core/id/ORecordId.java","L12892","25","0","211","0","50","1","1345","0"
"L12900","ORID.java","core/src/main/java/com/orientechnologies/orient/core/id/ORID.java","L12892","1","0","24","0","15","0","0","0"
"L13445","OAbstractIndexDefinitionMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OAbstractIndexDefinitionMultiValue.java","L13444","9","0","46","0","2","0","0","0"
"L13446","OClassIndexManager.java","core/src/main/java/com/orientechnologies/orient/core/index/OClassIndexManager.java","L13444","97","0","485","0","35","2","3122","1"
"L13447","OCompositeIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OCompositeIndexDefinition.java","L13444","51","0","353","0","9","0","0","0"
"L13448","ODocumentFieldsHashSet.java","core/src/main/java/com/orientechnologies/orient/core/index/ODocumentFieldsHashSet.java","L13444","14","0","96","0","4","0","0","0"
"L13449","OIndex.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndex.java","L13444","1","0","33","0","51","5","3122","2"
"L13450","OIndexAbstractDelegate.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexAbstractDelegate.java","L13444","7","0","208","0","35","6","3122","2"
"L13451","OIndexCallback.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexCallback.java","L13444","1","0","5","0","2","0","0","0"
"L13452","OIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDefinition.java","L13444","1","0","19","0","6","0","0","0"
"L13453","OIndexDefinitionFactory.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDefinitionFactory.java","L13444","27","0","108","0","2","0","0","0"
"L13454","OIndexDefinitionMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDefinitionMultiValue.java","L13444","1","0","8","0","5","0","0","0"
"L13455","OIndexDictionary.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDictionary.java","L13444","3","0","35","0","19","5","16","2"
"L13456","OIndexes.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexes.java","L13444","6","0","50","0","6","0","0","0"
"L13457","OIndexException.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexException.java","L13444","1","0","11","0","3","0","0","0"
"L13458","OIndexFactory.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexFactory.java","L13444","1","0","8","0","16","0","0","0"
"L13459","OIndexFullText.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexFullText.java","L13444","18","0","166","0","49","6","113","2"
"L13460","OIndexInternal.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexInternal.java","L13444","1","0","24","0","24","5","16","1"
"L13461","OIndexManager.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManager.java","L13444","1","0","31","0","27","1","3122","1"
"L13462","OIndexManagerAbstract.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerAbstract.java","L13444","36","0","310","0","32","7","33","2"
"L13463","OIndexManagerProxy.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerProxy.java","L13444","2","0","84","0","12","1","3122","1"
"L13464","OIndexManagerRemote.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerRemote.java","L13444","8","0","84","0","19","2","33","0"
"L13465","OIndexManagerShared.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerShared.java","L13444","30","0","216","0","24","2","33","2"
"L13466","OIndexMultiValues.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexMultiValues.java","L13444","77","0","431","0","45","6","16","2"
"L13467","OIndexMVRBTreeAbstract.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexMVRBTreeAbstract.java","L13444","80","0","696","0","119","3","3122","0"
"L13468","OIndexNotUnique.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexNotUnique.java","L13444","1","0","15","0","26","5","16","0"
"L13469","OIndexOneValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexOneValue.java","L13444","58","0","333","0","25","4","16","1"
"L13470","OIndexRebuildOutputListener.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRebuildOutputListener.java","L13444","2","0","34","0","2","1","3122","0"
"L13471","OIndexRemote.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRemote.java","L13444","39","0","390","0","41","5","33","2"
"L13472","OIndexRemoteMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRemoteMultiValue.java","L13444","5","0","66","0","18","5","16","0"
"L13473","OIndexRemoteOneValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRemoteOneValue.java","L13444","5","0","57","0","15","5","16","0"
"L13474","OIndexTxAware.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexTxAware.java","L13444","9","0","69","0","6","0","0","1"
"L13475","OIndexTxAwareDictionary.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexTxAwareDictionary.java","L13444","1","0","11","0","2","0","0","0"
"L13476","OIndexTxAwareMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexTxAwareMultiValue.java","L13444","35","0","144","0","9","0","0","1"
"L13477","OIndexTxAwareOneValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexTxAwareOneValue.java","L13444","36","0","138","0","11","0","0","1"
"L13478","OIndexUnique.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexUnique.java","L13444","4","0","44","0","37","6","16","2"
"L13479","OKeyValueIndex.java","core/src/main/java/com/orientechnologies/orient/core/index/OKeyValueIndex.java","L13444","1","0","42","0","4","4","16","0"
"L13480","OMVRBIndexFactory.java","core/src/main/java/com/orientechnologies/orient/core/index/OMVRBIndexFactory.java","L13444","5","0","32","0","7","4","16","0"
"L13481","ONullOutputListener.java","core/src/main/java/com/orientechnologies/orient/core/index/ONullOutputListener.java","L13444","1","0","15","0","1","1","3122","0"
"L13482","OPropertyIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OPropertyIndexDefinition.java","L13444","10","0","124","0","11","0","0","0"
"L13483","OPropertyListIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OPropertyListIndexDefinition.java","L13444","8","0","69","0","7","0","0","0"
"L13484","OPropertyMapIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OPropertyMapIndexDefinition.java","L13444","22","0","152","0","6","0","0","0"
"L13485","ORuntimeKeyIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/ORuntimeKeyIndexDefinition.java","L13444","6","0","95","0","9","0","0","0"
"L13486","OSimpleKeyIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OSimpleKeyIndexDefinition.java","L13444","18","0","109","0","8","0","0","0"
"L18624","OIntent.java","core/src/main/java/com/orientechnologies/orient/core/intent/OIntent.java","L18623","1","0","6","0","4","0","0","0"
"L18625","OIntentMassiveInsert.java","core/src/main/java/com/orientechnologies/orient/core/intent/OIntentMassiveInsert.java","L18623","7","0","39","0","19","0","0","0"
"L18626","OIntentMassiveRead.java","core/src/main/java/com/orientechnologies/orient/core/intent/OIntentMassiveRead.java","L18623","1","0","8","0","3","0","0","0"
"L18658","OEmptyIterator.java","core/src/main/java/com/orientechnologies/orient/core/iterator/OEmptyIterator.java","L18657","1","0","14","0","3","0","0","0"
"L18659","OIdentifiableIterator.java","core/src/main/java/com/orientechnologies/orient/core/iterator/OIdentifiableIterator.java","L18657","50","0","245","0","29","6","1345","0"
"L18660","OIterationException.java","core/src/main/java/com/orientechnologies/orient/core/iterator/OIterationException.java","L18657","1","0","11","0","2","0","0","0"
"L18661","OLazyWrapperIterator.java","core/src/main/java/com/orientechnologies/orient/core/iterator/OLazyWrapperIterator.java","L18657","7","0","47","0","7","4","16","0"
"L18662","ORecordIteratorClass.java","core/src/main/java/com/orientechnologies/orient/core/iterator/ORecordIteratorClass.java","L18657","6","0","60","0","37","7","16","1"
"L18663","ORecordIteratorCluster.java","core/src/main/java/com/orientechnologies/orient/core/iterator/ORecordIteratorCluster.java","L18657","30","0","159","0","52","5","3122","1"
"L18664","ORecordIteratorClusters.java","core/src/main/java/com/orientechnologies/orient/core/iterator/ORecordIteratorClusters.java","L18657","55","0","227","0","24","5","3122","2"
"L19016","OLowMemoryException.java","core/src/main/java/com/orientechnologies/orient/core/memory/OLowMemoryException.java","L19015","1","0","10","0","2","0","0","0"
"L19017","OMemoryWatchDog.java","core/src/main/java/com/orientechnologies/orient/core/memory/OMemoryWatchDog.java","L19015","14","0","132","0","23","4","16","0"
"L19140","OMetadata.java","core/src/main/java/com/orientechnologies/orient/core/metadata/OMetadata.java","L19139","18","0","158","0","62","5","3122","0"
"L21658","OComposableProcessor.java","core/src/main/java/com/orientechnologies/orient/core/processor/OComposableProcessor.java","L21657","11","0","101","0","7","4","16","0"
"L21659","OProcessException.java","core/src/main/java/com/orientechnologies/orient/core/processor/OProcessException.java","L21657","1","0","16","0","1","0","0","0"
"L21660","OProcessor.java","core/src/main/java/com/orientechnologies/orient/core/processor/OProcessor.java","L21657","1","0","8","0","8","4","16","0"
"L21661","OProcessorManager.java","core/src/main/java/com/orientechnologies/orient/core/processor/OProcessorManager.java","L21657","2","0","17","0","7","4","16","0"
