@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L18335","4","0","42","0","1","3","1077","false"
"L18336","17","0","236","0","2","11","1615","false"
"L18337","14","0","98","0","2","49","1615","false"
"L19577","6","0","72","0","2","3","1615","false"
"L24898","3","0","34","0","2","8","1077","false"
"L24899","1","0","87","0","2","5","1077","false"
"L24900","1","0","7","0","1","2","1077","false"
"L24901","2","0","52","1","2","3","1615","false"
"L24902","3","0","26","0","3","3","1077","false"
"L24903","48","0","459","1","4","37","1077","false"
"L24904","8","0","64","0","3","3","1077","false"
"L24907","4","0","16","0","2","4","1077","false"
"L26306","2","0","38","0","1","4","1077","false"
"L26307","1","0","50","0","2","8","1615","false"
"L26318","2","0","63","1","3","21","1615","false"
"L26319","2","0","19","0","2","2","1615","false"
"L26320","1","0","26","0","2","3","1615","false"
"L28443","10","0","63","0","2","5","1077","false"
"L29322","1","0","3","0","1","1","1077","false"
"L153","45","0","494","5","6","184","1077","false"
"L154","1","0","13","0","3","5","53","false"
"L155","23","0","305","0","4","69","142","false"
"L156","1","0","5","0","4","10","53","false"
"L157","1","0","14","0","4","5","142","false"
"L158","1","0","4","0","4","5","142","false"
"L159","1","0","12","0","3","11","1077","false"
"L160","1","0","27","0","3","3","53","false"
"L161","12","0","56","0","3","11","1077","false"
"L162","1","0","14","0","3","36","53","false"
"L163","1","0","5","0","3","4","53","false"
"L164","1","0","5","0","4","8","142","false"
"L165","1","0","4","0","2","3","1077","false"
"L166","1","0","6","0","2","3","53","false"
"L167","19","0","79","0","3","18","53","false"
"L168","1","0","13","0","3","5","53","false"
"L169","1","0","8","0","3","17","53","false"
"L170","6","0","33","0","2","2","1615","false"
"L171","1","0","19","0","3","9","53","false"
"L172","1","0","48","1","2","2","1077","false"
"L173","1","0","48","2","2","3","1077","false"
"L174","3","0","49","0","3","13","53","false"
"L175","1","0","13","0","3","5","53","false"
"L176","1","0","16","0","3","15","53","false"
"L26447","1","0","25","0","4","19","53","false"
"L26448","1","0","6","0","2","3","53","false"
"L26449","1","0","6","0","3","5","53","false"
"L26450","1","0","4","0","4","6","142","false"
"L26451","1","0","18","0","2","3","53","false"
"L26452","1","0","12","0","1","1","1615","false"
"L26453","15","0","47","0","4","11","142","false"
"L26454","1","0","4","0","3","5","53","false"
"L26455","3","0","16","0","3","11","53","false"
"L26456","1","0","5","0","3","6","53","false"
"L26457","1","0","13","0","3","5","53","false"
"L26458","1","0","13","0","3","4","53","false"
"L26459","1","0","6","0","3","8","1077","false"
"L26460","1","0","9","0","1","1","1077","false"
"L26461","1","0","7","0","4","17","1077","false"
"L26462","1","0","13","0","1","2","1077","false"
"L26463","1","0","10","0","3","7","53","false"
"L26464","1","0","18","0","4","23","1077","false"
"L26465","1","0","17","0","1","1","1077","false"
"L26466","16","0","148","2","4","50","1077","false"
"L26467","1","0","17","0","4","35","1077","false"
"L26468","1","0","34","0","4","31","53","false"
"L26469","1","0","18","0","1","2","1077","false"
"L26470","1","0","20","0","3","17","1615","false"
"L26471","1","0","49","0","3","17","53","false"
"L26472","1","0","6","0","3","10","53","false"
"L26473","1","0","12","0","3","11","53","false"
"L26474","1","0","19","1","4","51","1077","false"
"L26475","1","0","24","0","3","8","53","false"
"L26476","1","0","48","0","3","21","53","false"
"L26477","1","0","19","0","4","45","1615","false"
"L26478","1","0","6","0","3","6","53","false"
"L26479","1","0","11","0","3","7","53","false"
"L28345","3","0","107","2","5","33","1615","false"
"L2974","9","0","40","0","4","15","1077","false"
"L2975","1","0","22","0","4","26","53","false"
"L2976","4","0","104","0","4","59","142","false"
"L2977","2","0","18","0","4","15","53","false"
"L2978","1","0","7","0","4","13","142","false"
"L3137","10","0","94","0","3","7","53","false"
"L3138","8","0","86","0","4","7","1615","false"
"L3139","1","0","4","0","2","3","53","false"
"L3140","26","0","155","0","4","17","1077","false"
"L3141","5","0","51","0","3","9","1077","false"
"L3142","17","0","148","0","4","19","1615","false"
"L3143","1","0","34","0","3","7","53","false"
"L3144","6","0","51","1","3","6","1615","false"
"L3145","10","0","60","0","2","3","53","false"
"L3146","5","0","40","0","4","6","1615","false"
"L3147","1","0","20","0","2","2","53","false"
"L3148","1","0","5","0","3","5","53","false"
"L3149","7","0","88","0","2","3","53","false"
"L3150","29","0","125","0","3","15","1077","false"
"L3151","1","0","6","0","2","5","53","false"
"L4229","2","0","56","0","3","4","142","false"
"L4230","1","0","7","0","3","4","142","false"
"L4231","35","0","311","0","4","12","53","false"
"L4365","5","0","40","0","4","12","1077","false"
"L4366","4","0","52","0","2","6","1615","false"
"L4367","1","0","8","0","2","17","1615","false"
"L4368","10","0","74","0","4","14","1615","false"
"L4369","1","0","17","0","4","30","53","false"
"L4370","13","0","116","0","4","24","53","false"
"L4371","16","0","123","0","4","52","142","false"
"L4372","1","0","18","0","4","17","142","false"
"L4373","1","0","56","0","3","11","1077","false"
"L4374","1","0","34","0","3","11","1077","false"
"L5072","4","0","16","0","1","6","1077","false"
"L5073","1","0","5","0","2","3","1077","false"
"L5074","1","0","20","0","3","11","1615","false"
"L5075","1","0","47","0","2","3","1077","false"
"L5076","1","0","52","0","2","3","1077","false"
"L5077","10","0","58","0","3","29","53","false"
"L5078","1","0","20","0","4","45","53","false"
"L5079","1","0","8","0","3","12","53","false"
"L5080","1","0","7","0","3","10","53","false"
"L5081","3","0","27","0","4","7","1077","false"
"L5082","8","0","61","1","4","19","53","false"
"L5083","6","0","48","1","4","17","53","false"
"L5084","1","0","21","0","4","30","1077","false"
"L5085","16","0","82","1","5","32","53","false"
"L5086","3","0","239","0","4","12","142","false"
"L5087","1","0","23","0","5","25","142","false"
"L5088","1","0","12","0","4","27","53","false"
"L5089","1","0","5","0","4","15","142","false"
"L6393","26","0","212","0","4","43","1615","false"
"L6394","20","0","131","0","4","25","1077","false"
"L6395","1","0","5","0","4","17","1077","false"
"L6396","5","0","43","0","4","20","1077","false"
"L6397","1","0","11","0","3","7","1077","false"
"L6398","1","0","4","0","2","3","53","false"
"L6399","3","0","37","0","2","7","1077","false"
"L6400","1","0","5","0","4","20","1077","false"
"L6401","1","0","14","0","3","13","53","false"
"L6402","1","0","14","0","3","13","53","false"
"L7311","1","0","13","0","3","10","53","false"
"L7312","1","0","6","0","3","10","53","false"
"L7313","1","0","8","0","2","3","53","false"
"L7314","1","0","6","0","2","3","53","false"
"L7315","6","0","53","0","3","28","53","false"
"L8509","1","0","16","0","2","2","1615","false"
"L8510","15","0","104","0","3","33","53","false"
"L8511","18","0","122","0","3","10","1077","false"
"L8512","13","0","64","0","5","34","53","false"
"L8513","1","0","9","0","3","4","53","false"
"L8514","1","0","22","0","4","11","53","false"
"L8515","5","0","14","0","4","14","53","false"
"L8516","7","0","50","0","2","3","53","false"
"L8517","1","0","18","0","2","2","53","false"
"L8518","11","0","66","0","3","6","53","false"
"L8519","1","0","7","0","2","5","1077","false"
"L8520","6","0","49","0","3","6","1077","false"
"L8521","2","0","64","0","4","18","53","false"
"L8522","12","0","204","1","4","46","53","false"
"L8523","5","0","90","0","2","2","1615","false"
"L8524","1","0","33","0","1","3","1077","false"
"L8525","3","0","121","0","4","22","53","false"
"L8526","1","0","4","0","2","3","1615","false"
"L8527","3","0","99","0","3","4","142","false"
"L8528","40","0","308","0","4","24","1077","false"
"L8529","13","0","239","0","4","19","142","false"
"L8530","47","0","475","0","3","13","1077","false"
"L8531","1","0","7","0","3","10","53","false"
"L8532","1","0","46","0","2","2","53","false"
"L8533","1","0","6","0","2","5","1077","false"
"L8534","3","0","13","0","2","3","1615","false"
"L8535","5","0","109","0","3","17","53","false"
"L12583","1","0","27","0","2","4","1077","false"
"L12584","10","0","241","2","4","51","1077","false"
"L12585","26","0","151","1","5","51","1615","false"
"L12586","6","0","75","0","3","15","1615","false"
"L13001","75","0","986","4","5","202","1077","false"
"L13002","1","0","9","0","2","2","53","false"
"L13003","4","0","31","0","3","15","1077","false"
"L13004","1","0","35","0","2","5","1077","false"
"L13748","93","0","433","0","4","85","1615","false"
"L13749","115","0","615","1","4","103","1615","false"
"L13750","1","0","12","0","2","5","1077","false"
"L13751","7","0","76","0","4","18","142","false"
"L13752","1","0","7","0","3","7","1077","false"
"L13753","100","0","590","10","4","164","1615","false"
"L17718","13","0","271","0","4","20","142","false"
"L17719","50","0","335","0","4","26","142","false"
"L17720","5","0","221","0","4","14","142","false"
"L17721","5","0","79","0","3","3","142","false"
"L17722","5","0","44","0","3","6","142","false"
"L17723","4","0","84","0","4","13","142","false"
"L18329","1","0","14","0","3","16","1615","false"
"L18330","34","0","512","0","4","40","1077","false"
"L18863","13","0","78","0","4","24","142","false"
"L18864","22","0","88","0","4","12","142","false"
"L18865","18","0","53","0","3","6","142","false"
"L18866","1","0","10","0","4","7","142","false"
"L18867","1","0","14","0","3","8","1615","false"
"L18868","1","0","22","0","4","18","142","false"
"L18869","1","0","19","0","4","15","53","false"
"L18870","1","0","6","0","2","6","1077","false"
"L18871","21","0","125","0","2","8","1615","false"
"L18872","10","0","55","0","2","3","53","false"
"L18873","17","0","69","0","3","8","1077","false"
"L18874","2","0","19","0","3","5","1615","false"
"L19265","7","0","49","0","3","3","142","false"
"L19266","26","0","112","0","3","4","53","false"
"L19267","22","0","222","0","4","15","1077","false"
"L19268","6","0","43","0","3","6","53","false"
"L19269","45","0","334","0","4","19","1077","false"
"L19562","1","0","4","0","3","6","1615","false"
"L19563","1","0","30","0","2","6","1615","false"
"L19564","1","0","24","0","4","11","1615","false"
"L19565","1","0","13","0","3","8","1615","false"
"L19566","7","0","42","0","2","6","1615","false"
"L19567","2","0","72","0","2","5","1615","false"
"L19568","1","0","6","0","3","9","1615","false"
"L19569","1","0","9","0","2","6","1615","false"
"L19570","23","0","147","0","3","17","1615","false"
"L19571","57","0","200","0","4","36","1077","false"
"L19572","14","0","83","0","2","2","1615","false"
"L19573","5","0","53","0","2","2","1615","false"
"L19574","8","0","100","0","2","3","1615","false"
"L19575","19","0","51","0","2","4","1615","false"
"L21731","10","0","91","0","4","19","1615","false"
"L21732","4","0","61","0","3","15","1077","false"
"L21733","22","0","129","0","4","28","1077","false"
"L21734","17","0","105","5","4","44","1077","false"
"L21735","16","0","101","3","4","35","1077","false"
"L21736","7","0","31","0","3","6","1077","false"
"L21737","1","0","5","0","2","2","1615","false"
"L21738","4","0","52","0","2","11","1615","false"
"L21739","34","0","107","1","4","23","142","false"
"L21740","42","0","126","0","4","21","1077","false"
"L21741","6","0","73","1","3","18","1077","false"
"L21742","6","0","73","1","3","17","1077","false"
"L21743","1","0","6","0","3","5","142","false"
"L22111","2","0","25","0","3","3","142","false"
"L22112","1","0","25","0","3","3","142","false"
"L22113","1","0","18","0","3","3","142","false"
"L22114","8","0","72","0","3","3","142","false"
"L22115","4","0","32","0","3","3","142","false"
"L22116","1","0","7","0","3","3","142","false"
"L22117","2","0","23","0","3","3","142","false"
"L22241","5","0","77","0","3","16","1615","false"
"L22242","220","0","1120","10","4","183","1077","false"
"L22243","6","0","426","2","4","60","1615","false"
"L22244","1","0","23","0","4","35","1615","false"
"L22245","1","0","5","0","3","4","1615","false"
"L22246","6","0","47","1","3","12","1615","false"
"L23506","1","0","11","0","3","9","1077","false"
"L23507","5","0","33","0","3","4","1615","false"
"L23508","1","0","17","0","3","21","53","false"
"L23509","1","0","7","0","2","2","53","false"
"L23510","1","0","24","0","4","14","53","false"
"L23511","4","0","38","0","3","5","1615","false"
"L23512","1","0","28","0","4","10","142","false"
"L23513","5","0","70","0","3","6","1077","false"
"L23514","2","0","61","0","2","3","1615","false"
"L23515","11","0","138","0","4","15","142","false"
"L23516","4","0","50","0","3","10","1615","false"
"L23517","6","0","87","0","4","20","142","false"
"L23518","4","0","27","0","2","3","53","false"
"L23519","6","0","45","0","3","9","1077","false"
"L23520","1","0","9","0","3","8","142","false"
"L23521","13","0","73","0","4","19","142","false"
"L23522","3","0","31","0","2","6","1077","false"
"L24330","1","0","35","0","2","2","1615","false"
"L24331","7","0","55","0","2","2","1615","false"
"L24332","66","0","453","0","3","13","1077","false"
"L24333","3","0","28","0","4","8","142","false"
"L24334","1","0","6","0","1","2","1077","false"
"L24335","9","0","42","0","3","10","53","false"
"L24336","19","0","118","0","3","5","1077","false"
"L24337","8","0","62","0","2","3","53","false"
"L24641","19","0","206","0","4","41","1077","false"
"L24642","8","0","54","0","4","34","53","false"
"L24643","1","0","15","0","1","1","1077","false"
"L24644","1","0","28","0","1","2","1077","false"
"L24645","8","0","80","0","4","21","1077","false"
"L26482","1","0","5","0","3","4","53","false"
"L26483","1","0","7","0","3","6","1077","false"
"L26484","13","0","171","0","2","12","1615","false"
"L26485","3","0","49","0","2","6","1615","false"
"L26486","1","0","24","0","3","11","53","false"
"L26487","1","0","10","0","3","4","53","false"
"L26488","5","0","81","0","2","11","1615","false"
"L26489","61","0","249","0","3","21","53","false"
"L26490","1","0","24","0","3","11","53","false"
"L26491","28","0","142","0","2","17","1615","false"
"L26492","4","0","47","0","3","6","1077","false"
"L27019","3","0","13","0","3","4","1077","false"
"L27020","1","0","5","0","3","4","1077","false"
"L27021","1","0","12","0","3","4","1077","false"
"L27022","1","0","11","0","3","4","1077","false"
"L27023","1","0","7","0","3","4","1077","false"
"L27024","1","0","7","0","4","6","142","false"
"L27025","1","0","5","0","3","5","53","false"
"L27136","1","0","4","0","4","5","142","false"
"L27137","1","0","6","0","4","5","142","false"
"L27138","1","0","5","0","4","14","142","false"
"L27139","1","0","16","0","4","16","142","false"
"L27140","1","0","49","0","4","18","142","false"
"L27141","1","0","8","0","4","9","142","false"
"L27142","1","0","4","0","4","14","142","false"
"L27364","1","0","6","0","4","7","142","false"
"L27365","1","0","10","0","4","7","142","false"
"L27366","1","0","13","0","4","12","1077","false"
"L27367","4","0","29","0","4","9","1615","false"
"L27368","7","0","38","0","4","7","142","false"
"L27369","1","0","13","0","4","9","142","false"
"L27370","1","0","11","0","4","13","142","false"
"L27371","1","0","7","0","4","8","142","false"
"L27372","6","0","20","0","3","4","53","false"
"L27373","1","0","17","0","1","1","1077","false"
"L27374","1","0","6","0","1","1","1077","false"
"L27375","1","0","7","0","3","4","53","false"
"L27376","1","0","5","0","4","7","142","false"
"L27377","1","0","14","0","4","16","142","false"
"L27378","1","0","3","0","3","4","53","false"
"L27379","1","0","42","0","4","30","1077","false"
"L27380","1","0","4","0","4","7","142","false"
"L27381","1","0","3","0","4","7","142","false"
"L27382","1","0","8","0","4","7","142","false"
"L28226","32","0","243","1","4","23","1615","false"
"L28227","1","0","27","0","3","12","53","false"
"L28228","1","0","19","0","4","14","142","false"
"L28361","4","0","72","0","2","5","1077","false"
"L28362","1","0","29","2","5","18","1615","false"
"L28363","5","0","30","0","2","4","1077","false"
"L28421","18","0","70","0","1","3","1077","false"
"L28422","26","0","85","0","1","2","1077","false"
"L28423","5","0","19","0","1","1","1077","false"
"L28424","1","0","10","0","1","4","1077","false"
"L28425","20","0","270","0","1","2","1077","false"
"L28426","4","0","9","0","1","1","1077","false"
"L28427","1","0","4","0","1","1","1077","false"
"L28428","7","0","52","0","1","2","1077","false"
"L28429","1","0","12","0","2","3","1615","false"
"L28430","8","0","53","0","1","2","1077","false"
"L28431","1","0","8","0","1","1","1077","false"
"L28432","17","0","81","0","2","6","1077","false"
"L28433","1","0","32","0","1","1","1077","false"
"L28434","3","0","14","0","1","1","1077","false"
"L28435","8","0","106","0","2","3","1615","false"
"L28436","12","0","137","0","1","2","1077","false"
"L28437","43","0","141","0","2","2","1615","false"
"L28438","1","0","4","0","1","3","1077","false"
"L28439","1","0","4","0","1","3","1077","false"
"L28946","2","0","17","0","2","3","1077","false"
"L28947","4","0","32","0","2","5","142","false"
"L28948","11","0","40","0","2","4","1077","false"
"L28982","1","0","28","0","1","2","1077","false"
"L28983","22","0","196","0","4","27","1077","false"
"L28984","2","0","11","0","1","1","1077","false"
"L28985","6","0","62","0","1","1","1077","false"
"L29110","11","0","62","0","3","6","53","false"
"L29111","3","0","25","0","2","3","53","false"
"L29112","22","0","182","0","2","5","1077","false"
"L29113","10","0","105","0","3","7","1077","false"
"L29114","23","0","173","0","3","16","1077","false"
"L29115","11","0","50","0","3","6","53","false"
"L29116","10","0","34","0","1","1","1077","false"
"L29117","8","0","36","0","3","5","1077","false"
"L29118","6","0","18","0","1","1","1077","false"
"L29119","3","0","17","1","1","1","1615","false"
"L3258","20","0","113","0","4","36","1615","false"
"L3259","13","0","204","2","3","37","1615","false"
"L5094","1","0","5","0","3","4","53","false"
"L5095","28","0","178","0","4","38","53","false"
"L5096","26","0","184","0","3","20","1077","false"
"L5097","1","0","27","0","3","5","1615","false"
"L5098","3","0","51","0","4","34","142","false"
"L5099","1","0","21","0","3","11","1077","false"
"L5370","33","0","177","1","3","19","53","false"
"L5371","11","0","153","1","4","46","53","false"
"L5372","6","0","81","0","4","44","53","false"
"L5736","1","0","28","0","4","22","142","false"
"L5737","3","0","30","0","3","6","142","false"
"L5738","1","0","18","0","2","4","1077","false"
"L5739","1","0","12","0","4","18","53","false"
"L5740","1","0","6","0","3","9","53","false"
"L5741","1","0","32","0","3","9","1615","false"
"L5742","1","0","31","0","2","3","142","false"
"L5743","2","0","63","0","4","21","142","false"
"L5744","1","0","12","0","4","16","142","false"
"L5745","34","0","291","0","4","36","142","false"
"L5746","1","0","9","0","3","11","53","false"
"L5747","12","0","95","0","4","34","53","false"
"L6243","1","0","20","0","2","3","1077","false"
"L6244","11","0","88","0","3","6","142","false"
"L6550","29","0","311","0","4","73","1615","false"
"L6551","2","0","34","0","3","7","53","false"
"L6552","10","0","56","0","3","21","1615","false"
"L6553","4","0","64","0","4","53","142","false"
"L6554","3","0","67","0","4","41","142","false"
"L6555","13","0","169","0","4","48","142","false"
"L6556","1","0","13","0","1","1","1615","false"
"L6557","1","0","6","0","3","4","53","false"
"L6558","25","0","102","0","3","10","53","false"
"L6559","3","0","69","0","3","6","53","false"
"L6560","1","0","16","0","2","4","1077","false"
"L7321","2","0","24","0","3","5","53","false"
"L7322","1","0","6","0","3","5","53","false"
"L7323","69","0","546","0","4","53","1615","false"
"L7324","27","0","138","2","4","26","1615","false"
"L7325","1","0","9","0","3","19","1077","false"
"L8038","8","0","51","0","3","16","1077","false"
"L8039","1","0","24","0","3","6","1077","false"
