"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of committers","Number of developer commits","Number of previous fixes","Number of bugs"
"L111","Atomic.java","src/main/java/org/mapdb/Atomic.java","L110","36","0","304","13","1","1302","1","0"
"L112","Bind.java","src/main/java/org/mapdb/Bind.java","L110","68","0","283","25","2","1302","0","0"
"L113","BTreeKeySerializer.java","src/main/java/org/mapdb/BTreeKeySerializer.java","L110","219","0","1557","44","1","1302","1","1"
"L114","BTreeMap.java","src/main/java/org/mapdb/BTreeMap.java","L110","546","0","2507","143","4","1302","8","1"
"L115","CC.java","src/main/java/org/mapdb/CC.java","L110","1","0","18","33","1","1302","1","0"
"L116","CompressLZF.java","src/main/java/org/mapdb/CompressLZF.java","L110","41","0","182","17","1","1302","3","0"
"L117","DataIO.java","src/main/java/org/mapdb/DataIO.java","L110","54","0","725","24","1","1302","0","0"
"L118","DB.java","src/main/java/org/mapdb/DB.java","L110","155","0","1260","107","3","1302","7","1"
"L119","DBException.java","src/main/java/org/mapdb/DBException.java","L110","2","0","79","4","1","1302","0","0"
"L120","DBMaker.java","src/main/java/org/mapdb/DBMaker.java","L110","59","0","602","128","2","1302","8","0"
"L121","EncryptionXTEA.java","src/main/java/org/mapdb/EncryptionXTEA.java","L110","14","0","168","13","1","1302","0","0"
"L122","Engine.java","src/main/java/org/mapdb/Engine.java","L110","1","0","100","38","2","1302","2","0"
"L123","Fun.java","src/main/java/org/mapdb/Fun.java","L110","59","0","308","36","1","1302","1","0"
"L124","HTreeMap.java","src/main/java/org/mapdb/HTreeMap.java","L110","311","0","1486","96","3","1302","3","1"
"L125","LongConcurrentHashMap.java","src/main/java/org/mapdb/LongConcurrentHashMap.java","L110","104","0","529","14","2","1302","0","0"
"L126","Pump.java","src/main/java/org/mapdb/Pump.java","L110","75","0","396","46","1","1302","3","0"
"L127","Queues.java","src/main/java/org/mapdb/Queues.java","L110","29","0","313","26","2","1302","1","0"
"L128","Serializer.java","src/main/java/org/mapdb/Serializer.java","L110","57","0","1029","47","2","1302","0","0"
"L129","SerializerBase.java","src/main/java/org/mapdb/SerializerBase.java","L110","218","0","1660","87","1","1302","5","0"
"L130","SerializerPojo.java","src/main/java/org/mapdb/SerializerPojo.java","L110","69","0","442","55","3","1302","3","0"
"L131","Store.java","src/main/java/org/mapdb/Store.java","L110","222","0","1253","61","2","1302","4","0"
"L132","StoreAppend.java","src/main/java/org/mapdb/StoreAppend.java","L110","52","0","370","67","1","1302","6","0"
"L133","StoreCached.java","src/main/java/org/mapdb/StoreCached.java","L110","64","0","284","12","1","1302","0","2"
"L134","StoreDirect.java","src/main/java/org/mapdb/StoreDirect.java","L110","179","0","669","128","4","1302","10","2"
"L135","StoreHeap.java","src/main/java/org/mapdb/StoreHeap.java","L110","38","0","215","37","1","1302","0","0"
"L136","StoreWAL.java","src/main/java/org/mapdb/StoreWAL.java","L110","139","0","657","112","2","1302","14","2"
"L137","TxBlock.java","src/main/java/org/mapdb/TxBlock.java","L110","1","0","4","2","1","1302","0","0"
"L138","TxEngine.java","src/main/java/org/mapdb/TxEngine.java","L110","69","0","501","37","1","1302","3","0"
"L139","TxMaker.java","src/main/java/org/mapdb/TxMaker.java","L110","12","0","55","31","1","1302","4","0"
"L140","TxRollbackException.java","src/main/java/org/mapdb/TxRollbackException.java","L110","1","0","4","3","1","1302","0","0"
"L141","Volume.java","src/main/java/org/mapdb/Volume.java","L110","235","0","1945","103","4","1302","12","4"
"L146","AsyncWriteEngineTest.java","src/test/java/org/mapdb/AsyncWriteEngineTest.java","L145","1","0","12","29","1","1302","0","0"
"L147","AtomicBooleanTest.java","src/test/java/org/mapdb/AtomicBooleanTest.java","L145","2","0","62","10","1","1302","0","0"
"L148","AtomicIntegerTest.java","src/test/java/org/mapdb/AtomicIntegerTest.java","L145","6","0","119","8","1","1302","0","0"
"L149","AtomicLongTest.java","src/test/java/org/mapdb/AtomicLongTest.java","L145","6","0","131","9","1","1302","0","0"
"L150","BindTest.java","src/test/java/org/mapdb/BindTest.java","L145","12","0","162","9","1","1302","1","0"
"L151","BrokenDBTest.java","src/test/java/org/mapdb/BrokenDBTest.java","L145","10","0","90","16","1","1302","2","0"
"L152","BTreeKeySerializerTest.java","src/test/java/org/mapdb/BTreeKeySerializerTest.java","L145","20","0","369","20","1","1302","0","0"
"L153","BTreeMapContainsKeyTest.java","src/test/java/org/mapdb/BTreeMapContainsKeyTest.java","L145","1","0","47","13","2","1302","1","0"
"L154","BTreeMapExtendTest.java","src/test/java/org/mapdb/BTreeMapExtendTest.java","L145","811","0","6258","7","1","1302","0","0"
"L155","BTreeMapLargeValsTest.java","src/test/java/org/mapdb/BTreeMapLargeValsTest.java","L145","2","0","51","27","1","1302","1","0"
"L156","BTreeMapNavigable2Test.java","src/test/java/org/mapdb/BTreeMapNavigable2Test.java","L145","12","0","400","13","2","1302","0","0"
"L157","BTreeMapNavigableSubMapExclusiveTest.java","src/test/java/org/mapdb/BTreeMapNavigableSubMapExclusiveTest.java","L145","1","0","22","7","2","1302","0","0"
"L158","BTreeMapNavigableSubMapInclusiveTest.java","src/test/java/org/mapdb/BTreeMapNavigableSubMapInclusiveTest.java","L145","1","0","19","7","2","1302","0","0"
"L159","BTreeMapNavigableTest.java","src/test/java/org/mapdb/BTreeMapNavigableTest.java","L145","1","0","255","9","1","1302","0","0"
"L160","BTreeMapParTest.java","src/test/java/org/mapdb/BTreeMapParTest.java","L145","2","0","30","3","1","1302","0","0"
"L161","BTreeMapSubSetTest.java","src/test/java/org/mapdb/BTreeMapSubSetTest.java","L145","47","0","582","8","1","1302","0","0"
"L162","BTreeMapTest.java","src/test/java/org/mapdb/BTreeMapTest.java","L145","53","0","502","67","2","1302","3","0"
"L163","BTreeMapTest2.java","src/test/java/org/mapdb/BTreeMapTest2.java","L145","2","0","49","27","1","1302","1","0"
"L164","BTreeMapTest3.java","src/test/java/org/mapdb/BTreeMapTest3.java","L145","30","0","218","6","1","1302","0","0"
"L165","BTreeMapTest4.java","src/test/java/org/mapdb/BTreeMapTest4.java","L145","122","0","1422","13","1","1302","0","0"
"L166","BTreeMapTest5.java","src/test/java/org/mapdb/BTreeMapTest5.java","L145","47","0","983","9","1","1302","0","0"
"L167","BTreeMapTest6.java","src/test/java/org/mapdb/BTreeMapTest6.java","L145","111","0","929","9","1","1302","0","0"
"L168","BTreeSet2Test.java","src/test/java/org/mapdb/BTreeSet2Test.java","L145","98","0","685","11","1","1302","0","0"
"L169","BTreeSet3Test.java","src/test/java/org/mapdb/BTreeSet3Test.java","L145","51","0","777","6","1","1302","0","0"
"L170","BTreeSetTest.java","src/test/java/org/mapdb/BTreeSetTest.java","L145","1","0","13","15","2","1302","0","0"
"L171","CacheWeakSoftRefTest.java","src/test/java/org/mapdb/CacheWeakSoftRefTest.java","L145","1","0","7","9","1","1302","0","0"
"L172","CCTest.java","src/test/java/org/mapdb/CCTest.java","L145","1","0","9","4","1","1302","0","0"
"L173","ClosedThrowsExceptionTest.java","src/test/java/org/mapdb/ClosedThrowsExceptionTest.java","L145","1","0","122","6","1","1302","0","0"
"L174","CompressTest.java","src/test/java/org/mapdb/CompressTest.java","L145","1","0","52","24","1","1302","0","0"
"L175","ConcurrentMapInterfaceTest.java","src/test/java/org/mapdb/ConcurrentMapInterfaceTest.java","L145","110","0","686","3","1","1302","0","0"
"L176","DataIOTest.java","src/test/java/org/mapdb/DataIOTest.java","L145","12","0","107","10","1","1302","0","0"
"L177","DataOutput2Test.java","src/test/java/org/mapdb/DataOutput2Test.java","L145","1","0","25","3","1","1302","0","0"
"L178","DBMakerTest.java","src/test/java/org/mapdb/DBMakerTest.java","L145","2","0","334","49","1","1302","2","0"
"L179","DBTest.java","src/test/java/org/mapdb/DBTest.java","L145","1","0","139","21","1","1302","3","0"
"L180","EngineTest.java","src/test/java/org/mapdb/EngineTest.java","L145","28","0","412","22","1","1302","0","0"
"L181","ExamplesTest.java","src/test/java/org/mapdb/ExamplesTest.java","L145","1","0","64","10","1","1302","0","0"
"L182","Exec.java","src/test/java/org/mapdb/Exec.java","L145","6","0","38","1","1","1302","0","0"
"L183","FunTest.java","src/test/java/org/mapdb/FunTest.java","L145","17","0","50","5","1","1302","0","0"
"L184","HTreeMap2Test.java","src/test/java/org/mapdb/HTreeMap2Test.java","L145","78","0","704","57","1","1302","1","0"
"L185","HTreeMap3Test.java","src/test/java/org/mapdb/HTreeMap3Test.java","L145","2","0","41","27","1","1302","1","0"
"L186","HTreeSetTest.java","src/test/java/org/mapdb/HTreeSetTest.java","L145","3","0","96","31","1","1302","1","0"
"L187","Issue112Test.java","src/test/java/org/mapdb/Issue112Test.java","L145","1","0","16","4","1","1302","1","0"
"L188","Issue114Test.java","src/test/java/org/mapdb/Issue114Test.java","L145","1","0","10","4","1","1302","0","0"
"L189","Issue132Test.java","src/test/java/org/mapdb/Issue132Test.java","L145","9","0","71","6","1","1302","2","0"
"L190","Issue148Test.java","src/test/java/org/mapdb/Issue148Test.java","L145","12","0","120","8","1","1302","1","0"
"L191","Issue150Test.java","src/test/java/org/mapdb/Issue150Test.java","L145","12","0","87","6","1","1302","0","0"
"L192","Issue154Test.java","src/test/java/org/mapdb/Issue154Test.java","L145","1","0","55","4","1","1302","0","0"
"L193","Issue157Test.java","src/test/java/org/mapdb/Issue157Test.java","L145","5","0","34","2","1","1302","0","0"
"L194","Issue162Test.java","src/test/java/org/mapdb/Issue162Test.java","L145","5","0","85","6","1","1302","0","0"
"L195","Issue164Test.java","src/test/java/org/mapdb/Issue164Test.java","L145","7","0","91","2","1","1302","0","0"
"L196","Issue170Test.java","src/test/java/org/mapdb/Issue170Test.java","L145","2","0","17","3","1","1302","1","0"
"L197","Issue183Test.java","src/test/java/org/mapdb/Issue183Test.java","L145","1","0","50","5","1","1302","0","0"
"L198","Issue198Test.java","src/test/java/org/mapdb/Issue198Test.java","L145","2","0","14","4","1","1302","2","0"
"L199","Issue237Test.java","src/test/java/org/mapdb/Issue237Test.java","L145","1","0","31","4","1","1302","1","0"
"L200","Issue241.java","src/test/java/org/mapdb/Issue241.java","L145","1","0","44","4","1","1302","0","0"
"L201","Issue247Test.java","src/test/java/org/mapdb/Issue247Test.java","L145","1","0","25","4","1","1302","0","0"
"L202","Issue249Test.java","src/test/java/org/mapdb/Issue249Test.java","L145","6","0","82","4","1","1302","0","0"
"L203","Issue254Test.java","src/test/java/org/mapdb/Issue254Test.java","L145","13","0","163","4","1","1302","0","0"
"L204","Issue258Test.java","src/test/java/org/mapdb/Issue258Test.java","L145","5","0","29","1","1","1302","1","0"
"L205","Issue265Test.java","src/test/java/org/mapdb/Issue265Test.java","L145","1","0","41","1","1","1302","1","0"
"L206","Issue266Test.java","src/test/java/org/mapdb/Issue266Test.java","L145","1","0","54","2","1","1302","1","0"
"L207","Issue308Test.java","src/test/java/org/mapdb/Issue308Test.java","L145","1","0","32","3","1","1302","1","0"
"L208","Issue312Test.java","src/test/java/org/mapdb/Issue312Test.java","L145","2","0","26","1","1","1302","1","0"
"L209","Issue321Test.java","src/test/java/org/mapdb/Issue321Test.java","L145","1","0","15","1","1","1302","1","0"
"L210","Issue332Test.java","src/test/java/org/mapdb/Issue332Test.java","L145","4","0","78","2","1","1302","1","0"
"L211","Issue353Test.java","src/test/java/org/mapdb/Issue353Test.java","L145","6","0","74","2","1","1302","1","0"
"L212","Issue37Test.java","src/test/java/org/mapdb/Issue37Test.java","L145","6","0","43","11","1","1302","0","0"
"L213","Issue381Test.java","src/test/java/org/mapdb/Issue381Test.java","L145","3","0","26","1","1","1302","1","0"
"L214","Issue400Test.java","src/test/java/org/mapdb/Issue400Test.java","L145","6","0","60","1","1","1302","1","0"
"L215","Issue418Test.java","src/test/java/org/mapdb/Issue418Test.java","L145","7","0","41","1","1","1302","1","0"
"L216","Issue419Test.java","src/test/java/org/mapdb/Issue419Test.java","L145","5","0","48","2","1","1302","2","0"
"L217","Issue41Test.java","src/test/java/org/mapdb/Issue41Test.java","L145","23","0","210","11","1","1302","0","0"
"L218","Issue440Test.java","src/test/java/org/mapdb/Issue440Test.java","L145","1","0","23","1","1","1302","0","0"
"L219","Issue69Test.java","src/test/java/org/mapdb/Issue69Test.java","L145","6","0","50","9","1","1302","0","0"
"L220","Issue77Test.java","src/test/java/org/mapdb/Issue77Test.java","L145","4","0","52","3","1","1302","0","0"
"L221","Issue78Test.java","src/test/java/org/mapdb/Issue78Test.java","L145","1","0","22","4","2","1302","0","0"
"L222","Issue86Test.java","src/test/java/org/mapdb/Issue86Test.java","L145","5","0","51","3","1","1302","0","0"
"L223","Issue89Test.java","src/test/java/org/mapdb/Issue89Test.java","L145","2","0","53","3","1","1302","1","0"
"L224","Issue90Test.java","src/test/java/org/mapdb/Issue90Test.java","L145","2","0","20","6","1","1302","2","0"
"L225","IssuesTest.java","src/test/java/org/mapdb/IssuesTest.java","L145","1","0","11","2","1","1302","0","0"
"L226","JSR166TestCase.java","src/test/java/org/mapdb/JSR166TestCase.java","L145","1","0","25","1","1","1302","0","0"
"L227","LongConcurrentHashMapTest.java","src/test/java/org/mapdb/LongConcurrentHashMapTest.java","L145","6","0","134","4","1","1302","0","0"
"L228","MapInterfaceTest.java","src/test/java/org/mapdb/MapInterfaceTest.java","L145","196","0","1334","7","2","1302","0","0"
"L229","MapListenerTest.java","src/test/java/org/mapdb/MapListenerTest.java","L145","16","0","44","5","1","1302","0","0"
"L230","Pump_InMemory_Import_Then_Save_To_Disk.java","src/test/java/org/mapdb/Pump_InMemory_Import_Then_Save_To_Disk.java","L145","1","0","8","5","1","1302","0","0"
"L231","PumpComparableValueTest.java","src/test/java/org/mapdb/PumpComparableValueTest.java","L145","1","0","71","2","1","1302","0","0"
"L232","PumpTest.java","src/test/java/org/mapdb/PumpTest.java","L145","42","0","296","22","1","1302","0","0"
"L233","QueuesTest.java","src/test/java/org/mapdb/QueuesTest.java","L145","3","0","110","11","1","1302","0","0"
"L234","Serialization2Bean.java","src/test/java/org/mapdb/Serialization2Bean.java","L145","32","0","88","1","1","1302","0","0"
"L235","Serialization2Test.java","src/test/java/org/mapdb/Serialization2Test.java","L145","1","0","70","11","1","1302","0","0"
"L236","Serialized2DerivedBean.java","src/test/java/org/mapdb/Serialized2DerivedBean.java","L145","28","0","63","1","1","1302","0","0"
"L237","SerializerBaseTest.java","src/test/java/org/mapdb/SerializerBaseTest.java","L145","50","0","587","42","1","1302","6","0"
"L238","SerializerPojoTest.java","src/test/java/org/mapdb/SerializerPojoTest.java","L145","27","0","288","22","2","1302","2","0"
"L239","SerializerTest.java","src/test/java/org/mapdb/SerializerTest.java","L145","1","0","39","8","1","1302","0","0"
"L240","StoreAppendTest.java","src/test/java/org/mapdb/StoreAppendTest.java","L145","1","0","16","15","1","1302","1","0"
"L241","StoreCachedTest.java","src/test/java/org/mapdb/StoreCachedTest.java","L145","1","0","21","3","1","1302","0","0"
"L242","StoreCacheHashTableTest.java","src/test/java/org/mapdb/StoreCacheHashTableTest.java","L145","1","0","28","2","1","1302","0","0"
"L243","StoreDirectTest.java","src/test/java/org/mapdb/StoreDirectTest.java","L145","28","0","323","42","1","1302","1","0"
"L244","StoreDirectTest2.java","src/test/java/org/mapdb/StoreDirectTest2.java","L145","13","0","184","8","1","1302","0","0"
"L245","StoreHeapTest.java","src/test/java/org/mapdb/StoreHeapTest.java","L145","1","0","9","5","1","1302","0","0"
"L246","StoreHeapTxTest.java","src/test/java/org/mapdb/StoreHeapTxTest.java","L145","1","0","9","3","1","1302","0","0"
"L247","StoreLongLongMapTest.java","src/test/java/org/mapdb/StoreLongLongMapTest.java","L145","10","0","53","1","1","1302","0","0"
"L248","StoreLongObjectMapTest.java","src/test/java/org/mapdb/StoreLongObjectMapTest.java","L145","10","0","53","1","1","1302","0","0"
"L249","StoreTest.java","src/test/java/org/mapdb/StoreTest.java","L145","2","0","37","2","1","1302","1","0"
"L250","StoreWALTest.java","src/test/java/org/mapdb/StoreWALTest.java","L145","3","0","74","28","1","1302","3","0"
"L251","TestTransactions.java","src/test/java/org/mapdb/TestTransactions.java","L145","5","0","91","2","1","1302","0","0"
"L252","TreeMapExtendTest.java","src/test/java/org/mapdb/TreeMapExtendTest.java","L145","1375","0","11297","3","1","1302","0","0"
"L253","TxEngineTest.java","src/test/java/org/mapdb/TxEngineTest.java","L145","1","0","78","12","1","1302","1","0"
"L254","TxMakerTest.java","src/test/java/org/mapdb/TxMakerTest.java","L145","21","0","204","15","1","1302","5","0"
"L255","UtilsTest.java","src/test/java/org/mapdb/UtilsTest.java","L145","7","0","107","14","1","1302","1","0"
"L256","VolumeTest.java","src/test/java/org/mapdb/VolumeTest.java","L145","15","0","224","33","1","1302","2","0"
"L17415","StoreDirectFreeSpaceTest.java","src/test/java/org/mapdb/StoreDirectFreeSpaceTest.java","L145","1","0","0","17","1","1302","2","0"
