@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L30549","4","0","186","831","5","0","4","false"
"L30550","2","0","147","296","3","0","3","false"
"L30551","1","0","133","296","3","0","3","false"
"L30552","5","0","115","296","3","0","3","false"
"L30553","4","0","159","1733","4","1","1","false"
"L30554","4","0","97","1733","2","1","1","false"
"L30555","15","0","193","1733","2","1","1","false"
"L32745","5","0","164","15","6","0","5","false"
"L32851","1","0","22","15","4","0","4","false"
"L32852","1","0","197","15","2","0","2","false"
"L33619","2","0","186","15","4","0","4","false"
"L33620","2","0","155","15","4","0","4","false"
"L33781","3","0","68","15","4","0","4","false"
"L33827","1","0","104","15","3","0","3","false"
"L33828","1","0","154","15","4","0","4","false"
"L33829","2","0","73","15","4","0","4","false"
"L33830","14","0","543","15","4","0","4","false"
"L33831","5","0","165","15","4","0","4","false"
"L33832","3","0","118","15","4","0","4","false"
"L34897","2","0","12","15","2","0","2","false"
"L34898","3","0","48","15","2","0","2","false"
"L34967","1","0","44","15","4","0","4","false"
"L35002","9","0","85","15","2","0","2","false"
"L35043","1","0","45","15","4","0","4","false"
"L35044","1","0","45","15","4","0","4","false"
"L35045","1","0","32","15","4","0","4","false"
"L35091","7","0","109","15","4","0","4","false"
"L35092","11","0","160","15","4","0","4","false"
"L35093","11","0","186","15","4","0","4","false"
"L35094","1","0","58","15","4","0","4","false"
"L35432","14","0","932","15","5","0","5","false"
"L35433","4","0","75","15","4","0","4","false"
"L35434","6","0","162","15","2","0","2","false"
"L35435","10","0","170","15","4","0","4","false"
"L35436","5","0","84","15","4","0","4","false"
"L35437","4","0","481","15","4","0","4","false"
"L35438","27","0","526","753","6","0","6","false"
"L35439","1","0","110","15","6","0","4","false"
"L35440","14","0","310","15","4","0","4","false"
"L35441","26","0","799","296","7","1","5","false"
"L35442","9","0","135","15","4","0","4","false"
"L35443","1","0","30","15","4","0","4","false"
"L35444","1","0","26","15","4","0","4","false"
"L35445","18","0","203","384","8","1","7","false"
"L35446","28","0","429","15","2","0","2","false"
"L35447","1","0","11","15","2","0","2","false"
"L35448","6","0","78","15","4","0","4","false"
"L35449","2","0","78","15","4","0","4","false"
"L38140","1","0","18","15","2","0","2","false"
"L38141","34","0","521","15","2","0","2","false"
"L38142","14","0","246","15","2","0","2","false"
"L39754","23","0","311","15","4","1","4","false"
"L39755","6","0","99","15","4","1","4","false"
"L39756","7","0","288","15","4","1","4","false"
"L39757","1","0","105","15","4","1","4","false"
"L39758","13","0","279","15","4","1","4","false"
"L40339","3","0","22","15","2","0","2","false"
"L40340","2","0","16","15","2","0","2","false"
"L40364","1","0","103","15","4","0","3","false"
"L40365","1","0","79","15","2","0","2","false"
"L40497","5","0","86","15","5","0","5","false"
"L40498","11","0","101","15","2","0","2","false"
"L40499","28","0","456","15","5","0","5","false"
"L40837","1","0","160","15","6","0","6","false"
"L40838","1","0","404","296","8","1","7","false"
"L40839","1","0","301","296","8","1","7","false"
"L40840","1","0","230","15","6","0","6","false"
"L41511","63","0","665","15","2","0","2","false"
"L41869","4","0","195","15","4","0","4","false"
"L41870","8","0","115","15","4","0","4","false"
"L42136","1","0","155","15","2","0","2","false"
"L42306","6","0","86","14","1","0","1","false"
"L42307","11","0","103","14","1","0","1","false"
"L42308","6","0","81","14","1","0","1","false"
"L42309","14","0","119","14","1","0","1","false"
"L42310","19","0","160","14","1","0","1","false"
"L42716","2","0","64","296","3","0","3","false"
"L3102","1","0","22","15","2","0","2","false"
"L3103","1","0","22","15","2","0","2","false"
"L3104","1","0","22","15","2","0","2","false"
"L3105","1","0","22","15","2","0","2","false"
"L3106","1","0","22","15","2","0","2","false"
"L3107","1","0","22","15","2","0","2","false"
"L3108","1","0","22","15","2","0","2","false"
"L3109","1","0","22","15","2","0","2","false"
"L3110","1","0","22","15","2","0","2","false"
"L3111","1","0","22","15","2","0","2","false"
"L3112","1","0","22","15","2","0","2","false"
"L3113","1","0","22","15","2","0","2","false"
"L3114","1","0","22","15","2","0","2","false"
"L3115","1","0","22","15","2","0","2","false"
"L3116","1","0","22","15","2","0","2","false"
"L3117","1","0","22","15","2","0","2","false"
"L3118","1","0","17","15","2","0","2","false"
"L3119","1","0","22","15","2","0","2","false"
"L3120","1","0","22","15","2","0","2","false"
"L3121","1","0","22","15","2","0","2","false"
"L3122","1","0","22","15","2","0","2","false"
"L3123","1","0","27","15","2","0","2","false"
"L3124","1","0","22","15","2","0","2","false"
"L3125","1","0","22","15","2","0","2","false"
"L3126","1","0","22","15","2","0","2","false"
"L3127","1","0","22","15","2","0","2","false"
"L3128","1","0","22","15","2","0","2","false"
"L3129","1","0","22","15","2","0","2","false"
"L3130","1","0","22","15","2","0","2","false"
"L3131","1","0","22","15","2","0","2","false"
"L3132","1","0","17","15","2","0","2","false"
"L3133","1","0","22","15","2","0","2","false"
"L3134","1","0","22","15","2","0","2","false"
"L3135","1","0","22","15","2","0","2","false"
"L3136","1","0","22","15","2","0","2","false"
"L3137","1","0","22","15","2","0","2","false"
"L3138","1","0","22","15","2","0","2","false"
"L3139","1","0","22","15","2","0","2","false"
"L3140","1","0","22","15","2","0","2","false"
"L3499","1","0","53","15","4","0","4","false"
"L3500","19","0","257","15","14","1","8","false"
"L27772","5","0","95","15","4","0","4","false"
"L34326","1","0","27","15","2","0","2","false"
"L34327","1","0","14","15","2","0","2","false"
"L34328","1","0","18","15","2","0","2","false"
"L34329","1","0","25","15","2","0","2","false"
"L34330","1","0","48","15","2","0","2","false"
"L34331","1","0","46","15","2","0","2","false"
"L34332","1","0","43","15","2","0","2","false"
"L34333","1","0","9","15","2","0","2","false"
"L34334","1","0","9","15","2","0","2","false"
"L34335","1","0","9","15","2","0","2","false"
"L36938","5","0","51","15","2","0","2","false"
"L38155","5","0","82","15","3","0","3","false"
"L38156","13","0","221","15","2","0","2","false"
"L38157","3","0","63","15","2","0","2","false"
"L38158","23","0","233","15","2","0","2","false"
"L38159","23","0","233","15","2","0","2","false"
"L38160","13","0","211","15","2","0","2","false"
"L42212","7","0","35","14","1","0","1","false"
"L42213","1","0","5","14","1","0","1","false"
"L42214","2","0","42","14","1","0","1","false"
"L564","1","0","16","1733","16","0","8","false"
"L565","10","0","60","384","40","0","14","false"
"L566","11","0","102","384","474","20","26","false"
"L567","1","0","9","296","3","1","2","false"
"L568","1","0","8","384","28","0","15","false"
"L569","1","0","1","221","14","0","9","false"
"L3937","1","0","12","221","15","0","8","false"
"L3938","10","0","297","1733","173","3","23","false"
"L3939","5","0","107","384","53","2","16","false"
"L3940","5","0","95","384","69","4","22","false"
"L3941","1","0","20","384","27","2","14","false"
"L3942","3","0","35","1733","8","0","5","false"
"L3943","1","0","1","221","14","0","9","false"
"L3944","11","0","70","384","51","4","15","false"
"L3945","24","0","126","1733","2","0","2","false"
"L3946","1","0","46","384","48","1","16","false"
"L3947","82","0","402","1733","140","8","22","false"
"L3948","16","0","105","221","13","0","11","false"
"L6108","1","0","6","221","14","0","8","false"
"L6109","1","0","6","221","16","0","8","false"
"L6110","1","0","7","384","36","1","16","false"
"L6111","1","0","18","384","86","9","19","false"
"L6112","1","0","1","221","14","0","9","false"
"L6113","2","0","18","384","29","0","13","false"
"L7089","242","0","1331","384","48","0","16","false"
"L7090","1","0","1","384","13","0","10","false"
"L8285","1","0","24","384","11","0","9","false"
"L8286","2","0","45","221","8","3","3","false"
"L8287","6","0","83","1733","14","0","8","false"
"L8288","18","0","463","1733","42","3","11","false"
"L8289","3","0","25","384","11","0","9","false"
"L8290","5","0","224","1733","23","1","10","false"
"L8291","7","0","82","384","15","0","10","false"
"L8292","1","0","1","221","13","0","10","false"
"L22333","29","0","200","1733","37","11","12","false"
"L22334","1","0","19","221","147","9","22","false"
"L22335","1","0","5","384","21","0","13","false"
"L22336","1","0","1","221","14","0","9","false"
"L22657","8","0","163","1733","63","6","16","false"
"L22658","2","0","102","116","66","3","17","false"
"L22659","2","0","91","116","52","3","16","false"
"L22660","2","0","37","116","27","0","15","false"
"L22661","2","0","86","221","30","2","14","true"
"L22662","4","0","54","384","63","3","17","false"
"L22663","29","0","478","116","141","16","18","false"
"L22664","5","0","57","384","51","3","16","false"
"L22665","3","0","84","1733","49","3","15","false"
"L22666","4","0","98","116","87","15","20","false"
"L22667","94","0","1128","1733","265","21","23","false"
"L22668","11","0","201","116","73","5","18","false"
"L22669","11","0","322","116","147","9","21","false"
"L22670","13","0","240","1733","106","12","16","false"
"L22671","12","0","214","384","83","5","17","false"
"L22672","5","0","104","384","66","3","16","false"
"L22673","1","0","11","384","40","3","12","false"
"L22674","3","0","79","2899","73","4","17","false"
"L22675","1","0","1","384","20","0","12","false"
"L22676","2","0","96","1733","35","0","14","false"
"L27530","1","0","18","296","39","3","14","false"
"L27531","1","0","66","1733","66","6","20","false"
"L27532","1","0","15","384","37","2","14","false"
"L27533","1","0","21","384","40","3","15","false"
"L27534","1","0","9","221","26","2","14","false"
"L27535","1","0","11","384","12","0","7","false"
"L27536","14","0","159","384","133","16","22","false"
"L27537","1","0","4","384","15","0","7","false"
"L27538","1","0","8","1733","2","1","1","false"
"L27539","1","0","14","1733","3","1","1","false"
"L27540","1","0","6","384","20","1","10","false"
"L27541","1","0","1","221","14","0","9","false"
"L27542","27","0","260","1733","236","15","22","false"
"L27543","1","0","4","384","9","0","7","false"
"L27544","1","0","6","384","13","0","7","false"
"L30557","1","0","1","221","15","0","9","false"
"L30558","10","0","121","1733","107","6","17","false"
"L30559","14","0","123","1733","79","6","16","false"
"L32506","2","0","42","384","20","0","11","false"
"L32507","11","0","58","384","37","1","15","false"
"L32508","11","0","92","296","43","3","16","false"
"L32509","1","0","1","384","12","0","8","false"
"L32510","3","0","15","384","15","0","9","false"
"L32511","3","0","22","384","34","0","15","false"
"L32512","1","0","18","384","13","0","9","false"
"L639","24","0","263","831","30","5","12","true"
"L640","17","0","174","296","38","9","12","false"
"L641","71","0","550","831","49","6","13","true"
"L642","1","0","12","384","23","0","12","false"
"L643","29","0","289","1733","52","2","13","true"
"L644","2","0","45","384","26","1","11","false"
"L645","12","0","168","407","84","19","16","false"
"L646","17","0","90","407","30","2","12","false"
"L647","1","0","1","384","10","0","7","false"
"L6187","7","0","61","296","27","4","13","true"
"L6188","12","0","205","831","168","19","23","false"
"L6189","34","0","299","831","244","38","24","false"
"L6190","3","0","20","221","25","2","14","false"
"L6191","11","0","74","1733","79","5","20","false"
"L6192","14","0","97","296","61","2","19","false"
"L6193","1","0","1","221","14","0","9","false"
"L27774","4","0","42","221","14","0","8","false"
"L27775","8","0","57","221","32","2","15","false"
"L27776","22","0","191","296","287","22","24","false"
"L27777","6","0","127","1733","99","10","17","false"
"L27778","29","0","219","221","22","8","5","false"
"L27779","26","0","198","296","15","3","6","false"
"L27780","31","0","292","221","23","4","7","true"
"L27781","10","0","146","221","42","3","15","false"
"L27782","24","0","184","221","5","2","3","false"
"L27783","4","0","43","221","12","6","5","false"
"L27784","18","0","163","753","93","8","18","true"
"L27785","6","0","66","753","12","4","6","false"
"L27786","11","0","110","1733","3","1","1","false"
"L27787","23","0","214","221","18","9","4","false"
"L27788","1","0","6","221","5","1","3","false"
"L27789","2","0","23","221","14","2","9","false"
"L27790","1","0","12","221","12","0","8","false"
"L27791","1","0","1","221","14","0","9","false"
"L30581","2","0","17","1733","24","1","10","false"
"L30582","1","0","35","1733","33","4","11","false"
"L30583","7","0","156","1733","62","5","15","false"
"L30584","5","0","81","1733","49","6","13","false"
"L30585","3","0","58","1733","49","2","14","false"
"L30586","4","0","70","1733","49","4","15","false"
"L30587","1","0","35","1733","33","4","11","false"
"L30588","1","0","1","221","15","0","9","false"
"L30805","1","0","1","1733","2","1","1","false"
"L30806","26","0","212","1733","3","1","1","true"
"L30807","10","0","126","1733","2","1","1","false"
"L30808","15","0","118","1733","2","1","1","true"
"L575","1","0","32","116","7","4","3","false"
"L576","1","0","24","384","24","0","9","false"
"L577","1","0","39","296","4","2","2","false"
"L578","1","0","97","1733","19","5","5","false"
"L579","4","0","82","384","33","3","14","false"
"L580","1","0","26","1733","2","0","2","false"
"L581","2","0","125","116","12","3","8","false"
"L582","21","0","275","384","37","5","14","false"
"L583","1","0","56","384","16","0","9","false"
"L584","1","0","84","384","24","3","10","false"
"L585","27","0","627","2053","31","14","11","false"
"L586","11","0","291","2053","41","8","14","false"
"L587","6","0","118","116","26","2","5","false"
"L588","1","0","44","1118","17","7","7","false"
"L589","2","0","102","296","41","5","17","false"
"L590","3","0","54","407","8","0","6","false"
"L591","15","0","125","384","23","0","9","false"
"L621","5","0","175","831","20","7","9","false"
"L622","1","0","69","384","11","0","8","false"
"L623","7","0","155","384","5","2","5","false"
"L624","1","0","40","407","20","2","10","false"
"L3950","1","0","246","116","5","0","5","false"
"L3951","1","0","43","384","5","1","3","false"
"L3952","1","0","119","384","5","1","3","false"
"L3953","3","0","260","1733","51","8","18","false"
"L3954","1","0","196","2053","9","2","5","false"
"L8294","3","0","14","1733","3","2","2","false"
"L22678","1","0","48","384","15","2","9","false"
"L22679","1","0","75","407","25","3","11","false"
"L27546","1","0","58","407","17","2","8","false"
"L27547","1","0","87","407","8","2","3","false"
"L30561","1","0","58","384","41","0","12","false"
"L30562","5","0","389","384","77","2","17","false"
"L30563","4","0","185","384","53","2","13","false"
"L30564","2","0","146","384","54","4","16","false"
"L30565","1","0","133","384","52","0","14","false"
"L30566","5","0","114","384","52","2","12","false"
"L30567","4","0","160","1733","4","1","1","false"
"L30568","4","0","97","1733","2","1","1","false"
"L30569","15","0","193","1733","2","1","1","false"
"L32747","5","0","158","2053","35","0","10","false"
"L32854","1","0","21","2053","2","0","1","false"
"L32855","1","0","195","384","21","0","9","false"
"L33622","2","0","178","384","25","0","14","false"
"L33623","2","0","146","384","25","0","14","false"
"L33783","3","0","64","384","50","0","15","false"
"L33834","1","0","104","296","2","0","2","false"
"L33835","1","0","153","384","28","0","14","false"
"L33836","2","0","72","384","21","0","12","false"
"L33837","14","0","542","384","37","0","14","false"
"L33838","5","0","165","384","100","7","19","false"
"L33839","3","0","118","2053","49","2","15","false"
"L34900","2","0","12","1118","6","2","3","false"
"L34901","3","0","48","1118","13","2","5","false"
"L34969","1","0","44","384","35","0","13","false"
"L35004","9","0","83","831","30","9","12","false"
"L35047","1","0","49","384","16","0","8","false"
"L35048","1","0","45","384","17","0","8","false"
"L35049","1","0","39","384","16","0","8","false"
"L35096","7","0","109","1147","16","0","7","false"
"L35097","11","0","153","1147","31","0","12","false"
"L35098","11","0","186","384","65","5","16","false"
"L35099","1","0","58","384","27","3","13","false"
"L35451","14","0","932","831","35","3","16","false"
"L35452","4","0","75","407","7","0","6","false"
"L35453","6","0","163","2053","80","11","18","false"
"L35454","10","0","170","407","23","0","13","false"
"L35455","5","0","84","1733","14","1","7","false"
"L35456","4","0","485","384","11","0","9","false"
"L35457","27","0","523","1147","27","9","9","false"
"L35458","1","0","109","1733","3","0","2","false"
"L35459","14","0","310","1733","52","11","13","false"
"L35460","25","0","766","831","156","17","19","false"
"L35461","9","0","135","1147","13","0","9","false"
"L35462","1","0","30","116","3","0","3","false"
"L35463","1","0","26","116","3","0","3","false"
"L35464","18","0","203","384","5","1","4","false"
"L35465","28","0","427","384","45","10","12","false"
"L35466","1","0","11","384","11","1","6","false"
"L35467","6","0","78","407","5","1","5","false"
"L35468","2","0","78","288","10","4","6","false"
"L38144","1","0","18","384","20","1","12","false"
"L38145","34","0","519","407","54","3","16","false"
"L38146","14","0","244","407","36","1","12","false"
"L39760","23","0","310","384","39","0","15","false"
"L39761","6","0","98","116","38","0","12","false"
"L39762","7","0","287","384","25","2","12","false"
"L39763","1","0","99","384","8","0","6","false"
"L39764","13","0","280","384","47","0","15","false"
"L40342","3","0","22","384","17","0","10","false"
"L40343","2","0","16","384","12","0","8","false"
"L40367","1","0","101","1733","2","0","2","false"
"L40368","1","0","77","384","10","0","5","false"
"L40501","5","0","86","753","32","6","11","false"
"L40502","11","0","101","384","20","0","10","false"
"L40503","28","0","455","384","63","8","13","false"
"L40842","1","0","160","116","3","0","3","false"
"L40843","1","0","404","116","3","0","3","false"
"L40844","1","0","300","116","3","0","3","false"
"L40845","1","0","230","116","3","0","3","false"
"L41513","63","0","663","384","43","3","13","false"
"L41872","4","0","193","384","52","0","13","false"
"L41873","8","0","113","1147","15","0","8","false"
"L42138","1","0","153","384","24","3","11","false"
"L42312","6","0","84","384","22","2","10","false"
"L42313","11","0","101","1147","24","0","11","false"
"L42314","6","0","79","288","15","0","5","false"
"L42315","14","0","117","407","20","2","9","false"
"L42316","19","0","160","116","20","4","10","false"
"L42718","2","0","58","384","42","0","12","false"
"L3142","1","0","20","384","13","0","7","false"
"L3143","1","0","20","384","8","0","6","false"
"L3144","1","0","20","384","8","0","6","false"
"L3145","1","0","20","384","8","0","6","false"
"L3146","1","0","20","384","8","0","6","false"
"L3147","1","0","20","384","8","0","6","false"
"L3148","1","0","20","384","8","0","6","false"
"L3149","1","0","20","384","8","0","6","false"
"L3150","1","0","20","384","8","0","6","false"
"L3151","1","0","20","384","8","0","6","false"
"L3152","1","0","20","384","8","0","6","false"
"L3153","1","0","20","384","8","0","6","false"
"L3154","1","0","20","384","8","0","6","false"
"L3155","1","0","20","384","8","0","6","false"
"L3156","1","0","20","384","8","0","6","false"
"L3157","1","0","20","384","11","0","7","false"
"L3158","1","0","15","384","8","0","6","false"
"L3159","1","0","20","384","8","0","6","false"
"L3160","1","0","20","384","8","0","6","false"
"L3161","1","0","20","384","8","0","6","false"
"L3162","1","0","20","384","8","0","6","false"
"L3163","1","0","25","384","8","0","6","false"
"L3164","1","0","20","384","8","0","6","false"
"L3165","1","0","20","384","8","0","6","false"
"L3166","1","0","20","384","8","0","6","false"
"L3167","1","0","20","384","8","0","6","false"
"L3168","1","0","20","384","8","0","6","false"
"L3169","1","0","20","384","8","0","6","false"
"L3170","1","0","20","384","8","0","6","false"
"L3171","1","0","20","384","8","0","6","false"
"L3172","1","0","17","116","5","0","4","false"
"L3173","1","0","20","384","8","0","6","false"
"L3174","1","0","20","384","8","0","6","false"
"L3175","1","0","20","384","8","0","6","false"
"L3176","1","0","20","384","8","0","6","false"
"L3177","1","0","20","384","8","0","6","false"
"L3178","1","0","20","384","8","0","6","false"
"L3179","1","0","20","384","8","0","6","false"
"L3180","1","0","20","384","8","0","6","false"
"L3502","1","0","53","116","6","0","5","false"
"L3503","19","0","257","831","11","1","5","false"
"L27793","5","0","95","384","12","4","8","false"
"L34337","1","0","27","384","15","0","11","false"
"L34338","1","0","14","407","12","0","9","false"
"L34339","1","0","18","384","14","0","11","false"
"L34340","1","0","25","384","14","0","11","false"
"L34341","1","0","48","384","19","0","12","false"
"L34342","1","0","46","384","20","0","12","false"
"L34343","1","0","43","384","17","0","11","false"
"L34344","1","0","9","384","12","0","9","false"
"L34345","1","0","9","407","8","0","6","false"
"L34346","1","0","9","407","10","0","7","false"
"L36940","5","0","51","407","8","0","5","false"
"L38162","5","0","82","2053","24","1","15","false"
"L38163","13","0","219","384","15","0","11","false"
"L38164","3","0","61","384","15","0","11","false"
"L38165","23","0","231","384","15","0","11","false"
"L38166","23","0","231","384","15","0","11","false"
"L38167","13","0","209","384","15","0","11","false"
"L42216","7","0","35","384","10","2","8","false"
"L42217","1","0","5","384","10","2","8","false"
"L42218","2","0","42","1733","4","1","2","false"
"L599","1","0","10","1147","28","0","9","false"
"L600","1","0","27","296","162","11","17","false"
"L601","1","0","14","296","30","3","8","false"
"L602","1","0","26","116","61","3","13","false"
"L603","1","0","11","116","29","0","12","false"
"L604","1","0","1","163","5","0","5","false"
"L44552","1","0","5","163","6","0","4","false"
"L44553","1","0","17","116","176","2","12","false"
"L44554","1","0","13","2899","21","4","9","false"
