"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of committers","Number of developer commits","Number of previous fixes","Number of bugs"
"L128","Hasher.java","src/main/java/org/mapdb/Hasher.java","L110","1","0","76","3","1","1302","0","0"
"L129","HTreeMap.java","src/main/java/org/mapdb/HTreeMap.java","L110","243","0","1276","76","3","1302","2","2"
"L130","LongConcurrentHashMap.java","src/main/java/org/mapdb/LongConcurrentHashMap.java","L110","102","0","517","12","2","1302","0","0"
"L131","LongConcurrentLRUMap.java","src/main/java/org/mapdb/LongConcurrentLRUMap.java","L110","57","0","408","13","1","1302","1","0"
"L132","LongHashMap.java","src/main/java/org/mapdb/LongHashMap.java","L110","31","0","286","14","2","1302","0","0"
"L133","LongMap.java","src/main/java/org/mapdb/LongMap.java","L110","3","0","38","7","2","1302","0","0"
"L134","Pump.java","src/main/java/org/mapdb/Pump.java","L110","59","0","315","31","1","1302","3","0"
"L135","Queues.java","src/main/java/org/mapdb/Queues.java","L110","38","0","344","22","2","1302","1","0"
"L136","Serializer.java","src/main/java/org/mapdb/Serializer.java","L110","27","0","367","37","2","1302","0","0"
"L137","SerializerBase.java","src/main/java/org/mapdb/SerializerBase.java","L110","492","0","1746","70","1","1302","5","0"
"L138","SerializerPojo.java","src/main/java/org/mapdb/SerializerPojo.java","L110","73","0","495","45","2","1302","3","0"
"L139","Store.java","src/main/java/org/mapdb/Store.java","L110","38","0","276","38","2","1302","4","0"
"L140","StoreAppend.java","src/main/java/org/mapdb/StoreAppend.java","L110","85","0","580","52","1","1302","6","0"
"L141","StoreDirect.java","src/main/java/org/mapdb/StoreDirect.java","L110","181","0","890","93","4","1302","10","0"
"L142","StoreHeap.java","src/main/java/org/mapdb/StoreHeap.java","L110","34","0","268","23","1","1302","0","0"
"L143","StoreWAL.java","src/main/java/org/mapdb/StoreWAL.java","L110","187","0","946","83","2","1302","13","1"
"L144","TxBlock.java","src/main/java/org/mapdb/TxBlock.java","L110","1","0","4","2","1","1302","0","0"
"L145","TxEngine.java","src/main/java/org/mapdb/TxEngine.java","L110","61","0","524","25","1","1302","2","1"
"L146","TxMaker.java","src/main/java/org/mapdb/TxMaker.java","L110","13","0","57","30","1","1302","4","0"
"L147","TxRollbackException.java","src/main/java/org/mapdb/TxRollbackException.java","L110","1","0","4","3","1","1302","0","0"
"L148","Volume.java","src/main/java/org/mapdb/Volume.java","L110","106","0","964","76","4","1302","12","0"
"L153","AsyncWriteEngineTest.java","src/test/java/org/mapdb/AsyncWriteEngineTest.java","L152","8","0","98","27","1","1302","0","0"
"L154","AtomicBooleanTest.java","src/test/java/org/mapdb/AtomicBooleanTest.java","L152","2","0","61","9","1","1302","0","0"
"L155","AtomicIntegerTest.java","src/test/java/org/mapdb/AtomicIntegerTest.java","L152","6","0","119","8","1","1302","0","0"
"L156","AtomicLongTest.java","src/test/java/org/mapdb/AtomicLongTest.java","L152","6","0","131","9","1","1302","0","0"
"L157","BindTest.java","src/test/java/org/mapdb/BindTest.java","L152","12","0","157","6","1","1302","1","0"
"L158","BrokenDBTest.java","src/test/java/org/mapdb/BrokenDBTest.java","L152","11","0","108","12","1","1302","2","0"
"L159","BTreeKeySerializerTest.java","src/test/java/org/mapdb/BTreeKeySerializerTest.java","L152","25","0","246","11","1","1302","0","0"
"L160","BTreeMapContainsKeyTest.java","src/test/java/org/mapdb/BTreeMapContainsKeyTest.java","L152","1","0","38","9","2","1302","1","0"
"L161","BTreeMapExtendTest.java","src/test/java/org/mapdb/BTreeMapExtendTest.java","L152","811","0","6251","5","1","1302","0","0"
"L162","BTreeMapLargeValsTest.java","src/test/java/org/mapdb/BTreeMapLargeValsTest.java","L152","2","0","39","22","1","1302","1","0"
"L163","BTreeMapNavigable2Test.java","src/test/java/org/mapdb/BTreeMapNavigable2Test.java","L152","12","0","387","10","2","1302","0","0"
"L164","BTreeMapNavigableSubMapExclusiveTest.java","src/test/java/org/mapdb/BTreeMapNavigableSubMapExclusiveTest.java","L152","1","0","15","5","2","1302","0","0"
"L165","BTreeMapNavigableSubMapInclusiveTest.java","src/test/java/org/mapdb/BTreeMapNavigableSubMapInclusiveTest.java","L152","1","0","13","5","2","1302","0","0"
"L166","BTreeMapNavigableTest.java","src/test/java/org/mapdb/BTreeMapNavigableTest.java","L152","1","0","243","6","1","1302","0","0"
"L167","BTreeMapParTest.java","src/test/java/org/mapdb/BTreeMapParTest.java","L152","3","0","34","2","1","1302","0","0"
"L168","BTreeMapSubSetTest.java","src/test/java/org/mapdb/BTreeMapSubSetTest.java","L152","47","0","585","6","1","1302","0","0"
"L169","BTreeMapTest.java","src/test/java/org/mapdb/BTreeMapTest.java","L152","33","0","353","42","2","1302","3","0"
"L170","BTreeMapTest2.java","src/test/java/org/mapdb/BTreeMapTest2.java","L152","2","0","38","22","1","1302","1","0"
"L171","BTreeMapTest3.java","src/test/java/org/mapdb/BTreeMapTest3.java","L152","30","0","212","4","1","1302","0","0"
"L172","BTreeMapTest4.java","src/test/java/org/mapdb/BTreeMapTest4.java","L152","122","0","1390","10","1","1302","0","0"
"L173","BTreeMapTest5.java","src/test/java/org/mapdb/BTreeMapTest5.java","L152","47","0","982","6","1","1302","0","0"
"L174","BTreeMapTest6.java","src/test/java/org/mapdb/BTreeMapTest6.java","L152","111","0","927","7","1","1302","0","0"
"L175","BTreeSet2Test.java","src/test/java/org/mapdb/BTreeSet2Test.java","L152","98","0","685","9","1","1302","0","0"
"L176","BTreeSet3Test.java","src/test/java/org/mapdb/BTreeSet3Test.java","L152","51","0","783","3","1","1302","0","0"
"L177","BTreeSetTest.java","src/test/java/org/mapdb/BTreeSetTest.java","L152","1","0","13","13","2","1302","0","0"
"L178","CacheWeakSoftRefTest.java","src/test/java/org/mapdb/CacheWeakSoftRefTest.java","L152","5","0","43","7","1","1302","0","0"
"L179","CCTest.java","src/test/java/org/mapdb/CCTest.java","L152","3","0","13","2","1","1302","0","0"
"L180","ClosedThrowsExceptionTest.java","src/test/java/org/mapdb/ClosedThrowsExceptionTest.java","L152","1","0","118","2","1","1302","0","0"
"L181","CompressTest.java","src/test/java/org/mapdb/CompressTest.java","L152","1","0","46","21","1","1302","0","0"
"L182","ConcurrentMapInterfaceTest.java","src/test/java/org/mapdb/ConcurrentMapInterfaceTest.java","L152","110","0","686","3","1","1302","0","0"
"L183","DataOutput2Test.java","src/test/java/org/mapdb/DataOutput2Test.java","L152","1","0","25","2","1","1302","0","0"
"L184","DBMakerTest.java","src/test/java/org/mapdb/DBMakerTest.java","L152","3","0","335","41","1","1302","2","0"
"L185","DBTest.java","src/test/java/org/mapdb/DBTest.java","L152","1","0","104","18","1","1302","3","0"
"L186","DebugVolume.java","src/test/java/org/mapdb/DebugVolume.java","L152","2","0","121","10","2","1302","1","0"
"L187","EngineTest.java","src/test/java/org/mapdb/EngineTest.java","L152","13","0","188","9","1","1302","0","0"
"L188","EngineWrapper_ImmutabilityCheckEngine.java","src/test/java/org/mapdb/EngineWrapper_ImmutabilityCheckEngine.java","L152","3","0","31","10","1","1302","1","0"
"L189","ExamplesTest.java","src/test/java/org/mapdb/ExamplesTest.java","L152","1","0","64","10","1","1302","0","0"
"L190","FunTest.java","src/test/java/org/mapdb/FunTest.java","L152","55","0","182","4","1","1302","0","0"
"L191","HTreeMap2Test.java","src/test/java/org/mapdb/HTreeMap2Test.java","L152","52","0","502","41","1","1302","1","0"
"L192","HTreeMap3Test.java","src/test/java/org/mapdb/HTreeMap3Test.java","L152","2","0","35","23","1","1302","1","0"
"L193","HTreeSetTest.java","src/test/java/org/mapdb/HTreeSetTest.java","L152","3","0","90","27","1","1302","1","0"
"L194","Issue112Test.java","src/test/java/org/mapdb/Issue112Test.java","L152","1","0","16","4","1","1302","1","0"
"L195","Issue114Test.java","src/test/java/org/mapdb/Issue114Test.java","L152","1","0","10","4","1","1302","0","0"
"L196","Issue132Test.java","src/test/java/org/mapdb/Issue132Test.java","L152","9","0","71","6","1","1302","2","0"
"L197","Issue148Test.java","src/test/java/org/mapdb/Issue148Test.java","L152","12","0","124","7","1","1302","1","0"
"L198","Issue150Test.java","src/test/java/org/mapdb/Issue150Test.java","L152","12","0","91","5","1","1302","0","0"
"L199","Issue154Test.java","src/test/java/org/mapdb/Issue154Test.java","L152","1","0","55","4","1","1302","0","0"
"L200","Issue157Test.java","src/test/java/org/mapdb/Issue157Test.java","L152","5","0","34","2","1","1302","0","0"
"L201","Issue162Test.java","src/test/java/org/mapdb/Issue162Test.java","L152","5","0","89","5","1","1302","0","0"
"L202","Issue164Test.java","src/test/java/org/mapdb/Issue164Test.java","L152","7","0","91","2","1","1302","0","0"
"L203","Issue170Test.java","src/test/java/org/mapdb/Issue170Test.java","L152","2","0","17","3","1","1302","1","0"
"L204","Issue183Test.java","src/test/java/org/mapdb/Issue183Test.java","L152","1","0","54","4","1","1302","0","0"
"L205","Issue198Test.java","src/test/java/org/mapdb/Issue198Test.java","L152","2","0","14","4","1","1302","2","0"
"L206","Issue237Test.java","src/test/java/org/mapdb/Issue237Test.java","L152","1","0","31","4","1","1302","1","0"
"L207","Issue241.java","src/test/java/org/mapdb/Issue241.java","L152","1","0","44","4","1","1302","0","0"
"L208","Issue247Test.java","src/test/java/org/mapdb/Issue247Test.java","L152","1","0","25","4","1","1302","0","0"
"L209","Issue249Test.java","src/test/java/org/mapdb/Issue249Test.java","L152","6","0","82","4","1","1302","0","0"
"L210","Issue254Test.java","src/test/java/org/mapdb/Issue254Test.java","L152","13","0","163","4","1","1302","0","0"
"L211","Issue258Test.java","src/test/java/org/mapdb/Issue258Test.java","L152","5","0","29","1","1","1302","1","0"
"L212","Issue265Test.java","src/test/java/org/mapdb/Issue265Test.java","L152","1","0","41","1","1","1302","1","0"
"L213","Issue266Test.java","src/test/java/org/mapdb/Issue266Test.java","L152","1","0","54","2","1","1302","1","0"
"L214","Issue308Test.java","src/test/java/org/mapdb/Issue308Test.java","L152","1","0","32","2","1","1302","1","0"
"L215","Issue312Test.java","src/test/java/org/mapdb/Issue312Test.java","L152","2","0","26","1","1","1302","1","0"
"L216","Issue321Test.java","src/test/java/org/mapdb/Issue321Test.java","L152","1","0","15","1","1","1302","1","0"
"L217","Issue332Test.java","src/test/java/org/mapdb/Issue332Test.java","L152","4","0","78","1","1","1302","1","0"
"L218","Issue353Test.java","src/test/java/org/mapdb/Issue353Test.java","L152","6","0","73","1","1","1302","1","0"
"L219","Issue37Test.java","src/test/java/org/mapdb/Issue37Test.java","L152","6","0","43","11","1","1302","0","0"
"L220","Issue41Test.java","src/test/java/org/mapdb/Issue41Test.java","L152","23","0","214","10","1","1302","0","0"
"L221","Issue69Test.java","src/test/java/org/mapdb/Issue69Test.java","L152","6","0","50","9","1","1302","0","0"
"L222","Issue77Test.java","src/test/java/org/mapdb/Issue77Test.java","L152","4","0","52","3","1","1302","0","0"
"L223","Issue78Test.java","src/test/java/org/mapdb/Issue78Test.java","L152","1","0","22","4","2","1302","0","0"
"L224","Issue86Test.java","src/test/java/org/mapdb/Issue86Test.java","L152","5","0","51","3","1","1302","0","0"
"L225","Issue89Test.java","src/test/java/org/mapdb/Issue89Test.java","L152","2","0","53","3","1","1302","1","0"
"L226","Issue90Test.java","src/test/java/org/mapdb/Issue90Test.java","L152","2","0","20","5","1","1302","2","0"
"L227","IssuesTest.java","src/test/java/org/mapdb/IssuesTest.java","L152","1","0","11","2","1","1302","0","0"
"L228","JSR166TestCase.java","src/test/java/org/mapdb/JSR166TestCase.java","L152","1","0","25","1","1","1302","0","0"
"L229","LoggerVolume.java","src/test/java/org/mapdb/LoggerVolume.java","L152","1","0","159","12","2","1302","1","0"
"L230","LongConcurrentHashMapTest.java","src/test/java/org/mapdb/LongConcurrentHashMapTest.java","L152","6","0","134","4","1","1302","0","0"
"L231","LongConcurrentLRUMapTest.java","src/test/java/org/mapdb/LongConcurrentLRUMapTest.java","L152","4","0","16","1","1","1302","1","0"
"L232","LongHashMapTest.java","src/test/java/org/mapdb/LongHashMapTest.java","L152","6","0","109","9","2","1302","0","0"
"L233","MapInterfaceTest.java","src/test/java/org/mapdb/MapInterfaceTest.java","L152","196","0","1334","6","2","1302","0","0"
"L234","MapListenerTest.java","src/test/java/org/mapdb/MapListenerTest.java","L152","16","0","44","5","1","1302","0","0"
"L235","Pump_InMemory_Import_Then_Save_To_Disk.java","src/test/java/org/mapdb/Pump_InMemory_Import_Then_Save_To_Disk.java","L152","3","0","20","4","1","1302","0","0"
"L236","PumpComparableValueTest.java","src/test/java/org/mapdb/PumpComparableValueTest.java","L152","1","0","71","1","1","1302","0","0"
"L237","PumpTest.java","src/test/java/org/mapdb/PumpTest.java","L152","42","0","289","17","1","1302","0","0"
"L238","QueuesTest.java","src/test/java/org/mapdb/QueuesTest.java","L152","3","0","110","11","1","1302","0","0"
"L239","Serialization2Bean.java","src/test/java/org/mapdb/Serialization2Bean.java","L152","32","0","88","1","1","1302","0","0"
"L240","Serialization2Test.java","src/test/java/org/mapdb/Serialization2Test.java","L152","1","0","67","8","1","1302","0","0"
"L241","Serialized2DerivedBean.java","src/test/java/org/mapdb/Serialized2DerivedBean.java","L152","28","0","63","1","1","1302","0","0"
"L242","SerializerBaseTest.java","src/test/java/org/mapdb/SerializerBaseTest.java","L152","45","0","634","35","1","1302","6","0"
"L243","SerializerPojoTest.java","src/test/java/org/mapdb/SerializerPojoTest.java","L152","23","0","308","19","2","1302","2","0"
"L244","SerializerTest.java","src/test/java/org/mapdb/SerializerTest.java","L152","1","0","33","6","1","1302","0","0"
"L245","StoreAppendTest.java","src/test/java/org/mapdb/StoreAppendTest.java","L152","3","0","83","11","1","1302","1","0"
"L246","StoreDirectFreeSpaceTest.java","src/test/java/org/mapdb/StoreDirectFreeSpaceTest.java","L152","11","0","102","15","1","1302","2","0"
"L247","StoreDirectTest.java","src/test/java/org/mapdb/StoreDirectTest.java","L152","27","0","356","28","1","1302","1","0"
"L248","StoreHeapTest.java","src/test/java/org/mapdb/StoreHeapTest.java","L152","1","0","9","2","1","1302","0","0"
"L249","StoreTest.java","src/test/java/org/mapdb/StoreTest.java","L152","2","0","37","2","1","1302","1","0"
"L250","StoreWALTest.java","src/test/java/org/mapdb/StoreWALTest.java","L152","13","0","146","20","1","1302","3","0"
"L251","TestFile.java","src/test/java/org/mapdb/TestFile.java","L152","4","0","18","20","2","1302","2","0"
"L252","TestTransactions.java","src/test/java/org/mapdb/TestTransactions.java","L152","5","0","91","2","1","1302","0","0"
"L253","TreeMapExtendTest.java","src/test/java/org/mapdb/TreeMapExtendTest.java","L152","1375","0","11297","3","1","1302","0","0"
"L254","TxEngineTest.java","src/test/java/org/mapdb/TxEngineTest.java","L152","1","0","76","8","1","1302","1","0"
"L255","TxMakerTest.java","src/test/java/org/mapdb/TxMakerTest.java","L152","23","0","192","13","1","1302","5","0"
"L256","UtilsTest.java","src/test/java/org/mapdb/UtilsTest.java","L152","6","0","98","10","1","1302","1","0"
