@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L5628","2","0","32","6","0","5","268","false"
"L5629","1","0","33","4","0","3","412","false"
"L5630","6","0","41","14","0","7","2319","true"
"L5631","6","0","60","7","0","4","2319","false"
"L5632","1","0","17","7","0","4","5350","false"
"L5633","1","0","18","5","0","4","2319","false"
"L5634","2","0","24","5","0","4","2319","false"
"L5635","2","0","115","20","0","8","412","false"
"L5636","13","0","119","9","0","7","5350","false"
"L5637","14","0","101","18","0","11","665","false"
"L5638","7","0","150","51","0","19","5350","false"
"L5639","13","0","135","19","0","9","412","false"
"L5640","1","0","59","12","0","9","665","false"
"L5641","10","0","200","5","0","4","2319","false"
"L5642","1","0","17","7","0","4","5350","false"
"L5643","1","0","18","3","0","2","1296","false"
"L5644","2","0","22","5","0","4","2319","false"
"L5645","1","0","79","17","0","8","412","false"
"L5646","4","0","27","3","0","3","5350","false"
"L5647","16","0","99","10","0","6","5350","false"
"L5648","1","0","39","3","0","2","5350","false"
"L5649","1","0","64","9","0","6","815","false"
"L5650","1","0","40","8","0","5","815","false"
"L5651","5","0","52","5","0","4","2319","false"
"L5652","8","0","44","3","0","3","1126","false"
"L5653","1","0","11","6","0","4","1636","false"
"L5654","1","0","14","8","0","6","2319","false"
"L8745","5","0","38","5","0","4","2319","false"
"L8746","9","0","116","72","0","17","665","false"
"L8747","6","0","41","9","0","5","5350","false"
"L8748","8","0","80","36","0","13","2472","false"
"L8749","73","0","1284","154","1","20","815","false"
"L8750","2","0","43","15","0","9","1636","false"
"L8751","28","0","291","29","0","12","533","false"
"L8752","10","0","220","20","0","11","665","false"
"L8753","8","0","212","16","0","10","665","false"
"L8754","1","0","10","3","0","2","1296","false"
"L8755","1","0","9","10","0","5","2319","false"
"L8756","1","0","5","3","0","2","1296","false"
"L8757","1","0","22","3","0","2","1296","false"
"L8758","7","0","90","7","0","4","2319","false"
"L8759","143","0","1353","142","0","23","815","false"
"L8760","4","0","74","9","0","5","2319","false"
"L11183","6","0","58","6","0","5","224","false"
"L11184","20","0","167","17","0","7","505","false"
"L11185","2","0","38","2","0","1","268","false"
"L11186","17","0","115","12","0","6","665","false"
"L11388","2","0","52","23","0","9","5350","false"
"L11418","1","0","11","4","0","3","268","false"
"L11419","1","0","5","5","0","4","2319","false"
"L11420","1","0","21","5","0","4","2319","false"
"L11421","7","0","128","13","0","7","665","false"
"L11422","2","0","24","6","0","5","236","false"
"L11423","21","0","168","10","0","7","7","false"
"L11424","1","0","17","5","0","4","2319","false"
"L11425","8","0","77","31","0","13","2472","false"
"L11426","1","0","17","5","0","4","2319","false"
"L11427","16","0","145","10","1","7","2472","false"
"L11428","1","0","13","5","0","4","2319","false"
"L11429","11","0","67","7","0","4","2319","false"
"L11430","1","0","5","5","0","4","2319","false"
"L11431","1","0","5","5","0","4","2319","false"
"L11432","28","0","201","17","0","8","665","false"
"L11433","2","0","49","15","0","7","268","false"
"L11434","2","0","18","5","0","4","2319","false"
"L11435","4","0","52","5","0","4","2319","false"
"L11988","1","0","4","1","0","1","1126","false"
"L11989","3","0","57","8","0","5","5350","false"
"L11990","1","0","9","3","0","2","2319","false"
"L11991","7","0","65","9","0","5","5350","false"
"L11992","1","0","19","7","0","4","2472","false"
"L11993","4","0","51","5","0","4","665","false"
"L12280","1","0","15","4","0","4","7","false"
"L12281","2","0","27","4","0","4","7","false"
"L12282","11","0","109","14","0","8","5350","false"
"L12283","1","0","10","14","0","7","2319","false"
"L12284","1","0","13","6","0","4","505","false"
"L14781","3","0","15","6","0","4","2319","false"
"L14782","1","0","13","6","0","4","2319","false"
"L14783","1","0","6","6","0","4","2319","false"
"L14784","5","0","36","20","0","7","5350","false"
"L14785","5","0","57","16","0","7","5350","false"
"L16340","1","0","22","10","0","6","1296","false"
"L16341","2","0","39","6","0","4","2319","false"
"L16342","1","0","18","12","0","6","1296","false"
"L16343","1","0","18","11","0","6","5350","false"
"L16344","1","0","18","10","0","6","1296","false"
"L16345","1","0","20","4","0","3","224","false"
"L16346","1","0","20","4","0","3","224","false"
"L16347","1","0","20","4","0","3","224","false"
"L16348","1","0","20","7","0","5","224","false"
"L16349","1","0","20","7","0","5","224","false"
"L16350","1","0","20","4","0","3","224","false"
"L16351","1","0","27","4","0","3","224","false"
"L16660","4","0","62","2","0","2","2472","false"
"L16661","7","0","87","2","0","2","2472","false"
"L16662","1","0","16","2","0","2","2472","false"
"L16663","13","0","77","2","0","2","2472","false"
"L17718","1","0","8","3","0","2","1634","false"
"L17719","1","0","8","2","0","1","1634","false"
"L17720","4","0","41","31","0","9","5350","false"
"L17721","1","0","16","9","0","4","5350","false"
"L17722","1","0","6","4","0","3","1296","false"
"L17723","12","0","88","9","0","4","5350","false"
"L17724","1","0","16","3","0","2","1634","false"
"L17855","1","0","6","3","0","2","1126","false"
"L17856","13","0","178","14","0","9","2319","false"
"L17857","4","0","85","9","0","6","1296","false"
"L17858","1","0","25","13","0","7","2319","false"
"L112315","1","0","0","2","0","1","3997","false"
"L112316","1","0","0","2","0","1","3997","false"
"L112317","1","0","0","2","0","1","3997","false"
"L112318","1","0","0","2","0","1","3997","false"
"L112319","1","0","0","2","0","1","3997","false"
"L112320","1","0","0","2","0","1","3997","false"
"L112321","1","0","0","2","0","1","3997","false"
"L112322","1","0","0","2","0","1","3997","false"
"L112323","1","0","0","2","0","1","3997","false"
"L112324","1","0","0","2","0","1","3997","false"
"L112325","1","0","0","2","0","1","3997","false"
"L112326","1","0","0","2","0","1","3997","false"
"L112327","1","0","0","2","0","1","3997","false"
"L112328","1","0","0","2","0","1","3997","false"
"L112329","1","0","0","2","0","1","3997","false"
"L112330","1","0","0","2","0","1","3997","false"
"L112331","1","0","0","2","0","1","3997","false"
"L112332","1","0","0","2","0","1","3997","false"
"L112333","1","0","0","2","0","1","3997","false"
"L112334","1","0","0","2","0","1","3997","false"
"L112335","1","0","0","2","0","1","3997","false"
"L112336","1","0","0","2","0","1","3997","false"
"L112337","1","0","0","2","0","1","3997","false"
"L112339","1","0","0","2","0","1","3997","false"
"L112340","1","0","0","2","0","1","3997","false"
"L112342","1","0","0","2","0","1","3997","false"
"L112343","1","0","0","2","0","1","3997","false"
"L112344","1","0","0","2","0","1","3997","false"
"L112346","1","0","0","2","0","1","3997","false"
"L112347","1","0","0","2","0","1","3997","false"
"L112348","1","0","0","2","0","1","3997","false"
"L112349","1","0","0","2","0","1","3997","false"
"L112351","1","0","0","2","0","1","3997","false"
"L112352","1","0","0","2","0","1","3997","false"
"L112353","1","0","0","2","0","1","3997","false"
"L112354","1","0","0","2","0","1","3997","false"
"L112356","1","0","0","2","0","1","3997","false"
"L112357","1","0","0","2","0","1","3997","false"
"L112358","1","0","0","2","0","1","3997","false"
"L6836","11","0","199","13","0","7","1296","false"
"L6837","15","0","346","13","0","7","310","false"
"L6838","12","0","115","14","0","8","5350","false"
"L6839","1","0","44","3","0","2","1296","false"
"L6840","1","0","49","3","0","2","1296","false"
"L6841","7","0","95","10","0","7","505","false"
"L6842","23","0","374","17","0","6","1636","false"
"L6843","13","0","52","9","0","5","5350","false"
"L6844","7","0","114","11","0","6","1296","false"
"L17891","5","0","112","10","0","4","665","false"
"L17892","6","0","64","9","0","4","5350","false"
"L18090","1","0","18","2","0","2","2472","false"
"L18091","3","0","68","9","0","6","2472","false"
"L18092","11","0","160","5","0","4","2472","false"
"L18093","2","0","44","5","0","4","2472","false"
"L18094","1","0","31","3","0","2","1126","false"
"L18095","2","0","68","8","0","5","7","false"
"L18096","1","0","32","3","0","2","1126","false"
"L18097","2","0","47","3","0","2","1126","false"
"L18098","3","0","41","8","0","5","505","false"
"L18099","6","0","54","2","0","1","3997","false"
"L2139","2","0","55","9","0","7","2319","false"
"L2140","1","0","18","6","0","5","505","false"
"L2141","2","0","52","23","0","10","505","false"
"L2142","2","0","65","11","0","8","2319","false"
"L2143","1","0","20","3","0","3","2472","false"
"L2144","1","0","43","7","0","6","533","false"
"L2145","6","0","90","15","0","8","505","false"
"L2146","2","0","41","32","0","13","505","false"
"L2147","2","0","37","26","0","11","505","false"
"L2148","1","0","46","17","0","7","5350","false"
"L2149","1","0","17","14","0","10","505","false"
"L2150","1","0","123","15","0","9","505","false"
"L2151","11","0","142","34","0","10","5350","false"
"L2152","6","0","208","24","0","10","1296","false"
"L2153","1","0","43","11","0","8","505","false"
"L2154","3","0","30","1","0","1","2319","false"
"L2155","8","0","55","9","0","4","1126","false"
"L2156","2","0","138","27","0","13","5350","false"
"L2347","12","0","227","32","0","10","505","false"
"L2348","1","0","36","8","0","4","1296","false"
"L2349","30","0","405","68","0","16","2319","false"
"L2350","18","0","150","55","0","18","665","false"
"L2351","1","0","26","7","0","4","665","false"
"L2352","1","0","5","5","0","3","2319","false"
"L5551","7","0","164","21","0","10","665","false"
"L5552","1","0","324","9","0","6","5350","false"
"L5553","1","0","75","9","0","7","2319","false"
"L5554","2","0","521","22","0","10","143","false"
"L5555","2","0","81","3","0","3","2472","false"
"L5556","1","0","170","3","0","3","2472","false"
"L5557","1","0","28","8","0","6","5350","false"
"L5558","1","0","110","9","0","5","2472","false"
"L5559","1","0","197","29","0","13","143","false"
"L5560","1","0","34","8","0","4","224","false"
"L5561","1","0","46","3","0","3","2472","false"
"L5562","1","0","67","6","0","6","1636","false"
"L5563","4","0","84","3","0","2","3997","false"
"L5564","3","0","52","3","0","3","2472","false"
"L5565","1","0","137","11","0","8","1636","false"
"L5566","4","0","94","16","0","9","665","false"
"L5567","1","0","105","6","0","6","1636","false"
"L5568","1","0","138","3","0","3","2472","false"
"L5569","3","0","716","21","1","11","2319","false"
"L5570","2","0","467","12","0","7","2319","false"
"L5571","4","0","82","18","0","6","2319","false"
"L5572","1","0","33","3","0","3","2472","false"
"L5573","4","0","49","7","0","5","505","false"
"L5574","5","0","242","7","0","7","1636","false"
"L5575","3","0","191","4","0","3","3997","false"
"L5576","1","0","11","9","0","5","3997","false"
"L5577","1","0","24","3","0","3","2472","false"
"L5578","1","0","172","11","0","6","2472","false"
"L5579","1","0","100","3","0","3","2472","false"
"L5580","1","0","46","3","0","3","2472","false"
"L5581","38","0","431","76","0","17","2472","false"
"L5582","13","0","167","13","0","5","1296","false"
"L5583","1","0","132","6","0","6","1636","false"
"L5584","2","0","265","6","0","6","1636","false"
"L5585","1","0","122","6","0","6","2319","false"
"L5586","1","0","110","3","0","3","2472","false"
"L5587","1","0","5","3","0","3","2472","false"
"L5588","3","0","177","7","0","4","5350","false"
"L14598","1","0","81","39","0","11","665","false"
"L14599","3","0","52","7","0","4","5350","false"
"L14600","4","0","64","16","0","9","5350","false"
"L14601","1","0","82","40","0","13","665","false"
"L15005","2","0","29","21","0","8","5350","false"
"L15006","6","0","150","34","0","12","5350","false"
"L15363","1","0","15","2","0","1","828","false"
"L15490","1","0","28","32","0","10","5350","false"
"L15491","1","0","34","32","0","10","5350","false"
"L15492","1","0","34","35","0","10","5350","false"
"L15493","1","0","11","11","0","4","5350","false"
"L15494","1","0","41","36","0","10","5350","false"
"L15495","1","0","58","40","0","12","665","false"
"L15784","3","0","112","10","0","9","5350","false"
"L15785","1","0","73","21","0","8","815","false"
"L15786","3","0","121","33","0","11","412","false"
"L15787","3","0","101","15","0","4","5350","false"
"L16146","1","0","28","11","0","9","5350","false"
"L16147","1","0","22","11","0","5","1296","false"
"L16148","1","0","48","32","0","11","5350","false"
"L16149","1","0","74","27","0","10","5350","false"
"L16150","1","0","48","27","0","9","5350","false"
"L16151","3","0","151","48","0","13","1296","false"
"L16152","1","0","22","7","0","4","2319","false"
"L16153","1","0","78","23","0","7","1296","false"
"L16653","1","0","26","2","0","2","2472","false"
"L16822","1","0","57","6","1","4","412","false"
"L16823","1","0","22","10","0","7","412","false"
"L17172","2","0","75","13","0","6","533","false"
"L17173","1","0","21","3","0","3","2472","false"
"L17174","4","0","76","35","0","14","665","false"
"L17175","3","0","104","25","0","10","2319","false"
"L81934","1","0","38","3","0","3","7","false"
"L81935","1","0","14","8","0","7","505","false"
"L81936","8","0","59","7","0","6","533","false"
"L81937","4","0","57","16","0","11","2472","false"
"L112021","1","0","34","3","0","3","2472","false"
"L112022","5","0","78","10","0","8","2472","false"
"L5656","1","0","82","17","0","7","5350","false"
"L5657","1","0","21","15","0","8","665","false"
"L5658","1","0","24","10","0","5","1636","false"
"L5659","1","0","19","11","0","6","828","false"
"L5660","1","0","114","25","0","8","412","false"
"L5661","1","0","171","9","0","4","412","false"
"L5662","4","0","85","2","0","2","1636","false"
"L5663","1","0","88","19","0","8","412","false"
"L5664","1","0","94","15","0","8","5350","false"
"L5665","4","0","112","4","0","3","5350","false"
"L5666","1","0","28","11","0","9","815","false"
"L5667","1","0","33","6","0","5","505","false"
"L8762","19","0","901","96","0","17","815","false"
"L8763","1","0","36","16","0","9","257","false"
"L8764","1","0","57","15","0","10","815","false"
"L8765","2","0","188","46","0","13","815","false"
"L8766","2","0","152","35","0","11","815","false"
"L8767","25","0","1607","113","0","20","815","false"
"L8768","2","0","51","4","0","4","224","false"
"L8769","3","0","47","3","0","3","505","false"
"L11188","1","0","39","10","0","8","2319","false"
"L11390","1","0","67","20","0","8","5350","false"
"L11437","9","0","341","47","0","13","5350","false"
"L11438","1","0","129","4","0","3","533","false"
"L11439","1","0","29","3","0","3","505","false"
"L11440","1","0","20","3","0","2","1126","false"
"L11995","1","0","31","4","0","3","533","false"
"L11996","1","0","65","9","0","5","5350","false"
"L11997","1","0","49","9","0","5","5350","false"
"L11998","6","0","345","34","0","13","20","false"
"L11999","4","0","99","20","0","8","5350","false"
"L12286","1","0","26","3","0","2","5350","false"
"L12287","1","0","26","3","0","2","5350","false"
"L12288","1","0","21","3","0","3","2472","false"
"L12289","1","0","21","3","0","3","2472","false"
"L12290","1","0","18","3","0","3","2472","false"
"L12291","1","0","20","3","0","3","2472","false"
"L12292","1","0","67","3","0","2","5350","false"
"L12293","3","0","181","19","0","9","505","false"
"L12294","1","0","87","3","0","2","1126","false"
"L13913","1","0","527","14","0","9","1296","false"
"L13914","1","0","11","3","0","3","2472","false"
"L13915","1","0","11","3","0","3","2472","false"
"L13916","1","0","11","3","0","3","2472","false"
"L13917","1","0","11","3","0","3","2472","false"
"L13918","1","0","11","3","0","3","2472","false"
"L14787","1","0","14","1","0","1","1126","false"
"L14788","1","0","83","9","0","4","5350","false"
"L14789","1","0","76","10","0","4","1126","false"
"L16665","1","0","17","2","0","2","2472","false"
"L16666","1","0","55","2","0","2","2472","false"
"L16667","1","0","45","6","0","5","505","false"
"L16668","1","0","25","2","0","2","2472","false"
"L16669","2","0","73","6","0","5","505","false"
"L17628","8","0","181","28","0","13","505","false"
"L17727","1","0","32","16","0","11","1296","false"
"L17860","1","0","42","16","0","10","505","false"
"L17861","1","0","67","9","0","5","5350","false"
"L17862","1","0","43","3","0","3","2472","false"
"L17863","2","0","82","14","0","8","1296","false"
"L17864","1","0","79","12","0","9","1296","false"
"L17865","1","0","37","13","0","8","1296","false"
"L6846","1","0","54","12","0","7","828","false"
"L6847","1","0","70","3","0","2","1126","false"
"L6848","1","0","130","5","0","4","828","false"
"L6849","1","0","49","7","0","5","5350","false"
"L6850","4","0","79","11","0","8","1296","false"
"L6851","1","0","116","11","0","8","310","false"
"L6852","1","0","53","3","0","2","5350","false"
"L18101","1","0","34","14","0","8","5350","false"
"L17707","2","0","25","2","0","2","2472","false"
"L17708","7","0","92","13","0","6","2319","false"
"L17709","1","0","77","22","0","6","2472","false"
"L17710","1","0","85","14","0","5","2472","false"
"L17711","1","0","61","12","0","5","2319","false"
"L17712","1","0","41","9","0","4","2472","false"
"L17713","1","0","11","7","0","4","2472","false"
"L17714","1","0","14","7","0","4","2472","false"
"L19090","2","0","28","4","0","2","2319","false"
"L19091","2","0","27","4","0","2","2319","false"
"L19092","4","0","39","5","0","2","5350","false"
"L19093","1","0","8","4","0","2","2319","false"
"L19094","1","0","11","4","0","2","5350","false"
"L19095","6","0","31","1","0","1","2319","false"
"L19096","10","0","111","9","0","5","533","false"
"L19097","6","0","29","1","0","1","2319","false"
"L19098","4","0","37","8","0","4","1634","false"
"L19099","5","0","112","29","0","5","2472","false"
"L19100","7","0","80","2","0","2","5350","false"
"L19101","3","0","22","5","0","2","5350","false"
"L19102","1","0","14","4","0","2","5350","false"
"L19103","4","0","86","15","0","5","533","false"
"L19104","4","0","105","20","0","5","533","false"
"L19105","2","0","25","1","0","1","533","false"
"L2345","46","0","676","9","0","6","2472","false"
"L3513","1","0","8","5","0","4","3997","false"
"L3514","1","0","11","5","0","4","3997","false"
"L3515","1","0","6","3","0","2","3997","false"
"L3516","1","0","11","5","0","4","3997","false"
"L3517","1","0","12","5","0","4","3997","false"
"L3518","1","0","6","5","0","4","3997","false"
"L3519","21","0","383","13","0","8","1636","false"
"L3520","1","0","8","5","0","4","3997","false"
"L3521","1","0","9","6","0","5","1636","false"
"L3522","1","0","8","5","0","4","3997","false"
"L3523","2","0","38","10","0","6","5350","false"
"L3524","1","0","6","5","0","4","3997","false"
"L3525","1","0","11","5","0","4","3997","false"
"L3526","6","0","89","7","0","5","2472","false"
"L3527","7","0","67","7","0","5","2472","false"
"L3528","1","0","10","5","0","4","3997","false"
"L3529","1","0","27","5","0","5","41","false"
"L5592","1","0","16","5","0","4","3997","false"
"L5593","1","0","5","5","0","4","3997","false"
"L5594","1","0","7","5","0","4","3997","false"
"L5595","1","0","11","5","0","4","3997","false"
"L5596","1","0","13","7","0","6","1296","false"
"L5597","5","0","126","12","0","8","505","false"
"L5598","3","0","43","13","0","8","412","false"
"L5599","2","0","49","5","0","4","3997","false"
"L5600","1","0","33","9","0","7","412","false"
"L5601","3","0","47","9","0","5","3997","false"
"L5602","3","0","57","6","0","5","1634","false"
"L5603","1","0","86","13","0","9","828","false"
"L5604","57","0","433","18","0","8","268","false"
"L5605","12","0","140","25","0","13","2319","false"
"L5606","11","0","85","13","0","6","268","false"
"L5607","1","0","228","9","0","6","2319","false"
"L8742","1","0","14","9","0","5","2319","false"
"L8743","1","0","5","5","0","4","3997","false"
"L5615","1","0","16","8","0","5","268","false"
"L3538","4","0","161","5","0","3","310","false"
"L3539","1","0","65","4","0","3","310","false"
"L3540","4","0","182","13","0","8","1296","false"
"L3541","8","0","109","4","0","3","5350","false"
"L3542","4","0","173","8","0","5","1296","false"
"L3543","3","0","327","5","0","3","310","false"
"L3544","1","0","137","4","0","2","3997","false"
"L3545","2","0","51","10","0","5","5350","false"
"L90839","4","0","462","10","0","5","815","false"
"L8779","1","0","16","3","0","3","224","false"
"L90865","4","0","43","6","0","3","5350","false"
"L90866","7","0","164","24","0","10","5350","false"
"L90867","1","0","9","1","0","1","1296","false"
"L90868","5","0","360","65","0","17","310","false"
"L90834","1","0","4","2","0","1","268","false"
"L90835","1","0","18","11","0","6","665","false"
"L90836","11","0","78","32","0","10","815","false"
"L90857","31","0","277","22","0","13","1296","false"
"L90858","1","0","4","3","0","2","1634","false"
"L90859","4","0","55","17","0","9","815","false"
"L90860","1","0","8","7","0","3","2472","false"
"L90861","4","0","57","15","0","8","815","false"
"L90862","4","0","64","6","0","4","5350","false"
"L90863","2","0","45","29","0","12","815","false"
"L91003","1","0","21","2","0","2","1296","false"
"L20230","1","0","35","46","0","17","665","false"
"L20231","1","0","48","38","0","12","665","false"
"L20232","1","0","1","9","0","6","665","false"
"L20233","1","0","15","4","0","3","665","false"
"L20234","1","0","7","4","0","3","665","false"
