"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of committers","Number of bugs"
"L1151","ClientConnectionManagerImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/ClientConnectionManagerImpl.java","L1147","71","0","580","15","79","3","13","16"
"L1152","ClientInSelectorImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/ClientInSelectorImpl.java","L1147","3","0","14","8","6","0","6","1"
"L1153","ClientOutSelectorImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/ClientOutSelectorImpl.java","L1147","3","0","16","8","6","0","6","0"
"L1154","ClientReadHandler.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/ClientReadHandler.java","L1147","11","0","70","15","22","0","10","7"
"L1155","ClientWriteHandler.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/ClientWriteHandler.java","L1147","15","0","94","15","22","0","10","0"
"L1156","package-info.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/package-info.java","L1147","1","0","1","15","6","0","4","0"
"L7302","ClientCallFuture.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientCallFuture.java","L7301","40","0","228","15","55","1","11","7"
"L7303","ClientClusterServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientClusterServiceImpl.java","L7301","59","0","403","15","216","11","14","5"
"L7304","ClientExecutionServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientExecutionServiceImpl.java","L7301","2","0","110","15","61","1","12","2"
"L7305","ClientInvocationServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientInvocationServiceImpl.java","L7301","7","0","136","15","49","1","10","3"
"L7306","ClientPartitionServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientPartitionServiceImpl.java","L7301","14","0","147","15","38","0","8","2"
"L7307","package-info.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/package-info.java","L7301","1","0","1","15","6","0","4","0"
"L8356","AbstractClientTxnCollectionProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/AbstractClientTxnCollectionProxy.java","L8355","2","0","17","15","13","0","6","0"
"L8357","ClientTxnListProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnListProxy.java","L8355","1","0","35","2899","20","3","6","0"
"L8358","ClientTxnMapProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnMapProxy.java","L8355","7","0","143","15","48","4","11","0"
"L8359","ClientTxnMultiMapProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnMultiMapProxy.java","L8355","5","0","81","15","35","5","9","0"
"L8360","ClientTxnProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnProxy.java","L8355","3","0","53","15","33","0","9","0"
"L8361","ClientTxnQueueProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnQueueProxy.java","L8355","4","0","66","753","25","3","6","0"
"L8362","ClientTxnSetProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnSetProxy.java","L8355","1","0","35","2899","20","3","6","0"
"L8363","package-info.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/package-info.java","L8355","1","0","1","15","6","0","4","0"
"L142","ClientCompatibleTestsSuit.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientCompatibleTestsSuit.java","L141","1","0","24","288","20","0","6","0"
"L143","ClientEntryListenerDisconnectTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientEntryListenerDisconnectTest.java","L141","4","0","82","288","29","3","11","0"
"L144","ClientIssueTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientIssueTest.java","L141","17","0","423","15","117","24","14","0"
"L145","ClientMemberAttributeTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientMemberAttributeTest.java","L141","21","0","250","51","20","1","6","0"
"L146","ClientNearCacheConfigTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientNearCacheConfigTest.java","L141","1","0","56","51","12","0","6","0"
"L147","ClientNearCacheTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientNearCacheTest.java","L141","37","0","373","15","71","6","11","0"
"L148","ClientReconnectTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientReconnectTest.java","L141","1","0","72","288","8","1","4","0"
"L149","ClientServiceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientServiceTest.java","L141","4","0","120","288","10","0","3","0"
"L150","ClientTimeoutTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientTimeoutTest.java","L141","1","0","23","51","5","3","3","0"
"L151","MembershipListenerTest.java","hazelcast-client/src/test/java/com/hazelcast/client/MembershipListenerTest.java","L141","2","0","103","51","15","0","8","0"
"L152","SimpleMapTestFromClient.java","hazelcast-client/src/test/java/com/hazelcast/client/SimpleMapTestFromClient.java","L141","15","0","125","2899","13","0","3","0"
"L306","XmlClientConfigBuilderTest.java","hazelcast-client/src/test/java/com/hazelcast/client/config/XmlClientConfigBuilderTest.java","L305","1","0","40","15","12","0","8","0"
"L4128","ProxyEqualityTest.java","hazelcast-client/src/test/java/com/hazelcast/client/proxy/ProxyEqualityTest.java","L4127","1","0","75","288","13","1","5","0"
"L8236","ClientTxnListTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnListTest.java","L8235","1","0","58","1733","32","0","7","0"
"L8237","ClientTxnMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnMapTest.java","L8235","5","0","389","1733","54","0","10","0"
"L8238","ClientTxnMultiMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnMultiMapTest.java","L8235","4","0","186","288","44","2","8","0"
"L8239","ClientTxnQueueTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnQueueTest.java","L8235","2","0","123","288","31","0","7","0"
"L8240","ClientTxnSetTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnSetTest.java","L8235","1","0","133","51","43","0","10","0"
"L8241","ClientTxnTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnTest.java","L8235","3","0","82","288","38","1","7","0"
"L8242","ClientXaTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientXaTest.java","L8235","15","0","193","288","7","0","3","0"
"L9853","ClientAtomicLongTest.java","hazelcast-client/src/test/java/com/hazelcast/client/atomiclong/ClientAtomicLongTest.java","L9852","5","0","159","288","29","0","7","0"
"L9919","ClientAtomicReferenceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/atomicreference/ClientAtomicReferenceTest.java","L9918","1","0","195","288","17","0","6","0"
"L10470","ClientListTest.java","hazelcast-client/src/test/java/com/hazelcast/client/collections/ClientListTest.java","L10469","2","0","167","288","11","0","6","0"
"L10471","ClientSetTest.java","hazelcast-client/src/test/java/com/hazelcast/client/collections/ClientSetTest.java","L10469","2","0","135","288","11","0","6","0"
"L10557","ClientCountDownLatchTest.java","hazelcast-client/src/test/java/com/hazelcast/client/countdownlatch/ClientCountDownLatchTest.java","L10556","3","0","50","288","34","0","7","0"
"L10579","ClientExecutorServiceExecuteTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceExecuteTest.java","L10578","1","0","176","51","8","0","4","0"
"L10580","ClientExecutorServiceInvokeTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceInvokeTest.java","L10578","2","0","73","51","8","0","4","0"
"L10581","ClientExecutorServiceSubmitTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceSubmitTest.java","L10578","11","0","526","51","13","0","4","0"
"L10582","ClientExecutorServiceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceTest.java","L10578","5","0","140","753","63","3","14","0"
"L10583","ExecutionDelayTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ExecutionDelayTest.java","L10578","3","0","109","288","24","0","8","0"
"L11131","PortableHelpersFactory.java","hazelcast-client/src/test/java/com/hazelcast/client/helpers/PortableHelpersFactory.java","L11130","2","0","12","1733","5","2","2","0"
"L11132","SimpleClientInterceptor.java","hazelcast-client/src/test/java/com/hazelcast/client/helpers/SimpleClientInterceptor.java","L11130","3","0","48","1733","5","2","2","0"
"L11170","ClientIdGeneratorTest.java","hazelcast-client/src/test/java/com/hazelcast/client/idgenerator/ClientIdGeneratorTest.java","L11169","1","0","39","288","22","0","7","0"
"L11190","ClientExecutionPoolSizeLowTest.java","hazelcast-client/src/test/java/com/hazelcast/client/io/ClientExecutionPoolSizeLowTest.java","L11189","9","0","94","2053","3","0","2","0"
"L11191","ClientSocketInterceptorTest.java","hazelcast-client/src/test/java/com/hazelcast/client/io/ClientSocketInterceptorTest.java","L11189","2","0","75","1147","23","2","7","0"
"L11192","ClientSSLSocketTest.java","hazelcast-client/src/test/java/com/hazelcast/client/io/ClientSSLSocketTest.java","L11189","3","0","53","15","25","0","11","0"
"L11262","ClientRandomLBTest.java","hazelcast-client/src/test/java/com/hazelcast/client/loadBalancer/ClientRandomLBTest.java","L11261","1","0","49","288","10","0","2","0"
"L11263","ClientRoundRobinLBTest.java","hazelcast-client/src/test/java/com/hazelcast/client/loadBalancer/ClientRoundRobinLBTest.java","L11261","1","0","45","288","13","0","5","0"
"L11264","ClientStaticLBTest.java","hazelcast-client/src/test/java/com/hazelcast/client/loadBalancer/ClientStaticLBTest.java","L11261","1","0","39","288","10","0","2","0"
"L11292","ClientConcurrentLockTest.java","hazelcast-client/src/test/java/com/hazelcast/client/lock/ClientConcurrentLockTest.java","L11291","7","0","110","2053","8","0","2","0"
"L11293","ClientConditionTest.java","hazelcast-client/src/test/java/com/hazelcast/client/lock/ClientConditionTest.java","L11291","11","0","154","288","23","0","9","0"
"L11294","ClientLockTest.java","hazelcast-client/src/test/java/com/hazelcast/client/lock/ClientLockTest.java","L11291","9","0","157","831","48","0","11","0"
"L11295","ClientLockWithTerminationTest.java","hazelcast-client/src/test/java/com/hazelcast/client/lock/ClientLockWithTerminationTest.java","L11291","1","0","58","288","10","0","4","0"
"L11473","ClientMapBasicTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapBasicTest.java","L11472","14","0","927","51","6","0","4","0"
"L11474","ClientMapIssueTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapIssueTest.java","L11472","5","0","105","8","20","0","7","0"
"L11475","ClientMapLockTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapLockTest.java","L11472","4","0","485","51","5","0","4","0"
"L11476","ClientMapStoreTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapStoreTest.java","L11472","7","0","143","2899","5","3","3","0"
"L11477","ClientMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapTest.java","L11472","25","0","705","831","98","6","11","0"
"L11478","ClientMapTryLockConcurrentTests.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapTryLockConcurrentTests.java","L11472","9","0","136","51","4","0","4","0"
"L11479","ClientSortLimitTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientSortLimitTest.java","L11472","10","0","198","288","13","1","4","0"
"L11480","GenericEvent.java","hazelcast-client/src/test/java/com/hazelcast/client/map/GenericEvent.java","L11472","1","0","11","2053","8","1","4","0"
"L11481","MapMemoryUsageStressTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/MapMemoryUsageStressTest.java","L11472","6","0","78","288","3","1","3","0"
"L11482","SimpleClientMapInterceptorTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/SimpleClientMapInterceptorTest.java","L11472","2","0","78","288","10","4","6","0"
"L12312","AbstractClientMapReduceJobTest.java","hazelcast-client/src/test/java/com/hazelcast/client/mapreduce/AbstractClientMapReduceJobTest.java","L12311","1","0","17","2053","3","0","2","0"
"L12313","ClientMapReduceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/mapreduce/ClientMapReduceTest.java","L12311","34","0","493","51","24","0","6","0"
"L12314","DistributedMapperClientMapReduceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/mapreduce/DistributedMapperClientMapReduceTest.java","L12311","14","0","247","288","14","0","4","0"
"L12729","ClientMultiMapListenersTest.java","hazelcast-client/src/test/java/com/hazelcast/client/multimap/ClientMultiMapListenersTest.java","L12728","23","0","273","51","16","0","6","0"
"L12730","ClientMultiMapListenerStressTest.java","hazelcast-client/src/test/java/com/hazelcast/client/multimap/ClientMultiMapListenerStressTest.java","L12728","6","0","95","51","11","0","4","0"
"L12731","ClientMultiMapLockTest.java","hazelcast-client/src/test/java/com/hazelcast/client/multimap/ClientMultiMapLockTest.java","L12728","7","0","287","51","16","2","7","0"
"L12732","ClientMultiMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/multimap/ClientMultiMapTest.java","L12728","13","0","279","51","30","0","8","0"
"L12993","OomeOnClientAuthenticationMain.java","hazelcast-client/src/test/java/com/hazelcast/client/oome/OomeOnClientAuthenticationMain.java","L12992","3","0","22","8","14","0","8","0"
"L12994","OomeOnClientShutdownMain.java","hazelcast-client/src/test/java/com/hazelcast/client/oome/OomeOnClientShutdownMain.java","L12992","2","0","16","288","9","0","5","0"
"L13007","PartitionServiceProxyTest.java","hazelcast-client/src/test/java/com/hazelcast/client/partitionservice/PartitionServiceProxyTest.java","L13006","1","0","77","288","7","0","2","0"
"L13047","ClientQueueDisruptionTest.java","hazelcast-client/src/test/java/com/hazelcast/client/queue/ClientQueueDisruptionTest.java","L13046","5","0","57","288","12","0","6","0"
"L13048","ClientQueuePerformanceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/queue/ClientQueuePerformanceTest.java","L13046","11","0","101","288","17","0","8","0"
"L13049","ClientQueueTest.java","hazelcast-client/src/test/java/com/hazelcast/client/queue/ClientQueueTest.java","L13046","28","0","447","2053","42","2","8","0"
"L13231","ClientReplicatedMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/replicatedmap/ClientReplicatedMapTest.java","L13230","63","0","657","15","35","2","10","0"
"L13462","ClientSemaphoreTest.java","hazelcast-client/src/test/java/com/hazelcast/client/semaphore/ClientSemaphoreTest.java","L13461","4","0","192","288","42","0","9","0"
"L13463","ClientSemaphoreThreadedTest.java","hazelcast-client/src/test/java/com/hazelcast/client/semaphore/ClientSemaphoreThreadedTest.java","L13461","8","0","114","2053","8","0","3","0"
"L13632","ClientMapStandaloneTest.java","hazelcast-client/src/test/java/com/hazelcast/client/standalone/ClientMapStandaloneTest.java","L13631","1","0","124","2899","15","2","6","0"
"L13694","AtomicLongStableReadStressTest.java","hazelcast-client/src/test/java/com/hazelcast/client/stress/AtomicLongStableReadStressTest.java","L13693","6","0","82","288","14","0","5","0"
"L13695","AtomicLongUpdateStressTest.java","hazelcast-client/src/test/java/com/hazelcast/client/stress/AtomicLongUpdateStressTest.java","L13693","11","0","103","51","15","0","6","0"
"L13696","MapStableReadStressTest.java","hazelcast-client/src/test/java/com/hazelcast/client/stress/MapStableReadStressTest.java","L13693","6","0","79","288","15","0","5","0"
"L13697","MapUpdateStressTest.java","hazelcast-client/src/test/java/com/hazelcast/client/stress/MapUpdateStressTest.java","L13693","14","0","117","288","15","0","5","0"
"L13698","StressTestSupport.java","hazelcast-client/src/test/java/com/hazelcast/client/stress/StressTestSupport.java","L13693","17","0","152","288","8","0","4","0"
"L13917","ClientTopicTest.java","hazelcast-client/src/test/java/com/hazelcast/client/topic/ClientTopicTest.java","L13916","2","0","58","288","37","0","9","0"
"L11027","AppendCallable.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/tasks/AppendCallable.java","L11026","1","0","24","288","3","0","2","0"
"L11028","CancellationAwareTask.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/tasks/CancellationAwareTask.java","L11026","1","0","13","288","3","0","2","0"
"L11029","FailingCallable.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/tasks/FailingCallable.java","L11026","1","0","15","288","3","0","2","0"
"L11030","GetMemberUuidTask.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/tasks/GetMemberUuidTask.java","L11026","1","0","22","288","3","0","2","0"
"L11031","MapPutPartitionAwareCallable.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/tasks/MapPutPartitionAwareCallable.java","L11026","1","0","44","51","6","0","4","0"
