@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L8942","1","0","7","0","1","4057","1","false"
"L8943","1","0","7","0","1","4057","1","false"
"L8944","6","0","122","0","1","4057","1","false"
"L8945","1","0","37","0","2","4057","2","false"
"L8946","22","0","100","0","2","4057","2","false"
"L8947","1","0","7","0","1","4057","1","false"
"L8948","1","0","1","0","2","4057","2","false"
"L8956","2","0","44","0","4","4057","3","false"
"L8957","9","0","50","0","1","4057","1","false"
"L8958","2","0","79","1","6","4057","3","false"
"L8959","1","0","1","0","1","1649","1","false"
"L10458","3","0","24","0","1","4057","1","false"
"L10459","1","0","22","0","1","4057","1","false"
"L10460","45","0","272","0","4","105","3","false"
"L10461","40","0","244","0","2","1649","2","false"
"L10462","1","0","15","0","2","4057","1","false"
"L10463","3","0","25","0","2","4057","1","false"
"L10464","15","0","107","0","2","4057","1","false"
"L10465","1","0","1","0","1","4057","1","false"
"L10473","5","0","807","0","2","1649","2","false"
"L11036","40","0","199","0","8","86","3","false"
"L11037","1","0","47","0","1","86","1","false"
"L11038","1","0","33","0","1","86","1","false"
"L11039","1","0","79","0","1","86","1","false"
"L11040","117","0","856","3","50","105","6","false"
"L11041","65","0","476","4","29","105","5","false"
"L11042","49","0","416","2","26","4","5","false"
"L11043","72","0","536","1","21","86","6","false"
"L11044","47","0","433","0","18","86","5","false"
"L11045","8","0","272","1","11","105","3","false"
"L11046","9","0","84","1","10","105","3","false"
"L11047","14","0","105","1","11","105","3","false"
"L11048","2","0","15","0","2","105","1","false"
"L11049","25","0","346","2","13","4","4","false"
"L11050","53","0","540","2","21","4","4","false"
"L11051","43","0","292","0","18","4","5","false"
"L11052","1","0","219","1","4","105","2","false"
"L11053","2","0","67","0","8","4057","3","false"
"L11054","19","0","196","1","28","86","5","false"
"L11055","1","0","53","2","26","105","3","false"
"L11056","1","0","34","0","5","86","2","false"
"L11057","1","0","17","0","9","86","3","false"
"L11058","1","0","16","0","7","86","3","false"
"L11059","58","0","483","1","39","4","5","false"
"L11060","1","0","9","0","3","105","2","false"
"L11061","1","0","24","0","4","105","2","false"
"L11062","1","0","83","0","5","86","2","false"
"L11063","4","0","92","0","5","105","2","false"
"L11064","12","0","106","0","4","86","2","false"
"L11065","1","0","9","0","3","86","2","false"
"L11066","1","0","56","0","6","86","1","false"
"L11067","1","0","27","1","9","86","2","false"
"L11068","1","0","70","0","4","105","2","false"
"L11069","16","0","131","1","9","86","2","false"
"L11070","1","0","15","0","7","27","3","false"
"L11071","1","0","5","0","1","105","1","false"
"L11072","1","0","15","0","1","86","1","false"
"L11073","1","0","37","0","8","105","4","false"
"L11074","1","0","109","1","10","105","3","false"
"L11075","1","0","9","1","6","27","3","false"
"L11076","1","0","19","0","6","105","3","false"
"L11077","1","0","7","0","1","105","1","false"
"L11078","1","0","107","0","9","105","2","false"
"L11079","1","0","15","1","6","105","3","false"
"L11080","1","0","9","2","5","4","3","false"
"L11081","1","0","12","0","2","105","1","false"
"L11082","2","0","101","0","9","86","3","false"
"L11083","1","0","21","0","1","105","1","false"
"L11084","1","0","18","1","6","4","3","false"
"L11085","1","0","28","0","4","105","2","false"
"L11086","4","0","92","0","14","4057","4","false"
"L11087","27","0","152","1","14","86","5","false"
"L11088","1","0","35","0","15","86","2","false"
"L11089","1","0","4","0","1","86","1","false"
"L11090","6","0","60","0","5","86","2","false"
"L11091","24","0","210","1","12","105","4","false"
"L11092","20","0","194","2","18","86","4","false"
"L11093","15","0","146","1","10","105","4","false"
"L11094","1","0","1","0","1","86","1","false"
"L11095","17","0","234","0","1","86","1","false"
"L11103","3","0","302","3","22","4","5","false"
"L11104","4","0","590","3","26","86","5","false"
"L11105","5","0","543","2","23","4","5","false"
"L11106","8","0","955","1","22","86","4","false"
"L11107","5","0","295","1","15","86","4","false"
"L11108","2","0","44","1","6","105","3","false"
"L11109","1","0","35","1","5","27","3","false"
"L11110","1","0","32","1","6","105","4","false"
"L11111","2","0","253","2","10","4","3","false"
"L11112","11","0","999","2","13","4","4","false"
"L11113","5","0","351","1","22","4","5","false"
"L11114","6","0","410","4","39","4","7","false"
"L11115","4","0","351","2","22","4057","6","false"
"L11116","1","0","69","1","5","27","3","false"
"L11117","1","0","51","1","5","86","1","false"
"L11118","20","0","303","3","16","105","4","false"
"L11119","1","0","186","0","7","86","2","false"
"L11120","10","0","745","2","21","4057","5","false"
"L11121","11","0","335","1","3","4","3","false"
"L19327","1","0","65","2","5","4057","2","false"
"L19328","7","0","130","1","13","4057","3","false"
"L19329","7","0","133","1","15","34","4","false"
"L19330","2","0","61","0","13","4057","2","false"
"L19331","35","0","378","1","22","105","5","false"
"L19332","6","0","50","1","31","34","6","false"
"L19333","3","0","33","0","8","105","4","false"
"L19334","8","0","71","1","25","34","5","false"
"L19335","5","0","55","1","25","34","5","false"
"L19336","7","0","98","0","17","34","4","false"
"L19337","1","0","178","0","3","105","2","false"
"L19338","1","0","17","1","8","105","4","false"
"L19339","1","0","24","1","7","105","3","false"
"L19340","1","0","22","1","7","105","3","false"
"L19341","4","0","51","1","3","1","3","false"
"L19342","19","0","138","4","40","4057","4","false"
"L19343","13","0","119","0","8","105","3","false"
"L19344","1","0","17","0","3","72","2","false"
"L19345","1","0","17","0","7","4057","2","false"
"L19346","26","0","101","2","23","4057","4","false"
"L19347","26","0","148","10","59","4057","5","false"
"L19348","6","0","30","0","18","105","4","false"
"L19349","39","0","216","17","74","2","4","false"
"L19350","3","0","51","0","12","6","6","false"
"L19351","1","0","91","0","2","105","2","false"
"L19352","1","0","72","1","46","105","5","false"
"L19353","4","0","51","0","3","105","2","false"
"L19354","31","0","142","0","5","4057","2","false"
"L19355","1","0","48","0","4","105","2","false"
"L19356","1","0","6","0","27","4057","4","false"
"L19357","2","0","81","1","1","4057","1","false"
"L19358","10","0","85","0","16","105","4","false"
"L19359","1","0","3","0","7","4057","3","false"
"L19360","18","0","344","6","47","5","8","false"
"L19361","111","0","570","6","45","105","5","false"
"L19362","34","0","148","2","27","1649","6","false"
"L19363","1","0","9","0","20","6","5","false"
"L19364","1","0","30","0","16","27","4","false"
"L19365","8","0","52","2","27","105","5","false"
"L19366","1","0","7","0","19","6","5","false"
"L19367","1","0","31","2","19","27","4","false"
"L19368","2","0","26","0","23","105","5","false"
"L19369","74","0","334","0","21","105","9","false"
"L19370","1","0","27","0","17","4057","4","false"
"L19371","19","0","200","0","7","4057","3","false"
"L19372","8","0","47","0","2","105","2","false"
"L19373","21","0","133","1","16","105","4","false"
"L19374","1","0","77","2","13","4057","2","false"
"L19375","1","0","1","0","6","4057","2","false"
"L19376","51","0","229","4","32","1","6","false"
"L19377","9","0","71","0","16","4057","4","false"
"L28561","1","0","1","0","5","4057","2","false"
"L28562","1","0","50","0","2","105","2","false"
"L28563","1","0","48","0","2","105","2","false"
"L28564","4","0","48","0","9","4057","3","false"
"L28565","3","0","28","0","8","27","3","false"
"L28566","1","0","15","0","4","4057","2","false"
"L28567","1","0","31","0","14","1649","3","false"
"L28568","1","0","28","0","18","105","4","false"
"L28569","1","0","35","0","15","27","4","false"
"L28570","1","0","28","0","19","105","4","false"
"L28571","18","0","90","0","8","4057","3","false"
"L28572","3","0","17","0","6","4057","2","false"
"L28972","5","0","105","0","34","27","4","false"
"L28973","2","0","50","0","20","27","4","false"
"L28974","3","0","207","0","10","105","4","false"
"L28975","2","0","70","0","22","27","6","false"
"L28976","1","0","26","0","17","27","4","false"
"L28977","1","0","44","0","18","27","4","false"
"L28978","11","0","153","0","21","27","4","false"
"L28979","2","0","30","0","4","4057","2","false"
"L28980","1","0","40","0","16","27","4","false"
"L28981","5","0","91","0","19","27","4","false"
"L28982","3","0","49","0","12","27","4","false"
"L28983","1","0","1","0","10","4057","3","false"
"L28984","10","0","270","0","30","4057","4","false"
"L28985","1","0","24","0","27","4057","3","false"
"L28986","1","0","3","0","1","0","0","false"
"L28987","15","0","261","1","33","1649","3","false"
"L28988","68","0","349","1","60","18","5","false"
"L28989","1","0","19","0","1","0","0","false"
"L28990","11","0","125","2","68","4057","5","false"
"L28991","1","0","7","0","20","4057","3","false"
"L28992","1","0","11","0","4","1649","2","false"
"L28993","2","0","18","1","5","1649","3","false"
"L28994","18","0","119","1","9","1649","3","false"
"L28995","49","0","235","1","10","1649","3","false"
"L28996","10","0","72","1","10","105","4","false"
"L28997","11","0","86","1","12","1649","3","false"
"L28998","10","0","81","1","10","1649","3","false"
"L28999","1","0","82","1","33","105","6","false"
"L29000","1","0","12","0","18","4057","3","false"
"L29001","1","0","10","0","22","1649","3","false"
"L29002","32","0","248","1","57","4057","5","false"
"L29003","19","0","142","3","53","4057","6","false"
"L29004","1","0","12","0","23","105","5","false"
"L29005","8","0","40","2","23","105","4","false"
"L29006","1","0","5","0","17","4057","3","false"
"L29007","1","0","14","0","14","4057","3","false"
"L29008","1","0","9","0","18","4057","3","false"
"L29009","39","0","279","1","29","4057","3","false"
"L29010","113","0","511","8","83","4057","6","false"
"L29011","6","0","54","0","11","4057","3","false"
"L29012","1","0","25","0","21","4057","3","false"
"L29013","1","0","7","0","4","4057","2","false"
"L29014","16","0","94","0","16","4057","3","false"
"L29015","1","0","9","0","15","1649","3","false"
"L29016","1","0","15","0","19","4057","3","false"
"L29017","1","0","16","0","7","4057","2","false"
"L29018","1","0","7","0","14","4057","3","false"
"L19444","41","0","164","0","2","6","1","false"
"L19445","9","0","58","0","1","6","1","false"
"L19446","1","0","18","0","1","6","1","false"
"L19447","11","0","51","0","1","6","1","false"
"L19448","5","0","25","0","1","6","1","false"
"L19449","1","0","11","0","1","6","1","false"
"L19450","12","0","110","0","1","6","1","false"
"L19451","45","0","210","0","1","6","1","false"
"L19452","1","0","1","0","1","6","1","false"
"L19453","26","0","85","0","1","6","1","false"
"L19454","17","0","88","0","1","6","1","false"
"L20009","11","0","222","0","8","4057","3","false"
"L20010","25","0","153","0","12","34","4","false"
"L20011","1","0","1","0","1","34","1","false"
"L23449","63","0","371","2","24","105","5","false"
"L23450","8","0","101","2","17","85","4","false"
"L23451","37","0","227","4","21","4057","5","false"
"L23452","1","0","18","0","9","4057","3","false"
"L23453","5","0","34","0","7","4057","3","false"
"L23454","19","0","199","1","17","85","5","false"
"L23455","12","0","162","1","18","85","5","false"
"L23456","13","0","173","1","17","85","5","false"
"L23457","1","0","21","0","9","4057","3","false"
"L23458","1","0","42","1","14","85","4","false"
"L23459","1","0","15","1","10","85","5","false"
"L23460","8","0","92","0","9","4057","3","false"
"L23461","254","0","1267","4","12","85","5","false"
"L23462","18","0","197","7","48","85","8","false"
"L23463","106","0","791","9","50","85","12","false"
"L23464","79","0","455","1","8","85","4","false"
"L23465","1","0","17","0","6","4057","3","false"
"L23466","1","0","18","1","3","85","2","false"
"L23467","12","0","119","1","13","4057","3","false"
"L23468","11","0","133","1","15","85","4","false"
"L23469","11","0","142","1","15","85","4","false"
"L23470","16","0","246","1","14","85","4","false"
"L23471","13","0","258","2","15","85","4","false"
"L23472","1","0","1","0","1","71","1","false"
"L25647","1","0","42","1","15","4057","3","false"
"L25648","7","0","83","1","22","27","5","false"
"L25649","3","0","56","1","18","1649","3","false"
"L25650","1","0","1","0","10","4057","3","false"
"L25651","1","0","42","1","15","4057","3","false"
"L25652","1","0","42","1","15","4057","3","false"
"L25653","3","0","59","1","16","1","4","false"
"L25654","14","0","58","0","1","1","1","false"
"L25655","4","0","54","0","2","105","2","false"
"L25656","13","0","82","1","31","1","5","false"
"L25657","7","0","65","1","21","1649","3","false"
"L25658","1","0","10","0","2","9","2","false"
"L25659","1","0","6","0","1","71","1","false"
"L25660","71","0","298","5","53","9","7","false"
"L25661","31","0","134","3","38","9","6","false"
"L25662","1","0","10","0","11","9","5","false"
"L25663","1","0","6","0","6","72","2","false"
"L25664","30","0","227","3","43","1649","7","false"
"L25665","21","0","141","15","59","105","6","false"
"L25666","16","0","105","3","22","4057","5","false"
"L25667","16","0","105","16","60","4057","7","false"
"L25668","18","0","112","14","62","4057","8","false"
"L25669","5","0","44","0","19","9","5","false"
"L25670","5","0","63","1","9","9","4","false"
"L25671","4","0","47","0","11","9","3","false"
"L25672","1","0","50","1","13","4057","3","false"
"L25673","7","0","51","2","9","4057","2","false"
"L25674","1","0","4","0","2","4057","2","false"
"L25675","1","0","5","0","2","4057","2","false"
"L25676","1","0","10","0","5","72","2","false"
"L25677","3","0","22","0","5","1649","2","false"
"L25678","22","0","200","5","54","1649","6","false"
"L25679","11","0","87","3","52","105","7","false"
"L25680","7","0","67","1","23","4057","5","false"
"L25681","7","0","66","3","48","4057","8","false"
"L25682","7","0","66","3","49","4057","8","false"
"L25683","5","0","64","0","23","4057","6","false"
"L25684","7","0","104","2","33","9","7","false"
"L25685","7","0","79","0","25","4057","6","false"
"L25686","4","0","44","1","13","1649","4","false"
"L25687","5","0","23","0","7","71","3","false"
"L25821","1","0","1","0","1","1","1","false"
"L25822","1","0","3","0","1","1","1","false"
"L25823","15","0","80","0","3","4057","3","false"
"L25824","1","0","5","0","1","1","1","false"
"L25825","1","0","9","0","1","1","1","false"
"L25826","3","0","23","0","1","1","1","false"
"L25827","1","0","5","0","1","1","1","false"
"L25828","1","0","5","0","1","1","1","false"
"L25829","15","0","79","0","2","4057","2","false"
"L25830","1","0","4","0","1","1","1","false"
"L25831","19","0","90","0","3","4057","3","false"
"L25832","1","0","4","0","1","1","1","false"
"L25839","18","0","99","0","1","1","1","false"
"L25840","16","0","101","0","1","1","1","false"
"L25841","7","0","60","0","1","1","1","false"
"L25842","6","0","58","0","1","1","1","false"
"L25843","1","0","1","0","1","1","1","false"
"L25844","4","0","26","0","1","1","1","false"
"L25845","5","0","27","0","1","1","1","false"
