"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of committers","Number of developer commits","Number of previous fixes","Number of bugs"
"L122","DataInput2.java","src/main/java/org/mapdb/DataInput2.java","L110","2","0","89","4","1","1302","0","1"
"L123","DataOutput2.java","src/main/java/org/mapdb/DataOutput2.java","L110","3","0","98","4","1","1302","0","1"
"L124","DB.java","src/main/java/org/mapdb/DB.java","L110","24","0","219","25","2","1302","1","0"
"L125","DBMaker.java","src/main/java/org/mapdb/DBMaker.java","L110","29","0","244","46","2","1302","1","1"
"L126","EncryptionXTEA.java","src/main/java/org/mapdb/EncryptionXTEA.java","L110","18","0","200","2","1","1302","0","0"
"L127","Engine.java","src/main/java/org/mapdb/Engine.java","L110","1","0","17","12","2","1302","1","0"
"L128","EngineWrapper.java","src/main/java/org/mapdb/EngineWrapper.java","L110","23","0","312","14","2","1302","1","0"
"L129","Fun.java","src/main/java/org/mapdb/Fun.java","L110","91","0","192","4","1","1302","0","0"
"L130","HTreeMap.java","src/main/java/org/mapdb/HTreeMap.java","L110","148","0","882","28","3","1302","0","1"
"L131","Locks.java","src/main/java/org/mapdb/Locks.java","L110","13","0","68","5","1","1302","0","0"
"L132","LongConcurrentHashMap.java","src/main/java/org/mapdb/LongConcurrentHashMap.java","L110","102","0","515","8","2","1302","0","0"
"L133","LongConcurrentLRUMap.java","src/main/java/org/mapdb/LongConcurrentLRUMap.java","L110","80","0","583","4","1","1302","0","0"
"L134","LongHashMap.java","src/main/java/org/mapdb/LongHashMap.java","L110","31","0","280","10","2","1302","0","0"
"L135","LongMap.java","src/main/java/org/mapdb/LongMap.java","L110","3","0","37","6","2","1302","0","0"
"L136","Queues.java","src/main/java/org/mapdb/Queues.java","L110","46","0","443","6","2","1302","0","0"
"L137","SerializationHeader.java","src/main/java/org/mapdb/SerializationHeader.java","L110","1","0","131","10","1","1302","0","0"
"L138","Serializer.java","src/main/java/org/mapdb/Serializer.java","L110","8","0","123","14","2","1302","0","0"
"L139","SerializerBase.java","src/main/java/org/mapdb/SerializerBase.java","L110","354","0","1249","17","1","1302","0","0"
"L140","SerializerPojo.java","src/main/java/org/mapdb/SerializerPojo.java","L110","56","0","418","10","2","1302","0","1"
"L141","SnapshotEngine.java","src/main/java/org/mapdb/SnapshotEngine.java","L110","15","0","123","7","1","1302","0","0"
"L142","StoreAppend.java","src/main/java/org/mapdb/StoreAppend.java","L110","31","0","342","1","1","1302","0","3"
"L143","StoreDirect.java","src/main/java/org/mapdb/StoreDirect.java","L110","79","0","450","1","1","1302","0","3"
"L144","StoreWAL.java","src/main/java/org/mapdb/StoreWAL.java","L110","41","0","365","2","1","1302","0","5"
"L145","TxBlock.java","src/main/java/org/mapdb/TxBlock.java","L110","1","0","4","1","1","1302","0","0"
"L146","TxMaker.java","src/main/java/org/mapdb/TxMaker.java","L110","21","0","128","8","1","1302","0","1"
"L147","TxRollbackException.java","src/main/java/org/mapdb/TxRollbackException.java","L110","1","0","3","1","1","1302","0","0"
"L148","Utils.java","src/main/java/org/mapdb/Utils.java","L110","30","0","182","17","1","1302","0","1"
"L149","Volume.java","src/main/java/org/mapdb/Volume.java","L110","75","0","559","25","2","1302","1","2"
"L154","AtomicBooleanTest.java","src/test/java/org/mapdb/AtomicBooleanTest.java","L153","2","0","52","4","1","1302","0","0"
"L155","AtomicIntegerTest.java","src/test/java/org/mapdb/AtomicIntegerTest.java","L153","6","0","110","3","1","1302","0","0"
"L156","AtomicLongTest.java","src/test/java/org/mapdb/AtomicLongTest.java","L153","6","0","110","3","1","1302","0","0"
"L157","BTreeKeySerializerTest.java","src/test/java/org/mapdb/BTreeKeySerializerTest.java","L153","5","0","38","2","1","1302","0","0"
"L158","BTreeMapExtendTest.java","src/test/java/org/mapdb/BTreeMapExtendTest.java","L153","811","0","6259","2","1","1302","0","0"
"L159","BTreeMapLargeValsTest.java","src/test/java/org/mapdb/BTreeMapLargeValsTest.java","L153","2","0","33","9","1","1302","0","0"
"L160","BTreeMapNavigable2Test.java","src/test/java/org/mapdb/BTreeMapNavigable2Test.java","L153","10","0","362","7","2","1302","0","0"
"L161","BTreeMapNavigableSubMapExclusiveTest.java","src/test/java/org/mapdb/BTreeMapNavigableSubMapExclusiveTest.java","L153","1","0","15","5","2","1302","0","0"
"L162","BTreeMapNavigableSubMapInclusiveTest.java","src/test/java/org/mapdb/BTreeMapNavigableSubMapInclusiveTest.java","L153","1","0","13","5","2","1302","0","0"
"L163","BTreeMapNavigableTest.java","src/test/java/org/mapdb/BTreeMapNavigableTest.java","L153","1","0","190","4","1","1302","0","0"
"L164","BTreeMapSubSetTest.java","src/test/java/org/mapdb/BTreeMapSubSetTest.java","L153","47","0","587","2","1","1302","0","0"
"L165","BTreeMapTest.java","src/test/java/org/mapdb/BTreeMapTest.java","L153","19","0","226","22","2","1302","1","0"
"L166","BTreeMapTest2.java","src/test/java/org/mapdb/BTreeMapTest2.java","L153","2","0","32","9","1","1302","0","0"
"L167","BTreeMapTest3.java","src/test/java/org/mapdb/BTreeMapTest3.java","L153","30","0","212","4","1","1302","0","0"
"L168","BTreeMapTest4.java","src/test/java/org/mapdb/BTreeMapTest4.java","L153","120","0","1342","3","1","1302","0","0"
"L169","BTreeMapTest5.java","src/test/java/org/mapdb/BTreeMapTest5.java","L153","25","0","503","2","1","1302","0","0"
"L170","BTreeMapTest6.java","src/test/java/org/mapdb/BTreeMapTest6.java","L153","85","0","813","3","1","1302","0","0"
"L171","BTreeSet2Test.java","src/test/java/org/mapdb/BTreeSet2Test.java","L153","81","0","647","3","1","1302","0","0"
"L172","BTreeSetTest.java","src/test/java/org/mapdb/BTreeSetTest.java","L153","1","0","13","7","2","1302","0","0"
"L173","CacheWeakSoftRefTest.java","src/test/java/org/mapdb/CacheWeakSoftRefTest.java","L153","5","0","44","3","1","1302","0","0"
"L174","ChecksumCRC32SerializerTest.java","src/test/java/org/mapdb/ChecksumCRC32SerializerTest.java","L153","2","0","25","3","1","1302","0","0"
"L175","CompressTest.java","src/test/java/org/mapdb/CompressTest.java","L153","1","0","43","12","1","1302","0","0"
"L176","ConcurrentMapInterfaceTest.java","src/test/java/org/mapdb/ConcurrentMapInterfaceTest.java","L153","110","0","686","3","1","1302","0","0"
"L177","DBMakerTest.java","src/test/java/org/mapdb/DBMakerTest.java","L153","1","0","215","16","1","1302","0","0"
"L178","DBTest.java","src/test/java/org/mapdb/DBTest.java","L153","1","0","48","8","1","1302","0","0"
"L179","DebugVolume.java","src/test/java/org/mapdb/DebugVolume.java","L153","2","0","107","6","2","1302","1","0"
"L180","EncryptionXTEATest.java","src/test/java/org/mapdb/EncryptionXTEATest.java","L153","1","0","22","4","1","1302","0","0"
"L181","EngineTest.java","src/test/java/org/mapdb/EngineTest.java","L153","6","0","93","2","1","1302","0","0"
"L182","EngineWrapper_ImmutabilityCheckEngine.java","src/test/java/org/mapdb/EngineWrapper_ImmutabilityCheckEngine.java","L153","3","0","30","2","1","1302","0","0"
"L183","ExamplesTest.java","src/test/java/org/mapdb/ExamplesTest.java","L153","1","0","51","3","1","1302","0","0"
"L184","FunTest.java","src/test/java/org/mapdb/FunTest.java","L153","33","0","107","2","1","1302","0","0"
"L185","HTreeMap2Test.java","src/test/java/org/mapdb/HTreeMap2Test.java","L153","35","0","260","9","1","1302","0","0"
"L186","HTreeMap3Test.java","src/test/java/org/mapdb/HTreeMap3Test.java","L153","2","0","31","8","1","1302","0","0"
"L187","HTreeSetTest.java","src/test/java/org/mapdb/HTreeSetTest.java","L153","3","0","74","9","1","1302","0","0"
"L188","Issue37Test.java","src/test/java/org/mapdb/Issue37Test.java","L153","9","0","67","5","1","1302","0","0"
"L189","Issue41Test.java","src/test/java/org/mapdb/Issue41Test.java","L153","23","0","204","6","1","1302","0","0"
"L190","Issue69Test.java","src/test/java/org/mapdb/Issue69Test.java","L153","6","0","51","6","1","1302","0","0"
"L191","Issue77Test.java","src/test/java/org/mapdb/Issue77Test.java","L153","4","0","53","1","1","1302","0","0"
"L192","Issue78Test.java","src/test/java/org/mapdb/Issue78Test.java","L153","1","0","21","2","2","1302","0","0"
"L193","Issue86Test.java","src/test/java/org/mapdb/Issue86Test.java","L153","5","0","51","1","1","1302","0","0"
"L194","Issue90Test.java","src/test/java/org/mapdb/Issue90Test.java","L153","2","0","21","2","1","1302","2","0"
"L195","JSR166TestCase.java","src/test/java/org/mapdb/JSR166TestCase.java","L153","1","0","25","1","1","1302","0","0"
"L196","LoggerVolume.java","src/test/java/org/mapdb/LoggerVolume.java","L153","1","0","147","8","2","1302","1","0"
"L197","LongConcurrentHashMapTest.java","src/test/java/org/mapdb/LongConcurrentHashMapTest.java","L153","6","0","134","4","1","1302","0","0"
"L198","LongHashMapTest.java","src/test/java/org/mapdb/LongHashMapTest.java","L153","6","0","109","9","2","1302","0","0"
"L199","MapInterfaceTest.java","src/test/java/org/mapdb/MapInterfaceTest.java","L153","196","0","1334","5","2","1302","0","0"
"L200","MapListenerTest.java","src/test/java/org/mapdb/MapListenerTest.java","L153","16","0","43","2","1","1302","0","0"
"L201","QueuesTest.java","src/test/java/org/mapdb/QueuesTest.java","L153","1","0","64","3","1","1302","0","0"
"L202","RecidLocksTest.java","src/test/java/org/mapdb/RecidLocksTest.java","L153","3","0","44","3","1","1302","0","0"
"L203","Serialization2Bean.java","src/test/java/org/mapdb/Serialization2Bean.java","L153","32","0","88","1","1","1302","0","0"
"L204","Serialization2Test.java","src/test/java/org/mapdb/Serialization2Test.java","L153","1","0","69","5","1","1302","0","0"
"L205","SerializationHeaderTest.java","src/test/java/org/mapdb/SerializationHeaderTest.java","L153","2","0","19","3","1","1302","0","0"
"L206","Serialized2DerivedBean.java","src/test/java/org/mapdb/Serialized2DerivedBean.java","L153","28","0","63","1","1","1302","0","0"
"L207","SerializerBaseTest.java","src/test/java/org/mapdb/SerializerBaseTest.java","L153","33","0","367","8","1","1302","0","0"
"L208","SerializerPojoTest.java","src/test/java/org/mapdb/SerializerPojoTest.java","L153","19","0","171","6","2","1302","0","0"
"L209","SnapshotEngineTest.java","src/test/java/org/mapdb/SnapshotEngineTest.java","L153","1","0","69","5","1","1302","0","0"
"L210","StoreAppendTest.java","src/test/java/org/mapdb/StoreAppendTest.java","L153","2","0","40","1","1","1302","0","0"
"L211","StoreDirectTest.java","src/test/java/org/mapdb/StoreDirectTest.java","L153","15","0","242","1","1","1302","0","0"
"L212","StoreTestCase.java","src/test/java/org/mapdb/StoreTestCase.java","L153","4","0","86","1","1","1302","0","0"
"L213","StoreWALTest.java","src/test/java/org/mapdb/StoreWALTest.java","L153","1","0","8","1","1","1302","0","0"
"L214","TestFile.java","src/test/java/org/mapdb/TestFile.java","L153","4","0","18","12","2","1302","1","0"
"L215","TreeMapExtendTest.java","src/test/java/org/mapdb/TreeMapExtendTest.java","L153","1375","0","11307","1","1","1302","0","0"
"L216","TxMakerTest.java","src/test/java/org/mapdb/TxMakerTest.java","L153","2","0","33","1","1","1302","0","0"
"L217","UtilsTest.java","src/test/java/org/mapdb/UtilsTest.java","L153","3","0","42","1","1","1302","0","0"
"L218","VolumeTest.java","src/test/java/org/mapdb/VolumeTest.java","L153","13","0","176","10","1","1302","0","0"
"L11351","AsyncWriteEngineTest.java","src/test/java/org/mapdb/AsyncWriteEngineTest.java","L153","1","0","0","20","1","1302","0","0"
