@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L13445","9","0","46","0","2","0","0","false"
"L13446","97","0","485","0","35","2","3122","true"
"L13447","51","0","353","0","9","0","0","false"
"L13448","14","0","96","0","4","0","0","false"
"L13449","1","0","33","0","51","5","3122","true"
"L13450","7","0","208","0","35","6","3122","true"
"L13451","1","0","5","0","2","0","0","false"
"L13452","1","0","19","0","6","0","0","false"
"L13453","27","0","108","0","2","0","0","false"
"L13454","1","0","8","0","5","0","0","false"
"L13455","3","0","35","0","19","5","16","true"
"L13456","6","0","50","0","6","0","0","false"
"L13457","1","0","11","0","3","0","0","false"
"L13458","1","0","8","0","16","0","0","false"
"L13459","18","0","166","0","49","6","113","true"
"L13460","1","0","24","0","24","5","16","true"
"L13461","1","0","31","0","27","1","3122","true"
"L13462","36","0","310","0","32","7","33","true"
"L13463","2","0","84","0","12","1","3122","true"
"L13464","8","0","84","0","19","2","33","false"
"L13465","30","0","216","0","24","2","33","true"
"L13466","77","0","431","0","45","6","16","true"
"L13467","80","0","696","0","119","3","3122","false"
"L13468","1","0","15","0","26","5","16","false"
"L13469","58","0","333","0","25","4","16","true"
"L13470","2","0","34","0","2","1","3122","false"
"L13471","39","0","390","0","41","5","33","true"
"L13472","5","0","66","0","18","5","16","false"
"L13473","5","0","57","0","15","5","16","false"
"L13474","9","0","69","0","6","0","0","true"
"L13475","1","0","11","0","2","0","0","false"
"L13476","35","0","144","0","9","0","0","true"
"L13477","36","0","138","0","11","0","0","true"
"L13478","4","0","44","0","37","6","16","true"
"L13479","1","0","42","0","4","4","16","false"
"L13480","5","0","32","0","7","4","16","false"
"L13481","1","0","15","0","1","1","3122","false"
"L13482","10","0","124","0","11","0","0","false"
"L13483","8","0","69","0","7","0","0","false"
"L13484","22","0","152","0","6","0","0","false"
"L13485","6","0","95","0","9","0","0","false"
"L13486","18","0","109","0","8","0","0","false"
"L18624","1","0","6","0","4","0","0","false"
"L18625","7","0","39","0","19","0","0","false"
"L18626","1","0","8","0","3","0","0","false"
"L18658","1","0","14","0","3","0","0","false"
"L18659","50","0","245","0","29","6","1345","false"
"L18660","1","0","11","0","2","0","0","false"
"L18661","7","0","47","0","7","4","16","false"
"L18662","6","0","60","0","37","7","16","true"
"L18663","30","0","159","0","52","5","3122","true"
"L18664","55","0","227","0","24","5","3122","true"
"L19016","1","0","10","0","2","0","0","false"
"L19017","14","0","132","0","23","4","16","false"
"L19140","18","0","158","0","62","5","3122","false"
"L21658","11","0","101","0","7","4","16","false"
"L21659","1","0","16","0","1","0","0","false"
"L21660","1","0","8","0","8","4","16","false"
"L21661","2","0","17","0","7","4","16","false"
"L22228","6","0","127","0","12","3","16","false"
"L22318","1","0","8","0","11","0","0","false"
"L22319","3","0","30","0","31","4","16","false"
"L22320","1","0","12","0","3","0","0","false"
"L22321","15","0","32","0","13","0","0","false"
"L22322","4","0","28","0","3","0","0","false"
"L22568","1","0","38","0","29","0","0","false"
"L22569","38","0","315","0","93","4","16","false"
"L22570","7","0","73","0","5","1","3122","false"
"L22571","1","0","17","0","18","0","0","false"
"L22572","1","0","7","0","4","0","0","false"
"L22573","1","0","8","0","2","0","0","false"
"L22574","1","0","20","0","18","0","0","false"
"L22575","157","0","339","0","74","0","0","true"
"L22576","1","0","5","0","3","0","0","false"
"L24010","24","0","179","0","4","4","16","true"
"L24011","1","0","14","0","4","4","16","true"
"L24012","6","0","60","0","4","4","16","false"
"L24013","1","0","37","0","4","4","16","false"
"L24014","11","0","69","0","4","4","16","true"
"L24159","13","0","110","0","8","0","0","false"
"L24258","130","0","914","0","8","0","0","false"
"L24259","20","0","220","0","15","1","1345","false"
"L24260","15","0","139","0","12","1","1345","false"
"L24261","29","0","293","0","11","1","1345","false"
"L24262","1","0","7","0","6","0","0","false"
"L26726","6","0","52","0","31","3","16","false"
"L26727","18","0","87","0","18","2","16","true"
"L26728","18","0","100","0","20","3","1345","false"
"L26729","10","0","63","0","16","2","16","false"
"L26730","15","0","80","0","17","2","16","false"
"L26731","23","0","107","0","29","2","16","false"
"L26732","15","0","77","0","13","7","16","false"
"L26733","13","0","73","0","12","5","3122","false"
"L26734","36","0","173","0","34","2","16","false"
"L26735","60","0","233","0","30","3","16","false"
"L26736","15","0","84","0","21","2","16","false"
"L26737","3","0","48","0","32","4","16","false"
"L26738","27","0","149","0","38","2","16","true"
"L26739","18","0","92","0","26","3","3122","false"
"L26740","14","0","63","0","8","2","3122","false"
"L26741","7","0","43","0","16","2","16","false"
"L26742","19","0","105","0","16","2","16","false"
"L26743","3","0","25","0","1","0","0","false"
"L26744","4","0","33","0","3","0","0","false"
"L26745","1","0","7","0","3","0","0","false"
"L26746","11","0","66","0","18","2","16","false"
"L26747","12","0","56","0","14","2","16","false"
"L26748","40","0","185","0","66","6","16","false"
"L26749","7","0","25","0","4","0","0","false"
"L26750","12","0","60","0","16","3","16","false"
"L26751","93","0","366","0","57","7","3122","true"
"L26752","1","0","9","0","2","0","0","false"
"L26753","12","0","58","0","15","2","16","false"
"L26754","328","0","1026","0","255","8","3122","true"
"L26755","11","0","40","0","12","5","16","false"
"L26756","26","0","140","0","27","4","3122","false"
"L26757","9","0","55","0","14","2","16","false"
"L26758","9","0","56","0","15","2","16","false"
"L26759","11","0","64","0","17","2","16","false"
"L26760","94","0","334","0","76","5","16","false"
"L26761","3","0","39","0","2","0","0","false"
"L26762","1","0","18","0","11","2","113","false"
"L26763","3","0","36","0","5","0","0","false"
"L26764","1","0","9","0","2","0","0","false"
"L26765","3","0","73","0","13","3","16","false"
"L26766","6","0","57","0","3","0","0","false"
"L26767","25","0","129","0","9","4","113","false"
"L26768","25","0","356","0","27","6","3122","true"
"L26769","8","0","58","0","2","0","0","false"
"L26770","17","0","91","0","10","3","16","false"
"L26771","49","0","262","0","47","4","3122","false"
"L26772","72","0","219","0","78","5","16","true"
"L26773","3","0","76","0","7","5","113","false"
"L26774","2","0","65","0","1","0","0","false"
"L31638","1","0","4","0","1","0","0","false"
"L31639","1","0","47","0","46","6","1345","false"
"L31640","8","0","53","0","12","6","16","false"
"L31641","1","0","8","0","8","5","16","false"
"L31642","1","0","8","0","3","0","0","false"
"L31643","13","0","56","0","18","6","33","false"
"L31644","9","0","130","0","25","4","16","false"
"L31645","6","0","50","0","9","0","0","false"
"L31646","1","0","8","0","3","0","0","false"
"L31647","1","0","17","0","4","2","6","false"
"L31648","1","0","13","0","3","0","0","false"
"L31649","1","0","17","0","1","1","1345","false"
"L31650","1","0","101","0","87","8","3122","false"
"L31651","23","0","144","0","65","4","3122","false"
"L31652","34","0","222","0","68","7","16","false"
"L31653","1","0","18","0","1","0","0","false"
"L31654","1","0","3","0","2","0","0","false"
"L37649","1","0","50","0","35","2","1345","true"
"L37650","10","0","53","0","27","0","0","true"
"L37651","3","0","36","0","8","0","0","true"
"L37652","4","0","39","0","4","0","0","false"
"L37653","15","0","140","0","42","2","1345","true"
"L37654","65","0","269","0","87","6","16","true"
"L37655","62","0","269","0","51","4","16","true"
"L37656","1","0","8","0","5","0","0","false"
"L38042","9","0","95","0","16","2","6","false"
"L38043","1","0","53","0","9","0","0","false"
"L39714","1","0","25","0","4","3","16","false"
"L39715","5","0","21","0","1","0","0","false"
"L39759","14","0","314","0","13","4","3122","false"
"L39760","1","0","48","0","11","5","113","false"
"L39761","10","0","226","0","8","4","3122","false"
"L39762","6","0","55","0","3","1","3122","false"
"L3283","12","0","78","0","14","3","420","false"
"L3284","7","0","66","0","20","5","16","false"
"L3285","1","0","18","0","3","2","113","false"
"L3286","2","0","56","0","13","5","1345","false"
"L3287","5","0","39","0","7","2","420","false"
"L3288","10","0","337","0","20","5","3122","false"
"L3289","1","0","172","0","6","0","0","false"
"L3290","1","0","6","0","1","0","0","false"
"L3291","36","0","209","0","29","6","16","false"
"L4458","19","0","131","0","13","4","16","false"
"L4459","1","0","14","0","3","0","0","false"
"L4460","11","0","78","0","10","0","0","false"
"L4461","11","0","43","0","8","3","16","false"
"L4462","5","0","36","0","3","0","0","false"
"L4463","17","0","72","0","10","3","16","false"
"L4464","11","0","53","0","4","0","0","false"
"L5548","1","0","14","0","14","0","0","false"
"L5549","1","0","24","0","22","4","16","false"
"L5550","41","0","262","0","75","7","3122","false"
"L5551","6","0","70","0","22","3","16","false"
"L5845","147","0","731","0","76","6","16","true"
"L5846","10","0","54","0","2","0","0","true"
"L5847","1","0","20","0","13","0","0","false"
"L5848","7","0","74","0","15","0","0","false"
"L6230","1","0","21","0","15","0","0","false"
"L6231","1","0","6","0","1","0","0","false"
"L6232","1","0","6","0","1","0","0","false"
"L6233","1","0","7","0","4","0","0","false"
"L6234","1","0","6","0","1","0","0","false"
"L7697","113","0","630","0","142","8","3122","false"
"L8077","65","0","261","0","17","4","16","false"
"L8078","1","0","7","0","4","0","0","false"
"L8079","1","0","40","0","14","4","420","false"
"L8080","1","0","25","0","29","4","420","false"
"L8081","155","0","847","0","208","7","16","true"
"L8082","28","0","246","0","77","7","3122","false"
"L8083","1","0","4","0","2","0","0","false"
"L8084","1","0","8","0","5","0","0","false"
"L8085","12","0","76","0","19","3","16","false"
"L8086","19","0","87","0","9","4","16","false"
"L8087","12","0","69","0","3","0","0","false"
"L8088","1","0","4","0","2","0","0","false"
"L8089","1","0","13","0","2","0","0","false"
"L8090","1","0","13","0","4","0","0","false"
"L8091","1","0","13","0","8","0","0","false"
"L8092","73","0","365","0","44","3","16","false"
"L8093","1","0","4","0","2","0","0","false"
"L8094","31","0","161","0","23","0","0","false"
"L8095","1","0","9","0","5","0","0","false"
"L8096","57","0","307","0","50","4","16","false"
"L8097","9","0","34","0","3","0","0","false"
"L8098","12","0","91","0","12","1","1345","false"
"L8099","2","0","22","0","3","0","0","false"
"L8100","1","0","18","0","12","0","0","false"
"L8101","18","0","101","0","9","0","0","false"
"L8102","21","0","153","0","21","5","33","false"
"L8103","20","0","135","0","14","0","0","false"
"L8104","1","0","8","0","3","0","0","false"
"L8105","17","0","117","0","13","0","0","false"
"L10656","83","0","478","0","34","4","1345","true"
"L10657","86","0","392","0","64","6","16","false"
"L10658","1","0","16","0","1","0","0","false"
"L10659","21","0","148","0","14","1","3122","false"
"L10660","136","0","652","0","97","6","3122","true"
"L10661","1","0","16","0","1","0","0","false"
"L11544","9","0","58","0","6","0","0","false"
"L11545","2","0","26","0","6","4","16","false"
"L11590","2","0","26","0","5","0","0","false"
"L11968","45","0","208","0","14","3","16","false"
"L11969","6","0","61","0","4","0","0","false"
"L12542","1","0","40","0","3","0","0","false"
"L12543","11","0","49","0","6","3","16","false"
"L18669","1","0","4","0","1","0","0","false"
"L18670","1","0","4","0","1","0","0","false"
"L19143","3","0","67","0","8","3","16","false"
"L19144","1","0","25","0","1","0","0","false"
"L19145","6","0","110","0","14","0","0","false"
"L19146","1","0","10","0","3","0","0","false"
"L19147","4","0","63","0","3","0","0","false"
"L19148","1","0","33","0","1","0","0","false"
"L19149","1","0","38","0","2","1","1345","false"
"L19150","12","0","24","0","4","3","6","false"
"L19457","1","0","79","0","75","4","16","false"
"L19458","172","0","927","0","93","6","3122","false"
"L19459","1","0","46","0","61","0","0","false"
"L19460","99","0","545","0","45","3","16","false"
"L19461","1","0","34","0","47","2","1345","false"
"L19462","1","0","138","0","14","2","1345","false"
"L19463","75","0","507","0","76","6","1345","true"
"L19464","200","0","434","0","65","4","3122","false"
"L20897","1","0","15","0","8","0","0","false"
"L20898","18","0","83","0","5","0","0","false"
"L20899","24","0","164","0","40","4","16","true"
"L20900","1","0","31","0","35","4","16","false"
"L20901","1","0","85","0","18","4","16","false"
"L20902","2","0","92","0","22","4","16","false"
"L20903","63","0","367","0","55","5","3122","false"
"L20904","15","0","124","0","43","0","0","false"
"L20905","4","0","30","0","8","0","0","false"
"L21664","54","0","263","0","27","6","33","false"
"L21665","25","0","119","0","15","6","33","false"
"L21666","19","0","86","0","15","4","3122","false"
"L21667","4","0","29","0","5","4","16","false"
"L21668","9","0","74","0","8","4","16","false"
"L21669","16","0","66","0","17","5","16","false"
"L21670","14","0","60","0","14","6","33","false"
"L21671","1","0","11","0","8","4","16","false"
"L21672","17","0","119","0","15","4","3122","false"
"L21673","4","0","32","0","7","4","16","false"
"L21674","5","0","53","0","9","4","16","false"
"L22325","12","0","83","0","29","5","113","false"
"L22326","1","0","27","0","10","0","0","false"
"L22327","3","0","30","0","11","0","0","false"
"L22328","46","0","172","0","7","0","0","false"
"L22329","1","0","5","0","5","0","0","false"
"L22579","258","0","1013","0","201","7","3122","true"
"L22580","11","0","45","0","9","0","0","false"
"L22581","321","0","977","0","73","6","3122","true"
"L22582","8","0","115","0","34","4","33","false"
"L22583","2","0","27","0","9","0","0","false"
"L22584","8","0","102","0","15","0","0","false"
"L24265","1","0","6","0","1","1","1345","false"
"L24266","3","0","26","0","4","3","3122","false"
"L25024","45","0","201","0","15","0","0","false"
"L25025","47","0","326","0","52","4","113","false"
"L25026","208","0","638","0","104","4","113","false"
"L26780","6","0","43","0","97","0","0","false"
"L26781","92","0","240","0","57","3","16","false"
"L26782","1","0","6","0","5","0","0","false"
"L26783","27","0","137","0","77","9","16","false"
"L26784","14","0","78","0","26","4","16","false"
"L26785","1","0","17","0","8","0","0","false"
"L26786","1","0","17","0","8","0","0","false"
"L26787","4","0","24","0","15","3","16","false"
"L26788","4","0","27","0","4","0","0","false"
"L26789","2","0","25","0","8","3","16","false"
"L26790","70","0","292","0","26","4","33","false"
"L26791","30","0","147","0","7","4","113","false"
"L27293","4","0","81","0","20","4","16","false"
"L27294","1","0","18","0","18","3","16","false"
"L27295","1","0","52","0","10","0","0","false"
"L27296","1","0","11","0","1","0","0","false"
"L27297","1","0","8","0","3","0","0","false"
"L27298","14","0","100","0","41","8","16","false"
"L28047","4","0","90","0","6","5","16","false"
"L28048","1","0","12","0","4","4","16","false"
"L28049","1","0","8","0","3","3","16","false"
"L30276","1","0","45","0","1","0","0","false"
"L30277","1","0","7","0","5","0","0","false"
"L30278","11","0","116","0","27","0","0","false"
"L30279","19","0","66","0","15","0","0","false"
"L30280","22","0","128","0","17","0","0","false"
"L30281","31","0","128","0","29","0","0","false"
"L30282","24","0","88","0","13","0","0","false"
"L30283","14","0","85","0","16","0","0","false"
"L30284","14","0","104","0","24","2","113","false"
"L30285","26","0","125","0","19","0","0","false"
"L30286","19","0","58","0","19","0","0","false"
"L30287","3","0","25","0","14","0","0","false"
"L30288","40","0","138","0","29","0","0","false"
"L30289","1","0","5","0","1","0","0","false"
"L30290","48","0","174","0","31","3","16","false"
"L30291","6","0","46","0","5","0","0","false"
"L30292","6","0","44","0","14","0","0","false"
"L30293","3","0","31","0","11","0","0","false"
"L30294","19","0","92","0","20","0","0","false"
"L30295","19","0","90","0","23","3","16","false"
"L30296","1","0","27","0","10","0","0","false"
"L30297","19","0","90","0","20","0","0","false"
"L30298","19","0","90","0","23","3","6","false"
"L30299","13","0","65","0","15","0","0","false"
"L30300","1","0","27","0","12","0","0","false"
"L30301","15","0","58","0","15","0","0","false"
"L30302","37","0","150","0","23","0","0","false"
"L30303","1","0","20","0","19","2","113","false"
"L31480","1","0","36","0","25","5","16","false"
"L31481","21","0","128","0","36","3","1345","false"
"L31482","9","0","99","0","24","3","1345","false"
"L31659","59","0","530","0","35","7","1345","false"
"L31660","1","0","54","0","49","3","3122","false"
"L31661","11","0","297","0","30","5","3122","false"
"L31662","3","0","28","0","4","0","0","false"
"L31663","42","0","584","0","60","5","3122","false"
"L31664","10","0","121","0","30","4","3122","false"
"L31665","1","0","16","0","70","3","3122","false"
"L31666","2","0","7","0","3","1","3122","false"
"L31667","4","0","28","0","5","0","0","false"
"L31668","45","0","305","0","11","3","3122","false"
"L31669","81","0","467","0","11","3","3122","false"
"L38141","4","0","32","0","38","1","3122","false"
"L38142","11","0","62","0","39","1","3122","false"
"L38143","127","0","436","0","41","0","0","false"
"L38144","127","0","655","1","85","5","33","false"
"L38145","66","0","423","0","43","4","16","true"
"L38146","6","0","166","0","26","4","16","false"
"L38147","1","0","20","0","25","4","16","false"
"L3294","7","0","37","0","3","0","0","false"
"L3295","8","0","47","0","2","0","0","false"
"L3296","1","0","6","0","2","0","0","false"
"L3297","1","0","11","0","1","0","0","false"
"L13499","43","0","576","0","35","6","3122","false"
"L13500","1","0","4","0","4","4","33","false"
"L13501","12","0","244","0","32","6","16","false"
"L13502","7","0","86","0","5","4","1345","false"
"L13503","4","0","30","0","19","6","16","true"
"L13504","1","0","29","0","6","5","1345","false"
"L13505","7","0","108","0","11","5","16","false"
"L13506","1","0","32","0","5","5","33","false"
"L13507","1","0","10","0","6","5","16","false"
"L13508","179","0","1361","0","34","5","1345","true"
"L13509","1","0","19","0","4","4","33","false"
"L13510","11","0","78","0","18","6","16","false"
"L24269","6","0","54","0","1","1","1345","false"
"L24270","1","0","22","0","1","1","1345","false"
"L24271","1","0","19","0","1","1","1345","false"
"L25029","7","0","84","0","16","5","33","true"
"L25328","1","0","5","0","4","0","0","false"
"L25329","12","0","57","0","2","0","0","false"
"L25330","1","0","14","0","1","0","0","false"
"L25331","1","0","30","0","1","0","0","false"
"L25867","1","0","6","0","8","0","0","false"
"L25868","5","0","47","0","6","0","0","false"
"L25869","2","0","26","0","9","0","0","false"
"L25870","1","0","6","0","2","0","0","false"
"L25871","1","0","10","0","5","4","6","false"
"L25872","1","0","10","0","6","0","0","false"
"L26416","1","0","7","0","7","0","0","false"
"L26417","12","0","51","0","10","0","0","false"
"L26418","5","0","38","0","9","0","0","false"
"L26419","5","0","32","0","5","0","0","false"
"L26420","12","0","67","0","15","3","16","false"
"L26421","11","0","30","0","14","0","0","false"
"L26422","4","0","35","0","2","0","0","false"
"L26423","1","0","16","0","3","0","0","false"
"L26424","3","0","27","0","19","0","0","false"
"L26425","2","0","22","0","6","0","0","false"
"L26426","1","0","16","0","6","0","0","false"
"L26427","5","0","30","0","8","0","0","false"
"L26428","3","0","68","0","14","4","16","false"
"L26429","1","0","16","0","5","0","0","false"
"L26669","1","0","6","0","3","0","0","false"
"L26670","1","0","6","0","6","0","0","false"
"L26671","6","0","34","0","6","0","0","false"
"L26672","9","0","46","0","15","0","0","false"
"L26673","5","0","31","0","1","0","0","false"
"L27301","13","0","92","0","14","3","3122","false"
"L27302","3","0","29","0","13","4","16","false"
"L27303","4","0","38","0","7","3","16","false"
"L27304","14","0","70","0","19","5","16","false"
"L27305","3","0","37","0","4","3","16","false"
"L27306","9","0","65","0","12","4","16","false"
"L27307","12","0","73","0","10","4","16","false"
"L27308","1","0","20","0","3","0","0","false"
"L27309","9","0","66","0","10","4","16","false"
"L27310","10","0","57","0","33","4","16","false"
"L27578","4","0","34","0","14","3","16","false"
"L27604","21","0","93","0","24","4","16","false"
"L27605","5","0","39","0","9","4","16","false"
"L27606","19","0","42","0","9","0","0","false"
"L27607","20","0","67","0","28","5","3122","false"
"L27608","20","0","67","0","28","5","3122","false"
"L27609","11","0","61","0","22","4","16","false"
"L27737","3","0","23","0","4","3","16","false"
"L27738","3","0","40","0","16","3","16","false"
"L27739","7","0","49","0","11","3","16","false"
"L27740","2","0","30","0","7","5","16","false"
"L27741","7","0","44","0","7","5","16","false"
"L27742","2","0","19","0","12","3","16","false"
"L27743","6","0","33","0","4","3","16","false"
"L27744","3","0","25","0","5","3","16","false"
"L27745","4","0","36","0","19","3","16","false"
"L28052","9","0","75","0","5","4","16","false"
"L28053","3","0","17","0","4","4","16","false"
"L28054","6","0","27","0","4","4","16","false"
"L28055","4","0","24","0","4","4","16","false"
"L28056","4","0","24","0","4","4","16","false"
"L28057","2","0","15","0","4","4","16","false"
"L28058","3","0","18","0","4","4","16","false"
"L28059","3","0","18","0","4","4","16","false"
"L28060","4","0","21","0","4","4","16","false"
"L28061","2","0","14","0","4","4","16","false"
"L28062","2","0","15","0","4","4","16","false"
"L28063","11","0","48","0","11","5","16","true"
"L28064","4","0","23","0","4","4","16","false"
"L28065","1","0","17","0","3","3","16","false"
"L28066","4","0","19","0","4","4","16","false"
"L28067","3","0","15","0","4","4","16","false"
"L28068","3","0","16","0","4","4","16","false"
"L28069","2","0","14","0","4","4","16","false"
"L28070","6","0","26","0","4","4","16","false"
"L28071","3","0","17","0","4","4","16","false"
"L28072","2","0","16","0","4","4","16","false"
"L28073","3","0","16","0","4","4","16","false"
"L28074","3","0","24","0","7","5","16","false"
"L28075","5","0","26","0","4","4","16","false"
"L28076","4","0","18","0","10","6","33","false"
"L28077","2","0","14","0","4","4","16","false"
"L28078","2","0","14","0","4","4","16","false"
"L28079","2","0","14","0","4","4","16","false"
"L28080","3","0","15","0","4","4","16","false"
"L30306","19","0","67","0","9","0","0","false"
"L30307","18","0","67","0","10","0","0","false"
"L30308","19","0","66","0","10","0","0","false"
"L30309","19","0","67","0","10","0","0","false"
"L30310","21","0","72","0","10","0","0","false"
"L32849","75","0","672","0","87","6","3122","false"
"L32850","10","0","68","0","23","5","16","false"
"L32851","7","0","46","0","3","0","0","false"
"L32852","38","0","459","0","77","5","16","false"
"L32853","39","0","206","0","31","0","0","false"
"L32854","65","0","445","0","51","7","1345","false"
"L32855","1","0","12","0","12","4","1345","false"
"L32856","6","0","88","0","34","7","113","false"
"L32857","7","0","70","0","31","6","3122","false"
"L32858","266","0","1522","0","280","9","3122","true"
"L32859","1","0","25","0","6","4","16","true"
"L32860","34","0","225","0","88","6","16","true"
"L32861","3","0","27","0","3","0","0","false"
"L32862","23","0","234","0","53","6","113","false"
"L32863","2","0","15","0","1","0","0","false"
