@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L4648","1","0","11","0","6","17","2597","false"
"L4649","11","0","83","2","10","27","27","false"
"L4650","1","0","19","0","6","11","2597","false"
"L4651","1","0","127","0","9","30","27","false"
"L5046","1","0","3","0","5","12","2597","false"
"L5047","1","0","79","0","5","15","2597","false"
"L5116","1","0","5","0","4","10","219","false"
"L5159","5","0","51","0","4","11","2597","false"
"L5160","5","0","27","0","5","15","219","false"
"L5161","1","0","6","0","5","8","1283","false"
"L5162","1","0","30","0","6","24","1283","false"
"L5163","97","0","490","1","8","81","1283","false"
"L5552","1","0","26","0","6","16","219","false"
"L5553","16","0","189","0","6","27","1464","false"
"L5698","12","0","73","1","5","21","592","false"
"L5699","1","0","61","0","8","20","2597","false"
"L5700","1","0","24","0","7","18","2597","false"
"L5701","5","0","119","1","10","33","27","false"
"L5702","1","0","17","0","5","10","2597","false"
"L5703","1","0","79","0","7","21","2597","false"
"L5704","8","0","410","0","11","98","27","true"
"L5705","1","0","10","0","6","17","2597","false"
"L5706","15","0","124","2","10","48","27","false"
"L5707","1","0","11","0","6","21","2597","false"
"L5708","11","0","86","2","9","37","592","false"
"L5709","1","0","18","0","5","10","2597","false"
"L5710","1","0","84","0","10","35","27","false"
"L6141","1","0","19","0","4","7","2597","false"
"L6142","1","0","75","0","5","15","1464","false"
"L6203","1","0","5","0","4","10","219","false"
"L6247","5","0","51","0","5","13","1283","false"
"L6248","5","0","27","0","5","12","219","false"
"L6249","1","0","6","0","5","10","1283","false"
"L6250","1","0","31","0","6","26","592","false"
"L6251","105","0","585","3","8","69","592","false"
"L6658","1","0","8","0","5","11","219","false"
"L6659","4","0","50","0","6","22","1464","false"
"L6694","1","0","33","0","5","16","1283","false"
"L6695","1","0","13","0","6","18","2597","false"
"L6696","1","0","88","0","9","32","1464","false"
"L6765","1","0","8","0","6","16","219","false"
"L6766","11","0","93","2","7","28","1283","true"
"L6821","9","0","58","1","5","20","1283","false"
"L7143","1","0","20","0","6","29","1464","false"
"L7162","10","0","95","0","6","18","219","false"
"L7163","12","0","117","0","7","31","219","false"
"L7164","5","0","63","0","5","19","219","false"
"L7455","23","0","178","2","9","57","423","false"
"L7551","17","0","172","0","5","22","1283","false"
"L2053","17","0","120","1","5","15","423","false"
"L2054","17","0","138","1","5","20","219","false"
"L2055","23","0","196","7","8","68","2597","false"
"L2056","18","0","108","1","7","23","219","false"
"L2057","1","0","16","0","6","12","219","false"
"L2058","22","0","168","1","7","29","219","false"
"L2059","17","0","138","1","7","29","219","false"
"L2060","23","0","194","7","8","61","2597","false"
"L2061","2","0","56","1","7","21","219","false"
"L2657","5","0","90","1","5","13","219","false"
"L2658","6","0","101","3","5","21","1464","false"
"L2659","3","0","82","4","6","20","1464","false"
"L2660","3","0","80","4","6","20","423","false"
"L2886","1","0","5","0","4","5","219","false"
"L2887","5","0","61","0","5","9","219","false"
"L3871","1","0","6","0","4","9","219","false"
"L3872","1","0","7","0","5","14","1464","false"
"L3873","3","0","28","0","5","14","1464","false"
"L3874","4","0","32","0","4","9","219","false"
"L5124","1","0","33","0","4","9","219","false"
"L5125","2","0","21","0","4","10","219","false"
"L5507","9","0","66","1","5","20","1283","false"
"L6212","1","0","37","0","4","9","219","false"
"L6213","3","0","24","0","4","10","219","false"
"L6618","9","0","59","1","5","22","1283","false"
"L6862","1","0","11","0","5","8","219","false"
"L3822","1","0","21","0","5","10","219","false"
"L3823","5","0","84","0","4","10","1464","false"
"L7670","1","0","48","2","7","22","1283","false"
"L7671","13","0","78","1","8","35","2597","false"
"L7747","1","0","27","0","2","4","219","false"
"L7748","13","0","72","1","3","7","1283","false"
"L7749","39","0","176","1","4","13","2597","false"
"L7750","6","0","41","1","5","9","1283","false"
"L7751","134","0","624","1","5","22","1464","false"
"L7752","1","0","11","0","2","2","219","false"
"L7753","5","0","24","1","3","7","1283","false"
"L7754","2","0","48","1","4","5","423","false"
"L7755","9","0","111","1","3","3","219","false"
"L7756","13","0","64","1","3","9","1283","false"
"L7757","3","0","53","0","4","8","38","false"
"L7758","1","0","61","0","2","2","219","false"
"L7759","52","0","230","2","5","26","1464","false"
"L7760","1","0","19","0","3","3","219","false"
"L7761","55","0","210","1","3","8","1283","false"
"L7762","4","0","77","0","4","10","2597","false"
"L7763","26","0","143","2","5","15","1283","false"
"L7764","1","0","37","0","2","4","219","false"
"L7765","24","0","121","2","3","11","2597","false"
"L7766","32","0","138","2","4","13","1283","false"
"L7767","1","0","7","0","2","2","219","false"
"L7768","13","0","80","1","3","7","1283","false"
"L7769","18","0","112","5","7","27","2597","false"
"L7770","36","0","176","2","4","11","1283","false"
"L7771","1","0","7","0","2","2","219","false"
"L7772","1","0","19","0","2","2","219","false"
"L7773","20","0","94","1","6","15","1464","false"
"L7774","1","0","33","0","2","2","219","false"
"L7775","1","0","55","0","2","2","219","false"
"L7776","10","0","62","2","4","12","1283","false"
"L7777","1","0","4","0","2","5","219","false"
"L9889","1","0","60","0","4","6","219","false"
"L9890","2","0","48","1","5","15","592","false"
"L9891","8","0","47","0","5","12","219","false"
"L9892","8","0","47","1","7","12","1","false"
"L9893","3","0","23","1","3","4","2597","false"
"L9894","1","0","35","0","2","2","219","false"
"L9895","1","0","7","0","2","2","219","false"
"L9075","1","0","607","1","5","17","1464","false"
"L9855","1","0","11","0","2","2","219","false"
"L9856","1","0","24","0","2","2","219","false"
"L9857","1","0","11","0","2","2","219","false"
"L9858","1","0","19","0","2","2","219","false"
"L10041","1","0","50","1","8","21","1464","false"
"L10042","171","0","1180","5","10","138","2597","true"
"L10043","1","0","5","0","2","3","219","false"
"L10044","2","0","27","0","4","8","1464","false"
"L10045","1","0","53","1","3","5","219","false"
"L10046","23","0","164","0","7","83","219","false"
"L10047","1","0","4","0","4","6","219","false"
"L10048","1","0","6","0","4","6","219","false"
"L10049","1","0","17","0","6","26","219","false"
"L10050","8","0","111","0","7","31","219","false"
"L10051","3","0","34","1","4","8","219","false"
"L12526","6","0","278","7","7","42","1464","false"
"L12527","1","0","16","0","2","3","219","false"
"L12528","2","0","103","0","4","7","219","false"
"L12529","9","0","61","0","4","5","219","false"
"L12530","1","0","31","0","5","13","219","false"
"L12531","13","0","235","0","7","29","219","false"
"L12532","1","0","7","0","3","3","219","false"
"L12533","9","0","60","0","5","9","219","false"
"L12534","9","0","60","0","4","5","219","false"
"L12967","1","0","6","0","3","7","219","false"
"L12968","10","0","78","4","5","21","592","false"
"L14459","1","0","54","4","5","42","2597","false"
"L14460","58","0","499","21","9","103","1464","false"
"L14461","7","0","52","0","1","4","2597","false"
"L14462","1","0","8","0","1","3","2597","false"
"L14463","2","0","21","0","2","2","2597","false"
"L14464","1","0","4","0","1","2","2597","false"
"L14465","1","0","5","0","2","3","2597","false"
"L14466","18","0","169","7","7","68","2597","true"
"L14467","1","0","19","0","3","7","1283","false"
"L14468","3","0","10","0","1","5","2597","false"
"L14469","1","0","5","0","1","1","2597","false"
"L14470","1","0","18","0","2","4","1464","false"
"L18867","20","0","131","0","4","9","219","false"
"L18868","1","0","8","0","3","5","343","false"
"L18869","5","0","19","0","2","2","2597","false"
"L18917","1","0","16","0","1","3","2597","false"
"L18918","8","0","97","6","5","14","423","false"
"L18919","9","0","42","0","1","3","2597","false"
"L18977","39","0","286","8","7","46","1464","false"
"L18978","4","0","39","0","2","3","2597","false"
"L18979","10","0","206","1","5","10","1283","false"
"L18980","2","0","109","2","4","13","1464","false"
"L18981","1","0","5","1","2","2","2597","false"
"L18982","3","0","28","1","3","4","1464","false"
"L18983","1","0","8","0","1","2","1464","false"
"L18984","2","0","24","0","3","6","1464","false"
"L19757","7","0","36","0","1","4","2597","false"
"L19758","4","0","35","3","5","12","423","false"
"L19759","19","0","92","1","2","5","1464","false"
"L19760","4","0","37","0","3","8","1283","false"
"L19761","2","0","68","5","7","46","2597","false"
"L19762","1","0","12","0","1","1","1464","false"
"L19935","1","0","40","0","2","2","263","false"
"L19936","2","0","52","0","1","2","1283","false"
"L20836","6","0","50","0","3","5","2597","false"
"L20837","6","0","41","3","5","9","592","false"
"L20887","5","0","61","0","2","6","1464","false"
"L20888","4","0","51","0","3","8","1283","false"
"L20889","7","0","56","0","5","12","1283","false"
"L20890","2","0","45","0","4","12","1283","false"
"L20891","6","0","51","0","4","8","1283","false"
"L20892","9","0","76","2","3","17","1464","false"
"L21014","1","0","4","0","1","1","343","false"
"L21015","1","0","9","0","2","2","2597","false"
"L21016","14","0","79","0","4","8","1283","false"
"L21017","133","0","590","4","6","18","1464","false"
"L21018","41","0","175","0","2","10","2597","false"
"L21019","1","0","16","0","2","2","2597","false"
"L21020","4","0","36","0","2","6","2597","false"
"L21807","1","0","6","0","4","8","423","false"
"L21808","1","0","46","1","5","25","1464","false"
"L21809","137","0","748","14","11","172","423","false"
"L21810","1","0","10","0","2","3","2597","false"
"L21811","8","0","128","0","1","2","1283","false"
"L13011","1","0","11","0","6","10","592","false"
"L13012","7","0","80","0","6","16","592","false"
"L13013","1","0","14","1","4","7","1464","false"
"L13014","12","0","105","1","5","13","1464","false"
"L13015","1","0","9","0","2","2","219","false"
"L13016","2","0","34","0","3","5","219","false"
"L13017","1","0","11","0","4","4","1283","false"
"L13018","6","0","55","0","4","7","1283","false"
"L13019","1","0","6","0","3","3","219","true"
"L13020","1","0","22","0","3","3","219","true"
"L13203","1","0","12","0","3","3","219","false"
"L13204","1","0","16","0","3","4","219","false"
"L13205","1","0","48","0","3","3","219","false"
"L13206","1","0","114","0","5","8","219","false"
"L13207","1","0","22","0","7","16","95","false"
"L13208","8","0","171","0","8","30","95","false"
"L13209","1","0","10","0","2","4","219","false"
"L13210","5","0","91","0","6","15","95","false"
"L13211","1","0","13","0","2","4","219","false"
"L13212","7","0","145","2","8","36","95","false"
"L13213","1","0","24","3","6","10","219","false"
"L13214","1","0","156","4","7","19","219","false"
"L13215","1","0","14","0","4","5","219","false"
"L13216","1","0","28","0","5","13","1283","false"
"L13217","10","0","265","1","8","40","1464","false"
"L13218","1","0","15","0","3","3","219","false"
"L13219","7","0","71","1","3","7","1283","false"
"L13813","10","0","84","2","7","24","1464","false"
"L13814","8","0","92","5","5","25","592","false"
"L13876","1","0","5","0","1","2","2597","false"
"L13877","16","0","102","0","8","34","1464","false"
"L13878","1","0","63","0","1","1","2597","false"
"L13879","1","0","4","0","1","1","2597","false"
"L13880","1","0","7","0","2","7","423","false"
"L14004","1","0","39","2","6","15","1283","true"
"L14005","40","0","363","5","7","33","1464","true"
"L14006","1","0","25","1","2","3","2597","false"
"L14007","8","0","38","2","5","18","56","false"
"L14809","1","0","9","0","1","1","2597","false"
"L14810","1","0","10","0","1","1","2597","false"
"L14811","5","0","34","0","1","1","2597","false"
"L14812","1","0","7","0","1","1","2597","false"
"L15885","1","0","14","0","1","3","2597","false"
"L15900","1","0","24","0","3","6","2597","false"
"L15901","1","0","59","0","4","10","423","false"
"L15902","1","0","4","0","1","1","2597","false"
"L15903","1","0","16","0","1","1","2597","false"
"L16004","1","0","15","0","1","1","2597","false"
"L16005","1","0","36","0","5","16","2597","false"
"L16006","70","0","451","12","9","81","95","false"
"L16007","1","0","23","0","3","7","2597","false"
"L16008","31","0","192","0","8","25","2597","false"
"L16009","9","0","57","1","2","6","2597","false"
"L18765","1","0","6","0","2","3","423","false"
"L18766","9","0","61","1","3","11","1283","false"
"L18767","1","0","4","0","1","3","2597","false"
"L18768","1","0","50","0","5","7","1464","false"
"L19426","75","0","753","15","11","134","1464","false"
"L19427","2","0","48","0","8","36","1464","false"
"L19939","1","0","28","0","4","8","1464","true"
"L19940","10","0","212","1","4","33","423","false"
"L19941","1","0","81","0","4","12","1283","false"
"L19942","7","0","86","1","5","18","423","false"
"L19943","1","0","19","0","3","3","1464","false"
"L19944","1","0","40","0","1","2","1283","false"
"L20252","2","0","23","1","4","9","423","false"
"L20253","1","0","10","0","3","5","1464","false"
"L20254","1","0","8","0","2","2","592","false"
"L20255","1","0","48","2","4","7","423","false"
"L20256","56","0","333","4","7","53","1464","false"
"L20257","2","0","92","1","4","15","1464","false"
"L20258","7","0","41","5","4","18","95","false"
"L20259","15","0","277","1","5","41","1464","false"
"L20260","11","0","97","1","5","10","56","false"
"L20261","8","0","83","0","3","7","2597","false"
"L21225","1","0","34","0","3","6","1283","false"
"L21226","1","0","34","0","4","8","1283","false"
"L21227","1","0","40","0","3","5","1283","false"
"L21228","1","0","72","0","1","1","343","false"
"L21229","1","0","33","0","1","1","343","false"
"L21230","1","0","20","0","3","5","1283","false"
"L21231","1","0","26","0","1","1","343","false"
"L21232","1","0","19","0","1","1","343","false"
"L21388","6","0","38","0","1","1","1283","false"
"L21389","1","0","5","0","1","1","1283","false"
"L21390","2","0","24","0","3","3","2597","false"
"L21391","1","0","23","0","2","8","1283","false"
"L21463","1","0","28","0","1","1","343","false"
"L21464","46","0","170","0","2","2","2597","false"
"L21656","23","0","170","1","6","20","95","false"
"L21657","1","0","16","0","3","5","592","false"
"L21658","1","0","7","0","2","4","2597","false"
"L21659","4","0","30","0","1","1","2597","false"
"L21758","1","0","25","0","1","1","343","false"
"L21759","101","0","312","2","5","22","2597","false"
"L10773","47","0","228","5","4","11","2597","false"
"L10774","139","0","560","5","4","15","2597","false"
"L10775","7","0","40","1","3","6","1464","false"
"L10776","204","0","734","5","5","35","1464","false"
"L10777","111","0","446","7","8","22","1464","false"
"L10778","96","0","466","4","5","13","95","false"
"L10779","1","0","24","0","4","7","219","false"
"L10780","1","0","41","0","4","6","219","false"
"L10781","166","0","635","6","4","17","2597","false"
"L10782","18","0","133","0","2","7","2597","false"
"L10783","3","0","60","0","4","6","219","false"
"L14298","1","0","14","0","5","8","592","false"
"L14299","30","0","173","1","5","9","592","false"
"L14300","3","0","33","1","3","6","2597","false"
"L14301","1","0","6","0","1","4","2597","false"
"L14429","9","0","63","1","3","8","1283","false"
"L14860","14","0","113","0","2","3","2597","false"
"L14861","1","0","17","0","1","1","2597","false"
"L14862","1","0","25","0","1","1","2597","false"
"L16012","28","0","335","0","2","5","31","false"
"L16276","54","0","527","4","5","42","1283","false"
"L16277","151","0","973","23","12","178","38","true"
"L16278","1","0","8","0","2","3","1464","false"
"L16279","1","0","4","0","1","3","2597","false"
"L16280","44","0","252","10","7","46","2597","true"
"L16281","1","0","14","0","1","1","2597","false"
"L16282","1","0","12","0","3","7","2597","false"
"L16283","68","0","482","5","7","65","2597","false"
"L16284","1","0","23","0","5","13","2597","false"
"L16285","1","0","47","1","7","34","2597","false"
"L18472","30","0","100","5","3","12","2597","false"
"L18473","3","0","39","2","3","6","1283","false"
"L18474","1","0","15","4","3","12","1464","false"
"L18475","22","0","119","18","6","48","1464","false"
"L18476","3","0","34","0","3","6","423","false"
"L18477","1","0","16","0","1","1","1464","false"
"L18478","1","0","22","1","3","8","423","false"
"L18479","1","0","9","0","2","3","2597","false"
"L18480","1","0","24","0","2","6","95","false"
"L18481","1","0","17","0","1","3","1464","false"
"L18482","3","0","49","0","1","5","1464","false"
"L18483","3","0","27","0","2","5","2597","false"
"L18484","24","0","101","2","2","11","2597","false"
"L18485","10","0","54","1","5","11","219","false"
"L18486","1","0","33","0","1","1","1464","false"
"L12239","1","0","108","0","2","4","219","false"
"L12240","1","0","46","0","2","4","219","false"
"L12241","1","0","32","0","2","4","219","false"
"L12242","1","0","31","0","4","5","219","false"
"L12243","1","0","26","0","2","4","219","false"
"L12244","1","0","31","0","2","4","219","false"
"L16774","1","0","9","0","1","4","2597","false"
"L16775","37","0","176","12","7","48","2597","false"
"L16776","1","0","38","0","1","3","2597","false"
"L16777","19","0","142","5","4","12","1464","false"
"L16778","6","0","110","2","4","9","423","false"
"L16779","4","0","72","2","3","9","2597","false"
"L16780","1","0","4","0","1","4","2597","false"
"L16781","1","0","22","0","1","3","2597","false"
"L16782","9","0","67","1","2","6","1283","false"
"L17450","7","0","57","0","1","1","2597","false"
"L17451","3","0","40","2","3","13","1283","false"
"L17452","112","0","439","13","6","47","2597","false"
"L17453","3","0","32","1","1","4","2597","false"
"L17454","1","0","24","2","4","15","423","false"
"L17455","1","0","35","2","3","9","423","false"
"L17456","16","0","90","1","5","5","56","true"
"L17457","21","0","127","3","4","21","2597","true"
"L17458","21","0","161","5","7","35","1464","false"
"L17459","5","0","46","1","3","9","1464","false"
"L17460","10","0","111","0","2","5","2597","false"
"L17461","52","0","277","4","3","47","2597","true"
"L14867","1","0","15","0","1","1","2597","false"
"L14868","7","0","91","0","3","4","592","false"
"L15195","22","0","137","0","2","2","592","false"
"L15196","22","0","132","0","2","3","2597","false"
"L15197","43","0","202","0","2","2","592","false"
"L15198","8","0","63","0","2","2","592","false"
"L15199","12","0","102","0","2","2","592","false"
"L15201","25","0","161","0","2","3","592","false"
"L15203","34","0","152","0","2","2","592","false"
"L15204","12","0","104","0","2","2","592","false"
"L15205","21","0","127","0","2","4","592","false"
"L14968","3","0","12","0","1","1","2597","false"
"L14970","3","0","12","0","1","1","2597","false"
"L16785","1","0","9","0","1","3","2597","false"
"L16786","3","0","14","0","1","3","2597","false"
"L16787","3","0","18","0","1","3","2597","false"
"L16788","1","0","4","0","1","3","2597","false"
"L16789","1","0","9","0","1","3","2597","false"
"L16790","1","0","9","0","1","3","2597","false"
"L16791","3","0","24","0","2","4","2597","false"
"L16792","4","0","17","0","1","3","2597","false"
"L16793","1","0","9","0","1","3","2597","false"
"L16794","2","0","12","0","3","7","1283","false"
"L17070","5","0","34","1","2","6","1464","false"
"L17071","3","0","26","0","1","4","2597","false"
"L17072","2","0","23","0","1","5","2597","false"
"L17073","3","0","28","0","2","7","2597","false"
"L17074","2","0","22","0","1","4","2597","false"
"L17075","2","0","22","0","1","5","2597","false"
"L17076","8","0","47","0","2","3","2597","false"
"L17077","1","0","11","0","1","3","2597","false"
"L17822","1","0","11","0","1","3","2597","false"
"L17823","1","0","55","1","2","6","1464","false"
"L17824","1","0","61","0","3","5","1464","false"
"L17825","1","0","50","0","1","2","2597","false"
"L22167","1","0","28","0","2","9","1464","false"
"L22183","1","0","5","0","1","1","592","false"
"L22184","1","0","6","0","2","3","592","false"
"L22185","2","0","46","1","4","11","2597","false"
"L22186","7","0","92","0","3","5","263","false"
"L22196","1","0","81","2","5","12","1283","false"
"L22197","14","0","88","2","4","13","1283","false"
"L22269","1","0","10","0","1","1","2597","false"
"L22270","17","0","99","0","3","7","1283","false"
"L22874","1","0","4","0","1","1","2597","false"
"L22875","38","0","248","2","7","32","1464","false"
"L22876","8","0","51","0","1","1","263","false"
"L22877","1","0","12","0","1","1","2597","false"
"L23608","1","0","9","0","2","5","1283","false"
"L24437","1","0","5","0","1","1","2597","false"
"L24438","2","0","20","0","3","7","1283","false"
"L24628","6","0","42","0","2","3","1283","false"
"L24629","1","0","16","1","2","2","1464","false"
"L24630","1","0","5","0","2","3","1283","false"
"L24631","1","0","18","0","1","2","2597","false"
"L24632","4","0","26","2","5","12","95","false"
"L24633","1","0","14","0","2","3","1464","false"
"L24634","6","0","36","0","2","7","423","false"
"L24711","33","0","185","0","4","4","1283","false"
"L26200","1","0","32","0","1","7","2597","false"
"L26201","1","0","25","0","1","4","2597","false"
"L26202","1","0","17","0","1","2","2597","false"
"L26203","1","0","17","0","1","2","2597","false"
"L26603","3","0","20","0","1","1","2597","false"
"L26604","4","0","16","0","1","1","2597","false"
"L26605","1","0","20","0","1","1","2597","false"
"L26606","1","0","26","0","1","1","2597","false"
"L26607","1","0","9","0","1","1","2597","false"
"L26797","1","0","8","0","2","4","2597","false"
"L26798","1","0","42","0","4","8","2597","false"
"L26799","3","0","26","0","2","3","592","false"
"L26800","7","0","33","0","5","8","1283","false"
"L26801","2","0","12","0","4","6","1464","false"
"L26802","8","0","32","0","5","8","1283","true"
"L26803","1","0","17","0","6","12","1283","false"
"L26993","2","0","44","0","4","6","1464","false"
"L26994","1","0","19","0","3","5","1283","false"
"L26995","1","0","19","0","3","4","1283","true"
"L26996","1","0","5","0","3","5","2597","false"
"L26997","1","0","5","0","2","2","592","false"
"L26998","48","0","348","10","10","47","56","false"
"L27349","4","0","36","0","1","1","2597","false"
"L27350","9","0","62","1","2","7","1283","false"
"L27351","11","0","31","0","1","1","2597","false"
"L27352","1","0","17","0","1","1","2597","false"
"L27453","1","0","18","2","5","13","1283","false"
"L27454","12","0","94","0","7","15","263","false"
"L27455","13","0","78","0","2","8","2597","false"
"L27456","29","0","143","0","4","15","2597","false"
"L27457","1","0","6","0","4","6","1464","false"
"L27554","1","0","37","0","6","27","1464","false"
"L27555","1","0","32","0","7","26","423","false"
"L27556","1","0","13","0","3","9","2597","false"
"L27557","1","0","25","0","8","44","2597","false"
"L27558","1","0","15","0","3","6","343","false"
"L27559","1","0","38","1","6","31","2597","false"
"L27560","1","0","15","0","1","6","2597","false"
"L27561","1","0","10","0","1","3","2597","false"
"L27562","1","0","11","0","3","6","343","false"
"L27563","1","0","15","0","3","6","343","false"
"L27564","1","0","15","0","7","17","592","false"
"L27565","1","0","12","0","4","6","1464","false"
"L27566","1","0","6","0","1","1","2597","false"
"L27567","1","0","12","0","3","5","343","false"
"L27568","1","0","4","0","3","4","343","false"
"L27569","1","0","4","0","1","2","2597","false"
"L27570","1","0","6","0","1","1","2597","false"
"L27571","1","0","11","0","4","7","1464","false"
"L27978","3","0","60","9","3","22","1283","false"
"L28185","9","0","32","0","3","8","592","true"
"L28186","1","0","10","0","1","2","2597","false"
"L28187","1","0","8","0","1","2","2597","false"
"L28348","9","0","51","0","3","4","1464","false"
"L28349","1","0","30","0","1","2","423","false"
"L28350","1","0","111","0","2","2","423","false"
"L28351","18","0","65","0","5","6","1283","false"
"L28352","1","0","11","2","5","9","1464","false"
"L28353","5","0","30","0","2","2","2597","false"
"L28990","2","0","17","0","1","3","592","false"
"L29307","9","0","88","1","2","7","1283","false"
"L29308","9","0","64","1","2","7","1283","false"
"L29309","1","0","6","0","1","1","592","false"
"L29310","1","0","10","0","1","1","592","false"
"L29311","9","0","81","1","2","7","1283","false"
"L29312","9","0","117","1","2","7","1283","false"
"L29313","9","0","69","1","2","7","1283","false"
"L29314","10","0","97","2","1","3","592","false"
"L29315","1","0","4","0","2","3","2597","false"
"L29774","1","0","16","1","1","3","1464","false"
"L29775","8","0","37","0","2","5","1464","false"
"L29776","1","0","17","0","4","13","423","false"
"L29777","8","0","54","0","1","6","1283","false"
"L29778","3","0","23","1","3","5","1464","false"
"L29779","6","0","38","0","2","2","1464","false"
"L29780","1","0","12","0","4","9","1464","false"
"L29781","4","0","9","1","5","10","592","false"
"L29782","11","0","80","0","1","1","2597","false"
"L29783","9","0","59","1","2","7","1283","false"
"L29784","2","0","22","0","1","1","2597","false"
"L29785","1","0","17","0","4","8","1464","false"
"L29786","7","0","35","0","1","1","2597","false"
"L29787","21","0","265","0","4","5","592","false"
"L29788","1","0","11","0","2","2","1464","false"
"L29789","2","0","17","0","3","5","2597","false"
"L29790","1","0","19","0","1","3","2597","false"
"L29791","1","0","13","0","1","1","2597","false"
"L29792","3","0","36","0","1","2","2597","false"
"L29793","17","0","129","0","2","3","2597","false"
"L29794","5","0","50","0","3","5","423","false"
"L29795","5","0","74","0","1","2","1283","false"
"L29796","3","0","19","2","3","5","1464","false"
"L29797","6","0","44","2","3","13","1464","false"
"L29798","1","0","4","0","1","5","1283","false"
"L29799","2","0","17","0","3","5","1464","false"
