"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of committers","Number of previous modifications","Number of developer commits","Number of bugs"
"L1102","ForeignSkuFieldPersistenceProvider.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/persistence/module/provider/ForeignSkuFieldPersistenceProvider.java","L1101","9","0","47","0","1","1","1283","0"
"L1103","SkuFieldsPersistenceProvider.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/persistence/module/provider/SkuFieldsPersistenceProvider.java","L1101","6","0","45","0","1","8","1464","0"
"L1104","SkuPricingPersistenceProvider.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/persistence/module/provider/SkuPricingPersistenceProvider.java","L1101","15","0","96","0","2","8","1464","2"
"L1674","FulfillmentTypeEnumOptionsExtensionListener.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/web/rulebuilder/service/options/FulfillmentTypeEnumOptionsExtensionListener.java","L1673","1","0","18","0","3","3","1464","0"
"L1675","InventoryTypeEnumOptionsExtensionListener.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/web/rulebuilder/service/options/InventoryTypeEnumOptionsExtensionListener.java","L1673","1","0","18","0","3","3","1464","0"
"L1676","TimeEnumOptionsExtensionListener.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/web/rulebuilder/service/options/TimeEnumOptionsExtensionListener.java","L1673","1","0","25","0","3","3","1464","0"
"L1601","DataDTOToMVELTranslatorTest.java","admin/broadleaf-admin-module/src/test/java/org/broadleafcommerce/admin/web/rulebuilder/DataDTOToMVELTranslatorTest.java","L1600","1","0","126","0","2","4","2597","0"
"L1602","MVELToDataWrapperTranslatorTest.java","admin/broadleaf-admin-module/src/test/java/org/broadleafcommerce/admin/web/rulebuilder/MVELToDataWrapperTranslatorTest.java","L1600","1","0","209","0","2","5","2597","0"
"L2827","AbstractContentService.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/common/AbstractContentService.java","L2826","8","0","66","0","4","7","2597","0"
"L2828","AssetNotFoundException.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/common/AssetNotFoundException.java","L2826","1","0","16","0","1","1","1283","0"
"L6717","BroadleafCmsSimpleUrlHandlerMapping.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/BroadleafCmsSimpleUrlHandlerMapping.java","L6716","2","0","18","0","4","7","2597","0"
"L6718","BroadleafProcessURLFilter.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/BroadleafProcessURLFilter.java","L6716","66","0","385","0","6","16","1283","0"
"L6719","NullURLProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/NullURLProcessor.java","L6716","1","0","14","0","4","8","2597","0"
"L6720","PageHandlerMapping.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/PageHandlerMapping.java","L6716","7","0","48","0","6","18","2597","0"
"L6721","PageURLProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/PageURLProcessor.java","L6716","6","0","68","0","5","20","2597","0"
"L6722","PreviewTemplateController.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/PreviewTemplateController.java","L6716","1","0","16","0","5","12","2597","0"
"L6723","ProcessURLAction.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/ProcessURLAction.java","L6716","1","0","9","0","4","10","2597","0"
"L6724","URLHandlerFilter.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/URLHandlerFilter.java","L6716","11","0","59","0","6","18","2597","0"
"L6725","URLProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/URLProcessor.java","L6716","1","0","7","0","4","10","2597","0"
"L2907","FieldDefinition.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldDefinition.java","L2906","1","0","35","0","5","9","1464","0"
"L2908","FieldDefinitionImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldDefinitionImpl.java","L2906","3","0","185","0","6","15","1464","0"
"L2909","FieldEnumeration.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldEnumeration.java","L2906","1","0","11","0","5","7","1464","0"
"L2910","FieldEnumerationImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldEnumerationImpl.java","L2906","1","0","69","1","5","11","1464","0"
"L2911","FieldEnumerationItem.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldEnumerationItem.java","L2906","1","0","14","0","5","7","1464","0"
"L2912","FieldEnumerationItemImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldEnumerationItemImpl.java","L2906","1","0","82","0","6","14","1464","0"
"L2913","FieldGroup.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldGroup.java","L2906","1","0","13","0","4","6","2597","0"
"L2914","FieldGroupImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldGroupImpl.java","L2906","1","0","79","1","5","9","1464","0"
"L3140","FieldType.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/type/FieldType.java","L3139","9","0","63","0","5","11","2597","0"
"L3141","StorageType.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/type/StorageType.java","L3139","9","0","56","0","3","4","2597","0"
"L3223","StaticAssetDao.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/dao/StaticAssetDao.java","L3222","1","0","11","0","5","8","1464","0"
"L3224","StaticAssetDaoImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/dao/StaticAssetDaoImpl.java","L3222","6","0","78","0","6","14","2597","0"
"L3225","StaticAssetStorageDao.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/dao/StaticAssetStorageDao.java","L3222","1","0","13","0","4","6","2597","0"
"L3226","StaticAssetStorageDaoImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/dao/StaticAssetStorageDaoImpl.java","L3222","3","0","57","0","6","11","2597","0"
"L3324","ImageStaticAsset.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/domain/ImageStaticAsset.java","L3323","1","0","7","0","4","6","2597","0"
"L3325","ImageStaticAssetImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/domain/ImageStaticAssetImpl.java","L3323","2","0","67","0","6","16","592","0"
"L3326","StaticAsset.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/domain/StaticAsset.java","L3323","1","0","47","0","5","11","592","0"
"L3327","StaticAssetDescription.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/domain/StaticAssetDescription.java","L3323","1","0","14","0","4","6","2597","0"
"L3328","StaticAssetDescriptionImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/domain/StaticAssetDescriptionImpl.java","L3323","1","0","86","0","7","23","1464","0"
"L3329","StaticAssetImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/domain/StaticAssetImpl.java","L3323","4","0","370","0","7","43","1464","0"
"L3330","StaticAssetStorage.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/domain/StaticAssetStorage.java","L3323","1","0","10","0","4","6","2597","0"
"L3331","StaticAssetStorageImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/domain/StaticAssetStorageImpl.java","L3323","1","0","61","1","6","8","263","0"
"L3682","GloballySharedInputStream.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/service/GloballySharedInputStream.java","L3681","1","0","36","0","2","3","2597","0"
"L3683","StaticAssetService.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/service/StaticAssetService.java","L3681","1","0","28","0","5","17","1464","0"
"L3684","StaticAssetServiceImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/service/StaticAssetServiceImpl.java","L3681","75","0","421","0","7","49","1464","4"
"L3685","StaticAssetStorageService.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/service/StaticAssetStorageService.java","L3681","1","0","21","0","5","11","592","0"
"L3686","StaticAssetStorageServiceImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/file/service/StaticAssetStorageServiceImpl.java","L3681","55","0","377","2","6","27","2597","0"
"L4411","PageDao.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/dao/PageDao.java","L4410","1","0","22","0","6","11","1464","0"
"L4412","PageDaoImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/dao/PageDaoImpl.java","L4410","8","0","127","0","6","17","1464","0"
"L4508","Page.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/Page.java","L4507","1","0","46","0","4","11","2597","0"
"L4509","PageField.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/PageField.java","L4507","1","0","16","0","4","10","2597","0"
"L4510","PageFieldImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/PageFieldImpl.java","L4507","5","0","116","1","8","18","263","0"
"L4511","PageImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/PageImpl.java","L4507","9","0","399","0","7","41","1464","0"
"L4512","PageItemCriteria.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/PageItemCriteria.java","L4507","1","0","10","0","5","12","2597","0"
"L4513","PageItemCriteriaImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/PageItemCriteriaImpl.java","L4507","15","0","121","1","7","14","263","0"
"L4514","PageRule.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/PageRule.java","L4507","1","0","11","0","5","12","2597","0"
"L4515","PageRuleImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/PageRuleImpl.java","L4507","11","0","83","1","7","13","263","0"
"L4516","PageTemplate.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/PageTemplate.java","L4507","1","0","19","0","4","6","2597","0"
"L4517","PageTemplateImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/domain/PageTemplateImpl.java","L4507","1","0","127","0","7","14","1283","0"
"L4909","NullPageDTO.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/dto/NullPageDTO.java","L4908","1","0","3","0","5","12","2597","0"
"L4910","PageDTO.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/dto/PageDTO.java","L4908","1","0","79","0","5","15","2597","0"
"L4979","ArchivedPagePublisher.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/message/ArchivedPagePublisher.java","L4978","1","0","5","0","4","7","2597","0"
"L5022","AbstractPageRuleProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/service/AbstractPageRuleProcessor.java","L5021","5","0","51","0","4","11","2597","0"
"L5023","PageDefaultRuleProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/service/PageDefaultRuleProcessor.java","L5021","5","0","27","0","4","10","2597","0"
"L5024","PageRuleProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/service/PageRuleProcessor.java","L5021","1","0","6","0","4","6","2597","0"
"L5025","PageService.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/service/PageService.java","L5021","1","0","30","0","5","13","1464","0"
"L5026","PageServiceImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/page/service/PageServiceImpl.java","L5021","97","0","490","0","7","42","1464","2"
"L5417","StructuredContentDao.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dao/StructuredContentDao.java","L5416","1","0","26","0","6","13","1464","0"
"L5418","StructuredContentDaoImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dao/StructuredContentDaoImpl.java","L5416","16","0","185","0","6","18","2597","0"
"L5563","CriteriaStructuredContentXref.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/CriteriaStructuredContentXref.java","L5562","12","0","73","0","5","12","2597","0"
"L5564","StructuredContent.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContent.java","L5562","1","0","61","0","4","7","2597","0"
"L5565","StructuredContentField.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentField.java","L5562","1","0","24","0","4","10","2597","0"
"L5566","StructuredContentFieldImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentFieldImpl.java","L5562","5","0","116","1","6","15","263","0"
"L5567","StructuredContentFieldTemplate.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentFieldTemplate.java","L5562","1","0","17","0","4","6","2597","0"
"L5568","StructuredContentFieldTemplateImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentFieldTemplateImpl.java","L5562","1","0","79","0","6","15","1464","0"
"L5569","StructuredContentImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentImpl.java","L5562","8","0","400","0","8","61","1464","0"
"L5570","StructuredContentItemCriteria.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentItemCriteria.java","L5562","1","0","10","0","5","12","2597","0"
"L5571","StructuredContentItemCriteriaImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentItemCriteriaImpl.java","L5562","15","0","121","1","7","29","263","0"
"L5572","StructuredContentRule.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentRule.java","L5562","1","0","11","0","5","16","2597","0"
"L5573","StructuredContentRuleImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentRuleImpl.java","L5562","11","0","83","1","7","18","263","0"
"L5574","StructuredContentType.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentType.java","L5562","1","0","18","0","4","6","2597","0"
"L5575","StructuredContentTypeImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/domain/StructuredContentTypeImpl.java","L5562","1","0","84","0","8","22","1464","0"
"L6006","ItemCriteriaDTO.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dto/ItemCriteriaDTO.java","L6005","1","0","19","0","4","7","2597","0"
"L6007","StructuredContentDTO.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/dto/StructuredContentDTO.java","L6005","1","0","75","0","5","15","1464","0"
"L6068","ArchivedStructuredContentPublisher.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/message/ArchivedStructuredContentPublisher.java","L6067","1","0","5","0","4","7","2597","0"
"L6112","AbstractStructuredContentRuleProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/service/AbstractStructuredContentRuleProcessor.java","L6111","5","0","51","0","4","11","2597","0"
"L6113","StructuredContentDefaultRuleProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/service/StructuredContentDefaultRuleProcessor.java","L6111","5","0","27","0","4","8","2597","0"
"L6114","StructuredContentRuleProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/service/StructuredContentRuleProcessor.java","L6111","1","0","6","0","4","8","2597","0"
"L6115","StructuredContentService.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/service/StructuredContentService.java","L6111","1","0","31","0","5","14","343","0"
"L6116","StructuredContentServiceImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/structure/service/StructuredContentServiceImpl.java","L6111","105","0","585","1","7","46","343","3"
"L6523","URLHandlerDao.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/url/dao/URLHandlerDao.java","L6522","1","0","8","0","5","8","1464","0"
"L6524","URlHandlerDaoImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/url/dao/URlHandlerDaoImpl.java","L6522","4","0","50","0","6","17","1464","0"
"L6559","NullURLHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/url/domain/NullURLHandler.java","L6558","1","0","33","0","5","12","2597","0"
"L6560","URLHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/url/domain/URLHandler.java","L6558","1","0","13","0","5","13","2597","0"
"L6561","URLHandlerImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/url/domain/URLHandlerImpl.java","L6558","1","0","88","0","8","21","423","0"
"L6630","URLHandlerService.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/url/service/URLHandlerService.java","L6629","1","0","8","0","6","13","1464","0"
"L6631","URLHandlerServiceImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/url/service/URLHandlerServiceImpl.java","L6629","11","0","93","0","6","14","1464","1"
"L6686","URLRedirectType.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/url/type/URLRedirectType.java","L6685","9","0","58","0","5","13","2597","0"
"L7012","BroadleafPageController.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/controller/BroadleafPageController.java","L7011","1","0","20","0","4","11","2597","0"
"L7031","StaticAssetView.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/file/StaticAssetView.java","L7030","10","0","95","0","6","16","1464","0"
"L7032","StaticAssetViewController.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/file/StaticAssetViewController.java","L7030","8","0","81","0","6","16","1464","0"
"L7033","UrlRewriteTag.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/file/UrlRewriteTag.java","L7030","5","0","63","0","5","15","2597","0"
"L7305","ContentProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/processor/ContentProcessor.java","L7304","21","0","171","0","8","29","1464","1"
"L7401","DisplayContentTag.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/structure/DisplayContentTag.java","L7400","17","0","172","0","4","15","2597","0"
"L1936","DynamicFieldPersistenceHandlerHelper.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/DynamicFieldPersistenceHandlerHelper.java","L1935","17","0","120","1","1","4","1464","0"
"L1937","PageItemCriteriaCustomPersistenceHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/PageItemCriteriaCustomPersistenceHandler.java","L1935","17","0","136","1","5","14","1464","0"
"L1938","PageTemplateCustomPersistenceHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/PageTemplateCustomPersistenceHandler.java","L1935","22","0","191","4","8","43","1283","1"
"L1939","PendingSandBoxItemCustomPersistenceHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/PendingSandBoxItemCustomPersistenceHandler.java","L1935","18","0","106","1","7","17","1464","0"
"L1940","RequestDTOCustomPersistenceHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/RequestDTOCustomPersistenceHandler.java","L1935","1","0","13","0","4","7","2597","0"
"L1941","SandBoxItemCustomPersistenceHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/SandBoxItemCustomPersistenceHandler.java","L1935","22","0","166","1","7","23","1464","0"
"L1942","StructuredContentItemCriteriaCustomPersistenceHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/StructuredContentItemCriteriaCustomPersistenceHandler.java","L1935","17","0","136","1","7","23","1464","0"
"L1943","StructuredContentTypeCustomPersistenceHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/StructuredContentTypeCustomPersistenceHandler.java","L1935","22","0","189","4","8","39","1283","1"
"L1944","TimeDTOCustomPersistenceHandler.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/handler/TimeDTOCustomPersistenceHandler.java","L1935","2","0","54","1","7","17","1464","0"
"L2537","AdminAssetController.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/web/controller/AdminAssetController.java","L2536","4","0","72","0","2","9","1283","1"
"L2538","AdminAssetUploadController.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/web/controller/AdminAssetUploadController.java","L2536","6","0","92","0","3","9","2597","2"
"L2539","AdminPageController.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/web/controller/AdminPageController.java","L2536","3","0","82","2","4","9","1464","0"
"L2540","AdminStructuredContentController.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/web/controller/AdminStructuredContentController.java","L2536","3","0","80","2","4","13","1464","1"
"L2755","AssetFormBuilderService.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/web/service/AssetFormBuilderService.java","L2754","1","0","5","0","2","2","592","0"
