@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L6840","11","0","59","0","7","22","1464","false"
"L6841","1","0","7","0","4","12","219","false"
"L3018","1","0","35","0","6","12","1283","false"
"L3019","3","0","185","0","6","18","1283","false"
"L3020","1","0","11","0","5","9","219","false"
"L3021","1","0","69","1","5","13","219","false"
"L3022","1","0","14","0","5","9","219","false"
"L3023","1","0","82","0","6","16","219","false"
"L3024","1","0","13","0","4","8","219","false"
"L3025","1","0","79","1","5","12","219","false"
"L3251","9","0","63","0","5","13","219","true"
"L3252","9","0","56","0","4","6","219","true"
"L3334","1","0","11","0","5","11","219","false"
"L3335","6","0","78","0","6","19","219","false"
"L3336","1","0","13","0","4","9","219","false"
"L3337","3","0","57","0","6","13","219","false"
"L3435","1","0","7","0","5","10","219","false"
"L3436","2","0","67","0","6","19","219","false"
"L3437","1","0","47","0","5","14","219","false"
"L3438","1","0","14","0","4","8","219","false"
"L3439","1","0","86","0","7","25","219","false"
"L3440","4","0","370","0","7","49","2597","false"
"L3441","1","0","10","0","4","8","219","false"
"L3442","1","0","61","1","6","10","219","false"
"L3793","1","0","36","0","4","6","219","false"
"L3794","1","0","28","0","6","25","592","false"
"L3795","78","0","436","4","7","64","2597","true"
"L3796","1","0","21","0","5","16","1464","false"
"L3797","55","0","377","2","6","39","1464","true"
"L4524","1","0","22","0","6","18","1464","false"
"L4525","8","0","127","0","6","24","1464","false"
"L4621","1","0","46","0","6","18","1464","false"
"L4622","1","0","16","0","4","13","219","false"
"L4623","5","0","116","1","8","21","219","false"
"L4624","9","0","401","0","7","56","2597","false"
"L4625","1","0","10","0","5","15","219","false"
"L4626","15","0","121","1","7","17","219","true"
"L4627","1","0","11","0","5","15","219","false"
"L4628","11","0","83","1","7","16","219","true"
"L4629","1","0","19","0","4","8","219","false"
"L4630","1","0","127","0","7","21","2597","false"
"L5025","1","0","3","0","5","12","2597","false"
"L5026","1","0","79","0","5","15","2597","false"
"L5095","1","0","5","0","4","10","219","false"
"L5138","5","0","51","0","4","11","2597","false"
"L5139","5","0","27","0","5","15","219","false"
"L5140","1","0","6","0","5","8","1283","false"
"L5141","1","0","30","0","6","19","219","false"
"L5142","97","0","490","1","7","57","1464","false"
"L5533","1","0","26","0","6","16","219","false"
"L5534","16","0","185","0","6","22","219","false"
"L5679","12","0","73","0","5","15","219","true"
"L5680","1","0","61","0","5","11","219","false"
"L5681","1","0","24","0","4","13","219","false"
"L5682","5","0","116","1","6","18","219","false"
"L5683","1","0","17","0","4","8","219","false"
"L5684","1","0","79","0","6","18","219","false"
"L5685","8","0","407","0","8","74","2597","false"
"L5686","1","0","10","0","5","15","219","false"
"L5687","15","0","121","1","7","32","219","true"
"L5688","1","0","11","0","5","19","219","false"
"L5689","11","0","83","1","7","21","219","true"
"L5690","1","0","18","0","4","8","219","false"
"L5691","1","0","84","0","8","29","2597","false"
"L6122","1","0","19","0","4","7","2597","false"
"L6123","1","0","75","0","5","15","1464","false"
"L6184","1","0","5","0","4","10","219","false"
"L6228","5","0","51","0","5","13","1283","false"
"L6229","5","0","27","0","5","12","219","false"
"L6230","1","0","6","0","5","10","1283","false"
"L6231","1","0","31","0","6","20","219","false"
"L6232","105","0","585","3","7","61","592","false"
"L6639","1","0","8","0","5","11","219","false"
"L6640","4","0","50","0","6","22","1464","false"
"L6675","1","0","33","0","5","16","1283","false"
"L6676","1","0","13","0","5","16","219","false"
"L6677","1","0","88","0","8","28","1283","false"
"L6746","1","0","8","0","6","16","219","false"
"L6747","11","0","93","1","6","22","1464","true"
"L6802","9","0","58","0","5","15","219","true"
"L7124","1","0","20","0","6","20","592","false"
"L7143","10","0","95","0","6","18","219","false"
"L7144","6","0","77","0","6","23","592","false"
"L7145","5","0","63","0","5","19","219","false"
"L7421","23","0","178","2","8","54","1464","false"
"L7517","17","0","172","0","5","21","219","false"
"L2032","17","0","120","1","4","7","1283","false"
"L2033","17","0","138","1","5","20","219","false"
"L2034","23","0","196","5","8","52","219","true"
"L2035","18","0","108","1","7","23","219","false"
"L2036","1","0","16","0","6","12","219","false"
"L2037","22","0","168","1","7","29","219","false"
"L2038","17","0","138","1","7","29","219","false"
"L2039","23","0","194","5","8","48","219","true"
"L2040","2","0","56","1","7","21","219","false"
"L2637","5","0","90","1","5","13","219","false"
"L2638","6","0","101","3","4","16","219","false"
"L2639","3","0","82","2","5","11","219","true"
"L2640","3","0","80","3","5","17","1283","true"
"L2866","1","0","5","0","4","5","219","false"
"L2867","5","0","61","0","5","9","219","false"
"L3854","1","0","6","0","4","9","219","false"
"L3855","1","0","5","0","4","9","219","false"
"L3856","3","0","27","0","4","9","219","false"
"L3857","4","0","32","0","4","9","219","false"
"L5103","1","0","33","0","4","9","219","false"
"L5104","2","0","21","0","4","10","219","false"
"L5488","9","0","66","0","5","15","219","true"
"L6193","1","0","37","0","4","9","219","false"
"L6194","3","0","24","0","4","10","219","false"
"L6599","9","0","59","0","5","17","219","true"
"L6843","1","0","11","0","5","8","219","false"
"L3805","1","0","21","0","5","10","219","false"
"L3806","5","0","84","0","4","10","1464","false"
"L7636","1","0","48","0","6","19","2597","true"
"L7637","13","0","78","1","7","30","592","false"
"L7713","1","0","27","0","2","4","219","false"
"L7714","13","0","72","0","2","2","219","true"
"L7715","39","0","176","0","2","4","219","true"
"L7716","6","0","41","0","2","2","219","true"
"L7717","134","0","624","0","5","11","592","true"
"L7718","1","0","11","0","2","2","219","false"
"L7719","5","0","24","0","2","2","219","true"
"L7720","2","0","48","0","2","2","219","true"
"L7721","9","0","111","1","3","3","219","false"
"L7722","13","0","64","0","2","4","219","true"
"L7723","3","0","53","0","3","6","219","false"
"L7724","1","0","61","0","2","2","219","false"
"L7725","52","0","230","1","3","11","219","true"
"L7726","1","0","19","0","3","3","219","false"
"L7727","55","0","210","0","2","3","219","true"
"L7728","4","0","77","0","4","9","1283","false"
"L7729","26","0","143","1","2","5","219","true"
"L7730","1","0","37","0","2","4","219","false"
"L7731","24","0","121","1","3","4","219","true"
"L7732","32","0","138","1","3","5","219","true"
"L7733","1","0","7","0","2","2","219","false"
"L7734","13","0","80","0","2","2","219","true"
"L7735","18","0","112","3","3","9","219","true"
"L7736","36","0","176","1","2","3","2597","true"
"L7737","1","0","7","0","2","2","219","false"
"L7738","1","0","19","0","2","2","219","false"
"L7739","20","0","94","0","3","5","219","true"
"L7740","1","0","33","0","2","2","219","false"
"L7741","1","0","55","0","2","2","219","false"
"L7742","10","0","62","1","3","4","219","true"
"L7743","1","0","4","0","2","5","219","false"
"L9855","1","0","60","0","4","6","219","false"
"L9856","2","0","48","1","5","15","592","false"
"L9857","8","0","47","0","5","12","219","false"
"L9858","8","0","47","0","6","10","1283","false"
"L9859","3","0","23","0","3","3","219","false"
"L9860","1","0","35","0","2","2","219","false"
"L9861","1","0","7","0","2","2","219","false"
"L9041","1","0","607","1","5","13","592","false"
"L9821","1","0","11","0","2","2","219","false"
"L9822","1","0","24","0","2","2","219","false"
"L9823","1","0","11","0","2","2","219","false"
"L9824","1","0","19","0","2","2","219","false"
"L10007","1","0","50","1","8","18","219","false"
"L10008","169","0","1175","2","9","120","592","true"
"L10009","1","0","5","0","2","3","219","false"
"L10010","2","0","27","0","4","8","1464","false"
"L10011","1","0","53","1","3","5","219","false"
"L10012","23","0","164","0","7","83","219","false"
"L10013","1","0","4","0","4","6","219","false"
"L10014","1","0","6","0","4","6","219","false"
"L10015","1","0","17","0","6","26","219","false"
"L10016","8","0","111","0","7","31","219","false"
"L10017","3","0","34","1","4","8","219","false"
"L12490","6","0","274","3","6","27","1464","true"
"L12491","1","0","16","0","2","3","219","false"
"L12492","2","0","103","0","4","7","219","false"
"L12493","9","0","61","0","4","5","219","false"
"L12494","1","0","31","0","5","13","219","false"
"L12495","13","0","235","0","7","29","219","false"
"L12496","1","0","7","0","3","3","219","false"
"L12497","9","0","60","0","5","9","219","false"
"L12498","9","0","60","0","4","5","219","false"
"L12930","1","0","6","0","3","7","219","false"
"L12931","10","0","78","3","3","16","219","true"
"L14423","1","0","48","4","5","33","2597","false"
"L14424","58","0","494","13","5","64","2597","true"
"L14425","7","0","52","0","1","4","2597","false"
"L14426","1","0","8","0","1","3","2597","false"
"L14427","2","0","21","0","2","2","2597","false"
"L14428","1","0","4","0","1","2","2597","false"
"L14429","1","0","5","0","2","3","2597","false"
"L14430","18","0","168","6","7","55","1464","true"
"L14431","1","0","19","0","1","2","2597","false"
"L14432","3","0","10","0","1","5","2597","false"
"L14433","1","0","5","0","1","1","2597","false"
"L14434","1","0","18","0","2","2","2597","false"
"L18756","20","0","131","0","4","9","219","false"
"L18757","1","0","8","0","3","5","343","false"
"L18758","5","0","19","0","2","2","2597","false"
"L18806","1","0","16","0","1","3","2597","false"
"L18807","8","0","97","6","4","11","1464","false"
"L18808","9","0","42","0","1","3","2597","false"
"L18867","39","0","286","7","5","33","1464","true"
"L18868","4","0","39","0","2","3","2597","false"
"L18869","10","0","206","1","5","9","1464","false"
"L18870","2","0","109","2","4","13","1464","false"
"L18871","1","0","5","1","2","2","2597","false"
"L18872","3","0","28","1","3","4","1464","false"
"L18873","1","0","8","0","1","2","1464","false"
"L18874","2","0","24","0","1","3","1464","false"
"L19647","7","0","36","0","1","4","2597","false"
"L19648","4","0","35","1","4","10","1283","false"
"L19649","19","0","92","0","1","2","423","false"
"L19650","4","0","37","0","3","6","1283","false"
"L19651","2","0","68","4","5","25","592","true"
"L19652","1","0","12","0","1","1","1464","false"
"L19825","1","0","40","0","2","2","263","false"
"L19826","2","0","52","0","1","2","1283","false"
"L20726","6","0","50","0","3","5","2597","false"
"L20727","6","0","41","3","5","9","592","false"
"L20777","5","0","61","0","2","6","1464","false"
"L20778","4","0","51","0","3","5","1464","false"
"L20779","7","0","56","0","5","9","2597","false"
"L20780","2","0","45","0","4","9","1464","false"
"L20781","6","0","51","0","4","5","1283","false"
"L20782","9","0","76","2","2","7","1283","false"
"L20904","1","0","4","0","1","1","343","false"
"L20905","1","0","9","0","2","2","2597","false"
"L20906","14","0","79","0","2","5","2597","false"
"L20907","132","0","586","1","4","11","1283","true"
"L20908","41","0","175","0","2","10","2597","false"
"L20909","1","0","16","0","2","2","2597","false"
"L20910","4","0","36","0","2","6","2597","false"
"L21697","1","0","6","0","3","5","1283","false"
"L21698","1","0","46","1","4","23","2597","false"
"L21699","137","0","748","11","9","133","592","true"
"L21700","1","0","10","0","2","3","2597","false"
"L21701","8","0","128","0","1","2","1283","false"
"L12974","1","0","11","0","4","7","219","false"
"L12975","7","0","80","0","5","13","219","false"
"L12976","1","0","14","1","3","5","2597","false"
"L12977","12","0","105","1","5","11","1464","false"
"L12978","1","0","9","0","2","2","219","false"
"L12979","2","0","34","0","3","5","219","false"
"L12980","1","0","11","0","4","4","1283","false"
"L12981","6","0","55","0","4","7","1283","false"
"L12982","1","0","6","0","3","3","219","false"
"L12983","1","0","22","0","3","3","219","false"
"L13166","1","0","12","0","3","3","219","false"
"L13167","1","0","16","0","3","4","219","false"
"L13168","1","0","48","0","3","3","219","false"
"L13169","1","0","114","0","5","8","219","false"
"L13170","1","0","22","0","4","12","56","false"
"L13171","8","0","171","0","7","26","1464","false"
"L13172","1","0","10","0","2","4","219","false"
"L13173","5","0","91","0","5","11","219","false"
"L13174","1","0","13","0","2","4","219","false"
"L13175","7","0","145","1","7","31","219","true"
"L13176","1","0","24","3","6","10","219","false"
"L13177","1","0","156","4","7","19","219","false"
"L13178","1","0","14","0","4","5","219","false"
"L13179","1","0","28","0","5","12","1283","false"
"L13180","10","0","265","1","7","33","1283","false"
"L13181","1","0","15","0","3","3","219","false"
"L13182","7","0","71","0","2","2","2597","true"
"L13776","10","0","84","1","5","16","1464","false"
"L13777","8","0","92","3","3","16","1464","false"
"L13839","1","0","5","0","1","2","2597","false"
"L13840","16","0","102","0","6","19","2597","false"
"L13841","1","0","63","0","1","1","2597","false"
"L13842","1","0","4","0","1","1","2597","false"
"L13843","1","0","7","0","1","4","2597","false"
"L13967","1","0","39","2","6","15","1283","false"
"L13968","37","0","355","3","7","30","1283","false"
"L13969","1","0","25","1","2","3","2597","false"
"L13970","8","0","38","2","5","18","56","false"
"L14758","1","0","9","0","1","1","2597","false"
"L14759","1","0","10","0","1","1","2597","false"
"L14760","5","0","34","0","1","1","2597","false"
"L14761","1","0","7","0","1","1","2597","false"
"L15833","1","0","14","0","1","3","2597","false"
"L15848","1","0","24","0","3","6","2597","false"
"L15849","1","0","59","0","3","7","1283","false"
"L15850","1","0","4","0","1","1","2597","false"
"L15851","1","0","16","0","1","1","2597","false"
"L15953","1","0","15","0","1","1","2597","false"
"L15954","1","0","36","0","5","16","2597","false"
"L15955","70","0","451","9","7","69","2597","true"
"L15956","1","0","23","0","3","7","2597","false"
"L15957","31","0","192","0","8","25","2597","false"
"L18655","9","0","61","0","3","6","1283","true"
"L18656","1","0","4","0","1","3","2597","false"
"L18657","1","0","50","0","5","7","1464","false"
"L19316","73","0","751","13","7","101","592","true"
"L19317","2","0","48","0","5","12","592","false"
"L19829","1","0","28","0","4","8","1464","false"
"L19830","10","0","212","1","3","30","2597","false"
"L19831","1","0","81","0","4","12","1283","false"
"L19832","7","0","86","0","3","10","1283","true"
"L19833","1","0","19","0","3","3","1464","false"
"L19834","1","0","40","0","1","2","1283","false"
"L20142","2","0","23","1","3","7","592","false"
"L20143","1","0","10","0","3","5","1464","false"
"L20144","1","0","8","0","2","2","592","false"
"L20145","1","0","48","1","2","3","1464","true"
"L20146","52","0","323","3","6","39","592","true"
"L20147","2","0","92","0","3","7","1464","true"
"L20148","7","0","41","5","3","13","1283","false"
"L20149","15","0","277","1","4","32","592","false"
"L20150","11","0","97","1","3","7","1283","false"
"L20151","8","0","83","0","3","7","2597","false"
"L21115","1","0","34","0","1","3","343","false"
"L21116","1","0","34","0","3","5","2597","false"
"L21117","1","0","40","0","1","2","343","false"
"L21118","1","0","72","0","1","1","343","false"
"L21119","1","0","33","0","1","1","343","false"
"L21120","1","0","20","0","2","2","1283","false"
"L21121","1","0","26","0","1","1","343","false"
"L21122","1","0","19","0","1","1","343","false"
"L21278","6","0","38","0","1","1","1283","false"
"L21279","1","0","5","0","1","1","1283","false"
"L21280","2","0","24","0","3","3","2597","false"
"L21281","1","0","23","0","2","8","1283","false"
"L21353","1","0","28","0","1","1","343","false"
"L21354","46","0","170","0","2","2","2597","false"
"L21546","23","0","170","0","5","17","592","true"
"L21547","1","0","16","0","3","5","592","false"
"L21548","1","0","7","0","2","4","2597","false"
"L21549","4","0","30","0","1","1","2597","false"
"L21648","1","0","25","0","1","1","343","false"
"L21649","92","0","300","2","5","16","1464","false"
"L10737","47","0","228","5","4","11","2597","false"
"L10738","139","0","560","5","4","14","2597","false"
"L10739","7","0","40","0","2","3","219","true"
"L10740","204","0","734","5","5","33","592","false"
"L10741","111","0","446","6","4","15","2597","true"
"L10742","95","0","463","2","2","7","2597","true"
"L10743","1","0","24","0","4","7","219","false"
"L10744","1","0","41","0","4","6","219","false"
"L10745","166","0","635","6","4","15","2597","false"
"L10746","18","0","133","0","2","4","219","false"
"L10747","3","0","60","0","4","6","219","false"
"L14259","1","0","14","0","1","2","2597","false"
"L14260","30","0","173","1","1","3","2597","false"
"L14261","3","0","33","1","3","6","2597","false"
"L14262","1","0","6","0","1","4","2597","false"
"L14393","9","0","63","0","3","3","2597","true"
"L14809","14","0","113","0","2","3","2597","false"
"L14810","1","0","17","0","1","1","2597","false"
"L14811","1","0","25","0","1","1","2597","false"
"L15961","28","0","335","0","2","5","31","false"
"L16225","46","0","510","3","5","35","1464","true"
"L16226","151","0","972","10","8","128","592","true"
"L16227","1","0","8","0","2","3","1464","false"
"L16228","1","0","4","0","1","3","2597","false"
"L16229","44","0","252","2","5","25","2597","true"
"L16230","1","0","14","0","1","1","2597","false"
"L16231","1","0","12","0","3","7","2597","false"
"L16232","67","0","474","3","7","57","1464","true"
"L16233","1","0","23","0","5","13","2597","false"
"L16234","1","0","47","1","7","34","2597","false"
"L18388","30","0","88","3","2","6","1464","true"
"L18389","3","0","39","2","3","6","1283","false"
"L18390","1","0","14","2","3","7","1283","true"
"L18391","20","0","117","11","4","20","1464","true"
"L18392","3","0","34","0","1","3","1464","false"
"L18393","1","0","16","0","1","1","1464","false"
"L18394","1","0","22","0","1","5","1464","true"
"L18395","1","0","9","0","2","2","2597","false"
"L18396","1","0","24","0","1","2","1464","false"
"L18397","1","0","17","0","1","3","1464","false"
"L18398","3","0","49","0","1","5","1464","false"
"L18399","3","0","27","0","2","5","2597","false"
"L18400","9","0","54","0","2","6","1283","true"
"L18401","1","0","33","0","1","1","1464","false"
"L12203","1","0","108","0","2","4","219","false"
"L12204","1","0","46","0","2","4","219","false"
"L12205","1","0","32","0","2","4","219","false"
"L12206","1","0","31","0","4","5","219","false"
"L12207","1","0","26","0","2","4","219","false"
"L12208","1","0","31","0","2","4","219","false"
"L16709","1","0","9","0","1","4","2597","false"
"L16710","32","0","164","6","4","19","1283","true"
"L16711","1","0","38","0","1","3","2597","false"
"L16712","19","0","142","4","4","9","263","true"
"L16713","6","0","110","1","3","6","1464","true"
"L16714","4","0","72","2","3","8","1283","false"
"L16715","1","0","4","0","1","3","2597","false"
"L16716","1","0","22","0","1","3","2597","false"
"L16717","9","0","67","0","1","1","2597","true"
"L17386","7","0","57","0","1","1","2597","false"
"L17387","3","0","40","1","3","9","1464","true"
"L17388","112","0","423","11","5","36","592","true"
"L17389","3","0","32","1","1","4","2597","false"
"L17390","1","0","24","0","2","7","2597","true"
"L17391","1","0","35","2","1","5","2597","false"
"L17392","16","0","90","1","5","5","56","true"
"L17393","19","0","120","1","3","9","2597","true"
"L17394","21","0","160","3","4","10","2597","true"
"L17395","5","0","46","1","3","9","1464","false"
"L17396","62","0","365","2","3","18","1464","true"
"L14816","1","0","15","0","1","1","2597","false"
"L14817","7","0","91","0","3","4","592","false"
"L15144","22","0","137","0","2","2","592","false"
"L15145","22","0","132","0","2","3","2597","false"
"L15146","43","0","202","0","2","2","592","false"
"L15147","8","0","63","0","2","2","592","false"
"L15148","12","0","102","0","2","2","592","false"
"L15150","25","0","161","0","2","3","592","false"
"L15152","34","0","152","0","2","2","592","false"
"L15153","12","0","104","0","2","2","592","false"
"L15154","21","0","127","0","2","4","592","false"
"L14917","3","0","12","0","1","1","2597","false"
"L14919","3","0","12","0","1","1","2597","false"
"L16720","1","0","9","0","1","3","2597","false"
"L16721","3","0","14","0","1","3","2597","false"
"L16722","3","0","18","0","1","3","2597","false"
"L16723","1","0","4","0","1","3","2597","false"
"L16724","1","0","9","0","1","3","2597","false"
"L16725","1","0","9","0","1","3","2597","false"
"L16726","3","0","24","0","2","4","2597","false"
"L16727","4","0","17","0","1","3","2597","false"
"L16728","1","0","9","0","1","3","2597","false"
"L16729","2","0","12","0","3","7","1283","false"
"L17006","5","0","34","1","2","6","1464","false"
"L17007","3","0","26","0","1","4","2597","false"
"L17008","2","0","23","0","1","5","2597","false"
"L17009","3","0","28","0","2","7","2597","false"
"L17010","2","0","22","0","1","4","2597","false"
"L17011","2","0","22","0","1","5","2597","false"
"L17012","8","0","47","0","2","3","2597","false"
"L17013","1","0","11","0","1","3","2597","false"
"L17753","1","0","11","0","1","3","2597","false"
"L17754","1","0","55","0","2","4","2597","true"
"L17755","1","0","61","0","3","5","1464","false"
"L17756","1","0","50","0","1","2","2597","false"
"L22057","1","0","28","0","1","1","1464","false"
"L22073","1","0","5","0","1","1","592","false"
"L22074","1","0","6","0","2","3","592","false"
"L22075","2","0","46","0","3","7","592","true"
"L22076","7","0","92","0","3","5","263","false"
"L22086","1","0","81","0","4","9","2597","true"
"L22087","14","0","88","2","4","13","1283","false"
"L22159","1","0","10","0","1","1","2597","false"
"L22160","17","0","99","0","3","7","1283","false"
"L22764","1","0","4","0","1","1","2597","false"
"L22765","37","0","244","0","5","26","592","true"
"L22766","8","0","51","0","1","1","263","false"
"L22767","1","0","12","0","1","1","2597","false"
"L23492","1","0","9","0","2","5","1283","false"
"L24321","1","0","5","0","1","1","2597","false"
"L24322","2","0","20","0","2","3","343","false"
"L24512","6","0","42","0","2","3","1283","false"
"L24513","1","0","16","1","2","2","1464","false"
"L24514","1","0","5","0","2","3","1283","false"
"L24515","1","0","18","0","1","2","2597","false"
"L24516","3","0","26","1","3","8","1283","true"
"L24517","1","0","14","0","2","3","1464","false"
"L24518","6","0","36","0","2","7","423","false"
"L24596","33","0","185","0","4","4","1283","false"
"L26085","1","0","32","0","1","7","2597","false"
"L26086","1","0","25","0","1","4","2597","false"
"L26087","1","0","17","0","1","2","2597","false"
"L26088","1","0","17","0","1","2","2597","false"
"L26483","3","0","20","0","1","1","2597","false"
"L26484","4","0","16","0","1","1","2597","false"
"L26485","1","0","20","0","1","1","2597","false"
"L26486","1","0","26","0","1","1","2597","false"
"L26487","1","0","9","0","1","1","2597","false"
"L26677","1","0","8","0","2","4","2597","false"
"L26678","1","0","42","0","1","1","2597","false"
"L26679","3","0","26","0","2","3","592","false"
"L26680","7","0","33","0","3","5","2597","false"
"L26681","2","0","12","0","3","4","592","false"
"L26682","8","0","32","0","3","5","592","false"
"L26683","1","0","17","0","3","6","592","false"
"L26873","2","0","44","0","4","6","1464","false"
"L26874","1","0","19","0","3","5","1283","false"
"L26875","1","0","19","0","3","4","1283","false"
"L26876","1","0","5","0","3","5","2597","false"
"L26877","1","0","5","0","2","2","592","false"
"L26878","42","0","336","3","8","33","1283","true"
"L27230","4","0","36","0","1","1","2597","false"
"L27231","9","0","62","0","2","2","1283","true"
"L27232","11","0","31","0","1","1","2597","false"
"L27233","1","0","17","0","1","1","2597","false"
"L27334","1","0","18","0","5","10","2597","true"
"L27335","12","0","94","0","7","15","263","false"
"L27336","13","0","78","0","2","8","2597","false"
"L27337","29","0","143","0","4","15","2597","false"
"L27338","1","0","6","0","4","6","1464","false"
"L27435","1","0","37","0","5","24","2597","false"
"L27436","1","0","32","0","7","26","423","false"
"L27437","1","0","13","0","3","9","2597","false"
"L27438","1","0","25","0","7","36","1464","false"
"L27439","1","0","15","0","3","6","343","false"
"L27440","1","0","38","1","6","29","1283","false"
"L27441","1","0","15","0","1","6","2597","false"
"L27442","1","0","10","0","1","1","2597","false"
"L27443","1","0","11","0","3","6","343","false"
"L27444","1","0","15","0","3","6","343","false"
"L27445","1","0","15","0","7","17","592","false"
"L27446","1","0","12","0","4","6","1464","false"
"L27447","1","0","6","0","1","1","2597","false"
"L27448","1","0","12","0","3","5","343","false"
"L27449","1","0","4","0","3","4","343","false"
"L27450","1","0","4","0","1","2","2597","false"
"L27451","1","0","6","0","1","1","2597","false"
"L27452","1","0","11","0","4","7","1464","false"
"L27859","3","0","60","8","3","17","1464","true"
"L28061","9","0","32","0","3","8","592","false"
"L28062","1","0","10","0","1","2","2597","false"
"L28063","1","0","8","0","1","2","2597","false"
"L28224","9","0","51","0","3","4","1464","false"
"L28225","1","0","30","0","1","1","423","false"
"L28226","1","0","111","0","2","2","423","false"
"L28227","18","0","65","0","2","2","592","false"
"L28228","1","0","11","2","5","9","1464","false"
"L28229","5","0","30","0","2","2","2597","false"
"L28865","2","0","17","0","1","3","592","false"
"L29179","9","0","88","0","2","2","1283","true"
"L29180","9","0","64","0","2","2","1283","true"
"L29181","1","0","6","0","1","1","592","false"
"L29182","1","0","10","0","1","1","592","false"
"L29183","9","0","81","0","2","2","1283","true"
"L29184","9","0","117","0","2","2","1283","true"
"L29185","9","0","69","0","2","2","1283","true"
"L29186","10","0","97","2","1","3","592","false"
"L29187","1","0","4","0","2","3","2597","false"
"L29646","1","0","16","1","1","3","1464","false"
"L29647","8","0","37","0","2","5","1464","false"
"L29648","1","0","17","0","3","10","1283","false"
"L29649","8","0","54","0","1","6","1283","false"
"L29650","3","0","23","0","2","2","343","false"
"L29651","6","0","38","0","2","2","1464","false"
"L29652","1","0","12","0","3","3","1283","false"
"L29653","4","0","9","0","4","7","592","false"
"L29654","11","0","80","0","1","1","2597","false"
"L29655","9","0","59","0","2","2","1283","true"
"L29656","2","0","22","0","1","1","2597","false"
"L29657","1","0","17","0","4","8","1464","false"
"L29658","7","0","35","0","1","1","2597","false"
"L29659","21","0","265","0","4","5","592","false"
"L29660","1","0","11","0","2","2","1464","false"
"L29661","2","0","17","0","3","5","2597","false"
"L29662","1","0","19","0","1","3","2597","false"
"L29663","1","0","13","0","1","1","2597","false"
"L29664","3","0","36","0","1","2","2597","false"
"L29665","17","0","129","0","2","3","2597","false"
"L29666","5","0","50","0","1","1","2597","false"
"L29667","5","0","74","0","1","2","1283","false"
"L29668","6","0","44","2","3","13","1464","false"
"L29669","1","0","4","0","1","5","1283","false"
"L29670","2","0","17","0","3","5","1464","false"
"L29671","1","0","5","0","1","1","1283","false"
"L29672","7","0","66","0","1","1","2597","false"
"L29673","7","0","25","0","3","4","2597","false"
"L29674","9","0","57","0","2","2","1283","true"
"L31095","1","0","6","0","1","1","2597","false"
"L31096","1","0","8","0","1","1","2597","false"
"L31567","1","0","6","0","2","3","2597","false"
