"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of committers","Number of previous fixes","Number of previous modifications","Number of bugs"
"L2185","PreviousOrEmptyFeaturesAggregator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/initialy/PreviousOrEmptyFeaturesAggregator.java","L2180","5","0","21","0","0","0","1","1"
"L2293","IterationState.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/IterationState.java","L2292","2","0","24","0","0","0","1","0"
"L2294","IterationStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/IterationStep.java","L2292","3","0","33","0","0","0","1","0"
"L2512","CollectKnownItemsFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/known/CollectKnownItemsFn.java","L2511","2","0","22","327","1","0","2","0"
"L2513","CollectKnownItemsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/known/CollectKnownItemsStep.java","L2511","2","0","28","327","1","1","3","0"
"L2539","ALSLocalGenerationRunner.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ALSLocalGenerationRunner.java","L2538","10","0","88","327","1","1","6","0"
"L2540","ByLastModifiedComparator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ByLastModifiedComparator.java","L2538","3","0","21","0","0","0","1","0"
"L2541","ComputeMAP.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ComputeMAP.java","L2538","13","0","86","327","1","0","3","0"
"L2542","FactorMatrix.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/FactorMatrix.java","L2538","3","0","49","0","0","0","1","0"
"L2543","MakeItemSimilarity.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/MakeItemSimilarity.java","L2538","5","0","89","327","1","0","2","1"
"L2544","MakeRecommendations.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/MakeRecommendations.java","L2538","6","0","100","327","1","0","2","1"
"L2545","ReadInputs.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ReadInputs.java","L2538","18","0","109","327","2","0","4","0"
"L2546","ReadMapping.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ReadMapping.java","L2538","5","0","36","327","2","0","5","0"
"L2547","SplitTestTrain.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/SplitTestTrain.java","L2538","8","0","63","327","1","0","4","0"
"L2548","WriteOutputs.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/WriteOutputs.java","L2538","10","0","153","327","1","0","4","1"
"L2843","AbstractToVectorsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/AbstractToVectorsStep.java","L2842","2","0","30","327","1","1","3","0"
"L2844","CombineMappingsFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/CombineMappingsFn.java","L2842","1","0","11","327","1","0","2","0"
"L2845","DelimitedInputParseFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/DelimitedInputParseFn.java","L2842","3","0","24","0","0","0","1","0"
"L2846","ExistingMappingsMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ExistingMappingsMapFn.java","L2842","1","0","14","327","1","0","2","0"
"L2847","InboundJoinFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/InboundJoinFn.java","L2842","1","0","11","327","1","0","3","0"
"L2848","JoinBeforeMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/JoinBeforeMapFn.java","L2842","1","0","11","327","1","0","3","0"
"L2849","MappingParseFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MappingParseFn.java","L2842","3","0","22","0","0","0","1","0"
"L2850","MergeIDMappingStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MergeIDMappingStep.java","L2842","3","0","44","327","1","1","3","0"
"L2851","MergeNewOldStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MergeNewOldStep.java","L2842","4","0","67","327","1","1","5","0"
"L2852","MergeNewOldValuesFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MergeNewOldValuesFn.java","L2842","30","0","139","327","1","0","4","0"
"L2853","SplitTestFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/SplitTestFn.java","L2842","3","0","27","327","1","0","2","0"
"L2854","SplitTestStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/SplitTestStep.java","L2842","2","0","39","327","1","0","2","0"
"L2855","ToItemVectorsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ToItemVectorsStep.java","L2842","1","0","21","0","0","0","1","0"
"L2856","ToUserVectorsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ToUserVectorsStep.java","L2842","1","0","19","0","0","0","1","0"
"L2857","ToVectorReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ToVectorReduceFn.java","L2842","3","0","18","0","0","0","1","0"
"L2858","TransposeUserItemFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/TransposeUserItemFn.java","L2842","1","0","10","0","0","0","1","0"
"L3049","AbstractPopularStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/AbstractPopularStep.java","L3048","2","0","28","0","0","0","1","0"
"L3050","PopularItemStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularItemStep.java","L3048","1","0","14","0","0","0","1","0"
"L3051","PopularMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularMapFn.java","L3048","2","0","30","327","1","0","2","0"
"L3052","PopularReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularReduceFn.java","L3048","3","0","24","327","1","0","2","0"
"L3053","PopularUserStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularUserStep.java","L3048","1","0","14","0","0","0","1","0"
"L3112","PublishMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishMapFn.java","L3111","2","0","17","327","1","0","3","0"
"L3113","PublishStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishStep.java","L3111","3","0","33","0","0","0","1","0"
"L3114","PublishXStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishXStep.java","L3111","1","0","10","0","0","0","1","0"
"L3115","PublishYStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishYStep.java","L3111","1","0","10","0","0","0","1","0"
"L3152","CollectRecommendFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/CollectRecommendFn.java","L3151","3","0","40","327","1","0","2","0"
"L3153","CollectRecommendStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/CollectRecommendStep.java","L3151","2","0","34","327","1","1","3","0"
"L3154","DistributeRecommendWorkFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/DistributeRecommendWorkFn.java","L3151","2","0","25","0","0","0","1","0"
"L3155","DistributeRecommendWorkStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/DistributeRecommendWorkStep.java","L3151","2","0","50","327","1","1","3","0"
"L3156","KnownItemsFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/KnownItemsFn.java","L3151","2","0","26","327","1","0","2","0"
"L3157","RecommendIterator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/RecommendIterator.java","L3151","2","0","40","0","0","0","1","0"
"L3158","RecommendReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/RecommendReduceFn.java","L3151","4","0","50","0","0","0","1","0"
"L3159","RecommendStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/RecommendStep.java","L3151","2","0","45","327","1","1","3","0"
"L3270","DistributeSimilarWorkMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/DistributeSimilarWorkMapFn.java","L3269","2","0","23","0","0","0","1","0"
"L3271","DistributeSimilarWorkReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/DistributeSimilarWorkReduceFn.java","L3269","4","0","46","0","0","0","1","0"
"L3272","DistributeSimilarWorkStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/DistributeSimilarWorkStep.java","L3269","2","0","48","327","1","1","3","0"
"L3273","MostSimilarItemIterator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/MostSimilarItemIterator.java","L3269","3","0","47","0","0","0","1","0"
"L3274","SimilarReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/SimilarReduceFn.java","L3269","3","0","40","327","1","0","2","0"
"L3275","SimilarStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/SimilarStep.java","L3269","2","0","34","327","1","1","3","0"
"L3352","ALSTypes.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/types/ALSTypes.java","L3351","5","0","101","0","0","0","1","0"
"L3353","MatrixRow.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/types/MatrixRow.java","L3351","3","0","44","0","0","0","1","0"
"L2342","ComputeUserAPFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/ComputeUserAPFn.java","L2341","13","0","85","327","1","0","2","0"
"L2343","ConvergenceSampleFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/ConvergenceSampleFn.java","L2341","5","0","44","327","1","0","2","0"
"L2344","RowReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/RowReduceFn.java","L2341","12","0","99","0","0","0","1","0"
"L2345","RowStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/RowStep.java","L2341","14","0","116","327","1","1","5","1"
"L2346","YState.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/YState.java","L2341","10","0","84","0","0","0","1","0"
"L3433","MostPopularItemsIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/MostPopularItemsIterator.java","L3432","4","0","48","327","1","0","2","0"
"L3434","MostSimilarItemIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/MostSimilarItemIterator.java","L3432","10","0","80","327","1","0","2","0"
"L3435","RecommendedBecauseIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/RecommendedBecauseIterator.java","L3432","2","0","40","0","0","0","1","0"
"L3436","RecommendIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/RecommendIterator.java","L3432","8","0","74","327","1","0","2","0"
"L3437","ServerRecommender.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/ServerRecommender.java","L3432","86","0","804","327","1","1","5","1"
"L3440","RegexRescorer.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/example/RegexRescorer.java","L3439","1","0","26","327","1","0","3","0"
"L3441","RegexRescorerProvider.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/example/RegexRescorerProvider.java","L3439","3","0","40","327","1","0","3","0"
"L3492","ALSGenerationManager.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/generation/ALSGenerationManager.java","L3491","8","0","87","327","1","2","5","0"
"L3493","Generation.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/generation/Generation.java","L3491","5","0","101","327","1","0","2","0"
"L3494","GenerationLoader.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/generation/GenerationLoader.java","L3491","17","0","220","327","1","1","4","1"
"L3991","AbstractALSServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/AbstractALSServlet.java","L3990","8","0","83","327","1","1","6","0"
"L3992","ALSServingInitListener.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/ALSServingInitListener.java","L3990","7","0","78","327","1","1","3","0"
"L3993","BecauseServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/BecauseServlet.java","L3990","9","0","50","327","1","1","4","0"
"L3994","EstimateForAnonymousServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/EstimateForAnonymousServlet.java","L3990","6","0","46","327","2","1","6","0"
"L3995","EstimateServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/EstimateServlet.java","L3990","5","0","42","327","1","1","4","0"
"L3996","IngestServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/IngestServlet.java","L3990","16","0","72","327","1","1","2","0"
"L3997","MostPopularItemsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/MostPopularItemsServlet.java","L3990","4","0","24","327","1","0","3","0"
"L3998","PreferenceServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/PreferenceServlet.java","L3990","9","0","78","327","1","1","3","0"
"L3999","ReadyServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/ReadyServlet.java","L3990","2","0","19","0","0","0","1","0"
"L4000","RecommendServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RecommendServlet.java","L3990","9","0","52","327","1","1","5","0"
"L4001","RecommendToAnonymousServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RecommendToAnonymousServlet.java","L3990","12","0","75","327","1","0","5","0"
"L4002","RecommendToManyServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RecommendToManyServlet.java","L3990","8","0","51","327","1","1","5","0"
"L4003","RefreshServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RefreshServlet.java","L3990","1","0","11","0","0","0","1","0"
"L4004","SimilarityServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/SimilarityServlet.java","L3990","9","0","60","327","1","1","6","0"
"L4005","SimilarityToItemServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/SimilarityToItemServlet.java","L3990","7","0","49","327","1","1","4","0"
"L4362","ClassUtils.java","common/src/main/java/com/cloudera/oryx/common/ClassUtils.java","L4361","8","0","75","0","0","0","1","0"
"L4363","LangUtils.java","common/src/main/java/com/cloudera/oryx/common/LangUtils.java","L4361","1","0","22","0","0","0","1","0"
"L4364","ReloadingReference.java","common/src/main/java/com/cloudera/oryx/common/ReloadingReference.java","L4361","12","0","88","0","0","0","1","0"
"L4686","AbstractRealVectorPreservingVisitor.java","common/src/main/java/com/cloudera/oryx/common/math/AbstractRealVectorPreservingVisitor.java","L4685","1","0","11","0","0","0","1","0"
"L4687","CommonsMathLinearSystemSolver.java","common/src/main/java/com/cloudera/oryx/common/math/CommonsMathLinearSystemSolver.java","L4685","3","0","33","327","1","1","2","1"
"L4688","CommonsMathSolver.java","common/src/main/java/com/cloudera/oryx/common/math/CommonsMathSolver.java","L4685","4","0","31","0","0","0","1","0"
"L4689","IllConditionedSolverException.java","common/src/main/java/com/cloudera/oryx/common/math/IllConditionedSolverException.java","L4685","1","0","8","0","0","0","1","0"
"L4690","InverseBasedSolver.java","common/src/main/java/com/cloudera/oryx/common/math/InverseBasedSolver.java","L4685","3","0","25","0","0","0","1","0"
"L4691","LinearSystemSolver.java","common/src/main/java/com/cloudera/oryx/common/math/LinearSystemSolver.java","L4685","1","0","7","0","0","0","1","0"
"L4692","MatrixUtils.java","common/src/main/java/com/cloudera/oryx/common/math/MatrixUtils.java","L4685","11","0","83","0","0","0","1","0"
"L4693","NamedRealVector.java","common/src/main/java/com/cloudera/oryx/common/math/NamedRealVector.java","L4685","7","0","85","0","0","0","1","0"
"L4694","OpenMapRealVector.java","common/src/main/java/com/cloudera/oryx/common/math/OpenMapRealVector.java","L4685","69","0","566","0","0","0","1","0"
"L4695","QRDecomposition.java","common/src/main/java/com/cloudera/oryx/common/math/QRDecomposition.java","L4685","44","0","252","327","1","1","1","0"
"L4696","RRQRDecomposition.java","common/src/main/java/com/cloudera/oryx/common/math/RRQRDecomposition.java","L4685","11","0","100","327","1","1","2","0"
"L4697","SimpleVectorMath.java","common/src/main/java/com/cloudera/oryx/common/math/SimpleVectorMath.java","L4685","4","0","26","0","0","0","1","0"
"L4698","SingularMatrixSolverException.java","common/src/main/java/com/cloudera/oryx/common/math/SingularMatrixSolverException.java","L4685","1","0","15","0","0","0","1","0"
"L4699","Solver.java","common/src/main/java/com/cloudera/oryx/common/math/Solver.java","L4685","1","0","5","0","0","0","1","0"
"L4700","SolverException.java","common/src/main/java/com/cloudera/oryx/common/math/SolverException.java","L4685","1","0","11","0","0","0","1","0"
"L4701","SparseRealVector.java","common/src/main/java/com/cloudera/oryx/common/math/SparseRealVector.java","L4685","3","0","61","0","0","0","1","0"
"L4702","Vectors.java","common/src/main/java/com/cloudera/oryx/common/math/Vectors.java","L4685","2","0","22","0","0","0","1","0"
"L5440","DoubleWeightedMean.java","common/src/main/java/com/cloudera/oryx/common/stats/DoubleWeightedMean.java","L5439","5","0","72","327","1","0","2","0"
"L5441","IntegerWeightedMean.java","common/src/main/java/com/cloudera/oryx/common/stats/IntegerWeightedMean.java","L5439","5","0","79","0","0","0","1","0"
"L5442","JVMEnvironment.java","common/src/main/java/com/cloudera/oryx/common/stats/JVMEnvironment.java","L5439","4","0","40","0","0","0","1","0"
"L5443","RunningStatistics.java","common/src/main/java/com/cloudera/oryx/common/stats/RunningStatistics.java","L5439","1","0","32","0","0","0","1","0"
"L5444","RunningStatisticsPerTime.java","common/src/main/java/com/cloudera/oryx/common/stats/RunningStatisticsPerTime.java","L5439","16","0","84","0","0","0","1","0"
"L5445","UpdatableVariance.java","common/src/main/java/com/cloudera/oryx/common/stats/UpdatableVariance.java","L5439","4","0","42","0","0","0","1","0"
"L5826","BitSet.java","common/src/main/java/com/cloudera/oryx/common/collection/BitSet.java","L5825","11","0","82","327","1","0","2","1"
"L5827","LongFloatMap.java","common/src/main/java/com/cloudera/oryx/common/collection/LongFloatMap.java","L5825","58","0","386","0","0","0","1","0"
"L5828","LongObjectMap.java","common/src/main/java/com/cloudera/oryx/common/collection/LongObjectMap.java","L5825","63","0","475","0","0","0","1","0"
"L5829","LongSet.java","common/src/main/java/com/cloudera/oryx/common/collection/LongSet.java","L5825","66","0","293","0","0","0","1","0"
"L5830","SamplingLongPrimitiveIterator.java","common/src/main/java/com/cloudera/oryx/common/collection/SamplingLongPrimitiveIterator.java","L5825","7","0","65","0","0","0","1","0"
"L6497","DelimitedDataUtils.java","common/src/main/java/com/cloudera/oryx/common/io/DelimitedDataUtils.java","L6496","23","0","112","327","1","0","3","0"
"L6498","IOUtils.java","common/src/main/java/com/cloudera/oryx/common/io/IOUtils.java","L6496","16","0","118","327","1","0","2","0"
"L6662","AbstractLongPrimitiveIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/AbstractLongPrimitiveIterator.java","L6661","1","0","7","0","0","0","1","0"
"L6663","ArrayIterable.java","common/src/main/java/com/cloudera/oryx/common/iterator/ArrayIterable.java","L6661","1","0","21","0","0","0","1","0"
"L6664","ArrayIterator.java","common/src/main/java/com/cloudera/oryx/common/iterator/ArrayIterator.java","L6661","2","0","37","0","0","0","1","0"
"L6665","FileLineIterable.java","common/src/main/java/com/cloudera/oryx/common/iterator/FileLineIterable.java","L6661","1","0","19","0","0","0","1","0"
