@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L16993","1","0","52","575","5","0","5","false"
"L16994","1","0","5","2899","1","0","1","false"
"L16995","1","0","34","575","10","0","5","false"
"L16996","18","0","269","2899","36","0","7","false"
"L16997","1","0","7","2053","5","0","2","false"
"L18538","13","0","167","831","7","0","3","false"
"L18539","3","0","46","831","5","0","3","false"
"L18540","7","0","62","831","7","0","3","false"
"L18541","1","0","38","831","4","0","3","false"
"L18542","3","0","49","831","5","0","3","false"
"L18543","1","0","15","831","6","0","3","false"
"L18544","3","0","41","831","5","0","3","false"
"L18545","3","0","32","831","5","0","3","false"
"L18546","4","0","61","831","5","0","3","false"
"L18547","40","0","280","2899","103","0","7","false"
"L18548","3","0","43","831","4","0","3","false"
"L18549","1","0","239","831","35","0","5","false"
"L18550","1","0","42","831","12","0","6","false"
"L18551","1","0","32","831","9","0","5","false"
"L18552","1","0","22","831","3","0","3","false"
"L18553","8","0","64","2899","8","0","3","false"
"L18554","7","0","71","831","20","0","6","false"
"L18555","1","0","152","753","32","0","6","false"
"L18556","1","0","32","831","6","0","3","false"
"L18557","3","0","50","831","5","0","3","false"
"L18558","3","0","35","831","3","0","3","false"
"L18559","10","0","91","831","159","2","7","false"
"L18560","1","0","18","831","5","0","3","false"
"L18561","1","0","31","831","3","0","3","false"
"L18562","7","0","60","2899","5","0","3","false"
"L24490","55","0","272","1733","20","1","8","false"
"L24491","2","0","92","2899","22","0","6","false"
"L24492","5","0","35","2899","21","0","7","false"
"L24493","3","0","75","831","8","0","3","false"
"L24494","40","0","502","831","141","1","9","false"
"L24495","1","0","4","1733","9","0","4","false"
"L24496","10","0","55","1733","5","0","4","false"
"L24497","57","0","345","2899","122","5","8","false"
"L24498","1","0","46","753","10","0","4","false"
"L24499","1","0","49","2899","8","0","2","false"
"L24500","2","0","59","2899","38","0","8","false"
"L24501","3","0","32","2899","21","0","7","false"
"L24502","1","0","37","753","9","0","3","false"
"L24503","9","0","56","2899","18","0","7","false"
"L24504","1","0","4","753","2","0","2","false"
"L24505","4","0","24","2899","21","0","7","false"
"L24506","1","0","45","753","6","0","4","false"
"L24507","1","0","38","2899","8","0","2","false"
"L24508","1","0","37","2899","11","0","6","false"
"L24509","1","0","8","831","5","0","3","false"
"L24510","1","0","43","2899","10","0","4","false"
"L24511","2","0","56","753","10","0","4","false"
"L24512","1","0","43","831","4","0","2","false"
"L24513","47","0","335","2899","127","0","9","false"
"L24514","1","0","34","2899","12","0","6","false"
"L24515","1","0","80","753","28","0","8","false"
"L24516","2","0","32","753","19","0","6","false"
"L24517","1","0","34","2899","6","0","3","false"
"L24518","4","0","82","2899","23","0","7","false"
"L24519","2","0","112","2899","35","0","7","false"
"L24520","1","0","89","753","22","1","7","false"
"L24521","4","0","138","2899","37","0","9","false"
"L24522","1","0","1","2899","1","0","1","false"
"L24523","1","0","55","2899","13","0","4","false"
"L24524","1","0","36","2899","1","0","1","false"
"L24525","5","0","91","753","20","0","6","false"
"L24526","1","0","46","753","11","0","4","false"
"L24527","4","0","112","1733","63","1","7","false"
"L24528","1","0","72","831","23","0","5","false"
"L24529","1","0","80","753","10","0","4","false"
"L24530","3","0","67","2899","20","0","7","false"
"L24531","9","0","197","2899","33","0","7","true"
"L24532","2","0","60","2899","12","0","4","true"
"L24533","1","0","65","831","15","0","6","false"
"L24534","2","0","47","2899","5","0","4","false"
"L24535","1","0","8","831","5","0","3","false"
"L24536","2","0","57","1733","10","0","4","false"
"L24537","2","0","55","1733","9","0","5","false"
"L24538","1","0","62","2899","14","0","6","false"
"L24539","5","0","71","753","34","0","7","false"
"L24540","8","0","72","2899","31","0","7","false"
"L24541","3","0","32","2899","21","0","7","false"
"L24542","2","0","37","753","14","0","4","false"
"L24543","1","0","26","753","12","0","6","false"
"L24544","2","0","63","753","14","0","4","false"
"L24545","282","0","1100","753","254","5","10","true"
"L27285","1","0","15","2899","5","0","3","false"
"L27286","1","0","10","2899","5","0","3","false"
"L27287","1","0","9","2899","11","0","4","false"
"L27288","1","0","7","831","8","0","5","false"
"L27289","1","0","6","2899","5","0","3","false"
"L27290","1","0","7","2899","5","0","3","false"
"L27291","1","0","9","2899","3","0","2","false"
"L27292","1","0","9","831","21","0","7","false"
"L27293","1","0","9","831","25","3","7","false"
"L27294","1","0","35","2053","15","0","4","false"
"L27295","1","0","6","2899","6","0","3","false"
"L27296","1","0","9","2899","6","0","2","false"
"L27297","1","0","11","831","4","0","3","false"
"L27298","1","0","54","2899","31","0","7","false"
"L27299","3","0","22","831","7","0","3","false"
"L27300","1","0","8","1118","8","0","1","false"
"L27301","1","0","13","2899","15","0","6","false"
"L27302","1","0","5","2899","10","0","4","false"
"L27303","1","0","27","831","80","1","8","false"
"L27304","1","0","15","2899","2","0","1","false"
"L27305","1","0","44","831","112","0","8","false"
"L27306","1","0","4","831","8","0","5","false"
"L27307","1","0","6","2899","4","0","3","false"
"L27308","1","0","13","831","18","0","6","false"
"L27309","1","0","7","2899","21","0","6","false"
"L27310","1","0","13","2899","4","0","3","false"
"L27311","1","0","8","831","27","0","7","false"
"L27312","1","0","5","1733","14","0","5","false"
"L27313","1","0","28","2899","16","0","7","false"
"L27314","1","0","4","2899","9","0","4","false"
"L27315","1","0","20","831","37","0","6","false"
"L27316","1","0","65","21","135","0","8","false"
"L27317","1","0","21","2053","8","0","3","false"
"L27318","1","0","4","2053","8","0","3","false"
"L27319","1","0","34","2899","21","1","5","true"
"L27320","1","0","17","831","22","0","7","false"
"L27321","1","0","4","2899","11","0","5","false"
"L27322","1","0","33","831","10","0","5","false"
"L27323","3","0","20","831","3","0","2","false"
"L27324","1","0","6","1118","6","0","1","false"
"L27325","1","0","9","2899","21","0","6","false"
"L27326","5","0","34","831","21","0","6","false"
"L27327","1","0","5","831","5","0","3","false"
"L27328","1","0","8","831","13","0","6","false"
"L27329","1","0","4","2899","13","0","6","false"
"L27330","1","0","9","1118","9","0","1","false"
"L27331","1","0","6","1118","3","0","1","false"
"L27332","1","0","9","1733","14","0","5","false"
"L27333","5","0","37","831","1","0","1","false"
"L27334","1","0","5","753","5","0","4","false"
"L27335","1","0","8","831","26","0","5","false"
"L27336","1","0","29","831","26","0","6","false"
"L27337","2","0","34","1733","16","0","5","false"
"L27338","1","0","6","1733","11","0","4","false"
"L27339","1","0","22","831","8","0","6","false"
"L27340","1","0","5","1118","8","0","2","false"
"L27341","4","0","79","831","10","0","5","false"
"L27342","1","0","7","2899","6","0","4","false"
"L27343","1","0","6","2899","7","0","4","false"
"L27344","1","0","35","831","42","0","6","false"
"L27345","1","0","11","575","8","0","3","false"
"L27346","1","0","17","575","6","0","2","false"
"L27347","1","0","1","2899","1","0","1","false"
"L27348","1","0","5","2899","5","0","3","false"
"L27349","1","0","4","2053","7","0","4","false"
"L27350","6","0","55","1733","10","0","5","false"
"L27351","1","0","4","2053","2","0","2","false"
"L27352","1","0","9","2899","18","0","6","false"
"L27353","1","0","13","2899","9","0","6","false"
"L27354","1","0","5","831","3","0","3","false"
"L27355","1","0","8","2899","8","0","3","false"
"L27356","1","0","7","831","8","0","5","false"
"L27357","1","0","23","2053","28","0","5","false"
"L27358","1","0","11","2899","12","0","5","false"
"L27359","1","0","12","1733","19","0","5","false"
"L27360","1","0","7","831","8","0","5","false"
"L28875","31","0","511","1733","28","1","7","false"
"L28876","13","0","92","1118","9","0","2","false"
"L28877","3","0","38","575","8","0","6","false"
"L28878","1","0","35","1118","4","0","1","false"
"L28879","1","0","4","575","1","0","1","false"
"L28880","29","0","244","2899","29","1","7","false"
"L28881","19","0","135","1118","9","0","3","false"
"L28882","22","0","179","831","102","0","8","false"
"L28883","19","0","118","831","10","0","5","false"
"L28884","7","0","73","1733","13","0","5","false"
"L28885","1","0","7","1118","4","0","2","false"
"L28886","210","0","1078","21","106","1","8","false"
"L29990","2","0","60","2899","14","1","5","true"
"L29991","1","0","16","753","26","0","6","false"
"L29992","7","0","72","753","5","0","4","false"
"L29993","1","0","38","753","4","0","4","false"
"L29994","10","0","132","831","62","0","7","true"
"L29995","2","0","16","753","4","0","3","false"
"L29996","8","0","72","2899","9","0","5","false"
"L29997","7","0","41","753","10","0","4","false"
"L29998","1","0","15","575","5","0","4","false"
"L29999","29","0","308","831","61","0","6","false"
"L30000","2","0","25","753","29","0","6","false"
"L30001","2","0","51","1733","20","0","6","false"
"L30002","1","0","22","1733","4","0","4","false"
"L30990","1","0","9","1118","8","0","4","false"
"L30991","64","0","320","2899","37","0","8","true"
"L30992","1","0","17","575","10","0","5","false"
"L30993","7","0","72","753","17","0","6","false"
"L30994","5","0","241","1733","85","10","7","true"
"L30995","19","0","132","831","86","0","10","true"
"L30996","19","0","238","831","161","0","8","false"
"L30997","4","0","133","831","64","0","7","false"
"L30998","4","0","26","753","8","0","6","false"
"L30999","2","0","68","2899","18","0","5","false"
"L31000","14","0","148","831","24","0","5","true"
"L31001","61","0","502","831","169","6","8","true"
"L31002","1","0","9","575","13","0","5","false"
"L31003","1","0","15","753","7","0","4","false"
"L31004","4","0","24","753","18","0","4","false"
"L31005","19","0","99","753","5","0","2","false"
"L31006","1","0","19","2899","8","0","3","false"
"L32222","1","0","64","2899","12","2","5","false"
"L32223","1","0","21","2899","4","0","2","false"
"L32224","1","0","34","2899","6","0","2","false"
"L32225","1","0","29","2899","16","2","6","false"
"L32226","1","0","31","2899","5","0","2","false"
"L32227","1","0","43","2899","3","0","2","false"
"L32228","23","0","154","2899","10","2","5","false"
"L32229","4","0","197","2899","17","2","5","false"
"L32230","2","0","49","2899","23","2","6","false"
"L32231","2","0","25","2899","19","2","8","false"
"L32232","1","0","8","575","4","0","3","false"
"L32233","1","0","7","575","4","0","3","false"
"L32234","1","0","56","2899","5","0","2","false"
"L32235","44","0","209","1733","80","2","9","false"
"L32236","10","0","246","1733","35","2","8","false"
"L32237","1","0","131","2899","17","2","7","false"
"L32238","2","0","28","2899","5","0","2","false"
"L32239","1","0","46","2899","5","0","2","false"
"L32240","1","0","1","2899","1","0","1","false"
"L32241","1","0","32","2899","4","0","2","false"
"L32242","1","0","21","2899","4","0","2","false"
"L32243","2","0","114","2899","29","2","8","false"
"L32244","1","0","37","2899","11","2","5","false"
"L32245","2","0","54","2899","25","2","7","false"
"L32246","2","0","55","2899","26","2","8","false"
"L33147","1","0","37","2053","7","0","2","false"
"L33148","1","0","20","2899","8","0","3","false"
"L33149","19","0","87","2899","12","0","3","false"
"L33150","1","0","21","753","4","0","3","false"
"L33151","14","0","56","753","21","0","7","false"
"L33152","1","0","4","1118","1","0","1","false"
"L33153","1","0","18","1733","7","0","4","false"
"L33154","1","0","8","575","6","0","4","false"
"L33155","17","0","163","2899","37","0","7","true"
"L33156","1","0","4","1118","1","0","1","false"
"L33157","1","0","45","2899","7","0","3","false"
"L33158","16","0","74","2899","13","0","5","false"
"L33159","1","0","35","2899","11","0","3","false"
"L33160","1","0","23","2899","1","0","1","false"
"L33161","3","0","67","1733","8","0","5","false"
"L33162","16","0","124","753","11","0","5","false"
"L33163","2","0","11","2899","1","0","1","false"
"L33737","22","0","165","2899","31","0","6","false"
"L33738","1","0","43","831","3","0","2","false"
"L33739","4","0","55","2899","1","0","1","false"
"L33740","1","0","51","831","3","0","2","false"
"L33741","5","0","67","791","8","0","6","false"
"L33742","76","0","500","753","85","6","8","true"
"L33743","1","0","48","753","8","0","3","false"
"L33744","1","0","23","2899","1","0","1","false"
"L33745","2","0","14","831","3","0","2","false"
"L33746","26","0","140","2899","21","0","6","false"
"L33747","10","0","88","1733","4","0","2","false"
"L35124","2","0","25","1733","7","0","5","false"
"L35125","7","0","51","1733","4","0","3","false"
"L35126","121","0","837","21","104","13","7","true"
"L35127","1","0","6","575","9","0","4","false"
"L35128","2","0","33","575","16","0","6","false"
"L35129","1","0","7","753","14","0","6","false"
"L35130","1","0","70","1733","7","0","5","false"
"L35131","6","0","53","831","24","0","6","false"
"L35132","3","0","10","1733","7","0","5","false"
"L35133","1","0","8","1733","7","0","5","false"
"L35134","25","0","235","753","129","2","8","true"
"L35135","1","0","90","753","15","1","4","false"
"L35136","3","0","52","791","16","0","5","false"
"L35137","1","0","17","753","7","0","3","false"
"L35138","1","0","10","753","18","0","6","false"
"L35139","1","0","11","753","12","0","6","false"
"L35140","1","0","41","753","5","0","4","false"
"L35141","3","0","44","1733","9","0","4","false"
"L35142","1","0","6","753","3","0","3","false"
"L35143","3","0","246","831","39","0","6","true"
"L35144","10","0","25","575","2","0","2","false"
"L35145","160","0","883","831","398","22","9","true"
"L35146","3","0","26","753","20","0","5","false"
"L35147","10","0","59","831","22","0","6","false"
"L35148","18","0","94","831","9","0","4","false"
"L35149","10","0","59","831","25","0","6","false"
"L35150","3","0","44","1733","8","0","4","false"
"L35151","29","0","210","21","71","2","8","true"
"L35152","3","0","30","753","6","0","4","false"
"L35153","3","0","43","21","84","7","8","true"
"L35154","3","0","32","575","18","0","6","false"
"L35155","9","0","57","575","8","0","4","false"
"L35156","1","0","59","21","120","3","8","true"
"L35157","8","0","125","753","23","0","5","false"
"L35158","1","0","18","1733","10","0","5","false"
"L35159","1","0","7","753","11","0","4","false"
"L35160","1","0","11","753","11","0","5","false"
"L43035","1","0","9","753","17","0","5","false"
"L43036","1","0","5","575","7","0","4","false"
"L43037","1","0","26","1733","33","0","6","false"
"L43038","1","0","3","575","4","0","3","false"
"L43039","1","0","14","1733","12","0","5","false"
"L43040","1","0","6","575","13","0","5","false"
"L43041","1","0","15","2899","33","0","6","true"
"L43042","1","0","1","2899","1","0","1","false"
"L43043","9","0","112","575","11","0","5","false"
"L43450","24","0","180","831","7","0","4","true"
"L43451","1","0","184","2899","8","1","3","false"
"L43452","1","0","55","831","3","0","3","false"
"L43453","1","0","35","831","3","0","3","false"
"L43454","7","0","60","831","9","0","4","true"
"L43455","4","0","47","831","8","0","4","false"
"L43456","1","0","146","753","7","0","4","true"
"L43457","26","0","185","831","5","0","3","false"
"L43458","4","0","48","831","3","0","3","false"
"L43459","34","0","261","753","16","0","5","true"
"L43460","3","0","36","2899","2","0","2","true"
"L43461","14","0","199","1733","5","0","2","true"
"L46093","17","0","122","2899","7","0","3","false"
"L46094","12","0","68","2899","31","0","6","false"
"L46095","16","0","131","831","44","0","7","true"
"L46096","1","0","17","2899","6","0","3","false"
"L46097","1","0","19","21","21","6","7","false"
"L46098","16","0","134","1733","32","0","8","false"
"L46099","12","0","66","575","14","0","5","true"
"L46100","2","0","30","2899","8","0","3","false"
"L46101","1","0","16","2899","62","1","7","false"
"L46102","1","0","5","575","9","0","5","false"
"L46103","1","0","18","1733","121","6","8","false"
"L46104","4","0","58","2899","19","1","5","false"
"L46105","1","0","25","2053","8","0","3","false"
"L46106","1","0","61","1733","12","0","4","false"
"L46107","8","0","280","831","13","4","4","false"
"L46108","3","0","13","1733","3","0","2","false"
"L46109","1","0","10","1733","3","0","2","false"
"L46110","1","0","53","2899","47","0","6","false"
"L46111","22","0","168","791","67","2","10","true"
"L46112","1","0","6","1733","8","1","5","false"
"L46113","16","0","190","2899","110","0","7","false"
"L46114","1","0","15","2899","23","0","5","false"
"L46115","1","0","15","2899","21","0","5","false"
"L46116","3","0","14","1733","3","0","2","false"
"L46117","15","0","110","1733","121","0","7","false"
"L46118","1","0","7","831","6","0","3","false"
"L46119","17","0","96","1733","69","1","7","false"
"L46120","1","0","4","1733","6","0","3","false"
"L46121","21","0","118","1733","27","0","6","false"
"L46122","1","0","25","1733","10","0","4","false"
"L46123","12","0","58","2899","7","0","3","false"
"L46124","1","0","10","753","5","0","3","false"
"L46125","22","0","141","1733","55","5","7","false"
"L46126","1","0","8","1733","8","1","5","false"
"L46127","16","0","115","1733","37","0","6","true"
"L46128","12","0","95","1733","26","0","5","true"
"L46129","1","0","5","753","4","0","3","false"
"L46130","1","0","5","2899","5","0","2","false"
"L46131","1","0","6","753","7","0","4","false"
"L46132","1","0","5","1733","12","0","4","false"
"L46133","17","0","154","2899","36","0","7","false"
"L46134","60","0","434","1733","63","1","8","true"
"L46135","1","0","53","753","3","0","2","false"
"L46136","36","0","132","2899","9","0","4","false"
"L46137","20","0","133","1733","75","1","8","false"
"L52383","5","0","33","831","7","0","3","true"
"L52384","1","0","53","831","7","0","3","false"
"L52385","2","0","56","831","7","0","3","false"
"L52386","21","0","130","831","7","0","3","true"
"L52625","5","0","23","1733","6","0","4","false"
"L52626","3","0","56","2899","31","0","6","false"
"L52627","2","0","69","2899","14","0","5","false"
"L52628","6","0","36","1733","7","0","4","false"
"L52629","4","0","63","831","3","0","2","false"
"L52630","6","0","59","2899","48","0","7","false"
"L52631","1","0","21","2899","1","0","1","false"
"L52632","3","0","20","1733","6","0","4","false"
"L52633","1","0","12","575","3","0","3","false"
"L52635","1","0","5","2899","1","0","1","false"
"L52636","2","0","18","1733","3","0","2","false"
"L52637","18","0","121","2899","25","0","5","false"
"L52638","11","0","143","753","65","0","7","false"
"L52639","21","0","137","2899","79","0","7","true"
"L52640","3","0","28","2053","8","0","4","false"
"L52641","27","0","131","831","3","0","2","false"
"L52642","1","0","4","753","4","0","3","false"
"L52643","1","0","18","1733","5","0","3","false"
"L52644","1","0","35","753","4","0","3","false"
"L52645","22","0","169","753","16","0","5","false"
"L52646","4","0","36","2053","11","0","4","false"
"L52647","1","0","22","753","65","0","6","false"
"L52648","209","0","1185","2899","142","1","8","false"
"L52649","6","0","80","2899","24","0","6","false"
"L52650","1","0","6","753","12","0","4","false"
"L52651","115","0","573","2899","36","0","6","false"
"L52652","2","0","47","2899","26","0","5","false"
"L52653","1","0","12","2053","7","0","3","false"
"L52654","5","0","23","2899","6","0","4","false"
"L52655","7","0","95","2899","41","0","7","false"
"L52656","7","0","110","753","30","0","5","false"
"L52658","2","0","14","1733","4","0","4","false"
"L52659","3","0","69","753","19","1","5","false"
"L54472","2","0","60","831","24","2","6","false"
"L54473","1","0","8","1733","16","0","3","false"
"L54474","1","0","1","2899","1","0","1","false"
"L54475","32","0","147","429","26","3","8","false"
"L54476","1","0","6","753","12","0","6","false"
"L54477","10","0","85","2899","27","1","5","false"
"L54478","75","0","612","831","116","11","13","false"
"L54479","1","0","5","2899","2","0","1","false"
"L54480","1","0","15","2899","1","1","1","false"
"L54481","36","0","220","2899","39","1","10","false"
"L56376","3","0","44","2899","30","0","6","false"
"L56377","6","0","70","2899","56","0","6","false"
"L56378","2","0","17","2053","5","1","3","false"
"L56379","3","0","38","2899","24","0","5","false"
"L56380","2","0","40","2899","49","0","6","false"
"L56381","3","0","38","2899","17","0","6","false"
"L56382","5","0","69","2899","40","0","6","false"
"L56383","3","0","41","2899","38","0","6","false"
"L56384","5","0","48","2899","15","0","6","false"
"L56385","2","0","56","831","58","0","6","false"
"L56386","1","0","18","2899","30","0","6","false"
"L56387","1","0","39","2899","37","0","6","false"
"L56388","4","0","75","1733","81","0","6","false"
