"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of committers","Number of bugs"
"L800","DefaultSocketFactory.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/DefaultSocketFactory.java","L795","1","0","8","1733","6","0","4","0"
"L801","DummyClientConnectionManager.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/DummyClientConnectionManager.java","L795","2","0","23","831","13","0","6","1"
"L802","HeartBeatChecker.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/HeartBeatChecker.java","L795","4","0","46","2899","18","0","6","0"
"L803","Router.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/Router.java","L795","2","0","14","2053","11","0","5","0"
"L804","SmartClientConnectionManager.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/SmartClientConnectionManager.java","L795","25","0","208","831","45","1","7","2"
"L805","SocketFactory.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/SocketFactory.java","L795","1","0","6","1733","6","0","4","0"
"L806","SSLSocketFactory.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/SSLSocketFactory.java","L795","7","0","45","1733","12","0","4","0"
"L2044","ClientNearCache.java","hazelcast-client/src/main/java/com/hazelcast/client/nearcache/ClientNearCache.java","L2043","27","0","169","831","21","0","5","2"
"L2229","AbstractClientCollectionProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/AbstractClientCollectionProxy.java","L2228","10","0","149","753","9","0","4","1"
"L2230","ClientAtomicLongProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientAtomicLongProxy.java","L2228","3","0","65","753","15","0","6","1"
"L2231","ClientClusterProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientClusterProxy.java","L2228","2","0","37","2053","5","0","3","0"
"L2232","ClientCountDownLatchProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientCountDownLatchProxy.java","L2228","4","0","53","753","17","0","6","1"
"L2233","ClientExecutorServiceProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientExecutorServiceProxy.java","L2228","31","0","369","753","25","5","6","4"
"L2234","ClientIdGeneratorProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientIdGeneratorProxy.java","L2228","5","0","53","831","11","0","5","1"
"L2235","ClientListProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientListProxy.java","L2228","3","0","74","831","20","0","5","1"
"L2236","ClientLockProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientLockProxy.java","L2228","5","0","95","753","23","4","6","2"
"L2237","ClientMapProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientMapProxy.java","L2228","31","0","492","831","63","2","7","5"
"L2238","ClientMultiMapProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientMultiMapProxy.java","L2228","16","0","238","753","26","0","6","2"
"L2239","ClientQueueProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientQueueProxy.java","L2228","14","0","207","753","25","0","5","4"
"L2240","ClientSemaphoreProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientSemaphoreProxy.java","L2228","5","0","92","753","16","0","6","1"
"L2241","ClientSetProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientSetProxy.java","L2228","1","0","7","831","20","0","5","1"
"L2242","ClientTopicProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/ClientTopicProxy.java","L2228","3","0","59","753","15","0","6","1"
"L2243","PartitionServiceProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/proxy/PartitionServiceProxy.java","L2228","2","0","42","2053","19","0","6","0"
"L4450","ClientClusterService.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ClientClusterService.java","L4449","1","0","12","2053","9","0","3","0"
"L4451","ClientContext.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ClientContext.java","L4449","1","0","44","831","14","0","5","0"
"L4452","ClientExecutionService.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ClientExecutionService.java","L4449","1","0","13","2053","8","0","3","0"
"L4453","ClientInvocationService.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ClientInvocationService.java","L4449","1","0","10","2053","10","0","4","0"
"L4454","ClientPartitionService.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ClientPartitionService.java","L4449","1","0","11","2053","8","0","3","0"
"L4455","ClientProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ClientProxy.java","L4449","4","0","70","753","30","0","5","8"
"L4456","ClientProxyFactory.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ClientProxyFactory.java","L4449","1","0","4","831","11","0","4","0"
"L4457","EventHandler.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/EventHandler.java","L4449","1","0","4","575","4","0","3","0"
"L4458","ListenerSupport.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ListenerSupport.java","L4449","15","0","87","831","16","0","5","0"
"L4459","ProxyManager.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ProxyManager.java","L4449","16","0","200","753","68","7","7","1"
"L4460","ResponseHandler.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ResponseHandler.java","L4449","1","0","4","2053","5","0","4","0"
"L4461","ResponseStream.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/ResponseStream.java","L4449","1","0","6","2053","9","0","4","0"
"L5458","TransactionContextProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/TransactionContextProxy.java","L5457","17","0","124","831","28","0","5","0"
"L5459","TransactionProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/TransactionProxy.java","L5457","14","0","115","753","22","0","5","0"
"L6359","AbstractLoadBalancer.java","hazelcast-client/src/main/java/com/hazelcast/client/util/AbstractLoadBalancer.java","L6358","2","0","37","2053","9","0","6","0"
"L6360","AddressHelper.java","hazelcast-client/src/main/java/com/hazelcast/client/util/AddressHelper.java","L6358","10","0","48","1118","18","1","7","0"
"L6361","Destructor.java","hazelcast-client/src/main/java/com/hazelcast/client/util/Destructor.java","L6358","1","0","4","2053","8","0","5","0"
"L6362","ErrorHandler.java","hazelcast-client/src/main/java/com/hazelcast/client/util/ErrorHandler.java","L6358","3","0","19","2053","11","0","5","0"
"L6363","Factory.java","hazelcast-client/src/main/java/com/hazelcast/client/util/Factory.java","L6358","1","0","4","1733","2","0","2","0"
"L6364","ObjectPool.java","hazelcast-client/src/main/java/com/hazelcast/client/util/ObjectPool.java","L6358","1","0","7","1733","6","0","4","0"
"L6365","QueueBasedObjectPool.java","hazelcast-client/src/main/java/com/hazelcast/client/util/QueueBasedObjectPool.java","L6358","7","0","47","1733","3","0","2","0"
"L6366","RandomLB.java","hazelcast-client/src/main/java/com/hazelcast/client/util/RandomLB.java","L6358","3","0","16","831","5","0","2","0"
"L6367","RoundRobinLB.java","hazelcast-client/src/main/java/com/hazelcast/client/util/RoundRobinLB.java","L6358","3","0","16","791","8","0","5","0"
"L6368","StaticLB.java","hazelcast-client/src/main/java/com/hazelcast/client/util/StaticLB.java","L6358","1","0","18","831","5","0","2","0"
"L4607","ClientClusterServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientClusterServiceImpl.java","L4606","81","0","532","831","116","2","7","4"
"L4608","ClientExecutionServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientExecutionServiceImpl.java","L4606","2","0","57","753","20","1","7","0"
"L4609","ClientInvocationServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientInvocationServiceImpl.java","L4606","3","0","46","2053","10","0","4","1"
"L4610","ClientPartitionServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientPartitionServiceImpl.java","L4606","14","0","143","1733","23","0","5","0"
"L4611","ResponseStreamImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ResponseStreamImpl.java","L4606","2","0","29","2053","8","0","4","0"
"L5474","AbstractClientTxnCollectionProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/AbstractClientTxnCollectionProxy.java","L5473","2","0","17","753","6","0","4","0"
"L5475","ClientTxnListProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnListProxy.java","L5473","1","0","35","831","19","3","6","0"
"L5476","ClientTxnMapProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnMapProxy.java","L5473","7","0","122","2053","31","4","6","0"
"L5477","ClientTxnMultiMapProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnMultiMapProxy.java","L5473","5","0","76","753","21","3","6","2"
"L5478","ClientTxnProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnProxy.java","L5473","2","0","44","753","17","0","5","0"
"L5479","ClientTxnQueueProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnQueueProxy.java","L5473","4","0","66","753","25","3","6","0"
"L5480","ClientTxnSetProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnSetProxy.java","L5473","1","0","35","831","19","3","6","0"
"L139","ClientCompatibleTestsSuit.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientCompatibleTestsSuit.java","L138","1","0","24","2053","17","0","5","0"
"L140","ClientEntryListenerDisconnectTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientEntryListenerDisconnectTest.java","L138","4","0","82","1733","16","3","7","0"
"L141","ClientIssueTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientIssueTest.java","L138","8","0","146","831","49","14","8","0"
"L142","HazelcastClientReconnectTest.java","hazelcast-client/src/test/java/com/hazelcast/client/HazelcastClientReconnectTest.java","L138","2","0","78","2053","13","3","7","0"
"L143","SimpleMapTestFromClient.java","hazelcast-client/src/test/java/com/hazelcast/client/SimpleMapTestFromClient.java","L138","15","0","109","753","10","0","3","0"
"L5461","ClientTxnListTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnListTest.java","L5460","1","0","48","831","12","0","5","0"
"L5462","ClientTxnMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnMapTest.java","L5460","1","0","87","2053","18","0","5","0"
"L5463","ClientTxnMultiMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnMultiMapTest.java","L5460","3","0","76","831","12","0","5","0"
"L5464","ClientTxnQueueTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnQueueTest.java","L5460","3","0","93","753","12","0","5","0"
"L5465","ClientTxnSetTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnSetTest.java","L5460","1","0","48","831","12","0","5","0"
"L5466","ClientTxnTest.java","hazelcast-client/src/test/java/com/hazelcast/client/txn/ClientTxnTest.java","L5460","2","0","56","2053","11","0","5","0"
"L6541","ClientAtomicLongTest.java","hazelcast-client/src/test/java/com/hazelcast/client/atomiclong/ClientAtomicLongTest.java","L6540","1","0","55","2053","14","0","5","0"
"L6695","ClientListTest.java","hazelcast-client/src/test/java/com/hazelcast/client/collections/ClientListTest.java","L6694","2","0","167","831","4","0","3","0"
"L6696","ClientSetTest.java","hazelcast-client/src/test/java/com/hazelcast/client/collections/ClientSetTest.java","L6694","2","0","135","831","4","0","3","0"
"L6812","ClientCountDownLatchTest.java","hazelcast-client/src/test/java/com/hazelcast/client/countdownlatch/ClientCountDownLatchTest.java","L6811","3","0","57","2053","15","0","5","0"
"L6841","CallableTask.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/CallableTask.java","L6840","1","0","23","753","14","2","7","0"
"L6842","ClientExecutorServiceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceTest.java","L6840","9","0","120","753","24","2","7","0"
"L6843","FailingTask.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/FailingTask.java","L6840","1","0","17","2053","3","0","3","0"
"L6844","RunnableTask.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/RunnableTask.java","L6840","1","0","21","2899","6","1","3","0"
"L7008","ClientIdGeneratorTest.java","hazelcast-client/src/test/java/com/hazelcast/client/idgenerator/ClientIdGeneratorTest.java","L7007","1","0","39","2053","15","0","5","0"
"L7028","ClientSocketInterceptorTest.java","hazelcast-client/src/test/java/com/hazelcast/client/io/ClientSocketInterceptorTest.java","L7027","3","0","80","1733","5","0","2","0"
"L7029","ClientSSLSocketTest.java","hazelcast-client/src/test/java/com/hazelcast/client/io/ClientSSLSocketTest.java","L7027","3","0","51","1733","6","0","3","0"
"L7093","ClientLockTest.java","hazelcast-client/src/test/java/com/hazelcast/client/lock/ClientLockTest.java","L7092","9","0","149","2053","17","0","6","0"
"L7152","ClientMapIssueTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapIssueTest.java","L7151","2","0","49","831","5","0","3","0"
"L7153","ClientMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapTest.java","L7151","20","0","512","831","42","4","6","0"
"L7154","GenericEvent.java","hazelcast-client/src/test/java/com/hazelcast/client/map/GenericEvent.java","L7151","1","0","11","2053","8","1","4","0"
"L7412","ClientMultiMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/multimap/ClientMultiMapTest.java","L7411","9","0","224","831","3","0","3","0"
"L7525","OomeOnClientAuthenticationMain.java","hazelcast-client/src/test/java/com/hazelcast/client/oome/OomeOnClientAuthenticationMain.java","L7524","3","0","20","2053","5","0","2","0"
"L7526","OomeOnClientShutdownMain.java","hazelcast-client/src/test/java/com/hazelcast/client/oome/OomeOnClientShutdownMain.java","L7524","2","0","16","2053","5","0","2","0"
"L7539","ClientQueuePerformanceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/queue/ClientQueuePerformanceTest.java","L7538","11","0","101","2053","11","0","6","0"
"L7540","ClientQueueTest.java","hazelcast-client/src/test/java/com/hazelcast/client/queue/ClientQueueTest.java","L7538","12","0","255","2053","22","0","5","0"
"L7681","ClientSemaphoreTest.java","hazelcast-client/src/test/java/com/hazelcast/client/semaphore/ClientSemaphoreTest.java","L7680","4","0","82","21","20","0","6","0"
"L7777","ClientTopicTest.java","hazelcast-client/src/test/java/com/hazelcast/client/topic/ClientTopicTest.java","L7776","2","0","50","2053","14","0","5","0"
"L151","AllPartitionsClientRequest.java","hazelcast/src/main/java/com/hazelcast/client/AllPartitionsClientRequest.java","L150","1","0","14","2053","6","0","5","0"
"L152","AuthenticationException.java","hazelcast/src/main/java/com/hazelcast/client/AuthenticationException.java","L150","1","0","10","2053","7","0","3","0"
"L153","AuthenticationRequest.java","hazelcast/src/main/java/com/hazelcast/client/AuthenticationRequest.java","L150","15","0","132","791","31","4","6","1"
"L154","CallableClientRequest.java","hazelcast/src/main/java/com/hazelcast/client/CallableClientRequest.java","L150","2","0","15","2899","13","0","5","0"
"L155","ClientCreateRequest.java","hazelcast/src/main/java/com/hazelcast/client/ClientCreateRequest.java","L150","1","0","41","753","3","0","3","0"
"L156","ClientDataSerializerHook.java","hazelcast/src/main/java/com/hazelcast/client/ClientDataSerializerHook.java","L150","1","0","15","2053","9","0","6","0"
"L157","ClientDestroyRequest.java","hazelcast/src/main/java/com/hazelcast/client/ClientDestroyRequest.java","L150","1","0","41","753","3","0","3","0"
"L158","ClientDisconnectionOperation.java","hazelcast/src/main/java/com/hazelcast/client/ClientDisconnectionOperation.java","L150","3","0","44","831","19","0","6","1"
"L159","ClientEndpoint.java","hazelcast/src/main/java/com/hazelcast/client/ClientEndpoint.java","L150","16","0","148","831","69","0","7","2"
"L160","ClientEngine.java","hazelcast/src/main/java/com/hazelcast/client/ClientEngine.java","L150","1","0","32","753","28","3","6","0"
"L161","ClientEngineImpl.java","hazelcast/src/main/java/com/hazelcast/client/ClientEngineImpl.java","L150","42","0","351","831","65","4","6","2"
"L162","ClientExceptionConverter.java","hazelcast/src/main/java/com/hazelcast/client/ClientExceptionConverter.java","L150","1","0","4","2053","7","0","3","0"
"L163","ClientExceptionConverters.java","hazelcast/src/main/java/com/hazelcast/client/ClientExceptionConverters.java","L150","2","0","12","2053","7","0","3","0"
"L164","ClientInvocation.java","hazelcast/src/main/java/com/hazelcast/client/ClientInvocation.java","L150","2","0","51","2053","6","0","5","0"
"L165","ClientPortableFactory.java","hazelcast/src/main/java/com/hazelcast/client/ClientPortableFactory.java","L150","9","0","26","753","15","3","6","0"
"L166","ClientPortableHook.java","hazelcast/src/main/java/com/hazelcast/client/ClientPortableHook.java","L150","1","0","26","753","17","3","7","0"
"L167","ClientPrincipal.java","hazelcast/src/main/java/com/hazelcast/client/ClientPrincipal.java","L150","10","0","62","2053","6","0","5","0"
"L168","ClientReAuthOperation.java","hazelcast/src/main/java/com/hazelcast/client/ClientReAuthOperation.java","L150","2","0","44","831","11","0","5","2"
"L169","ClientRequest.java","hazelcast/src/main/java/com/hazelcast/client/ClientRequest.java","L150","1","0","26","753","10","1","5","0"
"L170","ClientServiceProxy.java","hazelcast/src/main/java/com/hazelcast/client/ClientServiceProxy.java","L150","1","0","20","2053","10","0","6","0"
"L171","ClientTypes.java","hazelcast/src/main/java/com/hazelcast/client/ClientTypes.java","L150","1","0","8","2053","7","0","3","0"
"L172","DistributedObjectInfo.java","hazelcast/src/main/java/com/hazelcast/client/DistributedObjectInfo.java","L150","10","0","54","831","14","3","6","0"
"L173","DistributedObjectListenerRequest.java","hazelcast/src/main/java/com/hazelcast/client/DistributedObjectListenerRequest.java","L150","2","0","44","753","3","0","3","0"
"L174","GenericClientExceptionConverter.java","hazelcast/src/main/java/com/hazelcast/client/GenericClientExceptionConverter.java","L150","1","0","10","2053","7","0","3","0"
"L175","GenericError.java","hazelcast/src/main/java/com/hazelcast/client/GenericError.java","L150","1","0","55","791","12","3","6","0"
"L176","GetDistributedObjectsRequest.java","hazelcast/src/main/java/com/hazelcast/client/GetDistributedObjectsRequest.java","L150","2","0","36","831","9","3","5","0"
"L177","InitializingObjectRequest.java","hazelcast/src/main/java/com/hazelcast/client/InitializingObjectRequest.java","L150","1","0","4","831","10","0","4","0"
"L178","InvocationClientRequest.java","hazelcast/src/main/java/com/hazelcast/client/InvocationClientRequest.java","L150","1","0","16","2053","7","0","4","0"
"L179","JavaClientExceptionConverter.java","hazelcast/src/main/java/com/hazelcast/client/JavaClientExceptionConverter.java","L150","1","0","6","2053","7","0","3","0"
"L180","KeyBasedClientRequest.java","hazelcast/src/main/java/com/hazelcast/client/KeyBasedClientRequest.java","L150","2","0","15","1733","9","0","5","0"
"L181","MultiPartitionClientRequest.java","hazelcast/src/main/java/com/hazelcast/client/MultiPartitionClientRequest.java","L150","1","0","16","2053","6","0","5","0"
"L182","MultiTargetClientRequest.java","hazelcast/src/main/java/com/hazelcast/client/MultiTargetClientRequest.java","L150","5","0","62","2053","6","0","5","1"
"L183","OperationFactoryWrapper.java","hazelcast/src/main/java/com/hazelcast/client/OperationFactoryWrapper.java","L150","1","0","29","2053","6","0","5","0"
"L184","PartitionClientRequest.java","hazelcast/src/main/java/com/hazelcast/client/PartitionClientRequest.java","L150","1","0","27","2053","8","0","5","1"
"L185","RetryableRequest.java","hazelcast/src/main/java/com/hazelcast/client/RetryableRequest.java","L150","1","0","3","2053","7","0","5","0"
"L186","SecureRequest.java","hazelcast/src/main/java/com/hazelcast/client/SecureRequest.java","L150","1","0","5","753","4","0","3","0"
"L187","TargetClientRequest.java","hazelcast/src/main/java/com/hazelcast/client/TargetClientRequest.java","L150","1","0","27","2053","6","0","5","0"
"L9550","AbstractClusterOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/AbstractClusterOperation.java","L9549","1","0","11","2053","10","0","5","0"
"L9551","AbstractJoiner.java","hazelcast/src/main/java/com/hazelcast/cluster/AbstractJoiner.java","L9549","33","0","222","831","48","2","8","0"
"L9552","AbstractNodeAware.java","hazelcast/src/main/java/com/hazelcast/cluster/AbstractNodeAware.java","L9549","1","0","12","753","17","0","4","0"
"L9553","AuthenticationFailureOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/AuthenticationFailureOperation.java","L9549","1","0","15","2899","11","0","3","0"
"L9554","AuthorizationOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/AuthorizationOperation.java","L9549","3","0","43","575","11","0","5","0"
"L9555","BindOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/BindOperation.java","L9549","3","0","50","1733","16","0","5","0"
"L9556","ClusterDataSerializerHook.java","hazelcast/src/main/java/com/hazelcast/cluster/ClusterDataSerializerHook.java","L9549","1","0","66","2053","17","0","5","0"
"L9557","ClusterProxy.java","hazelcast/src/main/java/com/hazelcast/cluster/ClusterProxy.java","L9549","1","0","24","2053","14","0","6","0"
"L9558","ClusterService.java","hazelcast/src/main/java/com/hazelcast/cluster/ClusterService.java","L9549","1","0","17","2053","157","2","8","0"
"L9559","ClusterServiceImpl.java","hazelcast/src/main/java/com/hazelcast/cluster/ClusterServiceImpl.java","L9549","171","0","880","831","100","2","8","1"
"L9560","ConfigCheck.java","hazelcast/src/main/java/com/hazelcast/cluster/ConfigCheck.java","L9549","15","0","89","2053","6","0","5","0"
"L9561","Endpoint.java","hazelcast/src/main/java/com/hazelcast/cluster/Endpoint.java","L9549","1","0","4","2053","7","0","3","0"
"L9562","FinalizeJoinOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/FinalizeJoinOperation.java","L9549","14","0","86","2899","33","0","6","0"
"L9563","HeartbeatOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/HeartbeatOperation.java","L9549","1","0","12","2053","21","0","6","0"
"L9564","JoinCheckOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/JoinCheckOperation.java","L9549","6","0","48","2053","21","0","6","0"
"L9565","Joiner.java","hazelcast/src/main/java/com/hazelcast/cluster/Joiner.java","L9549","1","0","11","753","8","0","5","0"
"L9566","JoinMessage.java","hazelcast/src/main/java/com/hazelcast/cluster/JoinMessage.java","L9549","1","0","71","2053","9","0","6","0"
"L9567","JoinOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/JoinOperation.java","L9549","1","0","3","2053","8","0","4","0"
"L9568","JoinRequest.java","hazelcast/src/main/java/com/hazelcast/cluster/JoinRequest.java","L9549","2","0","56","753","52","0","7","0"
"L9569","JoinRequestOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/JoinRequestOperation.java","L9549","1","0","35","1733","5","0","3","0"
"L9570","MasterConfirmationOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/MasterConfirmationOperation.java","L9549","4","0","27","2899","22","0","6","0"
"L9571","MemberInfo.java","hazelcast/src/main/java/com/hazelcast/cluster/MemberInfo.java","L9549","10","0","68","1733","17","0","5","0"
"L9572","MemberInfoUpdateOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/MemberInfoUpdateOperation.java","L9549","8","0","74","1733","28","0","6","0"
"L9573","MemberRemoveOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/MemberRemoveOperation.java","L9549","4","0","31","2899","26","0","7","0"
"L9574","MergeClustersOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/MergeClustersOperation.java","L9549","3","0","41","2899","17","0","6","0"
"L9575","MulticastJoiner.java","hazelcast/src/main/java/com/hazelcast/cluster/MulticastJoiner.java","L9549","32","0","161","831","40","0","7","0"
"L9576","MulticastListener.java","hazelcast/src/main/java/com/hazelcast/cluster/MulticastListener.java","L9549","1","0","4","2899","1","0","1","0"
"L9577","MulticastService.java","hazelcast/src/main/java/com/hazelcast/cluster/MulticastService.java","L9549","20","0","155","831","28","0","7","0"
"L9578","NodeMulticastListener.java","hazelcast/src/main/java/com/hazelcast/cluster/NodeMulticastListener.java","L9549","24","0","83","831","14","0","6","0"
"L9579","PostJoinOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/PostJoinOperation.java","L9549","14","0","70","2053","27","0","6","0"
"L9580","PrepareMergeOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/PrepareMergeOperation.java","L9549","3","0","48","2899","5","0","3","0"
"L9581","SetMasterOperation.java","hazelcast/src/main/java/com/hazelcast/cluster/SetMasterOperation.java","L9549","1","0","32","2899","24","0","5","0"
"L9582","SplitBrainHandler.java","hazelcast/src/main/java/com/hazelcast/cluster/SplitBrainHandler.java","L9549","7","0","26","831","8","0","3","0"
"L9583","TcpIpJoiner.java","hazelcast/src/main/java/com/hazelcast/cluster/TcpIpJoiner.java","L9549","83","0","406","2899","55","0","7","0"
"L16987","AbstractTextCommand.java","hazelcast/src/main/java/com/hazelcast/ascii/AbstractTextCommand.java","L16986","1","0","40","2899","1","0","1","0"
"L16988","AbstractTextCommandProcessor.java","hazelcast/src/main/java/com/hazelcast/ascii/AbstractTextCommandProcessor.java","L16986","1","0","7","2899","1","0","1","0"
"L16989","CommandParser.java","hazelcast/src/main/java/com/hazelcast/ascii/CommandParser.java","L16986","1","0","5","2899","1","0","1","0"
"L16990","NoOpCommand.java","hazelcast/src/main/java/com/hazelcast/ascii/NoOpCommand.java","L16986","3","0","22","2053","7","0","2","0"
"L16991","NoOpCommandProcessor.java","hazelcast/src/main/java/com/hazelcast/ascii/NoOpCommandProcessor.java","L16986","1","0","12","2053","5","0","2","0"
"L16992","TextCommand.java","hazelcast/src/main/java/com/hazelcast/ascii/TextCommand.java","L16986","1","0","13","753","7","0","3","0"
"L16993","TextCommandConstants.java","hazelcast/src/main/java/com/hazelcast/ascii/TextCommandConstants.java","L16986","1","0","52","575","5","0","5","0"
