"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of committers","Number of developer commits","Number of bugs"
"L2270","OLevel1RecordCache.java","core/src/main/java/com/orientechnologies/orient/core/cache/OLevel1RecordCache.java","L2259","14","0","94","0","48","5","3122","0"
"L2271","OLevel2RecordCache.java","core/src/main/java/com/orientechnologies/orient/core/cache/OLevel2RecordCache.java","L2259","20","0","81","0","33","3","3122","0"
"L2272","OUnboundedWeakCache.java","core/src/main/java/com/orientechnologies/orient/core/cache/OUnboundedWeakCache.java","L2259","1","0","13","0","7","4","3122","1"
"L2815","OCaseInsensitiveCollate.java","core/src/main/java/com/orientechnologies/orient/core/collate/OCaseInsensitiveCollate.java","L2814","2","0","12","0","2","1","3122","1"
"L2816","OCollate.java","core/src/main/java/com/orientechnologies/orient/core/collate/OCollate.java","L2814","1","0","6","0","2","1","3122","0"
"L2817","OCollateFactory.java","core/src/main/java/com/orientechnologies/orient/core/collate/OCollateFactory.java","L2814","1","0","6","0","2","1","3122","0"
"L2818","ODefaultCollate.java","core/src/main/java/com/orientechnologies/orient/core/collate/ODefaultCollate.java","L2814","1","0","11","0","2","1","3122","0"
"L2819","ODefaultCollateFactory.java","core/src/main/java/com/orientechnologies/orient/core/collate/ODefaultCollateFactory.java","L2814","1","0","22","0","2","1","3122","0"
"L2887","OBasicCommandContext.java","core/src/main/java/com/orientechnologies/orient/core/command/OBasicCommandContext.java","L2886","42","0","170","0","32","6","3122","0"
"L2888","OCommand.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommand.java","L2886","1","0","5","0","3","0","0","0"
"L2889","OCommandContext.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandContext.java","L2886","1","0","19","0","16","5","3122","0"
"L2890","OCommandDistributedReplicateRequest.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandDistributedReplicateRequest.java","L2886","1","0","4","0","5","2","3122","0"
"L2891","OCommandExecutor.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandExecutor.java","L2886","1","0","14","0","17","5","1345","0"
"L2892","OCommandExecutorAbstract.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandExecutorAbstract.java","L2886","2","0","58","0","29","6","3122","0"
"L2893","OCommandExecutorNotFoundException.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandExecutorNotFoundException.java","L2886","1","0","11","0","2","0","0","0"
"L2894","OCommandGenericIterator.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandGenericIterator.java","L2886","8","0","45","0","2","0","0","0"
"L2895","OCommandManager.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandManager.java","L2886","5","0","64","0","13","3","3122","0"
"L2896","OCommandOutputListener.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandOutputListener.java","L2886","1","0","4","0","2","0","0","0"
"L2897","OCommandPredicate.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandPredicate.java","L2886","1","0","6","0","3","0","0","0"
"L2898","OCommandProcess.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandProcess.java","L2886","1","0","17","0","4","3","1345","0"
"L2899","OCommandRequest.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequest.java","L2886","1","0","16","0","16","4","16","0"
"L2900","OCommandRequestAbstract.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestAbstract.java","L2886","9","0","100","0","25","4","16","0"
"L2901","OCommandRequestAsynch.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestAsynch.java","L2886","1","0","6","0","5","2","1345","0"
"L2902","OCommandRequestInternal.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestInternal.java","L2886","1","0","12","0","16","3","16","0"
"L2903","OCommandRequestText.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestText.java","L2886","1","0","6","0","13","5","16","0"
"L2904","OCommandRequestTextAbstract.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandRequestTextAbstract.java","L2886","17","0","126","0","35","5","1345","1"
"L2905","OCommandResultListener.java","core/src/main/java/com/orientechnologies/orient/core/command/OCommandResultListener.java","L2886","1","0","5","0","4","1","3122","0"
"L5026","OAbstractStorageClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OAbstractStorageClusterConfiguration.java","L5025","1","0","27","0","2","0","0","0"
"L5027","OConfigurationChangeCallback.java","core/src/main/java/com/orientechnologies/orient/core/config/OConfigurationChangeCallback.java","L5025","1","0","4","0","2","0","0","0"
"L5028","OContextConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OContextConfiguration.java","L5025","11","0","58","0","11","2","1345","0"
"L5029","OGlobalConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OGlobalConfiguration.java","L5025","33","0","448","2","297","8","3122","3"
"L5030","OStorageClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageClusterConfiguration.java","L5025","1","0","7","0","3","0","0","0"
"L5031","OStorageClusterHoleConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageClusterHoleConfiguration.java","L5025","1","0","12","0","4","0","0","0"
"L5032","OStorageConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageConfiguration.java","L5025","43","0","355","0","97","7","3122","1"
"L5033","OStorageDataConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageDataConfiguration.java","L5025","1","0","23","0","9","0","0","0"
"L5034","OStorageDataHoleConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageDataHoleConfiguration.java","L5025","1","0","11","0","4","0","0","0"
"L5035","OStorageEHClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageEHClusterConfiguration.java","L5025","1","0","32","0","5","5","16","0"
"L5036","OStorageEntryConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageEntryConfiguration.java","L5025","1","0","13","0","4","0","0","0"
"L5037","OStorageFileConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageFileConfiguration.java","L5025","1","0","24","0","4","0","0","0"
"L5038","OStorageMemoryClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageMemoryClusterConfiguration.java","L5025","1","0","6","0","4","0","0","0"
"L5039","OStorageMemoryLinearHashingClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageMemoryLinearHashingClusterConfiguration.java","L5025","1","0","6","0","1","0","0","0"
"L5040","OStoragePaginatedClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStoragePaginatedClusterConfiguration.java","L5025","1","0","40","0","4","2","3122","0"
"L5041","OStoragePhysicalClusterConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStoragePhysicalClusterConfiguration.java","L5025","1","0","5","0","10","0","0","0"
"L5042","OStoragePhysicalClusterConfigurationLocal.java","core/src/main/java/com/orientechnologies/orient/core/config/OStoragePhysicalClusterConfigurationLocal.java","L5025","1","0","49","0","1","0","0","0"
"L5043","OStorageSegmentConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageSegmentConfiguration.java","L5025","4","0","43","0","13","4","16","0"
"L5044","OStorageTxConfiguration.java","core/src/main/java/com/orientechnologies/orient/core/config/OStorageTxConfiguration.java","L5025","2","0","30","0","5","0","0","0"
"L5899","ODatabase.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabase.java","L5898","1","0","82","0","78","8","3122","1"
"L5900","ODatabaseComplex.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseComplex.java","L5898","1","0","73","0","53","7","3122","1"
"L5901","ODatabaseFactory.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseFactory.java","L5898","12","0","62","0","7","0","0","1"
"L5902","ODatabaseLifecycleListener.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseLifecycleListener.java","L5898","1","0","6","0","12","3","3122","0"
"L5903","ODatabaseListener.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseListener.java","L5898","1","0","13","0","6","0","0","0"
"L5904","ODatabasePoolAbstract.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolAbstract.java","L5898","25","0","213","0","45","7","1345","1"
"L5905","ODatabasePoolBase.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolBase.java","L5898","10","0","97","0","27","4","1345","1"
"L5906","ODatabasePooled.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePooled.java","L5898","1","0","6","0","5","0","0","0"
"L5907","ODatabasePoolEntry.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabasePoolEntry.java","L5898","12","0","41","0","2","0","0","0"
"L5908","ODatabaseRecordThreadLocal.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseRecordThreadLocal.java","L5898","4","0","40","0","11","2","1345","0"
"L5909","ODatabaseRecordWrapperAbstract.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseRecordWrapperAbstract.java","L5898","14","0","323","0","98","7","3122","0"
"L5910","ODatabaseSchemaAware.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseSchemaAware.java","L5898","1","0","5","0","5","0","0","0"
"L5911","ODatabaseThreadLocalFactory.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseThreadLocalFactory.java","L5898","1","0","5","0","2","0","0","0"
"L5912","ODatabaseWrapperAbstract.java","core/src/main/java/com/orientechnologies/orient/core/db/ODatabaseWrapperAbstract.java","L5898","3","0","271","0","77","8","3122","0"
"L5913","ODataSegmentStrategy.java","core/src/main/java/com/orientechnologies/orient/core/db/ODataSegmentStrategy.java","L5898","1","0","5","0","2","0","0","0"
"L5914","ODefaultDataSegmentStrategy.java","core/src/main/java/com/orientechnologies/orient/core/db/ODefaultDataSegmentStrategy.java","L5898","3","0","13","0","4","0","0","0"
"L5915","OScenarioThreadLocal.java","core/src/main/java/com/orientechnologies/orient/core/db/OScenarioThreadLocal.java","L5898","2","0","22","0","4","2","3122","0"
"L5916","OUserObject2RecordHandler.java","core/src/main/java/com/orientechnologies/orient/core/db/OUserObject2RecordHandler.java","L5898","1","0","11","0","11","0","0","0"
"L12773","ODictionary.java","core/src/main/java/com/orientechnologies/orient/core/dictionary/ODictionary.java","L12772","4","0","45","0","11","0","0","0"
"L12808","OEngine.java","core/src/main/java/com/orientechnologies/orient/core/engine/OEngine.java","L12807","1","0","10","0","5","0","0","0"
"L12809","OEngineAbstract.java","core/src/main/java/com/orientechnologies/orient/core/engine/OEngineAbstract.java","L12807","3","0","17","0","3","0","0","0"
"L12889","OClassDictionary.java","core/src/main/java/com/orientechnologies/orient/core/entity/OClassDictionary.java","L12888","29","0","79","0","17","5","3122","0"
"L12890","OEntityManager.java","core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManager.java","L12888","18","0","127","0","38","7","1345","0"
"L12891","OEntityManagerClassHandler.java","core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManagerClassHandler.java","L12888","5","0","54","0","11","4","3122","0"
"L12892","OEntityManagerInternal.java","core/src/main/java/com/orientechnologies/orient/core/entity/OEntityManagerInternal.java","L12888","1","0","4","0","3","0","0","0"
"L13047","OAllCacheEntriesAreUsedException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OAllCacheEntriesAreUsedException.java","L13046","1","0","9","0","4","3","3122","0"
"L13048","OCommandExecutionException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OCommandExecutionException.java","L13046","1","0","11","0","2","0","0","0"
"L13049","OConcurrentModificationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OConcurrentModificationException.java","L13046","2","0","68","0","23","4","3122","0"
"L13050","OConfigurationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OConfigurationException.java","L13046","1","0","11","0","2","0","0","0"
"L13051","ODatabaseException.java","core/src/main/java/com/orientechnologies/orient/core/exception/ODatabaseException.java","L13046","1","0","11","0","2","0","0","0"
"L13052","OFastConcurrentModificationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OFastConcurrentModificationException.java","L13046","1","0","20","0","2","0","0","0"
"L13053","OFetchException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OFetchException.java","L13046","1","0","11","0","1","0","0","0"
"L13054","OGraphException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OGraphException.java","L13046","1","0","11","0","2","0","0","0"
"L13055","OMemoryLockException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OMemoryLockException.java","L13046","1","0","7","0","3","0","0","0"
"L13056","OQueryParsingException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OQueryParsingException.java","L13046","4","0","45","0","5","0","0","0"
"L13057","ORecordNotFoundException.java","core/src/main/java/com/orientechnologies/orient/core/exception/ORecordNotFoundException.java","L13046","1","0","11","0","2","0","0","0"
"L13058","OSchemaException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSchemaException.java","L13046","1","0","11","0","2","0","0","0"
"L13059","OSecurityAccessException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSecurityAccessException.java","L13046","1","0","19","0","5","0","0","0"
"L13060","OSecurityException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSecurityException.java","L13046","1","0","11","0","4","0","0","0"
"L13061","OSerializationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OSerializationException.java","L13046","1","0","11","0","2","0","0","0"
"L13062","OStorageException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OStorageException.java","L13046","1","0","11","0","2","0","0","0"
"L13063","OTransactionAbortedException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionAbortedException.java","L13046","1","0","10","0","1","0","0","0"
"L13064","OTransactionBlockedException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionBlockedException.java","L13046","1","0","10","0","1","0","0","0"
"L13065","OTransactionException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OTransactionException.java","L13046","1","0","11","0","2","0","0","0"
"L13066","OValidationException.java","core/src/main/java/com/orientechnologies/orient/core/exception/OValidationException.java","L13046","1","0","10","0","2","0","0","0"
"L13256","OFetchContext.java","core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchContext.java","L13255","1","0","28","0","3","0","0","0"
"L13257","OFetchHelper.java","core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchHelper.java","L13255","140","0","483","4","78","8","3122","2"
"L13258","OFetchListener.java","core/src/main/java/com/orientechnologies/orient/core/fetch/OFetchListener.java","L13255","1","0","18","0","8","3","1345","0"
"L13938","ODocumentHookAbstract.java","core/src/main/java/com/orientechnologies/orient/core/hook/ODocumentHookAbstract.java","L13937","41","0","188","0","21","5","3122","0"
"L13939","OHookThreadLocal.java","core/src/main/java/com/orientechnologies/orient/core/hook/OHookThreadLocal.java","L13937","2","0","21","0","3","0","0","0"
"L13940","ORecordHook.java","core/src/main/java/com/orientechnologies/orient/core/hook/ORecordHook.java","L13937","1","0","18","0","13","3","3122","0"
"L13941","ORecordHookAbstract.java","core/src/main/java/com/orientechnologies/orient/core/hook/ORecordHookAbstract.java","L13937","26","0","134","0","9","1","1345","0"
"L14190","OClusterPosition.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPosition.java","L14189","1","0","13","0","12","6","16","0"
"L14191","OClusterPositionFactory.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionFactory.java","L14189","5","0","109","0","10","4","16","0"
"L14192","OClusterPositionLong.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionLong.java","L14189","7","0","90","0","8","4","6","0"
"L14193","OClusterPositionNodeId.java","core/src/main/java/com/orientechnologies/orient/core/id/OClusterPositionNodeId.java","L14189","4","0","81","0","9","4","6","0"
"L14194","OImmutableRecordId.java","core/src/main/java/com/orientechnologies/orient/core/id/OImmutableRecordId.java","L14189","1","0","37","0","5","1","1345","0"
"L14195","ONodeId.java","core/src/main/java/com/orientechnologies/orient/core/id/ONodeId.java","L14189","65","0","365","0","14","4","6","0"
"L14196","ORecordId.java","core/src/main/java/com/orientechnologies/orient/core/id/ORecordId.java","L14189","26","0","213","0","53","2","1345","0"
"L14197","ORID.java","core/src/main/java/com/orientechnologies/orient/core/id/ORID.java","L14189","1","0","24","0","15","0","0","0"
"L14741","OAbstractIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OAbstractIndexDefinition.java","L14740","3","0","25","0","2","1","3122","0"
"L14742","OAbstractIndexDefinitionMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OAbstractIndexDefinitionMultiValue.java","L14740","9","0","50","0","5","1","1345","0"
"L14743","OClassIndexManager.java","core/src/main/java/com/orientechnologies/orient/core/index/OClassIndexManager.java","L14740","95","0","480","1","62","4","3122","0"
"L14744","OCompositeIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OCompositeIndexDefinition.java","L14740","51","0","356","0","14","2","3122","0"
"L14745","ODefaultIndexFactory.java","core/src/main/java/com/orientechnologies/orient/core/index/ODefaultIndexFactory.java","L14740","21","0","88","0","14","4","3122","1"
"L14746","ODocumentFieldsHashSet.java","core/src/main/java/com/orientechnologies/orient/core/index/ODocumentFieldsHashSet.java","L14740","14","0","96","0","4","0","0","0"
"L14747","OIndex.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndex.java","L14740","1","0","74","2","66","5","3122","5"
"L14748","OIndexAbstract.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexAbstract.java","L14740","75","0","849","2","32","4","3122","4"
"L14749","OIndexAbstractDelegate.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexAbstractDelegate.java","L14740","7","0","210","2","53","6","3122","5"
"L14750","OIndexCallback.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexCallback.java","L14740","1","0","5","0","2","0","0","0"
"L14751","OIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDefinition.java","L14740","1","0","23","0","13","2","3122","0"
"L14752","OIndexDefinitionFactory.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDefinitionFactory.java","L14740","27","0","108","0","2","0","0","0"
"L14753","OIndexDefinitionMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDefinitionMultiValue.java","L14740","1","0","8","0","5","0","0","0"
"L14754","OIndexDictionary.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexDictionary.java","L14740","3","0","55","1","31","6","3122","1"
"L14755","OIndexEngine.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexEngine.java","L14740","1","0","62","2","15","3","3122","5"
"L14756","OIndexes.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexes.java","L14740","6","0","52","0","12","4","3122","0"
"L14757","OIndexException.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexException.java","L14740","1","0","11","0","3","0","0","0"
"L14758","OIndexFactory.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexFactory.java","L14740","1","0","9","0","22","4","3122","0"
"L14759","OIndexFullText.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexFullText.java","L14740","31","0","205","1","70","7","3122","3"
"L14760","OIndexInternal.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexInternal.java","L14740","13","0","96","1","43","6","3122","0"
"L14761","OIndexManager.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManager.java","L14740","1","0","34","1","38","2","3122","2"
"L14762","OIndexManagerAbstract.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerAbstract.java","L14740","42","0","346","2","70","8","3122","3"
"L14763","OIndexManagerProxy.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerProxy.java","L14740","2","0","96","1","23","2","3122","2"
"L14764","OIndexManagerRemote.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerRemote.java","L14740","8","0","99","0","33","5","3122","1"
"L14765","OIndexManagerShared.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexManagerShared.java","L14740","71","0","377","1","59","5","3122","4"
"L14766","OIndexMultiValues.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexMultiValues.java","L14740","38","0","394","1","90","7","3122","5"
"L14767","OIndexNotUnique.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexNotUnique.java","L14740","1","0","15","0","34","6","3122","0"
"L14768","OIndexOneValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexOneValue.java","L14740","21","0","263","1","51","6","3122","4"
"L14769","OIndexRebuildOutputListener.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRebuildOutputListener.java","L14740","2","0","34","0","5","2","1345","0"
"L14770","OIndexRemote.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRemote.java","L14740","46","0","460","2","61","6","3122","5"
"L14771","OIndexRemoteMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRemoteMultiValue.java","L14740","5","0","66","0","18","5","16","0"
"L14772","OIndexRemoteOneValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexRemoteOneValue.java","L14740","5","0","57","0","15","5","16","0"
"L14773","OIndexTxAware.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexTxAware.java","L14740","9","0","64","1","11","2","3122","1"
"L14774","OIndexTxAwareDictionary.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexTxAwareDictionary.java","L14740","1","0","11","0","2","0","0","0"
"L14775","OIndexTxAwareMultiValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexTxAwareMultiValue.java","L14740","29","0","126","1","12","2","3122","0"
"L14776","OIndexTxAwareOneValue.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexTxAwareOneValue.java","L14740","42","0","182","2","20","3","3122","0"
"L14777","OIndexUnique.java","core/src/main/java/com/orientechnologies/orient/core/index/OIndexUnique.java","L14740","14","0","109","1","57","7","3122","1"
"L14778","ONullOutputListener.java","core/src/main/java/com/orientechnologies/orient/core/index/ONullOutputListener.java","L14740","1","0","15","0","1","1","3122","0"
"L14779","OPropertyIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OPropertyIndexDefinition.java","L14740","11","0","132","0","16","2","3122","0"
"L14780","OPropertyListIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OPropertyListIndexDefinition.java","L14740","8","0","69","0","7","0","0","0"
"L14781","OPropertyMapIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OPropertyMapIndexDefinition.java","L14740","22","0","152","0","6","0","0","0"
"L14782","ORuntimeKeyIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/ORuntimeKeyIndexDefinition.java","L14740","7","0","102","0","14","2","3122","0"
"L14783","OSimpleKeyIndexDefinition.java","core/src/main/java/com/orientechnologies/orient/core/index/OSimpleKeyIndexDefinition.java","L14740","18","0","113","0","13","2","3122","0"
"L23203","OIntent.java","core/src/main/java/com/orientechnologies/orient/core/intent/OIntent.java","L23202","1","0","6","0","4","0","0","0"
