@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L13053","1","0","11","0","1","0","0","false"
"L13054","1","0","11","0","2","0","0","false"
"L13055","1","0","7","0","3","0","0","false"
"L13056","4","0","45","0","5","0","0","false"
"L13057","1","0","11","0","2","0","0","false"
"L13058","1","0","11","0","2","0","0","false"
"L13059","1","0","19","0","5","0","0","false"
"L13060","1","0","11","0","4","0","0","false"
"L13061","1","0","11","0","2","0","0","false"
"L13062","1","0","11","0","2","0","0","false"
"L13063","1","0","10","0","1","0","0","false"
"L13064","1","0","10","0","1","0","0","false"
"L13065","1","0","11","0","2","0","0","false"
"L13066","1","0","10","0","2","0","0","false"
"L13256","1","0","28","0","3","0","0","false"
"L13257","140","0","483","4","78","8","3122","true"
"L13258","1","0","18","0","8","3","1345","false"
"L13938","41","0","188","0","21","5","3122","false"
"L13939","2","0","21","0","3","0","0","false"
"L13940","1","0","18","0","13","3","3122","false"
"L13941","26","0","134","0","9","1","1345","false"
"L14190","1","0","13","0","12","6","16","false"
"L14191","5","0","109","0","10","4","16","false"
"L14192","7","0","90","0","8","4","6","false"
"L14193","4","0","81","0","9","4","6","false"
"L14194","1","0","37","0","5","1","1345","false"
"L14195","65","0","365","0","14","4","6","false"
"L14196","26","0","213","0","53","2","1345","false"
"L14197","1","0","24","0","15","0","0","false"
"L14741","3","0","25","0","2","1","3122","false"
"L14742","9","0","50","0","5","1","1345","false"
"L14743","95","0","480","1","62","4","3122","false"
"L14744","51","0","356","0","14","2","3122","false"
"L14745","21","0","88","0","14","4","3122","true"
"L14746","14","0","96","0","4","0","0","false"
"L14747","1","0","74","2","66","5","3122","true"
"L14748","75","0","849","2","32","4","3122","true"
"L14749","7","0","210","2","53","6","3122","true"
"L14750","1","0","5","0","2","0","0","false"
"L14751","1","0","23","0","13","2","3122","false"
"L14752","27","0","108","0","2","0","0","false"
"L14753","1","0","8","0","5","0","0","false"
"L14754","3","0","55","1","31","6","3122","true"
"L14755","1","0","62","2","15","3","3122","true"
"L14756","6","0","52","0","12","4","3122","false"
"L14757","1","0","11","0","3","0","0","false"
"L14758","1","0","9","0","22","4","3122","false"
"L14759","31","0","205","1","70","7","3122","true"
"L14760","13","0","96","1","43","6","3122","false"
"L14761","1","0","34","1","38","2","3122","true"
"L14762","42","0","346","2","70","8","3122","true"
"L14763","2","0","96","1","23","2","3122","true"
"L14764","8","0","99","0","33","5","3122","true"
"L14765","71","0","377","1","59","5","3122","true"
"L14766","38","0","394","1","90","7","3122","true"
"L14767","1","0","15","0","34","6","3122","false"
"L14768","21","0","263","1","51","6","3122","true"
"L14769","2","0","34","0","5","2","1345","false"
"L14770","46","0","460","2","61","6","3122","true"
"L14771","5","0","66","0","18","5","16","false"
"L14772","5","0","57","0","15","5","16","false"
"L14773","9","0","64","1","11","2","3122","true"
"L14774","1","0","11","0","2","0","0","false"
"L14775","29","0","126","1","12","2","3122","false"
"L14776","42","0","182","2","20","3","3122","false"
"L14777","14","0","109","1","57","7","3122","true"
"L14778","1","0","15","0","1","1","3122","false"
"L14779","11","0","132","0","16","2","3122","false"
"L14780","8","0","69","0","7","0","0","false"
"L14781","22","0","152","0","6","0","0","false"
"L14782","7","0","102","0","14","2","3122","false"
"L14783","18","0","113","0","13","2","3122","false"
"L23203","1","0","6","0","4","0","0","false"
"L23204","7","0","39","0","19","0","0","false"
"L23205","1","0","8","0","3","0","0","false"
"L23237","1","0","14","0","3","0","0","false"
"L23238","51","0","247","0","32","6","1345","false"
"L23239","1","0","11","0","2","0","0","false"
"L23240","9","0","61","0","12","5","1345","false"
"L23241","6","0","60","0","37","7","16","true"
"L23242","30","0","159","0","52","5","3122","true"
"L23243","59","0","234","1","30","6","3122","true"
"L23599","1","0","10","0","2","0","0","false"
"L23600","16","0","141","0","31","5","3122","true"
"L23719","1","0","19","0","79","7","3122","false"
"L23720","18","0","162","0","13","4","420","false"
"L26281","11","0","101","0","7","4","16","false"
"L26282","1","0","16","0","1","0","0","false"
"L26283","1","0","8","0","8","4","16","false"
"L26284","2","0","17","0","7","4","16","false"
"L26849","1","0","8","0","11","0","0","false"
"L26850","3","0","30","0","31","4","16","false"
"L26851","1","0","12","0","3","0","0","false"
"L26852","15","0","32","0","13","0","0","false"
"L26853","4","0","39","0","6","1","3122","false"
"L26934","1","0","37","0","35","4","3122","false"
"L26935","38","0","315","0","104","6","1345","false"
"L26936","7","0","73","0","5","1","3122","false"
"L26937","1","0","17","0","18","0","0","false"
"L26938","1","0","7","0","10","4","3122","false"
"L26939","1","0","8","0","2","0","0","false"
"L26940","1","0","20","0","18","0","0","false"
"L26941","158","0","342","0","79","4","3122","true"
"L26942","1","0","5","0","3","0","0","false"
"L28370","24","0","181","1","16","6","113","false"
"L28371","1","0","14","1","10","6","3122","false"
"L28372","6","0","60","0","4","4","16","false"
"L28373","1","0","37","0","4","4","16","false"
"L28374","11","0","74","1","13","6","3122","false"
"L28520","13","0","110","0","8","0","0","false"
"L28619","130","0","914","0","10","1","3122","false"
"L28620","20","0","220","0","15","1","1345","false"
"L28621","15","0","139","0","12","1","1345","true"
"L28622","29","0","293","0","14","2","3122","false"
"L28623","1","0","7","0","6","0","0","false"
"L31421","28","0","447","2","13","3","3122","true"
"L31422","6","0","58","0","38","6","3122","false"
"L31423","25","0","124","1","24","4","1345","false"
"L31424","18","0","99","0","24","4","3122","false"
"L31425","10","0","61","0","20","4","3122","false"
"L31426","15","0","77","0","24","5","3122","false"
"L31427","23","0","104","0","35","4","3122","false"
"L31428","15","0","74","0","17","7","3122","false"
"L31429","13","0","69","0","16","6","3122","false"
"L31430","35","0","166","0","44","4","3122","true"
"L31431","60","0","230","0","34","5","3122","false"
"L31432","15","0","81","0","25","4","3122","false"
"L31433","3","0","52","0","34","5","1345","false"
"L31434","26","0","144","1","50","4","3122","false"
"L31435","18","0","89","0","30","5","3122","true"
"L31436","14","0","60","0","12","4","3122","false"
"L31437","7","0","40","0","20","4","3122","false"
"L31438","19","0","102","0","24","5","3122","false"
"L31439","3","0","25","0","1","0","0","false"
"L31440","4","0","33","0","6","2","3122","false"
"L31441","1","0","7","0","3","0","0","false"
"L31442","11","0","63","0","22","4","3122","false"
"L31443","12","0","54","0","18","4","3122","false"
"L31444","40","0","181","0","74","7","1345","true"
"L31445","7","0","25","0","4","0","0","false"
"L31446","12","0","57","0","20","5","3122","false"
"L31447","87","0","352","1","70","8","3122","true"
"L31448","1","0","9","0","2","0","0","false"
"L31449","12","0","56","0","19","4","3122","false"
"L31450","352","0","1145","6","306","9","3122","true"
"L31451","11","0","40","0","12","5","16","false"
"L31452","6","0","32","0","3","2","1345","false"
"L31453","29","0","155","0","30","5","1345","true"
"L31454","9","0","52","0","18","4","3122","false"
"L31455","9","0","53","0","19","4","3122","true"
"L31456","11","0","61","0","21","4","3122","false"
"L31457","96","0","329","0","96","7","1345","true"
"L31458","3","0","39","0","2","0","0","false"
"L31459","1","0","17","0","14","3","3122","false"
"L31460","3","0","36","0","5","0","0","false"
"L31461","1","0","9","0","2","0","0","false"
"L31462","3","0","74","0","16","4","1345","false"
"L31463","6","0","57","0","3","0","0","false"
"L31464","25","0","129","0","9","4","113","false"
"L31465","8","0","58","0","2","0","0","true"
"L31466","17","0","97","0","13","4","3122","false"
"L31467","60","0","317","0","54","5","3122","true"
"L31468","82","0","268","1","84","5","1345","true"
"L31469","3","0","76","0","7","5","113","false"
"L31470","2","0","65","0","1","0","0","false"
"L36593","1","0","4","0","1","0","0","false"
"L36594","1","0","60","0","55","6","3122","false"
"L36595","8","0","53","0","12","6","16","false"
"L36596","1","0","8","0","10","5","3122","false"
"L36597","1","0","8","0","3","0","0","false"
"L36598","8","0","49","0","20","6","3122","false"
"L36599","9","0","130","0","27","4","1345","false"
"L36600","1","0","35","0","12","2","3122","false"
"L36601","1","0","8","0","3","0","0","false"
"L36602","1","0","21","0","7","3","3122","false"
"L36603","1","0","13","0","3","0","0","false"
"L36604","1","0","17","0","1","1","1345","false"
"L36605","1","0","102","0","102","9","3122","true"
"L36606","23","0","162","0","86","5","3122","true"
"L36607","20","0","166","0","83","7","1345","true"
"L36608","1","0","33","0","5","2","3122","false"
"L36609","1","0","3","0","2","0","0","false"
"L43258","1","0","50","1","41","3","1345","true"
"L43259","10","0","51","0","38","3","61","true"
"L43260","2","0","31","1","11","2","3122","true"
"L43261","4","0","39","0","4","0","0","false"
"L43262","14","0","138","2","53","3","3122","true"
"L43263","87","0","369","1","144","8","3122","true"
"L43264","65","0","276","2","63","5","3122","true"
"L43265","1","0","8","0","5","0","0","false"
"L43685","7","0","46","0","3","2","420","false"
"L43686","9","0","95","0","16","2","6","false"
"L43687","1","0","53","0","9","0","0","false"
"L45388","1","0","10","0","4","3","1345","false"
"L45389","11","0","52","0","7","4","1345","false"
"L45390","5","0","21","0","1","0","0","false"
"L45439","14","0","314","0","13","4","3122","false"
"L45440","1","0","48","0","11","5","113","false"
"L45441","10","0","226","0","8","4","3122","false"
"L45442","6","0","55","0","3","1","3122","false"
"L3506","12","0","81","0","19","5","3122","false"
"L3507","7","0","66","0","25","5","3122","true"
"L3508","1","0","18","0","6","3","3122","false"
"L3509","2","0","56","0","16","5","3122","false"
"L3510","5","0","39","0","7","2","420","false"
"L3511","11","0","342","0","34","7","3122","false"
"L3512","1","0","172","0","6","0","0","false"
"L3513","1","0","6","0","1","0","0","false"
"L3514","36","0","210","0","35","6","3122","false"
"L3515","4","0","23","0","4","3","3122","false"
"L4697","19","0","141","0","16","5","1345","true"
"L4698","1","0","14","0","3","0","0","true"
"L4699","12","0","78","0","13","3","1345","true"
"L4700","13","0","53","0","11","4","1345","true"
"L4701","9","0","63","0","3","3","1345","true"
"L4702","5","0","36","0","3","3","1345","false"
"L4703","21","0","85","0","13","4","1345","true"
"L4704","11","0","53","0","4","0","0","true"
"L5919","1","0","14","0","20","4","1345","false"
"L5920","1","0","24","0","22","4","16","false"
"L5921","41","0","262","0","92","8","1345","true"
"L5922","12","0","84","0","32","6","3122","true"
"L6224","150","0","748","1","88","7","1345","false"
"L6225","8","0","45","1","4","1","3122","false"
"L6226","1","0","20","0","13","0","0","false"
"L6227","13","0","89","0","25","4","3122","false"
"L6632","1","0","21","0","15","0","0","false"
"L6633","1","0","6","0","1","0","0","false"
"L6634","1","0","6","0","1","0","0","false"
"L6635","1","0","6","0","1","0","0","false"
"L6636","1","0","7","0","4","4","3122","false"
"L8217","109","0","619","0","176","9","1345","false"
"L8616","65","0","270","0","25","5","3122","false"
"L8617","1","0","7","0","4","0","0","false"
"L8618","1","0","40","0","17","4","1345","true"
"L8619","1","0","27","0","32","4","3122","false"
"L8620","167","0","901","2","259","8","1345","true"
"L8621","30","0","251","0","89","8","3122","true"
"L8622","1","0","4","0","2","0","0","false"
"L8623","1","0","8","0","5","0","0","false"
"L8624","13","0","77","0","22","4","1345","false"
"L8625","19","0","87","0","9","4","16","false"
"L8626","12","0","69","0","3","0","0","false"
"L8627","1","0","4","0","2","0","0","false"
"L8628","1","0","13","0","2","0","0","false"
"L8629","1","0","13","0","4","0","0","false"
"L8630","1","0","13","0","8","0","0","false"
"L8631","73","0","365","0","44","3","16","false"
"L8632","1","0","4","0","2","0","0","false"
"L8633","31","0","165","0","27","2","1345","false"
"L8634","1","0","10","0","9","2","1345","false"
"L8635","57","0","307","0","50","4","16","false"
"L8636","9","0","34","0","3","0","0","false"
"L8637","17","0","106","0","22","3","3122","false"
"L8638","2","0","22","0","3","0","0","false"
"L8639","1","0","18","0","12","0","0","false"
"L8640","18","0","101","0","9","0","0","false"
"L8641","21","0","153","0","21","5","33","false"
"L8642","20","0","135","0","14","0","0","false"
"L8643","1","0","8","0","3","0","0","false"
"L8644","17","0","117","0","13","0","0","false"
"L11686","97","0","530","1","55","5","3122","true"
"L11687","86","0","400","0","84","6","3122","true"
"L11688","1","0","16","0","1","0","0","false"
"L11689","22","0","168","0","35","4","3122","false"
"L11690","213","0","1009","3","145","7","3122","true"
"L11691","1","0","16","0","1","0","0","false"
"L12812","9","0","63","0","10","2","1345","false"
"L12813","2","0","26","0","6","4","16","false"
"L12858","2","0","26","0","5","0","0","false"
"L13261","44","0","189","0","22","5","1345","false"
"L13262","6","0","61","0","7","3","1345","false"
"L13831","1","0","40","0","3","0","0","false"
"L13832","11","0","49","0","9","5","1345","true"
"L14792","13","0","275","2","20","4","3122","true"
"L14793","3","0","161","2","16","3","3122","true"
"L14794","63","0","594","2","18","3","3122","true"
"L14795","1","0","131","2","14","3","3122","true"
"L14796","21","0","492","2","30","4","3122","true"
"L21229","4","0","61","0","5","2","3122","false"
"L21230","5","0","73","0","14","3","3122","false"
"L21231","1","0","11","0","3","2","3122","false"
"L23248","1","0","4","0","1","0","0","false"
"L23249","1","0","4","0","1","0","0","false"
"L23725","3","0","67","0","8","3","16","true"
"L23726","1","0","25","0","1","0","0","false"
"L23727","7","0","109","0","20","3","3122","true"
"L23728","1","0","10","0","3","0","0","false"
"L23729","7","0","74","0","7","2","3122","false"
"L23730","1","0","33","0","1","0","0","false"
"L23731","1","0","41","0","6","3","3122","false"
"L23732","12","0","24","0","4","3","6","false"
"L24044","1","0","80","0","76","4","1345","true"
"L24045","180","0","947","0","114","10","3122","true"
"L24046","1","0","49","0","64","1","3122","false"
"L24047","106","0","584","0","55","5","3122","false"
"L24048","1","0","34","0","49","3","3122","false"
"L24049","1","0","138","0","14","2","1345","false"
"L24050","78","0","515","2","94","7","3122","true"
"L24051","204","0","435","0","72","6","1345","false"
"L25510","1","0","16","0","12","3","3122","false"
"L25511","19","0","88","0","15","3","3122","true"
"L25512","26","0","169","0","49","5","3122","true"
"L25513","1","0","31","0","35","4","16","true"
"L25514","1","0","85","0","18","4","16","true"
"L25515","2","0","92","0","22","4","16","true"
"L25516","64","0","378","0","81","7","3122","true"
"L25517","18","0","142","0","50","2","1345","true"
"L25518","4","0","33","0","12","2","3122","false"
"L26287","54","0","263","0","27","6","33","false"
"L26288","25","0","119","0","15","6","33","false"
"L26289","19","0","86","0","15","4","3122","false"
"L26290","4","0","29","0","5","4","16","false"
"L26291","9","0","74","0","8","4","16","false"
"L26292","16","0","66","0","17","5","16","false"
"L26293","14","0","60","0","14","6","33","false"
"L26294","1","0","11","0","8","4","16","false"
"L26295","17","0","119","0","15","4","3122","false"
"L26296","4","0","32","0","7","4","16","false"
"L26297","5","0","53","0","9","4","16","false"
"L26945","261","0","990","0","241","8","1345","true"
"L26946","11","0","45","0","9","0","0","false"
"L26947","338","0","1006","1","94","7","3122","false"
"L26948","8","0","115","0","34","4","33","false"
"L26949","4","0","31","0","13","2","1345","false"
"L26950","8","0","102","0","15","0","0","false"
"L28626","1","0","6","0","1","1","1345","false"
"L28627","3","0","26","0","4","3","3122","false"
"L29451","45","0","201","0","15","0","0","false"
"L29452","66","0","352","0","64","6","1345","false"
"L29453","208","0","637","0","108","6","1345","true"
"L31476","6","0","43","0","97","0","0","true"
"L31477","98","0","261","0","66","5","3122","false"
"L31478","1","0","6","0","5","0","0","false"
"L31479","30","0","127","0","85","9","3122","true"
"L31480","14","0","86","0","30","4","3122","true"
"L31481","1","0","17","0","8","0","0","false"
"L31482","1","0","17","0","8","0","0","false"
"L31483","5","0","33","0","18","3","3122","false"
"L31484","4","0","27","0","4","0","0","false"
"L31485","2","0","25","0","8","3","16","false"
"L31486","70","0","292","0","26","4","33","true"
"L31487","33","0","158","0","12","7","3122","false"
"L31989","4","0","86","0","25","5","1345","true"
"L31990","1","0","18","0","18","3","16","true"
"L31991","1","0","62","0","13","2","1345","false"
"L31992","1","0","11","0","1","0","0","true"
"L31993","1","0","8","0","3","0","0","false"
"L31994","20","0","107","0","50","8","3122","true"
"L32772","4","0","98","0","15","6","1345","true"
"L32773","1","0","12","0","4","4","16","true"
"L32774","1","0","8","0","3","3","16","false"
"L35171","1","0","45","0","1","0","0","false"
"L35172","1","0","7","0","5","0","0","false"
"L35173","11","0","115","0","32","3","420","true"
"L35174","19","0","66","0","15","0","0","false"
"L35175","25","0","138","0","27","3","420","true"
"L35176","36","0","153","0","36","3","3122","true"
"L35177","24","0","88","0","13","0","0","false"
"L35178","16","0","98","0","23","3","3122","true"
"L35179","14","0","104","0","27","4","420","true"
"L35180","28","0","138","0","26","3","3122","true"
"L35181","23","0","91","0","22","1","3122","false"
"L35182","3","0","25","0","14","0","0","false"
"L35183","43","0","155","0","44","3","3122","true"
"L35184","1","0","5","0","1","0","0","false"
"L35185","48","0","171","0","34","5","420","true"
"L35186","6","0","46","0","5","0","0","false"
"L35187","6","0","44","0","14","0","0","false"
"L35188","3","0","31","0","11","0","0","false"
"L35189","20","0","89","0","28","3","420","true"
"L35190","20","0","88","0","31","5","420","true"
"L35191","1","0","27","0","10","0","0","false"
"L35192","20","0","88","0","28","3","420","true"
"L35193","20","0","88","0","31","4","420","true"
"L35194","13","0","65","0","15","0","0","false"
"L35195","1","0","27","0","12","0","0","false"
"L35196","15","0","58","0","15","0","0","false"
"L35197","37","0","150","0","26","1","3122","false"
"L35198","1","0","20","0","19","2","113","false"
"L36434","1","0","40","0","27","5","1345","false"
"L36435","21","0","128","0","36","3","1345","false"
"L36436","12","0","107","0","26","3","1345","false"
"L36614","64","0","565","0","49","9","3122","true"
"L36615","1","0","54","0","53","3","3122","true"
"L36616","12","0","321","0","37","6","1345","false"
"L36617","3","0","28","0","4","0","0","false"
"L36618","46","0","612","0","70","6","3122","false"
"L36619","10","0","121","0","32","4","3122","false"
"L36620","1","0","16","0","70","3","3122","false"
"L36621","2","0","7","0","3","1","3122","false"
"L36622","4","0","28","0","5","0","0","false"
"L36623","45","0","306","0","23","4","3122","false"
"L36624","81","0","467","0","14","4","3122","false"
"L43796","4","0","32","0","38","1","3122","false"
"L43797","11","0","62","0","39","1","3122","false"
"L43798","127","0","436","0","44","2","1345","false"
"L43799","131","0","664","1","93","6","3122","false"
"L43800","68","0","592","1","58","7","61","false"
"L43801","6","0","170","0","38","7","61","false"
"L43802","1","0","20","0","25","4","16","false"
"L3518","7","0","37","0","3","0","0","false"
"L3519","8","0","47","0","2","0","0","false"
"L3520","1","0","6","0","2","0","0","false"
"L3521","1","0","11","0","1","0","0","false"
"L15746","1","0","4","0","4","4","33","false"
"L15747","15","0","258","0","52","7","3122","false"
"L15748","7","0","86","0","5","4","1345","false"
"L15749","19","0","76","0","34","7","3122","true"
"L15750","1","0","29","0","6","5","1345","false"
"L15751","7","0","108","0","11","5","16","false"
"L15752","1","0","32","0","5","5","33","false"
"L15753","1","0","10","0","6","5","16","false"
"L15754","186","0","1455","1","72","7","3122","true"
"L15755","1","0","19","0","4","4","33","false"
"L21234","123","0","1154","1","50","4","3122","true"
"L21235","42","0","329","0","27","4","3122","true"
"L21236","1","0","15","0","4","3","3122","false"
"L21237","10","0","46","0","4","3","3122","false"
"L21238","2","0","54","0","6","3","3122","true"
"L22333","1","0","3","0","3","2","3122","true"
"L22334","1","0","19","0","4","3","3122","true"
"L22335","6","0","41","0","5","2","3122","true"
"L22336","113","0","1109","0","35","3","3122","true"
"L22337","38","0","327","1","23","3","3122","false"
"L22338","1","0","42","0","4","3","3122","true"
"L28630","6","0","64","0","7","3","3122","false"
"L28631","1","0","22","0","1","1","1345","false"
"L28632","1","0","19","0","1","1","1345","false"
"L28633","9","0","91","0","3","2","3122","false"
"L29456","7","0","90","0","24","6","3122","true"
"L29774","1","0","5","0","4","0","0","false"
"L29775","12","0","57","0","2","0","0","false"
"L29776","1","0","14","0","1","0","0","false"
"L29777","1","0","30","0","1","0","0","false"
"L30311","1","0","6","0","8","0","0","false"
"L30312","5","0","47","0","6","0","0","false"
"L30313","2","0","26","0","9","0","0","false"
"L30314","1","0","6","0","2","0","0","false"
"L30315","1","0","12","0","7","4","1345","false"
"L30316","1","0","10","0","6","0","0","false"
"L30862","1","0","7","0","7","0","0","false"
"L30863","12","0","51","0","10","0","0","false"
"L30864","5","0","38","0","9","0","0","false"
"L30865","5","0","32","0","5","0","0","false"
"L30866","13","0","72","0","17","4","1345","false"
"L30867","12","0","32","0","17","2","3122","false"
"L30868","4","0","35","0","2","0","0","false"
"L30869","1","0","16","0","3","0","0","false"
"L30870","3","0","97","0","28","3","1345","false"
"L30871","2","0","22","0","6","0","0","false"
"L30872","1","0","16","0","6","0","0","false"
"L30873","6","0","129","0","4","2","3122","true"
"L30874","5","0","30","0","8","0","0","false"
"L30875","3","0","72","0","22","5","1345","false"
"L30876","13","0","180","0","21","3","3122","true"
"L30877","1","0","16","0","5","0","0","false"
"L31368","1","0","6","0","3","0","0","false"
"L31369","1","0","6","0","6","0","0","false"
"L31370","6","0","34","0","6","0","0","false"
"L31371","9","0","46","0","15","0","0","false"
"L31372","5","0","31","0","1","0","0","false"
"L31997","13","0","92","0","19","5","1345","true"
"L31998","3","0","29","0","13","4","16","true"
"L31999","13","0","75","0","2","2","1345","true"
"L32000","4","0","38","0","7","3","16","true"
"L32001","14","0","70","0","19","5","16","true"
"L32002","3","0","37","0","4","3","16","true"
"L32003","9","0","65","0","12","4","16","true"
"L32004","12","0","73","0","10","4","16","true"
"L32005","1","0","20","0","3","0","0","true"
"L32006","9","0","66","0","10","4","16","true"
"L32007","10","0","55","0","39","7","61","false"
"L32299","4","0","34","0","14","3","16","true"
"L32325","21","0","93","0","24","4","16","true"
"L32326","5","0","39","0","13","7","1345","true"
"L32327","19","0","42","0","9","0","0","true"
"L32328","20","0","67","0","28","5","3122","true"
"L32329","20","0","67","0","28","5","3122","true"
"L32330","11","0","61","0","22","4","16","true"
"L32458","3","0","23","0","4","3","16","true"
"L32459","3","0","40","0","16","3","16","true"
"L32460","7","0","52","0","14","4","1345","true"
"L32461","2","0","30","0","7","5","16","true"
"L32462","7","0","44","0","7","5","16","true"
"L32463","2","0","19","0","12","3","16","true"
"L32464","6","0","33","0","4","3","16","true"
"L32465","3","0","25","0","5","3","16","true"
"L32466","4","0","40","0","22","4","1345","true"
"L32777","9","0","75","0","5","4","16","true"
"L32778","3","0","17","0","4","4","16","false"
"L32779","6","0","27","0","4","4","16","true"
"L32780","4","0","25","0","7","5","1345","false"
