"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of committers","Number of previous modifications","Number of developer commits","Number of bugs"
"L1620","PartyRenameCommand.java","src/main/java/com/gmail/nossr50/commands/party/PartyRenameCommand.java","L1605","7","0","46","1","2","5","1840","0"
"L1621","PartySubcommandType.java","src/main/java/com/gmail/nossr50/commands/party/PartySubcommandType.java","L1605","13","0","48","0","2","3","648","0"
"L1622","PartyXpShareCommand.java","src/main/java/com/gmail/nossr50/commands/party/PartyXpShareCommand.java","L1605","9","0","46","0","1","1","648","0"
"L2256","InspectCommand.java","src/main/java/com/gmail/nossr50/commands/player/InspectCommand.java","L2255","17","0","90","2","5","24","648","0"
"L2257","MccooldownCommand.java","src/main/java/com/gmail/nossr50/commands/player/MccooldownCommand.java","L2255","8","0","54","0","4","6","208","0"
"L2258","McrankCommand.java","src/main/java/com/gmail/nossr50/commands/player/McrankCommand.java","L2255","14","0","79","3","8","41","648","0"
"L2259","McstatsCommand.java","src/main/java/com/gmail/nossr50/commands/player/McstatsCommand.java","L2255","6","0","49","0","4","12","1840","0"
"L2260","MctopCommand.java","src/main/java/com/gmail/nossr50/commands/player/MctopCommand.java","L2255","17","0","93","2","8","34","648","0"
"L2442","AcrobaticsCommand.java","src/main/java/com/gmail/nossr50/commands/skills/AcrobaticsCommand.java","L2441","13","0","74","1","7","47","208","0"
"L2443","AlchemyCommand.java","src/main/java/com/gmail/nossr50/commands/skills/AlchemyCommand.java","L2441","10","0","79","0","3","3","1840","0"
"L2444","AprilCommand.java","src/main/java/com/gmail/nossr50/commands/skills/AprilCommand.java","L2441","44","0","177","0","1","1","648","0"
"L2445","ArcheryCommand.java","src/main/java/com/gmail/nossr50/commands/skills/ArcheryCommand.java","L2441","12","0","73","1","7","45","208","1"
"L2446","AxesCommand.java","src/main/java/com/gmail/nossr50/commands/skills/AxesCommand.java","L2441","17","0","92","1","7","51","208","0"
"L2447","ExcavationCommand.java","src/main/java/com/gmail/nossr50/commands/skills/ExcavationCommand.java","L2441","6","0","49","0","7","36","208","0"
"L2448","FishingCommand.java","src/main/java/com/gmail/nossr50/commands/skills/FishingCommand.java","L2441","29","0","159","1","9","75","55","0"
"L2449","HerbalismCommand.java","src/main/java/com/gmail/nossr50/commands/skills/HerbalismCommand.java","L2441","36","0","128","1","7","48","208","0"
"L2450","MiningCommand.java","src/main/java/com/gmail/nossr50/commands/skills/MiningCommand.java","L2441","22","0","120","1","8","52","648","0"
"L2451","RepairCommand.java","src/main/java/com/gmail/nossr50/commands/skills/RepairCommand.java","L2441","35","0","127","1","7","70","648","0"
"L2452","SkillCommand.java","src/main/java/com/gmail/nossr50/commands/skills/SkillCommand.java","L2441","14","0","126","0","5","18","648","0"
"L2453","SkillGuideCommand.java","src/main/java/com/gmail/nossr50/commands/skills/SkillGuideCommand.java","L2441","14","0","83","1","3","6","1840","0"
"L2454","SmeltingCommand.java","src/main/java/com/gmail/nossr50/commands/skills/SmeltingCommand.java","L2441","16","0","94","0","5","9","208","0"
"L2455","SwordsCommand.java","src/main/java/com/gmail/nossr50/commands/skills/SwordsCommand.java","L2441","14","0","81","2","7","45","208","0"
"L2456","TamingCommand.java","src/main/java/com/gmail/nossr50/commands/skills/TamingCommand.java","L2441","27","0","138","1","8","49","648","0"
"L2457","UnarmedCommand.java","src/main/java/com/gmail/nossr50/commands/skills/UnarmedCommand.java","L2441","20","0","102","1","7","53","208","0"
"L2458","WoodcuttingCommand.java","src/main/java/com/gmail/nossr50/commands/skills/WoodcuttingCommand.java","L2441","13","0","74","0","8","44","208","0"
"L4246","ExperienceConfig.java","src/main/java/com/gmail/nossr50/config/experience/ExperienceConfig.java","L4245","48","0","199","0","3","11","648","3"
"L4365","ArmorConfigManager.java","src/main/java/com/gmail/nossr50/config/mods/ArmorConfigManager.java","L4364","6","0","27","0","2","3","648","0"
"L4366","BlockConfigManager.java","src/main/java/com/gmail/nossr50/config/mods/BlockConfigManager.java","L4364","6","0","27","0","2","3","648","0"
"L4367","CustomArmorConfig.java","src/main/java/com/gmail/nossr50/config/mods/CustomArmorConfig.java","L4364","11","0","76","1","4","28","1840","0"
"L4368","CustomBlockConfig.java","src/main/java/com/gmail/nossr50/config/mods/CustomBlockConfig.java","L4364","14","0","83","0","3","12","1840","0"
"L4369","CustomEntityConfig.java","src/main/java/com/gmail/nossr50/config/mods/CustomEntityConfig.java","L4364","9","0","48","0","2","7","1840","0"
"L4370","CustomToolConfig.java","src/main/java/com/gmail/nossr50/config/mods/CustomToolConfig.java","L4364","11","0","88","0","2","11","1840","0"
"L4371","EntityConfigManager.java","src/main/java/com/gmail/nossr50/config/mods/EntityConfigManager.java","L4364","6","0","27","0","2","3","648","0"
"L4372","ToolConfigManager.java","src/main/java/com/gmail/nossr50/config/mods/ToolConfigManager.java","L4364","6","0","27","0","2","3","648","0"
"L4565","ItemWeightConfig.java","src/main/java/com/gmail/nossr50/config/party/ItemWeightConfig.java","L4564","4","0","32","0","3","3","1840","0"
"L4750","TreasureConfig.java","src/main/java/com/gmail/nossr50/config/treasure/TreasureConfig.java","L4749","87","0","350","2","4","21","1840","1"
"L5436","ChatMode.java","src/main/java/com/gmail/nossr50/datatypes/chat/ChatMode.java","L5435","1","0","18","0","1","2","1840","0"
"L5453","DatabaseType.java","src/main/java/com/gmail/nossr50/datatypes/database/DatabaseType.java","L5452","5","0","20","0","1","1","1840","0"
"L5454","DatabaseUpdateType.java","src/main/java/com/gmail/nossr50/datatypes/database/DatabaseUpdateType.java","L5452","1","0","12","0","4","8","1","0"
"L5455","PlayerStat.java","src/main/java/com/gmail/nossr50/datatypes/database/PlayerStat.java","L5452","1","0","9","0","1","1","258","0"
"L5475","FormulaType.java","src/main/java/com/gmail/nossr50/datatypes/experience/FormulaType.java","L5474","2","0","14","0","2","2","1840","0"
"L5495","CustomBlock.java","src/main/java/com/gmail/nossr50/datatypes/mods/CustomBlock.java","L5494","1","0","20","0","3","9","1840","0"
"L5496","CustomEntity.java","src/main/java/com/gmail/nossr50/datatypes/mods/CustomEntity.java","L5494","1","0","36","0","2","3","1840","0"
"L5497","CustomTool.java","src/main/java/com/gmail/nossr50/datatypes/mods/CustomTool.java","L5494","1","0","20","0","2","9","1840","0"
"L5548","ItemShareType.java","src/main/java/com/gmail/nossr50/datatypes/party/ItemShareType.java","L5547","6","0","33","0","1","2","1840","0"
"L5549","Party.java","src/main/java/com/gmail/nossr50/datatypes/party/Party.java","L5547","37","0","269","1","3","18","648","0"
"L5550","PartyFeature.java","src/main/java/com/gmail/nossr50/datatypes/party/PartyFeature.java","L5547","6","0","43","0","2","2","1840","0"
"L5551","PartyTeleportRecord.java","src/main/java/com/gmail/nossr50/datatypes/party/PartyTeleportRecord.java","L5547","1","0","52","0","1","1","1840","0"
"L5552","ShareMode.java","src/main/java/com/gmail/nossr50/datatypes/party/ShareMode.java","L5547","4","0","21","0","1","2","1840","0"
"L5719","McMMOPlayer.java","src/main/java/com/gmail/nossr50/datatypes/player/McMMOPlayer.java","L5718","76","0","592","2","8","65","1840","2"
"L5720","PlayerProfile.java","src/main/java/com/gmail/nossr50/datatypes/player/PlayerProfile.java","L5718","15","0","147","2","6","49","208","1"
"L6127","AbilityType.java","src/main/java/com/gmail/nossr50/datatypes/skills/AbilityType.java","L6126","17","0","149","0","5","8","208","0"
"L6128","SecondaryAbility.java","src/main/java/com/gmail/nossr50/datatypes/skills/SecondaryAbility.java","L6126","1","0","54","0","2","2","648","0"
"L6129","SkillType.java","src/main/java/com/gmail/nossr50/datatypes/skills/SkillType.java","L6126","16","0","179","0","6","24","648","0"
"L6130","ToolType.java","src/main/java/com/gmail/nossr50/datatypes/skills/ToolType.java","L6126","7","0","43","0","1","1","258","0"
"L6364","EnchantmentTreasure.java","src/main/java/com/gmail/nossr50/datatypes/treasure/EnchantmentTreasure.java","L6363","1","0","22","0","1","1","648","0"
"L6365","ExcavationTreasure.java","src/main/java/com/gmail/nossr50/datatypes/treasure/ExcavationTreasure.java","L6363","1","0","7","0","3","6","1840","0"
"L6366","FishingTreasure.java","src/main/java/com/gmail/nossr50/datatypes/treasure/FishingTreasure.java","L6363","1","0","7","0","3","5","648","0"
"L6367","HylianTreasure.java","src/main/java/com/gmail/nossr50/datatypes/treasure/HylianTreasure.java","L6363","1","0","7","0","2","3","1840","0"
"L6368","Rarity.java","src/main/java/com/gmail/nossr50/datatypes/treasure/Rarity.java","L6363","2","0","18","0","2","2","1840","0"
"L6369","ShakeTreasure.java","src/main/java/com/gmail/nossr50/datatypes/treasure/ShakeTreasure.java","L6363","1","0","7","0","1","2","1840","0"
"L6370","Treasure.java","src/main/java/com/gmail/nossr50/datatypes/treasure/Treasure.java","L6363","1","0","38","0","2","4","258","0"
"L6444","McMMOAdminChatEvent.java","src/main/java/com/gmail/nossr50/events/chat/McMMOAdminChatEvent.java","L6443","1","0","10","1","5","8","1840","0"
"L6445","McMMOChatEvent.java","src/main/java/com/gmail/nossr50/events/chat/McMMOChatEvent.java","L6443","1","0","59","1","5","10","258","0"
"L6446","McMMOPartyChatEvent.java","src/main/java/com/gmail/nossr50/events/chat/McMMOPartyChatEvent.java","L6443","1","0","16","1","5","8","1840","0"
"L6519","McMMOPlayerExperienceEvent.java","src/main/java/com/gmail/nossr50/events/experience/McMMOPlayerExperienceEvent.java","L6518","1","0","39","0","4","10","1840","0"
"L6520","McMMOPlayerLevelChangeEvent.java","src/main/java/com/gmail/nossr50/events/experience/McMMOPlayerLevelChangeEvent.java","L6518","1","0","8","0","2","2","1840","0"
"L6521","McMMOPlayerLevelDownEvent.java","src/main/java/com/gmail/nossr50/events/experience/McMMOPlayerLevelDownEvent.java","L6518","1","0","20","0","1","1","648","0"
"L6522","McMMOPlayerLevelUpEvent.java","src/main/java/com/gmail/nossr50/events/experience/McMMOPlayerLevelUpEvent.java","L6518","1","0","20","1","4","12","648","0"
"L6523","McMMOPlayerXpGainEvent.java","src/main/java/com/gmail/nossr50/events/experience/McMMOPlayerXpGainEvent.java","L6518","1","0","24","0","4","9","648","0"
"L6608","FakeBlockBreakEvent.java","src/main/java/com/gmail/nossr50/events/fake/FakeBlockBreakEvent.java","L6607","1","0","9","0","4","6","258","0"
"L6609","FakeBlockDamageEvent.java","src/main/java/com/gmail/nossr50/events/fake/FakeBlockDamageEvent.java","L6607","1","0","10","0","4","4","258","0"
"L6610","FakeEntityDamageByEntityEvent.java","src/main/java/com/gmail/nossr50/events/fake/FakeEntityDamageByEntityEvent.java","L6607","1","0","8","0","2","4","1840","1"
"L6611","FakeEntityDamageEvent.java","src/main/java/com/gmail/nossr50/events/fake/FakeEntityDamageEvent.java","L6607","1","0","8","0","2","4","1840","1"
"L6612","FakeEntityTameEvent.java","src/main/java/com/gmail/nossr50/events/fake/FakeEntityTameEvent.java","L6607","1","0","9","0","1","1","1840","0"
"L6613","FakePlayerAnimationEvent.java","src/main/java/com/gmail/nossr50/events/fake/FakePlayerAnimationEvent.java","L6607","1","0","8","0","3","4","258","0"
"L6614","FakePlayerFishEvent.java","src/main/java/com/gmail/nossr50/events/fake/FakePlayerFishEvent.java","L6607","1","0","10","0","1","1","1840","0"
"L6657","McMMOPlayerDeathPenaltyEvent.java","src/main/java/com/gmail/nossr50/events/hardcore/McMMOPlayerDeathPenaltyEvent.java","L6656","1","0","28","0","1","1","648","0"
"L6672","McMMOItemSpawnEvent.java","src/main/java/com/gmail/nossr50/events/items/McMMOItemSpawnEvent.java","L6671","1","0","44","0","1","3","1840","0"
"L6703","McMMOPartyAllianceChangeEvent.java","src/main/java/com/gmail/nossr50/events/party/McMMOPartyAllianceChangeEvent.java","L6702","2","0","51","0","1","1","648","0"
"L6704","McMMOPartyChangeEvent.java","src/main/java/com/gmail/nossr50/events/party/McMMOPartyChangeEvent.java","L6702","2","0","53","0","3","5","258","0"
"L6705","McMMOPartyLevelUpEvent.java","src/main/java/com/gmail/nossr50/events/party/McMMOPartyLevelUpEvent.java","L6702","1","0","40","0","1","1","648","0"
"L6706","McMMOPartyTeleportEvent.java","src/main/java/com/gmail/nossr50/events/party/McMMOPartyTeleportEvent.java","L6702","1","0","27","0","3","4","258","0"
"L6707","McMMOPartyXpGainEvent.java","src/main/java/com/gmail/nossr50/events/party/McMMOPartyXpGainEvent.java","L6702","1","0","48","0","1","1","648","0"
"L6861","McMMOPlayerSkillEvent.java","src/main/java/com/gmail/nossr50/events/skills/McMMOPlayerSkillEvent.java","L6860","1","0","29","0","4","10","1840","0"
"L8169","CleanBackupsTask.java","src/main/java/com/gmail/nossr50/runnables/backups/CleanBackupsTask.java","L8168","19","0","93","0","1","7","648","0"
"L8259","McrankCommandAsyncTask.java","src/main/java/com/gmail/nossr50/runnables/commands/McrankCommandAsyncTask.java","L8258","3","0","29","0","5","12","648","0"
"L8260","McrankCommandDisplayTask.java","src/main/java/com/gmail/nossr50/runnables/commands/McrankCommandDisplayTask.java","L8258","8","0","54","0","3","10","1840","0"
"L8261","MctopCommandAsyncTask.java","src/main/java/com/gmail/nossr50/runnables/commands/MctopCommandAsyncTask.java","L8258","3","0","32","2","5","13","648","0"
"L8262","MctopCommandDisplayTask.java","src/main/java/com/gmail/nossr50/runnables/commands/MctopCommandDisplayTask.java","L8258","6","0","56","0","4","8","1840","0"
"L8360","DatabaseConversionTask.java","src/main/java/com/gmail/nossr50/runnables/database/DatabaseConversionTask.java","L8359","1","0","26","0","1","1","1840","0"
"L8361","FormulaConversionTask.java","src/main/java/com/gmail/nossr50/runnables/database/FormulaConversionTask.java","L8359","6","0","73","0","3","9","1840","0"
"L8362","SQLDatabaseKeepaliveTask.java","src/main/java/com/gmail/nossr50/runnables/database/SQLDatabaseKeepaliveTask.java","L8359","2","0","19","0","2","2","648","1"
"L8363","SQLReconnectTask.java","src/main/java/com/gmail/nossr50/runnables/database/SQLReconnectTask.java","L8359","3","0","18","0","3","4","208","1"
"L8364","UserPurgeTask.java","src/main/java/com/gmail/nossr50/runnables/database/UserPurgeTask.java","L8359","2","0","13","0","2","4","1840","0"
"L8420","ChimaeraWingWarmup.java","src/main/java/com/gmail/nossr50/runnables/items/ChimaeraWingWarmup.java","L8419","7","0","45","2","2","9","1840","0"
"L8421","TeleportationWarmup.java","src/main/java/com/gmail/nossr50/runnables/items/TeleportationWarmup.java","L8419","5","0","45","0","2","6","1840","0"
"L8458","PartyAutoKickTask.java","src/main/java/com/gmail/nossr50/runnables/party/PartyAutoKickTask.java","L8457","8","0","35","2","3","9","1840","0"
"L8472","PlayerProfileSaveTask.java","src/main/java/com/gmail/nossr50/runnables/player/PlayerProfileSaveTask.java","L8471","1","0","13","0","3","5","1840","0"
"L8473","PowerLevelUpdatingTask.java","src/main/java/com/gmail/nossr50/runnables/player/PowerLevelUpdatingTask.java","L8471","2","0","11","0","1","1","55","0"
"L8495","AbilityCooldownTask.java","src/main/java/com/gmail/nossr50/runnables/skills/AbilityCooldownTask.java","L8494","2","0","20","0","1","1","1840","0"
