"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of committers","Number of previous fixes","Number of previous modifications","Number of bugs"
"L2215","PreviousOrEmptyFeaturesAggregator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/initialy/PreviousOrEmptyFeaturesAggregator.java","L2210","5","0","21","327","1","1","2","0"
"L2323","IterationState.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/IterationState.java","L2322","2","0","24","0","0","0","1","0"
"L2324","IterationStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/IterationStep.java","L2322","3","0","33","0","0","0","1","0"
"L2544","CollectKnownItemsFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/known/CollectKnownItemsFn.java","L2543","2","0","22","327","1","0","2","0"
"L2545","CollectKnownItemsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/known/CollectKnownItemsStep.java","L2543","2","0","28","327","1","1","3","0"
"L2568","ALSLocalGenerationRunner.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ALSLocalGenerationRunner.java","L2567","10","0","88","327","1","1","6","0"
"L2569","ByLastModifiedComparator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ByLastModifiedComparator.java","L2567","3","0","21","0","0","0","1","0"
"L2570","ComputeMAP.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ComputeMAP.java","L2567","13","0","86","327","1","0","3","0"
"L2571","FactorMatrix.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/FactorMatrix.java","L2567","3","0","49","0","0","0","1","0"
"L2572","MakeItemSimilarity.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/MakeItemSimilarity.java","L2567","5","0","85","327","1","1","3","0"
"L2573","MakeRecommendations.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/MakeRecommendations.java","L2567","6","0","96","327","1","1","3","0"
"L2574","ReadInputs.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ReadInputs.java","L2567","23","0","124","327","2","0","8","0"
"L2575","ReadMapping.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/ReadMapping.java","L2567","5","0","36","327","2","0","5","0"
"L2576","SplitTestTrain.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/SplitTestTrain.java","L2567","8","0","63","327","1","0","4","0"
"L2577","WriteOutputs.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/local/WriteOutputs.java","L2567","11","0","153","327","1","1","5","0"
"L2877","AbstractToVectorsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/AbstractToVectorsStep.java","L2876","2","0","30","327","1","1","3","0"
"L2878","CombineMappingsFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/CombineMappingsFn.java","L2876","1","0","11","327","1","0","2","0"
"L2879","DelimitedInputParseFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/DelimitedInputParseFn.java","L2876","3","0","24","0","0","0","1","0"
"L2880","ExistingMappingsMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ExistingMappingsMapFn.java","L2876","1","0","14","327","1","0","2","0"
"L2881","InboundJoinFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/InboundJoinFn.java","L2876","1","0","11","327","1","0","3","0"
"L2882","JoinBeforeMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/JoinBeforeMapFn.java","L2876","1","0","11","327","1","0","3","0"
"L2883","MappingParseFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MappingParseFn.java","L2876","3","0","24","327","1","0","2","0"
"L2884","MergeIDMappingStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MergeIDMappingStep.java","L2876","3","0","44","327","1","1","3","0"
"L2885","MergeNewOldStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MergeNewOldStep.java","L2876","5","0","69","327","1","1","7","0"
"L2886","MergeNewOldValuesFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/MergeNewOldValuesFn.java","L2876","28","0","133","327","1","0","7","0"
"L2887","SplitTestFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/SplitTestFn.java","L2876","3","0","28","327","1","0","3","0"
"L2888","SplitTestStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/SplitTestStep.java","L2876","2","0","39","327","1","0","2","0"
"L2889","ToItemVectorsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ToItemVectorsStep.java","L2876","1","0","21","0","0","0","1","0"
"L2890","ToUserVectorsStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ToUserVectorsStep.java","L2876","1","0","19","0","0","0","1","0"
"L2891","ToVectorReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/ToVectorReduceFn.java","L2876","3","0","18","0","0","0","1","0"
"L2892","TransposeUserItemFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/merge/TransposeUserItemFn.java","L2876","1","0","10","0","0","0","1","0"
"L3081","AbstractPopularStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/AbstractPopularStep.java","L3080","2","0","28","0","0","0","1","0"
"L3082","PopularItemStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularItemStep.java","L3080","1","0","14","0","0","0","1","0"
"L3083","PopularMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularMapFn.java","L3080","4","0","42","327","1","0","3","0"
"L3084","PopularReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularReduceFn.java","L3080","3","0","24","327","1","0","2","0"
"L3085","PopularUserStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/popular/PopularUserStep.java","L3080","1","0","14","0","0","0","1","0"
"L3149","PublishMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishMapFn.java","L3148","2","0","17","327","1","0","3","0"
"L3150","PublishStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishStep.java","L3148","3","0","33","0","0","0","1","0"
"L3151","PublishXStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishXStep.java","L3148","1","0","10","0","0","0","1","0"
"L3152","PublishYStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/publish/PublishYStep.java","L3148","1","0","10","0","0","0","1","0"
"L3189","CollectRecommendFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/CollectRecommendFn.java","L3188","3","0","40","327","1","0","2","0"
"L3190","CollectRecommendStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/CollectRecommendStep.java","L3188","2","0","34","327","1","1","3","0"
"L3191","DistributeRecommendWorkFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/DistributeRecommendWorkFn.java","L3188","2","0","25","0","0","0","1","0"
"L3192","DistributeRecommendWorkStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/DistributeRecommendWorkStep.java","L3188","2","0","50","327","1","1","3","0"
"L3193","KnownItemsFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/KnownItemsFn.java","L3188","2","0","26","327","1","0","2","0"
"L3194","RecommendIterator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/RecommendIterator.java","L3188","2","0","40","0","0","0","1","0"
"L3195","RecommendReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/RecommendReduceFn.java","L3188","4","0","50","0","0","0","1","0"
"L3196","RecommendStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/recommend/RecommendStep.java","L3188","2","0","45","327","1","1","3","0"
"L3307","DistributeSimilarWorkMapFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/DistributeSimilarWorkMapFn.java","L3306","2","0","23","0","0","0","1","0"
"L3308","DistributeSimilarWorkReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/DistributeSimilarWorkReduceFn.java","L3306","4","0","46","0","0","0","1","0"
"L3309","DistributeSimilarWorkStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/DistributeSimilarWorkStep.java","L3306","2","0","48","327","1","1","3","0"
"L3310","MostSimilarItemIterator.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/MostSimilarItemIterator.java","L3306","3","0","47","0","0","0","1","0"
"L3311","SimilarReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/SimilarReduceFn.java","L3306","3","0","40","327","1","0","2","0"
"L3312","SimilarStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/similar/SimilarStep.java","L3306","2","0","34","327","1","1","3","0"
"L3389","ALSTypes.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/types/ALSTypes.java","L3388","5","0","101","16","1","0","3","0"
"L3390","MatrixRow.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/types/MatrixRow.java","L3388","3","0","44","0","0","0","1","0"
"L2372","ComputeUserAPFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/ComputeUserAPFn.java","L2371","13","0","89","327","1","0","3","0"
"L2373","ConvergenceSampleFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/ConvergenceSampleFn.java","L2371","5","0","44","327","1","0","2","1"
"L2374","RowReduceFn.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/RowReduceFn.java","L2371","12","0","99","0","0","0","1","0"
"L2375","RowStep.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/RowStep.java","L2371","14","0","117","327","1","2","7","0"
"L2376","YState.java","als-computation/src/main/java/com/cloudera/oryx/als/computation/iterate/row/YState.java","L2371","10","0","84","0","0","0","1","0"
"L3472","MostPopularItemsIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/MostPopularItemsIterator.java","L3471","4","0","48","327","1","0","2","0"
"L3473","MostSimilarItemIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/MostSimilarItemIterator.java","L3471","10","0","80","327","1","0","2","0"
"L3474","MostSurprisingIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/MostSurprisingIterator.java","L3471","1","0","40","327","1","0","1","0"
"L3475","RecommendedBecauseIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/RecommendedBecauseIterator.java","L3471","2","0","40","0","0","0","1","0"
"L3476","RecommendIterator.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/RecommendIterator.java","L3471","8","0","74","327","1","0","2","0"
"L3477","ServerRecommender.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/ServerRecommender.java","L3471","97","0","919","327","1","2","12","0"
"L3480","RegexRescorer.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/example/RegexRescorer.java","L3479","1","0","26","327","1","0","3","0"
"L3481","RegexRescorerProvider.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/example/RegexRescorerProvider.java","L3479","3","0","40","327","1","0","3","0"
"L3532","ALSGenerationManager.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/generation/ALSGenerationManager.java","L3531","10","0","93","327","1","2","7","0"
"L3533","Generation.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/generation/Generation.java","L3531","5","0","101","327","1","0","2","0"
"L3534","GenerationLoader.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/generation/GenerationLoader.java","L3531","17","0","216","327","1","2","5","0"
"L4065","AbstractALSServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/AbstractALSServlet.java","L4064","11","0","107","327","1","1","10","0"
"L4066","AllItemIDsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/AllItemIDsServlet.java","L4064","2","0","17","327","1","0","1","0"
"L4067","ALSServingInitListener.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/ALSServingInitListener.java","L4064","7","0","82","327","1","1","8","0"
"L4068","BecauseServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/BecauseServlet.java","L4064","9","0","52","327","1","1","7","0"
"L4069","EstimateForAnonymousServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/EstimateForAnonymousServlet.java","L4064","6","0","46","327","2","1","6","0"
"L4070","EstimateServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/EstimateServlet.java","L4064","5","0","42","327","1","1","4","0"
"L4071","IngestServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/IngestServlet.java","L4064","16","0","72","327","1","1","2","0"
"L4072","KnownItemsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/KnownItemsServlet.java","L4064","4","0","32","327","1","0","2","0"
"L4073","MostPopularItemsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/MostPopularItemsServlet.java","L4064","4","0","24","327","1","0","6","0"
"L4074","MostSurprisingServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/MostSurprisingServlet.java","L4064","8","0","46","327","1","0","1","0"
"L4075","PopularRepresentativeItemsServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/PopularRepresentativeItemsServlet.java","L4064","3","0","19","327","1","0","1","0"
"L4076","PreferenceServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/PreferenceServlet.java","L4064","9","0","71","327","1","1","5","0"
"L4077","ReadyServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/ReadyServlet.java","L4064","2","0","19","0","0","0","1","0"
"L4078","RecommendServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RecommendServlet.java","L4064","9","0","52","327","1","1","8","0"
"L4079","RecommendToAnonymousServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RecommendToAnonymousServlet.java","L4064","12","0","77","327","1","0","8","0"
"L4080","RecommendToManyServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RecommendToManyServlet.java","L4064","8","0","51","327","1","1","8","0"
"L4081","RefreshServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/RefreshServlet.java","L4064","1","0","11","0","0","0","1","0"
"L4082","SimilarityServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/SimilarityServlet.java","L4064","9","0","61","327","1","1","9","0"
"L4083","SimilarityToItemServlet.java","als-serving/src/main/java/com/cloudera/oryx/als/serving/web/SimilarityToItemServlet.java","L4064","7","0","49","327","1","1","4","0"
"L4483","ClassUtils.java","common/src/main/java/com/cloudera/oryx/common/ClassUtils.java","L4482","8","0","75","327","1","0","2","0"
"L4484","LangUtils.java","common/src/main/java/com/cloudera/oryx/common/LangUtils.java","L4482","1","0","22","327","1","0","3","0"
"L4485","ReloadingReference.java","common/src/main/java/com/cloudera/oryx/common/ReloadingReference.java","L4482","12","0","88","327","1","0","2","0"
"L4807","AbstractRealVectorPreservingVisitor.java","common/src/main/java/com/cloudera/oryx/common/math/AbstractRealVectorPreservingVisitor.java","L4806","1","0","11","0","0","0","1","0"
"L4808","CommonsMathLinearSystemSolver.java","common/src/main/java/com/cloudera/oryx/common/math/CommonsMathLinearSystemSolver.java","L4806","4","0","41","327","1","2","3","0"
"L4809","CommonsMathSolver.java","common/src/main/java/com/cloudera/oryx/common/math/CommonsMathSolver.java","L4806","4","0","31","0","0","0","1","0"
"L4810","IllConditionedSolverException.java","common/src/main/java/com/cloudera/oryx/common/math/IllConditionedSolverException.java","L4806","1","0","8","0","0","0","1","0"
"L4811","InverseBasedSolver.java","common/src/main/java/com/cloudera/oryx/common/math/InverseBasedSolver.java","L4806","3","0","25","0","0","0","1","0"
"L4812","LinearSystemSolver.java","common/src/main/java/com/cloudera/oryx/common/math/LinearSystemSolver.java","L4806","1","0","7","0","0","0","1","0"
"L4813","MatrixUtils.java","common/src/main/java/com/cloudera/oryx/common/math/MatrixUtils.java","L4806","11","0","83","0","0","0","1","0"
"L4814","NamedRealVector.java","common/src/main/java/com/cloudera/oryx/common/math/NamedRealVector.java","L4806","7","0","87","327","1","0","2","0"
"L4815","OpenMapRealVector.java","common/src/main/java/com/cloudera/oryx/common/math/OpenMapRealVector.java","L4806","69","0","566","0","0","0","1","0"
"L4816","QRDecomposition.java","common/src/main/java/com/cloudera/oryx/common/math/QRDecomposition.java","L4806","44","0","256","327","1","1","3","0"
"L4817","RRQRDecomposition.java","common/src/main/java/com/cloudera/oryx/common/math/RRQRDecomposition.java","L4806","11","0","104","327","1","1","4","0"
"L4818","SimpleVectorMath.java","common/src/main/java/com/cloudera/oryx/common/math/SimpleVectorMath.java","L4806","4","0","26","0","0","0","1","0"
"L4819","SingularMatrixSolverException.java","common/src/main/java/com/cloudera/oryx/common/math/SingularMatrixSolverException.java","L4806","1","0","15","0","0","0","1","0"
"L4820","Solver.java","common/src/main/java/com/cloudera/oryx/common/math/Solver.java","L4806","1","0","5","0","0","0","1","0"
"L4821","SolverException.java","common/src/main/java/com/cloudera/oryx/common/math/SolverException.java","L4806","1","0","11","0","0","0","1","0"
"L4822","SparseRealVector.java","common/src/main/java/com/cloudera/oryx/common/math/SparseRealVector.java","L4806","3","0","61","0","0","0","1","0"
"L4823","Vectors.java","common/src/main/java/com/cloudera/oryx/common/math/Vectors.java","L4806","2","0","22","327","1","0","2","0"
"L5565","DoubleWeightedMean.java","common/src/main/java/com/cloudera/oryx/common/stats/DoubleWeightedMean.java","L5564","5","0","72","327","1","0","2","0"
"L5566","IntegerWeightedMean.java","common/src/main/java/com/cloudera/oryx/common/stats/IntegerWeightedMean.java","L5564","5","0","79","0","0","0","1","0"
"L5567","JVMEnvironment.java","common/src/main/java/com/cloudera/oryx/common/stats/JVMEnvironment.java","L5564","4","0","40","0","0","0","1","0"
"L5568","RunningStatistics.java","common/src/main/java/com/cloudera/oryx/common/stats/RunningStatistics.java","L5564","1","0","32","327","1","0","2","0"
"L5569","RunningStatisticsPerTime.java","common/src/main/java/com/cloudera/oryx/common/stats/RunningStatisticsPerTime.java","L5564","16","0","84","0","0","0","1","0"
"L5570","UpdatableVariance.java","common/src/main/java/com/cloudera/oryx/common/stats/UpdatableVariance.java","L5564","4","0","42","0","0","0","1","0"
"L5951","BitSet.java","common/src/main/java/com/cloudera/oryx/common/collection/BitSet.java","L5950","13","0","91","327","1","1","3","0"
"L5952","LongFloatMap.java","common/src/main/java/com/cloudera/oryx/common/collection/LongFloatMap.java","L5950","58","0","386","0","0","0","1","0"
"L5953","LongObjectMap.java","common/src/main/java/com/cloudera/oryx/common/collection/LongObjectMap.java","L5950","63","0","475","0","0","0","1","0"
"L5954","LongSet.java","common/src/main/java/com/cloudera/oryx/common/collection/LongSet.java","L5950","66","0","293","0","0","0","1","0"
"L5955","SamplingLongPrimitiveIterator.java","common/src/main/java/com/cloudera/oryx/common/collection/SamplingLongPrimitiveIterator.java","L5950","7","0","65","0","0","0","1","0"
"L6628","DelimitedDataUtils.java","common/src/main/java/com/cloudera/oryx/common/io/DelimitedDataUtils.java","L6627","23","0","112","327","1","0","3","0"
