"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of committers","Number of previous modifications","Number of developer commits","Number of bugs"
"L3927","AdminExporterService.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/service/AdminExporterService.java","L3924","1","0","11","0","3","3","2597","0"
"L3928","AdminExporterServiceAsync.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/service/AdminExporterServiceAsync.java","L3924","1","0","8","0","3","3","2597","0"
"L3929","AppServices.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/service/AppServices.java","L3924","1","0","13","0","3","4","2597","0"
"L4657","AdminCatalogRemoteService.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/AdminCatalogRemoteService.java","L4656","9","0","90","0","5","14","219","0"
"L4658","AdminExporterRemoteService.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/AdminExporterRemoteService.java","L4656","7","0","54","0","3","5","2597","0"
"L5484","BroadleafAdminExportController.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/web/controller/BroadleafAdminExportController.java","L5483","4","0","39","0","3","3","2597","0"
"L1043","ChallengeQuestionListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/customer/ChallengeQuestionListDataSourceFactory.java","L1042","3","0","31","0","5","10","219","0"
"L1044","CustomerAddressDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/customer/CustomerAddressDataSourceFactory.java","L1042","3","0","35","0","5","11","219","0"
"L1045","CustomerListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/customer/CustomerListDataSourceFactory.java","L1042","3","0","34","0","5","13","219","0"
"L1046","LocaleListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/customer/LocaleListDataSourceFactory.java","L1042","3","0","31","0","5","10","219","0"
"L1123","BundledOrderItemListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/BundledOrderItemListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1124","CountryListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/CountryListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1125","DiscreteOrderItemFeePriceDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/DiscreteOrderItemFeePriceDataSourceFactory.java","L1122","3","0","33","0","5","10","219","0"
"L1126","FulfillmentGroupAdjustmentListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/FulfillmentGroupAdjustmentListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1127","FulfillmentGroupListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/FulfillmentGroupListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1128","OfferCodeListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/OfferCodeListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1129","OrderAdjustmentListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/OrderAdjustmentListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1130","OrderItemAdjustmentListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/OrderItemAdjustmentListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1131","OrderItemListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/OrderItemListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1132","OrderListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/OrderListDataSourceFactory.java","L1122","3","0","31","0","5","10","219","0"
"L1133","PaymentAdditionalAttributesDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/PaymentAdditionalAttributesDataSourceFactory.java","L1122","3","0","42","0","5","11","219","0"
"L1134","PaymentInfoListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/PaymentInfoListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1135","PaymentLogListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/PaymentLogListDataSourceFactory.java","L1122","3","0","31","0","4","10","219","0"
"L1136","PaymentResponseItemListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/PaymentResponseItemListDataSourceFactory.java","L1122","3","0","31","0","4","10","219","0"
"L1137","StateListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/StateListDataSourceFactory.java","L1122","3","0","35","0","5","10","219","0"
"L1342","CustomerListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/promotion/CustomerListDataSourceFactory.java","L1341","3","0","32","0","5","10","219","0"
"L1343","FulfillmentGroupListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/promotion/FulfillmentGroupListDataSourceFactory.java","L1341","3","0","33","0","5","10","219","0"
"L1344","OfferItemCriteriaListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/promotion/OfferItemCriteriaListDataSourceFactory.java","L1341","3","0","35","0","5","12","219","0"
"L1345","OfferItemTargetCriteriaListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/promotion/OfferItemTargetCriteriaListDataSourceFactory.java","L1341","3","0","35","0","4","11","219","0"
"L1346","OfferListDataSource.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/promotion/OfferListDataSource.java","L1341","1","0","34","0","4","5","219","0"
"L1347","OfferListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/promotion/OfferListDataSourceFactory.java","L1341","3","0","31","0","5","10","219","0"
"L1348","OrderItemListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/promotion/OrderItemListDataSourceFactory.java","L1341","3","0","33","0","5","10","219","0"
"L1349","OrderListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/promotion/OrderListDataSourceFactory.java","L1341","3","0","32","0","5","10","219","0"
"L2587","CustomerPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/customer/CustomerPresenter.java","L2586","4","0","175","0","7","19","219","0"
"L2705","OrderItemPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/order/OrderItemPresenter.java","L2704","16","0","190","0","6","16","219","0"
"L2706","OrderPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/order/OrderPresenter.java","L2704","12","0","348","0","7","17","219","0"
"L2707","PaymentInfoPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/order/PaymentInfoPresenter.java","L2704","1","0","15","0","3","5","219","0"
"L3067","CriteriaType.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/promotion/CriteriaType.java","L3066","1","0","5","0","4","6","219","0"
"L3068","FilterType.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/promotion/FilterType.java","L3066","1","0","7","0","4","5","219","0"
"L3069","OfferPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/promotion/OfferPresenter.java","L3066","24","0","632","0","6","17","219","0"
"L3070","OfferPresenterExtractor.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/promotion/OfferPresenterExtractor.java","L3066","61","0","345","0","5","12","219","0"
"L3071","OfferPresenterInitializer.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/promotion/OfferPresenterInitializer.java","L3066","77","0","460","0","5","12","219","0"
"L3072","StateFinishedCallback.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/promotion/StateFinishedCallback.java","L3066","1","0","4","0","4","6","219","0"
"L3073","StateManager.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/promotion/StateManager.java","L3066","5","0","36","0","4","6","219","0"
"L4121","CustomerDisplay.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/customer/CustomerDisplay.java","L4120","1","0","8","0","4","9","219","0"
"L4122","CustomerView.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/customer/CustomerView.java","L4120","1","0","75","0","7","13","219","0"
"L4147","ExportCriteriaDialog.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/dialog/ExportCriteriaDialog.java","L4146","10","0","135","0","5","9","219","0"
"L4148","ExportListSelectionDialog.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/dialog/ExportListSelectionDialog.java","L4146","2","0","105","0","3","3","2597","0"
"L4247","OrderDisplay.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/order/OrderDisplay.java","L4246","1","0","26","0","6","9","219","0"
"L4248","OrderItemDisplay.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/order/OrderItemDisplay.java","L4246","1","0","10","0","4","5","219","0"
"L4249","OrderItemView.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/order/OrderItemView.java","L4246","3","0","160","0","4","6","219","0"
"L4250","OrderView.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/order/OrderView.java","L4246","1","0","169","0","6","13","219","0"
"L4349","OfferDisplay.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/promotion/OfferDisplay.java","L4348","1","0","101","0","5","8","219","0"
"L4350","OfferView.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/promotion/OfferView.java","L4348","5","0","966","0","6","16","219","0"
"L4351","SectionView.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/promotion/SectionView.java","L4348","1","0","27","0","4","5","219","0"
"L4812","AdminExporter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/export/AdminExporter.java","L4811","1","0","15","0","3","3","2597","0"
"L4833","AdminUserCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/AdminUserCustomPersistenceHandler.java","L4832","6","0","105","0","6","11","219","0"
"L4834","CategoryCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/CategoryCustomPersistenceHandler.java","L4832","6","0","60","0","6","16","219","0"
"L4835","ChildCategoriesCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/ChildCategoriesCustomPersistenceHandler.java","L4832","6","0","46","0","6","15","219","0"
"L4836","CustomerCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/CustomerCustomPersistenceHandler.java","L4832","3","0","40","0","6","8","219","0"
"L4837","CustomerPasswordCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/CustomerPasswordCustomPersistenceHandler.java","L4832","4","0","35","0","6","9","219","0"
"L4838","MediaCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/MediaCustomPersistenceHandler.java","L4832","2","0","42","0","5","9","343","0"
"L4839","OfferCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/OfferCustomPersistenceHandler.java","L4832","41","0","324","0","7","33","219","0"
"L4840","OfferItemCriteriaCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/OfferItemCriteriaCustomPersistenceHandler.java","L4832","6","0","57","0","6","13","219","0"
"L4841","ProductCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/ProductCustomPersistenceHandler.java","L4832","10","0","76","0","7","10","219","0"
"L4842","SkuCustomPersistenceHandler.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/server/service/handler/SkuCustomPersistenceHandler.java","L4832","33","0","255","0","8","38","219","0"
"L259","AllProductsDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/AllProductsDataSourceFactory.java","L258","3","0","41","0","5","10","219","0"
"L260","CategoryListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/CategoryListDataSourceFactory.java","L258","1","0","36","0","5","12","219","0"
"L261","CategorySearchDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/CategorySearchDataSourceFactory.java","L258","3","0","41","0","5","10","219","0"
"L262","CategoryTreeDataSource.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/CategoryTreeDataSource.java","L258","8","0","76","0","6","16","219","0"
"L263","CategoryTreeDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/CategoryTreeDataSourceFactory.java","L258","3","0","40","0","5","10","219","0"
"L264","FeaturedProductListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/FeaturedProductListDataSourceFactory.java","L258","3","0","43","0","5","10","219","0"
"L265","MediaMapDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/MediaMapDataSourceFactory.java","L258","3","0","44","0","5","11","219","0"
"L266","OrphanedCategoryListDataSource.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/OrphanedCategoryListDataSource.java","L258","1","0","39","0","4","5","219","0"
"L267","OrphanedCategoryListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/OrphanedCategoryListDataSourceFactory.java","L258","3","0","35","0","5","11","219","0"
"L764","BundleSkuSearchDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/BundleSkuSearchDataSourceFactory.java","L763","1","0","29","0","5","8","343","0"
"L765","CategoryCrossSaleProductListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/CategoryCrossSaleProductListDataSourceFactory.java","L763","3","0","43","0","4","11","219","0"
"L766","CategoryUpSaleProductListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/CategoryUpSaleProductListDataSourceFactory.java","L763","3","0","43","0","4","11","219","0"
"L767","OneToOneProductSkuDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/OneToOneProductSkuDataSourceFactory.java","L763","3","0","32","0","7","14","219","0"
"L768","ParentCategoryListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/ParentCategoryListDataSourceFactory.java","L763","3","0","44","0","5","10","219","0"
"L769","ProductListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/ProductListDataSourceFactory.java","L763","1","0","24","0","5","11","219","0"
"L770","ProductOptionDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/ProductOptionDataSourceFactory.java","L763","3","0","34","0","7","14","219","0"
"L771","ProductOptionListDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/ProductOptionListDataSourceFactory.java","L763","3","0","31","0","4","6","343","0"
"L772","ProductOptionValueDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/ProductOptionValueDataSourceFactory.java","L763","3","0","34","0","6","14","219","0"
"L773","ProductSkusDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/ProductSkusDataSourceFactory.java","L763","1","0","30","0","6","14","219","0"
"L774","SkuBundleItemsDataSourceFactory.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/SkuBundleItemsDataSourceFactory.java","L763","3","0","42","0","6","15","219","0"
"L1202","OrderItemEntityModule.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/order/module/OrderItemEntityModule.java","L1201","2","0","24","0","4","5","219","0"
"L1373","OfferItemCriteriaListModule.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/promotion/module/OfferItemCriteriaListModule.java","L1372","5","0","63","0","4","5","219","0"
"L1755","AllChildCategoriesPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/catalog/category/AllChildCategoriesPresenter.java","L1754","7","0","99","0","5","10","219","0"
"L1756","CategoryPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/catalog/category/CategoryPresenter.java","L1754","19","0","377","0","7","29","219","0"
"L2222","AssociatedProductOptionPresenterBasic.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/catalog/product/AssociatedProductOptionPresenterBasic.java","L2221","1","0","16","0","3","5","343","0"
"L2223","DefaultSkuMediaMapStructurePresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/catalog/product/DefaultSkuMediaMapStructurePresenter.java","L2221","2","0","33","0","6","11","219","0"
"L2224","OneToOneProductSkuPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/catalog/product/OneToOneProductSkuPresenter.java","L2221","6","0","281","0","8","75","219","0"
"L2225","ProductOptionPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/catalog/product/ProductOptionPresenter.java","L2221","1","0","56","0","4","8","219","0"
"L2226","SkusPresenter.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/presenter/catalog/product/SkusPresenter.java","L2221","4","0","51","0","5","16","219","0"
"L3965","CategoryDisplay.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/catalog/category/CategoryDisplay.java","L3964","1","0","21","0","5","7","219","0"
"L3966","CategoryView.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/catalog/category/CategoryView.java","L3964","1","0","188","0","6","14","219","0"
"L4048","OneToOneProductSkuDisplay.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/catalog/product/OneToOneProductSkuDisplay.java","L4047","1","0","15","0","8","29","219","0"
"L4049","OneToOneProductSkuView.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/catalog/product/OneToOneProductSkuView.java","L4047","1","0","160","0","8","35","219","0"
"L4050","ProductOptionDisplay.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/catalog/product/ProductOptionDisplay.java","L4047","1","0","6","0","1","1","1464","0"
"L4051","ProductOptionView.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/view/catalog/product/ProductOptionView.java","L4047","1","0","60","0","4","4","219","0"
"L630","CategoryTreeAdornedTargetListModule.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/module/CategoryTreeAdornedTargetListModule.java","L629","1","0","15","0","4","8","219","0"
"L631","CategoryTreeEntityModule.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/category/module/CategoryTreeEntityModule.java","L629","7","0","67","0","4","7","219","0"
"L841","SkuBasicClientEntityModule.java","admin/broadleaf-admin-module/src/main/java/org/broadleafcommerce/admin/client/datasource/catalog/product/module/SkuBasicClientEntityModule.java","L840","18","0","102","0","7","16","219","0"
"L8860","AbstractContentService.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/common/AbstractContentService.java","L8859","8","0","66","0","4","6","219","0"
"L12182","BroadleafCmsSimpleUrlHandlerMapping.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/BroadleafCmsSimpleUrlHandlerMapping.java","L12181","2","0","18","0","4","6","219","0"
"L12183","BroadleafProcessURLFilter.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/BroadleafProcessURLFilter.java","L12181","66","0","386","0","5","13","219","0"
"L12184","NullURLProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/NullURLProcessor.java","L12181","1","0","14","0","4","7","219","0"
"L12185","PageHandlerMapping.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/PageHandlerMapping.java","L12181","5","0","48","0","5","8","219","0"
"L12186","PageURLProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/PageURLProcessor.java","L12181","6","0","68","0","4","13","219","0"
"L12187","PreviewTemplateController.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/PreviewTemplateController.java","L12181","1","0","16","0","4","5","219","0"
"L12188","ProcessURLAction.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/ProcessURLAction.java","L12181","1","0","9","0","4","9","219","0"
"L12189","URLHandlerFilter.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/URLHandlerFilter.java","L12181","11","0","60","0","5","11","219","0"
"L12190","URLProcessor.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/web/URLProcessor.java","L12181","1","0","7","0","4","9","219","0"
"L5529","ContentManagementMessages.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/ContentManagementMessages.java","L5528","1","0","74","0","7","11","219","0"
"L5530","ContentManagementModule.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/ContentManagementModule.java","L5528","1","0","73","0","7","17","219","0"
"L5531","GeneratedMessagesEntityCMS.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/GeneratedMessagesEntityCMS.java","L5528","1","0","69","0","5","8","219","0"
"L5532","SandBoxMessages.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/SandBoxMessages.java","L5528","1","0","9","0","3","5","219","0"
"L5533","SandBoxModule.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/client/SandBoxModule.java","L5528","1","0","47","0","4","7","219","0"
"L7885","CMSUtilityRemoteService.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/admin/server/CMSUtilityRemoteService.java","L7884","3","0","17","0","5","8","219","0"
"L8916","FieldDefinition.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldDefinition.java","L8915","1","0","35","0","4","6","219","0"
"L8917","FieldDefinitionImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldDefinitionImpl.java","L8915","3","0","177","0","4","6","219","0"
"L8918","FieldEnumeration.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldEnumeration.java","L8915","1","0","11","0","4","5","219","0"
"L8919","FieldEnumerationImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldEnumerationImpl.java","L8915","1","0","51","0","4","5","219","0"
"L8920","FieldEnumerationItem.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldEnumerationItem.java","L8915","1","0","14","0","4","5","219","0"
"L8921","FieldEnumerationItemImpl.java","admin/broadleaf-contentmanagement-module/src/main/java/org/broadleafcommerce/cms/field/domain/FieldEnumerationItemImpl.java","L8915","1","0","65","0","4","5","219","0"
