"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of previous modifications","Number of developer commits","Number of committers","Number of bugs"
"L4055","DefaultChildChannelStateEvent.java","src/main/java/org/jboss/netty/channel/DefaultChildChannelStateEvent.java","L4023","4","0","37","0","12","4057","1","0"
"L4056","DefaultExceptionEvent.java","src/main/java/org/jboss/netty/channel/DefaultExceptionEvent.java","L4023","3","0","34","0","14","4057","1","0"
"L4057","DefaultFileRegion.java","src/main/java/org/jboss/netty/channel/DefaultFileRegion.java","L4023","5","0","46","0","4","4057","1","0"
"L4058","DefaultServerChannelConfig.java","src/main/java/org/jboss/netty/channel/DefaultServerChannelConfig.java","L4023","6","0","59","0","8","4057","1","0"
"L4059","DefaultWriteCompletionEvent.java","src/main/java/org/jboss/netty/channel/DefaultWriteCompletionEvent.java","L4023","3","0","38","0","13","4057","1","0"
"L4060","DownstreamChannelStateEvent.java","src/main/java/org/jboss/netty/channel/DownstreamChannelStateEvent.java","L4023","11","0","81","0","10","4057","1","0"
"L4061","DownstreamMessageEvent.java","src/main/java/org/jboss/netty/channel/DownstreamMessageEvent.java","L4023","6","0","57","0","17","4057","1","0"
"L4062","ExceptionEvent.java","src/main/java/org/jboss/netty/channel/ExceptionEvent.java","L4023","1","0","4","0","7","4057","1","0"
"L4063","FailedChannelFuture.java","src/main/java/org/jboss/netty/channel/FailedChannelFuture.java","L4023","2","0","19","0","6","4057","1","0"
"L4064","FileRegion.java","src/main/java/org/jboss/netty/channel/FileRegion.java","L4023","1","0","10","0","7","4057","1","0"
"L4065","FixedReceiveBufferSizePredictor.java","src/main/java/org/jboss/netty/channel/FixedReceiveBufferSizePredictor.java","L4023","2","0","19","0","6","4057","1","0"
"L4066","FixedReceiveBufferSizePredictorFactory.java","src/main/java/org/jboss/netty/channel/FixedReceiveBufferSizePredictorFactory.java","L4023","1","0","12","0","3","4057","1","0"
"L4067","LifeCycleAwareChannelHandler.java","src/main/java/org/jboss/netty/channel/LifeCycleAwareChannelHandler.java","L4023","1","0","7","0","12","4057","1","0"
"L4068","MessageEvent.java","src/main/java/org/jboss/netty/channel/MessageEvent.java","L4023","1","0","6","0","8","4057","1","0"
"L4069","package-info.java","src/main/java/org/jboss/netty/channel/package-info.java","L4023","1","0","1","0","7","4057","1","0"
"L4070","ReceiveBufferSizePredictor.java","src/main/java/org/jboss/netty/channel/ReceiveBufferSizePredictor.java","L4023","1","0","6","0","5","4057","1","0"
"L4071","ReceiveBufferSizePredictorFactory.java","src/main/java/org/jboss/netty/channel/ReceiveBufferSizePredictorFactory.java","L4023","1","0","4","0","3","4057","1","0"
"L4072","ServerChannel.java","src/main/java/org/jboss/netty/channel/ServerChannel.java","L4023","1","0","4","0","5","4057","1","0"
"L4073","ServerChannelFactory.java","src/main/java/org/jboss/netty/channel/ServerChannelFactory.java","L4023","1","0","5","0","7","4057","1","0"
"L4074","SimpleChannelDownstreamHandler.java","src/main/java/org/jboss/netty/channel/SimpleChannelDownstreamHandler.java","L4023","10","0","65","0","6","4057","1","0"
"L4075","SimpleChannelHandler.java","src/main/java/org/jboss/netty/channel/SimpleChannelHandler.java","L4023","24","0","174","0","20","4057","1","0"
"L4076","SimpleChannelUpstreamHandler.java","src/main/java/org/jboss/netty/channel/SimpleChannelUpstreamHandler.java","L4023","15","0","115","0","9","4057","1","0"
"L4077","StaticChannelPipeline.java","src/main/java/org/jboss/netty/channel/StaticChannelPipeline.java","L4023","53","0","439","0","7","4057","1","0"
"L4078","SucceededChannelFuture.java","src/main/java/org/jboss/netty/channel/SucceededChannelFuture.java","L4023","1","0","14","0","6","4057","1","0"
"L4079","UpstreamChannelStateEvent.java","src/main/java/org/jboss/netty/channel/UpstreamChannelStateEvent.java","L4023","10","0","74","0","10","4057","1","0"
"L4080","UpstreamMessageEvent.java","src/main/java/org/jboss/netty/channel/UpstreamMessageEvent.java","L4023","5","0","52","0","17","4057","1","0"
"L4081","WriteCompletionEvent.java","src/main/java/org/jboss/netty/channel/WriteCompletionEvent.java","L4023","1","0","4","0","5","4057","1","0"
"L21012","AbstractInternalLogger.java","src/main/java/org/jboss/netty/logging/AbstractInternalLogger.java","L21011","13","0","59","0","2","4057","1","0"
"L21013","CommonsLogger.java","src/main/java/org/jboss/netty/logging/CommonsLogger.java","L21011","1","0","62","0","5","4057","1","0"
"L21014","CommonsLoggerFactory.java","src/main/java/org/jboss/netty/logging/CommonsLoggerFactory.java","L21011","1","0","9","0","6","4057","1","0"
"L21015","InternalLogger.java","src/main/java/org/jboss/netty/logging/InternalLogger.java","L21011","1","0","18","0","5","4057","1","0"
"L21016","InternalLoggerFactory.java","src/main/java/org/jboss/netty/logging/InternalLoggerFactory.java","L21011","2","0","91","0","13","4057","1","0"
"L21017","InternalLogLevel.java","src/main/java/org/jboss/netty/logging/InternalLogLevel.java","L21011","1","0","7","0","2","4057","1","0"
"L21018","JBossLogger.java","src/main/java/org/jboss/netty/logging/JBossLogger.java","L21011","1","0","62","0","4","4057","1","0"
"L21019","JBossLoggerFactory.java","src/main/java/org/jboss/netty/logging/JBossLoggerFactory.java","L21011","1","0","9","0","5","4057","1","0"
"L21020","JdkLogger.java","src/main/java/org/jboss/netty/logging/JdkLogger.java","L21011","1","0","63","0","6","4057","1","0"
"L21021","JdkLoggerFactory.java","src/main/java/org/jboss/netty/logging/JdkLoggerFactory.java","L21011","1","0","9","0","6","4057","1","0"
"L21022","Log4JLogger.java","src/main/java/org/jboss/netty/logging/Log4JLogger.java","L21011","1","0","60","0","4","4057","1","0"
"L21023","Log4JLoggerFactory.java","src/main/java/org/jboss/netty/logging/Log4JLoggerFactory.java","L21011","1","0","9","0","5","4057","1","0"
"L21024","OsgiLogger.java","src/main/java/org/jboss/netty/logging/OsgiLogger.java","L21011","9","0","106","0","4","4057","1","0"
"L21025","OsgiLoggerFactory.java","src/main/java/org/jboss/netty/logging/OsgiLoggerFactory.java","L21011","4","0","54","0","2","4057","1","0"
"L21026","package-info.java","src/main/java/org/jboss/netty/logging/package-info.java","L21011","1","0","1","0","4","4057","1","0"
"L21027","Slf4JLogger.java","src/main/java/org/jboss/netty/logging/Slf4JLogger.java","L21011","1","0","60","0","4","4057","1","0"
"L21028","Slf4JLoggerFactory.java","src/main/java/org/jboss/netty/logging/Slf4JLoggerFactory.java","L21011","1","0","9","0","5","4057","1","0"
"L21577","CharsetUtil.java","src/main/java/org/jboss/netty/util/CharsetUtil.java","L21576","5","0","67","0","2","4057","1","0"
"L21578","DebugUtil.java","src/main/java/org/jboss/netty/util/DebugUtil.java","L21576","5","0","23","0","5","4057","1","0"
"L21579","DefaultObjectSizeEstimator.java","src/main/java/org/jboss/netty/util/DefaultObjectSizeEstimator.java","L21576","17","0","85","0","5","4057","1","0"
"L21580","EstimatableObjectWrapper.java","src/main/java/org/jboss/netty/util/EstimatableObjectWrapper.java","L21576","1","0","4","0","2","4057","1","0"
"L21581","ExternalResourceReleasable.java","src/main/java/org/jboss/netty/util/ExternalResourceReleasable.java","L21576","1","0","4","0","3","4057","1","0"
"L21582","ExternalResourceUtil.java","src/main/java/org/jboss/netty/util/ExternalResourceUtil.java","L21576","4","0","19","0","2","4057","1","0"
"L21583","HashedWheelTimer.java","src/main/java/org/jboss/netty/util/HashedWheelTimer.java","L21576","46","0","349","0","17","4057","1","0"
"L21584","MapBackedSet.java","src/main/java/org/jboss/netty/util/MapBackedSet.java","L21576","1","0","37","0","4","4057","1","0"
"L21585","ObjectSizeEstimator.java","src/main/java/org/jboss/netty/util/ObjectSizeEstimator.java","L21576","1","0","4","0","3","4057","1","0"
"L21586","package-info.java","src/main/java/org/jboss/netty/util/package-info.java","L21576","1","0","1","0","4","4057","1","0"
"L21587","ThreadNameDeterminer.java","src/main/java/org/jboss/netty/util/ThreadNameDeterminer.java","L21576","5","0","44","0","7","4057","1","0"
"L21588","ThreadRenamingRunnable.java","src/main/java/org/jboss/netty/util/ThreadRenamingRunnable.java","L21576","23","0","112","0","19","4057","1","0"
"L21589","Timeout.java","src/main/java/org/jboss/netty/util/Timeout.java","L21576","1","0","8","0","4","4057","1","0"
"L21590","Timer.java","src/main/java/org/jboss/netty/util/Timer.java","L21576","1","0","7","0","5","4057","1","0"
"L21591","TimerTask.java","src/main/java/org/jboss/netty/util/TimerTask.java","L21576","1","0","5","0","3","4057","1","0"
"L21592","VirtualExecutorService.java","src/main/java/org/jboss/netty/util/VirtualExecutorService.java","L21576","12","0","112","0","6","4057","1","0"
"L5719","ChannelGroup.java","src/main/java/org/jboss/netty/channel/group/ChannelGroup.java","L5718","1","0","23","0","12","4057","1","0"
"L5720","ChannelGroupFuture.java","src/main/java/org/jboss/netty/channel/group/ChannelGroupFuture.java","L5718","1","0","30","0","14","4057","1","0"
"L5721","ChannelGroupFutureListener.java","src/main/java/org/jboss/netty/channel/group/ChannelGroupFutureListener.java","L5718","1","0","5","0","5","4057","1","0"
"L5722","CombinedIterator.java","src/main/java/org/jboss/netty/channel/group/CombinedIterator.java","L5718","7","0","50","0","3","4057","1","0"
"L5723","DefaultChannelGroup.java","src/main/java/org/jboss/netty/channel/group/DefaultChannelGroup.java","L5718","32","0","243","0","18","4057","1","0"
"L5724","DefaultChannelGroupFuture.java","src/main/java/org/jboss/netty/channel/group/DefaultChannelGroupFuture.java","L5718","48","0","308","0","14","4057","1","0"
"L5725","package-info.java","src/main/java/org/jboss/netty/channel/group/package-info.java","L5718","1","0","1","0","4","4057","1","0"
"L6054","DefaultLocalChannel.java","src/main/java/org/jboss/netty/channel/local/DefaultLocalChannel.java","L6053","19","0","155","0","15","4057","1","1"
"L6055","DefaultLocalClientChannelFactory.java","src/main/java/org/jboss/netty/channel/local/DefaultLocalClientChannelFactory.java","L6053","1","0","16","0","8","4057","1","1"
"L6056","DefaultLocalServerChannel.java","src/main/java/org/jboss/netty/channel/local/DefaultLocalServerChannel.java","L6053","3","0","40","0","6","4057","1","1"
"L6057","DefaultLocalServerChannelFactory.java","src/main/java/org/jboss/netty/channel/local/DefaultLocalServerChannelFactory.java","L6053","1","0","16","0","8","4057","1","1"
"L6058","LocalAddress.java","src/main/java/org/jboss/netty/channel/local/LocalAddress.java","L6053","12","0","80","0","21","4057","1","0"
"L6059","LocalChannel.java","src/main/java/org/jboss/netty/channel/local/LocalChannel.java","L6053","1","0","8","0","21","4057","1","0"
"L6060","LocalChannelRegistry.java","src/main/java/org/jboss/netty/channel/local/LocalChannelRegistry.java","L6053","1","0","22","0","6","4057","1","0"
"L6061","LocalClientChannelFactory.java","src/main/java/org/jboss/netty/channel/local/LocalClientChannelFactory.java","L6053","1","0","7","0","14","4057","1","0"
"L6062","LocalClientChannelSink.java","src/main/java/org/jboss/netty/channel/local/LocalClientChannelSink.java","L6053","15","0","116","0","19","4057","1","1"
"L6063","LocalServerChannel.java","src/main/java/org/jboss/netty/channel/local/LocalServerChannel.java","L6053","1","0","8","0","15","4057","1","0"
"L6064","LocalServerChannelFactory.java","src/main/java/org/jboss/netty/channel/local/LocalServerChannelFactory.java","L6053","1","0","7","0","12","4057","1","0"
"L6065","LocalServerChannelSink.java","src/main/java/org/jboss/netty/channel/local/LocalServerChannelSink.java","L6053","22","0","118","0","15","4057","1","0"
"L6066","package-info.java","src/main/java/org/jboss/netty/channel/local/package-info.java","L6053","1","0","1","0","4","4057","1","0"
"L6598","ClientSocketChannelFactory.java","src/main/java/org/jboss/netty/channel/socket/ClientSocketChannelFactory.java","L6597","1","0","7","0","6","4057","1","0"
"L6599","DatagramChannel.java","src/main/java/org/jboss/netty/channel/socket/DatagramChannel.java","L6597","1","0","17","0","8","4057","1","0"
"L6600","DatagramChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/DatagramChannelConfig.java","L6597","1","0","33","0","8","4057","1","0"
"L6601","DatagramChannelFactory.java","src/main/java/org/jboss/netty/channel/socket/DatagramChannelFactory.java","L6597","1","0","7","0","5","4057","1","0"
"L6602","DefaultDatagramChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/DefaultDatagramChannelConfig.java","L6597","44","0","269","0","11","4057","1","0"
"L6603","DefaultServerSocketChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/DefaultServerSocketChannelConfig.java","L6597","11","0","80","0","13","4057","1","0"
"L6604","DefaultSocketChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/DefaultSocketChannelConfig.java","L6597","25","0","161","0","12","4057","1","0"
"L6605","package-info.java","src/main/java/org/jboss/netty/channel/socket/package-info.java","L6597","1","0","1","0","4","4057","1","0"
"L6606","ServerSocketChannel.java","src/main/java/org/jboss/netty/channel/socket/ServerSocketChannel.java","L6597","1","0","11","0","9","4057","1","0"
"L6607","ServerSocketChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/ServerSocketChannelConfig.java","L6597","1","0","12","0","9","4057","1","0"
"L6608","ServerSocketChannelFactory.java","src/main/java/org/jboss/netty/channel/socket/ServerSocketChannelFactory.java","L6597","1","0","8","0","7","4057","1","0"
"L6609","SocketChannel.java","src/main/java/org/jboss/netty/channel/socket/SocketChannel.java","L6597","1","0","11","0","7","4057","1","0"
"L6610","SocketChannelConfig.java","src/main/java/org/jboss/netty/channel/socket/SocketChannelConfig.java","L6597","1","0","21","0","9","4057","1","0"
"L9800","NettyLoggerConfigurator.java","src/main/java/org/jboss/netty/container/microcontainer/NettyLoggerConfigurator.java","L9799","1","0","8","0","1","4057","1","0"
"L9801","package-info.java","src/main/java/org/jboss/netty/container/microcontainer/package-info.java","L9799","1","0","1","0","3","4057","1","0"
"L9814","NettyBundleActivator.java","src/main/java/org/jboss/netty/container/osgi/NettyBundleActivator.java","L9813","2","0","21","0","18","4057","1","0"
"L9815","package-info.java","src/main/java/org/jboss/netty/container/osgi/package-info.java","L9813","1","0","1","0","3","4057","1","0"
"L9836","NettyLoggerConfigurator.java","src/main/java/org/jboss/netty/container/spring/NettyLoggerConfigurator.java","L9835","1","0","8","0","1","4057","1","0"
"L9837","package-info.java","src/main/java/org/jboss/netty/container/spring/package-info.java","L9835","1","0","1","0","3","4057","1","0"
"L9849","DiscardClient.java","src/main/java/org/jboss/netty/example/discard/DiscardClient.java","L9848","4","0","41","0","14","4057","1","0"
"L9850","DiscardClientHandler.java","src/main/java/org/jboss/netty/example/discard/DiscardClientHandler.java","L9848","6","0","76","0","10","4057","1","0"
"L9851","DiscardServer.java","src/main/java/org/jboss/netty/example/discard/DiscardServer.java","L9848","1","0","23","0","11","4057","1","0"
"L9852","DiscardServerHandler.java","src/main/java/org/jboss/netty/example/discard/DiscardServerHandler.java","L9848","2","0","38","0","7","4057","1","0"
"L9956","EchoClient.java","src/main/java/org/jboss/netty/example/echo/EchoClient.java","L9955","4","0","41","0","11","4057","1","0"
"L9957","EchoClientHandler.java","src/main/java/org/jboss/netty/example/echo/EchoClientHandler.java","L9955","3","0","50","0","4","4057","1","0"
"L9958","EchoServer.java","src/main/java/org/jboss/netty/example/echo/EchoServer.java","L9955","1","0","23","0","10","4057","1","0"
"L9959","EchoServerHandler.java","src/main/java/org/jboss/netty/example/echo/EchoServerHandler.java","L9955","1","0","32","0","5","4057","1","0"
"L10023","BigIntegerDecoder.java","src/main/java/org/jboss/netty/example/factorial/BigIntegerDecoder.java","L10022","4","0","31","0","7","4057","1","0"
"L10024","FactorialClient.java","src/main/java/org/jboss/netty/example/factorial/FactorialClient.java","L10022","3","0","36","0","9","4057","1","0"
"L10025","FactorialClientHandler.java","src/main/java/org/jboss/netty/example/factorial/FactorialClientHandler.java","L10022","8","0","90","0","11","4057","1","0"
"L10026","FactorialClientPipelineFactory.java","src/main/java/org/jboss/netty/example/factorial/FactorialClientPipelineFactory.java","L10022","1","0","24","0","10","4057","1","0"
"L10027","FactorialServer.java","src/main/java/org/jboss/netty/example/factorial/FactorialServer.java","L10022","1","0","15","0","6","4057","1","0"
"L10028","FactorialServerHandler.java","src/main/java/org/jboss/netty/example/factorial/FactorialServerHandler.java","L10022","3","0","53","0","8","4057","1","0"
"L10029","FactorialServerPipelineFactory.java","src/main/java/org/jboss/netty/example/factorial/FactorialServerPipelineFactory.java","L10022","1","0","20","0","10","4057","1","0"
"L10030","NumberEncoder.java","src/main/java/org/jboss/netty/example/factorial/NumberEncoder.java","L10022","3","0","29","0","10","4057","1","0"
"L10992","LocalExample.java","src/main/java/org/jboss/netty/example/local/LocalExample.java","L10991","5","0","57","0","15","4057","1","0"
"L10993","LocalExampleMultthreaded.java","src/main/java/org/jboss/netty/example/local/LocalExampleMultthreaded.java","L10991","5","0","64","0","5","4057","1","0"
"L10994","LocalServerPipelineFactory.java","src/main/java/org/jboss/netty/example/local/LocalServerPipelineFactory.java","L10991","5","0","57","0","7","4057","1","0"
"L11048","LocalTimeClient.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeClient.java","L11047","6","0","63","0","5","4057","1","0"
"L11049","LocalTimeClientHandler.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeClientHandler.java","L11047","7","0","93","0","10","4057","1","0"
"L11050","LocalTimeClientPipelineFactory.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeClientPipelineFactory.java","L11047","1","0","20","0","6","4057","1","0"
"L11051","LocalTimeProtocol.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeProtocol.java","L11047","149","0","1647","0","7","4057","1","0"
"L11052","LocalTimeServer.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeServer.java","L11047","1","0","15","0","5","4057","1","0"
"L11053","LocalTimeServerHandler.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeServerHandler.java","L11047","3","0","64","0","7","4057","1","0"
"L11054","LocalTimeServerPipelineFactory.java","src/main/java/org/jboss/netty/example/localtime/LocalTimeServerPipelineFactory.java","L11047","1","0","20","0","6","4057","1","0"
"L11928","ObjectEchoClient.java","src/main/java/org/jboss/netty/example/objectecho/ObjectEchoClient.java","L11927","4","0","43","0","8","4057","1","0"
"L11929","ObjectEchoClientHandler.java","src/main/java/org/jboss/netty/example/objectecho/ObjectEchoClientHandler.java","L11927","5","0","61","0","3","4057","1","0"
"L11930","ObjectEchoServer.java","src/main/java/org/jboss/netty/example/objectecho/ObjectEchoServer.java","L11927","1","0","29","0","8","4057","1","0"
"L11931","ObjectEchoServerHandler.java","src/main/java/org/jboss/netty/example/objectecho/ObjectEchoServerHandler.java","L11927","3","0","43","0","3","4057","1","0"
"L12012","PortUnificationServer.java","src/main/java/org/jboss/netty/example/portunification/PortUnificationServer.java","L12011","1","0","23","0","2","4057","1","0"
"L12013","PortUnificationServerHandler.java","src/main/java/org/jboss/netty/example/portunification/PortUnificationServerHandler.java","L12011","31","0","115","0","4","4057","1","0"
"L12072","HexDumpProxy.java","src/main/java/org/jboss/netty/example/proxy/HexDumpProxy.java","L12071","2","0","32","0","5","4057","1","0"
"L12073","HexDumpProxyInboundHandler.java","src/main/java/org/jboss/netty/example/proxy/HexDumpProxyInboundHandler.java","L12071","8","0","122","0","13","4057","1","0"
"L12074","HexDumpProxyPipelineFactory.java","src/main/java/org/jboss/netty/example/proxy/HexDumpProxyPipelineFactory.java","L12071","1","0","22","0","5","4057","1","0"
"L12163","QuoteOfTheMomentClient.java","src/main/java/org/jboss/netty/example/qotm/QuoteOfTheMomentClient.java","L12162","2","0","41","0","14","4057","1","0"
"L12164","QuoteOfTheMomentClientHandler.java","src/main/java/org/jboss/netty/example/qotm/QuoteOfTheMomentClientHandler.java","L12162","2","0","22","0","5","4057","1","0"
