"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","Number of bugs"
"L338","BeanProxy.java","advanced/management/src/main/java/org/neo4j/management/impl/BeanProxy.java","L336","8","0","130","13","0","7","665","0"
"L339","CacheBean.java","advanced/management/src/main/java/org/neo4j/management/impl/CacheBean.java","L336","2","0","71","25","0","11","665","0"
"L340","DiagnosticsBean.java","advanced/management/src/main/java/org/neo4j/management/impl/DiagnosticsBean.java","L336","2","0","70","22","0","11","665","0"
"L341","HotspotManagementSupport.java","advanced/management/src/main/java/org/neo4j/management/impl/HotspotManagementSupport.java","L336","35","0","238","20","0","11","665","0"
"L342","KernelProxy.java","advanced/management/src/main/java/org/neo4j/management/impl/KernelProxy.java","L336","18","0","183","15","0","7","665","0"
"L343","LockManagerBean.java","advanced/management/src/main/java/org/neo4j/management/impl/LockManagerBean.java","L336","1","0","61","29","0","13","1296","0"
"L344","MemoryMappingBean.java","advanced/management/src/main/java/org/neo4j/management/impl/MemoryMappingBean.java","L336","2","0","71","20","0","9","665","0"
"L345","TransactionManagerBean.java","advanced/management/src/main/java/org/neo4j/management/impl/TransactionManagerBean.java","L336","2","0","68","21","0","11","665","0"
"L346","XaManagerBean.java","advanced/management/src/main/java/org/neo4j/management/impl/XaManagerBean.java","L336","5","0","80","21","0","11","665","0"
"L852","DataBrowser.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/DataBrowser.java","L851","4","0","55","10","0","5","665","0"
"L853","HaWidget.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/HaWidget.java","L851","1","0","20","12","0","7","665","0"
"L854","KernelWidget.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/KernelWidget.java","L851","1","0","19","12","0","7","665","0"
"L855","ManagementAccess.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/ManagementAccess.java","L851","4","0","42","11","0","7","665","0"
"L856","Neo4jPlugin.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/Neo4jPlugin.java","L851","12","0","107","13","0","7","665","0"
"L857","UpdateEvent.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/UpdateEvent.java","L851","1","0","5","10","0","5","665","0"
"L858","Widget.java","advanced/management/src/main/java/org/neo4j/management/impl/jconsole/Widget.java","L851","2","0","24","10","0","5","665","0"
"L137","ManagementBeansTest.java","advanced/management/src/test/java/org/neo4j/management/ManagementBeansTest.java","L136","3","0","119","17","0","9","665","0"
"L138","TestCacheBeans.java","advanced/management/src/test/java/org/neo4j/management/TestCacheBeans.java","L136","4","0","122","22","0","11","665","0"
"L139","TestLockManagerBean.java","advanced/management/src/test/java/org/neo4j/management/TestLockManagerBean.java","L136","4","0","158","35","0","15","1296","0"
"L140","TestXaManagerBeans.java","advanced/management/src/test/java/org/neo4j/management/TestXaManagerBeans.java","L136","5","0","67","25","0","10","5350","0"
"L348","CodeDuplicationValidationTest.java","advanced/management/src/test/java/org/neo4j/management/impl/CodeDuplicationValidationTest.java","L347","1","0","72","15","0","9","665","0"
"L2092","AdvancedBootstrapper.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/AdvancedBootstrapper.java","L2091","1","0","11","16","0","7","5350","0"
"L2093","AdvancedNeoServer.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/AdvancedNeoServer.java","L2091","1","0","29","20","0","7","5350","0"
"L2158","ServerManagement.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/jmx/ServerManagement.java","L2157","2","0","34","12","0","7","665","0"
"L2159","ServerManagementMBean.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/jmx/ServerManagementMBean.java","L2157","1","0","4","10","0","5","665","0"
"L2189","JMXManagementModule.java","advanced/server-advanced/src/main/java/org/neo4j/server/advanced/modules/JMXManagementModule.java","L2188","4","0","50","23","0","10","5350","0"
"L2100","AdvancedBootstrapperTest.java","advanced/server-advanced/src/test/java/org/neo4j/server/advanced/AdvancedBootstrapperTest.java","L2099","1","0","15","13","0","8","665","0"
"L2101","BootstrapperTest.java","advanced/server-advanced/src/test/java/org/neo4j/server/advanced/BootstrapperTest.java","L2099","1","0","40","31","0","13","5350","0"
"L2256","AdvancedServerBuilder.java","advanced/server-advanced/src/test/java/org/neo4j/server/advanced/helpers/AdvancedServerBuilder.java","L2255","2","0","69","14","0","6","5350","0"
"L2339","AdvancedVersionAndEditionServiceIT.java","advanced/server-advanced/src/test/java/org/neo4j/server/webadmin/rest/AdvancedVersionAndEditionServiceIT.java","L2338","1","0","75","8","0","6","665","0"
"L2045","AbstractNeoServer.java","community/server/src/main/java/org/neo4j/server/AbstractNeoServer.java","L2044","31","0","579","101","1","17","5350","0"
"L2046","Bootstrapper.java","community/server/src/main/java/org/neo4j/server/Bootstrapper.java","L2044","12","0","175","55","0","12","5350","0"
"L2047","CommunityBootstrapper.java","community/server/src/main/java/org/neo4j/server/CommunityBootstrapper.java","L2044","1","0","9","8","0","4","5350","0"
"L2048","CommunityNeoServer.java","community/server/src/main/java/org/neo4j/server/CommunityNeoServer.java","L2044","1","0","82","27","0","11","5350","0"
"L2049","InterruptThreadTimer.java","community/server/src/main/java/org/neo4j/server/InterruptThreadTimer.java","L2044","4","0","123","9","0","3","5350","0"
"L2050","JAXRSHelper.java","community/server/src/main/java/org/neo4j/server/JAXRSHelper.java","L2044","5","0","40","12","0","7","5350","0"
"L2051","LoggingProvider.java","community/server/src/main/java/org/neo4j/server/LoggingProvider.java","L2044","1","0","20","6","0","2","5350","0"
"L2052","NeoServer.java","community/server/src/main/java/org/neo4j/server/NeoServer.java","L2044","1","0","21","31","0","9","2319","0"
"L2053","NeoServerProvider.java","community/server/src/main/java/org/neo4j/server/NeoServerProvider.java","L2044","1","0","19","10","0","5","2319","0"
"L2054","RoundRobinJobScheduler.java","community/server/src/main/java/org/neo4j/server/RoundRobinJobScheduler.java","L2044","2","0","28","26","0","9","5350","0"
"L2055","ServerStartupException.java","community/server/src/main/java/org/neo4j/server/ServerStartupException.java","L2044","1","0","16","11","0","6","5350","0"
"L2056","WrappingNeoServer.java","community/server/src/main/java/org/neo4j/server/WrappingNeoServer.java","L2044","1","0","34","14","0","6","5350","0"
"L2057","WrappingNeoServerBootstrapper.java","community/server/src/main/java/org/neo4j/server/WrappingNeoServerBootstrapper.java","L2044","1","0","29","36","0","11","5350","0"
"L5069","BooleanTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/BooleanTypeCaster.java","L5068","2","0","28","13","0","7","5350","0"
"L5070","ByteTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/ByteTypeCaster.java","L5068","2","0","28","13","0","7","5350","0"
"L5071","CharacterTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/CharacterTypeCaster.java","L5068","2","0","28","13","0","7","5350","0"
"L5072","DataExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/DataExtractor.java","L5068","1","0","11","13","0","7","5350","0"
"L5073","DoubleTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/DoubleTypeCaster.java","L5068","2","0","28","13","0","7","5350","0"
"L5074","FloatTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/FloatTypeCaster.java","L5068","2","0","28","13","0","7","5350","0"
"L5075","IntegerTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/IntegerTypeCaster.java","L5068","2","0","28","13","0","7","5350","0"
"L5076","ListParameterExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/ListParameterExtractor.java","L5068","4","0","28","13","0","7","5350","0"
"L5077","LongTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/LongTypeCaster.java","L5068","2","0","28","13","0","7","5350","0"
"L5078","MapTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/MapTypeCaster.java","L5068","1","0","18","5","0","3","5350","0"
"L5079","NodeTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/NodeTypeCaster.java","L5068","1","0","16","12","0","6","5350","0"
"L5080","ParameterExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/ParameterExtractor.java","L5068","4","0","31","12","0","6","5350","0"
"L5081","PluginInvocator.java","community/server/src/main/java/org/neo4j/server/plugins/PluginInvocator.java","L5068","1","0","16","10","0","6","5350","0"
"L5082","PluginInvocatorProvider.java","community/server/src/main/java/org/neo4j/server/plugins/PluginInvocatorProvider.java","L5068","1","0","20","4","0","3","268","0"
"L5083","PluginManager.java","community/server/src/main/java/org/neo4j/server/plugins/PluginManager.java","L5068","17","0","152","48","0","13","5350","0"
"L5084","PluginMethod.java","community/server/src/main/java/org/neo4j/server/plugins/PluginMethod.java","L5068","9","0","69","22","0","9","2472","0"
"L5085","PluginPointFactoryImpl.java","community/server/src/main/java/org/neo4j/server/plugins/PluginPointFactoryImpl.java","L5068","29","0","207","17","0","7","1636","0"
"L5086","RelationshipTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/RelationshipTypeCaster.java","L5068","1","0","16","12","0","6","5350","0"
"L5087","RelationshipTypeTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/RelationshipTypeTypeCaster.java","L5068","4","0","27","12","0","6","5350","0"
"L5088","ResultConverter.java","community/server/src/main/java/org/neo4j/server/plugins/ResultConverter.java","L5068","27","0","221","7","0","4","2319","0"
"L5089","ShortTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/ShortTypeCaster.java","L5068","2","0","28","12","0","6","5350","0"
"L5090","SourceExtractor.java","community/server/src/main/java/org/neo4j/server/plugins/SourceExtractor.java","L5068","1","0","13","10","0","5","5350","0"
"L5091","SPIPluginLifecycle.java","community/server/src/main/java/org/neo4j/server/plugins/SPIPluginLifecycle.java","L5068","1","0","8","9","0","6","2319","0"
"L5092","StringTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/StringTypeCaster.java","L5068","1","0","16","12","0","6","5350","0"
"L5093","TypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/TypeCaster.java","L5068","1","0","14","12","0","6","5350","0"
"L5094","UriTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/UriTypeCaster.java","L5068","1","0","16","12","0","6","5350","0"
"L5095","URLTypeCaster.java","community/server/src/main/java/org/neo4j/server/plugins/URLTypeCaster.java","L5068","4","0","40","15","0","6","5350","0"
"L18632","ConfigurationProvider.java","community/server/src/main/java/org/neo4j/server/configuration/ConfigurationProvider.java","L18631","1","0","20","7","0","5","268","0"
"L18633","Configurator.java","community/server/src/main/java/org/neo4j/server/configuration/Configurator.java","L18631","5","0","132","97","0","18","1296","0"
"L18634","InvalidServerConfigurationException.java","community/server/src/main/java/org/neo4j/server/configuration/InvalidServerConfigurationException.java","L18631","1","0","9","6","0","4","2319","0"
"L18635","MapBasedConfiguration.java","community/server/src/main/java/org/neo4j/server/configuration/MapBasedConfiguration.java","L18631","1","0","35","6","0","2","2319","0"
"L18636","PropertyFileConfigurator.java","community/server/src/main/java/org/neo4j/server/configuration/PropertyFileConfigurator.java","L18631","20","0","187","59","0","16","5350","0"
"L18637","ServerConfigurator.java","community/server/src/main/java/org/neo4j/server/configuration/ServerConfigurator.java","L18631","1","0","32","33","0","12","5350","0"
"L18638","ThirdPartyJaxRsPackage.java","community/server/src/main/java/org/neo4j/server/configuration/ThirdPartyJaxRsPackage.java","L18631","1","0","19","6","0","4","2319","0"
"L19035","CommunityDatabase.java","community/server/src/main/java/org/neo4j/server/database/CommunityDatabase.java","L19034","8","0","153","22","0","10","5350","0"
"L19036","CypherExecutor.java","community/server/src/main/java/org/neo4j/server/database/CypherExecutor.java","L19034","1","0","29","12","0","6","5350","0"
"L19037","CypherExecutorProvider.java","community/server/src/main/java/org/neo4j/server/database/CypherExecutorProvider.java","L19034","1","0","18","1","0","1","268","0"
"L19038","Database.java","community/server/src/main/java/org/neo4j/server/database/Database.java","L19034","1","0","17","91","0","15","5350","0"
"L19039","DatabaseProvider.java","community/server/src/main/java/org/neo4j/server/database/DatabaseProvider.java","L19034","1","0","18","9","0","5","268","0"
"L19040","GraphDatabaseFactory.java","community/server/src/main/java/org/neo4j/server/database/GraphDatabaseFactory.java","L19034","1","0","7","12","0","7","5350","0"
"L19041","GraphDatabaseServiceProvider.java","community/server/src/main/java/org/neo4j/server/database/GraphDatabaseServiceProvider.java","L19034","1","0","19","11","0","7","268","0"
"L19042","InjectableProvider.java","community/server/src/main/java/org/neo4j/server/database/InjectableProvider.java","L19034","2","0","41","2","0","2","2319","0"
"L19043","RrdDbWrapper.java","community/server/src/main/java/org/neo4j/server/database/RrdDbWrapper.java","L19034","1","0","26","2","0","1","5350","0"
"L19044","WrappedDatabase.java","community/server/src/main/java/org/neo4j/server/database/WrappedDatabase.java","L19034","2","0","44","16","0","7","5350","0"
"L19253","GuardingRequestFilter.java","community/server/src/main/java/org/neo4j/server/guard/GuardingRequestFilter.java","L19252","9","0","71","21","0","11","828","0"
"L19374","JettyLoggerAdapter.java","community/server/src/main/java/org/neo4j/server/logging/JettyLoggerAdapter.java","L19373","9","0","156","16","0","7","5350","0"
"L19375","NeoLogFilter.java","community/server/src/main/java/org/neo4j/server/logging/NeoLogFilter.java","L19373","2","0","13","12","0","7","7","0"
"L19376","SimpleConsoleFormatter.java","community/server/src/main/java/org/neo4j/server/logging/SimpleConsoleFormatter.java","L19373","1","0","35","12","0","6","5350","0"
"L19500","DiscoveryModule.java","community/server/src/main/java/org/neo4j/server/modules/DiscoveryModule.java","L19499","1","0","33","35","0","10","5350","0"
"L19501","ExtensionInitializer.java","community/server/src/main/java/org/neo4j/server/modules/ExtensionInitializer.java","L19499","7","0","61","2","0","2","268","0"
"L19502","ManagementApiModule.java","community/server/src/main/java/org/neo4j/server/modules/ManagementApiModule.java","L19499","1","0","53","43","0","11","5350","0"
"L19503","Neo4jBrowserModule.java","community/server/src/main/java/org/neo4j/server/modules/Neo4jBrowserModule.java","L19499","1","0","33","6","0","4","5350","0"
"L19504","RESTApiModule.java","community/server/src/main/java/org/neo4j/server/modules/RESTApiModule.java","L19499","6","0","117","44","0","11","5350","0"
"L19505","SecurityRulesModule.java","community/server/src/main/java/org/neo4j/server/modules/SecurityRulesModule.java","L19499","5","0","59","17","0","7","5350","0"
"L19506","ServerModule.java","community/server/src/main/java/org/neo4j/server/modules/ServerModule.java","L19499","1","0","6","25","0","9","5350","0"
"L19507","StatisticModule.java","community/server/src/main/java/org/neo4j/server/modules/StatisticModule.java","L19499","3","0","38","22","0","10","5350","0"
"L19508","ThirdPartyJAXRSModule.java","community/server/src/main/java/org/neo4j/server/modules/ThirdPartyJAXRSModule.java","L19499","4","0","56","40","0","12","5350","0"
"L19509","WebAdminModule.java","community/server/src/main/java/org/neo4j/server/modules/WebAdminModule.java","L19499","1","0","27","51","0","14","5350","0"
"L19757","EnsureNeo4jPropertiesExist.java","community/server/src/main/java/org/neo4j/server/preflight/EnsureNeo4jPropertiesExist.java","L19756","7","0","76","1","0","1","2319","0"
"L19758","EnsurePreparedForHttpLogging.java","community/server/src/main/java/org/neo4j/server/preflight/EnsurePreparedForHttpLogging.java","L19756","8","0","91","3","0","3","2472","0"
"L19759","PerformRecoveryIfNecessary.java","community/server/src/main/java/org/neo4j/server/preflight/PerformRecoveryIfNecessary.java","L19756","4","0","54","7","0","3","5350","0"
"L19760","PerformUpgradeIfNecessary.java","community/server/src/main/java/org/neo4j/server/preflight/PerformUpgradeIfNecessary.java","L19756","6","0","94","21","0","8","5350","0"
"L19761","PreflightFailedException.java","community/server/src/main/java/org/neo4j/server/preflight/PreflightFailedException.java","L19756","1","0","10","1","0","1","2319","0"
"L19762","PreflightTask.java","community/server/src/main/java/org/neo4j/server/preflight/PreflightTask.java","L19756","1","0","6","1","0","1","2319","0"
"L19763","PreFlightTasks.java","community/server/src/main/java/org/neo4j/server/preflight/PreFlightTasks.java","L19756","5","0","35","7","0","3","5350","0"
"L20102","Job.java","community/server/src/main/java/org/neo4j/server/rrd/Job.java","L20101","1","0","5","3","0","2","1296","0"
"L20103","JobScheduler.java","community/server/src/main/java/org/neo4j/server/rrd/JobScheduler.java","L20101","1","0","5","17","0","8","1296","0"
"L20104","RrdDbProvider.java","community/server/src/main/java/org/neo4j/server/rrd/RrdDbProvider.java","L20101","1","0","21","10","0","6","224","0"
"L20105","RrdFactory.java","community/server/src/main/java/org/neo4j/server/rrd/RrdFactory.java","L20101","20","0","264","71","0","14","5350","0"
"L20106","RrdJob.java","community/server/src/main/java/org/neo4j/server/rrd/RrdJob.java","L20101","3","0","22","19","0","8","2319","0"
"L20107","RrdSampler.java","community/server/src/main/java/org/neo4j/server/rrd/RrdSampler.java","L20101","1","0","5","11","0","6","2319","0"
"L20108","RrdSamplerImpl.java","community/server/src/main/java/org/neo4j/server/rrd/RrdSamplerImpl.java","L20101","4","0","33","12","0","9","412","0"
"L20109","Sampleable.java","community/server/src/main/java/org/neo4j/server/rrd/Sampleable.java","L20101","1","0","8","8","0","6","2319","0"
"L20110","ScheduledJob.java","community/server/src/main/java/org/neo4j/server/rrd/ScheduledJob.java","L20101","2","0","31","25","0","9","5350","0"
"L20111","SystemBackedTimeSource.java","community/server/src/main/java/org/neo4j/server/rrd/SystemBackedTimeSource.java","L20101","1","0","10","8","0","4","2319","0"
"L20112","TimeSource.java","community/server/src/main/java/org/neo4j/server/rrd/TimeSource.java","L20101","1","0","4","4","0","3","5350","0"
"L20113","UnableToSampleException.java","community/server/src/main/java/org/neo4j/server/rrd/UnableToSampleException.java","L20101","1","0","5","4","0","2","1126","0"
"L20559","GroovyScriptExecutor.java","community/server/src/main/java/org/neo4j/server/scripting/GroovyScriptExecutor.java","L20558","1","0","11","2","0","2","2472","0"
"L20560","NoSuchScriptLanguageException.java","community/server/src/main/java/org/neo4j/server/scripting/NoSuchScriptLanguageException.java","L20558","1","0","8","2","0","2","2472","0"
"L20561","ScriptExecutor.java","community/server/src/main/java/org/neo4j/server/scripting/ScriptExecutor.java","L20558","1","0","11","2","0","2","2472","0"
"L20562","ScriptExecutorFactoryRepository.java","community/server/src/main/java/org/neo4j/server/scripting/ScriptExecutorFactoryRepository.java","L20558","2","0","21","2","0","2","2472","0"
"L20563","UserScriptClassWhiteList.java","community/server/src/main/java/org/neo4j/server/scripting/UserScriptClassWhiteList.java","L20558","1","0","39","2","0","2","2472","0"
"L20729","KeyStoreFactory.java","community/server/src/main/java/org/neo4j/server/security/KeyStoreFactory.java","L20728","7","0","95","10","1","6","412","0"
"L20730","KeyStoreInformation.java","community/server/src/main/java/org/neo4j/server/security/KeyStoreInformation.java","L20728","1","0","20","3","0","3","1126","0"
"L20731","SslCertificateFactory.java","community/server/src/main/java/org/neo4j/server/security/SslCertificateFactory.java","L20728","10","0","132","8","0","6","412","0"
"L20732","SslSocketConnectorFactory.java","community/server/src/main/java/org/neo4j/server/security/SslSocketConnectorFactory.java","L20728","1","0","21","11","0","6","5350","0"
"L20946","StatisticCollector.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticCollector.java","L20945","1","0","39","17","0","6","5350","0"
"L20947","StatisticData.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticData.java","L20945","11","0","99","14","0","6","1296","0"
"L20948","StatisticFilter.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticFilter.java","L20945","3","0","53","6","0","5","2319","0"
"L20949","StatisticRecord.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticRecord.java","L20945","1","0","50","2","0","2","2319","0"
"L20950","StatisticStartupListener.java","community/server/src/main/java/org/neo4j/server/statistic/StatisticStartupListener.java","L20945","4","0","63","10","0","5","5350","0"
"L21099","HttpConnectorFactory.java","community/server/src/main/java/org/neo4j/server/web/HttpConnectorFactory.java","L21098","1","0","32","4","0","3","5350","0"
"L21100","HttpHeaderUtils.java","community/server/src/main/java/org/neo4j/server/web/HttpHeaderUtils.java","L21098","3","0","28","5","0","4","1636","0"
"L21101","InjectableWrapper.java","community/server/src/main/java/org/neo4j/server/web/InjectableWrapper.java","L21098","1","0","20","1","0","1","268","0"
"L21102","JaxRsServletHolderFactory.java","community/server/src/main/java/org/neo4j/server/web/JaxRsServletHolderFactory.java","L21098","6","0","87","7","0","5","2319","0"
"L21103","Jetty9WebServer.java","community/server/src/main/java/org/neo4j/server/web/Jetty9WebServer.java","L21098","30","0","466","20","0","10","5350","0"
"L21104","JettyLifeCycleListenerAdapter.java","community/server/src/main/java/org/neo4j/server/web/JettyLifeCycleListenerAdapter.java","L21098","1","0","25","6","0","4","2319","0"
"L21105","NeoJettyErrorHandler.java","community/server/src/main/java/org/neo4j/server/web/NeoJettyErrorHandler.java","L21098","1","0","34","2","0","2","2319","0"
"L21106","NeoServletContainer.java","community/server/src/main/java/org/neo4j/server/web/NeoServletContainer.java","L21098","3","0","41","35","0","13","5350","0"
"L21107","SimpleUriBuilder.java","community/server/src/main/java/org/neo4j/server/web/SimpleUriBuilder.java","L21098","5","0","30","4","0","3","1126","0"
"L21108","WebServer.java","community/server/src/main/java/org/neo4j/server/web/WebServer.java","L21098","1","0","37","69","0","16","1636","0"
"L21109","WebServerProvider.java","community/server/src/main/java/org/neo4j/server/web/WebServerProvider.java","L21098","1","0","19","5","0","4","268","0"
"L2342","AdvertisableService.java","community/server/src/main/java/org/neo4j/server/webadmin/rest/AdvertisableService.java","L2341","1","0","6","3","0","2","1126","0"
"L2343","JmxService.java","community/server/src/main/java/org/neo4j/server/webadmin/rest/JmxService.java","L2341","13","0","178","14","0","9","2319","0"
"L2344","MonitorService.java","community/server/src/main/java/org/neo4j/server/webadmin/rest/MonitorService.java","L2341","4","0","85","9","0","6","1296","0"
"L2345","RootService.java","community/server/src/main/java/org/neo4j/server/webadmin/rest/RootService.java","L2341","1","0","25","13","0","7","2319","0"
"L2346","VersionAndEditionService.java","community/server/src/main/java/org/neo4j/server/webadmin/rest/VersionAndEditionService.java","L2341","4","0","64","3","0","2","2319","0"
"L3561","ConsoleSessionCreator.java","community/server/src/main/java/org/neo4j/server/webadmin/console/ConsoleSessionCreator.java","L3560","1","0","8","3","0","2","1634","0"
"L3562","ConsoleSessionFactory.java","community/server/src/main/java/org/neo4j/server/webadmin/console/ConsoleSessionFactory.java","L3560","1","0","8","2","0","1","1634","0"
"L3563","CypherSession.java","community/server/src/main/java/org/neo4j/server/webadmin/console/CypherSession.java","L3560","4","0","41","31","0","9","5350","0"
"L3564","CypherSessionCreator.java","community/server/src/main/java/org/neo4j/server/webadmin/console/CypherSessionCreator.java","L3560","1","0","16","9","0","4","5350","0"
"L3565","ScriptSession.java","community/server/src/main/java/org/neo4j/server/webadmin/console/ScriptSession.java","L3560","1","0","6","4","0","3","1296","0"
"L3566","ShellSession.java","community/server/src/main/java/org/neo4j/server/webadmin/console/ShellSession.java","L3560","13","0","92","9","0","4","5350","0"
"L3567","ShellSessionCreator.java","community/server/src/main/java/org/neo4j/server/webadmin/console/ShellSessionCreator.java","L3560","1","0","16","3","0","2","1634","0"
"L140431","BackupAlreadyRunningException.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/BackupAlreadyRunningException.java","L140430","1","0","0","2","0","1","3997","0"
"L140432","BackupFailedException.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/BackupFailedException.java","L140430","1","0","0","2","0","1","3997","0"
"L140433","BackupJobDescriptionRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/BackupJobDescriptionRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140434","BackupServiceRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/BackupServiceRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140435","BackupStatusRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/BackupStatusRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140436","ConsoleServiceRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/ConsoleServiceRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140437","ExceptionRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/ExceptionRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140438","ExportRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/ExportRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140439","ExportServiceRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/ExportServiceRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140440","HiddenServerPropertyRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/HiddenServerPropertyRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140441","ImportServiceRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/ImportServiceRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140442","JvmArgumentRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/JvmArgumentRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140443","LifecycleRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/LifecycleRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
"L140444","LifecycleServiceRepresentation.java","community/server/src/main/java/org/neo4j/server/webadmin/domain/LifecycleServiceRepresentation.java","L140430","1","0","0","2","0","1","3997","0"
