@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L3561","1","0","8","3","0","2","1634","false"
"L3562","1","0","8","2","0","1","1634","false"
"L3563","4","0","41","31","0","9","5350","false"
"L3564","1","0","16","9","0","4","5350","false"
"L3565","1","0","6","4","0","3","1296","false"
"L3566","13","0","92","9","0","4","5350","false"
"L3567","1","0","16","3","0","2","1634","false"
"L140431","1","0","0","2","0","1","3997","false"
"L140432","1","0","0","2","0","1","3997","false"
"L140433","1","0","0","2","0","1","3997","false"
"L140434","1","0","0","2","0","1","3997","false"
"L140435","1","0","0","2","0","1","3997","false"
"L140436","1","0","0","2","0","1","3997","false"
"L140437","1","0","0","2","0","1","3997","false"
"L140438","1","0","0","2","0","1","3997","false"
"L140439","1","0","0","2","0","1","3997","false"
"L140440","1","0","0","2","0","1","3997","false"
"L140441","1","0","0","2","0","1","3997","false"
"L140442","1","0","0","2","0","1","3997","false"
"L140443","1","0","0","2","0","1","3997","false"
"L140444","1","0","0","2","0","1","3997","false"
"L140445","1","0","0","2","0","1","3997","false"
"L140446","1","0","0","2","0","1","3997","false"
"L140447","1","0","0","2","0","1","3997","false"
"L140448","1","0","0","2","0","1","3997","false"
"L140449","1","0","0","2","0","1","3997","false"
"L140450","1","0","0","2","0","1","3997","false"
"L140451","1","0","0","2","0","1","3997","false"
"L140452","1","0","0","2","0","1","3997","false"
"L140453","1","0","0","2","0","1","3997","false"
"L140455","1","0","0","2","0","1","3997","false"
"L140456","1","0","0","2","0","1","3997","false"
"L140458","1","0","0","2","0","1","3997","false"
"L140459","1","0","0","2","0","1","3997","false"
"L140460","1","0","0","2","0","1","3997","false"
"L140462","1","0","0","2","0","1","3997","false"
"L140463","1","0","0","2","0","1","3997","false"
"L140464","1","0","0","2","0","1","3997","false"
"L140465","1","0","0","2","0","1","3997","false"
"L140467","1","0","0","2","0","1","3997","false"
"L140468","1","0","0","2","0","1","3997","false"
"L140469","1","0","0","2","0","1","3997","false"
"L140470","1","0","0","2","0","1","3997","false"
"L140472","1","0","0","2","0","1","3997","false"
"L140473","1","0","0","2","0","1","3997","false"
"L140474","1","0","0","2","0","1","3997","false"
"L7015","1","0","37","7","0","4","224","false"
"L7016","2","0","17","2","0","2","2472","false"
"L7017","14","0","164","26","0","10","2472","false"
"L7018","1","0","41","34","0","12","665","false"
"L7019","10","0","121","9","0","5","1296","false"
"L7020","1","0","21","9","0","4","2319","false"
"L7021","1","0","5","3","0","2","1296","false"
"L7022","6","0","39","27","0","8","2319","false"
"L7023","2","0","81","5","0","4","2319","false"
"L7024","1","0","36","6","0","4","2319","false"
"L7025","1","0","29","3","0","2","2319","false"
"L7026","1","0","42","5","0","4","2319","false"
"L7027","2","0","37","10","0","6","5350","false"
"L7028","2","0","32","6","0","5","268","false"
"L7029","1","0","33","4","0","3","412","false"
"L7030","13","0","79","14","0","7","2319","false"
"L7031","6","0","60","7","0","4","2319","false"
"L7032","1","0","17","7","0","4","5350","false"
"L7033","1","0","18","5","0","4","2319","false"
"L7034","2","0","24","5","0","4","2319","false"
"L7035","2","0","121","8","0","5","5350","false"
"L7036","13","0","119","9","0","7","5350","false"
"L7037","15","0","110","18","0","11","665","false"
"L7038","11","0","194","45","0","18","828","false"
"L7039","13","0","135","15","0","8","828","false"
"L7040","1","0","59","10","0","7","2319","false"
"L7041","10","0","200","5","0","4","2319","false"
"L7042","1","0","17","7","0","4","5350","false"
"L7043","1","0","18","3","0","2","1296","false"
"L7044","2","0","22","5","0","4","2319","false"
"L7045","1","0","79","5","0","4","2319","false"
"L7046","8","0","130","2","0","2","2472","false"
"L7047","4","0","27","3","0","3","5350","false"
"L7048","16","0","99","10","0","6","5350","false"
"L7049","1","0","22","1","0","1","1636","false"
"L7050","1","0","39","3","0","2","5350","false"
"L7051","1","0","69","4","0","3","2319","false"
"L7052","1","0","40","3","0","2","5350","false"
"L7053","5","0","52","5","0","4","2319","false"
"L7054","8","0","22","3","0","3","1126","false"
"L7055","1","0","11","6","0","4","1636","false"
"L7056","1","0","14","8","0","6","2319","false"
"L10407","5","0","38","5","0","4","2319","false"
"L10408","9","0","127","70","0","17","1296","false"
"L10409","4","0","48","9","0","5","5350","false"
"L10410","8","0","84","30","0","12","2472","false"
"L10411","90","0","1368","145","1","19","665","false"
"L10412","2","0","56","15","0","9","1636","false"
"L10413","28","0","300","29","0","12","533","false"
"L10414","10","0","238","17","0","9","2319","false"
"L10415","8","0","246","14","0","8","5350","false"
"L10416","1","0","10","3","0","2","1296","false"
"L10417","1","0","9","10","0","5","2319","false"
"L10418","1","0","5","3","0","2","1296","false"
"L10419","1","0","22","3","0","2","1296","false"
"L10420","7","0","90","7","0","4","2319","false"
"L10421","179","0","1714","139","0","22","224","false"
"L10422","4","0","77","9","0","5","2319","false"
"L10423","1","0","16","2","0","2","665","false"
"L10424","6","0","203","19","0","8","1296","false"
"L10425","1","0","7","1","0","1","533","false"
"L13634","6","0","58","6","0","5","224","false"
"L13635","20","0","162","17","0","7","505","false"
"L13636","2","0","38","2","0","1","268","false"
"L13637","17","0","115","9","0","5","5350","false"
"L13839","2","0","54","17","0","6","533","false"
"L13869","1","0","11","4","0","3","268","false"
"L13870","1","0","5","5","0","4","2319","false"
"L13871","1","0","21","5","0","4","2319","false"
"L13872","7","0","128","13","0","7","665","false"
"L13873","3","0","29","6","0","5","236","false"
"L13874","21","0","168","10","0","7","7","false"
"L13875","1","0","17","5","0","4","2319","false"
"L13876","9","0","90","29","0","12","828","false"
"L13877","1","0","17","5","0","4","2319","false"
"L13878","16","0","131","10","1","7","2472","false"
"L13879","1","0","13","5","0","4","2319","false"
"L13880","11","0","67","7","0","4","2319","false"
"L13881","1","0","5","5","0","4","2319","false"
"L13882","1","0","5","5","0","4","2319","false"
"L13883","28","0","202","17","0","8","665","false"
"L13884","2","0","49","15","0","7","268","false"
"L13885","2","0","18","5","0","4","2319","false"
"L13886","4","0","52","5","0","4","2319","false"
"L14455","1","0","4","1","0","1","1126","false"
"L14456","3","0","57","8","0","5","5350","false"
"L14457","1","0","9","3","0","2","2319","false"
"L14458","7","0","61","9","0","5","5350","false"
"L14459","1","0","19","7","0","4","2472","false"
"L14460","5","0","59","5","0","4","665","false"
"L14736","1","0","15","4","0","4","7","false"
"L14737","2","0","27","4","0","4","7","false"
"L14738","11","0","109","14","0","8","5350","false"
"L14739","1","0","10","14","0","7","2319","false"
"L14740","1","0","13","6","0","4","505","false"
"L15010","2","0","20","1","0","1","1636","false"
"L15011","3","0","34","4","0","4","828","false"
"L15012","1","0","12","1","0","1","533","false"
"L15013","20","0","262","23","0","6","224","false"
"L15014","13","0","146","2","0","1","1636","false"
"L15015","11","0","87","6","2","3","2319","false"
"L15016","9","0","94","6","0","5","828","false"
"L15017","6","0","61","3","0","2","828","false"
"L15018","1","0","8","1","0","1","1636","false"
"L15019","2","0","23","1","0","1","1636","false"
"L15020","1","0","33","4","0","3","1636","false"
"L15021","27","0","190","19","0","6","310","false"
"L15022","8","0","105","9","0","5","224","false"
"L15023","2","0","46","17","2","6","828","false"
"L15024","1","0","38","1","0","1","310","false"
"L15025","17","0","226","45","0","10","1296","false"
"L15026","18","0","209","23","0","9","1296","false"
"L15027","1","0","10","10","0","4","5350","false"
"L15028","1","0","18","14","0","7","2319","false"
"L15029","5","0","64","12","0","7","2319","false"
"L18823","3","0","15","6","0","4","2319","false"
"L18824","1","0","13","6","0","4","2319","false"
"L18825","1","0","6","6","0","4","2319","false"
"L18826","5","0","36","20","0","7","5350","false"
"L18827","5","0","57","16","0","7","5350","false"
"L20319","2","0","25","9","0","5","2319","false"
"L20320","2","0","39","6","0","4","2319","false"
"L20321","1","0","18","9","0","5","2319","false"
"L20322","1","0","18","9","0","5","2319","false"
"L20323","1","0","18","9","0","5","2319","false"
"L20572","4","0","62","2","0","2","2472","false"
"L20573","7","0","87","2","0","2","2472","false"
"L20574","1","0","16","2","0","2","2472","false"
"L20575","13","0","77","2","0","2","2472","false"
"L2453","5","0","113","8","0","3","5350","false"
"L2454","6","0","64","9","0","4","5350","false"
"L2766","1","0","18","2","0","2","2472","false"
"L2767","3","0","69","9","0","6","2472","false"
"L2768","4","0","47","5","0","4","2472","false"
"L2769","2","0","45","5","0","4","2472","false"
"L2770","1","0","31","3","0","2","1126","false"
"L2771","2","0","68","8","0","5","7","false"
"L2772","1","0","32","3","0","2","1126","false"
"L2773","2","0","47","3","0","2","1126","false"
"L2774","3","0","41","8","0","5","505","false"
"L2775","6","0","54","2","0","1","3997","false"
"L8284","11","0","199","13","0","7","1296","false"
"L8285","15","0","346","13","0","7","310","false"
"L8286","12","0","115","14","0","8","5350","false"
"L8287","1","0","44","3","0","2","1296","false"
"L8288","1","0","49","3","0","2","1296","false"
"L8289","7","0","95","10","0","7","505","false"
"L8290","23","0","374","17","0","6","1636","false"
"L8291","13","0","52","9","0","5","5350","false"
"L8292","7","0","114","11","0","6","1296","false"
"L10023","3","0","55","2","0","2","5350","false"
"L15077","12","0","137","7","0","5","310","false"
"L15078","1","0","14","8","0","5","310","false"
"L15079","1","0","14","7","0","5","310","false"
"L15080","1","0","14","8","0","5","310","false"
"L15081","7","0","59","11","0","5","310","false"
"L15082","1","0","18","9","0","5","310","false"
"L2063","1","0","26","5","0","3","5350","false"
"L2064","2","0","61","9","0","7","2319","false"
"L2065","1","0","18","6","0","5","505","false"
"L2066","2","0","53","21","0","9","5350","false"
"L2067","2","0","79","11","0","8","2319","false"
"L2068","1","0","20","3","0","3","2472","false"
"L2069","1","0","45","7","0","6","533","false"
"L2070","6","0","94","13","0","7","310","false"
"L2071","2","0","44","30","0","12","5350","false"
"L2072","2","0","37","24","0","10","5350","false"
"L2073","1","0","46","17","0","7","5350","false"
"L2074","1","0","17","12","0","9","2319","false"
"L2075","1","0","129","13","0","8","310","false"
"L2076","11","0","144","34","0","10","5350","false"
"L2077","16","0","289","20","0","8","5350","false"
"L2078","1","0","43","9","0","7","2319","false"
"L2079","3","0","30","1","0","1","2319","false"
"L2080","1","0","39","20","0","8","310","false"
"L2081","8","0","55","9","0","4","1126","false"
"L2082","2","0","138","27","0","13","5350","false"
"L3908","30","0","424","16","0","6","5350","false"
"L3909","12","0","227","32","0","10","505","false"
"L3910","1","0","36","6","0","2","5350","false"
"L3911","19","0","204","51","0","18","5350","false"
"L3912","1","0","26","5","0","3","2319","false"
"L3913","1","0","5","5","0","3","2319","false"
"L6944","8","0","225","19","0","10","665","false"
"L6945","1","0","330","8","0","6","2472","false"
"L6946","1","0","77","9","0","7","2319","false"
"L6947","2","0","576","22","0","10","143","false"
"L6948","2","0","81","3","0","3","2472","false"
"L6949","1","0","170","3","0","3","2472","false"
"L6950","1","0","28","8","0","6","5350","false"
"L6951","1","0","114","9","0","5","2472","false"
"L6952","1","0","283","21","0","9","224","false"
"L6953","1","0","40","8","0","4","224","false"
"L6954","1","0","46","3","0","3","2472","false"
"L6955","1","0","67","6","0","6","1636","false"
"L6956","4","0","84","3","0","2","3997","false"
"L6957","3","0","52","3","0","3","2472","false"
"L6958","1","0","136","11","0","8","1636","false"
"L6959","4","0","86","16","0","9","665","false"
"L6960","1","0","105","6","0","6","1636","false"
"L6961","1","0","138","3","0","3","2472","false"
"L6962","3","0","729","21","1","11","2319","false"
"L6963","2","0","477","12","0","7","2319","false"
"L6964","4","0","82","18","0","6","2319","false"
"L6965","1","0","33","3","0","3","2472","false"
"L6966","4","0","49","7","0","5","505","false"
"L6967","1","0","216","11","0","6","533","false"
"L6968","1","0","32","7","0","4","224","false"
"L6969","5","0","242","7","0","7","1636","false"
"L6970","3","0","215","4","0","3","3997","false"
"L6971","1","0","11","9","0","5","3997","false"
"L6972","1","0","24","3","0","3","2472","false"
"L6973","1","0","216","11","0","6","2472","false"
"L6974","1","0","100","3","0","3","2472","false"
"L6975","1","0","46","3","0","3","2472","false"
"L6976","36","0","427","76","0","17","2472","false"
"L6977","13","0","168","13","0","5","1296","false"
"L6978","1","0","132","6","0","6","1636","false"
"L6979","2","0","265","6","0","6","1636","false"
"L6980","1","0","174","20","0","9","3997","false"
"L6981","1","0","146","13","0","7","665","false"
"L6982","1","0","123","6","0","6","2319","false"
"L6983","1","0","110","3","0","3","2472","false"
"L6984","1","0","5","3","0","3","2472","false"
"L6985","3","0","179","4","0","4","5350","false"
"L18640","1","0","81","34","0","11","5350","false"
"L18641","2","0","43","7","0","4","5350","false"
"L18642","4","0","66","16","0","9","5350","false"
"L18643","1","0","83","35","0","13","5350","false"
"L19046","2","0","28","21","0","8","5350","false"
"L19047","6","0","154","34","0","12","5350","false"
"L19378","1","0","15","2","0","1","828","false"
"L19511","1","0","32","32","0","10","5350","false"
"L19512","1","0","34","32","0","10","5350","false"
"L19513","1","0","29","35","0","10","5350","false"
"L19514","1","0","11","11","0","4","5350","false"
"L19515","1","0","39","36","0","10","5350","false"
"L19765","3","0","112","10","0","9","5350","false"
"L19766","1","0","73","8","0","3","5350","false"
"L19767","3","0","123","11","0","5","5350","false"
"L19768","3","0","106","15","0","4","5350","false"
"L20115","1","0","33","9","0","7","2319","false"
"L20116","1","0","22","11","0","5","1296","false"
"L20117","1","0","49","30","0","11","2319","false"
"L20118","1","0","78","25","0","9","2319","false"
"L20119","1","0","49","25","0","9","2319","false"
"L20120","3","0","157","47","0","13","5350","false"
"L20121","1","0","22","7","0","4","2319","false"
"L20122","1","0","78","23","0","7","1296","false"
"L20565","1","0","26","2","0","2","2472","false"
"L20734","1","0","57","6","1","4","412","false"
"L20735","1","0","38","10","0","7","412","false"
"L21111","2","0","76","13","0","6","533","false"
"L21112","1","0","21","3","0","3","2472","false"
"L21113","4","0","63","24","0","11","5350","false"
"L21114","3","0","95","17","0","5","5350","false"
"L105353","1","0","38","3","0","3","7","false"
"L105354","1","0","27","6","0","6","2472","false"
"L105355","10","0","262","16","0","8","1296","false"
"L105356","8","0","59","7","0","6","533","false"
"L105357","4","0","80","16","0","11","2472","false"
"L138743","1","0","34","3","0","3","2472","false"
"L138744","5","0","85","10","0","8","2472","false"
"L2349","1","0","90","5","0","4","5350","false"
"L2350","1","0","44","14","0","9","2319","false"
"L2351","1","0","67","9","0","5","5350","false"
"L2352","1","0","43","3","0","3","2472","false"
"L2353","2","0","84","13","0","7","5350","false"
"L2354","1","0","84","11","0","8","5350","false"
"L2355","1","0","37","11","0","6","5350","false"
"L2356","1","0","128","9","0","4","5350","false"
"L3569","1","0","33","15","0","10","5350","false"
"L7058","1","0","120","14","0","7","2319","false"
"L7059","1","0","24","10","0","5","1636","false"
"L7060","1","0","97","11","0","6","828","false"
"L7061","1","0","111","6","0","4","1636","false"
"L7062","1","0","171","5","0","3","828","false"
"L7063","4","0","85","2","0","2","1636","false"
"L7064","1","0","70","5","0","3","1636","false"
"L7065","1","0","105","15","0","8","5350","false"
"L7066","5","0","119","4","0","3","5350","false"
"L7067","1","0","28","6","0","5","1636","false"
"L7068","1","0","23","3","0","2","2319","false"
"L7069","1","0","33","6","0","5","505","false"
"L10427","1","0","32","3","0","2","5350","false"
"L10428","1","0","88","3","0","2","5350","false"
"L10429","19","0","1395","88","0","16","2319","false"
"L10430","1","0","39","16","0","9","257","false"
"L10431","1","0","57","12","0","8","1","false"
"L10432","2","0","192","43","0","12","310","false"
"L10433","2","0","157","32","0","10","310","false"
"L10434","23","0","1681","110","0","19","5350","false"
"L10435","1","0","449","5","0","3","310","false"
"L10436","14","0","892","5","0","3","224","false"
"L10437","3","0","47","3","0","3","505","false"
"L13639","1","0","39","10","0","8","2319","false"
"L13841","1","0","67","14","0","6","5350","false"
"L13888","12","0","489","45","0","13","5350","false"
"L13889","1","0","130","4","0","3","533","false"
"L13890","1","0","29","3","0","3","505","false"
"L13891","1","0","20","3","0","2","1126","false"
"L14462","1","0","31","4","0","3","533","false"
"L14463","1","0","65","9","0","5","5350","false"
"L14464","1","0","49","9","0","5","5350","false"
"L14465","6","0","358","34","0","13","20","false"
"L14466","4","0","98","20","0","8","5350","false"
"L14742","1","0","26","3","0","2","5350","false"
"L14743","1","0","26","3","0","2","5350","false"
"L14744","1","0","21","3","0","3","2472","false"
"L14745","1","0","21","3","0","3","2472","false"
"L14746","1","0","18","3","0","3","2472","false"
"L14747","1","0","20","3","0","3","2472","false"
"L14748","1","0","67","3","0","2","5350","false"
"L14749","3","0","185","17","0","8","3997","false"
"L14750","1","0","87","3","0","2","1126","false"
"L15031","2","0","76","24","0","8","3997","false"
"L15032","8","0","469","26","0","6","2319","false"
"L15033","10","0","216","1","0","1","1636","false"
"L15034","1","0","43","2","0","2","2472","false"
"L15035","1","0","42","2","0","2","2472","false"
"L15036","3","0","153","18","0","7","310","false"
"L15037","1","0","40","3","0","2","828","false"
"L15038","3","0","215","14","2","8","2472","false"
"L15039","4","0","115","12","0","8","224","false"
"L15040","2","0","296","27","0","9","2472","false"
"L17922","1","0","533","12","0","7","5350","false"
"L17923","1","0","11","3","0","3","2472","false"
"L17924","1","0","11","3","0","3","2472","false"
"L17925","1","0","11","3","0","3","2472","false"
"L17926","1","0","11","3","0","3","2472","false"
"L17927","1","0","11","3","0","3","2472","false"
"L18829","1","0","14","1","0","1","1126","false"
"L18830","1","0","83","9","0","4","5350","false"
"L18831","1","0","76","10","0","4","1126","false"
"L20577","1","0","17","2","0","2","2472","false"
"L20578","1","0","55","2","0","2","2472","false"
"L20579","1","0","45","6","0","5","505","false"
"L20580","1","0","25","2","0","2","2472","false"
"L20581","2","0","73","6","0","5","505","false"
"L21615","8","0","187","26","0","13","5350","false"
"L2777","1","0","34","14","0","8","5350","false"
"L8294","1","0","54","12","0","7","828","false"
"L8295","1","0","70","3","0","2","1126","false"
"L8296","1","0","130","5","0","4","828","false"
"L8297","1","0","49","7","0","5","5350","false"
"L8298","4","0","81","9","0","7","310","false"
"L8299","1","0","128","11","0","8","310","false"
"L8300","1","0","53","3","0","2","5350","false"
"L10025","1","0","41","2","0","2","5350","false"
"L15084","1","0","55","3","0","3","224","false"
"L16092","1","0","48","13","0","9","1296","false"
"L16093","3","0","226","23","0","9","143","false"
"L16094","8","0","144","9","0","4","310","false"
"L2328","2","0","25","2","0","2","2472","false"
"L2329","7","0","91","13","0","6","2319","false"
"L2330","1","0","77","22","0","6","2472","false"
"L2331","1","0","85","14","0","5","2472","false"
"L2332","1","0","74","12","0","5","2319","false"
"L2333","1","0","41","9","0","4","2472","false"
"L2334","1","0","11","7","0","4","2472","false"
"L2335","1","0","14","7","0","4","2472","false"
"L22060","2","0","28","4","0","2","2319","false"
"L22061","2","0","27","4","0","2","2319","false"
"L22062","4","0","39","5","0","2","5350","false"
"L22063","1","0","8","4","0","2","2319","false"
"L22064","1","0","11","4","0","2","5350","false"
"L22065","6","0","31","1","0","1","2319","false"
"L22066","10","0","111","9","0","5","533","false"
"L22067","6","0","29","1","0","1","2319","false"
"L22068","4","0","37","8","0","4","1634","false"
"L22069","5","0","112","29","0","5","2472","false"
"L22070","7","0","80","2","0","2","5350","false"
"L22071","3","0","22","5","0","2","5350","false"
"L22072","1","0","14","4","0","2","5350","false"
"L22073","4","0","86","15","0","5","533","false"
"L22074","4","0","105","20","0","5","533","false"
"L22075","2","0","25","1","0","1","533","false"
"L3906","46","0","676","9","0","6","2472","false"
"L5036","1","0","8","5","0","4","3997","false"
"L5037","1","0","11","5","0","4","3997","false"
"L5038","1","0","6","3","0","2","3997","false"
"L5039","1","0","11","5","0","4","3997","false"
