@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L3376","64","0","546","407","199","19","21","true"
"L3377","11","0","76","1147","67","5","17","false"
"L3378","14","0","98","1147","54","0","15","true"
"L3379","1","0","1","407","9","0","6","false"
"L12309","4","0","42","407","12","0","7","false"
"L12310","8","0","57","407","29","2","13","false"
"L12311","44","0","273","407","130","9","21","true"
"L12312","29","0","228","407","267","16","20","true"
"L12313","2","0","106","407","80","3","15","true"
"L12314","16","0","196","407","88","4","16","true"
"L12315","10","0","142","407","31","2","12","true"
"L12316","15","0","157","407","77","2","14","true"
"L12317","38","0","259","407","67","7","14","true"
"L12318","2","0","25","407","8","0","7","true"
"L12319","1","0","12","407","10","0","7","false"
"L12320","1","0","1","407","9","0","6","false"
"L5126","12","0","140","407","16","0","8","false"
"L5127","1","0","1","407","9","0","7","false"
"L5128","15","0","165","407","24","1","8","false"
"L5129","21","0","164","407","23","2","9","false"
"L5130","32","0","216","407","9","0","7","false"
"L5269","2","0","17","407","9","0","7","false"
"L5270","1","0","35","407","9","0","7","false"
"L5271","7","0","143","407","15","0","8","false"
"L5272","5","0","81","407","15","0","8","false"
"L5273","3","0","56","407","15","0","8","false"
"L5274","4","0","70","407","9","0","7","false"
"L5275","1","0","35","407","9","0","7","false"
"L5276","1","0","1","407","9","0","7","false"
"L539","1","0","24","1118","21","0","7","false"
"L540","4","0","82","1118","30","3","12","false"
"L541","2","0","125","1118","11","3","7","false"
"L542","21","0","263","407","31","3","9","false"
"L543","1","0","56","1118","13","0","7","false"
"L544","1","0","84","407","21","3","8","false"
"L545","18","0","531","1118","7","2","5","false"
"L546","11","0","289","1147","35","8","10","false"
"L547","1","0","44","1118","17","7","7","false"
"L548","2","0","102","407","33","1","14","false"
"L549","3","0","54","407","8","0","6","false"
"L550","15","0","125","407","20","0","7","false"
"L575","1","0","113","2899","3","0","2","false"
"L576","1","0","69","1118","6","0","4","false"
"L577","8","0","118","2899","3","0","3","false"
"L578","15","0","133","407","7","0","6","false"
"L2242","2","0","208","407","32","2","14","false"
"L9048","1","0","48","407","12","2","7","false"
"L9049","1","0","75","407","25","3","11","false"
"L12105","1","0","58","407","17","2","8","false"
"L12106","1","0","87","407","8","2","3","false"
"L13607","5","0","159","1118","30","0","8","false"
"L13673","1","0","195","1118","18","0","7","false"
"L14286","2","0","178","407","22","0","12","false"
"L14287","2","0","146","407","22","0","12","false"
"L14375","3","0","64","407","47","0","13","false"
"L14400","1","0","153","407","25","0","12","false"
"L14401","2","0","72","407","18","0","10","false"
"L14402","14","0","542","407","34","0","12","false"
"L14403","5","0","165","1118","95","7","19","false"
"L14404","3","0","117","1118","45","2","14","false"
"L14975","2","0","12","1118","6","2","3","false"
"L14976","3","0","48","1118","13","2","5","false"
"L15014","1","0","44","1118","32","0","11","false"
"L15035","9","0","87","407","20","3","10","false"
"L15056","1","0","49","407","13","0","5","false"
"L15057","1","0","45","1118","14","0","6","false"
"L15058","1","0","39","407","13","0","5","false"
"L15086","7","0","109","1147","16","0","7","false"
"L15087","11","0","153","1147","31","0","12","false"
"L15088","11","0","186","429","58","3","14","false"
"L15089","1","0","58","407","24","3","10","false"
"L15273","14","0","932","1147","25","0","11","false"
"L15274","4","0","75","407","7","0","6","false"
"L15275","5","0","132","1147","70","8","15","false"
"L15276","10","0","170","407","23","0","13","false"
"L15277","5","0","84","407","12","1","5","false"
"L15278","4","0","485","407","8","0","7","false"
"L15279","27","0","377","1147","3","0","2","false"
"L15280","14","0","311","407","49","11","13","false"
"L15281","25","0","766","407","148","14","17","false"
"L15282","9","0","135","1147","13","0","9","false"
"L15283","28","0","427","1147","40","10","10","false"
"L15284","1","0","11","2053","8","1","4","false"
"L15285","6","0","78","407","5","1","5","false"
"L15286","2","0","78","288","10","4","6","false"
"L16583","1","0","18","407","17","1","10","false"
"L16584","34","0","519","1118","49","3","16","false"
"L16585","14","0","244","407","31","1","12","false"
"L17583","23","0","310","407","31","0","11","false"
"L17584","6","0","98","407","34","0","11","false"
"L17585","7","0","287","407","22","2","10","false"
"L17586","1","0","99","1118","4","0","3","false"
"L17587","13","0","280","1147","42","0","11","false"
"L17895","3","0","22","8","14","0","8","false"
"L17896","2","0","16","288","9","0","5","false"
"L17909","1","0","77","288","7","0","2","false"
"L17949","5","0","60","1147","15","2","8","false"
"L17950","11","0","101","288","17","0","8","false"
"L17951","28","0","455","407","60","8","12","false"
"L18125","63","0","663","407","40","3","11","false"
"L18345","4","0","193","407","49","0","12","false"
"L18346","8","0","113","1147","15","0","8","false"
"L18509","1","0","124","407","17","2","7","false"
"L18573","6","0","82","288","14","0","5","false"
"L18574","11","0","101","1147","24","0","11","false"
"L18575","6","0","79","288","15","0","5","false"
"L18576","14","0","117","407","20","2","9","false"
"L18577","19","0","160","407","13","2","8","false"
"L18793","2","0","58","407","39","0","10","false"
"L14859","1","0","27","407","12","0","9","false"
"L14860","1","0","14","407","12","0","9","false"
"L14861","1","0","18","407","11","0","9","false"
"L14862","1","0","25","407","11","0","9","false"
"L14863","1","0","48","407","16","0","10","false"
"L14864","1","0","46","407","17","0","10","false"
"L14865","1","0","43","407","14","0","9","false"
"L14866","1","0","9","407","9","0","7","false"
"L14867","1","0","9","407","8","0","6","false"
"L14868","1","0","9","407","10","0","7","false"
"L16518","5","0","51","407","8","0","5","false"
"L16594","5","0","82","407","19","1","12","false"
"L16595","13","0","219","407","12","0","9","false"
"L16596","3","0","61","407","12","0","9","false"
"L16597","23","0","231","407","12","0","9","false"
"L16598","23","0","231","407","12","0","9","false"
"L16599","13","0","209","407","12","0","9","false"
"L18559","7","0","35","51","7","2","5","false"
"L18560","1","0","5","51","7","2","5","false"
"L5134","1","0","58","407","9","0","7","false"
"L5135","5","0","389","407","9","0","7","false"
"L5136","4","0","185","1118","12","0","8","false"
"L5137","2","0","146","407","9","0","7","false"
"L5138","1","0","133","407","9","0","7","false"
"L5139","5","0","114","1147","14","1","7","false"
"L5140","15","0","223","407","16","1","11","false"
"L558","1","0","10","1147","28","0","9","false"
"L559","1","0","26","1147","148","8","15","true"
"L560","1","0","14","1147","28","3","7","false"
"L561","1","0","23","1147","58","3","10","false"
"L562","1","0","10","1147","25","0","9","false"
"L563","1","0","1","288","4","0","4","false"
"L19354","1","0","17","2899","168","2","9","false"
"L19355","1","0","12","1147","17","2","8","true"
"L19356","3","0","19","791","7","0","5","false"
"L19357","15","0","103","2899","29","0","7","false"
"L19358","1","0","1","2899","6","0","4","false"
"L28491","1","0","49","1147","17","0","6","false"
"L28492","1","0","7","1147","4","0","2","false"
"L28493","1","0","5","1147","4","0","2","false"
"L28494","3","0","23","1147","15","0","7","false"
"L28495","1","0","12","2053","5","0","2","false"
"L28496","1","0","1","15","8","0","4","false"
"L28497","1","0","13","1147","10","0","4","false"
"L28498","1","0","63","1147","16","0","9","false"
"L28499","1","0","5","2899","1","0","1","false"
"L28500","1","0","35","288","17","0","7","false"
"L28501","18","0","348","1147","60","0","11","false"
"L28502","1","0","7","2053","5","0","2","false"
"L30165","1","0","6","407","6","0","4","false"
"L30166","1","0","6","407","4","0","3","false"
"L30167","1","0","14","407","31","0","11","false"
"L30168","7","0","106","2899","27","0","7","false"
"L30169","4","0","86","407","19","0","6","false"
"L30170","1","0","37","1733","49","0","10","true"
"L30171","1","0","1","407","15","0","6","false"
"L35978","14","0","187","1118","30","2","10","false"
"L35979","3","0","51","1147","15","0","7","false"
"L35980","7","0","71","1147","24","0","7","false"
"L35981","1","0","43","1147","14","0","7","false"
"L35982","3","0","55","1147","22","0","7","false"
"L35983","1","0","17","1147","13","0","7","false"
"L35984","3","0","47","1147","12","0","7","false"
"L35985","3","0","38","1147","19","0","7","false"
"L35986","4","0","68","1147","22","0","7","false"
"L35987","41","0","300","407","140","4","13","false"
"L35988","3","0","48","1147","14","0","7","false"
"L35989","1","0","268","2899","49","0","8","false"
"L35990","1","0","45","1147","21","0","9","false"
"L35991","6","0","55","8","24","4","10","false"
"L35992","1","0","26","1147","10","0","7","false"
"L35993","1","0","22","2899","2","0","2","false"
"L35994","8","0","78","1147","30","0","10","false"
"L35995","7","0","84","1147","27","0","10","false"
"L35996","1","0","192","2899","40","0","8","false"
"L35997","1","0","38","1147","13","0","7","false"
"L35998","3","0","57","1147","22","0","7","false"
"L35999","3","0","38","1147","13","0","7","false"
"L36000","12","0","136","288","190","8","11","false"
"L36001","1","0","22","1147","12","0","7","false"
"L36002","1","0","41","1147","12","0","7","false"
"L36003","1","0","1","1147","3","0","3","false"
"L36004","7","0","76","1147","18","0","9","false"
"L44203","33","0","227","2899","25","1","6","true"
"L44204","65","0","325","1147","56","1","17","false"
"L44205","2","0","93","8","28","0","9","false"
"L44206","32","0","290","407","38","1","7","true"
"L44207","2","0","76","1118","17","0","5","true"
"L44208","1","0","26","2899","3","1","2","true"
"L44209","3","0","185","2899","4","1","2","true"
"L44210","2","0","92","2899","3","1","2","true"
"L44211","2","0","46","2899","3","1","2","true"
"L44212","1","0","23","2899","3","1","2","true"
"L44213","5","0","34","8","27","0","10","false"
"L44214","3","0","76","15","25","0","8","false"
"L44215","58","0","719","2899","211","3","17","true"
"L44216","1","0","4","1733","9","0","4","false"
"L44217","14","0","77","407","26","0","13","false"
"L44218","59","0","443","1147","157","5","15","true"
"L44219","1","0","46","15","21","0","9","false"
"L44220","10","0","89","15","31","1","9","false"
"L44221","1","0","23","15","15","0","6","false"
"L44222","1","0","7","407","14","0","5","false"
"L44223","3","0","72","1147","61","0","14","false"
"L44224","1","0","18","15","9","0","6","false"
"L44225","3","0","31","288","26","0","9","false"
"L44226","1","0","37","15","13","0","4","true"
"L44227","9","0","58","2899","30","0","10","false"
"L44228","1","0","6","1147","9","0","5","false"
"L44229","4","0","24","288","31","0","11","false"
"L44230","1","0","41","15","15","0","8","false"
"L44231","8","0","73","15","29","1","8","false"
"L44232","1","0","20","15","14","0","5","false"
"L44233","1","0","75","15","19","0","9","false"
"L44234","1","0","36","15","11","0","5","false"
"L44235","7","0","48","1147","22","2","8","false"
"L44236","2","0","15","15","19","0","7","false"
"L44237","2","0","39","15","14","0","7","false"
"L44238","8","0","72","288","27","1","9","false"
"L44239","1","0","13","15","14","0","5","false"
"L44240","2","0","61","15","14","0","6","false"
"L44241","1","0","44","1147","33","0","12","false"
"L44242","56","0","360","1147","175","3","15","false"
"L44243","8","0","127","34","26","0","9","false"
"L44244","2","0","45","288","23","0","8","false"
"L44245","1","0","12","15","12","0","5","false"
"L44246","3","0","129","753","63","0","15","false"
"L44247","1","0","37","34","22","0","7","false"
"L44248","3","0","55","407","50","2","12","false"
"L44249","1","0","12","753","9","0","4","false"
"L44250","2","0","80","575","21","0","10","false"
"L44251","1","0","52","34","15","0","9","false"
"L44252","1","0","34","288","11","0","5","false"
"L44253","4","0","83","2053","36","0","10","false"
"L44254","3","0","121","1118","52","0","9","false"
"L44255","2","0","47","753","9","0","4","false"
"L44256","1","0","75","1147","12","0","4","false"
"L44257","2","0","164","1147","53","1","10","true"
"L44258","1","0","33","1147","24","0","8","false"
"L44259","4","0","139","753","53","0","12","false"
"L44260","1","0","1","2899","1","0","1","false"
"L44261","1","0","57","753","32","0","9","false"
"L44262","2","0","47","753","16","0","6","false"
"L44263","1","0","13","753","11","0","4","false"
"L44264","7","0","117","753","30","0","9","false"
"L44265","1","0","46","753","19","0","7","false"
"L44266","6","0","120","753","79","1","9","false"
"L44267","3","0","52","753","19","0","7","false"
"L44268","2","0","89","288","38","0","8","false"
"L44269","1","0","30","753","11","0","4","false"
"L44270","2","0","95","753","21","0","9","false"
"L44271","1","0","40","34","22","0","11","false"
"L44272","1","0","91","1147","21","0","7","false"
"L44273","1","0","26","1147","4","0","4","false"
"L44274","4","0","74","753","33","0","9","false"
"L44275","1","0","18","753","7","0","4","false"
"L44276","9","0","203","288","51","4","11","false"
"L44277","2","0","53","1147","28","4","10","false"
"L44278","1","0","65","831","15","0","6","true"
"L44279","2","0","47","2899","5","0","4","false"
"L44280","2","0","15","753","18","0","6","false"
"L44281","2","0","39","753","13","0","6","false"
"L44282","2","0","57","753","18","0","8","false"
"L44283","2","0","55","288","14","0","7","false"
"L44284","3","0","63","753","31","0","8","false"
"L44285","5","0","72","753","42","0","9","false"
"L44286","9","0","81","753","44","0","9","false"
"L44287","2","0","32","753","8","0","4","false"
"L44288","3","0","31","288","26","0","9","false"
"L44289","2","0","37","753","18","0","5","false"
"L44290","2","0","44","753","26","0","8","false"
"L44291","1","0","12","753","10","0","4","false"
"L44292","2","0","63","753","22","0","7","false"
"L44293","343","0","1311","2899","407","16","24","true"
"L44294","17","0","120","1733","5","0","5","false"
"L44295","14","0","115","407","8","0","5","true"
"L44296","3","0","46","2899","10","1","6","true"
"L49090","247","0","1406","1147","19","1","9","false"
"L49091","1","0","4","288","5","0","4","false"
"L49092","1","0","1","288","5","0","4","false"
"L49483","1","0","34","407","10","0","6","false"
"L49484","1","0","18","1733","13","0","5","false"
"L49485","1","0","17","1733","12","0","4","false"
"L49486","1","0","15","288","10","0","5","false"
"L49487","1","0","10","2899","5","0","3","false"
"L49488","1","0","10","1733","20","0","8","false"
"L49489","1","0","7","831","8","0","5","false"
"L49490","1","0","6","407","13","0","8","false"
"L49491","1","0","7","1147","11","0","5","false"
"L49492","1","0","9","2899","3","0","2","false"
"L49493","1","0","9","407","34","0","12","false"
"L49494","1","0","9","15","28","3","9","false"
"L49495","1","0","35","2053","15","0","4","false"
"L49496","1","0","6","2899","6","0","3","false"
"L49497","1","0","6","407","12","0","6","false"
"L49498","1","0","6","831","3","0","3","false"
"L49499","1","0","31","1147","21","0","10","false"
"L49500","1","0","35","1118","43","3","11","false"
"L49501","3","0","24","1147","14","0","7","false"
"L49502","1","0","10","575","21","0","7","false"
"L49503","1","0","14","407","30","0","9","false"
"L49504","1","0","5","2899","10","0","4","false"
"L49505","1","0","30","2053","92","1","9","false"
"L49506","1","0","15","2899","2","0","1","false"
"L49507","1","0","49","15","136","0","11","true"
"L49508","1","0","4","407","16","0","9","false"
"L49509","1","0","9","2899","7","2","3","false"
"L49510","1","0","17","407","34","0","8","false"
"L49511","1","0","15","288","17","0","8","false"
"L49512","1","0","7","407","27","0","9","false"
"L49513","1","0","9","1733","7","0","4","false"
"L49514","1","0","4","407","10","0","6","false"
"L49515","1","0","8","407","37","0","11","false"
"L49516","1","0","5","407","33","0","11","false"
"L49517","1","0","36","288","26","1","11","false"
"L49518","1","0","5","791","7","0","5","false"
"L49519","1","0","4","407","15","0","7","false"
"L49520","1","0","20","15","52","0","12","false"
"L49521","1","0","86","1147","214","2","16","true"
"L49522","1","0","6","1733","4","0","3","false"
"L49523","1","0","22","575","10","0","4","false"
"L49524","1","0","4","2053","8","0","3","false"
"L49525","1","0","6","407","40","5","13","true"
"L49526","1","0","17","791","24","0","9","false"
"L49527","1","0","4","2899","11","0","5","false"
"L49528","1","0","30","2899","18","2","8","false"
"L49529","3","0","20","831","3","0","2","false"
"L49530","1","0","6","1118","6","0","1","false"
"L49531","1","0","9","407","29","0","10","false"
"L49532","4","0","39","791","25","0","8","false"
"L49533","1","0","5","575","11","2","6","false"
"L49534","1","0","8","831","13","0","6","false"
"L49535","1","0","4","2899","13","0","6","false"
"L49536","1","0","19","1147","9","0","5","false"
"L49537","1","0","9","288","13","0","3","false"
"L49538","1","0","6","1118","3","0","1","false"
"L49539","1","0","9","1147","18","0","7","false"
"L49540","5","0","37","831","1","0","1","false"
"L49541","1","0","5","753","5","0","4","false"
"L49542","1","0","29","791","42","0","9","false"
"L49543","3","0","59","791","22","1","9","true"
"L49544","3","0","51","407","38","2","11","false"
"L49545","1","0","4","2053","6","0","3","false"
"L49546","1","0","12","407","12","0","8","false"
"L49547","4","0","50","288","35","0","10","false"
"L49548","1","0","7","831","17","0","6","false"
"L49549","1","0","22","2899","17","2","8","false"
"L49550","1","0","5","407","14","0","6","false"
"L49551","4","0","80","288","17","0","9","false"
"L49552","1","0","7","407","12","0","7","false"
"L49553","1","0","6","407","13","0","7","false"
"L49554","1","0","45","288","49","0","9","false"
"L49555","1","0","11","575","8","0","3","false"
"L49556","1","0","17","575","6","0","2","false"
"L49557","1","0","1","2899","1","0","1","false"
"L49558","1","0","5","407","14","0","8","false"
"L49559","1","0","4","15","10","0","6","false"
"L49560","5","0","57","791","12","0","7","false"
"L49561","1","0","4","2053","2","0","2","false"
"L49562","1","0","14","1147","38","1","11","false"
"L49563","1","0","3","1733","3","0","3","false"
"L49564","1","0","13","2899","9","0","6","false"
"L49565","1","0","5","407","10","0","6","false"
"L49566","1","0","22","15","24","0","8","true"
"L49567","1","0","8","2899","8","0","3","false"
"L49568","1","0","7","831","8","0","5","false"
"L49569","1","0","26","288","39","0","11","true"
"L49570","1","0","11","2899","12","0","5","false"
"L49571","1","0","13","1733","23","0","8","false"
"L49572","1","0","7","831","8","0","5","false"
"L53325","1","0","9","1118","8","0","4","false"
"L53326","1","0","41","1118","18","0","8","false"
"L53327","6","0","37","1147","19","0","8","false"
"L53328","76","0","401","2899","94","4","14","false"
"L53329","1","0","21","1147","26","0","10","false"
"L53330","8","0","133","1147","20","0","5","false"
"L53331","5","0","278","1147","174","19","20","true"
"L53332","39","0","259","1147","121","8","12","false"
"L53333","29","0","356","1118","227","3","16","true"
"L53334","9","0","216","15","89","0","10","true"
"L53335","4","0","29","791","11","0","8","false"
"L53336","4","0","85","1147","38","0","9","false"
"L53337","27","0","335","2899","60","1","8","true"
"L53338","63","0","499","407","282","19","15","true"
"L53339","1","0","9","575","13","0","5","false"
"L53340","1","0","30","1147","20","0","5","false"
"L53341","4","0","23","1147","4","0","2","false"
"L53342","1","0","13","407","8","0","4","false"
"L53343","13","0","79","2899","19","0","6","false"
"L53344","30","0","171","791","30","0","8","false"
"L53345","1","0","1","791","2","0","2","false"
"L53346","1","0","24","791","10","0","5","false"
"L55005","1","0","64","1733","27","2","10","false"
"L55006","1","0","19","1733","13","0","8","false"
"L55007","1","0","21","1733","9","0","7","false"
"L55008","1","0","35","1733","21","0","9","false"
"L55009","1","0","29","1733","31","2","11","false"
"L55010","1","0","32","1733","15","0","8","false"
"L55011","1","0","43","1733","13","0","8","false"
"L55012","23","0","183","1733","25","2","10","false"
"L55013","4","0","205","1733","38","2","10","false"
"L55014","2","0","53","1733","33","2","11","false"
"L55015","2","0","44","2899","40","3","13","false"
"L55016","1","0","8","1733","14","0","9","false"
"L55017","1","0","7","1733","14","0","9","false"
"L55018","1","0","58","1733","28","0","9","false"
"L55019","47","0","223","1733","109","2","12","true"
"L55020","10","0","258","1147","66","2","13","false"
"L55021","1","0","136","1733","35","2","13","false"
"L55022","2","0","29","1733","20","0","9","false"
"L55023","1","0","48","1733","23","0","9","false"
"L55024","1","0","1","1733","6","0","6","false"
"L55025","1","0","33","1733","26","0","10","false"
"L55026","1","0","22","1733","14","0","8","false"
"L55027","2","0","123","1733","48","2","12","false"
"L55028","6","0","211","1147","41","0","10","false"
"L55029","1","0","37","1733","26","2","10","false"
"L55030","2","0","57","1733","35","2","11","false"
"L55031","2","0","62","1733","45","2","12","false"
"L56134","1","0","48","288","12","0","5","false"
"L56135","1","0","20","288","13","0","6","false"
"L56136","12","0","72","1118","5","0","4","false"
"L56137","19","0","93","288","19","0","6","false"
"L56138","1","0","19","1147","7","0","4","false"
"L56139","13","0","56","1118","32","0","12","false"
"L56140","1","0","4","1118","1","0","1","false"
"L56141","1","0","19","288","12","0","8","false"
"L56142","1","0","8","575","6","0","4","false"
"L56143","16","0","191","1147","71","1","10","false"
"L56144","1","0","4","1118","1","0","1","false"
"L56145","1","0","62","288","14","0","6","false"
"L56146","1","0","1","288","5","0","4","false"
"L56147","16","0","80","288","20","0","8","false"
"L56148","1","0","41","288","18","0","6","false"
"L56634","4","0","59","1733","16","0","8","false"
"L56635","38","0","254","1147","9","0","5","false"
"L56636","1","0","6","407","16","0","7","false"
"L56637","5","0","72","1733","25","0","10","false"
"L56638","47","0","464","407","190","13","15","false"
"L56639","1","0","92","1147","35","0","9","false"
"L56640","4","0","33","1733","18","0","9","false"
"L56641","1","0","1","1733","4","0","4","false"
"L56642","2","0","16","1733","12","0","8","false"
"L56643","1","0","48","1147","9","0","4","false"
"L56644","1","0","48","1147","6","0","4","false"
"L56645","1","0","48","1733","10","0","6","false"
"L56646","1","0","91","1147","6","0","4","false"
"L56647","3","0","88","1733","10","0","6","false"
"L56648","1","0","79","1147","6","0","4","false"
"L56649","1","0","43","1147","6","0","4","false"
"L56650","1","0","28","1147","6","0","4","false"
"L56651","12","0","76","1733","33","0","9","false"
"L56652","8","0","101","1733","21","0","8","false"
"L56653","1","0","5","407","58","1","12","true"
"L56654","6","0","125","407","7","0","5","false"
"L58131","2","0","25","1733","16","0","7","false"
"L58132","1","0","6","1733","15","0","7","false"
"L58133","1","0","7","1733","38","1","12","false"
"L58134","1","0","10","288","31","0","11","true"
"L58135","1","0","1","831","5","0","2","false"
"L73508","1","0","6","831","12","0","5","false"
"L73509","1","0","13","753","18","0","7","false"
"L73510","1","0","8","753","16","0","7","false"
"L73511","1","0","6","753","15","0","7","false"
"L73512","1","0","11","831","21","0","6","false"
"L73513","1","0","8","831","11","0","5","false"
"L73514","3","0","23","831","14","0","5","false"
"L73515","1","0","7","1733","8","0","4","false"
"L73516","1","0","9","2899","20","0","6","false"
"L73517","1","0","8","831","16","0","6","false"
"L73518","2","0","48","831","22","0","5","false"
"L73519","1","0","8","831","12","0","5","false"
"L73520","1","0","11","831","13","0","5","false"
"L73521","1","0","8","831","13","0","5","false"
"L73522","1","0","16","831","20","0","5","false"
"L73523","1","0","2","831","9","0","5","false"
"L73524","1","0","6","1733","8","0","4","false"
"L73525","1","0","9","753","19","0","8","false"
"L73526","1","0","8","753","15","0","7","false"
"L73527","1","0","15","831","20","0","5","false"
"L73528","1","0","13","831","14","0","5","false"
"L73529","4","0","32","831","10","2","4","false"
"L73530","1","0","12","831","11","0","5","false"
"L73531","1","0","8","1733","7","0","4","false"
"L73532","1","0","11","831","14","0","6","false"
"L82432","5","0","54","1147","6","0","3","false"
"L82433","16","0","92","1147","3","0","2","false"
"L82434","3","0","50","1147","9","0","3","false"
"L82435","1","0","81","1147","3","0","2","false"
"L82436","1","0","1","1147","6","0","2","false"
"L82671","1","0","14","1118","8","1","4","false"
"L82672","1","0","9","753","17","0","5","false"
"L82673","1","0","9","1147","6","0","3","false"
"L82674","1","0","6","1147","23","0","11","true"
"L82675","1","0","28","2053","51","0","11","false"
"L82676","1","0","14","1147","7","0","3","false"
"L82677","1","0","3","1733","10","0","7","false"
"L82678","1","0","14","1733","18","0","9","false"
"L82679","1","0","4","15","10","0","5","false"
"L82680","1","0","6","575","13","0","5","false"
"L82681","1","0","21","1147","61","1","12","false"
"L82682","1","0","9","1733","10","0","5","false"
"L82683","1","0","1","2899","1","0","1","false"
"L82684","25","0","159","1147","35","0","11","false"
"L86659","18","0","145","1147","80","4","13","false"
