"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of committers","Number of bugs"
"L13465","AbstractLoadBalancer.java","hazelcast-client/src/main/java/com/hazelcast/client/util/AbstractLoadBalancer.java","L13464","2","0","42","1118","17","0","9","0"
"L13466","AddressHelper.java","hazelcast-client/src/main/java/com/hazelcast/client/util/AddressHelper.java","L13464","11","0","58","407","34","1","13","0"
"L13467","ClientCancellableDelegatingFuture.java","hazelcast-client/src/main/java/com/hazelcast/client/util/ClientCancellableDelegatingFuture.java","L13464","8","0","73","1147","25","0","11","3"
"L13468","package-info.java","hazelcast-client/src/main/java/com/hazelcast/client/util/package-info.java","L13464","1","0","1","407","9","0","6","0"
"L13469","RandomLB.java","hazelcast-client/src/main/java/com/hazelcast/client/util/RandomLB.java","L13464","3","0","15","1118","12","0","6","0"
"L13470","RoundRobinLB.java","hazelcast-client/src/main/java/com/hazelcast/client/util/RoundRobinLB.java","L13464","3","0","22","407","31","0","13","0"
"L13471","StaticLB.java","hazelcast-client/src/main/java/com/hazelcast/client/util/StaticLB.java","L13464","1","0","18","1118","10","0","6","0"
"L582","AbstractClientCacheProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/cache/impl/AbstractClientCacheProxy.java","L581","24","0","258","2899","10","1","4","6"
"L583","AbstractClientCacheProxyBase.java","hazelcast-client/src/main/java/com/hazelcast/client/cache/impl/AbstractClientCacheProxyBase.java","L581","15","0","152","407","13","0","7","9"
"L584","AbstractClientInternalCacheProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/cache/impl/AbstractClientInternalCacheProxy.java","L581","57","0","396","2899","10","1","4","6"
"L585","ClientCacheDistributedObject.java","hazelcast-client/src/main/java/com/hazelcast/client/cache/impl/ClientCacheDistributedObject.java","L581","1","0","12","407","18","0","9","0"
"L586","ClientCacheProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/cache/impl/ClientCacheProxy.java","L581","29","0","293","2899","33","1","9","3"
"L587","ClientClusterWideIterator.java","hazelcast-client/src/main/java/com/hazelcast/client/cache/impl/ClientClusterWideIterator.java","L581","2","0","40","1147","16","0","7","1"
"L588","HazelcastClientCacheManager.java","hazelcast-client/src/main/java/com/hazelcast/client/cache/impl/HazelcastClientCacheManager.java","L581","10","0","120","2899","41","2","9","15"
"L589","HazelcastClientCachingProvider.java","hazelcast-client/src/main/java/com/hazelcast/client/cache/impl/HazelcastClientCachingProvider.java","L581","16","0","87","2899","23","1","8","2"
"L590","package-info.java","hazelcast-client/src/main/java/com/hazelcast/client/cache/impl/package-info.java","L581","1","0","1","1118","7","0","5","0"
"L3374","AbstractClientSelectionHandler.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/AbstractClientSelectionHandler.java","L3373","7","0","61","1147","17","1","7","3"
"L3375","ClientConnection.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/ClientConnection.java","L3373","32","0","359","1147","139","7","20","9"
"L3376","ClientConnectionManagerImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/ClientConnectionManagerImpl.java","L3373","64","0","546","407","199","19","21","18"
"L3377","ClientReadHandler.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/ClientReadHandler.java","L3373","11","0","76","1147","67","5","17","0"
"L3378","ClientWriteHandler.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/ClientWriteHandler.java","L3373","14","0","98","1147","54","0","15","2"
"L3379","package-info.java","hazelcast-client/src/main/java/com/hazelcast/client/connection/nio/package-info.java","L3373","1","0","1","407","9","0","6","0"
"L12309","AwsAddressProvider.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/AwsAddressProvider.java","L12308","4","0","42","407","12","0","7","0"
"L12310","AwsAddressTranslator.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/AwsAddressTranslator.java","L12308","8","0","57","407","29","2","13","0"
"L12311","ClientCallFuture.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientCallFuture.java","L12308","44","0","273","407","130","9","21","5"
"L12312","ClientClusterServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientClusterServiceImpl.java","L12308","29","0","228","407","267","16","20","6"
"L12313","ClientExecutionServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientExecutionServiceImpl.java","L12308","2","0","106","407","80","3","15","7"
"L12314","ClientInvocationServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientInvocationServiceImpl.java","L12308","16","0","196","407","88","4","16","2"
"L12315","ClientListenerServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientListenerServiceImpl.java","L12308","10","0","142","407","31","2","12","1"
"L12316","ClientPartitionServiceImpl.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClientPartitionServiceImpl.java","L12308","15","0","157","407","77","2","14","6"
"L12317","ClusterListenerThread.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/ClusterListenerThread.java","L12308","38","0","259","407","67","7","14","4"
"L12318","DefaultAddressProvider.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/DefaultAddressProvider.java","L12308","2","0","25","407","8","0","7","2"
"L12319","DefaultAddressTranslator.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/DefaultAddressTranslator.java","L12308","1","0","12","407","10","0","7","0"
"L12320","package-info.java","hazelcast-client/src/main/java/com/hazelcast/client/spi/impl/package-info.java","L12308","1","0","1","407","9","0","6","0"
"L5126","ClientTransactionManager.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/ClientTransactionManager.java","L5125","12","0","140","407","16","0","8","0"
"L5127","package-info.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/package-info.java","L5125","1","0","1","407","9","0","7","0"
"L5128","TransactionContextProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/TransactionContextProxy.java","L5125","15","0","165","407","24","1","8","0"
"L5129","TransactionProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/TransactionProxy.java","L5125","21","0","164","407","23","2","9","0"
"L5130","XAResourceProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/XAResourceProxy.java","L5125","32","0","216","407","9","0","7","0"
"L5269","AbstractClientTxnCollectionProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/proxy/AbstractClientTxnCollectionProxy.java","L5268","2","0","17","407","9","0","7","0"
"L5270","ClientTxnListProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/proxy/ClientTxnListProxy.java","L5268","1","0","35","407","9","0","7","0"
"L5271","ClientTxnMapProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/proxy/ClientTxnMapProxy.java","L5268","7","0","143","407","15","0","8","0"
"L5272","ClientTxnMultiMapProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/proxy/ClientTxnMultiMapProxy.java","L5268","5","0","81","407","15","0","8","0"
"L5273","ClientTxnProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/proxy/ClientTxnProxy.java","L5268","3","0","56","407","15","0","8","0"
"L5274","ClientTxnQueueProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/proxy/ClientTxnQueueProxy.java","L5268","4","0","70","407","9","0","7","0"
"L5275","ClientTxnSetProxy.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/proxy/ClientTxnSetProxy.java","L5268","1","0","35","407","9","0","7","0"
"L5276","package-info.java","hazelcast-client/src/main/java/com/hazelcast/client/impl/client/txn/proxy/package-info.java","L5268","1","0","1","407","9","0","7","0"
"L539","ClientCompatibleTestsSuit.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientCompatibleTestsSuit.java","L538","1","0","24","1118","21","0","7","0"
"L540","ClientEntryListenerDisconnectTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientEntryListenerDisconnectTest.java","L538","4","0","82","1118","30","3","12","0"
"L541","ClientListenersTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientListenersTest.java","L538","2","0","125","1118","11","3","7","0"
"L542","ClientMemberAttributeTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientMemberAttributeTest.java","L538","21","0","263","407","31","3","9","0"
"L543","ClientNearCacheConfigTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientNearCacheConfigTest.java","L538","1","0","56","1118","13","0","7","0"
"L544","ClientReconnectTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientReconnectTest.java","L538","1","0","84","407","21","3","8","0"
"L545","ClientRegressionTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientRegressionTest.java","L538","18","0","531","1118","7","2","5","0"
"L546","ClientServiceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientServiceTest.java","L538","11","0","289","1147","35","8","10","0"
"L547","ClientTimeoutTest.java","hazelcast-client/src/test/java/com/hazelcast/client/ClientTimeoutTest.java","L538","1","0","44","1118","17","7","7","0"
"L548","MembershipListenerTest.java","hazelcast-client/src/test/java/com/hazelcast/client/MembershipListenerTest.java","L538","2","0","102","407","33","1","14","0"
"L549","NonSmartClientRoutingTest.java","hazelcast-client/src/test/java/com/hazelcast/client/NonSmartClientRoutingTest.java","L538","3","0","54","407","8","0","6","0"
"L550","SimpleMapTestFromClient.java","hazelcast-client/src/test/java/com/hazelcast/client/SimpleMapTestFromClient.java","L538","15","0","125","407","20","0","7","0"
"L575","ClientCacheConfigTest.java","hazelcast-client/src/test/java/com/hazelcast/client/cache/ClientCacheConfigTest.java","L574","1","0","113","2899","3","0","2","0"
"L576","ClientManagerTest.java","hazelcast-client/src/test/java/com/hazelcast/client/cache/ClientManagerTest.java","L574","1","0","69","1118","6","0","4","0"
"L577","JCacheClientListenerTest.java","hazelcast-client/src/test/java/com/hazelcast/client/cache/JCacheClientListenerTest.java","L574","8","0","118","2899","3","0","3","0"
"L578","SimpleCacheTestFromClient.java","hazelcast-client/src/test/java/com/hazelcast/client/cache/SimpleCacheTestFromClient.java","L574","15","0","133","407","7","0","6","0"
"L2242","XmlClientConfigBuilderTest.java","hazelcast-client/src/test/java/com/hazelcast/client/config/XmlClientConfigBuilderTest.java","L2241","2","0","208","407","32","2","14","0"
"L9048","DistributedObjectListenerTest.java","hazelcast-client/src/test/java/com/hazelcast/client/proxy/DistributedObjectListenerTest.java","L9047","1","0","48","407","12","2","7","0"
"L9049","ProxyEqualityTest.java","hazelcast-client/src/test/java/com/hazelcast/client/proxy/ProxyEqualityTest.java","L9047","1","0","75","407","25","3","11","0"
"L12105","ClientProxyDestroyTest.java","hazelcast-client/src/test/java/com/hazelcast/client/spi/ClientProxyDestroyTest.java","L12104","1","0","58","407","17","2","8","0"
"L12106","ProxyFactoryTest.java","hazelcast-client/src/test/java/com/hazelcast/client/spi/ProxyFactoryTest.java","L12104","1","0","87","407","8","2","3","0"
"L13607","ClientAtomicLongTest.java","hazelcast-client/src/test/java/com/hazelcast/client/atomiclong/ClientAtomicLongTest.java","L13606","5","0","159","1118","30","0","8","0"
"L13673","ClientAtomicReferenceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/atomicreference/ClientAtomicReferenceTest.java","L13672","1","0","195","1118","18","0","7","0"
"L14286","ClientListTest.java","hazelcast-client/src/test/java/com/hazelcast/client/collections/ClientListTest.java","L14285","2","0","178","407","22","0","12","0"
"L14287","ClientSetTest.java","hazelcast-client/src/test/java/com/hazelcast/client/collections/ClientSetTest.java","L14285","2","0","146","407","22","0","12","0"
"L14375","ClientCountDownLatchTest.java","hazelcast-client/src/test/java/com/hazelcast/client/countdownlatch/ClientCountDownLatchTest.java","L14374","3","0","64","407","47","0","13","0"
"L14400","ClientExecutorServiceExecuteTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceExecuteTest.java","L14399","1","0","153","407","25","0","12","0"
"L14401","ClientExecutorServiceInvokeTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceInvokeTest.java","L14399","2","0","72","407","18","0","10","0"
"L14402","ClientExecutorServiceSubmitTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceSubmitTest.java","L14399","14","0","542","407","34","0","12","0"
"L14403","ClientExecutorServiceTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ClientExecutorServiceTest.java","L14399","5","0","165","1118","95","7","19","0"
"L14404","ExecutionDelayTest.java","hazelcast-client/src/test/java/com/hazelcast/client/executor/ExecutionDelayTest.java","L14399","3","0","117","1118","45","2","14","0"
"L14975","PortableHelpersFactory.java","hazelcast-client/src/test/java/com/hazelcast/client/helpers/PortableHelpersFactory.java","L14974","2","0","12","1118","6","2","3","0"
"L14976","SimpleClientInterceptor.java","hazelcast-client/src/test/java/com/hazelcast/client/helpers/SimpleClientInterceptor.java","L14974","3","0","48","1118","13","2","5","0"
"L15014","ClientIdGeneratorTest.java","hazelcast-client/src/test/java/com/hazelcast/client/idgenerator/ClientIdGeneratorTest.java","L15013","1","0","44","1118","32","0","11","0"
"L15035","ClientExecutionPoolSizeLowTest.java","hazelcast-client/src/test/java/com/hazelcast/client/io/ClientExecutionPoolSizeLowTest.java","L15034","9","0","87","407","20","3","10","0"
"L15056","ClientRandomLBTest.java","hazelcast-client/src/test/java/com/hazelcast/client/loadBalancer/ClientRandomLBTest.java","L15055","1","0","49","407","13","0","5","0"
"L15057","ClientRoundRobinLBTest.java","hazelcast-client/src/test/java/com/hazelcast/client/loadBalancer/ClientRoundRobinLBTest.java","L15055","1","0","45","1118","14","0","6","0"
"L15058","ClientStaticLBTest.java","hazelcast-client/src/test/java/com/hazelcast/client/loadBalancer/ClientStaticLBTest.java","L15055","1","0","39","407","13","0","5","0"
"L15086","ClientConcurrentLockTest.java","hazelcast-client/src/test/java/com/hazelcast/client/lock/ClientConcurrentLockTest.java","L15085","7","0","109","1147","16","0","7","0"
"L15087","ClientConditionTest.java","hazelcast-client/src/test/java/com/hazelcast/client/lock/ClientConditionTest.java","L15085","11","0","153","1147","31","0","12","0"
"L15088","ClientLockTest.java","hazelcast-client/src/test/java/com/hazelcast/client/lock/ClientLockTest.java","L15085","11","0","186","429","58","3","14","0"
"L15089","ClientLockWithTerminationTest.java","hazelcast-client/src/test/java/com/hazelcast/client/lock/ClientLockWithTerminationTest.java","L15085","1","0","58","407","24","3","10","0"
"L15273","ClientMapBasicTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapBasicTest.java","L15272","14","0","932","1147","25","0","11","0"
"L15274","ClientMapEvictAllTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapEvictAllTest.java","L15272","4","0","75","407","7","0","6","0"
"L15275","ClientMapIssueTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapIssueTest.java","L15272","5","0","132","1147","70","8","15","0"
"L15276","ClientMapLoadAllTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapLoadAllTest.java","L15272","10","0","170","407","23","0","13","0"
"L15277","ClientMapLoaderExceptionHandlingTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapLoaderExceptionHandlingTest.java","L15272","5","0","84","407","12","1","5","0"
"L15278","ClientMapLockTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapLockTest.java","L15272","4","0","485","407","8","0","7","0"
"L15279","ClientMapNearCacheTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapNearCacheTest.java","L15272","27","0","377","1147","3","0","2","0"
"L15280","ClientMapStoreTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapStoreTest.java","L15272","14","0","311","407","49","11","13","0"
"L15281","ClientMapTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapTest.java","L15272","25","0","766","407","148","14","17","0"
"L15282","ClientMapTryLockConcurrentTests.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientMapTryLockConcurrentTests.java","L15272","9","0","135","1147","13","0","9","0"
"L15283","ClientSortLimitTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/ClientSortLimitTest.java","L15272","28","0","427","1147","40","10","10","0"
"L15284","GenericEvent.java","hazelcast-client/src/test/java/com/hazelcast/client/map/GenericEvent.java","L15272","1","0","11","2053","8","1","4","0"
"L15285","MapMemoryUsageStressTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/MapMemoryUsageStressTest.java","L15272","6","0","78","407","5","1","5","0"
"L15286","SimpleClientMapInterceptorTest.java","hazelcast-client/src/test/java/com/hazelcast/client/map/SimpleClientMapInterceptorTest.java","L15272","2","0","78","288","10","4","6","0"
