@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L7753","5","0","48","0","4735","1","1","false"
"L7754","21","0","188","0","4735","1","4","false"
"L7755","41","0","206","1","4735","1","16","false"
"L7756","7","0","71","0","4735","1","5","false"
"L7757","4","0","50","0","4735","1","2","false"
"L7758","3","0","36","0","4735","1","1","false"
"L7759","41","0","237","1","319","2","17","false"
"L7760","33","0","224","0","4735","1","21","false"
"L8546","12","0","200","0","4735","1","22","false"
"L8547","1","0","30","0","4735","1","7","false"
"L8548","1","0","1","0","4735","1","1","false"
"L8549","8","0","84","0","4735","2","13","false"
"L8550","1","0","25","0","4735","1","4","false"
"L8551","6","0","89","0","319","2","24","false"
"L8815","6","0","141","0","4735","1","17","true"
"L8816","1","0","66","0","4735","1","7","false"
"L8817","1","0","1","0","4735","1","1","false"
"L8818","14","0","141","2","4735","2","26","false"
"L9206","11","0","183","1","319","2","27","false"
"L9207","3","0","40","0","4735","1","8","false"
"L9208","13","0","113","0","319","2","14","false"
"L9209","1","0","52","0","4735","1","5","false"
"L9210","1","0","1","0","4735","1","1","false"
"L9211","14","0","116","0","319","2","16","false"
"L9212","1","0","12","0","4735","1","4","false"
"L9213","4","0","46","0","319","2","8","false"
"L9214","3","0","47","0","4735","1","9","false"
"L9215","3","0","57","0","4735","2","17","false"
"L9548","3","0","54","0","4735","1","5","false"
"L9549","17","0","165","0","4735","1","18","false"
"L9550","27","0","232","0","4735","1","28","false"
"L9551","6","0","82","0","4735","1","1","false"
"L9552","43","0","255","1","4735","1","3","false"
"L9553","7","0","127","0","4735","1","1","false"
"L9554","16","0","132","0","4735","1","2","false"
"L9555","7","0","67","1","4735","1","2","false"
"L9556","1","0","1","0","4735","1","1","false"
"L9557","57","0","287","2","4735","1","31","false"
"L9558","10","0","104","1","4735","1","3","false"
"L9559","6","0","79","0","4735","1","3","false"
"L10421","32","0","392","0","4735","1","38","true"
"L10422","11","0","99","0","4735","1","8","false"
"L10423","1","0","1","0","4735","1","1","false"
"L10424","26","0","226","1","4735","2","39","false"
"L10730","31","0","420","0","4735","1","20","false"
"L10731","1","0","1","0","4735","1","1","false"
"L10732","25","0","216","0","4735","3","29","false"
"L11177","8","0","142","0","4735","1","3","false"
"L11178","3","0","35","0","4735","1","1","false"
"L11179","1","0","48","0","4735","1","6","false"
"L11310","1","0","1","0","4735","1","1","false"
"L11311","1","0","9","0","4735","1","3","false"
"L11312","11","0","40","1","4735","1","4","false"
"L11313","5","0","37","0","4735","1","3","false"
"L11314","30","0","382","1","4735","1","31","true"
"L11315","17","0","203","1","4735","1","19","false"
"L11316","4","0","75","0","4735","1","7","false"
"L11317","14","0","55","0","4735","1","6","false"
"L11318","10","0","83","0","319","2","11","false"
"L11319","16","0","110","0","4735","2","17","false"
"L11320","7","0","74","0","4735","1","9","false"
"L13038","13","0","99","0","4735","1","8","false"
"L13039","8","0","58","0","4735","1","3","false"
"L13040","5","0","62","0","4735","1","5","false"
"L13041","3","0","55","0","4735","1","3","false"
"L13042","1","0","9","0","4735","1","6","false"
"L13043","1","0","10","0","4735","1","1","false"
"L15122","4","0","63","1","4735","1","3","false"
"L15215","1","0","9","0","4735","1","1","false"
"L17585","1","0","6","0","4735","1","1","false"
"L17586","1","0","6","0","4735","1","1","false"
"L17587","1","0","6","0","4735","1","1","false"
"L17590","1","0","22","0","4735","1","5","false"
"L17591","1","0","148","0","4735","1","11","false"
"L17592","1","0","14","0","4735","1","5","false"
"L17593","1","0","119","0","4735","1","9","false"
"L17594","1","0","233","0","4735","1","13","false"
"L18082","1","0","61","0","4735","1","8","false"
"L18083","1","0","43","0","4735","1","1","false"
"L18084","1","0","80","0","4735","1","11","false"
"L18255","1","0","15","0","4735","1","5","false"
"L18256","1","0","7","0","4735","1","2","false"
"L18257","4","0","200","0","4735","1","34","false"
"L18258","37","0","293","5","4735","1","24","false"
"L20897","12","0","105","0","4735","2","8","false"
"L20898","4","0","28","0","4735","1","2","false"
"L20899","4","0","26","0","2","2","4","false"
"L20900","32","0","218","0","4735","1","10","false"
"L21404","14","0","167","0","319","2","4","false"
"L21405","42","0","221","0","319","1","5","false"
"L21406","26","0","319","0","4735","2","28","false"
"L21407","17","0","194","0","4735","1","1","false"
"L21408","16","0","133","0","4735","1","5","false"
"L21409","125","0","605","1","4735","3","39","false"
"L21410","58","0","388","1","4735","3","30","true"
"L21411","9","0","130","2","4735","1","14","true"
"L21412","23","0","182","0","319","2","9","false"
"L21413","22","0","201","0","4735","1","1","false"
"L21414","60","0","351","2","4735","1","20","true"
"L21415","5","0","113","0","4735","1","6","false"
"L21416","29","0","159","2","4735","1","16","false"
"L22859","21","0","168","2","4735","1","14","false"
"L22860","66","0","392","1","4735","2","16","false"
"L23055","4","0","37","1","4735","1","7","false"
"L23056","1","0","14","0","4735","1","1","false"
"L23057","26","0","194","0","4735","1","14","false"
"L23058","46","0","281","1","4735","1","27","false"
"L23059","31","0","266","0","4735","1","28","false"
"L23060","7","0","72","0","4735","1","5","false"
"L23061","2","0","29","0","4735","1","4","false"
"L23062","13","0","87","1","4735","1","10","true"
"L23063","1","0","11","0","4735","1","1","false"
"L23064","1","0","10","0","4735","1","1","false"
"L23065","18","0","99","0","4735","1","8","false"
"L23066","28","0","184","1","4735","1","15","true"
"L23067","12","0","96","1","4735","1","15","false"
"L23068","62","0","300","0","4735","1","24","false"
"L23069","22","0","129","0","4735","1","6","false"
"L23070","1","0","11","0","4735","1","1","false"
"L23071","1","0","6","0","4735","1","2","false"
"L23072","1","0","29","0","4735","1","8","false"
"L23073","5","0","29","0","4735","1","1","false"
"L23074","1","0","13","1","4735","1","6","false"
"L24687","40","0","270","2","4735","1","38","false"
"L25377","1","0","22","0","4735","1","2","false"
"L25378","1","0","5","0","4735","1","3","false"
"L25379","4","0","42","0","4735","1","2","false"
"L25380","1","0","6","0","4735","1","2","false"
"L25381","1","0","10","0","4735","1","1","false"
"L25382","1","0","11","0","4735","1","1","false"
"L25774","6","0","85","0","4735","1","1","false"
"L25775","1","0","39","0","4735","1","1","false"
"L25776","7","0","56","0","4735","1","2","false"
"L25777","24","0","127","0","4735","1","1","false"
"L25778","11","0","82","0","4735","1","2","false"
"L26360","7","0","45","0","4735","1","1","false"
"L26361","2","0","29","0","4735","1","2","false"
"L26362","4","0","66","0","4735","1","1","false"
"L26363","1","0","36","0","4735","1","1","false"
"L26364","1","0","39","0","4735","1","1","false"
"L26365","1","0","5","0","4735","1","1","false"
"L26366","1","0","12","0","4735","1","1","false"
"L26367","10","0","31","0","4735","1","2","false"
"L26679","1","0","42","0","4735","1","1","false"
"L26680","11","0","83","0","4735","1","1","false"
"L26681","1","0","5","0","4735","1","1","false"
"L26682","22","0","110","0","4735","1","3","false"
"L26683","1","0","9","0","4735","1","1","false"
"L26684","1","0","9","0","4735","1","1","false"
"L26843","7","0","58","0","4735","1","4","false"
"L28257","1","0","89","0","4735","1","1","false"
"L28258","4","0","64","0","4735","1","1","false"
"L28259","1","0","35","0","4735","1","1","false"
"L28260","1","0","10","0","4735","1","1","false"
"L28261","1","0","9","0","4735","1","1","false"
"L28262","16","0","189","0","4735","1","1","false"
"L28263","3","0","41","0","4735","1","1","false"
"L28264","1","0","32","0","4735","1","1","false"
"L28265","1","0","22","0","4735","1","1","false"
"L28266","1","0","9","0","4735","1","1","false"
"L28267","1","0","4","0","4735","1","1","false"
"L28268","1","0","71","0","4735","1","1","false"
"L28269","5","0","63","0","4735","1","1","false"
"L28270","2","0","41","0","4735","1","1","false"
"L28271","1","0","6","0","4735","1","1","false"
"L28272","1","0","21","0","4735","1","1","false"
"L28273","4","0","36","0","4735","1","1","false"
"L28274","1","0","28","0","4735","1","1","false"
"L28275","5","0","73","0","4735","1","1","false"
"L28276","1","0","11","0","4735","1","1","false"
"L28277","2","0","30","0","4735","1","1","false"
"L28278","2","0","37","0","4735","1","1","false"
"L28279","1","0","22","0","4735","1","1","false"
"L28280","1","0","10","0","4735","1","1","false"
"L28281","8","0","94","0","4735","1","2","false"
"L28282","1","0","6","0","4735","1","1","false"
"L28283","1","0","15","0","4735","1","1","false"
"L28284","13","0","84","0","4735","1","1","false"
"L28285","1","0","12","0","4735","1","1","false"
"L28286","7","0","82","0","4735","1","1","false"
"L28287","1","0","19","0","4735","1","1","false"
"L28288","12","0","181","0","4735","1","1","false"
"L28289","57","0","572","0","4735","1","2","false"
"L28290","22","0","126","0","4735","1","3","false"
"L28291","8","0","172","0","4735","1","1","false"
"L28292","2","0","31","0","4735","1","1","false"
"L28293","8","0","266","0","4735","1","1","false"
"L28294","3","0","29","0","4735","1","1","false"
"L28295","1","0","5","0","4735","1","1","false"
"L28296","1","0","4","0","4735","1","1","false"
"L28297","9","0","81","0","4735","1","1","false"
"L28298","9","0","77","0","4735","1","1","false"
"L28299","3","0","25","0","4735","1","1","false"
"L28300","1","0","4","0","4735","1","1","false"
"L28301","8","0","41","0","4735","1","2","false"
"L28302","4","0","38","0","4735","1","3","false"
"L28303","1","0","12","0","4735","1","1","false"
"L28304","1","0","1","0","4735","1","1","false"
"L28305","1","0","4","0","4735","1","2","false"
"L28306","1","0","9","0","4735","1","1","false"
"L28307","1","0","24","0","4735","1","1","false"
"L28308","1","0","98","0","4735","1","1","false"
"L28309","1","0","10","0","4735","1","1","false"
"L28310","1","0","4","0","4735","1","1","false"
"L28311","2","0","33","0","4735","1","1","false"
"L28312","1","0","11","0","4735","1","1","false"
"L28313","1","0","29","0","4735","1","1","false"
"L28314","2","0","17","0","4735","1","1","false"
"L28315","1","0","5","0","4735","1","1","false"
"L28316","1","0","9","0","4735","1","1","false"
"L28317","4","0","29","0","4735","1","1","false"
"L28318","6","0","64","0","4735","1","1","false"
"L28319","3","0","39","0","4735","1","1","false"
"L28320","1","0","8","0","4735","1","1","false"
"L28321","8","0","57","0","4735","1","1","false"
"L28322","4","0","42","0","4735","1","1","false"
"L28323","1","0","10","0","4735","1","1","false"
"L28324","1","0","4","0","4735","1","1","false"
"L28325","1","0","6","0","4735","1","1","false"
"L28326","1","0","74","0","4735","1","2","false"
"L28327","7","0","129","0","4735","1","1","false"
"L28328","1","0","12","0","4735","1","1","false"
"L28329","23","0","183","0","4735","1","1","false"
"L28330","2","0","12","0","4735","1","1","false"
"L36536","1","0","25","0","4735","1","1","false"
"L36537","1","0","6","0","4735","1","1","false"
"L36538","1","0","10","0","4735","1","1","false"
"L36539","1","0","4","0","4735","1","1","false"
"L36540","8","0","60","0","4735","1","2","false"
"L36541","3","0","25","0","4735","1","1","false"
"L36542","11","0","69","0","4735","1","1","false"
"L36543","7","0","82","0","4735","1","5","false"
"L36544","18","0","85","0","4735","1","1","false"
"L36545","17","0","99","0","4735","1","3","false"
"L36546","7","0","79","0","4735","1","2","false"
"L36547","8","0","49","0","4735","1","1","false"
"L36548","34","0","165","1","4735","1","4","false"
"L36549","1","0","47","0","4735","1","1","false"
"L36550","12","0","135","0","4735","1","6","false"
"L36551","10","0","65","0","4735","1","1","false"
"L36552","5","0","35","0","4735","1","1","false"
"L37766","16","0","235","0","4735","1","1","false"
"L37971","1","0","23","0","4735","1","2","false"
"L37972","7","0","26","0","4735","1","3","false"
"L38000","1","0","26","0","4735","1","2","false"
"L38001","79","0","110","1","4735","1","3","false"
"L38031","13","0","115","0","4735","1","1","false"
"L38117","1","0","5","0","4735","1","1","false"
"L38121","1","0","20","0","4735","1","1","false"
"L38122","3","0","35","0","4735","1","3","false"
"L38123","16","0","111","0","4735","1","7","false"
"L38729","3","0","20","0","4735","1","10","false"
"L38730","1","0","51","0","4735","1","3","false"
"L38731","1","0","32","0","4735","1","1","false"
"L38732","1","0","48","0","4735","1","1","false"
"L38733","1","0","27","0","4735","1","3","false"
"L38734","1","0","22","0","4735","1","1","false"
"L38735","76","0","408","1","4735","3","17","false"
"L38736","3","0","33","0","4735","1","1","false"
"L38737","8","0","46","0","4735","1","3","false"
"L38738","3","0","31","0","4735","1","4","false"
"L40921","6","0","224","0","4735","1","1","false"
"L40922","195","0","842","0","4735","1","1","false"
"L40923","1","0","421","0","4735","1","3","false"
"L41928","6","0","47","0","4735","1","3","false"
"L41953","1","0","7","0","4735","1","1","false"
"L41954","27","0","126","1","4735","2","12","false"
"L41955","46","0","183","0","4735","1","5","false"
"L42202","1","0","11","0","4735","1","1","false"
"L42216","29","0","167","1","4735","1","4","false"
"L42449","12","0","96","0","4735","1","2","false"
"L42588","33","0","109","0","4735","1","4","false"
"L42634","63","0","437","1","4735","2","11","false"
"L42635","1","0","9","0","4735","1","1","false"
"L42636","1","0","1","0","4735","1","1","false"
"L42637","1","0","33","0","4735","1","8","false"
"L42638","1","0","10","0","4735","1","1","false"
"L42639","2","0","26","0","4735","1","1","false"
"L42640","1","0","12","0","4735","1","1","false"
"L43525","2","0","17","0","4735","1","1","false"
"L43526","17","0","105","0","4735","1","3","false"
"L43527","1","0","16","0","4735","1","1","false"
"L43528","9","0","59","0","4735","1","1","false"
"L43640","46","0","317","0","4735","1","4","false"
"L43641","1","0","8","0","4735","1","1","false"
"L43642","1","0","7","0","4735","1","1","false"
"L43643","1","0","4","0","4735","1","1","false"
"L43841","1","0","37","0","4735","1","3","false"
"L43842","1","0","19","0","4735","1","3","false"
"L43843","16","0","93","0","4735","1","4","false"
"L43844","7","0","40","0","4735","1","3","false"
"L43845","8","0","31","0","4735","1","2","false"
"L43846","8","0","50","0","4735","1","2","false"
"L43847","1","0","7","0","4735","1","3","false"
"L43848","4","0","50","0","4735","1","2","false"
"L44009","1","0","22","0","4735","1","1","false"
"L44010","1","0","22","0","4735","1","1","false"
"L44011","1","0","15","0","4735","1","2","false"
"L44012","1","0","22","0","4735","1","1","false"
"L44013","2","0","19","0","4735","1","4","false"
"L44014","1","0","11","0","4735","1","1","false"
"L44176","3","0","65","0","4735","1","1","false"
"L44177","22","0","135","0","4735","1","4","false"
"L44178","16","0","94","0","4735","1","3","false"
"L44179","1","0","29","0","4735","1","1","false"
"L44180","3","0","65","0","4735","1","2","false"
"L44181","19","0","129","0","4735","1","3","false"
"L44182","26","0","217","0","4735","1","4","false"
"L46100","5","0","53","0","4735","1","4","false"
"L46101","1","0","13","0","4735","1","2","false"
"L46102","104","0","796","1","4735","1","17","true"
"L46103","1","0","16","0","4735","1","1","false"
"L46104","29","0","136","0","4735","1","7","false"
"L46105","1","0","50","0","4735","1","6","false"
"L46106","26","0","97","0","4735","1","2","false"
"L46107","1","0","86","1","4735","1","5","false"
"L46108","1","0","7","0","4735","1","1","false"
"L46109","6","0","31","0","4735","1","3","false"
"L47392","27","0","209","0","4735","1","22","false"
"L47393","1","0","8","0","4735","1","5","false"
"L47502","1","0","5","0","4735","1","1","false"
"L47503","57","0","491","0","4735","1","50","false"
"L47504","1","0","13","0","4735","1","5","false"
"L49058","49","0","227","3","4735","1","19","false"
"L49059","21","0","177","0","4735","1","15","false"
"L49060","2","0","12","0","4735","1","1","false"
"L49251","2","0","46","0","4735","1","18","false"
"L49252","1","0","8","0","4735","1","4","false"
"L49400","63","0","389","5","4735","1","39","true"
"L49401","8","0","83","0","4735","1","3","false"
"L49402","2","0","18","0","4735","1","2","false"
"L49403","78","0","344","4","4735","1","26","false"
"L49404","21","0","142","0","4735","1","4","false"
"L49405","8","0","162","0","4735","1","5","false"
"L49406","8","0","177","0","4735","1","6","false"
"L49924","1","0","37","0","4735","1","8","false"
"L49925","1","0","8","0","4735","1","2","false"
"L49950","8","0","79","1","4735","1","12","false"
"L50260","1","0","22","0","4735","1","2","false"
"L50261","67","0","215","0","4735","2","10","false"
"L50262","12","0","99","2","4735","1","23","false"
"L50263","22","0","240","0","4735","1","32","false"
"L50264","1","0","8","0","4735","1","2","false"
"L50648","1","0","25","0","319","1","1","false"
"L50649","12","0","100","0","4735","2","5","false"
"L50650","1","0","7","0","319","1","1","false"
"L50746","1","0","15","0","4735","1","1","false"
"L50747","1","0","28","0","4735","1","3","false"
"L50748","1","0","19","0","4735","1","1","false"
"L50749","1","0","19","0","4735","1","2","false"
"L50750","26","0","199","0","28","3","10","false"
"L50751","37","0","322","0","4735","4","34","false"
"L50752","47","0","216","1","4735","1","21","false"
"L50753","1","0","7","0","4735","1","1","false"
"L50754","1","0","8","0","4735","1","4","false"
"L50755","1","0","5","0","4735","1","1","false"
"L50756","1","0","6","0","4735","1","2","false"
"L50757","1","0","21","0","4735","1","13","false"
"L50758","1","0","16","0","4735","1","5","false"
"L50759","1","0","21","0","4735","1","3","false"
"L50760","1","0","16","0","4735","1","4","false"
"L50761","1","0","21","0","4735","1","3","false"
"L50762","1","0","21","0","4735","1","14","false"
"L50763","2","0","26","0","4735","1","8","false"
"L50764","1","0","21","0","4735","1","2","false"
"L50765","1","0","21","0","4735","1","3","false"
"L50766","1","0","6","0","4735","1","2","false"
"L50767","1","0","5","0","4735","1","1","false"
