@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L2267","4","0","42","5","0","4","1404","false"
"L2180","1","0","15","9","0","7","505","false"
"L2181","1","0","38","13","0","10","1296","false"
"L2123","2","0","51","10","0","7","505","false"
"L2124","2","0","49","31","0","10","505","false"
"L2125","2","0","61","6","0","4","505","false"
"L2126","1","0","20","13","0","8","5350","false"
"L2127","1","0","43","56","0","11","5350","false"
"L2128","6","0","89","35","0","14","3997","false"
"L2129","1","0","31","19","0","7","505","false"
"L2130","2","0","35","18","0","8","505","false"
"L2131","1","0","46","35","0","10","5350","false"
"L2132","1","0","17","1","0","1","2319","false"
"L2133","1","0","110","47","0","10","2472","false"
"L2134","1","0","39","2","0","2","1126","false"
"L2135","5","0","107","10","0","1","2319","false"
"L2136","2","0","138","73","0","13","2319","false"
"L5467","7","0","164","73","0","13","2472","false"
"L5468","1","0","324","22","0","10","505","false"
"L5469","1","0","70","15","0","9","505","false"
"L5470","2","0","521","104","0","15","2319","false"
"L5471","2","0","81","28","0","10","505","false"
"L5472","1","0","169","2","0","2","310","false"
"L5473","1","0","28","8","0","7","505","false"
"L5474","1","0","110","57","0","11","505","false"
"L5475","1","0","190","36","0","10","2319","false"
"L5476","1","0","34","47","0","10","360","false"
"L5477","1","0","46","7","0","5","310","false"
"L5478","1","0","65","29","0","10","360","false"
"L5479","3","0","52","38","0","11","2319","false"
"L5480","1","0","135","65","0","10","2319","false"
"L5481","4","0","92","95","0","12","2319","false"
"L5482","1","0","96","39","0","11","505","false"
"L5483","1","0","138","40","0","11","505","false"
"L5484","3","0","651","136","0","15","505","false"
"L5485","2","0","481","74","0","14","505","false"
"L5486","1","0","33","45","0","11","505","false"
"L5487","5","0","242","83","0","11","505","false"
"L5488","3","0","191","46","0","10","2319","false"
"L5489","1","0","24","23","0","9","360","false"
"L5490","1","0","172","26","0","10","505","false"
"L5491","1","0","100","61","0","11","505","false"
"L5492","1","0","46","37","0","10","360","false"
"L5493","1","0","133","79","0","10","2472","false"
"L5494","2","0","265","56","0","11","2472","false"
"L5495","1","0","122","55","0","11","505","false"
"L5496","1","0","110","57","0","10","360","false"
"L5497","1","0","5","4","0","2","1296","false"
"L5498","3","0","177","68","0","11","505","false"
"L13979","1","0","28","19","0","9","2319","false"
"L14648","1","0","21","6","0","4","2319","false"
"L104395","1","0","34","7","0","5","2319","false"
"L104396","5","0","78","22","0","11","3997","false"
"L8634","2","0","50","2","0","2","2472","false"
"L11814","6","0","284","40","0","12","2472","false"
"L12277","1","0","21","13","0","8","505","false"
"L12278","1","0","21","4","0","3","3997","false"
"L12279","1","0","18","7","0","4","2319","false"
"L12280","1","0","20","9","0","7","2472","false"
"L12281","3","0","156","41","0","9","3997","false"
"L12536","1","0","527","4","0","3","2","false"
"L12537","1","0","10","1","0","1","268","false"
"L12538","1","0","10","1","0","1","268","false"
"L12539","1","0","10","1","0","1","268","false"
"L12540","1","0","10","1","0","1","268","false"
"L12541","1","0","10","1","0","1","268","false"
"L14668","9","0","155","5","0","4","2472","false"
"L15187","1","0","31","26","0","11","505","false"
"L15332","1","0","38","4","0","3","1634","false"
"L15333","1","0","56","17","0","7","1634","false"
"L15334","1","0","43","9","0","6","2319","false"
"L15335","2","0","81","32","0","11","505","false"
"L15336","1","0","79","28","0","8","1634","false"
"L15337","1","0","36","13","0","7","505","false"
"L2142","33","0","458","22","0","9","310","true"
"L2143","10","0","142","38","0","10","505","false"
"L2144","1","0","8","2","0","2","505","false"
"L2145","1","0","77","9","0","5","505","false"
"L2146","4","0","123","3","0","1","2319","false"
"L2147","5","0","40","7","0","4","2319","false"
"L2148","1","0","19","30","0","9","505","false"
"L2149","1","0","19","7","0","5","268","false"
"L2150","2","0","21","20","0","8","1296","false"
"L2151","1","0","20","8","0","4","2319","false"
"L2152","1","0","29","4","0","3","2319","false"
"L2153","1","0","28","25","0","8","505","false"
"L3445","2","0","28","13","0","7","5350","false"
"L3446","2","0","28","13","0","7","5350","false"
"L3447","2","0","28","13","0","7","5350","false"
"L3448","1","0","11","13","0","7","5350","false"
"L3449","2","0","28","13","0","7","5350","false"
"L3450","2","0","28","13","0","7","5350","false"
"L3451","2","0","28","13","0","7","5350","false"
"L3452","4","0","28","13","0","7","5350","false"
"L3453","2","0","28","13","0","7","5350","false"
"L3454","1","0","18","5","0","3","5350","false"
"L3455","1","0","16","12","0","6","5350","false"
"L3456","4","0","31","12","0","6","5350","false"
"L3457","1","0","16","10","0","6","5350","false"
"L3458","1","0","20","4","0","3","268","false"
"L3459","21","0","162","42","0","12","5350","false"
"L3460","10","0","69","19","0","9","5350","false"
"L3461","29","0","207","17","0","7","1636","false"
"L3462","1","0","16","12","0","6","5350","false"
"L3463","4","0","27","12","0","6","5350","false"
"L3464","27","0","221","7","0","4","2319","false"
"L3465","2","0","28","12","0","6","5350","false"
"L3466","1","0","13","10","0","5","5350","false"
"L3467","1","0","8","9","0","6","2319","false"
"L3468","1","0","16","12","0","6","5350","false"
"L3469","1","0","14","12","0","6","5350","false"
"L3470","1","0","16","12","0","6","5350","false"
"L3471","4","0","40","15","0","6","5350","false"
"L13981","1","0","5","3","0","2","1296","false"
"L13982","1","0","5","17","0","8","1296","false"
"L13983","1","0","21","8","0","5","268","false"
"L13984","18","0","215","57","0","11","2319","false"
"L13985","3","0","22","19","0","8","2319","false"
"L13986","1","0","5","11","0","6","2319","false"
"L13987","4","0","32","8","0","6","2472","false"
"L13988","1","0","8","8","0","6","2319","false"
"L13989","2","0","31","19","0","8","1296","false"
"L13990","1","0","10","8","0","4","2319","false"
"L13991","1","0","4","4","0","3","5350","false"
"L13992","1","0","5","4","0","2","1126","false"
"L14650","1","0","20","1","0","1","268","false"
"L14651","34","0","477","136","0","17","5350","false"
"L14652","1","0","25","4","0","2","5350","false"
"L14653","2","0","27","30","0","12","5350","false"
"L14654","5","0","30","4","0","3","1126","false"
"L14655","1","0","41","58","0","13","1634","false"
"L14656","1","0","19","5","0","4","268","false"
"L16635","1","0","20","7","0","5","268","false"
"L16636","5","0","97","74","0","14","1634","false"
"L16637","1","0","9","6","0","4","2319","false"
"L16638","1","0","35","6","0","2","2319","false"
"L16639","19","0","187","32","0","10","5350","false"
"L16640","1","0","35","6","0","4","2319","false"
"L16641","1","0","19","6","0","4","2319","false"
"L16999","7","0","97","8","0","6","1296","false"
"L17000","1","0","39","2","0","2","360","false"
"L17001","1","0","18","1","0","1","268","false"
"L17002","7","0","151","71","0","13","5350","false"
"L17003","1","0","18","9","0","5","268","false"
"L17004","1","0","7","12","0","7","5350","false"
"L17005","1","0","19","11","0","7","268","false"
"L17006","2","0","31","1","0","1","268","false"
"L17007","1","0","29","3","0","3","533","false"
"L17008","1","0","23","3","0","3","533","false"
"L17192","9","0","91","17","0","7","268","false"
"L17311","1","0","51","6","0","3","1296","false"
"L17312","1","0","51","3","0","3","505","false"
"L17313","3","0","74","26","0","8","2319","false"
"L17314","2","0","13","12","0","7","7","false"
"L17315","3","0","49","6","0","4","2319","false"
"L17566","2","0","34","24","0","8","5350","false"
"L17567","7","0","61","2","0","2","268","false"
"L17568","5","0","66","25","0","9","5350","false"
"L17569","7","0","98","30","0","9","505","false"
"L17570","5","0","58","3","0","3","268","false"
"L17571","1","0","7","19","0","8","268","false"
"L17572","3","0","39","16","0","9","268","false"
"L17573","5","0","55","23","0","9","268","false"
"L17574","5","0","59","41","0","12","2472","false"
"L17820","7","0","76","1","0","1","2319","false"
"L17821","8","0","91","3","0","3","2472","false"
"L17822","4","0","45","1","0","1","2319","false"
"L17823","6","0","89","6","0","4","5350","false"
"L17824","1","0","10","1","0","1","2319","false"
"L17825","1","0","6","1","0","1","2319","false"
"L17826","5","0","33","1","0","1","2319","false"
"L18137","1","0","11","2","0","2","2472","false"
"L18138","1","0","8","2","0","2","2472","false"
"L18139","1","0","11","2","0","2","2472","false"
"L18140","2","0","21","2","0","2","2472","false"
"L18141","1","0","39","2","0","2","2472","false"
"L18307","7","0","76","3","0","3","1126","true"
"L18308","1","0","20","3","0","3","1126","false"
"L18309","10","0","130","3","0","3","1126","false"
"L18310","1","0","13","4","0","3","1126","false"
"L18481","1","0","41","11","0","5","5350","false"
"L18482","11","0","99","14","0","6","1296","false"
"L18483","3","0","53","4","0","4","1296","false"
"L18484","1","0","50","2","0","2","2319","false"
"L18485","3","0","55","2","0","2","2319","false"
"L5535","12","0","138","22","0","8","2319","false"
"L5536","2","0","37","23","0","6","2319","false"
"L5537","10","0","121","9","0","5","1296","false"
"L5538","1","0","21","9","0","4","2319","false"
"L5539","1","0","5","3","0","2","1296","false"
"L5540","6","0","38","25","0","7","2472","false"
"L5541","2","0","81","5","0","4","2319","false"
"L5542","1","0","36","6","0","4","2319","false"
"L5543","1","0","42","5","0","4","2319","false"
"L5544","2","0","37","10","0","6","5350","false"
"L5545","2","0","32","6","0","5","268","false"
"L5546","6","0","24","2","0","2","257","false"
"L5547","6","0","60","7","0","4","2319","false"
"L5548","1","0","17","7","0","4","5350","false"
"L5549","1","0","18","5","0","4","2319","false"
"L5550","2","0","24","5","0","4","2319","false"
"L5551","2","0","115","8","0","5","5350","false"
"L5552","13","0","119","9","0","7","5350","false"
"L5553","14","0","101","14","0","8","1634","false"
"L5554","7","0","150","28","0","12","310","false"
"L5555","13","0","135","14","0","7","1126","false"
"L5556","1","0","59","10","0","7","2319","false"
"L5557","10","0","200","5","0","4","2319","false"
"L5558","1","0","17","7","0","4","5350","false"
"L5559","1","0","18","3","0","2","1296","false"
"L5560","2","0","22","5","0","4","2319","false"
"L5561","1","0","79","5","0","4","2319","false"
"L5562","4","0","27","3","0","3","5350","false"
"L5563","16","0","99","10","0","6","5350","false"
"L5564","1","0","39","3","0","2","5350","false"
"L5565","1","0","64","4","0","3","2319","false"
"L5566","1","0","40","3","0","2","5350","false"
"L5567","5","0","52","5","0","4","2319","false"
"L5568","9","0","24","1","0","1","1634","false"
"L5569","1","0","11","3","0","1","268","false"
"L5570","1","0","14","8","0","6","2319","false"
"L8636","5","0","38","5","0","4","2319","false"
"L8637","9","0","117","55","0","12","533","false"
"L8638","6","0","38","2","0","2","2472","false"
"L8639","5","0","53","17","0","9","2319","false"
"L8640","71","0","1277","109","0","16","2472","true"
"L8641","2","0","43","11","0","6","533","false"
"L8642","28","0","291","26","0","10","533","false"
"L8643","10","0","219","11","0","5","268","false"
"L8644","8","0","212","9","0","6","2319","false"
"L8645","1","0","10","3","0","2","1296","false"
"L8646","1","0","9","10","0","5","2319","false"
"L8647","1","0","5","3","0","2","1296","false"
"L8648","1","0","22","3","0","2","1296","false"
"L8649","7","0","90","7","0","4","2319","false"
"L8650","143","0","1292","112","0","19","310","false"
"L8651","4","0","74","6","0","3","2472","false"
"L11816","1","0","5","1","0","1","1126","false"
"L11817","1","0","4","1","0","1","1126","false"
"L11818","3","0","56","2","0","1","1126","false"
"L11819","1","0","9","3","0","2","2319","false"
"L11820","7","0","64","3","0","1","1126","false"
"L11821","1","0","19","7","0","4","2472","false"
"L11822","4","0","51","3","0","2","2319","false"
"L11823","1","0","9","1","0","1","1126","false"
"L12283","1","0","15","4","0","4","7","false"
"L12284","2","0","27","4","0","4","7","false"
"L12285","7","0","82","11","0","8","505","false"
"L12286","1","0","10","14","0","7","2319","false"
"L12287","1","0","13","6","0","4","505","false"
"L12640","6","0","60","4","0","3","2319","false"
"L12641","20","0","148","5","0","3","2319","false"
"L12642","2","0","38","2","0","1","268","false"
"L12643","17","0","115","9","0","5","5350","false"
"L12834","2","0","52","14","0","4","2319","false"
"L12862","1","0","11","4","0","3","268","false"
"L12863","1","0","5","5","0","4","2319","false"
"L12864","1","0","21","5","0","4","2319","false"
"L12865","7","0","128","11","0","6","2472","false"
"L12866","2","0","24","5","0","4","2319","false"
"L12867","21","0","168","10","0","7","7","false"
"L12868","1","0","17","5","0","4","2319","false"
"L12869","8","0","77","24","0","11","2319","false"
"L12870","1","0","17","5","0","4","2319","false"
"L12871","14","0","129","3","0","1","2319","true"
"L12872","1","0","13","5","0","4","2319","false"
"L12873","11","0","67","7","0","4","2319","false"
"L12874","1","0","5","5","0","4","2319","false"
"L12875","1","0","5","5","0","4","2319","false"
"L12876","28","0","201","14","0","7","505","false"
"L12877","2","0","49","15","0","7","268","false"
"L12878","2","0","18","5","0","4","2319","false"
"L12879","4","0","52","5","0","4","2319","false"
"L14221","1","0","22","9","0","5","2319","false"
"L14222","2","0","39","6","0","4","2319","false"
"L14223","1","0","18","9","0","5","2319","false"
"L14224","1","0","18","9","0","5","2319","false"
"L14225","1","0","18","9","0","5","2319","false"
"L14226","1","0","20","2","0","2","2319","false"
"L14227","1","0","20","2","0","2","2319","false"
"L14228","1","0","20","2","0","2","2319","false"
"L14229","1","0","20","5","0","4","5350","false"
"L14230","1","0","20","5","0","4","5350","false"
"L14231","1","0","20","2","0","2","2319","false"
"L14232","1","0","27","2","0","2","2319","false"
"L15190","1","0","8","3","0","2","1634","false"
"L15191","1","0","8","2","0","1","1634","false"
"L15192","4","0","39","25","0","8","2472","false"
"L15193","1","0","16","3","0","2","1634","false"
"L15194","1","0","6","4","0","3","1296","false"
"L15195","12","0","86","2","0","1","1634","false"
"L15196","1","0","16","3","0","2","1634","false"
"L15339","1","0","6","3","0","2","1126","false"
"L15340","13","0","178","14","0","9","2319","false"
"L15341","4","0","85","9","0","6","1296","false"
"L15342","1","0","25","10","0","7","505","false"
"L104737","1","0","0","2","0","1","3997","false"
"L104702","1","0","0","2","0","1","3997","false"
"L104703","1","0","0","2","0","1","3997","false"
"L104704","1","0","0","2","0","1","3997","false"
"L104705","1","0","0","2","0","1","3997","false"
"L104706","1","0","0","2","0","1","3997","false"
"L104707","1","0","0","2","0","1","3997","false"
"L104708","1","0","0","2","0","1","3997","false"
"L104709","1","0","0","2","0","1","3997","false"
"L104710","1","0","0","2","0","1","3997","false"
"L104711","1","0","0","2","0","1","3997","false"
"L104712","1","0","0","2","0","1","3997","false"
"L104713","1","0","0","2","0","1","3997","false"
"L104714","1","0","0","2","0","1","3997","false"
"L104715","1","0","0","2","0","1","3997","false"
"L104716","1","0","0","2","0","1","3997","false"
"L104717","1","0","0","2","0","1","3997","false"
"L104718","1","0","0","2","0","1","3997","false"
"L104719","1","0","0","2","0","1","3997","false"
"L104720","1","0","0","2","0","1","3997","false"
"L104721","1","0","0","2","0","1","3997","false"
"L104722","1","0","0","2","0","1","3997","false"
"L104723","1","0","0","2","0","1","3997","false"
"L104724","1","0","0","2","0","1","3997","false"
"L104726","1","0","0","2","0","1","3997","false"
"L104727","1","0","0","2","0","1","3997","false"
"L104729","1","0","0","2","0","1","3997","false"
"L104730","1","0","0","2","0","1","3997","false"
"L104731","1","0","0","2","0","1","3997","false"
"L104733","1","0","0","2","0","1","3997","false"
"L104734","1","0","0","2","0","1","3997","false"
"L104735","1","0","0","2","0","1","3997","false"
"L104736","1","0","0","2","0","1","3997","false"
"L104739","1","0","0","2","0","1","3997","false"
"L104740","1","0","0","2","0","1","3997","false"
"L104741","1","0","0","2","0","1","3997","false"
"L104742","1","0","0","2","0","1","3997","false"
"L104744","1","0","0","2","0","1","3997","false"
"L104745","1","0","0","2","0","1","3997","false"
"L104746","1","0","0","2","0","1","3997","false"
"L16800","3","0","15","6","0","4","2319","false"
"L16801","1","0","13","6","0","4","2319","false"
"L16802","1","0","6","6","0","4","2319","false"
"L16803","5","0","36","14","0","6","5350","false"
"L16804","5","0","57","16","0","7","5350","false"
"L18150","4","0","62","2","0","2","2472","false"
"L18151","7","0","87","2","0","2","2472","false"
"L18152","1","0","16","2","0","2","2472","false"
"L18153","13","0","77","2","0","2","2472","false"
"L6762","11","0","199","13","0","7","1296","false"
"L6763","15","0","346","11","0","6","2319","false"
"L6764","12","0","115","14","0","8","5350","false"
"L6765","1","0","44","3","0","2","1296","false"
"L6766","1","0","49","3","0","2","1296","false"
"L6767","7","0","95","10","0","7","505","false"
"L6768","23","0","299","8","0","3","268","false"
"L6769","13","0","52","9","0","5","5350","false"
"L6770","7","0","114","11","0","6","1296","false"
"L15504","5","0","105","2","0","1","1634","false"
"L15505","6","0","75","3","0","2","1634","false"
"L15700","1","0","18","2","0","2","2472","false"
"L15701","3","0","68","7","0","4","1126","false"
"L15702","11","0","160","3","0","2","1126","false"
"L15703","2","0","44","3","0","2","1126","false"
"L15704","1","0","31","3","0","2","1126","false"
"L15705","2","0","68","8","0","5","7","false"
"L15706","1","0","32","3","0","2","1126","false"
"L15707","2","0","47","3","0","2","1126","false"
"L15708","3","0","41","8","0","5","505","false"
"L15709","6","0","54","2","0","1","3997","false"
"L2159","1","0","18","6","0","5","505","false"
"L2160","11","0","139","22","0","9","5350","false"
"L2161","3","0","30","1","0","1","2319","false"
"L2162","8","0","55","9","0","4","1126","false"
"L2339","12","0","227","32","0","10","505","false"
"L2340","26","0","373","41","0","11","310","false"
"L2341","15","0","121","23","0","9","2319","false"
"L2342","1","0","26","5","0","3","2319","false"
"L2343","1","0","5","5","0","3","2319","false"
"L5500","4","0","84","3","0","2","3997","false"
"L5501","4","0","85","14","0","5","5350","false"
"L5502","4","0","49","7","0","5","505","false"
"L5503","1","0","11","9","0","5","3997","false"
"L5504","38","0","431","62","0","13","505","false"
"L5505","13","0","167","9","0","4","5350","false"
"L13994","1","0","22","11","0","5","1296","false"
"L13995","1","0","48","22","0","9","2319","false"
"L13996","1","0","74","19","0","8","2319","false"
"L13997","1","0","48","21","0","8","2319","false"
"L13998","3","0","147","30","0","9","2472","false"
"L13999","1","0","22","7","0","4","2319","false"
"L14000","1","0","78","23","0","7","1296","false"
"L14658","2","0","75","11","0","5","533","false"
"L14659","4","0","73","10","0","6","5350","false"
"L14660","2","0","73","11","0","5","5350","false"
"L16643","1","0","83","12","0","3","1126","false"
"L16644","3","0","52","5","0","4","1296","false"
"L16645","4","0","64","11","0","6","1296","false"
"L16646","1","0","61","9","0","4","1296","false"
"L17010","2","0","31","6","0","4","505","false"
"L17011","6","0","135","7","0","6","828","false"
"L17317","3","0","78","5","0","4","1126","false"
"L17576","1","0","28","18","0","7","268","false"
"L17577","1","0","34","21","0","8","5350","false"
"L17578","1","0","34","22","0","8","268","false"
"L17579","1","0","39","18","0","7","268","false"
"L17580","1","0","58","34","0","10","2319","false"
"L17828","3","0","112","3","0","3","2472","false"
"L17829","1","0","72","2","0","1","2319","false"
"L17830","3","0","121","1","0","1","2319","false"
"L17831","3","0","101","1","0","1","2319","false"
"L18143","1","0","26","2","0","2","2472","false"
"L18312","1","0","19","3","0","3","1126","false"
"L18313","1","0","20","3","0","3","1126","false"
"L77658","1","0","38","3","0","3","7","false"
"L77659","1","0","10","1","0","1","1636","false"
"L77660","8","0","59","6","0","5","5350","false"
"L77661","4","0","57","11","0","9","310","false"
"L5572","1","0","74","4","0","4","310","false"
"L5573","1","0","21","7","0","4","1636","false"
"L5574","1","0","24","10","0","5","1636","false"
"L5575","1","0","19","4","0","4","310","false"
"L5576","1","0","114","5","0","4","5350","false"
"L5577","1","0","171","4","0","2","1126","false"
"L5578","4","0","85","2","0","2","1636","false"
"L5579","1","0","88","4","0","3","7","false"
"L5580","1","0","97","6","0","4","310","false"
"L5581","4","0","112","4","0","3","5350","false"
"L5582","1","0","28","6","0","5","1636","false"
"L5583","1","0","33","6","0","5","505","false"
"L8653","19","0","901","61","0","13","2472","false"
"L8654","1","0","36","10","0","6","533","false"
"L8655","1","0","57","12","0","8","1","false"
"L8656","3","0","201","30","0","10","2319","false"
"L8657","3","0","165","18","0","8","2319","false"
"L8658","26","0","1592","82","0","16","505","false"
"L8659","3","0","47","3","0","3","505","false"
"L11825","1","0","18","3","0","1","1126","false"
"L11826","1","0","31","2","0","1","1126","false"
"L11827","1","0","63","3","0","1","1126","false"
"L11828","1","0","48","3","0","1","1126","false"
"L11829","4","0","98","9","0","6","533","false"
"L12289","1","0","87","3","0","2","1126","false"
"L12645","1","0","26","5","0","4","505","false"
"L12836","1","0","67","14","0","6","5350","false"
"L12881","9","0","341","29","0","8","2472","false"
"L12882","1","0","129","2","0","1","2319","false"
"L12883","1","0","29","3","0","3","505","false"
"L12884","1","0","20","3","0","2","1126","false"
"L16806","1","0","14","1","0","1","1126","false"
"L16807","1","0","73","3","0","2","1126","false"
"L16808","1","0","76","10","0","4","1126","false"
"L18155","1","0","17","2","0","2","2472","false"
"L18156","1","0","55","2","0","2","2472","false"
"L18157","1","0","45","6","0","5","505","false"
"L18158","1","0","25","2","0","2","2472","false"
"L18159","2","0","73","6","0","5","505","false"
"L6772","1","0","54","11","0","6","310","false"
"L6773","1","0","70","3","0","2","1126","false"
"L6774","1","0","130","4","0","3","310","false"
"L6775","1","0","49","7","0","5","5350","false"
"L6776","4","0","79","5","0","4","505","false"
"L6777","1","0","116","5","0","4","310","false"
"L6778","1","0","53","3","0","2","5350","false"
"L15713","1","0","24","8","0","6","505","false"
"L3478","4","0","160","14","0","9","2319","false"
"L3479","1","0","65","7","0","5","1636","false"
"L3480","4","0","182","7","0","4","2319","false"
"L3481","8","0","109","5","0","3","2319","false"
"L3482","4","0","173","5","0","3","2319","false"
"L3483","3","0","327","11","0","7","505","false"
"L3484","1","0","137","9","0","6","505","false"
"L3485","2","0","47","8","0","6","533","false"
"L15175","2","0","25","2","0","2","2472","false"
"L15176","7","0","92","13","0","6","2319","false"
"L15177","1","0","76","17","0","5","1634","false"
"L15178","1","0","83","9","0","4","2472","false"
"L15179","1","0","59","4","0","3","1634","false"
"L15180","1","0","39","4","0","3","2472","false"
"L15181","1","0","15","3","0","2","5350","false"
"L15182","1","0","9","2","0","2","5350","false"
"L15183","1","0","12","2","0","2","5350","false"
"L18726","2","0","28","4","0","2","2319","false"
"L18727","2","0","27","4","0","2","2319","false"
"L18728","4","0","39","5","0","2","5350","false"
"L18729","1","0","8","4","0","2","2319","false"
"L18730","1","0","11","4","0","2","5350","false"
"L18731","6","0","31","1","0","1","2319","false"
"L18732","10","0","111","9","0","5","533","false"
"L18733","6","0","29","1","0","1","2319","false"
"L18734","4","0","37","8","0","4","1634","false"
"L18735","5","0","112","29","0","5","2472","false"
"L18736","7","0","80","2","0","2","5350","false"
"L18737","3","0","22","5","0","2","5350","false"
"L18738","1","0","14","4","0","2","5350","false"
"L18739","4","0","86","15","0","5","533","false"
"L18740","4","0","105","20","0","5","533","false"
"L18741","2","0","25","1","0","1","533","false"
"L2337","46","0","676","7","0","5","268","false"
"L3427","1","0","8","5","0","4","3997","false"
"L3428","1","0","11","5","0","4","3997","false"
"L3429","1","0","6","3","0","2","3997","false"
"L3430","1","0","11","5","0","4","3997","false"
"L3431","1","0","12","5","0","4","3997","false"
"L3432","1","0","6","5","0","4","3997","false"
"L3433","21","0","383","12","0","7","5350","false"
"L3434","1","0","8","5","0","4","3997","false"
"L3435","1","0","9","6","0","5","1636","false"
"L3436","1","0","8","5","0","4","3997","false"
"L3437","2","0","38","10","0","6","5350","false"
"L3438","1","0","6","5","0","4","3997","false"
"L3439","1","0","11","5","0","4","3997","false"
"L3440","6","0","89","7","0","5","2472","false"
"L3441","7","0","67","7","0","5","2472","false"
"L3442","1","0","10","5","0","4","3997","false"
"L3443","1","0","27","5","0","5","41","false"
"L5509","1","0","16","5","0","4","3997","false"
"L5510","1","0","5","5","0","4","3997","false"
"L5511","1","0","7","5","0","4","3997","false"
"L5512","1","0","11","5","0","4","3997","false"
"L5513","1","0","13","7","0","6","1296","false"
"L5514","4","0","116","8","0","6","1634","false"
"L5515","3","0","47","9","0","5","3997","false"
"L5516","2","0","49","5","0","4","3997","false"
"L5517","2","0","48","5","0","4","3997","false"
"L5518","3","0","47","9","0","5","3997","false"
"L5519","3","0","57","6","0","5","1634","false"
"L5520","1","0","86","11","0","7","1296","false"
"L5521","57","0","433","18","0","8","268","false"
"L5522","12","0","127","13","0","8","5350","false"
"L5523","11","0","85","13","0","6","268","false"
"L5524","1","0","228","7","0","5","268","false"
"L8631","1","0","14","9","0","5","2319","false"
"L8632","1","0","5","5","0","4","3997","false"
"L5532","1","0","16","8","0","5","268","false"
"L8669","1","0","16","2","0","2","2472","false"
"L86400","4","0","43","5","0","2","268","false"
"L86401","7","0","164","9","0","6","1296","false"
"L86402","1","0","9","1","0","1","1296","false"
"L86403","5","0","360","55","0","13","5350","false"
"L86370","1","0","4","2","0","1","268","false"
"L86371","1","0","18","6","0","3","2472","false"
"L86372","1","0","28","20","0","8","505","false"
"L86390","31","0","277","8","0","7","1296","false"
"L86391","1","0","4","3","0","2","1634","false"
"L86392","4","0","55","9","0","6","1296","false"
"L86393","1","0","8","7","0","3","2472","false"
"L86394","4","0","57","3","0","2","1296","false"
"L86395","4","0","64","1","0","1","1296","false"
"L86396","2","0","45","21","0","10","1296","false"
"L86539","1","0","21","2","0","2","1296","false"
"L19928","1","0","35","38","0","13","2319","false"
"L19929","1","0","47","31","0","11","2319","false"
"L19930","1","0","1","7","0","5","1404","false"
"L19931","1","0","15","2","0","2","2319","false"
