"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of committers","Number of developer commits","Number of previous fixes","Number of previous modifications","Number of bugs"
"L3791","TestedOnSupplier.java","src/main/java/org/junit/experimental/theories/suppliers/TestedOnSupplier.java","L3789","2","0","18","0","0","0","2","0"
"L4781","EachTestNotifier.java","src/main/java/org/junit/internal/runners/model/EachTestNotifier.java","L4780","3","0","34","0","0","0","8","0"
"L4782","MultipleFailureException.java","src/main/java/org/junit/internal/runners/model/MultipleFailureException.java","L4780","3","0","19","0","0","0","4","0"
"L4783","ReflectiveCallable.java","src/main/java/org/junit/internal/runners/model/ReflectiveCallable.java","L4780","2","0","12","0","0","0","1","0"
"L4823","ExpectException.java","src/main/java/org/junit/internal/runners/statements/ExpectException.java","L4822","4","0","28","0","0","0","4","0"
"L4824","Fail.java","src/main/java/org/junit/internal/runners/statements/Fail.java","L4822","1","0","12","0","0","0","2","0"
"L4825","FailOnTimeout.java","src/main/java/org/junit/internal/runners/statements/FailOnTimeout.java","L4822","4","0","36","0","0","0","4","0"
"L4826","InvokeMethod.java","src/main/java/org/junit/internal/runners/statements/InvokeMethod.java","L4822","1","0","15","0","0","0","3","0"
"L4827","RunAfters.java","src/main/java/org/junit/internal/runners/statements/RunAfters.java","L4822","4","0","34","0","0","0","6","0"
"L4828","RunBefores.java","src/main/java/org/junit/internal/runners/statements/RunBefores.java","L4822","2","0","20","0","0","0","4","0"
"L1632","AllTests.java","src/test/java/junit/samples/AllTests.java","L1631","1","0","15","0","0","0","1","0"
"L1633","ListTest.java","src/test/java/junit/samples/ListTest.java","L1631","3","0","54","0","0","0","1","0"
"L1634","package-info.java","src/test/java/junit/samples/package-info.java","L1631","1","0","1","0","0","0","1","0"
"L1635","SimpleTest.java","src/test/java/junit/samples/SimpleTest.java","L1631","1","0","35","0","0","0","1","0"
"L1895","AllTests.java","src/test/java/junit/tests/AllTests.java","L1894","1","0","15","0","0","0","1","0"
"L1896","package-info.java","src/test/java/junit/tests/package-info.java","L1894","1","0","1","0","0","0","1","0"
"L1897","WasRun.java","src/test/java/junit/tests/WasRun.java","L1894","1","0","9","0","0","0","1","0"
"L1686","IMoney.java","src/test/java/junit/samples/money/IMoney.java","L1685","1","0","11","0","0","0","1","0"
"L1687","Money.java","src/test/java/junit/samples/money/Money.java","L1685","7","0","65","0","0","0","1","0"
"L1688","MoneyBag.java","src/test/java/junit/samples/money/MoneyBag.java","L1685","20","0","108","0","0","0","1","0"
"L1689","MoneyTest.java","src/test/java/junit/samples/money/MoneyTest.java","L1685","1","0","123","0","0","0","1","0"
"L1690","package-info.java","src/test/java/junit/samples/money/package-info.java","L1685","1","0","1","0","0","0","1","0"
"L1911","ActiveTestTest.java","src/test/java/junit/tests/extensions/ActiveTestTest.java","L1910","2","0","51","0","0","0","1","0"
"L1912","AllTests.java","src/test/java/junit/tests/extensions/AllTests.java","L1910","1","0","15","0","0","0","1","0"
"L1913","ExtensionTest.java","src/test/java/junit/tests/extensions/ExtensionTest.java","L1910","1","0","78","0","0","0","1","0"
"L1914","package-info.java","src/test/java/junit/tests/extensions/package-info.java","L1910","1","0","1","0","0","0","1","0"
"L1915","RepeatedTestTest.java","src/test/java/junit/tests/extensions/RepeatedTestTest.java","L1910","2","0","50","0","0","0","1","0"
"L2027","AllTests.java","src/test/java/junit/tests/framework/AllTests.java","L2026","1","0","22","0","0","0","1","0"
"L2028","AssertTest.java","src/test/java/junit/tests/framework/AssertTest.java","L2026","13","0","120","0","0","0","1","1"
"L2029","ComparisonCompactorTest.java","src/test/java/junit/tests/framework/ComparisonCompactorTest.java","L2026","1","0","81","0","0","0","1","0"
"L2030","ComparisonFailureTest.java","src/test/java/junit/tests/framework/ComparisonFailureTest.java","L2026","2","0","17","0","0","0","1","0"
"L2031","DoublePrecisionAssertTest.java","src/test/java/junit/tests/framework/DoublePrecisionAssertTest.java","L2026","5","0","42","0","0","0","1","0"
"L2032","Failure.java","src/test/java/junit/tests/framework/Failure.java","L2026","1","0","8","0","0","0","1","0"
"L2033","FloatAssertTest.java","src/test/java/junit/tests/framework/FloatAssertTest.java","L2026","6","0","49","0","0","0","1","0"
"L2034","InheritedTestCase.java","src/test/java/junit/tests/framework/InheritedTestCase.java","L2026","1","0","5","0","0","0","1","0"
"L2035","NoArgTestCaseTest.java","src/test/java/junit/tests/framework/NoArgTestCaseTest.java","L2026","1","0","6","0","0","0","1","0"
"L2036","NoTestCaseClass.java","src/test/java/junit/tests/framework/NoTestCaseClass.java","L2026","1","0","5","0","0","0","1","0"
"L2037","NoTestCases.java","src/test/java/junit/tests/framework/NoTestCases.java","L2026","1","0","6","0","0","0","1","0"
"L2038","NotPublicTestCase.java","src/test/java/junit/tests/framework/NotPublicTestCase.java","L2026","1","0","8","0","0","0","1","0"
"L2039","NotVoidTestCase.java","src/test/java/junit/tests/framework/NotVoidTestCase.java","L2026","1","0","9","0","0","0","1","0"
"L2040","OneTestCase.java","src/test/java/junit/tests/framework/OneTestCase.java","L2026","1","0","10","0","0","0","1","0"
"L2041","OverrideTestCase.java","src/test/java/junit/tests/framework/OverrideTestCase.java","L2026","1","0","6","0","0","0","1","0"
"L2042","package-info.java","src/test/java/junit/tests/framework/package-info.java","L2026","1","0","1","0","0","0","1","0"
"L2043","Success.java","src/test/java/junit/tests/framework/Success.java","L2026","1","0","9","0","0","0","1","0"
"L2044","SuiteTest.java","src/test/java/junit/tests/framework/SuiteTest.java","L2026","1","0","81","0","0","0","1","0"
"L2045","TestCaseTest.java","src/test/java/junit/tests/framework/TestCaseTest.java","L2026","2","0","169","0","0","0","1","0"
"L2046","TestImplementorTest.java","src/test/java/junit/tests/framework/TestImplementorTest.java","L2026","1","0","43","0","0","0","1","0"
"L2047","TestListenerTest.java","src/test/java/junit/tests/framework/TestListenerTest.java","L2026","1","0","65","0","0","0","1","0"
"L2392","AllTests.java","src/test/java/junit/tests/runner/AllTests.java","L2391","1","0","21","0","0","0","1","0"
"L2393","BaseTestRunnerTest.java","src/test/java/junit/tests/runner/BaseTestRunnerTest.java","L2391","1","0","42","0","0","0","2","0"
"L2394","package-info.java","src/test/java/junit/tests/runner/package-info.java","L2391","1","0","1","0","0","0","1","0"
"L2395","StackFilterTest.java","src/test/java/junit/tests/runner/StackFilterTest.java","L2391","1","0","40","0","0","0","1","0"
"L2396","TextFeedbackTest.java","src/test/java/junit/tests/runner/TextFeedbackTest.java","L2391","2","0","91","0","0","0","1","0"
"L2397","TextRunnerSingleMethodTest.java","src/test/java/junit/tests/runner/TextRunnerSingleMethodTest.java","L2391","1","0","27","0","0","0","1","0"
"L2398","TextRunnerTest.java","src/test/java/junit/tests/runner/TextRunnerTest.java","L2391","3","0","50","0","0","0","1","0"
"L6376","ListTest.java","src/test/java/org/junit/samples/ListTest.java","L6375","3","0","63","0","0","0","1","0"
"L6377","package-info.java","src/test/java/org/junit/samples/package-info.java","L6375","1","0","1","0","0","0","1","0"
"L6378","SimpleTest.java","src/test/java/org/junit/samples/SimpleTest.java","L6375","1","0","28","0","0","0","1","0"
"L6463","AllTests.java","src/test/java/org/junit/tests/AllTests.java","L6462","1","0","137","1","4","0","42","2"
"L6464","ObjectContractTest.java","src/test/java/org/junit/tests/ObjectContractTest.java","L6462","3","0","39","0","0","0","3","0"
"L6465","package-info.java","src/test/java/org/junit/tests/package-info.java","L6462","1","0","1","0","0","0","1","0"
"L6466","ParentRunnerTest.java","src/test/java/org/junit/tests/ParentRunnerTest.java","L6462","1","0","38","0","0","0","4","1"
"L6467","TestSystem.java","src/test/java/org/junit/tests/TestSystem.java","L6462","1","0","23","0","0","0","1","0"
"L6405","MoneyTest.java","src/test/java/org/junit/samples/money/MoneyTest.java","L6404","1","0","136","0","0","0","1","0"
"L6406","package-info.java","src/test/java/org/junit/samples/money/package-info.java","L6404","1","0","1","0","0","0","1","0"
"L6663","AssertionTest.java","src/test/java/org/junit/tests/assertion/AssertionTest.java","L6662","25","0","385","0","0","0","20","0"
"L6664","BothTest.java","src/test/java/org/junit/tests/assertion/BothTest.java","L6662","6","0","60","0","0","0","14","0"
"L6665","EachTest.java","src/test/java/org/junit/tests/assertion/EachTest.java","L6662","1","0","11","0","0","0","5","0"
"L6792","JUnit4ClassRunnerTest.java","src/test/java/org/junit/tests/deprecated/JUnit4ClassRunnerTest.java","L6791","1","0","43","0","0","0","3","0"
"L6818","AnnotatedDescriptionTest.java","src/test/java/org/junit/tests/description/AnnotatedDescriptionTest.java","L6817","1","0","78","0","0","0","2","0"
"L6819","SuiteDescriptionTest.java","src/test/java/org/junit/tests/description/SuiteDescriptionTest.java","L6817","1","0","29","0","0","0","1","0"
"L6820","TestDescriptionTest.java","src/test/java/org/junit/tests/description/TestDescriptionTest.java","L6817","1","0","9","0","0","0","2","0"
"L6884","AssumptionTest.java","src/test/java/org/junit/tests/experimental/AssumptionTest.java","L6883","4","0","148","0","0","0","11","0"
"L6885","AssumptionViolatedExceptionTest.java","src/test/java/org/junit/tests/experimental/AssumptionViolatedExceptionTest.java","L6883","1","0","44","0","0","0","8","0"
"L6886","ExperimentalTests.java","src/test/java/org/junit/tests/experimental/ExperimentalTests.java","L6883","1","0","25","0","0","0","2","0"
"L6887","MatcherTest.java","src/test/java/org/junit/tests/experimental/MatcherTest.java","L6883","1","0","35","0","0","0","2","0"
"L8198","AllTestsTest.java","src/test/java/org/junit/tests/junit3compatibility/AllTestsTest.java","L8197","1","0","68","0","0","0","5","0"
"L8199","ClassRequestTest.java","src/test/java/org/junit/tests/junit3compatibility/ClassRequestTest.java","L8197","1","0","16","0","0","0","3","0"
"L8200","ForwardCompatibilityPrintingTest.java","src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityPrintingTest.java","L8197","2","0","76","0","0","0","1","0"
"L8201","ForwardCompatibilityTest.java","src/test/java/org/junit/tests/junit3compatibility/ForwardCompatibilityTest.java","L8197","1","0","191","0","0","0","1","0"
"L8202","InitializationErrorForwardCompatibilityTest.java","src/test/java/org/junit/tests/junit3compatibility/InitializationErrorForwardCompatibilityTest.java","L8197","1","0","82","0","0","0","3","0"
"L8203","JUnit38ClassRunnerTest.java","src/test/java/org/junit/tests/junit3compatibility/JUnit38ClassRunnerTest.java","L8197","1","0","66","1","4","0","4","0"
"L8204","OldTestClassAdaptingListenerTest.java","src/test/java/org/junit/tests/junit3compatibility/OldTestClassAdaptingListenerTest.java","L8197","1","0","25","0","0","0","3","0"
"L8205","OldTests.java","src/test/java/org/junit/tests/junit3compatibility/OldTests.java","L8197","1","0","10","0","0","0","1","0"
"L8206","SuiteMethodTest.java","src/test/java/org/junit/tests/junit3compatibility/SuiteMethodTest.java","L8197","1","0","99","0","0","0","1","0"
"L8514","ListenerTest.java","src/test/java/org/junit/tests/listening/ListenerTest.java","L8513","1","0","31","0","0","0","1","0"
"L8515","RunnerTest.java","src/test/java/org/junit/tests/listening/RunnerTest.java","L8513","1","0","57","0","0","0","1","0"
"L8516","TestListenerTest.java","src/test/java/org/junit/tests/listening/TestListenerTest.java","L8513","1","0","52","0","0","0","1","0"
