"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of developer commits","Number of previous modifications","Number of previous fixes","Number of committers","Number of bugs"
"L6102","AddressTranslator.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/AddressTranslator.java","L6100","1","0","6","15","4","0","3","0"
"L6103","Authenticator.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/Authenticator.java","L6100","1","0","7","15","2","0","2","0"
"L6104","ClientConnectionManager.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/ClientConnectionManager.java","L6100","1","0","18","15","4","0","4","0"
"L6105","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/package-info.java","L6100","1","0","1","15","4","0","3","0"
"L6106","Router.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/Router.java","L6100","2","0","18","15","4","1","3","0"
"L7086","ClientConsoleApp.java","hazelcast-client-new/src/main/java/com/hazelcast/client/console/ClientConsoleApp.java","L7085","242","0","1331","15","2","0","2","0"
"L7087","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/console/package-info.java","L7085","1","0","1","15","2","0","2","0"
"L8274","ClientImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/impl/ClientImpl.java","L8273","1","0","24","15","2","0","2","0"
"L8275","ClusterAuthenticator.java","hazelcast-client-new/src/main/java/com/hazelcast/client/impl/ClusterAuthenticator.java","L8273","3","0","53","15","8","2","5","1"
"L8276","DefaultClientExtension.java","hazelcast-client-new/src/main/java/com/hazelcast/client/impl/DefaultClientExtension.java","L8273","6","0","83","15","6","0","5","0"
"L8277","HazelcastClientInstanceImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/impl/HazelcastClientInstanceImpl.java","L8273","18","0","471","1733","19","1","11","1"
"L8278","HazelcastClientManagedContext.java","hazelcast-client-new/src/main/java/com/hazelcast/client/impl/HazelcastClientManagedContext.java","L8273","3","0","25","15","2","0","2","0"
"L8279","HazelcastClientProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/impl/HazelcastClientProxy.java","L8273","5","0","224","1733","11","1","7","0"
"L8280","LifecycleServiceImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/impl/LifecycleServiceImpl.java","L8273","7","0","82","15","2","0","2","0"
"L8281","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/impl/package-info.java","L8273","1","0","1","15","4","0","3","0"
"L22328","ClientHeapNearCache.java","hazelcast-client-new/src/main/java/com/hazelcast/client/nearcache/ClientHeapNearCache.java","L22327","29","0","200","15","2","0","2","0"
"L22329","ClientNearCache.java","hazelcast-client-new/src/main/java/com/hazelcast/client/nearcache/ClientNearCache.java","L22327","1","0","19","15","4","0","3","0"
"L22330","ClientNearCacheType.java","hazelcast-client-new/src/main/java/com/hazelcast/client/nearcache/ClientNearCacheType.java","L22327","1","0","5","15","2","0","2","0"
"L22331","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/nearcache/package-info.java","L22327","1","0","1","15","4","0","3","0"
"L22634","ClientAtomicLongProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientAtomicLongProxy.java","L22633","2","0","113","15","9","0","7","1"
"L22635","ClientAtomicReferenceProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientAtomicReferenceProxy.java","L22633","2","0","115","15","7","0","6","1"
"L22636","ClientClusterProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientClusterProxy.java","L22633","2","0","37","15","4","1","3","0"
"L22637","ClientConditionProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientConditionProxy.java","L22633","2","0","86","15","8","0","6","3"
"L22638","ClientCountDownLatchProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientCountDownLatchProxy.java","L22633","4","0","56","15","4","0","4","1"
"L22639","ClientExecutorServiceProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientExecutorServiceProxy.java","L22633","29","0","482","15","11","1","6","3"
"L22640","ClientIdGeneratorProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientIdGeneratorProxy.java","L22633","5","0","57","15","2","0","2","0"
"L22641","ClientListProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientListProxy.java","L22633","10","0","269","15","8","0","6","1"
"L22642","ClientLockProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientLockProxy.java","L22633","4","0","109","15","9","1","6","1"
"L22643","ClientMapProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientMapProxy.java","L22633","94","0","1207","296","35","3","10","3"
"L22644","ClientMapReduceProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientMapReduceProxy.java","L22633","16","0","257","15","7","0","6","3"
"L22645","ClientMultiMapProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientMultiMapProxy.java","L22633","14","0","378","15","18","1","7","1"
"L22646","ClientQueueProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientQueueProxy.java","L22633","13","0","274","15","9","0","6","1"
"L22647","ClientReplicatedMapProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientReplicatedMapProxy.java","L22633","16","0","295","15","4","0","4","1"
"L22648","ClientSemaphoreProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientSemaphoreProxy.java","L22633","5","0","107","15","6","0","5","1"
"L22649","ClientSetProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientSetProxy.java","L22633","8","0","188","15","8","0","6","1"
"L22650","ClientTopicProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/ClientTopicProxy.java","L22633","2","0","77","15","6","0","4","1"
"L22651","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/package-info.java","L22633","1","0","1","15","2","0","2","0"
"L22652","PartitionServiceProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/proxy/PartitionServiceProxy.java","L22633","2","0","98","15","7","0","6","1"
"L27511","ClientClusterService.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientClusterService.java","L27510","1","0","18","15","7","3","5","0"
"L27512","ClientContext.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientContext.java","L27510","1","0","66","1733","6","1","4","0"
"L27513","ClientExecutionService.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientExecutionService.java","L27510","1","0","15","15","2","0","2","0"
"L27514","ClientInvocationService.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientInvocationService.java","L27510","1","0","19","15","6","0","4","0"
"L27515","ClientListenerService.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientListenerService.java","L27510","1","0","8","15","6","0","5","0"
"L27516","ClientPartitionService.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientPartitionService.java","L27510","1","0","11","15","2","0","2","0"
"L27517","ClientProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientProxy.java","L27510","14","0","154","15","11","0","6","1"
"L27518","ClientProxyFactory.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientProxyFactory.java","L27510","1","0","4","15","2","0","2","0"
"L27519","ClientTransactionContext.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientTransactionContext.java","L27510","1","0","8","1733","2","1","1","0"
"L27520","ClientTransactionManagerService.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ClientTransactionManagerService.java","L27510","1","0","14","1733","3","1","1","0"
"L27521","EventHandler.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/EventHandler.java","L27510","1","0","6","15","2","0","2","0"
"L27522","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/package-info.java","L27510","1","0","1","15","4","0","3","0"
"L27523","ProxyManager.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ProxyManager.java","L27510","27","0","262","1733","10","1","6","1"
"L27524","ResponseHandler.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ResponseHandler.java","L27510","1","0","4","15","2","0","2","0"
"L27525","ResponseStream.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/ResponseStream.java","L27510","1","0","6","15","2","0","2","0"
"L30543","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/package-info.java","L30542","1","0","1","15","4","0","3","0"
"L30544","TransactionContextProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/TransactionContextProxy.java","L30542","10","0","121","1733","4","1","3","0"
"L30545","TransactionProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/TransactionProxy.java","L30542","13","0","123","1733","9","1","5","0"
"L32498","AbstractLoadBalancer.java","hazelcast-client-new/src/main/java/com/hazelcast/client/util/AbstractLoadBalancer.java","L32497","2","0","42","15","2","0","2","0"
"L32499","AddressHelper.java","hazelcast-client-new/src/main/java/com/hazelcast/client/util/AddressHelper.java","L32497","11","0","58","15","2","0","2","0"
"L32500","ClientCancellableDelegatingFuture.java","hazelcast-client-new/src/main/java/com/hazelcast/client/util/ClientCancellableDelegatingFuture.java","L32497","11","0","96","15","8","0","5","3"
"L32501","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/util/package-info.java","L32497","1","0","1","15","2","0","2","0"
"L32502","RandomLB.java","hazelcast-client-new/src/main/java/com/hazelcast/client/util/RandomLB.java","L32497","3","0","15","15","2","0","2","0"
"L32503","RoundRobinLB.java","hazelcast-client-new/src/main/java/com/hazelcast/client/util/RoundRobinLB.java","L32497","3","0","22","15","2","0","2","0"
"L32504","StaticLB.java","hazelcast-client-new/src/main/java/com/hazelcast/client/util/StaticLB.java","L32497","1","0","18","15","2","0","2","0"
"L628","AbstractClientCacheProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/AbstractClientCacheProxy.java","L627","24","0","266","15","9","1","6","6"
"L629","AbstractClientCacheProxyBase.java","hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/AbstractClientCacheProxyBase.java","L627","17","0","168","15","10","4","6","3"
"L630","AbstractClientInternalCacheProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/AbstractClientInternalCacheProxy.java","L627","61","0","516","15","19","2","8","5"
"L631","ClientCacheDistributedObject.java","hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/ClientCacheDistributedObject.java","L627","1","0","12","15","2","0","2","0"
"L632","ClientCacheProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/ClientCacheProxy.java","L627","30","0","298","15","9","1","6","6"
"L633","ClientClusterWideIterator.java","hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/ClientClusterWideIterator.java","L627","2","0","45","15","4","0","4","3"
"L634","HazelcastClientCacheManager.java","hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/HazelcastClientCacheManager.java","L627","12","0","168","15","17","5","9","3"
"L635","HazelcastClientCachingProvider.java","hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/HazelcastClientCachingProvider.java","L627","17","0","91","15","3","1","3","0"
"L636","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/cache/impl/package-info.java","L627","1","0","1","15","2","0","2","0"
"L6179","AbstractClientSelectionHandler.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/AbstractClientSelectionHandler.java","L6178","7","0","61","15","2","0","2","1"
"L6180","ClientConnection.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientConnection.java","L6178","12","0","205","15","9","4","6","0"
"L6181","ClientConnectionManagerImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientConnectionManagerImpl.java","L6178","34","0","303","15","9","0","6","1"
"L6182","ClientOutSelectorImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientOutSelectorImpl.java","L6178","3","0","20","15","4","0","3","0"
"L6183","ClientReadHandler.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientReadHandler.java","L6178","8","0","67","15","14","0","6","0"
"L6184","ClientWriteHandler.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/ClientWriteHandler.java","L6178","14","0","97","15","2","0","2","0"
"L6185","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/connection/nio/package-info.java","L6178","1","0","1","15","4","0","3","0"
"L27753","AwsAddressProvider.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/AwsAddressProvider.java","L27752","4","0","42","15","4","0","3","0"
"L27754","AwsAddressTranslator.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/AwsAddressTranslator.java","L27752","8","0","57","15","4","0","3","0"
"L27755","ClientClusterServiceImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientClusterServiceImpl.java","L27752","22","0","191","15","6","3","4","0"
"L27756","ClientExecutionServiceImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientExecutionServiceImpl.java","L27752","6","0","127","15","2","0","2","0"
"L27757","ClientInvocation.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientInvocation.java","L27752","28","0","221","15","13","0","6","1"
"L27758","ClientInvocationFuture.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientInvocationFuture.java","L27752","26","0","201","15","17","0","7","3"
"L27759","ClientInvocationServiceSupport.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientInvocationServiceSupport.java","L27752","31","0","324","15","31","1","10","2"
"L27760","ClientListenerServiceImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientListenerServiceImpl.java","L27752","10","0","132","15","13","0","8","1"
"L27761","ClientMembershipListener.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientMembershipListener.java","L27752","26","0","206","15","10","3","4","1"
"L27762","ClientNonSmartInvocationServiceImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientNonSmartInvocationServiceImpl.java","L27752","4","0","44","15","8","2","5","0"
"L27763","ClientPartitionServiceImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientPartitionServiceImpl.java","L27752","19","0","169","15","9","2","7","2"
"L27764","ClientSmartInvocationServiceImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientSmartInvocationServiceImpl.java","L27752","6","0","67","15","6","1","4","0"
"L27765","ClientTransactionManagerServiceImpl.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClientTransactionManagerServiceImpl.java","L27752","11","0","109","1733","3","1","1","1"
"L27766","ClusterListenerSupport.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ClusterListenerSupport.java","L27752","25","0","225","15","12","4","6","1"
"L27767","ConnectionHeartbeatListener.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/ConnectionHeartbeatListener.java","L27752","1","0","6","15","4","0","3","0"
"L27768","DefaultAddressProvider.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/DefaultAddressProvider.java","L27752","2","0","23","15","4","0","3","0"
"L27769","DefaultAddressTranslator.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/DefaultAddressTranslator.java","L27752","1","0","12","15","4","0","3","0"
"L27770","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/spi/impl/package-info.java","L27752","1","0","1","15","4","0","3","0"
"L30572","AbstractClientTxnCollectionProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/AbstractClientTxnCollectionProxy.java","L30571","2","0","17","1733","4","1","3","0"
"L30573","ClientTxnListProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnListProxy.java","L30571","1","0","42","1733","6","1","5","0"
"L30574","ClientTxnMapProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnMapProxy.java","L30571","7","0","196","1733","12","1","8","0"
"L30575","ClientTxnMultiMapProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnMultiMapProxy.java","L30571","3","0","84","1733","7","1","5","0"
"L30576","ClientTxnProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnProxy.java","L30571","2","0","55","1733","6","1","5","0"
"L30577","ClientTxnQueueProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnQueueProxy.java","L30571","4","0","90","1733","6","1","5","0"
"L30578","ClientTxnSetProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/ClientTxnSetProxy.java","L30571","1","0","42","1733","6","1","5","0"
"L30579","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/package-info.java","L30571","1","0","1","15","4","0","3","0"
"L30800","package-info.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/xa/package-info.java","L30799","1","0","1","1733","2","1","1","0"
"L30801","XAResourceProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/xa/XAResourceProxy.java","L30799","26","0","215","1733","3","1","1","1"
"L30802","XATransactionContextProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/xa/XATransactionContextProxy.java","L30799","10","0","126","1733","2","1","1","0"
"L30803","XATransactionProxy.java","hazelcast-client-new/src/main/java/com/hazelcast/client/txn/proxy/xa/XATransactionProxy.java","L30799","15","0","120","1733","2","1","1","1"
"L540","ClientAuthenticationTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientAuthenticationTest.java","L539","1","0","32","15","4","1","4","0"
"L541","ClientConnectionListenerTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientConnectionListenerTest.java","L539","1","0","39","15","4","1","4","0"
"L542","ClientConnectionTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientConnectionTest.java","L539","1","0","97","15","4","1","4","0"
"L543","ClientEntryListenerDisconnectTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientEntryListenerDisconnectTest.java","L539","4","0","82","15","2","0","2","0"
"L544","ClientExtensionTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientExtensionTest.java","L539","1","0","26","15","3","0","3","0"
"L545","ClientListenersTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientListenersTest.java","L539","2","0","125","15","4","0","4","0"
"L546","ClientMemberAttributeTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientMemberAttributeTest.java","L539","21","0","275","15","4","1","4","0"
"L547","ClientNearCacheConfigTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientNearCacheConfigTest.java","L539","1","0","55","15","4","0","4","0"
"L548","ClientReconnectTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientReconnectTest.java","L539","1","0","86","15","2","0","2","0"
"L549","ClientRegressionTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientRegressionTest.java","L539","27","0","626","15","2","0","2","0"
"L550","ClientServiceTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientServiceTest.java","L539","11","0","289","15","4","0","4","0"
"L551","ClientSplitBrainTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientSplitBrainTest.java","L539","6","0","118","15","5","0","5","0"
"L552","ClientTimeoutTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ClientTimeoutTest.java","L539","1","0","44","15","4","0","4","0"
"L553","ConnectedClientOperationTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/ConnectedClientOperationTest.java","L539","1","0","51","15","7","0","4","0"
"L554","MembershipListenerTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/MembershipListenerTest.java","L539","2","0","102","15","4","1","4","0"
"L555","NonSmartClientRoutingTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/NonSmartClientRoutingTest.java","L539","3","0","53","15","4","0","4","0"
"L556","SimpleMapTestFromClient.java","hazelcast-client-new/src/test/java/com/hazelcast/client/SimpleMapTestFromClient.java","L539","15","0","125","15","2","0","2","0"
"L616","ClientCacheConfigTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/cache/ClientCacheConfigTest.java","L615","5","0","177","15","4","2","4","0"
"L617","ClientManagerTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/cache/ClientManagerTest.java","L615","1","0","70","15","4","0","4","0"
"L618","ClientReadWriteThroughJCacheTests.java","hazelcast-client-new/src/test/java/com/hazelcast/client/cache/ClientReadWriteThroughJCacheTests.java","L615","7","0","157","15","2","0","2","0"
"L619","JCacheClientListenerTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/cache/JCacheClientListenerTest.java","L615","1","0","42","15","3","0","3","0"
"L3931","InvalidConfigurationClientTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/config/InvalidConfigurationClientTest.java","L3930","1","0","246","15","10","1","9","0"
"L3932","LegacyMatchingPointConfigPatternMatcherTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/config/LegacyMatchingPointConfigPatternMatcherTest.java","L3930","1","0","41","15","6","1","6","0"
"L3933","MatchingPointConfigPatternMatcherTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/config/MatchingPointConfigPatternMatcherTest.java","L3930","1","0","120","15","6","1","6","0"
"L3934","XmlClientConfigBuilderTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/config/XmlClientConfigBuilderTest.java","L3930","3","0","260","15","15","5","12","0"
"L3935","XmlClientConfigImportVariableReplacementTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/config/XmlClientConfigImportVariableReplacementTest.java","L3930","1","0","196","15","6","1","6","0"
"L8283","ClientTestUtil.java","hazelcast-client-new/src/test/java/com/hazelcast/client/impl/ClientTestUtil.java","L8282","3","0","14","15","2","0","2","0"
"L22654","DistributedObjectListenerTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/proxy/DistributedObjectListenerTest.java","L22653","1","0","50","15","2","0","2","0"
"L22655","ProxyEqualityTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/proxy/ProxyEqualityTest.java","L22653","1","0","77","15","2","0","2","0"
"L27527","ClientProxyDestroyTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/spi/ClientProxyDestroyTest.java","L27526","1","0","60","15","2","0","2","0"
"L27528","ProxyFactoryTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/spi/ProxyFactoryTest.java","L27526","1","0","87","15","4","0","4","0"
"L30547","ClientTxnListTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/txn/ClientTxnListTest.java","L30546","1","0","59","296","3","0","3","0"
"L30548","ClientTxnMapTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/txn/ClientTxnMapTest.java","L30546","5","0","390","296","3","0","3","0"
"L30549","ClientTxnMultiMapTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/txn/ClientTxnMultiMapTest.java","L30546","4","0","186","831","5","0","4","0"
"L30550","ClientTxnQueueTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/txn/ClientTxnQueueTest.java","L30546","2","0","147","296","3","0","3","0"
"L30551","ClientTxnSetTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/txn/ClientTxnSetTest.java","L30546","1","0","133","296","3","0","3","0"
"L30552","ClientTxnTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/txn/ClientTxnTest.java","L30546","5","0","115","296","3","0","3","0"
"L30553","ClientXACompatibilityTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/txn/ClientXACompatibilityTest.java","L30546","4","0","159","1733","4","1","1","0"
"L30554","ClientXAStressTest.java","hazelcast-client-new/src/test/java/com/hazelcast/client/txn/ClientXAStressTest.java","L30546","4","0","97","1733","2","1","1","0"
