@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L36703","1","0","77","1118","12","0","3","false"
"L36704","2","0","46","1118","3","0","1","false"
"L36705","1","0","24","1118","3","0","2","false"
"L36706","1","0","42","1118","2","0","1","false"
"L36707","1","0","88","1118","13","0","3","false"
"L36708","2","0","70","2899","7","0","2","false"
"L36709","1","0","56","1118","6","0","1","false"
"L36710","7","0","175","2899","18","0","4","false"
"L36711","1","0","53","2899","6","0","2","false"
"L36712","5","0","86","2899","9","0","2","false"
"L36713","1","0","43","2899","8","0","2","false"
"L36714","8","0","83","1118","17","0","3","true"
"L36715","1","0","73","2899","7","0","2","false"
"L36716","3","0","86","1118","4","0","2","false"
"L36717","1","0","54","2899","7","0","2","false"
"L36718","1","0","51","2899","3","0","2","false"
"L36719","6","0","97","1118","8","0","2","false"
"L36720","15","0","124","2899","14","0","3","false"
"L36721","8","0","74","1118","10","0","3","false"
"L36722","1","0","20","1118","3","0","2","false"
"L36723","2","0","36","2899","7","0","2","false"
"L36724","1","0","26","1118","3","0","2","false"
"L36725","2","0","62","2899","7","0","2","false"
"L36726","248","0","980","2899","94","0","4","true"
"L38817","33","0","525","1118","9","1","4","false"
"L38818","13","0","92","1118","9","0","2","false"
"L38819","1","0","35","1118","4","0","1","false"
"L38820","1","0","4","575","1","0","1","false"
"L38821","20","0","209","1118","11","1","4","false"
"L38822","30","0","273","1118","7","1","3","false"
"L38823","19","0","133","1118","9","0","3","false"
"L38824","22","0","140","575","40","0","4","false"
"L38825","19","0","116","2899","8","0","4","false"
"L38826","7","0","68","1118","8","0","3","false"
"L38827","1","0","7","1118","4","0","2","false"
"L38828","224","0","1125","2899","53","1","5","false"
"L39926","52","0","312","1118","9","0","2","false"
"L39927","1","0","67","1118","4","0","2","false"
"L39928","11","0","167","2899","17","0","4","false"
"L39929","1","0","44","1118","6","0","2","false"
"L39930","27","0","179","1118","17","0","3","false"
"L39931","1","0","10","1118","4","0","1","false"
"L39932","1","0","10","1118","4","0","1","false"
"L39933","1","0","10","1118","4","0","1","false"
"L39934","10","0","109","1118","9","0","2","false"
"L39935","2","0","26","86","6","0","2","false"
"L39936","18","0","173","2899","37","0","4","false"
"L39937","6","0","101","1118","7","0","2","false"
"L39938","19","0","138","1118","12","0","3","false"
"L39939","2","0","35","2899","9","0","4","false"
"L39940","1","0","28","86","7","0","2","false"
"L39941","15","0","76","1118","13","0","4","false"
"L39942","8","0","114","2053","10","0","3","false"
"L39943","1","0","42","0","1","0","0","false"
"L39944","10","0","109","1118","9","0","2","false"
"L39945","1","0","12","1118","4","0","1","false"
"L39946","6","0","79","2053","9","0","3","false"
"L40830","1","0","9","1118","1","0","1","false"
"L40831","18","0","85","2899","4","0","2","false"
"L40832","1","0","27","1118","1","0","1","false"
"L40833","14","0","53","1118","10","0","3","false"
"L40834","1","0","4","1118","1","0","1","false"
"L40835","3","0","18","2899","1","0","1","false"
"L40836","1","0","7","1118","2","0","1","false"
"L40837","18","0","125","2899","12","0","2","false"
"L40838","1","0","4","1118","1","0","1","false"
"L40839","1","0","22","1118","1","0","1","false"
"L40840","15","0","72","2899","2","0","2","false"
"L40841","1","0","35","2899","4","0","2","false"
"L41117","3","0","11","1118","3","0","1","false"
"L41118","4","0","16","1118","3","0","1","false"
"L41119","4","0","16","1118","3","0","1","false"
"L41120","1","0","6","1118","3","0","1","false"
"L41121","2","0","14","2899","3","0","2","false"
"L41144","1","0","43","575","3","0","2","false"
"L41145","3","0","63","2899","6","1","3","false"
"L41146","1","0","43","1118","1","0","1","false"
"L41147","1","0","5","2899","2","0","1","false"
"L41148","1","0","3","2899","2","0","1","false"
"L41149","1","0","11","2899","2","0","1","false"
"L41150","1","0","3","2899","2","0","1","false"
"L41151","1","0","12","831","1","0","1","false"
"L41152","1","0","6","2899","2","0","1","false"
"L41153","1","0","4","2899","2","0","1","false"
"L41154","1","0","7","2899","1","0","1","false"
"L41155","1","0","3","2899","1","0","1","false"
"L41156","1","0","12","2899","6","0","3","false"
"L41157","1","0","17","2899","8","0","3","false"
"L41158","1","0","7","2899","4","0","2","false"
"L41159","1","0","8","2899","3","0","2","false"
"L41160","1","0","12","2899","2","0","1","false"
"L41161","1","0","3","2899","2","0","1","false"
"L41162","1","0","5","2899","2","0","2","false"
"L41163","1","0","3","2899","2","0","2","false"
"L41164","1","0","9","831","3","0","2","false"
"L41165","1","0","20","2899","11","0","4","true"
"L41166","13","0","131","2899","5","0","2","false"
"L41464","4","0","39","1118","4","0","3","false"
"L41465","11","0","68","2899","20","0","2","false"
"L41466","24","0","129","575","22","0","4","false"
"L41467","18","0","143","1118","24","0","4","false"
"L41468","20","0","204","2053","9","0","4","false"
"L41469","16","0","169","2899","39","0","4","true"
"L41470","1","0","5","1118","3","0","1","false"
"L41471","59","0","437","2899","83","4","6","false"
"L41472","4","0","58","575","12","1","3","false"
"L41473","1","0","7","1118","7","0","4","false"
"L41474","1","0","22","1118","6","0","3","false"
"L41475","15","0","82","1118","26","0","3","false"
"L41476","4","0","44","1118","3","0","1","false"
"L41477","1","0","9","1118","3","0","1","false"
"L41478","18","0","335","1118","10","0","3","false"
"L41479","1","0","66","1118","2","0","1","false"
"L41480","1","0","4","1118","4","0","3","false"
"L41481","55","0","251","1118","11","0","3","false"
"L41482","26","0","173","1118","9","0","2","false"
"L41483","1","0","10","575","9","0","3","false"
"L41484","21","0","136","575","18","1","4","false"
"L41485","1","0","50","2899","14","0","3","false"
"L41486","23","0","192","575","43","2","6","false"
"L41487","1","0","8","1118","2","0","1","false"
"L41488","16","0","185","2899","40","0","3","false"
"L41489","87","0","386","2899","52","0","4","false"
"L41490","1","0","147","2899","4","0","1","false"
"L41491","12","0","74","575","40","1","4","false"
"L41492","1","0","4","1118","3","0","1","false"
"L41493","25","0","109","1118","24","0","3","false"
"L41494","11","0","83","575","50","0","5","false"
"L41495","21","0","118","575","13","0","3","false"
"L41496","1","0","23","1118","2","0","1","false"
"L41497","20","0","140","2899","29","5","4","false"
"L41498","1","0","6","1118","2","0","1","false"
"L41499","29","0","177","575","9","0","3","false"
"L41500","40","0","204","2899","6","0","2","false"
"L41501","1","0","7","1118","3","0","1","false"
"L41502","1","0","4","1118","1","0","1","false"
"L41503","1","0","7","1118","2","0","1","false"
"L41504","1","0","8","1118","2","0","2","false"
"L41505","25","0","168","575","44","1","4","false"
"L44101","1","0","31","2899","3","0","2","false"
"L44102","1","0","7","2899","7","0","3","false"
"L44103","1","0","6","2899","2","0","2","false"
"L44104","1","0","8","2899","4","0","2","false"
"L44126","7","0","62","831","3","1","2","false"
"L44127","1","0","9","1118","1","0","1","false"
"L44128","1","0","56","1118","10","0","1","false"
"L44129","1","0","5","1118","4","0","1","false"
"L44130","57","0","243","575","36","5","5","true"
"L44131","1","0","11","1118","13","0","1","false"
"L44132","1","0","14","575","6","1","4","false"
"L44133","54","0","239","2899","25","0","4","true"
"L44134","9","0","62","1118","2","0","1","false"
"L44135","28","0","123","1118","15","0","3","false"
"L44136","1","0","6","1118","6","0","1","false"
"L44137","9","0","75","1118","14","0","1","false"
"L44138","144","0","910","575","67","5","6","false"
"L44139","1","0","8","575","3","1","2","false"
"L44140","1","0","30","1118","6","0","1","false"
"L44141","4","0","29","1118","1","0","1","false"
"L44142","19","0","98","575","6","1","4","false"
"L44143","34","0","209","831","21","1","4","false"
"L44144","18","0","87","575","6","1","4","true"
"L45510","8","0","64","2899","4","0","1","false"
"L45511","1","0","7","2899","2","0","1","false"
"L45512","1","0","8","2899","2","0","1","false"
"L45513","1","0","11","2899","2","0","1","false"
"L45514","1","0","8","2899","2","0","1","false"
"L45515","1","0","17","2899","3","0","1","false"
"L45516","5","0","47","575","4","0","2","false"
"L45633","6","0","46","2899","1","0","1","false"
"L45634","101","0","429","575","22","3","5","false"
"L45635","49","0","232","2053","3","0","2","false"
"L45636","7","0","47","86","7","0","2","false"
"L45637","1","0","51","2899","2","1","1","false"
"L45638","1","0","9","2899","2","0","2","false"
"L45639","1","0","21","1118","7","0","3","false"
"L45640","1","0","11","1118","1","0","1","false"
"L45641","5","0","75","2899","4","1","3","false"
"L45642","1","0","27","575","3","0","2","false"
"L45643","1","0","21","1118","1","0","1","false"
"L45644","3","0","36","1118","5","0","1","false"
"L45645","1","0","3","1118","1","0","1","false"
"L45646","9","0","119","2899","16","1","3","false"
"L45647","2","0","55","2899","1","0","1","false"
"L45648","15","0","123","2899","4","1","3","false"
"L45649","8","0","77","2899","9","0","2","false"
"L45650","66","0","447","2899","7","1","2","false"
"L45651","1","0","42","831","6","1","3","false"
"L45652","5","0","39","831","6","0","2","false"
"L1398","1","0","40","1118","1","0","1","false"
"L1399","1","0","7","1118","1","0","1","false"
"L1400","1","0","5","1118","2","0","1","false"
"L1401","3","0","22","1118","2","0","1","false"
"L1402","1","0","12","1118","2","0","1","false"
"L1403","1","0","15","1118","1","0","1","false"
"L1404","1","0","47","1118","2","0","1","false"
"L1405","1","0","5","1118","1","0","1","false"
"L1406","1","0","23","1118","5","0","1","false"
"L1407","17","0","218","575","25","1","4","false"
"L1408","1","0","7","1118","1","0","1","false"
"L2949","1","0","19","2899","3","0","2","false"
"L2950","1","0","12","1118","10","0","2","false"
"L2951","6","0","38","1118","2","0","1","false"
"L2952","3","0","106","1118","10","0","2","false"
"L2953","1","0","4","1118","1","0","1","false"
"L2954","1","0","17","831","8","1","3","false"
"L2955","21","0","229","1118","17","1","4","false"
"L2956","7","0","80","1118","13","0","2","false"
"L2957","8","0","61","1118","3","0","1","false"
"L2958","18","0","108","1118","8","0","3","false"
"L2959","11","0","90","1118","3","0","2","false"
"L2960","1","0","38","2899","7","0","2","false"
"L2961","3","0","23","575","11","0","4","false"
"L2962","18","0","92","2899","10","0","3","false"
"L2963","1","0","17","1118","5","0","2","false"
"L2964","11","0","73","1118","6","0","2","false"
"L2965","1","0","5","1118","4","0","2","false"
"L2966","9","0","57","1118","4","0","1","false"
"L2967","3","0","36","1118","1","0","1","false"
"L2968","1","0","5","1118","4","0","2","false"
"L2969","9","0","68","2899","8","1","2","false"
"L2970","4","0","47","1118","1","0","1","false"
"L2971","1","0","23","1118","8","1","2","false"
"L2972","3","0","69","831","1","0","1","false"
"L2973","36","0","231","2899","18","0","3","false"
"L2974","2","0","11","1118","1","0","1","false"
"L2975","21","0","140","1118","1","0","1","false"
"L2976","10","0","90","1118","3","0","1","false"
"L9397","1","0","60","2899","11","0","2","true"
"L9398","1","0","26","2899","2","0","2","false"
"L9399","2","0","20","2899","4","0","2","false"
"L9400","22","0","111","2899","8","0","2","false"
"L9401","1","0","6","2899","2","0","2","false"
"L9402","8","0","51","2899","9","0","3","false"
"L9403","3","0","10","86","2","0","2","false"
"L9404","5","0","40","2899","4","0","3","false"
"L9405","3","0","10","1118","3","0","2","false"
"L9406","6","0","62","2899","6","0","2","false"
"L9407","2","0","38","2899","6","0","2","false"
"L9408","3","0","35","2899","6","0","2","false"
"L9409","16","0","124","1118","16","0","4","false"
"L9410","15","0","126","2899","18","0","3","false"
"L9411","5","0","52","1118","2","0","1","false"
"L9412","5","0","60","2899","6","0","2","false"
"L9413","1","0","10","1118","1","0","1","true"
"L9414","1","0","9","2899","4","0","2","false"
"L9415","6","0","35","1118","4","0","3","false"
"L12501","1","0","8","2053","4","0","2","false"
"L12502","21","0","162","831","19","0","6","false"
"L14826","16","0","152","2899","10","0","4","false"
"L14827","1","0","26","1118","8","0","3","false"
"L14828","1","0","43","1118","3","0","2","false"
"L14829","4","0","55","1118","4","0","2","false"
"L14830","2","0","36","1118","4","0","2","false"
"L14831","1","0","10","1118","3","0","2","false"
"L14832","1","0","15","575","7","0","3","false"
"L14833","16","0","157","575","1","0","1","false"
"L14834","1","0","35","1118","6","0","2","false"
"L14835","22","0","151","575","11","0","4","false"
"L14836","1","0","38","1118","5","0","3","false"
"L14837","1","0","51","1118","2","0","2","false"
"L14838","4","0","77","1118","4","0","3","false"
"L14839","4","0","36","1118","7","0","3","false"
"L14840","99","0","601","575","60","1","6","true"
"L14841","7","0","85","831","3","0","3","false"
"L14842","5","0","66","2899","11","0","3","false"
"L14843","10","0","115","1118","11","0","3","false"
"L14844","2","0","28","1118","5","0","2","false"
"L14845","9","0","86","2899","6","0","2","false"
"L14846","6","0","34","1118","5","0","3","false"
"L14847","25","0","135","1118","7","0","4","false"
"L14848","3","0","45","1118","6","0","2","false"
"L14849","1","0","35","1118","5","0","3","false"
"L16358","2","0","52","1118","2","0","2","false"
"L16359","3","0","73","1118","2","0","2","false"
"L16360","6","0","87","831","3","0","2","false"
"L16361","1","0","39","1118","2","0","2","false"
"L16362","1","0","10","1118","2","0","2","false"
"L16363","1","0","57","1118","2","0","2","false"
"L16364","1","0","10","1118","2","0","2","false"
"L16365","3","0","74","831","1","0","1","false"
"L16366","1","0","31","1118","2","0","2","false"
"L16367","1","0","33","1118","2","0","2","false"
"L16368","1","0","10","1118","2","0","2","false"
"L16369","1","0","66","1118","2","0","2","false"
"L16370","1","0","175","1118","2","0","2","false"
"L16371","2","0","56","1118","2","0","2","false"
"L16372","1","0","62","1118","2","0","2","false"
"L16373","1","0","68","1118","2","0","2","false"
"L16374","1","0","82","1118","2","0","2","false"
"L16375","1","0","10","1118","2","0","2","false"
"L16376","1","0","24","1118","2","0","2","false"
"L16377","1","0","10","1118","2","0","2","false"
"L16378","2","0","61","1118","2","0","2","false"
"L16379","2","0","98","1118","2","0","2","false"
"L16380","1","0","77","831","3","0","3","false"
"L16381","33","0","245","2899","8","0","2","false"
"L16382","8","0","88","2899","6","1","3","false"
"L16383","2","0","84","1118","2","0","2","false"
"L16384","6","0","111","1118","2","0","2","false"
"L16385","2","0","53","1118","2","0","2","false"
"L18828","7","0","34","575","3","0","2","false"
"L18829","7","0","37","575","13","0","4","false"
"L18830","8","0","68","1118","6","0","2","false"
"L18831","4","0","21","575","13","0","3","false"
"L18832","1","0","12","1118","5","0","2","false"
"L18833","1","0","6","1118","5","0","2","false"
"L18834","11","0","86","2899","5","1","2","false"
"L18835","1","0","35","1118","16","0","3","false"
"L18836","8","0","112","1118","24","0","2","true"
"L18837","4","0","24","2899","3","0","2","false"
"L18838","7","0","110","1118","13","0","2","false"
"L18839","28","0","135","2899","16","0","2","false"
"L18840","1","0","4","1118","1","0","1","false"
"L18841","1","0","35","1118","1","0","1","false"
"L18842","16","0","146","2899","10","0","4","false"
"L18843","1","0","13","1118","10","0","2","false"
"L18844","5","0","29","2899","3","0","2","false"
"L18845","141","0","642","2899","30","0","2","false"
"L18846","1","0","35","1118","3","0","2","false"
"L18847","15","0","86","1118","6","0","2","false"
"L18848","3","0","16","1118","6","0","2","false"
"L21913","1","0","11","1118","1","0","1","false"
"L21914","17","0","124","2899","22","0","3","false"
"L21915","2","0","22","1118","1","0","1","false"
"L21916","1","0","7","1118","2","0","1","false"
"L21917","11","0","69","2899","12","2","4","false"
"L41758","20","0","147","2899","6","0","3","false"
"L41759","4","0","40","2899","3","0","3","false"
"L43838","6","0","50","1118","1","0","1","false"
"L43839","1","0","7","1118","1","0","1","false"
"L43840","21","0","138","1118","1","0","1","false"
"L45955","1","0","21","1118","4","0","2","false"
"L45956","400","0","1734","2899","6","0","3","false"
"L45957","10","0","126","1118","4","0","2","false"
"L1471","4","0","47","1118","2","0","1","false"
"L1472","4","0","24","1118","1","0","1","false"
"L1473","4","0","34","2053","4","0","3","false"
"L1474","1","0","11","1118","1","0","1","false"
"L1475","6","0","48","1118","2","0","1","false"
"L1476","1","0","14","1118","2","0","1","false"
"L1477","8","0","43","575","5","0","2","false"
"L1478","3","0","22","1118","2","0","1","false"
"L1479","9","0","58","1118","10","0","3","false"
"L1480","1","0","62","1118","1","0","1","false"
"L1481","1","0","12","1118","2","0","1","false"
"L1482","9","0","83","1118","3","0","1","false"
"L1483","6","0","45","1118","2","0","1","false"
"L1484","12","0","65","575","5","0","2","false"
"L1485","3","0","26","1118","1","0","1","false"
"L1486","3","0","20","1118","2","0","1","false"
"L1487","4","0","29","575","3","0","2","false"
"L1488","1","0","25","1118","2","0","1","false"
"L1489","2","0","65","1118","2","0","1","false"
"L1490","1","0","16","1118","2","0","1","false"
"L2056","5","0","85","831","7","0","3","false"
"L2057","1","0","13","831","5","0","3","false"
"L2058","5","0","22","1118","2","0","1","false"
"L2059","2","0","20","1118","1","0","1","false"
"L2060","9","0","44","1118","2","0","1","false"
"L2061","5","0","22","1118","6","0","1","false"
"L2062","2","0","20","1118","2","0","1","false"
"L2063","10","0","64","2899","13","0","3","false"
"L2064","37","0","108","2899","3","0","2","false"
"L2065","2","0","20","1118","2","0","1","false"
"L2066","11","0","79","2899","11","0","3","false"
"L2067","4","0","52","1118","6","0","2","false"
"L242","62","0","681","2899","33","3","4","false"
"L243","10","0","124","1118","9","2","3","false"
"L244","49","0","767","575","38","8","5","false"
"L245","38","0","462","1118","19","0","2","false"
"L246","114","0","2397","575","212","1","4","false"
"L247","13","0","374","575","47","2","4","false"
"L248","1","0","34","1118","9","0","2","false"
"L249","19","0","397","575","9","0","3","false"
"L250","4","0","131","1118","8","0","2","false"
"L251","13","0","183","1118","12","1","4","false"
"L252","64","0","1417","575","77","5","5","false"
"L253","22","0","236","1118","7","0","2","false"
"L254","59","0","359","1118","21","0","3","false"
"L255","5","0","204","1118","10","0","2","false"
"L256","1","0","159","1118","8","0","2","false"
"L257","10","0","409","1118","8","0","2","false"
"L258","2","0","17","1118","4","0","1","false"
